[00:00:00.189 --> 00:00:00.689]  Iodine.
[01:42:45.310 --> 01:42:52.772]  Because they have all these studies on coronaviruses and SARS before with the damn hydroxychloroquine.
[01:42:54.608 --> 01:42:57.831]  It's like saying penicillin's good if you've got a bacterial infection.
[01:42:58.211 --> 01:42:59.012]  It's known.
[01:43:00.293 --> 01:43:01.734]  And it's already live at InfoWars.com.
[01:43:01.754 --> 01:43:05.096]  I got to drive to the clerical and shovel Dr. Trump to the rescue.
[01:43:06.077 --> 01:43:08.319]  So Trump tries to give people hope five weeks ago.
[01:43:09.160 --> 01:43:12.843]  And he goes, hey, people that get it early, they're doing great.
[01:43:12.883 --> 01:43:14.364]  And then he learns, oh, you got to have zinc too.
[01:43:14.384 --> 01:43:14.844]  He says that.
[01:43:14.864 --> 01:43:15.705]  They go, shut up!
[01:43:17.066 --> 01:43:18.287]  And again, I keep harping on this.
[01:43:18.327 --> 01:43:22.671]  I've got hundreds of articles, incredible videos, huge breaking news from Fort Hood.
[01:43:24.318 --> 01:43:26.699]  Just stuff that pisses me off, and I'm being honest.
[01:43:29.419 --> 01:43:32.500]  It's manly to get mad, but it's also manly to be able to control yourself.
[01:43:33.540 --> 01:43:34.280]  And I'm really trying.
[01:43:34.300 --> 01:43:35.421]  The crew's great putting up with me.
[01:43:39.662 --> 01:43:47.264]  But everybody I know, men and women, every race, color, and creed, are just like, we want to go to war.
[01:43:50.064 --> 01:43:51.945]  That's why folks are burning down the cell towers.
[01:43:52.967 --> 01:43:54.367]  And I'm not saying go out and do that.
[01:43:55.108 --> 01:43:56.548]  You need to expose it politically.
[01:43:56.568 --> 01:43:58.348]  You need to sue these jerks.
[01:43:58.508 --> 01:44:00.669]  That costs way more than their stupid cell tower.
[01:44:00.969 --> 01:44:02.349]  That technology's super cheap.
[01:44:03.650 --> 01:44:10.331]  One of those damn... The tower costs 20 times what the stupid microwave oven... I mean, you know microwave ovens are cheap, folks.
[01:44:10.611 --> 01:44:12.532]  That's all those are, is big-ass microwave ovens.
[01:44:13.072 --> 01:44:14.552]  Hanging up there, cooking you and your babies.
[01:44:17.453 --> 01:44:21.114]  Well, the studies only show a 35% increase in brain tumors.
[01:44:24.207 --> 01:44:38.997]  So I've got a lot to cover here and a lot to go over, but people ask me, how am I handling all this?
[01:44:40.098 --> 01:44:41.099]  And it pisses me off.
[01:44:42.079 --> 01:44:43.280]  We're all in this together.
[01:44:43.980 --> 01:44:46.262]  That's why it's sick to ask me how I'm handling it.
[01:44:46.562 --> 01:44:48.624]  Do you understand you're the target of this, folks?
[01:44:49.505 --> 01:44:50.246]  I'm pro-human!
[01:44:50.506 --> 01:45:00.334]  I'm not signing on with a bunch of creepy fellow humans that are out to screw over humanity and merge with machines and and because some dark force told them to.
[01:45:00.354 --> 01:45:04.257]  I mean I'm not like jumping off cliffs either.
[01:45:04.338 --> 01:45:07.080]  I mean this is you know for me this is a no-brainer.
[01:45:09.202 --> 01:45:12.524]  And that's why I'll say this a trillion times before I die hopefully.
[01:45:12.544 --> 01:45:14.186]  I've already said it probably 5,000 times.
[01:45:14.206 --> 01:45:14.506]  It's sick
[01:45:19.821 --> 01:45:27.464]  To call into the broadcast and tell me how great I am and tell me the great job I'm doing when all I'm doing is treading water in a sea of evil.
[01:45:28.305 --> 01:45:29.165]  What, I want to live?
[01:45:29.185 --> 01:45:29.985]  That's heroic?
[01:45:30.205 --> 01:45:31.686]  What the hell are you talking about?
[01:45:34.127 --> 01:45:34.787]  I love you to death.
[01:45:34.907 --> 01:45:39.049]  I just want you to get your mind wrapped around the fact that this is hitting everybody.
[01:45:39.729 --> 01:45:45.992]  The GMO, the vaccines, the fluoride water, the damn electromagnetic assault we're under.
[01:45:47.748 --> 01:45:49.371]  And I just want to fight.
[01:45:50.032 --> 01:45:51.415]  I want to win.
[01:45:52.857 --> 01:45:54.240]  My cells do.
[01:45:56.021 --> 01:45:57.262]  My cells are mad at me.
[01:45:57.782 --> 01:45:58.143]  Literally.
[01:45:58.483 --> 01:46:00.084]  Like, you're not fighting hard enough.
[01:46:00.745 --> 01:46:06.510]  That's why I don't like being complimented because my cells are, you don't go home and get in the hot tub and have sex with your wife.
[01:46:06.790 --> 01:46:07.690]  You don't go out and enjoy dinner.
[01:46:07.751 --> 01:46:09.492]  You fight 18 hours a day.
[01:46:09.532 --> 01:46:11.714]  You piece of filth!
[01:46:12.514 --> 01:46:17.679]  That's what my soul and my cells are saying is, you don't go enjoy yourself any.
[01:46:18.059 --> 01:46:18.699]  You attack!
[01:46:18.940 --> 01:46:19.440]  You attack!
[01:46:19.660 --> 01:46:26.264]  So you're calling and telling me I'm doing a great job and the drill sergeant is screaming at me to kill the globalist politically?
[01:46:47.529 --> 01:46:50.130]  And so that's why I have to go off air sometimes now, because I don't want to do that on air.
[01:46:50.250 --> 01:46:52.772]  I don't want to blow up like that.
[01:46:54.132 --> 01:47:03.497]  I just swear on the altar of God that we are going to destroy these people, and they need to be destroyed.
[01:47:04.358 --> 01:47:06.359]  These bullies, these baby killers.
[01:47:07.619 --> 01:47:08.480]  I can't wait.
[01:47:08.500 --> 01:47:12.822]  All right, I said I'd take calls on this Friday edition, but it got lost.
[01:47:16.263 --> 01:47:18.284]  And we've got Dr. Nick Begich taking over next hour.
[01:47:20.986 --> 01:47:22.647]  And I look at the news coming in.
[01:47:23.728 --> 01:47:27.690]  Every one of these stories certifies and confirms our worst nightmares.
[01:47:29.251 --> 01:47:30.972]  We're deep inside the New World Order now.
[01:47:34.014 --> 01:47:35.235]  But we're full-grown adults.
[01:47:35.255 --> 01:47:38.797]  We're not some baby in the womb getting chopped up, getting our brains sucked out.
[01:47:40.798 --> 01:47:42.199]  Maybe I should just read these headlines.
[01:47:43.359 --> 01:47:45.581]  We have big breaking news out of Texas.
[01:47:46.988 --> 01:47:49.729]  And I've got the crew posting it on Infowars.com right now.
[01:47:59.491 --> 01:48:00.992]  Do you like being held hostage?
[01:48:01.352 --> 01:48:05.313]  That's the question I'm going to ask everybody because that's what this is.
[01:48:08.174 --> 01:48:12.115]  And they've taken the weaponized common cold
[01:48:15.290 --> 01:48:19.293]  And they added everybody else that dies of the common cold, everybody else that dies of flu.
[01:48:19.713 --> 01:48:20.734]  By the way, I looked it up.
[01:48:21.775 --> 01:48:29.261]  In the last five weeks, no one has been added to the CDC number of people that died from the flu.
[01:48:29.601 --> 01:48:31.843]  They normally you're just die of old age and you just say the flu did it.
[01:48:32.663 --> 01:48:38.628]  They're all just boosting those numbers because they said if you don't let us have martial law, it'll be up here.
[01:48:39.560 --> 01:48:43.501]  If you do let us have martial law, it'll be down about half, but instead it's just this tiny little thing.
[01:48:44.221 --> 01:48:45.782]  So they're just putting every death they can there.
[01:48:45.982 --> 01:48:46.742]  Get it up, God!
[01:48:46.782 --> 01:48:47.322]  Scare them!
[01:48:47.382 --> 01:48:48.102]  Good Lord!
[01:48:49.323 --> 01:48:50.223]  But it's not working!
[01:48:53.044 --> 01:48:58.545]  But the companies are all making their employees do it.
[01:48:59.946 --> 01:49:06.048]  I'm not gonna get into it, but... They had an air conditioning guy here doing air conditioning repair today.
[01:49:06.068 --> 01:49:07.108]  I guess I am gonna get into it.
[01:49:07.959 --> 01:49:10.173]  And he's on top of the roof with a face mask on.
[01:49:11.772 --> 01:49:14.234]  And I asked him about it, and it's just the company told him to do it.
[01:49:14.534 --> 01:49:17.956]  I get it, but see, it's like Halloween now is like year-round.
[01:49:17.996 --> 01:49:20.338]  You just, everybody gets into it.
[01:49:20.378 --> 01:49:24.200]  And like I told you, I go to the park, I go to the, they've shut down most of those around the world.
[01:49:25.081 --> 01:49:27.042]  I go to the, they're totally closing them in Austin.
[01:49:27.582 --> 01:49:31.525]  And I go to the park, and people will be like 20 feet, 30 feet, 50 feet away.
[01:49:31.565 --> 01:49:32.846]  They'll just still, oh!
[01:49:33.126 --> 01:49:35.647]  It's like a little fun, like being scared is cool.
[01:49:36.428 --> 01:49:37.729]  Being hysterical is fun.
[01:49:46.983 --> 01:49:49.105]  I've got Day of the Dead-level footage for ya.
[01:49:50.606 --> 01:49:53.348]  I mean, I got it up one side and down the other, and I know you can all go see it.
[01:49:54.469 --> 01:49:55.970]  Hell, your damn Twitter feed's full of it.
[01:49:57.491 --> 01:50:12.903]  But just to watch humanity on its knees, begging and being so scared of their own shadow, do you know that people that act like cowards get enslaved?
[01:50:15.569 --> 01:50:29.880]  If you go out in San Diego on a raft and you start cutting yourself and putting your hand in the water, there might be only 20 shark attacks a year off that coast, but you're about to be one of them.
[01:50:33.683 --> 01:50:34.663]  It's called blood in the water.
[01:50:36.044 --> 01:50:39.027]  And all this behavior, you like to be scared?
[01:50:39.307 --> 01:50:40.648]  You're going to be real scared.
[01:50:43.117 --> 01:50:48.700]  But see, you're going to get those vaccines, and then all of a sudden you're going to feel lumps all over your body.
[01:50:49.761 --> 01:50:52.182]  You're going to have lymphatic cancer, that's what they give you.
[01:50:54.744 --> 01:50:57.906]  And you're going to get, uh, blood cancer.
[01:51:00.327 --> 01:51:04.710]  And, you just, you just, oh, oh my god.
[01:51:05.050 --> 01:51:09.613]  And it's the loving doctor, and oh, I'm going to help you, oh, libido, oh.
[01:51:09.633 --> 01:51:11.694]  And they're going to get you and take you in, and
[01:51:12.526 --> 01:51:18.832]  They're going to hit you with radiation and bug poison that's costing like 30 cents a package and charge you $1,000 per pill.
[01:51:19.232 --> 01:51:20.493]  And you're going to crap everything out.
[01:51:20.513 --> 01:51:22.034]  They're going to turn your immune system off.
[01:51:22.455 --> 01:51:23.616]  And they're going to cut you up.
[01:51:23.996 --> 01:51:25.377]  You'll maybe live five years longer.
[01:51:25.397 --> 01:51:28.520]  And then they're going to die from the cancer that you get from the chemotherapy.
[01:51:31.249 --> 01:51:41.578]  So, but it'll be okay though, because you'll be strong, and there'll be a run, you'll be there in your wheelchair, and the runner's like, oh, we're raising money for you, oh!
[01:51:41.618 --> 01:51:44.540]  But they're never going to find out why they're doing it to you.
[01:51:47.743 --> 01:51:48.584]  Oh, you're so brave.
[01:51:48.644 --> 01:51:50.045]  You've got breast cancer, honey.
[01:51:50.686 --> 01:51:53.268]  But a lot of brave women have fought it.
[01:51:54.068 --> 01:51:55.750]  We're going to suck about 100 grand out of you.
[01:51:59.482 --> 01:52:05.464]  They're not going to tell you that breast cancer didn't exist until toxins and glyphosates.
[01:52:05.524 --> 01:52:10.045]  I mean, it was like super rare, but now it's like, I've got a cancer.
[01:52:10.105 --> 01:52:11.226]  You've got a cancer.
[01:52:11.466 --> 01:52:17.148]  Wouldn't you like to have cancer too?
[01:52:18.748 --> 01:52:20.369]  And Bill Gates is a little satanic elf.
[01:52:23.939 --> 01:52:25.440]  And here's what's sick about it.
[01:52:48.197 --> 01:52:54.924]  Metaphysically, when we act like this, we let Gates take over and he then is the executor.
[01:52:55.824 --> 01:53:09.237]  See, he understands metaphysically, because he gets off on it, that when you give him power over you and you let him play these games, he is then allowed to come in to judge you.
[01:53:10.077 --> 01:53:25.244]  Because when you don't stand up for the babies they're killing, and you don't stand up for the kids they're pedophiling, and you don't stand up against all the other things that are happening to you, and the electromagnetic radiation and everything, God goes, well, I'm not gonna just let this happen to innocents and little kids.
[01:53:25.524 --> 01:53:27.325]  I'm gonna let the devil kill all of you.
[01:53:28.045 --> 01:53:30.987]  And God's like, here's the Holy Spirit, please stop, please stop.
[01:53:31.387 --> 01:53:33.148]  Please, I don't want, okay, okay.
[01:53:33.588 --> 01:53:35.489]  All right, I'm not protecting you anymore.
[01:53:35.949 --> 01:53:36.549]  Gate goes up.
[01:53:38.110 --> 01:53:39.731]  Globalist rancor attacks.
[01:53:42.046 --> 01:53:43.187]  And it's like clockwork.
[01:53:46.349 --> 01:54:02.478]  So, I don't like Bill Gates, but the public going along with this, those of you that are, I'm not going to eat popcorn while you're dying of cancer, but I will eat popcorn when I'm dying of cancer because I deserve it.
[01:54:03.979 --> 01:54:07.681]  But see, that pain then will, because God balances accounts out.
[01:54:07.701 --> 01:54:08.442]  It's all mathematics.
[01:54:09.335 --> 01:54:11.817]  And so, oh, I've got a lot more pain to atone for what I've done.
[01:54:11.857 --> 01:54:13.257]  So I'm not a masochist either.
[01:54:13.277 --> 01:54:15.219]  I don't like pain, but I really like pain.
