[00:00:00.535 --> 00:00:00.895]  Warning.
[02:31:46.548 --> 02:31:52.051]  officials say that there were very few, if any, casualties from the Iranian attack on sites in Iraq.
[02:31:52.071 --> 02:31:55.433]  Now, Iran has said that they injured 30 American
[02:31:57.096 --> 02:31:57.336]  I don't know.
[02:32:15.240 --> 02:32:24.002]  Let me see, so the IRGC commander, which is the Iranian Revolutionary Guard Corps commander, says that the attacks on the U.S.
[02:32:24.022 --> 02:32:31.144]  targets in Iraq was the first step, and that Iran and Tehran will not spare any Americans in the next.
[02:32:31.804 --> 02:32:37.906]  And at this moment, in fact, 25 minutes ago, Spectator Index says that Soleimani is being buried.
[02:32:38.306 --> 02:32:38.786]  At this moment.
[02:32:38.806 --> 02:32:40.547]  So this was a very symbolic attack.
[02:32:40.567 --> 02:32:46.591]  In fact, it occurred at 1.20 in the morning, which was about the same time that the attack on Soleimani occurred as well.
[02:32:46.671 --> 02:32:47.972]  So very symbolic.
[02:32:48.112 --> 02:32:58.958]  And some more symbolic aspects to this is that there were bases closer to Iran that actually had more Americans on them and would have been easier to hit because of their proximity to the country.
[02:32:58.998 --> 02:33:07.763]  So it seems like maybe this was calculated to not be a massive, unbelievable, you know, tons of American casualties because it seems like the Iranian
[02:33:08.283 --> 02:33:08.503]  I think?
[02:33:31.835 --> 02:33:34.957]  Made up by CNN, essentially, and that's not actually happening.
[02:33:35.518 --> 02:33:41.022]  And finally, to sum this up, four of the 15 missiles fired by Iran failed to reach their target.
[02:33:41.843 --> 02:33:44.084]  Only Iraqi casualties have been confirmed so far.
[02:33:44.144 --> 02:33:51.049]  I believe 10 of those rockets hit the al-Assad base and four hit the other base.
[02:33:51.270 --> 02:33:54.012]  I'll get that name for you.
[02:33:54.092 --> 02:33:54.432]  Erbil.
[02:33:54.812 --> 02:33:55.593]  So four hit Erbil.
[02:33:57.100 --> 02:34:05.763]  It does almost sound like they are trying to avoid a bigger conflict because they have to
[02:34:22.745 --> 02:34:26.907]  They have to do something with the culture of their people and the rhetoric.
[02:34:27.107 --> 02:34:29.828]  And we saw the Ayatollah slapping himself silly.
[02:34:29.848 --> 02:34:31.609]  It can't just end with that.
[02:34:31.669 --> 02:34:34.730]  It has to end with some type of retaliatory attack.
[02:34:35.611 --> 02:34:38.812]  And as you said, they could have had better targets.
[02:34:38.832 --> 02:34:41.293]  They could have struck with more Americans.
[02:34:41.653 --> 02:34:43.194]  And it almost seems like
[02:34:43.996 --> 02:34:50.978]  It was done in a symbolic way, almost a ritual way for the people to satisfy the need for the people and to give us an opportunity to get out.
[02:34:51.438 --> 02:34:57.880]  And it almost seems like their language is specifically about the region, us being in the region.
[02:34:57.900 --> 02:34:59.900]  They have a promise with us being in a region.
[02:35:00.500 --> 02:35:03.281]  It seems like a perfect opportunity to get out of the region.
[02:35:04.181 --> 02:35:04.681]  Yeah, it does.
[02:35:04.701 --> 02:35:09.063]  And so I guess what that's going to go up against is the Trump factor, I guess you could say.
[02:35:09.603 --> 02:35:26.890]  And honestly, it seems like here in the last year of his presidency, right when it counts the most, right before re-election, the deep state has sort of backed Trump into a corner and put him in a position where he's likely to lose quite a bit of support from a lot of his people, a lot of his supporters that
[02:35:27.970 --> 02:35:31.451]  You know, we're attached to him because of his anti-war statements.
[02:35:31.491 --> 02:35:36.172]  Of course, you have Hillary Clinton during the election saying, you know, if I'm elected president, we will go to war with Iran.
[02:35:36.192 --> 02:35:38.952]  We know that's what the deep state has wanted for so long.
[02:35:39.512 --> 02:35:46.254]  And, you know, it's up to Trump to buck that and do what he's done so successfully before and surprise everybody.
[02:35:46.294 --> 02:35:49.415]  And I think that would cause his support to go up massively.
[02:35:49.475 --> 02:35:55.456]  I think he's really in danger of a lot of his core supporters souring on him because this was a main
[02:35:56.116 --> 02:35:57.656]  Promise of his reelection.
[02:35:57.676 --> 02:35:59.357]  He would not continue the regime change wars.
[02:35:59.377 --> 02:36:24.962]  He would get out of the country I think now more than ever it's time to look back at you know, dr Ron Paul take a look at what he said in Congress when he predicted all of this happening just how it did and I think what would Ron Paul say right now and I'm sure in the morning He'll give us a response to well, but I I'm fairly confident predicting he would say let's pull out enough is enough We don't need to continue this this tit-for-tat with with Iran at the expense of our boys.
[02:36:24.982 --> 02:36:25.002]  I
[02:36:25.751 --> 02:36:25.971]  Yes.
[02:36:26.711 --> 02:36:41.418]  Especially, I mean really, as the smoke's clearing and we're seeing what happened, I understand there might be some Iraqi deaths and some casualties and that's a terrible thing, but there are so few casualties and so far, non-Americans, it is an opportunity to get out.
[02:36:42.178 --> 02:36:44.279]  And at this point, if nothing changes, it
[02:36:46.363 --> 02:36:51.669]  It would be even more devastating for Trump, I think, to not get out of there, because he has an opportunity right now.
[02:36:51.829 --> 02:36:52.009]  Yeah.
[02:36:52.630 --> 02:36:55.954]  And, you know, we can just look back at the escalation that has occurred so far, right?
[02:36:55.974 --> 02:37:06.606]  So the timeline is that on December 27th, there was an attack by the Shia militias, sort of a branch of Hezbollah, the Iraqi branch, you could say, of Hezbollah.
[02:37:06.826 --> 02:37:11.008]  They launched a rocket attack on a base where there are American soldiers and a contractor dies.
[02:37:11.048 --> 02:37:14.309]  He was a translator working at this base and he dies.
[02:37:14.329 --> 02:37:23.352]  And that was sort of the first thing that set off this chain of events because our response to that was to hit some of their bases as well with an airstrike.
[02:37:24.032 --> 02:37:31.674]  We killed a bunch of those guys, the Iraqi Hezbollah guys, and then in response to that, you had the giant protest and attack on our embassy.
[02:37:32.194 --> 02:37:33.214]  Then we kill Soleimani.
[02:37:33.494 --> 02:37:34.374]  Now this attack happened.
[02:37:34.394 --> 02:37:36.755]  So it's literally been a back-and-forth, a tit-for-tat.
[02:37:37.175 --> 02:37:38.615]  It's like, we know how this goes.
[02:37:38.715 --> 02:37:45.837]  It's a, it's a, it's a, you know, ever-increasing feedback loop of violence, death, destruction, and just wasting money.
[02:37:46.357 --> 02:37:50.158]  The only way to stop it is just to cut it off now, because it's only gonna get worse.
[02:37:50.178 --> 02:37:51.458]  It's like a gambling addiction, right?
[02:37:51.638 --> 02:37:51.838]  Yeah.
[02:37:52.399 --> 02:37:54.941]  And the sanctions were working, I think, from what I can see.
[02:37:55.641 --> 02:37:59.885]  I mean, because I can't help but think, yeah, I want to get our troops out of there.
[02:37:59.965 --> 02:38:01.226]  I want to bring things back home.
[02:38:01.426 --> 02:38:06.110]  But there is a part of me that is stuck with the fact that Iran isn't going anywhere.
[02:38:06.190 --> 02:38:09.993]  Iran was set up to be this proxy enemy of America.
[02:38:10.033 --> 02:38:11.794]  And so it has to be dealt with someday.
[02:38:12.215 --> 02:38:13.396]  But the sanctions were working.
[02:38:14.056 --> 02:38:22.539]  I mean, and that could have been why this is sparking off now is because their economic back is broken so much that they're backed up against the corner and there's not much left.
[02:38:22.599 --> 02:38:27.201]  And so things are starting to spark that and a distraction against what's been happening here at home.
[02:38:29.048 --> 02:38:41.298]  Yeah, and I think that that's one of the things that, you know, now personally, and this is again just my personal opinion, that, you know, now's the time to speak up to Trump and say, look, if you can lose face here, that's fine.
[02:38:42.159 --> 02:38:44.421]  I think that the majority of Americans
[02:38:44.981 --> 02:38:45.321]  We're good to go.
[02:39:11.725 --> 02:39:20.028]  I think he's been given incorrect information on purpose, much in the way that every war that we've been in in recent memory, or even distant memory, has been.
[02:39:20.088 --> 02:39:21.628]  It's been incorrect information.
[02:39:21.648 --> 02:39:24.929]  It's been incorrect intel given to the people in charge.
[02:39:24.969 --> 02:39:31.392]  They make decisions based on that intel with the best of intentions, yet it gets them into situations in which the deep state prospers.
[02:39:31.652 --> 02:39:35.573]  The military-industrial complex gets what they want and gets to
[02:39:35.913 --> 02:39:36.434]  We're good to go.
[02:39:50.140 --> 02:39:52.082]  If you do that, we will reward you with votes.
[02:39:52.142 --> 02:39:53.183]  We will keep you in office.
[02:39:53.223 --> 02:39:55.086]  We will continue to appreciate you.
[02:39:55.126 --> 02:40:02.534]  I think probably what's being told to Trump right now, what's being whispered in his ear is, oh, everybody's going to think you're weak if you don't do that.
[02:40:02.554 --> 02:40:05.417]  Everybody's going to think you're weak if you don't double down.
[02:40:05.457 --> 02:40:07.199]  In fact, I actually have some statements here.
[02:40:07.219 --> 02:40:08.801]  Lindsey Graham, two minutes ago,
[02:40:09.381 --> 02:40:10.802]  Okay, we have Zach back on the line.
[02:40:10.822 --> 02:40:11.482]  He was on earlier.
[02:40:11.502 --> 02:40:12.622]  Zach, thanks for calling back in.
[02:40:12.682 --> 02:40:13.383]  You're on the air.
[02:40:38.869 --> 02:40:44.012]  Yeah, first of all, I think you guys have a very clear, you know, breakdown on what's going on.
[02:40:44.092 --> 02:40:56.360]  But I just want to break down that, you know, we shouldn't nitpick what's going on right now because what could be occurring is deep state espionage.
[02:40:57.941 --> 02:40:58.982]  That could also be true.
[02:41:00.103 --> 02:41:00.663]  In which way?
[02:41:02.124 --> 02:41:07.027]  The Obama administration flooding $1.7 billion worth of cash on pilots on a C-130 into Iran.
[02:41:09.562 --> 02:41:16.384]  Right, well, and, you know... The most immediate administration that was before the current president.
[02:41:19.545 --> 02:41:21.305]  So what do you think their move is here?
[02:41:21.325 --> 02:41:22.605]  What do you think Trump can do to counter that?
[02:41:22.625 --> 02:41:33.008]  What I'm saying is, I understand, like, you know, tit-for-tat when it comes to breaking down news stories and what's going on, but I could tell you with full clarity that Patriot missile operations are in full effect.
[02:41:34.488 --> 02:41:35.589]  Missiles were launched.
[02:41:35.929 --> 02:41:37.209]  Missiles were neutralized.
[02:41:38.556 --> 02:41:45.798]  The mission of those missiles shot by the enemy were to affect our assets or us.
[02:41:48.559 --> 02:41:49.159]  That's a fact.
[02:41:49.640 --> 02:41:53.941]  So you're saying that their attack was intended to be much bigger than it turned out to be?
[02:41:54.761 --> 02:41:55.381]  Not bigger.
[02:41:55.602 --> 02:41:59.843]  It was intended, at least, if it was to be effective, to affect us.
[02:42:01.178 --> 02:42:01.819]  Well, that makes sense.
[02:42:20.202 --> 02:42:25.103]  So in your opinion, what would be the proportionate response or the correct response in order to counter the deep state moves?
[02:42:25.123 --> 02:42:27.944]  Well, I think we're seeing it, but I think we're seeing it.
[02:42:28.004 --> 02:42:29.905]  I think it's been very proportionate.
[02:42:30.165 --> 02:42:32.586]  I think we're going to see something very big in the next couple of days.
[02:42:34.606 --> 02:42:41.728]  But what we have to know is, without question, they have launched missile attacks.
[02:42:41.788 --> 02:42:47.110]  You do know that the Iranian Revolutionary Guard has said, yeah, we launched a
[02:42:48.962 --> 02:42:50.183]  Yeah, yeah.
[02:42:50.383 --> 02:42:55.187]  And they haven't hit anything, not because they don't have a good shot, it's because the Patriot missile units shot them down.
[02:42:56.148 --> 02:42:58.070]  Well, I've seen reports that none of them were shot down.
