[00:00:02.531 --> 00:00:05.494]  Nurse Erin Marie Olszewski?
[02:16:44.272 --> 02:16:45.972]  There's still a medical danger here.
[02:16:46.233 --> 02:16:49.114]  Really negligent decision-making to make a buck.
[02:16:49.154 --> 02:16:51.794]  There was an article in the New York Times today that was very critical.
[02:16:51.974 --> 02:16:54.535]  I don't give a f**k. It seems dangerous.
[02:16:54.555 --> 02:16:55.216]  It seems foolish.
[02:16:55.236 --> 02:16:57.076]  They're doing it to make a sporting event safe.
[02:16:57.136 --> 02:16:59.977]  There's no way to 100% guarantee the safety of everybody.
[02:17:00.337 --> 02:17:01.718]  We don't dictate the timeline.
[02:17:01.758 --> 02:17:03.958]  The virus is the one in charge here.
[02:17:03.978 --> 02:17:05.719]  This isn't something that should be happening.
[02:17:06.239 --> 02:17:08.221]  So many risks involved in this.
[02:17:08.801 --> 02:17:12.625]  There's no way they come out of this completely unscathed.
[02:17:12.645 --> 02:17:15.327]  This whole damn idea is reckless!
[02:17:15.687 --> 02:17:17.448]  Dana White's legacy, pay me.
[02:17:17.829 --> 02:17:21.852]  Even if I put you in serious and potentially fatal harm.
[02:17:22.312 --> 02:17:28.317]  Lining your pockets with money is more important than the safety of the production staff and the people you have fighting for you.
[02:17:28.477 --> 02:17:32.781]  You can't make it totally safe and it's all fun and games until someone gets this thing.
[02:17:32.941 --> 02:17:33.982]  You're not listening.
[02:17:34.002 --> 02:17:34.963]  It is purely green.
[02:17:35.103 --> 02:17:39.948]  This is totally negative for mixed martial arts and the UFC and I'm not sure it's one that they'll get over for a while.
[02:17:39.968 --> 02:17:41.369]  It is way off, way wrong.
[02:17:42.090 --> 02:17:45.733]  The virus forced businesses across the country to close their doors.
[02:17:45.793 --> 02:17:49.076]  The global fear of COVID-19 as cases around the world continue to grow.
[02:17:52.574 --> 02:17:53.735]  I'm not afraid of the media.
[02:17:54.415 --> 02:17:56.257]  Why should anyone listen to the media?
[02:17:56.757 --> 02:17:57.818]  Who are these people?
[02:17:58.118 --> 02:17:59.099]  What makes them experts?
[02:17:59.159 --> 02:18:00.720]  What have they ever accomplished?
[02:18:01.461 --> 02:18:09.286]  They criticize me for even trying to find a way forward because it's easy to criticize from the sidelines when you risk nothing and do nothing.
[02:18:09.847 --> 02:18:11.248]  But we need to fight this thing.
[02:18:11.288 --> 02:18:13.890]  Instead of panicking, let's find solutions.
[02:18:14.510 --> 02:18:17.873]  Is it feasible that UFC could go off in a month?
[02:18:18.553 --> 02:18:19.134]  I don't see how.
[02:18:20.216 --> 02:18:23.059]  Three fight cards have been announced in Jacksonville.
[02:18:23.279 --> 02:18:25.100]  On our way to Jacksonville, baby.
[02:18:25.541 --> 02:18:29.845]  If the UFC or any of these organizations want to go to Florida, that's a recipe for disaster.
[02:18:30.245 --> 02:18:33.588]  I've also secured an island.
[02:18:33.628 --> 02:18:39.854]  We're going to do all of our international fights on this island.
[02:18:45.518 --> 02:18:48.243]  Dana White devised an insane workaround.
[02:18:48.483 --> 02:18:53.452]  The UFC is apparently building a facility on a private island that they're calling Fight Island.
[02:18:53.632 --> 02:18:54.994]  It's such a stupid idea.
[02:18:55.014 --> 02:18:55.876]  I don't really have any...
[02:19:06.823 --> 02:19:10.265]  Everything above and beyond to make sure that everybody is safe.
[02:19:10.285 --> 02:19:14.367]  Even if you believe they're taking all the precautions, it's still a very high risk scenario.
[02:19:14.407 --> 02:19:18.129]  There's just no way to completely eliminate the risk that someone could get sick.
[02:19:18.630 --> 02:19:20.471]  The media are not in the news business.
[02:19:20.551 --> 02:19:22.552]  They're in the clickbait business.
[02:19:22.592 --> 02:19:25.314]  They think negativity sells and gets clicks.
[02:19:25.714 --> 02:19:27.255]  So that's what they deliver.
[02:19:27.335 --> 02:19:29.396]  Negativity is their product.
[02:19:29.416 --> 02:19:30.917]  But I'm not gonna let that stop me.
[02:19:31.557 --> 02:19:35.358]  Anytime there's great success, it's surrounded by negativity.
[02:19:35.679 --> 02:19:36.759]  But here's the reality.
[02:19:36.779 --> 02:19:38.980]  None of the media people know anything about this business.
[02:19:39.020 --> 02:19:51.384]  A lot of people did not want this to happen.
[02:19:51.424 --> 02:19:55.846]  But what we're really good at, is proving people wrong.
[02:20:02.478 --> 02:20:06.582]  Leading a frontal assault on the lies of the New World Order.
[02:20:07.102 --> 02:20:08.423]  It's Alex Jones.
[02:20:22.335 --> 02:20:26.519]  Defending the Republic from enemies foreign and domestic.
[02:20:27.239 --> 02:20:28.681]  It's Alex Jones.
[02:20:29.790 --> 02:20:32.997]  Well, this is a hundred times crazier than a Tom Clancy novel.
[02:20:33.438 --> 02:20:36.224]  We have the co-author with Tom Clancy, Dr. Stephen Kinnick, joining us next hour.
[02:20:37.607 --> 02:20:38.529]  This is the real world.
[02:20:40.470 --> 02:20:43.612]  And I've been interviewing Ezra Vant for probably six, seven years.
[02:20:43.672 --> 02:20:45.033]  I've known who he is for over a decade.
[02:20:45.233 --> 02:20:47.734]  The guy's a great journalist, an amazing person.
[02:20:47.794 --> 02:20:49.756]  I sleep good at night knowing he's out there, literally.
[02:20:50.176 --> 02:20:53.798]  You know, most guests, I don't have those type of platitudes, but he really kicks ass.
[02:20:54.138 --> 02:21:03.644]  To have him say this is the biggest thing he's ever broke, because it exposes all this clandestine training no one knew about, and the military's saying we're concerned, and allies are concerned, and Trudeau flipping out.
[02:21:04.344 --> 02:21:05.765]  Like the little globalist he is.
[02:21:05.785 --> 02:21:08.667]  I mean, Ezra, when you say this is huge, this is seismic.
[02:21:09.007 --> 02:21:11.329]  You were getting to a big point, though, when you got cut off by the break.
[02:21:12.390 --> 02:21:12.850]  No problem.
[02:21:12.890 --> 02:21:17.913]  Listen, I want to tell you, you know, in my own way, this was my bohemian grove.
[02:21:17.973 --> 02:21:23.577]  When you went there and saw with your eyes what you always sensed, then you knew you were on the right track.
[02:21:23.657 --> 02:21:25.078]  It confirmed your suspicions.
[02:21:25.359 --> 02:21:25.979]  Same thing here.
[02:21:26.740 --> 02:21:31.583]  I did not know how pervasive the anti-American nature
[02:21:32.478 --> 02:21:35.523]  Of our bureaucracy was and the pro-China nature.
[02:21:35.823 --> 02:21:44.857]  See, we knew that Justin Trudeau, like his father Pierre Trudeau, the Prime Minister of Canada a generation ago, we knew he had a soft spot for communist regimes.
[02:21:45.378 --> 02:21:46.760]  The Trudeaus loved Castro.
[02:21:47.409 --> 02:21:52.332]  Pierre Trudeau went to the Soviet Union on a holiday, said Siberia was the land of the future.
[02:21:52.372 --> 02:21:59.837]  So we knew that the Trudeau family had a soft spot for tyranny, but we did not know how deep it went into the bureaucracy.
[02:22:00.137 --> 02:22:01.398]  Can I play for you a clip?
[02:22:01.478 --> 02:22:02.399]  I sent it to your producer.
[02:22:02.859 --> 02:22:10.364]  When Trudeau was running, before he was Prime Minister, he was asked a question at a fundraiser that he wasn't prepared for, it wasn't scripted.
[02:22:10.664 --> 02:22:11.985]  So he actually answered from the heart.
[02:22:13.143 --> 02:22:17.464]  He was asked, what country in the world do you most admire?
[02:22:18.884 --> 02:22:22.145]  Listen to what he says and his explanation for it.
[02:22:22.165 --> 02:22:22.925]  I think you've got the clip.
[02:22:22.945 --> 02:22:23.445]  Take a listen.
[02:22:23.665 --> 02:22:24.126]  Here it is.
[02:22:24.746 --> 02:22:28.487]  ...of admiration I actually have for China.
[02:22:30.627 --> 02:22:38.209]  Because their basic dictatorship is allowing them to actually turn their economy around on a dime.
[02:22:39.147 --> 02:22:39.507]  Wow!
[02:22:39.607 --> 02:22:40.528]  Dictatorship!
[02:22:40.608 --> 02:22:47.013]  Not the fact that they have hundreds of millions of slaves and that we've cut our market down and given it to them with one-sided deals.
[02:22:47.113 --> 02:22:47.333]  Wow!
[02:22:47.374 --> 02:22:48.815]  That is... I forgot that clip.
[02:22:49.155 --> 02:22:50.576]  That is a profound statement.
[02:22:51.657 --> 02:22:54.399]  Well, I mean, I admire many things about China too.
[02:22:54.459 --> 02:23:01.485]  I admire their history, their intelligence, their culture, their language, their food.
[02:23:01.705 --> 02:23:03.366]  There's many things to admire about China.
[02:23:03.967 --> 02:23:05.628]  But what was the one thing he named?
[02:23:06.522 --> 02:23:08.182]  They're basic dictatorship.
[02:23:08.522 --> 02:23:10.003]  That's the one thing he liked.
[02:23:10.023 --> 02:23:11.283]  That's the one thing I hate about them.
[02:23:11.623 --> 02:23:12.823]  That's the one thing they love about them.
[02:23:13.244 --> 02:23:17.564]  And so I thought, well, maybe that was a flourish, an off-script comment.
[02:23:17.764 --> 02:23:18.285]  But look at this.
[02:23:18.325 --> 02:23:19.265]  I sent you one more clip.
[02:23:19.545 --> 02:23:28.867]  This was Trudeau's hand-picked ambassador from Canada to China during the events we've been talking about, the exchanges,
[02:23:30.288 --> 02:23:32.713]  Between the People's Liberation and the Canadian Armed Forces.
[02:23:32.813 --> 02:23:39.467]  Listen to Trudeau's ambassador talk about what his marching orders were to China.
[02:23:39.487 --> 02:23:39.928]  Take a listen.
[02:23:41.096 --> 02:23:55.474]  In 24 hours of arriving in China, I was invited to present my credentials to President Xi Jinping, and I conveyed to him a message from our Prime Minister that can be summarized in three words, more, more, more.
[02:23:55.494 --> 02:23:59.379]  Or in Mandarin, gung-dua, gung-dua, gung-dua.
[02:24:00.871 --> 02:24:09.678]  So this is a total capitulation to a government that admits they've killed over 100 million of their own people, that does secret experimentation, that has millions in death camps.
[02:24:10.239 --> 02:24:15.623]  I mean, there's not much stuff worse than Hitler or Stalin, but they seem to have found it and they're in love with it.
[02:24:15.883 --> 02:24:18.045]  And this is Trudeau pledging allegiance to it.
[02:24:19.426 --> 02:24:26.430]  And the thing is, I thought maybe these were just expressions of enthusiasm for public consumption.
[02:24:26.810 --> 02:24:27.311]  No, no, no.
[02:24:27.751 --> 02:24:37.917]  These 34 pages of unredacted secret military documents show that this is being pushed through the entire foreign affairs apparatus of Canada.
[02:24:38.357 --> 02:24:40.198]  And what's so crazy to me is
[02:24:41.024 --> 02:24:42.885]  Canada and the United States are the closest friends.
[02:24:42.925 --> 02:24:45.526]  We share the world's largest undefended border.
[02:24:45.866 --> 02:24:47.106]  Culturally, we're very similar.
[02:24:47.166 --> 02:24:48.387]  Historically, very similar.
[02:24:48.747 --> 02:24:50.728]  We fought in World War I and II together.
[02:24:50.808 --> 02:24:52.308]  We fought in Korea together.
[02:24:53.669 --> 02:24:55.069]  So many friendships.
[02:24:55.609 --> 02:24:56.610]  So many commonalities.
[02:24:57.170 --> 02:24:58.510]  You're our greatest friend and ally.
[02:24:58.770 --> 02:25:05.693]  And, frankly, your military has subsidized our way of life because you defend the entire continent.
[02:25:06.353 --> 02:25:08.594]  And to watch these bureaucrats
[02:25:09.789 --> 02:25:14.050]  Suck up to China and disparage the Trump administration.
[02:25:14.150 --> 02:25:26.572]  Because when the general, the chief of the defense staff in Canada, said he wanted to cancel this winter warfare training, the prime minister's office and his staff said, who was it who ratted this out?
[02:25:26.692 --> 02:25:27.813]  Who objected?
[02:25:28.693 --> 02:25:31.593]  And the army said, well, our allies, sir.
[02:25:32.414 --> 02:25:33.094]  Who was it?
[02:25:33.514 --> 02:25:34.354]  Was it Trump?
[02:25:35.225 --> 02:25:42.010]  Because it was as if Trudeau was saying if the Australians or the New Zealanders or the Brits objected, okay, fine.
[02:25:42.030 --> 02:25:46.153]  But they specifically call out, quote, the Trump administration.
[02:25:47.554 --> 02:25:53.299]  And I say to you, Alex, every letter sent by the Prime Minister's side in this internal battle,
[02:25:54.068 --> 02:25:57.329]  Could have been written by the Chinese Foreign Ministry.
[02:25:57.709 --> 02:26:00.290]  It was so anti-American and pro-China.
[02:26:00.310 --> 02:26:01.131]  Oh, we know what happens.
[02:26:01.171 --> 02:26:03.492]  The globalists use communist China as a base.
[02:26:03.832 --> 02:26:06.173]  They give them most favored status.
[02:26:06.193 --> 02:26:09.554]  They set it up where they can operate however they want, so that no one can compete with them.
