# Transcription model: CohereLabs/cohere-transcribe-03-2026, WAV2VEC2_ASR_BASE_960H, sat-12l-sm, script v26.04.01, and large-v3-turbo
# Transcript cleaned with version 0.1.2
# Source MD5: b3cf1c2e6cecea0f66360df349d3e5ab
[00:01:41.281 --> 00:01:42.332]  him off this time.
[02:03:15.438 --> 02:03:19.999]  Larry Silverstein used to have breakfast in Windows of the World with his daughter and son.
[02:03:20.279 --> 02:03:20.579]  Every morning.
[02:03:20.599 --> 02:03:21.979]  He used to work at the World Trade Center.
[02:03:22.579 --> 02:03:24.279]  None of them showed up to work that day.
[02:03:24.539 --> 02:03:28.859]  They didn't have their breakfast in Windows of the World to the top of the World Trade Center towers.
[02:03:29.119 --> 02:03:35.240]  And then I talked to his personnel, and I had insider sources telling me he was on his way to work until he got a phone call.
[02:03:35.480 --> 02:03:37.320]  When he got the phone call, he decided not to show up.
[02:03:37.340 --> 02:03:38.240]  Wasn't there a messaging service?
[02:03:38.260 --> 02:03:39.400]  A lot of people didn't show up.
[02:03:39.480 --> 02:03:41.680]  That Israelis had access to, if I'm not mistaken.
[02:03:41.700 --> 02:03:43.821]  There was a messaging app that they all got the message out.
[02:03:43.881 --> 02:03:44.921]  They sent the message, yeah.
[02:03:45.101 --> 02:03:52.181]  Yeah, that like what's crazy is it all comes out, and I remember all this, and I'm like, Oh, you just want to attack Israel?
[02:03:52.221 --> 02:03:53.341]  Like, give me a break, man.
[02:03:53.401 --> 02:03:54.181]  I'm so sick of it.
[02:03:54.501 --> 02:03:57.062]  Yeah, let me take on the trillion pound flobbering gorilla.
[02:03:57.742 --> 02:03:59.462]  It's just at a certain point now they want nuclear war.
[02:03:59.522 --> 02:04:01.162]  I'm just like, I can't do this anymore.
[02:04:04.402 --> 02:04:06.923]  Is Israel so dangerous now because it's cornered, Luke?
[02:04:07.763 --> 02:04:10.783]  Because you know, I just wish I mean, they ought to just stop.
[02:04:11.163 --> 02:04:13.223]  They already run almost half the world.
[02:04:13.303 --> 02:04:14.543]  It's like, can you just quit?
[02:04:14.623 --> 02:04:15.223]  I guess they can't.
[02:04:16.643 --> 02:04:18.123]  Well, they've wanted this world to run for a long time.
[02:04:18.143 --> 02:04:19.004]  It's an awful situation.
[02:04:19.604 --> 02:04:20.204]  No, good, no, good.
[02:04:21.384 --> 02:04:21.764]  No, no, no.
[02:04:21.804 --> 02:04:26.544]  It's a very awful situation, especially for all the people living in that territory under their government.
[02:04:26.624 --> 02:04:32.065]  There's a lot of people protesting BB in the streets right now because they kind of understand the larger kind of consequences of this.
[02:04:32.365 --> 02:04:34.245]  Now, a lot of this is very historical as well.
[02:04:34.265 --> 02:04:37.125]  This goes back to kind of genetics as well.
[02:04:37.205 --> 02:04:41.185]  This goes back towards them being surrounded by all these kind of tribes as well.
[02:04:41.485 --> 02:04:49.946]  So there's a lot of people out there that just want this insanity to stop, as there's religious sycophants that literally want to bring in.
[02:04:50.506 --> 02:04:51.266]  The end times.
[02:04:51.306 --> 02:04:52.886]  There's total tribalism.
[02:04:53.146 --> 02:04:55.507]  And I love Israel and the U.S. calling the Muslims tribal.
[02:04:56.287 --> 02:04:56.987]  Stop lying.
[02:04:57.007 --> 02:04:58.147]  We're just as tribal as they are.
[02:04:58.607 --> 02:04:59.367]  Probably even worse.
[02:05:00.227 --> 02:05:02.007]  And it's got to stop.
[02:05:02.107 --> 02:05:03.347]  We're going to blow each other up.
[02:05:04.127 --> 02:05:04.347]  Yeah.
[02:05:04.487 --> 02:05:10.008]  Well, I would argue that the Jews are far more radical than the Muslims are nowadays, especially with the ones that are in power in Israel.
[02:05:10.768 --> 02:05:12.968]  Well, we know Israel's running Al Qaeda and ISIS.
[02:05:13.648 --> 02:05:13.828]  Yeah.
[02:05:14.068 --> 02:05:14.988]  Well, they know.
[02:05:15.048 --> 02:05:16.288]  Yeah, ISIS for sure.
[02:05:17.808 --> 02:05:18.408]  Absolutely for sure.
[02:05:18.688 --> 02:05:20.389]  I mean, they're the ones, they're a critical threat.
[02:05:20.429 --> 02:05:22.569]  They're trying to have shield hospitals for Al Qaeda.
[02:05:23.569 --> 02:05:28.509]  Well, that and then also, like, they were critical in getting Ahmed al Shara into power in Syria.
[02:05:28.869 --> 02:05:30.289]  That's the new Al Qaeda leader.
[02:05:30.309 --> 02:05:32.170]  Yeah, the former Al Qaeda leader, exactly.
[02:05:33.330 --> 02:05:34.250]  That took Bashar al Assad.
[02:05:34.270 --> 02:05:36.230]  I love how my balls get grabbed at the airport.
[02:05:36.950 --> 02:05:38.930]  Well, I flew out of the country a few weeks ago.
[02:05:39.270 --> 02:05:40.130]  They go, Oh, your screen.
[02:05:40.230 --> 02:05:41.890]  This guy's like literally touching my balls.
[02:05:42.470 --> 02:05:44.031]  I'm like, You know, this is bullshit.
[02:05:44.291 --> 02:05:48.051]  It's all theater, like, all because of Al Qaeda that's run by the CIA.
[02:05:49.131 --> 02:05:49.931]  Yeah.
[02:05:50.671 --> 02:05:57.232]  Created by Zbigniew Brzezinski from the Trilateral Commission, which, of course, Jeffrey Epstein was a big part of as well.
[02:05:57.612 --> 02:06:01.112]  That was essentially creating a lot of these kind of terror networks.
[02:06:01.412 --> 02:06:06.172]  But there was also Turkey, Saudi Arabia that were heavily involved in helping, of course, set up ISIS.
[02:06:06.552 --> 02:06:11.853]  The Iraq war was really the kind of biggest blunder, but it really wasn't a blunder.
[02:06:12.693 --> 02:06:28.014]  It was a coordinated type of program that allowed Iran to be more powerful, but it also created this Sunni Wahhabiist type of group there that eventually went up to Syria with all of their American supplies, with all of their American paid for Humvees and Toyota trucks and stuff like that.
[02:06:28.054 --> 02:06:31.335]  Oh, in the fall five years ago, I agree with you, of.
[02:06:33.115 --> 02:06:35.575]  Afghanistan was about resupplying the Syrian takeover.
[02:06:35.935 --> 02:06:37.395]  All right, Luke, great job.
[02:06:37.415 --> 02:06:39.755]  Thanks for being on the last InfoWars broadcast.
[02:06:40.135 --> 02:06:42.376]  They've tried twice to shut us down and failed.
[02:06:42.876 --> 02:06:45.136]  Well, more than that, three times, but two big ones.
[02:06:45.716 --> 02:06:47.376]  So people just think it's like chicken little.
[02:06:47.436 --> 02:06:49.836]  No, we're like Muhammad Ali winning matches.
[02:06:49.916 --> 02:06:51.436]  It's the opposite, or Tom Brady.
[02:06:51.856 --> 02:06:52.856]  Like, how's he winning all the Super Bowls?
[02:06:52.876 --> 02:06:54.037]  Because we're freaking kicking ass.
[02:06:54.417 --> 02:06:56.677]  But I mean, I had no idea we went in court yesterday.
[02:06:56.717 --> 02:06:59.717]  Now the onion doesn't get it, but they're turning the internet off tomorrow.
[02:07:00.257 --> 02:07:01.577]  In fact, we had a call for it.
[02:07:01.597 --> 02:07:02.597]  We went live two hours ago.
[02:07:03.197 --> 02:07:05.337]  They called up and told the main internet.
[02:07:06.498 --> 02:07:08.058]  Consultancy turned us off at midnight.
[02:07:08.498 --> 02:07:09.658]  So we're turned off at midnight.
[02:07:09.938 --> 02:07:10.158]  Wow.
[02:07:10.538 --> 02:07:10.958]  But love it.
[02:07:10.998 --> 02:07:12.458]  There's no court case, no proof.
[02:07:12.798 --> 02:07:13.898]  They, they, oh, we want to make money.
[02:07:13.918 --> 02:07:14.698]  They don't want to sell it.
[02:07:14.718 --> 02:07:15.518]  They're just turning us off.
[02:07:17.178 --> 02:07:18.779]  Because a little asshole onion couldn't get it.
[02:07:18.899 --> 02:07:21.339]  I was going to, yeah, they're just pissed off because they can't get it.
[02:07:21.999 --> 02:07:22.679]  Yeah, so we got the call.
[02:07:22.759 --> 02:07:23.699]  Oh, we got a call.
[02:07:23.779 --> 02:07:24.839]  We're shutting you down at midnight.
[02:07:25.359 --> 02:07:25.979]  F down here, man.
[02:07:26.659 --> 02:07:28.339]  And then people are being like, nobody even knows who they are.
[02:07:28.399 --> 02:07:29.459]  Who watches that still?
[02:07:29.580 --> 02:07:30.740]  I mean, do you know who they are?
[02:07:31.180 --> 02:07:36.340]  Let me tell you the main guys that have vowed Satanists for years saying, I worship Satan.
[02:07:36.380 --> 02:07:36.940]  That was a joke.
[02:07:37.520 --> 02:07:39.340]  And it's all those hardcore pedophile stuff.
[02:07:39.620 --> 02:07:41.981]  And I thought I knew all the pedophile terms, studying it for decades.
[02:07:42.621 --> 02:07:48.601]  I watched these shows they've been putting on movies and Adult Swim, and I had to like go, what's that term?
[02:07:49.141 --> 02:07:53.642]  And there's, I guess, this term where a bunch of children defecate on you, eat the feces.
[02:07:53.762 --> 02:07:55.122]  And they're into that.
[02:07:55.562 --> 02:07:57.442]  Not this guy, but the guy that's their creative director.
[02:07:58.022 --> 02:08:00.842]  This was the censorship czar, Ben Collins, at MSNBC.
[02:08:00.902 --> 02:08:03.622]  We go around and get everybody censored.
[02:08:03.742 --> 02:08:06.663]  And this other guy, I mean, I didn't know these terms.
[02:08:06.683 --> 02:08:08.763]  Like, I remember I was in college, you know what an upper decker is?
[02:08:09.083 --> 02:08:14.703]  If you're mad at a renter, Or your landlord, when you leave, you crap in the top of the toilet.
[02:08:14.763 --> 02:08:15.403]  It ruins the toilet.
[02:08:16.243 --> 02:08:21.464]  This is like hardcore poison children, brainwash them, rape them, cruise ships, Satanism.
[02:08:22.384 --> 02:08:23.284]  And this looks like old video.
[02:08:23.324 --> 02:08:24.824]  They just make it look like, oh, this is what they're into.
[02:08:25.184 --> 02:08:25.784]  What the hell?
[02:08:25.984 --> 02:08:27.424]  Dude, you've never seen anything like it.
[02:08:27.944 --> 02:08:30.865]  The point is, these are avowed devil worshipers.
[02:08:31.725 --> 02:08:33.845]  And they are now saying, yes, we're devil worshipers.
[02:08:33.865 --> 02:08:36.185]  That's right at the onion right there, that guy.
[02:08:36.205 --> 02:08:40.485]  Yeah, no, the other guy is a former federal prosecutor who's specialist putting innocent Republicans in prison.
[02:08:41.145 --> 02:08:42.266]  His name, I call him.
[02:08:43.586 --> 02:08:45.866]  Eddie Munster is Chris Manning.
[02:08:46.646 --> 02:08:48.086]  And they all work for Senator Blumenthal.
[02:08:49.026 --> 02:08:53.867]  And they literally had rigged court cases where I was found guilty by the judges.
[02:08:54.307 --> 02:09:01.287]  And I knew courts were rigged, but then, like, when I was in the second trial in Connecticut, I looked over, I'd seen it on the judge's desk because you're up there on the dives for days.
[02:09:02.047 --> 02:09:03.887]  It was the exact same script of what I couldn't say.
[02:09:03.907 --> 02:09:05.688]  And it said, like, you know.
[02:09:05.888 --> 02:09:06.748]  And that gets sucked.
[02:09:06.808 --> 02:09:10.548]  And I looked over, and the judge, the second judge, months later, they coordinated it.
[02:09:12.068 --> 02:09:14.148]  All these lawsuits for years, coordinated, you know, in two months.
[02:09:14.528 --> 02:09:15.688]  I look over, it's the same script.
[02:09:15.748 --> 02:09:16.688]  The judge has a script.
[02:09:17.448 --> 02:09:17.929]  What the hell?
[02:09:17.989 --> 02:09:19.569]  And HBO's there, they're putting powder on.
[02:09:19.949 --> 02:09:24.349]  And when that happened, I remember they were cross examining me and they thought they got me with a question.
[02:09:24.389 --> 02:09:26.449]  No, it's because I looked over and I went, I have a good memory.
[02:09:26.469 --> 02:09:28.189]  I'm going, that's the script.
[02:09:28.729 --> 02:09:31.110]  What Alex Jones can't do, what Alex Jones can't say.
[02:09:31.610 --> 02:09:33.670]  Can't say you're innocent, can't say this, can't say that.
[02:09:33.690 --> 02:09:35.350]  And I'm going, I saw that before.
[02:09:35.370 --> 02:09:36.210]  That's the same font.
[02:09:36.270 --> 02:09:36.750]  And it hit me.
[02:09:36.770 --> 02:09:38.390]  I was like, it's way more staged.
[02:09:38.510 --> 02:09:40.130]  It's totally staged like Truman's show.
[02:09:40.430 --> 02:09:42.891]  I was like, Truman going, oh my God, this is a Truman show.
[02:09:42.911 --> 02:09:44.351]  And it was like I was punched in the stomach.
[02:09:44.371 --> 02:09:46.251]  And all of a sudden, the lawyer smiles like he got me.
[02:09:46.291 --> 02:09:47.291]  I wasn't even listening to him.
[02:09:47.671 --> 02:09:48.771]  And I almost like passed out.
[02:09:49.171 --> 02:09:50.471]  I was like, You think I'm awake?
[02:09:51.011 --> 02:09:52.011]  I grew up so much there.
[02:09:52.031 --> 02:09:54.332]  And I was like, this is completely staged.
[02:09:54.352 --> 02:09:56.372]  They're coordinating both Texas and Connecticut.
[02:09:56.612 --> 02:09:57.512]  It's all a fraud.
[02:09:57.912 --> 02:09:59.172]  And it was like, I was punched in the stomach.
[02:09:59.192 --> 02:10:02.632]  I was like, and they're smiling at me.
[02:10:02.652 --> 02:10:05.232]  I'm like, at that moment, I wasn't defeated.
[02:10:05.252 --> 02:10:06.513]  It was like, I was totally free.
[02:10:06.793 --> 02:10:07.893]  You are complete criminals.
[02:10:08.373 --> 02:10:09.533]  You are the scum of the earth.
[02:10:09.873 --> 02:10:11.133]  And I knew then they were going to be defeated.
[02:10:11.813 --> 02:10:12.693]  But it was like being punched.
[02:10:12.713 --> 02:10:14.493]  Like, I looked over and I was like, wait, I saw that before.
[02:10:14.513 --> 02:10:16.573]  Wait, things Alex Jones can't say.
[02:10:16.893 --> 02:10:17.594]  It was the same script.
[02:10:17.614 --> 02:10:19.934]  And I went, like, oh, because I'd seen it before.
[02:10:19.954 --> 02:10:20.954]  I thought it was the judges' thing.
[02:10:20.994 --> 02:10:23.214]  No, it was HBO, all produced CIA.
[02:10:24.314 --> 02:10:25.174]  Came out the CIA ran it.
[02:10:26.274 --> 02:10:26.914]  Connecticut sucks.
[02:10:27.574 --> 02:10:28.274]  Worst state ever, man.
[02:10:28.294 --> 02:10:30.015]  But even Austin, you know.
[02:10:30.035 --> 02:10:31.095]  People say, why do I live here?
[02:10:31.515 --> 02:10:33.255]  My family found this one as Waterloo.
[02:10:33.775 --> 02:10:36.195]  We've been here since the 1820s.
[02:10:37.015 --> 02:10:37.415]  Shit, man.
[02:10:38.795 --> 02:10:39.456]  We're getting out of here.
[02:10:39.476 --> 02:10:41.516]  As soon as we got the money for the crew, we're going to move somewhere else.
[02:10:41.996 --> 02:10:42.636]  I don't blame you.
[02:10:42.656 --> 02:10:44.796]  Austin is not really Texas, unfortunately.
[02:10:44.816 --> 02:10:46.556]  No, it's like LA's butthole or something.
[02:10:46.656 --> 02:10:46.796]  It is.
[02:10:46.836 --> 02:10:52.777]  It's like the rectum of LA, the colon comes from California to Austin and then it dumps out.
[02:10:53.597 --> 02:10:54.857]  And Austin is LA's toilet.
[02:10:55.097 --> 02:10:55.297]  Yeah.
[02:10:55.557 --> 02:10:56.117]  No, it is.
[02:10:56.657 --> 02:10:56.857]  It is.
[02:10:56.877 --> 02:10:58.617]  A lot of tech people came over here and they messed it up.
[02:10:58.637 --> 02:11:00.757]  All right, Luke Rakowski, we love you.
[02:11:00.857 --> 02:11:01.497]  Oh, great one.
[02:11:02.417 --> 02:11:04.018]  You will continue on no matter what they did to me.
[02:11:04.958 --> 02:11:07.678]  I have not completed my mission, but I feel complete knowing you're there.
[02:11:08.218 --> 02:11:09.198]  We are change.org.
[02:11:09.238 --> 02:11:10.578]  Luke, we are change.
[02:11:10.958 --> 02:11:12.238]  We love you and all the great work.
[02:11:12.258 --> 02:11:17.359]  Myron Gaines, Myron Gaines X. I'm going to go take a Russian racehorse piss because I've been here like two hours.
