# Transcription model: nvidia/parakeet-tdt-0.6b-v2, sat-12l-sm, and large-v3-turbo
# Transcript cleaned with version 0.1.2
# Source MD5: 7f3f004fc590da18f6f78dde1d5808b3
[00:00:00.560 --> 00:00:05.919]  Whatever the future may hold, InfoWars will always live forever.
[02:35:40.879 --> 02:35:45.359]  The Caitlin Jenner thing, I actually didn't even know that he actually admits that he knows that he is a man.
[02:35:45.679 --> 02:35:47.519]  That to me is an interesting element to all of this.
[02:35:47.759 --> 02:35:56.079]  But he's also honest about the transgender individuals who are competing or trying to compete in biological female sports and how that shouldn't be allowed in the first place.
[02:35:56.319 --> 02:35:57.759]  So I give credit there.
[02:35:58.079 --> 02:36:05.359]  Joe, I want to get your take on a story that you actually published as well on your website because I was talking about in the open yesterday when I was on air, the story actually broke.
[02:36:05.599 --> 02:36:07.519]  And, you know, we're learning more and more about it.
[02:36:07.679 --> 02:36:09.839]  This has to do with the Pentagon in regards.
[02:36:10.079 --> 02:36:18.399]  Initially, they told me when I was texting them back and forth to figure out what was happening here, they said there was a cartel drone that they had to take down from the El Paso airport.
[02:36:18.639 --> 02:36:24.079]  But it was quite strange, Joe, only because of the fact that they said they had to close down the airport, no flights in and out for 10 days.
[02:36:24.239 --> 02:36:32.399]  Now, since they've changed all of that, but it looks like, and I asked for comment about the Associated Press's report about lasers being utilized by Border Patrol.
[02:36:32.959 --> 02:36:37.359]  They wouldn't provide me with comment, actually said that they can't talk about that AP report at all.
[02:36:37.679 --> 02:36:38.479]  What are you hearing?
[02:36:38.639 --> 02:36:43.039]  Because I think this is kind of a crazy story where I just, I can't believe what's being told at the surface.
[02:36:43.199 --> 02:36:44.399]  I think there's more here.
[02:36:45.119 --> 02:36:46.079]  I think there's definitely more here.
[02:36:46.239 --> 02:36:49.039]  Who the hell closes down an airport for 10 days?
[02:36:49.199 --> 02:36:49.359]  Yeah.
[02:36:49.599 --> 02:36:55.119]  If there was a drone and you took the drone out and the drone is no longer a threat, you know where it came from.
[02:36:55.439 --> 02:36:59.119]  And then they said something about they shot down a party balloon a few days before that or something.
[02:36:59.439 --> 02:37:01.279]  What's going on with the El Paso airport?
[02:37:01.359 --> 02:37:03.679]  For those that don't know, El Paso is right on the border.
[02:37:03.839 --> 02:37:07.999]  It's a the city in Mexico is Ciudad City, or what is it?
[02:37:08.079 --> 02:37:10.559]  No, it's Juarez City or Ciudad Juarez.
[02:37:11.119 --> 02:37:16.719]  If you've got a drone coming in, you take it out, you tell the locals we had a problem.
[02:37:17.039 --> 02:37:22.959]  But when you say I'm closing down the airport for 10 days, that's a major, major problem.
[02:37:23.279 --> 02:37:24.319]  That's a huge signal.
[02:37:24.559 --> 02:37:25.759]  You know what it reminded me of, Brianna?
[02:37:25.919 --> 02:37:30.719]  Yesterday in my show when the story came out, I related it to when they said ballistic missiles are going to hit Hawaii.
[02:37:30.959 --> 02:37:32.399]  Remember that it's about eight years ago.
[02:37:32.719 --> 02:37:36.239]  They sent out this text to everybody in Hawaii, ballistic missiles are on the way in.
[02:37:36.399 --> 02:37:37.279]  This is not a test.
[02:37:38.079 --> 02:37:39.679]  This is an actual emergency.
[02:37:39.919 --> 02:37:40.639]  This is happening.
[02:37:40.879 --> 02:37:42.159]  And you have like 10 minutes.
[02:37:42.479 --> 02:37:44.479]  And everybody in Hawaii thought they were going to die.
[02:37:44.799 --> 02:37:47.039]  Then they said, ah, guess somebody made a mistake.
[02:37:47.199 --> 02:37:48.239]  We probably shouldn't have said that.
[02:37:48.479 --> 02:37:49.119]  It's our bad.
[02:37:49.279 --> 02:37:49.679]  Don't worry.
[02:37:50.079 --> 02:37:53.439]  As people are like freaking out and kissing their families goodbye.
[02:37:53.679 --> 02:37:56.879]  Why put something out like this unless there's something behind it?
[02:37:57.119 --> 02:38:01.039]  Who knows what really happened eight years ago with that message about Hawaii?
[02:38:01.199 --> 02:38:01.599]  Who knows?
[02:38:01.919 --> 02:38:03.919]  I don't know if there really was a ballistic missile or not.
[02:38:04.159 --> 02:38:05.839]  I don't know if it was just an absolute mistake.
[02:38:05.999 --> 02:38:08.639]  Why would you ever say this is not a test if it's a mistake?
[02:38:08.959 --> 02:38:10.079]  Same thing relates here.
[02:38:10.399 --> 02:38:11.679]  Why knee-jerk React?
[02:38:11.839 --> 02:38:14.079]  Tell people we had a problem in the air.
[02:38:14.159 --> 02:38:16.959]  We're shutting down the airport for 10 days, but nothing to see here.
[02:38:17.119 --> 02:38:19.759]  A little while later, bad, we're not really going to shut it down for 10 days.
[02:38:19.919 --> 02:38:20.479]  We're kidding.
[02:38:20.639 --> 02:38:26.639]  The airport's back open, but allegedly the airspace is still for 10 days.
[02:38:26.719 --> 02:38:28.239]  They're going to be monitoring it very closely.
[02:38:28.559 --> 02:38:30.079]  Was it a party balloon?
[02:38:30.319 --> 02:38:31.679]  Was it a cartel drone?
[02:38:31.999 --> 02:38:36.719]  If it were a cartel drone, do we now have the right to go in and blow the cartel off the map?
[02:38:37.039 --> 02:38:38.319]  So, Brianna, you're right.
[02:38:38.399 --> 02:38:39.919]  There's a lot here that we don't know.
[02:38:40.239 --> 02:38:46.079]  And the problem is when people like you and people like me start asking questions, what we're told is, don't worry about it.
[02:38:46.239 --> 02:38:47.359]  That's above your pay grade.
[02:38:47.519 --> 02:38:49.599]  No, no, the people of El Paso deserve to know.
[02:38:49.759 --> 02:38:51.999]  The people of Hawaii deserve to know the truth on that one.
[02:38:52.319 --> 02:38:55.599]  The people in Lahaina with the fire, we still don't know what the hell happened there.
[02:38:55.759 --> 02:39:06.959]  So when you get something that's official from the government that is so contradictory so quickly, one right after the other, I think we deserve as a people in this country to know better about what just happened.
[02:39:07.279 --> 02:39:09.039]  And I'll finish with this on this topic.
[02:39:09.359 --> 02:39:20.479]  I think that there are people, and not Pete Hegseth, but I think there are people in the DOW or in the administration who really do think that they're smarter than the rest of us and that we don't deserve to know, that we'll freak out.
[02:39:20.559 --> 02:39:21.679]  There'll be mayhem in the streets.
[02:39:21.919 --> 02:39:26.159]  It reminds me of Ray Neagh, who was the mayor of New Orleans when Katrina came in.
[02:39:26.399 --> 02:39:28.879]  Remember, Ray Neagan did not tell people to evacuate.
[02:39:29.119 --> 02:39:35.279]  And when he was asked why he didn't tell people to evacuate, as a lot of people died, they died in the streets of New Orleans.
[02:39:35.439 --> 02:39:37.759]  He said, I'll have a million damn people out here.
[02:39:37.999 --> 02:39:40.079]  I'm not going to tell them to evacuate.
[02:39:40.399 --> 02:39:42.399]  The people who are in charge need to understand.
[02:39:42.479 --> 02:39:43.519]  They're not smarter than us.
[02:39:43.759 --> 02:39:47.519]  They're the people we chose to represent us and to give us the information we need.
[02:39:47.759 --> 02:39:50.239]  We don't have the right story on what happened in El Paso yet.
[02:39:50.399 --> 02:39:51.199]  I hope we get it.
[02:39:51.519 --> 02:39:57.359]  And I think that they should be much more careful with what they say before they say it, because there's a reason we're still talking about it today.
[02:39:57.599 --> 02:40:02.239]  The people of that city and all of Texas, I'm in Texas, as you know, we're still going, what the hell's going on at the border?
[02:40:02.479 --> 02:40:03.279]  And we truly don't know.
[02:40:03.439 --> 02:40:03.919]  And we should.
[02:40:04.159 --> 02:40:05.199]  Yeah, well, that's the point here.
[02:40:05.359 --> 02:40:05.919]  We should know.
[02:40:06.079 --> 02:40:07.919]  We should know the truth in regards to all of this.
[02:40:08.079 --> 02:40:17.039]  And, you know, I put my tinfoil hat on before you came on the show and I thought maybe, you know, it could be related to the fact that, you know, Israel is trying to nudge us closer to a war with Iran.
[02:40:17.199 --> 02:40:18.799]  We know there's a lot of sleeper cells here.
[02:40:18.879 --> 02:40:21.599]  It's kind of me connecting my tinfoil hat dots here.
[02:40:21.839 --> 02:40:25.839]  And we also know that Benjamin Netanyahu was at the White House yesterday, but we don't have video or pictures of it.
[02:40:26.079 --> 02:40:26.959]  I haven't seen any yet.
[02:40:27.279 --> 02:40:28.719]  But I did see it on the president's schedule.
[02:40:29.039 --> 02:40:34.719]  So that to me seems more of a believable thing than the story we're being fed now.
[02:40:34.879 --> 02:40:36.879]  And that's just me being conspiracy theorists.
[02:40:37.839 --> 02:40:39.039]  But there's a reason why you're doing that.
[02:40:39.119 --> 02:40:40.239]  You're doing that because you're very smart.
[02:40:40.399 --> 02:40:42.879]  You're an excellent journalist and you don't have any answers.
[02:40:43.359 --> 02:40:44.399]  Nobody's telling us.
[02:40:44.879 --> 02:40:46.559]  All they have to do is, do I think it's Israel?
[02:40:46.639 --> 02:40:46.879]  No.
[02:40:47.999 --> 02:40:48.879]  Could there be some connection?
[02:40:48.959 --> 02:40:49.679]  Who the hell knows?
[02:40:50.079 --> 02:40:51.999]  But I need to know, was it an Iranian drone?
[02:40:52.239 --> 02:40:56.799]  Because we just took out an Iranian drone over a boat over in the, you know, off the off the shore there.
[02:40:57.519 --> 02:40:59.519]  Was it a drone from Ocartel truly?
[02:40:59.679 --> 02:41:00.799]  Was it a party balloon?
[02:41:00.879 --> 02:41:02.159]  Was it an Israeli drone?
[02:41:02.319 --> 02:41:03.679]  Listen, these are valid questions.
[02:41:03.999 --> 02:41:07.039]  The reason why we have the questions, Brianna, is nobody's telling us anything.
[02:41:07.359 --> 02:41:08.879]  They need to tell us what the hell's going on.
[02:41:09.119 --> 02:41:09.919]  Yeah, simple.
[02:41:10.479 --> 02:41:11.279]  It's quite simple.
[02:41:11.519 --> 02:41:12.959]  And I agree with you on that front.
[02:41:13.199 --> 02:41:13.839]  We definitely do.
[02:41:13.919 --> 02:41:15.519]  Now, I don't think the drones are from Israel, though.
[02:41:15.599 --> 02:41:18.239]  I definitely think, though, that we've got a lot of sleeper cells here.
[02:41:18.319 --> 02:41:22.479]  And it's very easy to make and to buy a drone and to launch an attack if you truly wanted to.
[02:41:22.799 --> 02:41:24.319]  So we'll see, though.
[02:41:24.479 --> 02:41:24.799]  We'll see.
[02:41:25.119 --> 02:41:28.399]  That's my best conspiracy theorist that I have cooking up these days.
[02:41:29.199 --> 02:41:29.839]  Take your head off.
[02:41:29.999 --> 02:41:32.399]  But now, listen, I understand why you put the tinfoil hat on.
[02:41:32.479 --> 02:41:33.199]  They're not telling us anything.
[02:41:33.759 --> 02:41:35.599]  By the way, you've got credentials into the Pentagon.
[02:41:35.839 --> 02:41:37.439]  Are you getting any information from them?
[02:41:37.599 --> 02:41:39.439]  Are they just saying nothing to see here?
[02:41:39.919 --> 02:41:49.999]  Yesterday, when I did message them, they did quickly get back to me and told me that it was that the Mexican cartel drone stories, what I received when I followed up about the Associated Press's report about the lasers.
[02:41:50.079 --> 02:41:52.239]  I was told that they cannot comment on that report.
