[00:00:00.131 --> 00:00:00.495]  I'm good.
[02:21:43.087 --> 02:21:47.469]  With packages starting at $169.99 and free shipping on every order.
[02:21:47.489 --> 02:21:49.130]  Why would you go anywhere else?
[02:21:49.350 --> 02:21:53.492]  KD offers soft armor and rifle threat rated armor up to level 4.
[02:21:53.672 --> 02:21:57.234]  Go to KDArmor.com and get your body armor today while you still can.
[02:21:57.394 --> 02:22:03.017]  Mention this ad and receive a free water purification kit for a limited time with any body armor package.
[02:22:03.037 --> 02:22:04.498]  Go to KDArmor.com.
[02:22:04.618 --> 02:22:06.719]  That's KDArmor.com.
[02:22:06.779 --> 02:22:07.600]  Come and take it.
[02:22:10.157 --> 02:22:13.339]  Something shocking just happened in a Coast Guard unit in San Diego.
[02:22:13.859 --> 02:22:18.962]  The old guys in the unit have turned the tables and are now destroying the young bucks in head-to-head fitness tests.
[02:22:19.322 --> 02:22:20.543]  How is this even possible?
[02:22:21.043 --> 02:22:28.628]  Turns out the old guys in this unit have been part of a special test group for a doctor-formulated fountain of youth drink called Patriot Power Greens.
[02:22:29.108 --> 02:22:36.813]  Patriot Power Greens has been so effective for many of the older soldiers that it's made their achy joints, stiff muscles, and lack of energy a thing of the past.
[02:22:37.273 --> 02:22:40.514]  Previously, this drink was only available to elite military units.
[02:22:40.975 --> 02:22:48.418]  But for a limited time, the creator of Patriot Power Greens has set aside a small number of free samples specifically for our conservative friends.
[02:22:48.738 --> 02:22:49.818]  But you must act fast.
[02:22:50.139 --> 02:22:54.440]  Due to the high demand from members of the Coast Guard, our supply is extremely limited right now.
[02:22:54.861 --> 02:22:59.042]  To claim your free samples of Patriot Power Greens, go to Greens75.com.
[02:22:59.062 --> 02:22:59.683]  That's Greens75.com.
[02:22:59.703 --> 02:23:00.123]  Greens75.com.
[02:23:07.506 --> 02:23:11.631]  The following is an important holiday inventory announcement from idstronghold.com.
[02:23:12.293 --> 02:23:27.543]  As many of you have come to know, IDStronghold.com is the number one name in quality RFID blocking wallets that actually do as they say and prevent electronic pickpocketing of the new RFID chips found in credit cards, room keys, subway passes, and more.
[02:23:28.003 --> 02:23:37.309]  Last year, due to the extreme popularity of giving IDStronghold wallets and clutches as unique gifts at Christmastime, we ran out of our most popular styles and colors early.
[02:23:37.649 --> 02:23:41.632]  The good news is, we now have our holiday inventory ready for same-day shipping.
[02:23:41.952 --> 02:23:45.294]  We have added many more designs of beautiful leather wallets and clutches.
[02:23:45.675 --> 02:23:51.419]  All with state-of-the-art built-in electronic pickpocket shielding from the most respected name in RFID protection.
[02:23:51.699 --> 02:23:53.160]  IDStronghold.com.
[02:23:53.480 --> 02:23:55.982]  Don't wait and limit your choices of these great gifts.
[02:23:56.342 --> 02:23:58.464]  We are expecting another sellout season.
[02:23:58.564 --> 02:24:00.445]  These wallets aren't available in stores.
[02:24:00.826 --> 02:24:03.247]  So visit IDStronghold.com today.
[02:24:03.628 --> 02:24:05.009]  That's IDStronghold.com.
[02:24:12.270 --> 02:24:14.573]  You're listening to the Alex Jones Show.
[02:24:14.693 --> 02:24:16.675]  I'm Alex Jones, your host.
[02:24:16.715 --> 02:24:19.458]  Coming up in the next segment, your questions or comments for Lord Monckton, 800-259-9231.
[02:24:19.478 --> 02:24:20.139]  First time callers.
[02:24:20.159 --> 02:24:20.199]  800-259-9231.
[02:24:28.277 --> 02:24:34.018]  There is no one to fight against this global government regulation taxation grid like Lord Monkton.
[02:24:34.038 --> 02:24:42.680]  I don't tell the story to brag because when I was a teenager I didn't know that I was one of the most popular people in school because I wasn't into being popular.
[02:24:43.180 --> 02:24:46.661]  I was into playing football and going after girls.
[02:24:47.361 --> 02:24:50.041]  I didn't get into the debates about who was cool, who wasn't.
[02:24:51.121 --> 02:24:54.042]  But I remember being, say, a
[02:24:56.570 --> 02:25:07.712]  Freshman and seeing the girl that was a junior and the most beautiful cheerleader and people talking crap about her because they were jealous of her and kind of joining in.
[02:25:08.212 --> 02:25:21.955]  Now the next year when she was a senior and I was a sophomore and I was dating her I wasn't talking bad about her anymore and the reason I tell that story is what's wrong with this elite because elites aren't perfect and elites come and go but
[02:25:23.450 --> 02:25:34.514]  I don't see a lot of cases in history where you have an elite that are in charge and they want to tear down the success of a country or a culture or a system or an Anglo-American establishment.
[02:25:35.414 --> 02:25:46.898]  It's one thing if you're out of power to talk trash, but if the establishment's in power, why would they want to wreck the society when its wealth and freedom made them even more powerful?
[02:25:47.378 --> 02:25:49.939]  I mean, look at Roman emperors, British emperors,
[02:25:50.999 --> 02:25:55.322]  Other emperors, I mean, a lot of them were altruistic because they were running a giant successful empire.
[02:25:55.963 --> 02:25:59.205]  How did we get an elite that want to make us poor?
[02:25:59.806 --> 02:26:02.007]  How did we get an elite that wanted to break up the family?
[02:26:02.748 --> 02:26:05.710]  What do you call this group, Lord Monckton, as a historian?
[02:26:05.730 --> 02:26:07.411]  I really respect your views why I'm asking.
[02:26:08.192 --> 02:26:15.217]  I don't see a lot of cases in history where we get sick freaks that want to wreck prosperity, wreck beauty, wreck strength.
[02:26:15.597 --> 02:26:17.179]  Who are these people, Lord Monckton?
[02:26:17.699 --> 02:26:18.679]  I'll tell you who they are.
[02:26:18.739 --> 02:26:19.780]  They are cowards.
[02:26:20.340 --> 02:26:32.245]  They are cowards because the left, which now lies about everything, is so vicious in its attacks on those of us who stand against it and are effective against it,
[02:26:32.785 --> 02:26:33.486]  Such bullying!
[02:26:51.249 --> 02:27:16.194]  We have to start, as I say, prosecuting the backsides out of them, so that they realise they can't get away with telling lies anymore about this, to the cost of tens of millions of lives every year, of these poor folk in countries like Africa and Latin America that could have electricity, if we got on with it and made sure they got electricity, instead of which they are being denied it, in the name of saving the planet from a non-problem, because the left want to show who's boss.
[02:27:17.014 --> 02:27:19.897]  And if people are cowards, they won't stand up to them.
[02:27:19.917 --> 02:27:24.162]  So they already run things, but they want to wreck the system just to mount our head, or what is it?
[02:27:24.402 --> 02:27:36.996]  They want to wreck the system because they know the moment they speak out as you and I speak out, they will be the victims of left-wing propaganda just as you and I are, and they don't think that they would survive long in politics if they did that.
[02:27:37.256 --> 02:27:38.078]  They are cowards.
[02:27:38.398 --> 02:27:42.185]  And that's why they have drifted along with this climate change nonsense.
[02:27:42.545 --> 02:27:48.436]  Is that why Swiss women, or not Swiss women, Swedish women, say they don't want to report rapes?
[02:27:48.937 --> 02:27:49.878]  I mean, it's crazy.
[02:27:51.224 --> 02:27:52.525]  It's beginning to get like that.
[02:27:52.845 --> 02:28:03.371]  Now, if it's anything that the left is running and you dare to speak out against it and you become effective, you become known for speaking out against it, they will attack and attack and attack and attack until they've destroyed your reputation.
[02:28:03.812 --> 02:28:07.554]  And the governing class has learnt this and is frightened of it.
[02:28:07.574 --> 02:28:09.655]  This is a technique invented by Goebbels.
[02:28:09.715 --> 02:28:10.896]  He used to do it to his opponents.
[02:28:10.976 --> 02:28:11.557]  Sure.
[02:28:29.398 --> 02:28:32.580]  Of anyone who opposed the left-wing Communist Party line.
[02:28:33.060 --> 02:28:37.483]  And now the environmental communists are doing exactly the same thing.
[02:28:37.523 --> 02:28:39.084]  Indeed, they are largely the same people.
[02:28:39.464 --> 02:28:42.006]  Some of the older ones were actually recruited by Pacheco.
[02:28:42.206 --> 02:28:43.327]  They're still in place.
[02:28:43.367 --> 02:28:48.030]  They're still pursuing the communist line, even though communism itself has apparently collapsed.
[02:28:48.590 --> 02:28:53.713]  So what has happened is that communism is reinventing itself in the environmental movement which it captured.
[02:28:53.933 --> 02:28:58.676]  We listened today to Patrick Moore, the founder of Greenpeace at our conference.
[02:28:58.957 --> 02:29:04.160]  He made a very powerful speech in saying that he had fought
[02:29:04.500 --> 02:29:15.307]  Genuine environmental battles and won nearly all of them until suddenly the organization was captured by communists and taken over and then they began to get silly and they began going on about climate change.
[02:29:15.347 --> 02:29:18.829]  And isn't that the biggest crime is that all the real environmental problems are ignored?
[02:29:19.778 --> 02:29:24.100]  That is, of course, a very serious crime, because there are many real environmental problems.
[02:29:24.120 --> 02:29:26.121]  You look at the pollution in China, for instance.
[02:29:26.481 --> 02:29:29.242]  You look at the disease throughout Africa.
[02:29:29.322 --> 02:29:30.923]  Overfishing.
[02:29:31.183 --> 02:29:32.663]  And all that is largely dirt-driven.
[02:29:32.943 --> 02:29:34.264]  All of these things could be stopped.
[02:29:34.364 --> 02:29:37.665]  These are the things that should be on the agenda in Paris, but they're not.
[02:29:37.945 --> 02:29:46.649]  The sole topic is how can we set up a global government to make the non-problem of global warming go away, because if we don't all agree to that, the left
[02:29:46.909 --> 02:29:47.991]  That's right, we're racist.
[02:29:48.051 --> 02:29:48.431]  Stay there.
[02:29:48.451 --> 02:29:51.815]  I want to talk about what's happening at the conference that you're covering, how we stop it.
[02:29:52.116 --> 02:29:56.020]  It was five years ago you got the secret Copenhagen plan and blew them wide open.
[02:29:56.341 --> 02:29:57.642]  Lord Monckton straight ahead.
[02:29:58.523 --> 02:29:59.425]  We're on the march.
[02:29:59.925 --> 02:30:01.527]  The empire's on the run.
[02:30:02.468 --> 02:30:05.132]  Alex Jones and the GCN Radio Network.
[02:30:09.249 --> 02:30:20.252]  Three years ago, half of the $16 billion doled out to the Department of Energy loan guarantee program was invested in companies that had gone bankrupt, were laying off workers, or were headed for bankruptcy.
[02:30:20.392 --> 02:30:23.133]  But the Department of Energy didn't learn from its malinvestments.
[02:30:23.653 --> 02:30:27.374]  It then invested $3 billion in a Spanish company, Ebengoa.
[02:30:27.754 --> 02:30:33.156]  Now, three years later, one day before the Paris Climate Summit, Ebengoa declared bankruptcy.
[02:30:33.696 --> 02:30:40.477]  The $3 billion of taxpayer money that will likely be lost in whole or in part is six times bigger than Solyndra.
[02:30:40.777 --> 02:30:47.478]  Green renewable mandates have brought energy poverty to the people of Spain, where electricity is triple what it costs in the U.S.
[02:30:47.719 --> 02:30:49.719]  And electricity will become a luxury in the U.S.
[02:30:49.779 --> 02:30:53.780]  as well if Obama is allowed to continue his crony climatism.
[02:30:54.180 --> 02:31:01.541]  The Paris Summit seeks to accelerate the economic decline of the West, transferring wealth to developing nations in the form of green infrastructure.
[02:31:01.842 --> 02:31:05.275]  But it's just greenwashing for crony climatism and global governance.
[02:31:05.556 --> 02:31:07.444]  For InfoWars.com, I'm David Knight.
[02:31:09.082 --> 02:31:12.284]  When cells become toxic, they die early and aging sets in.
[02:31:12.604 --> 02:31:20.608]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[02:31:20.848 --> 02:31:25.851]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[02:31:26.271 --> 02:31:28.552]  You want the best that's out there at the lowest price anywhere?
