[00:00:00.070 --> 00:00:00.332]  The show.
[02:13:55.495 --> 02:14:17.873]  If you want to read Ecoscience or Tragedy and Hope, or the Anglo-American Establishment, or the Technotronic Era, or if you want to read Order of the Deathshead, or if you want to read Mein Kampf, if you want to read Lord Acton's letters, if you want to read Lord Milner's letters from the other perspective, if you want to read Cecil Rhodes' writings, if you want to read the five or six non-fiction books of H.G.
[02:14:17.893 --> 02:14:19.335]  Wells, or of
[02:14:20.874 --> 02:14:22.535]  All these other people, I mean, I've read it all.
[02:14:22.875 --> 02:14:25.116]  I mean, hundreds and hundreds of books.
[02:14:26.077 --> 02:14:27.477]  That's why I know the battle plan.
[02:14:28.698 --> 02:14:35.521]  And I know it's not as fun as Ballgate or Inflatagate or Deflatagate or whatever the stupid thing's called.
[02:14:39.543 --> 02:14:40.584]  But it's pretty darn important.
[02:14:43.145 --> 02:14:45.446]  Let's go to Jay in North Carolina.
[02:14:45.486 --> 02:14:46.147]  Jay, you're on the air.
[02:14:48.018 --> 02:14:49.379]  Hi Alex, thanks so much.
[02:14:49.839 --> 02:14:52.000]  I want to say first off, you guys are all rock stars.
[02:14:52.040 --> 02:14:54.341]  Thanks so much for everything you guys do.
[02:14:54.641 --> 02:14:55.641]  Oh, you're a sweetheart, ma'am.
[02:14:55.661 --> 02:14:56.302]  I want to thank you.
[02:14:58.263 --> 02:14:59.363]  I had a couple of things.
[02:14:59.663 --> 02:15:07.367]  I went on Yahoo this morning and one of the first things I noticed is that they had a headline that said people who skip vaccinations are incredibly selfish.
[02:15:09.086 --> 02:15:17.068]  And it kind of blew my mind because they tried to say that the research that's linking vaccines to autism has been discredited.
[02:15:17.449 --> 02:15:21.710]  And even one of the doctors went as far to say that just people are incredibly selfish for doing it.
[02:15:22.070 --> 02:15:23.010]  And that really bothers me.
[02:15:23.030 --> 02:15:23.390]  Well, that's right.
[02:15:23.410 --> 02:15:24.711]  They always sell the lie.
[02:15:24.751 --> 02:15:25.731]  It's always the same article.
[02:15:27.351 --> 02:15:35.455]  You know, regurgitated with a new date on it, you see it everywhere, that we're giving everyone the flu, we're giving everyone the measles, we're giving everyone whooping cough.
[02:15:35.815 --> 02:15:42.578]  Well, if you've had the measles, mumps, rubella, shots, and all this, and they're effective, then why are you getting it from us?
[02:15:42.638 --> 02:15:45.580]  The truth is, the flu shots never worked.
[02:15:46.180 --> 02:15:46.600]  Ever.
[02:15:47.060 --> 02:15:54.864]  And there have been more than 14, since the 1950s when it started, major mass die-offs that they've admitted the flu shots caused.
[02:15:55.484 --> 02:16:00.247]  I mean, they have the swine flu thing where 10,000 plus people died in the 70s from the damn vaccines.
[02:16:00.267 --> 02:16:00.907]  Excuse me, Lord.
[02:16:01.388 --> 02:16:02.488]  From the vaccines.
[02:16:03.028 --> 02:16:03.829]  I'm not doing that on purpose.
[02:16:03.869 --> 02:16:06.010]  I just get so angry, I start really telling you what to think.
[02:16:06.531 --> 02:16:08.732]  And it makes me violently angry.
[02:16:08.752 --> 02:16:14.155]  When I say violently angry, I want to throw stuff of how they prey on the public such as here.
[02:16:14.695 --> 02:16:17.257]  I mean, before he quit his show, Dr. Dina Dell.
[02:16:18.464 --> 02:16:23.405]  Syndicated, would be on the air, and every time I tune in it would be like, these people need to be arrested that don't take shots.
[02:16:23.986 --> 02:16:27.026]  These people need to, because they're giving us the disease.
[02:16:27.386 --> 02:16:29.607]  Bull, corny, hot dog.
[02:16:30.767 --> 02:16:31.988]  It's not true.
[02:16:32.488 --> 02:16:37.449]  There it is, measles case linked to Disneyland Rise and debate over vaccination intensifies.
[02:16:38.049 --> 02:16:41.570]  Oh, that's right, because someone must not have been vaccinated against the measles.
[02:16:41.910 --> 02:16:43.371]  Most measles vaccines don't work.
[02:16:43.951 --> 02:16:47.412]  Every, my dad retired last year because of Obamacare as a physician.
[02:16:48.240 --> 02:16:56.966]  He would see patients constantly on the edge of death that were coming in because they'd taken, they'd go, I got shingles, I took the vaccine two weeks ago, I don't know why I got them.
[02:16:57.366 --> 02:16:59.107]  It gives you the shingles!
[02:17:00.388 --> 02:17:05.651]  And so, it's so frustrating, it's so frustrating, it's so frustrating.
[02:17:05.692 --> 02:17:07.893]  We have more flu this year than we had ten years ago.
[02:17:08.133 --> 02:17:09.054]  That was in the news last week.
[02:17:09.294 --> 02:17:12.116]  And vaccination's at an all-time high because of the bullying.
[02:17:12.456 --> 02:17:14.537]  And they're getting ready for forced inoculation.
[02:17:14.617 --> 02:17:15.278]  Go ahead, I'm sorry.
[02:17:16.365 --> 02:17:19.348]  And it's true, and I personally myself have experienced it.
[02:17:19.408 --> 02:17:27.815]  My son has asthma, and it's sporadic when he has issues, and it's usually due to the weather changing.
[02:17:28.376 --> 02:17:33.220]  And anytime I take him to the doctor, they're trying to force me to get my sister.
[02:17:33.440 --> 02:17:36.203]  I work for social services here in my state.
[02:17:36.952 --> 02:17:42.353]  And even here, my sister brought my nephew to the clinic here just for his annual physical.
[02:17:42.974 --> 02:17:50.456]  And the nurse, one of my co-workers, I sat there and witnessed her almost try and bully my sister into giving my nephew a vaccine.
[02:17:50.696 --> 02:17:52.716]  But my sister held, you know, she held strong.
[02:17:52.776 --> 02:17:55.757]  She didn't back down and he didn't get the vaccine.
[02:17:55.797 --> 02:17:57.137]  And I was very proud of her for that.
[02:17:57.457 --> 02:17:58.298]  But you can see it.
[02:17:58.338 --> 02:18:00.198]  They will truly try and bully you.
[02:18:00.538 --> 02:18:03.539]  And for me, they've even called CPS on me.
[02:18:04.159 --> 02:18:10.685]  When I've had long documentation verifying that I try to take my, not that I try, I do take my son to the doctor.
[02:18:10.705 --> 02:18:12.607]  I have prescriptions and everything else.
[02:18:12.647 --> 02:18:13.908]  Sure, sure, let's talk about this.
[02:18:13.988 --> 02:18:20.954]  You're already a social worker and the own system is coming after you as if it's neglect when there's no law you've got to take the shot.
[02:18:21.235 --> 02:18:22.216]  They're implying medical...
[02:18:22.876 --> 02:18:27.857]  A neglect that's open-ended, when there's no law to take the shot, there's massive evidence it's dangerous.
[02:18:28.237 --> 02:18:36.259]  Again, if they had clean, effective vaccines, I would take them, because immunity science is real, but it has a negative end, even if it's done properly.
[02:18:36.679 --> 02:18:40.820]  It's associated with cancer, autoimmune disorders, you get stung by a bee, you might die.
[02:18:41.160 --> 02:18:43.661]  There's a lot more deadly stuff in a shot than, you know, a bee sting.
[02:18:44.141 --> 02:18:49.782]  It can kill you, and it does, but if they were honest about it, then I might be more inclined to take it, but no!
[02:18:50.933 --> 02:18:52.014]  They're super secretive.
[02:18:52.574 --> 02:18:54.956]  They've been caught adding all sorts of stuff to vaccines.
[02:18:55.316 --> 02:18:58.138]  You know, they gave black folks syphilis, telling them it was vaccines.
[02:18:58.519 --> 02:19:00.700]  So, I mean, let's talk about what this government's been caught.
[02:19:00.840 --> 02:19:06.144]  They just got caught in India last year, sterilizing hundreds of thousands of women with a tetanus shot.
[02:19:06.485 --> 02:19:06.985]  Again!
[02:19:07.405 --> 02:19:08.806]  They've been caught since the 70s doing it!
[02:19:10.106 --> 02:19:12.048]  And I go to the doctor and they go, don't you want to give your kid a tetanus shot?
[02:19:12.068 --> 02:19:17.513]  And I go, tetanus has been found that they can add things to it to then do a lot of social engineering with it.
[02:19:17.993 --> 02:19:18.213]  No.
[02:19:18.333 --> 02:19:20.335]  And the doctor will go, well, actually I heard about that too.
[02:19:20.715 --> 02:19:23.858]  I don't vaccinate, but don't you tell anybody, Alex, or you got a TV show.
[02:19:24.178 --> 02:19:28.903]  By the way, they're still giving kids in East Austin the live polio vaccine that's got SV40 in it, Alex.
[02:19:29.263 --> 02:19:32.626]  I didn't believe you 10 years ago until I saw it when I volunteered for a clinic.
[02:19:32.846 --> 02:19:33.947]  But don't you tell anybody.
[02:19:34.027 --> 02:19:36.489]  I mean, I was told this by one of the biggest
[02:19:38.251 --> 02:19:39.412]  Pediatricians in Austin.
[02:19:39.432 --> 02:19:40.673]  He retired a couple years ago.
[02:19:41.033 --> 02:19:45.016]  And he grabbed my arm after he said it and said, don't you tell anybody I told you that though.
[02:19:45.957 --> 02:19:47.538]  So listen, don't feel bad.
[02:19:47.578 --> 02:19:48.399]  They're being bullied.
[02:19:48.459 --> 02:19:49.820]  Healthcare workers are being bullied.
[02:19:50.481 --> 02:19:51.582]  And God bless you.
[02:19:51.622 --> 02:19:52.603]  I appreciate your call, Jay.
[02:19:52.623 --> 02:19:56.265]  That makes me so angry.
[02:19:56.346 --> 02:19:56.666]  Kelly.
[02:19:58.115 --> 02:19:58.715]  And others.
[02:19:58.875 --> 02:20:03.138]  Ron, Steve, Nick, your calls are all coming up.
[02:20:03.918 --> 02:20:04.519]  Stay with us.
[02:20:04.639 --> 02:20:07.520]  Nick wants to talk about Chris Kyle and Kraft International.
[02:20:07.960 --> 02:20:08.421]  Stay with us.
[02:20:10.200 --> 02:20:12.781]  Silver has always been nature's very own antibiotic.
[02:20:12.922 --> 02:20:16.924]  And only one system allows you to generate an endless supply of natural silver solutions.
[02:20:17.224 --> 02:20:18.465]  Silverlungs.com.
[02:20:18.625 --> 02:20:21.106]  You'll find no wild claims or pseudoscience.
[02:20:21.286 --> 02:20:24.088]  Just a lifetime of nano-sized pure silver solutions.
[02:20:24.288 --> 02:20:26.429]  The Silverlungs generator allows you to make your own.
[02:20:26.649 --> 02:20:28.390]  So stop paying for silver solutions.
[02:20:28.550 --> 02:20:33.873]  The unique lung delivery system targets respiratory infections where other silver solutions simply cannot reach.
[02:20:34.113 --> 02:20:37.775]  See the Silverlungs generator and lung delivery system at Silverlungs.com.
[02:20:37.915 --> 02:20:39.416]  That's Silverlungs.com.
[02:20:39.756 --> 02:20:41.037]  Hey, sorry I'm running late.
[02:20:41.157 --> 02:20:42.998]  I had to stop and get my vitamins for the month.
[02:20:43.318 --> 02:20:48.041]  I got mine in the mail yesterday from DiscountNutritionShop.com, so I'm here totally on time.
[02:20:48.901 --> 02:20:50.662]  DiscountNutritionShop.com?
[02:20:50.982 --> 02:20:53.324]  Yep, they're a lifesaver in more ways than one.
[02:20:53.564 --> 02:20:58.066]  They have all the nutritional supplements you need, the major brands you know, plus you can save up to 10%.
[02:20:58.767 --> 02:20:59.687]  Write down this number, 888-908-4548.
[02:20:59.867 --> 02:20:59.967]  Huh?
[02:20:59.987 --> 02:21:00.027]  888-908-4548.
[02:21:00.047 --> 02:21:01.668]  Or just go to DiscountNutritionShop.com.
[02:21:09.272 --> 02:21:10.172]  Alex Jones here.
[02:21:10.272 --> 02:21:19.234]  For the last two years, I've been working with top doctors, nutritionists, and chemists to design a nutraceutical formulation that has truly life-changing health benefits.
[02:21:19.435 --> 02:21:24.736]  So many other formulations out there contain toxic ingredients, synthetic additives, and even GMOs.
[02:21:25.016 --> 02:21:33.518]  Introducing the all-new Ancient Defense Herbal Immunity Blend, crafted with over 14 key ancient herbs and extracts to supercharge
[02:21:33.598 --> 02:21:34.239]  We're good to go.
[02:22:00.319 --> 02:22:00.680]  I don't know.
[02:22:09.397 --> 02:22:10.198]  This is Dan Pilla.
[02:22:10.218 --> 02:22:11.699]  Do you have the IRS money you can't pay?
[02:22:11.999 --> 02:22:13.300]  Are tax debts crippling you?
[02:22:13.660 --> 02:22:15.981]  I've defended people from the IRS for over 30 years.
[02:22:16.482 --> 02:22:18.343]  I've helped thousands and I can help you too.
[02:22:18.783 --> 02:22:22.826]  I wrote the book on IRS settlement and I'm telling you there's no such thing as a hopeless case.
[02:22:23.286 --> 02:22:26.989]  Call 800-34-NO-TAX to finally get free of IRS debt.
[02:22:27.229 --> 02:22:30.671]  With the IRS's new programs, there's never been a better time to solve your problem.
[02:22:31.011 --> 02:22:31.412]  Call 800-34-NO-TAX.
[02:22:31.432 --> 02:22:32.753]  That's 800-34-NO-TAX or my website, danpilla.com.
[02:22:38.342 --> 02:22:41.724]  Worried about getting sick and feeling terrible for days or even weeks?
[02:22:42.004 --> 02:22:44.546]  You need Imudine for a healthy immune system.
[02:22:44.866 --> 02:22:47.807]  Why get sick and bother with products that just don't work?
[02:22:48.008 --> 02:22:52.450]  For just a dollar a day, Imudine is all natural and safe for all lifestyles.
[02:22:52.750 --> 02:22:57.433]  Call 866-257-8668 to buy now before it's too late.
[02:22:57.633 --> 02:22:59.174]  Before you get sick.
[02:22:59.554 --> 02:23:02.636]  Or go to immudine.com or call 866-257-8668.
