[00:00:00.069 --> 00:00:00.935]  Spend Liberty Worldwide!
[02:13:27.472 --> 02:13:36.579]  We're living in a cyber world now, a world based on technology that certainly our current administration does not understand in the least.
[02:13:38.360 --> 02:13:42.844]  They propose utterly insane concepts like
[02:13:44.595 --> 02:13:45.515]  Banning encryption.
[02:13:46.336 --> 02:13:50.960]  Encryption is nothing more than the modern version of whispering in someone's ear.
[02:13:51.160 --> 02:13:52.902]  I can whisper in my wife's ear at dinner.
[02:13:52.922 --> 02:13:54.563]  That's okay.
[02:13:54.603 --> 02:13:59.167]  But I can't whisper to her over the internet because people want to make that illegal.
[02:13:59.888 --> 02:14:01.610]  They want to put back doors in software.
[02:14:02.470 --> 02:14:08.095]  That will make it a thousand times easier for hackers to get in and steal your data.
[02:14:08.596 --> 02:14:09.797]  Which is happening all the time.
[02:14:10.829 --> 02:14:20.236]  The hack of the Office of Program Management in the U.S., which put literally millions of covert U.S.
[02:14:20.376 --> 02:14:30.844]  agents at risk, that put their lives at risk, are incompetence, and it shows a total lack of understanding of the technology which underlies this entire society, Alex.
[02:14:32.930 --> 02:14:41.656]  Well, break down your presidential platform if you do decide to run, if you feel that you are basically being forced to because of the developments towards tyranny.
[02:14:41.676 --> 02:14:51.182]  I mean, in your own words, what would you do as president within the constitutional constraints, versus if you were king for a year, what would you do?
[02:14:53.800 --> 02:14:56.863]  I would do something totally different if I were king for a year, I'm sure.
[02:14:56.883 --> 02:15:01.706]  I think my first priority would be privacy, Alex.
[02:15:02.206 --> 02:15:03.207]  We have none anymore.
[02:15:03.227 --> 02:15:05.268]  The NSA is spying on us.
[02:15:05.288 --> 02:15:07.010]  The CIA is spying on us.
[02:15:07.410 --> 02:15:15.315]  All 16 government covert agencies have technology that is beyond belief, that can listen to our phone conversations.
[02:15:16.756 --> 02:15:20.099]  Just drive down the street in any city and look at the cameras.
[02:15:20.959 --> 02:15:21.760]  Thousands of them.
[02:15:22.403 --> 02:15:24.404]  You know, 15 or 20 per block.
[02:15:24.944 --> 02:15:25.465]  Moveable.
[02:15:25.985 --> 02:15:27.926]  They can watch you as you're moving.
[02:15:27.946 --> 02:15:29.667]  They can recognize your face.
[02:15:31.828 --> 02:15:32.528]  We've lost it.
[02:15:32.789 --> 02:15:34.970]  And without privacy, what do we have, Alex?
[02:15:35.030 --> 02:15:36.230]  We don't have our humanity.
[02:15:37.211 --> 02:15:38.191]  Privacy is a choice.
[02:15:38.231 --> 02:15:40.673]  We choose what to reveal to people.
[02:15:42.994 --> 02:15:48.517]  The grocery clerk at the store, you might be comfortable saying, you know, hey, you know, I went fishing yesterday.
[02:15:49.127 --> 02:15:51.188]  But you're not going to tell them your deepest secrets.
[02:15:51.868 --> 02:15:58.950]  Every day, every moment, when we meet someone, we choose the level of privacy that we wish to maintain.
[02:15:59.950 --> 02:16:01.911]  Without that choice, what do we have?
[02:16:01.931 --> 02:16:03.991]  You know, we have 1984.
[02:16:08.372 --> 02:16:10.793]  So your candidacy would be the opposite of 1984.
[02:16:11.313 --> 02:16:13.034]  You would attempt to, what, bring in 1776?
[02:16:15.290 --> 02:16:15.590]  I would.
[02:16:15.670 --> 02:16:21.155]  I would like us to go back to the concept that the Founding Fathers had, which is freedom.
[02:16:22.315 --> 02:16:29.581]  Our freedoms are being removed because we were told if we give up a few freedoms, then we will have security and safety.
[02:16:30.305 --> 02:16:34.546]  But, you know, I'm 70 years old and I can promise you there is no safety in life.
[02:16:34.646 --> 02:16:37.547]  And if there is, we have to provide it for ourselves.
[02:16:38.368 --> 02:16:39.688]  You know, the government cannot do it.
[02:16:39.988 --> 02:16:41.268]  An agency cannot do it.
[02:16:41.689 --> 02:16:45.330]  No outside party can provide security and safety for us.
[02:16:46.410 --> 02:16:58.334]  And by giving up the freedoms and the rights that were given to us through the Constitution and were ordained by the Founding Fathers are being eroded daily.
[02:16:59.264 --> 02:17:02.085]  No, I'm not a politician and people don't account me for that.
[02:17:02.145 --> 02:17:13.250]  But politics, if you look in Merriam-Webster, politics is merely the activities and the policies that people use to gain power and keep power within a government.
[02:17:13.970 --> 02:17:16.692]  And isn't it politics that got us in the mess we're in now?
[02:17:17.312 --> 02:17:26.596]  Special interests, people more concerned about maintaining their power, maintaining their position within government, than in actually serving the American people.
[02:17:27.761 --> 02:17:31.362]  So I think we need to get back to the basics, to get back to the purpose of government.
[02:17:31.702 --> 02:17:32.702]  You know, government is not here.
[02:17:32.822 --> 02:17:33.642]  I don't need a father.
[02:17:34.282 --> 02:17:35.043]  I don't need a mother.
[02:17:35.223 --> 02:17:37.203]  I don't need someone to tell me how to live.
[02:17:38.103 --> 02:17:39.764]  I can make those choices on my own.
[02:17:39.964 --> 02:17:40.784]  Well, I know this.
[02:17:40.804 --> 02:17:54.527]  If they're going to have eight or nine different Republicans up there, a bunch of them just total politicians, I would love to see a Jesse Ventura or a John McAfee up there with them, staring it up like Trump's done, because regardless what you think about Trump, I think he has
[02:17:55.538 --> 02:17:56.878]  Shaking up the political process.
[02:17:56.918 --> 02:17:58.299]  What's your view on Donald Trump?
[02:17:58.999 --> 02:18:00.339]  You know, I admire Donald Trump.
[02:18:00.379 --> 02:18:00.859]  I really do.
[02:18:00.879 --> 02:18:05.821]  You know, he makes common sense.
[02:18:05.881 --> 02:18:07.041]  He is not a politician.
[02:18:07.341 --> 02:18:07.861]  That's clear.
[02:18:07.881 --> 02:18:13.322]  You know, if I have any fault with him at all, it's, hey, what's with the hair, Donald?
[02:18:13.963 --> 02:18:16.503]  But I'm saying that in jest.
[02:18:16.983 --> 02:18:18.444]  But I admire Donald Trump.
[02:18:18.484 --> 02:18:23.645]  And I think that he has courage to stand up and do what he's doing.
[02:18:26.155 --> 02:18:35.582]  You know, at first they say he didn't have a shot, and I thought he might have been a shill for Hillary or Jeb or something, but I think he really wants to win, and his whole company's based on service industry.
[02:18:36.102 --> 02:18:37.583]  He won't do well in a depression.
[02:18:38.124 --> 02:18:46.490]  I think he's an old-fashioned entrepreneur and actually loves America more and more, and I think he's got problems, but I think he doesn't like seeing this country fall apart.
[02:18:47.190 --> 02:18:51.152]  Because the globalists wouldn't say, make America great again and admit we were in trouble.
[02:18:51.653 --> 02:18:58.116]  A globalist candidate wouldn't do the things he's doing, admitting we're being invaded by illegals that we give free handouts to.
[02:18:58.697 --> 02:19:06.401]  I mean, that's why he must be for real, because even if he himself isn't, what he's saying is devastating to the establishment.
[02:19:07.964 --> 02:19:08.824]  Well, of course.
[02:19:08.904 --> 02:19:11.165]  I think someone needs to say the things that he's saying.
[02:19:11.565 --> 02:19:14.306]  Because our government has failed.
[02:19:14.906 --> 02:19:19.727]  I mean, it is a dysfunctional government in every respect.
[02:19:20.927 --> 02:19:28.609]  And when a government becomes dysfunctional, then all aspects of its services and all of its departments also become dysfunctional.
[02:19:29.109 --> 02:19:30.029]  Someone has to say it.
[02:19:30.690 --> 02:19:31.870]  I've been saying it for years.
[02:19:32.689 --> 02:19:33.410]  You've been saying it.
[02:19:35.912 --> 02:19:38.435]  So I admire him for doing that.
[02:19:39.596 --> 02:19:41.498]  Don't discount Trump.
[02:19:41.758 --> 02:19:43.960]  I think he's going to be a very powerful player.
[02:19:44.160 --> 02:19:47.884]  Sure, well what it really shows too is that what he's saying is popular.
[02:19:48.224 --> 02:19:50.006]  In major polls he's now beating Hillary.
[02:19:50.526 --> 02:19:51.267]  Which is what I've said.
[02:19:51.287 --> 02:19:55.271]  The average Democrat doesn't have a suicide wish for the country and want to be bankrupt.
[02:19:55.712 --> 02:19:57.093]  They're sick of political correctness.
[02:19:57.654 --> 02:19:59.776]  I mean, the Democrats of JFK were great people.
[02:19:59.836 --> 02:20:01.138]  Who are these new Democrats?
[02:20:01.518 --> 02:20:03.080]  And who are these Republicans that work with them?
[02:20:03.360 --> 02:20:05.022]  John McAvee may be running for president.
[02:20:05.362 --> 02:20:06.423]  He joins us now.
[02:20:06.443 --> 02:20:09.287]  We're going to come back and walk through some of the world events with him.
[02:20:09.918 --> 02:20:15.842]  At 30dayfoodsupply.com, two of our top priorities are providing quality food at a reasonable price and protecting your security.
[02:20:16.163 --> 02:20:24.129]  When you call 800-700-2184, we will never record your phone call and never ask for your personal information, like how much food you have stored or where you keep it.
[02:20:24.429 --> 02:20:28.172]  We'll also never store your credit card information and email address on a computer.
[02:20:28.452 --> 02:20:30.493]  Your email address will never be shared or sold.
[02:20:30.754 --> 02:20:32.675]  We'll never limit the number of boxes you can purchase.
[02:20:32.915 --> 02:20:36.318]  We'll never use outside packers or use relabeled food from another company.
[02:20:36.758 --> 02:20:44.945]  Our meals are naturally high in fiber, carbs and protein and everything is packed with oxygen absorbers and mylar pouches under our direct supervision at our plant in Oregon.
[02:20:45.226 --> 02:20:51.811]  Oregon Trail Foods and 30dayfoodsupply.com keep prices low by buying directly from their producers in Oregon and then passing the savings on to you.
[02:20:52.092 --> 02:20:54.294]  Call 800-700-2184 and purchase our 30-day, 90-serving emergency food supply
[02:20:57.176 --> 02:20:58.918]  For only $99.10, ship your entire order to Lower 48.
[02:20:58.978 --> 02:21:00.199]  Visit our website 30dayfoodsupply.com or call 800-700-2184.
[02:21:00.219 --> 02:21:00.959]  That's 30dayfoodsupply.com at 800-700-2184.
[02:21:01.160 --> 02:21:02.841]  A clean, toxic-free body is the foundation of true health.
[02:21:02.861 --> 02:21:03.982]  Introducing Deep Cleanse by Infowarslife.com.
[02:21:15.672 --> 02:21:25.442]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals using our proprietary multi-step extraction technology.
[02:21:25.623 --> 02:21:34.893]  Deep Cleanze is our most affordable all-in-one cleanser with concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites and others.
[02:21:35.373 --> 02:21:36.694]  Cleanse doesn't hold back.
[02:21:36.954 --> 02:21:45.559]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[02:21:45.839 --> 02:21:52.764]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spigerex herbal processing technique.
[02:21:52.924 --> 02:21:58.267]  We use only the highest quality organic herbs backed by serious research, and we still bring it to you the best
[02:21:58.527 --> 02:22:03.816]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit Infowarslife.com.
[02:22:03.856 --> 02:22:06.200]  That's Infowarslife.com or call 888-253-3139.
[02:22:09.471 --> 02:22:18.777]  We use mobile devices right against our bodies every day, but growing scientific evidence has emerged showing serious health risks associated with exposure to EMF radiation emitted from these devices.
[02:22:18.897 --> 02:22:23.219]  The solution is DefenderShield, the most effective mobile radiation shielding ever developed.
[02:22:23.320 --> 02:22:30.124]  DefenderShield blocks virtually 100% of EMF radiation from cell phones, tablets, and laptops, and starts at just $64.99.
[02:22:30.324 --> 02:22:32.045]  Buy now at DefenderShield.com.
[02:22:32.205 --> 02:22:34.426]  For 10% off, use promo code GCN.
[02:22:34.586 --> 02:22:38.109]  DefenderShield.com, the worldwide leader in mobile radiation shielding.
[02:22:39.122 --> 02:22:47.824]  Silver has always been nature's very own antibiotic, and only one system allows you to produce an endless supply of nano-sized silver solutions right from the convenience of your home.
[02:22:48.024 --> 02:22:48.944]  Silver Lungs.
[02:22:49.104 --> 02:22:56.246]  With the addition of our unique lung delivery system, respiratory infections are targeted directly, where traditional oral administration simply cannot reach.
[02:22:56.406 --> 02:23:02.328]  This pioneering method also preserves the original particle sizes and delivers your silver solution directly into the bloodstream.
[02:23:02.448 --> 02:23:06.488]  See the Silver Lungs generator and lung delivery system at SilverLungs.com.
[02:23:06.569 --> 02:23:08.289]  That's SilverLungs.com.
[02:23:08.869 --> 02:23:14.533]  It's time to build your own emergency food stockpile with the industry leader, My Patriot Supply.
[02:23:15.093 --> 02:23:20.676]  Once you try them, you'll know why so many Americans like you have made them part of their emergency preparedness plan.
[02:23:21.257 --> 02:23:26.700]  Experience the My Patriot Supply difference today with this unbelievable offer, right now.
