[00:00:00.009 --> 00:00:02.892]  Infowarslife.com or call 888-253-3139.
[02:14:29.831 --> 02:14:31.452]  And let me say this, I'm a Christian.
[02:14:31.512 --> 02:14:32.913]  I believe in Jesus Christ.
[02:14:33.453 --> 02:14:35.515]  And my God, Jesus, is colorblind.
[02:14:35.575 --> 02:14:38.937]  He made all men of all colors, and he died for the whole world.
[02:14:39.457 --> 02:14:48.623]  So, anybody that wants to claim they're a Christian, and yet they're trying to push some kind of race issue based on skin color, ethnicity, whatever, you're not a true Christian.
[02:14:48.663 --> 02:14:50.624]  You're not a true believer in the one true God.
[02:14:51.124 --> 02:14:55.787]  Now, that being said, I want to make people aware, I just talked to a friend of mine in Texas this morning.
[02:14:56.524 --> 02:14:58.205]  He lives not too far from Houston.
[02:14:58.565 --> 02:15:03.446]  There's a man in Houston, he's an activist, a black man, his name's Quanell Axe.
[02:15:03.906 --> 02:15:08.107]  He's kind of a junior Farrakhan, but he's not as extreme as Farrakhan.
[02:15:08.667 --> 02:15:18.229]  And anytime there's any kind of, you know, bad intent toward people of color, he immediately speaks out and takes up on their behalf.
[02:15:18.590 --> 02:15:24.111]  He's not making extremist statements like, you know, Farrakhan, obviously, like, we need to kill them if they're killing us, etc.
[02:15:24.795 --> 02:15:35.668]  But the thing I wanted to say is that this deputy in Houston who was just killed, Quannell, to his credit, has actually rallied the black community there in Houston.
[02:15:36.144 --> 02:15:38.205]  They are having a funeral for this man today.
[02:15:38.245 --> 02:15:40.887]  He's actually out there in support of this man.
[02:15:40.907 --> 02:15:41.607]  Hey, so guess what?
[02:15:41.687 --> 02:15:43.769]  Actually, apparently we had this guy on the show.
[02:15:43.949 --> 02:15:46.731]  Alex had this guy on the Alex Jones Show in 2013.
[02:15:47.191 --> 02:15:48.792]  So the producers know who you're talking about.
[02:15:49.532 --> 02:15:54.816]  And I would also say, well yeah, they better speak out against killing a cop at a gas station.
[02:15:55.436 --> 02:16:02.961]  I mean, if you're on the team that's for shooting random cops at a gas station because they're white,
[02:16:03.861 --> 02:16:05.102]  That's not a winning team.
[02:16:05.122 --> 02:16:06.303]  You better be against that.
[02:16:07.283 --> 02:16:08.404]  Oh, wow, he's against that.
[02:16:09.044 --> 02:16:09.745]  He better be.
[02:16:10.605 --> 02:16:12.086]  Steve, don't you think so?
[02:16:13.427 --> 02:16:13.907]  Yes, sir.
[02:16:14.307 --> 02:16:20.811]  Yeah, because, you know, again, how can you, you know, distinguish and make statements and judgments?
[02:16:21.131 --> 02:16:23.072]  I mean, that's what the word prejudice means.
[02:16:23.093 --> 02:16:24.173]  You prejudge.
[02:16:24.573 --> 02:16:28.896]  You don't judge a book by its cover like, you know, Martin Luther King said.
[02:16:29.304 --> 02:16:43.595]  You've done it by the character, and this is what's not brought up in this whole Black Lives Matter thing, because again, it's fostered by a Nazi, George Soros, who's a white guy who's using these brainwashed black people to further the agenda of the New World Order.
[02:16:43.635 --> 02:16:44.996]  That's what they need to wake up.
[02:16:45.136 --> 02:16:45.957]  That's right, Steve.
[02:16:46.077 --> 02:16:47.057]  Thank you for your call.
[02:16:47.298 --> 02:16:50.300]  Let's go to Doug in Minnesota, who's got another take on this issue.
[02:16:51.501 --> 02:16:53.382]  Hey, kudos, Steve.
[02:16:54.063 --> 02:16:55.524]  You hit it on the head.
[02:16:55.584 --> 02:16:56.585]  Yeah, Steve did a great job.
[02:16:57.492 --> 02:17:02.377]  But the black people gotta understand, this is a white guy that hates everybody.
[02:17:03.217 --> 02:17:07.181]  And his agenda is to create problems.
[02:17:07.822 --> 02:17:09.063]  They need to look at that.
[02:17:09.243 --> 02:17:14.228]  And as far as Alex and Farrakhan, I mean, they both have good points.
[02:17:14.968 --> 02:17:18.752]  And Alex, like he said, you gotta join together.
[02:17:19.352 --> 02:17:24.117]  Take the megabanks and our government as an example.
[02:17:25.066 --> 02:17:31.648]  Hey Doug, do you think for a minute though, do you think that most people really buy into this fake race war?
[02:17:31.949 --> 02:17:35.990]  Don't you think most people kind of don't believe in it and they want to come together?
[02:17:36.070 --> 02:17:37.811]  Or do you think this is really what's going on?
[02:17:38.911 --> 02:17:41.292]  Smart people don't buy into it.
[02:17:41.352 --> 02:17:52.316]  But like Alex said, there are people out there that have been brainwashed or just, they look around at their surroundings and they feel helpless.
[02:17:52.356 --> 02:17:54.177]  They say, what have I got to live for?
[02:17:54.741 --> 02:17:56.242]  There's nothing out there for us.
[02:17:56.282 --> 02:17:57.302]  There's no jobs.
[02:17:57.362 --> 02:17:58.063]  There's nothing.
[02:18:12.389 --> 02:18:13.510]  Your life's purpose, really.
[02:18:13.611 --> 02:18:18.316]  I mean, if you're just a loser, unfortunately, for a lot of these people, and I say harsh words because I mean, they're out here killing people.
[02:18:18.336 --> 02:18:28.568]  If you're just a loser, and you have no life, and you have no passion, and you don't know what you want to do, and you're just jealous of everyone, and envious, and greedy, and uh, you're going to want to go out and do bad things.
[02:18:28.588 --> 02:18:30.851]  That's why all the school shooters, not only doped up,
[02:18:31.872 --> 02:18:38.836]  On pharmaceutical drugs that are known to link to aggression and things like that, but they're always angry enemies of everyone else.
[02:18:39.256 --> 02:18:44.899]  And if you just find your life's passion and decide you want to help people, that all goes away.
[02:18:45.279 --> 02:18:46.980]  So many people say they can't do things.
[02:18:47.440 --> 02:18:48.121]  I can't do this.
[02:18:48.161 --> 02:18:48.561]  I can't do it.
[02:18:48.581 --> 02:18:49.181]  I wish I could do it.
[02:18:49.541 --> 02:18:54.724]  If you just decide for a minute that you have a mission in your life, all those other things are in your peripheral.
[02:18:55.344 --> 02:18:59.947]  If those people who decided to, like the new shooter, killing someone because he wanted their job,
[02:19:01.027 --> 02:19:01.227]  Right?
[02:19:01.427 --> 02:19:09.909]  If he actually sat down and decided to be passionate and help others and do his own reports and become an alternative media or something like that, he could probably have been a star.
[02:19:10.309 --> 02:19:13.410]  But he decided to kill two people instead of doing that.
[02:19:13.830 --> 02:19:17.771]  And for those who kill cops at gas stations, he could have done something with his life.
[02:19:17.831 --> 02:19:26.093]  If he really wanted to push race equality, which all he did was the opposite, by the way, by killing a white person for no reason, if he really wanted to push race equality,
[02:19:26.713 --> 02:19:32.918]  He could start a foundation or make YouTube videos with a cell phone talking about how we need to come together and love one another.
[02:19:33.358 --> 02:19:34.679]  That's what this program is about.
[02:19:35.300 --> 02:19:39.063]  You notice what I've been saying for these past two hours is that we need to come together.
[02:19:39.363 --> 02:19:48.230]  Not fueling the Black Lives clashing of police and protesters who just want to further inequality and destroy the human spirit that pushes us.
[02:19:48.610 --> 02:19:55.254]  So I encourage everyone out there to be part of humanity and join the fight for coming together as opposed to fueling all this madness.
[02:19:55.674 --> 02:19:57.655]  We'll be back on the Alex Jones Show next up.
[02:19:57.675 --> 02:19:58.655]  We're going to keep taking calls.
[02:19:58.675 --> 02:20:04.238]  We're going to switch subject matter a little bit and talk about some more news breaking on Drudge Report, InfoWars.com and more.
[02:20:04.259 --> 02:20:04.839]  Stay tuned.
[02:20:09.648 --> 02:20:15.572]  At 30dayfoodsupply.com, two of our top priorities are providing quality food at a reasonable price and protecting your security.
[02:20:15.892 --> 02:20:23.857]  When you call 800-700-2184, we will never record your phone call and never ask for your personal information, like how much food you have stored or where you keep it.
[02:20:24.157 --> 02:20:27.920]  We'll also never store your credit card information and email address on a computer.
[02:20:28.180 --> 02:20:30.221]  Your email address will never be shared or sold.
[02:20:30.481 --> 02:20:32.423]  We'll never limit the number of boxes you can purchase.
[02:20:32.643 --> 02:20:36.045]  We'll never use outside packers or use relabeled food from another company.
[02:20:36.485 --> 02:20:44.689]  Our meals are naturally high in fiber, carbs and protein and everything is packed with oxygen absorbers and mylar pouches under our direct supervision at our plant in Oregon.
[02:20:44.949 --> 02:20:51.533]  Oregon Trail Foods and 30dayfoodsupply.com keep prices low by buying directly from their producers in Oregon and then passing the savings on to you.
[02:20:51.833 --> 02:20:55.195]  Call 800-700-2184 and purchase our 30-day, 90-serving emergency food supply for only $99 and $10 ships your entire order to lower 48.
[02:20:55.235 --> 02:20:55.735]  Visit our website
[02:21:01.598 --> 02:21:03.039]  Visit our website 30dayfoodsupply.com or call 800-700-2184.
[02:21:03.079 --> 02:21:03.779]  That's 30dayfoodsupply.com at 800-700-2184.
[02:21:09.724 --> 02:21:13.647]  Communist China freely allows the sale of bulletproof armor plates, while our U.S.
[02:21:13.687 --> 02:21:16.608]  politicians argue from banning Americans from owning body armor.
[02:21:16.769 --> 02:21:18.089]  Does that sound right to you?
[02:21:18.310 --> 02:21:21.231]  Arm your American body at InfidelBodyArmor.com.
[02:21:21.572 --> 02:21:24.133]  Infidel Body Armor just won't quit.
[02:21:24.153 --> 02:21:26.755]  Hi, Ted Anderson with Midas Resources.
[02:21:26.995 --> 02:21:31.438]  Is it time to convert paper 401ks and IRAs to solid gold and silver yet?
[02:21:31.618 --> 02:21:33.159]  Get our 10 Reasons book free.
[02:21:33.359 --> 02:21:33.619]  Call 800-686-2237.
[02:21:33.659 --> 02:21:33.839]  That's 800-686-2237.
[02:21:39.844 --> 02:21:40.624]  This is Dan Pilla.
[02:21:40.644 --> 02:21:42.145]  Do you owe the IRS money you can't pay?
[02:21:42.445 --> 02:21:43.726]  Are tax debts crippling you?
[02:21:44.086 --> 02:21:46.427]  I've defended people from the IRS for over 30 years.
[02:21:46.927 --> 02:21:48.768]  I've helped thousands and I can help you too.
[02:21:49.208 --> 02:21:53.250]  I wrote the book on IRS settlement and I'm telling you, there's no such thing as a hopeless case.
[02:21:53.730 --> 02:21:57.432]  Call 800-34-NO-TAX to finally get free of IRS debt.
[02:21:57.672 --> 02:22:01.114]  With the IRS's new programs, there's never been a better time to solve your problem.
[02:22:01.434 --> 02:22:01.834]  Call 800-34-NO-TAX.
[02:22:01.854 --> 02:22:03.495]  That's 800-34-NO-TAX or my website, danpilla.com.
[02:22:09.150 --> 02:22:21.698]  Atmospheric aluminum, mercury exposure, estrogen toxins from plastics, microwaves from cell phones and smart meters, and low-quality foods all combine to create conditions for the very high incidence of disease in our society.
[02:22:22.018 --> 02:22:30.403]  Now more than ever, we all need to be consuming those foods and herbs that epigenetically signal the cells of our body to produce energy, create proteins, and detoxify.
[02:22:30.543 --> 02:22:36.146]  When we properly support our bodies, then even in these toxic times we can promote and achieve excellent health.
[02:22:36.547 --> 02:22:38.848]  One World Way is the first energetically encoded
[02:22:39.028 --> 02:22:39.288]  I think so.
[02:23:09.022 --> 02:23:14.706]  It's time to build your own emergency food stockpile with the industry leader, MyPatriotSupply.
