[00:00:01.749 --> 00:00:02.911]  Well, it is surreal.
[02:37:52.014 --> 02:37:55.316]  Shutting off the power plants, bringing in Obamacare, trying to raise taxes.
[02:37:55.716 --> 02:37:57.837]  That will blow the economy!
[02:37:59.878 --> 02:38:03.179]  And I always run into business guys, they go, Rich people like money!
[02:38:03.519 --> 02:38:05.120]  They want a good economy!
[02:38:05.380 --> 02:38:10.643]  Federal Reserve, I made 50 million dollars on restaurants and car dealerships, Alex!
[02:38:11.003 --> 02:38:17.826]  I like your show, but, you know, I go have dinner with senators and stuff, they don't want to hurt anything!
[02:38:18.947 --> 02:38:19.327]  Literally.
[02:38:20.165 --> 02:38:26.016]  And you're sitting there talking to them, and I go, well the real rich, the ultra elite, let me show you their own white papers.
[02:38:26.376 --> 02:38:32.287]  They want a controlled economy shut down so they can buy everything up and consolidate control.
[02:38:34.312 --> 02:38:37.534]  When they raise taxes on everybody else, they write the laws that exempt themselves.
[02:38:38.054 --> 02:38:38.794]  Well, that's true.
[02:38:38.874 --> 02:38:40.355]  I know a lot of you get that done.
[02:38:40.375 --> 02:38:42.656]  In fact, I even worked on some of that myself.
[02:38:42.856 --> 02:38:43.877]  Well, then you do know.
[02:38:44.337 --> 02:38:46.158]  Stop acting like there isn't a war.
[02:38:46.398 --> 02:38:48.159]  Stop acting like you're not under attack.
[02:38:48.399 --> 02:38:49.360]  Stop acting like it.
[02:38:49.520 --> 02:38:50.560]  Or go join the enemy!
[02:38:52.141 --> 02:38:58.905]  Just either join the enemy and fight me, or stop saying it isn't happening.
[02:39:00.385 --> 02:39:01.506]  I respect the enemy.
[02:39:02.921 --> 02:39:05.202]  I don't like them and I hate their guts, but I respect them.
[02:39:06.062 --> 02:39:12.423]  All you people out there that think you can sit on the sidelines for your whole life and deny any of this is going on, I have had it with you!
[02:39:12.443 --> 02:39:19.625]  And I put the call out just into cyberspace, hey, if you want to fight tyranny, now's the time to come on the show.
[02:39:21.165 --> 02:39:22.245]  Now's the time to be counted.
[02:39:22.345 --> 02:39:23.386]  Now's the time to be heard from.
[02:39:27.407 --> 02:39:28.687]  Talked to Cy Hirst during the break.
[02:39:30.086 --> 02:39:31.246]  I said, you gotta come back on.
[02:39:31.266 --> 02:39:32.147]  You don't want to get your info out.
[02:39:32.167 --> 02:39:35.287]  And he goes, he goes, no, I'm going to come back.
[02:39:35.487 --> 02:39:38.448]  My old lady wants me to get over here right now, but we're going, it's a day off.
[02:39:38.468 --> 02:39:39.268]  We're going out to do something.
[02:39:39.288 --> 02:39:46.070]  But he goes, I know you got a lot of juice with what you're doing.
[02:39:46.130 --> 02:39:47.110]  Have a great new year.
[02:39:48.470 --> 02:39:49.010]  Cy Hirsch.
[02:39:49.030 --> 02:39:51.271]  Hey, Nico, this wasn't secret.
[02:39:51.311 --> 02:39:53.091]  I was just saying, I'm not going to make the claim that I'd be backing up.
[02:39:53.392 --> 02:39:55.172]  Control room did not say that was pretty cool, huh?
[02:39:56.860 --> 02:39:57.980]  I can confirm he did say that.
[02:39:59.081 --> 02:40:01.301]  Maybe not in exactly that tone, but yeah, he did say that.
[02:40:01.321 --> 02:40:02.522]  Well, it has like a New York accent.
[02:40:02.542 --> 02:40:03.322]  I can't do it perfectly.
[02:40:03.562 --> 02:40:05.522]  Alright, more like, I know you got a lot of juice.
[02:40:05.582 --> 02:40:07.063]  I mean, he does kind of have a cool voice.
[02:40:07.283 --> 02:40:08.363]  Okay, well then you do the imitation.
[02:40:08.383 --> 02:40:09.123]  What's the voice sound like?
[02:40:10.584 --> 02:40:11.724]  I couldn't do better than you.
[02:40:11.744 --> 02:40:13.825]  It kind of sounds, exactly.
[02:40:13.885 --> 02:40:14.445]  I can't do it.
[02:40:14.545 --> 02:40:15.585]  Inside Hersh's voice.
[02:40:16.285 --> 02:40:17.706]  And it's not about Alex Jones.
[02:40:17.766 --> 02:40:18.546]  Woo, I'm big.
[02:40:18.566 --> 02:40:19.826]  Inside Hersh's on my show, you know.
[02:40:21.387 --> 02:40:22.487]  Confirming what we're saying.
[02:40:23.999 --> 02:40:25.621]  It's like Gallo's humor, folks.
[02:40:25.702 --> 02:40:28.245]  It's not fun to have a thousand newspapers attack you.
[02:40:29.046 --> 02:40:30.568]  And again, we've become the story.
[02:40:31.029 --> 02:40:32.591]  I never wanted to be Gonzo Journalism.
[02:40:33.933 --> 02:40:36.316]  But other people didn't stand up to this level.
[02:40:37.979 --> 02:40:39.341]  And I gotta give credit where credit's due.
[02:40:40.950 --> 02:40:48.295]  We would have grown fast, not this fast, but we were on that trajectory 13, 14 years ago when George Norrie, Coast to Coast AM, had me on.
[02:40:48.816 --> 02:40:50.937]  People would say, oh, well, that's a show that covers all this kooky stuff.
[02:40:50.957 --> 02:40:55.280]  Well, he took it in the direction where it was 90% goofy stuff to, you know, 30% goofy stuff.
[02:40:55.320 --> 02:40:56.201]  The guy's a great patriot.
[02:40:57.022 --> 02:40:58.603]  Veteran himself, really smart guy.
[02:40:59.544 --> 02:41:00.624]  And that helped the show a lot.
[02:41:00.824 --> 02:41:05.428]  And Matt Drudge, you know, helping link to our stories.
[02:41:07.506 --> 02:41:11.148]  I guess the judge has been looking at us for 10 years or more, but more intensely lately.
[02:41:12.209 --> 02:41:15.991]  And it's because he's on a journey getting more sophisticated and awake.
[02:41:16.191 --> 02:41:18.933]  I'm way more awake than I was 10 years ago.
[02:41:19.073 --> 02:41:28.358]  Trump, I mean, let me tell you, if Trump isn't sincere behind the scenes, then I've been fooled.
[02:41:30.279 --> 02:41:31.320]  And I don't get fooled a lot.
[02:41:32.361 --> 02:41:34.582]  I think Trump could be dangerous for the wrong advisors.
[02:41:34.662 --> 02:41:35.883]  I think Trump is a wild man.
[02:41:37.437 --> 02:41:41.479]  Trump is definitely his own person, and Trump does not like watching this country get messed up.
[02:41:41.819 --> 02:41:44.121]  He kind of thinks of it as, you know, part of himself.
[02:41:45.241 --> 02:41:46.122]  It's loyalty.
[02:41:46.682 --> 02:41:52.865]  And a lot of these sociopaths, people go, oh, you're loyal to the country, you're loyal to rules, you're just weak because you're loyal.
[02:41:53.165 --> 02:41:53.385]  No!
[02:41:53.845 --> 02:41:58.788]  Loyalty is an ingrained genetic trait to not live in squalor.
[02:42:00.289 --> 02:42:04.491]  You people think you're smart because you lie all the time, or you're smart because you're not loyal?
[02:42:05.632 --> 02:42:08.115]  You don't even get to experience what real life's all about.
[02:42:11.718 --> 02:42:13.480]  And that's why the globalists are destined to fail.
[02:42:13.520 --> 02:42:14.401]  They are disloyal.
[02:42:14.902 --> 02:42:22.009]  They're pretty loyal to their own top group, but I mean, you can't be disloyal to humanity long term and not get screwed over by it.
[02:42:22.529 --> 02:42:27.835]  And so I got stacks of news here, but I mean, so much of this is metaphysical.
[02:42:30.233 --> 02:42:32.655]  I mean, I can get John Harmon on the air right now.
[02:42:32.715 --> 02:42:34.076]  John, I don't know if you're going to remember this.
[02:42:34.096 --> 02:42:35.998]  You remembered it the last time I asked you about it five years ago.
[02:42:36.018 --> 02:42:37.860]  It was like ten years ago, nine years ago.
[02:42:38.320 --> 02:42:40.382]  The head of the Kissinger Group, Rothkopf's son.
[02:42:40.402 --> 02:42:41.603]  He's written the book, Superclass.
[02:42:43.484 --> 02:42:46.907]  I'm chilling into him, and during a break, and John's listening during the break.
[02:42:48.389 --> 02:42:50.550]  John's up in Minnesota, but we have double backup.
[02:42:50.570 --> 02:42:52.912]  I just thought I'd like to run the show.
[02:42:54.093 --> 02:42:56.716]  And he was running the show that day.
[02:42:59.144 --> 02:43:03.568]  And I come on and I go, do you think I'm Alex S. Jones, the Shorenstein Center, the New York Times family?
[02:43:03.588 --> 02:43:07.492]  Because why are you coming on and telling me how global government's good and world government's great and all this stuff?
[02:43:07.512 --> 02:43:09.834]  And he goes, no, I know you're Alex Jones of Infowars.
[02:43:10.234 --> 02:43:15.339]  I thought if I was nice to you, you might want to work with us and be part of this because you're part of the superclass and you could join us.
[02:43:16.080 --> 02:43:23.227]  Of course, I've been given these speeches by Fortune 500 heads and, you know, people years ago, but he was doing it on a live line.
[02:43:26.144 --> 02:43:28.345]  And then he came back another break and he goes, listen, there's no point in this.
[02:43:28.365 --> 02:43:29.645]  I can see you're not going to blah, blah, blah.
[02:43:29.945 --> 02:43:34.727]  But I mean, they were ready, folks, to basically say, why don't you come on up to the Council on Foreign Relations in New York City?
[02:43:34.967 --> 02:43:40.369]  And I could go in and, you know, I guess Richard Haass might come in and I could have lunch.
[02:43:40.429 --> 02:43:44.290]  And then, oh, you know, if I really kissed their butt for a few years, I could have dinner with Henry Kissinger.
[02:43:45.752 --> 02:43:46.932]  What does that do?
[02:43:47.312 --> 02:43:48.933]  I want to promote freedom.
[02:43:49.833 --> 02:43:57.315]  I don't want to be accepted by a dying dinosaur group that hijacked America and then thinks it made America.
[02:43:57.675 --> 02:43:59.375]  You didn't make America.
[02:44:01.115 --> 02:44:02.416]  You didn't build this country.
[02:44:03.236 --> 02:44:04.156]  You're not invincible.
[02:44:04.476 --> 02:44:05.837]  You don't control reality.
[02:44:06.057 --> 02:44:07.297]  You're not history's actors.
[02:44:07.577 --> 02:44:07.957]  Got it?
[02:44:09.417 --> 02:44:11.678]  What you're going to do is start nuclear war with the Russians.
[02:44:12.699 --> 02:44:15.901]  Why would you want to overthrow Assad when he was already westernizing?
[02:44:16.181 --> 02:44:19.443]  Why would you overthrow Gaddafi when he invested all his money with you and you set him up?
[02:44:21.585 --> 02:44:24.447]  Because you don't want anybody influenced in Africa you don't control.
[02:44:25.127 --> 02:44:28.610]  You want that place in squalor and falling apart so you can buy everything up cheap.
[02:44:30.431 --> 02:44:31.611]  I just don't like that attitude.
[02:44:31.832 --> 02:44:33.713]  It's a looting, evil attitude.
[02:44:35.950 --> 02:44:37.451]  And I'm not some bleeding heart liberal.
[02:44:37.491 --> 02:44:41.252]  If somebody pushes American interest around, someone wants to mess with us, I'm like Thomas Jefferson.
[02:44:41.552 --> 02:44:42.973]  Send in the Marines and kill everybody.
[02:44:46.314 --> 02:44:47.695]  But we don't start fights.
[02:44:48.575 --> 02:44:51.276]  And we don't pull false flags and claim somebody else started it.
[02:44:51.816 --> 02:44:54.337]  Bullying a bunch of Iraqis is not what I stand for.
[02:44:55.718 --> 02:44:58.259]  And the real warriors that defend this country are sick of it.
[02:44:58.279 --> 02:44:59.500]  They feel bad about what's happened.
[02:44:59.520 --> 02:45:00.260]  They know the truth now.
[02:45:01.564 --> 02:45:09.448]  And I know I'm communicating directly with the criminals in the government right now, like I'm a cop with a bullhorn outside, you know, the house you got hostages.
[02:45:09.468 --> 02:45:14.750]  You're holding America and the world hostage, and I'm out here in the patrol car behind the door going, you'll never get away with it.
[02:45:15.750 --> 02:45:17.611]  Everybody's starting to realize what you've done.
[02:45:18.251 --> 02:45:21.813]  The best thing you can do is just stop now before you and others get hurt.
[02:45:27.356 --> 02:45:28.336]  It's a total con game.
[02:45:30.219 --> 02:45:32.880]  These people shouldn't be in control.
[02:45:35.162 --> 02:45:37.503]  We can make mistakes 100 years ago, folks, 50 years ago.
[02:45:37.523 --> 02:45:38.764]  We can't do it with the weapons now.
[02:45:39.624 --> 02:45:40.825]  It just has to stop.
[02:45:42.606 --> 02:45:47.188]  And all these billionaires trying to get to Mars to think the Earth's going to get blown up, does that give you confidence?
[02:45:48.829 --> 02:45:53.152]  And they write all these white papers and articles about, yeah, we've decided to kill everybody, trying to warn you!
[02:45:54.667 --> 02:45:56.188]  Bill Joy and countless other papers.
[02:45:56.828 --> 02:46:03.571]  Yeah, I went to a conference of 200 top tech owners and the consensus was we're not going to just let everybody play video games and virtual reality.
[02:46:03.591 --> 02:46:06.813]  They're going to build a system and then kind of phase humans out.
[02:46:10.915 --> 02:46:12.235]  I think you might want to know about this.
[02:46:12.815 --> 02:46:15.637]  I mean, again, and then they can get writers.
[02:46:16.937 --> 02:46:28.280]  At the Texas Tribune, and the Austin American Statesman locally, and the Austin Chronicle, and nationally, every paper there is, to just write articles attacking me, when all I want is to not blow the planet up!
