[00:00:00.392 --> 00:00:01.220]  Let's show.
[01:59:11.333 --> 01:59:15.934]  Methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
[01:59:16.114 --> 01:59:19.456]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed.
[01:59:19.696 --> 01:59:21.276]  No needles, no injections.
[01:59:21.656 --> 01:59:26.798]  Secure your revolutionary Secret 12 formula right now at InfoWarsLife.com or call 888-253-3139.
[01:59:29.759 --> 01:59:32.961]  When cells become toxic, they die early and aging sets in.
[01:59:33.281 --> 01:59:41.285]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[01:59:41.525 --> 01:59:46.547]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[01:59:46.947 --> 01:59:49.229]  You want the best that's out there at the lowest price anywhere?
[01:59:49.469 --> 01:59:51.270]  We now have the synergistic solution.
[01:59:51.570 --> 01:59:55.772]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[02:00:02.593 --> 02:00:05.208]  You're listening to The Alex Jones Show.
[02:00:16.072 --> 02:00:16.692]  Big Brother.
[02:00:17.373 --> 02:00:18.394]  Mainstream media.
[02:00:19.154 --> 02:00:20.215]  Government cover-ups.
[02:00:20.916 --> 02:00:21.716]  You want answers?
[02:00:22.497 --> 02:00:23.418]  Well, so does he.
[02:00:24.038 --> 02:00:27.661]  He's Alex Jones on the GCN Radio Network.
[02:00:28.221 --> 02:00:32.344]  And now, live from Austin, Texas, Alex Jones.
[02:00:41.351 --> 02:00:43.413]  So, the mayor of Kansas City
[02:00:45.470 --> 02:00:49.071]  ...came out and celebrated the fact that the city is majority-minority.
[02:00:49.931 --> 02:00:55.612]  It's celebrated everywhere that whites are about to be the minority, right as the left energizes minorities with racial hatred.
[02:00:57.612 --> 02:01:03.414]  And the most popular name in London, or in England, period, is now Mohammed, because Europeans don't have children.
[02:01:04.774 --> 02:01:09.275]  And then the liberals go, please sexually mutilate me, put a bag on my head, radical Muslims, I love you, basically.
[02:01:09.635 --> 02:01:10.515]  Don't criticize it.
[02:01:11.781 --> 02:01:15.242]  You know, it's an honor to be shot by a radical Islamicist and Alex Jones is evil.
[02:01:17.083 --> 02:01:19.484]  People want to be poor in a collapsed society.
[02:01:19.884 --> 02:01:23.265]  Because they've had it good so long, they just lust to destroy themselves.
[02:01:23.905 --> 02:01:24.806]  It's self-destructiveness.
[02:01:24.826 --> 02:01:26.546]  Okay, Garrett, I gotta get to other callers.
[02:01:26.566 --> 02:01:27.727]  Finish your other points real quick.
[02:01:27.987 --> 02:01:28.847]  You had one about Iran.
[02:01:30.028 --> 02:01:30.788]  Okay, okay.
[02:01:30.808 --> 02:01:36.250]  So, Iran, it seems to me that basically he made that deal just to kind of put on paper
[02:01:37.486 --> 02:01:44.029]  Hey, if you do this, then we have the excuse to attack, and that's going to give Israel the excuse to attack Iran.
[02:01:44.609 --> 02:01:47.110]  He knows they're going to create nuclear weapons.
[02:01:47.470 --> 02:01:55.573]  He knows that they probably already have a few, if not more than that, that this is going to be the, hey, if you do this, this gives us the excuse to attack in a moral high ground for the world.
[02:01:55.993 --> 02:02:04.876]  Now, crossing over, it seems that they're escalating, not in force, into the American people that you normally see in movies that concern things like this.
[02:02:05.436 --> 02:02:10.219]  But it seems to me that they're forcing more and escalating more in the propaganda aspect.
[02:02:10.279 --> 02:02:11.880]  That's why it's getting so crazy.
[02:02:12.180 --> 02:02:20.125]  Just keep us paranoid and keep us going crazy over it and fighting with the propaganda, while in the meantime the economy is going to implode.
[02:02:20.446 --> 02:02:28.591]  They're using all the stuff in the Middle East to confine that region, to get rid of anybody who could have been a threat, any of the dictators over there that could have actually fought back.
[02:02:29.111 --> 02:02:32.453]  Then they're going to put them all in the central banking system, unionize that area.
[02:02:32.813 --> 02:02:35.554]  That's why they're imploding the EU, and it's all tied together.
[02:02:35.594 --> 02:02:36.294]  I'll let you get to that.
[02:02:36.314 --> 02:02:38.115]  Sure, they're going to merge the Middle East with the EU.
[02:02:38.155 --> 02:02:39.076]  Yeah, that's part of the plan.
[02:02:39.096 --> 02:02:40.336]  Good points, Garrett.
[02:02:40.356 --> 02:02:41.016]  Good to hear from you.
[02:02:41.517 --> 02:02:43.618]  Dion in Illinois, you're on the air.
[02:02:43.678 --> 02:02:44.078]  Go ahead.
[02:02:44.098 --> 02:02:47.039]  Hey, Alex.
[02:02:47.159 --> 02:02:49.200]  Have you read the book, A Day of Wrath?
[02:02:49.960 --> 02:02:50.161]  No.
[02:02:51.841 --> 02:02:57.684]  It's a book about coordinated ISIS attacks in the United States that occur in
[02:02:58.411 --> 02:03:01.192]  American highways and American schools.
[02:03:01.212 --> 02:03:02.873]  Well, why are you being racist against it?
[02:03:02.913 --> 02:03:06.374]  It's the sacrament of holy liberalness to have a radical Muslim blow your head off.
[02:03:07.174 --> 02:03:07.695]  Are you white?
[02:03:07.735 --> 02:03:08.255]  You deserve it.
[02:03:11.256 --> 02:03:18.879]  Well, I'm concerned because of what happened in Tennessee, so I'm thinking this might be a beacon for a coordinated attack.
[02:03:20.010 --> 02:03:23.492]  Like in schools or highways, there's going to be a big one coming.
[02:03:23.512 --> 02:03:25.833]  Well yeah, George Soros is trying to finance a race war.
[02:03:26.154 --> 02:03:26.694]  Absolutely.
[02:03:26.714 --> 02:03:30.276]  Versus being sarcastic, you know, saying anybody deserves it.
[02:03:30.296 --> 02:03:31.277]  It's just totally sick.
[02:03:31.657 --> 02:03:35.939]  I mean, are you seeing the left today paper over this and say it wasn't terrorism?
[02:03:35.979 --> 02:03:38.621]  I mean, it's just, they're just completely sick.
[02:03:39.701 --> 02:03:45.985]  Yeah, the local newspaper, by me, they're calling it a gunman, when we know it was domestic terrorism.
[02:03:47.899 --> 02:03:52.142]  And they are setting up a domestic terrorism outfit, but that's only for patriots.
[02:03:56.504 --> 02:03:57.465]  I agree with you, Alex.
[02:03:58.125 --> 02:04:00.987]  They're not labeling the terrorists as domestic terrorists.
[02:04:01.007 --> 02:04:03.608]  They're labeling the patriots as domestic terrorists.
[02:04:03.648 --> 02:04:04.349]  That's the plan.
[02:04:04.629 --> 02:04:05.710]  Dion, good to hear from you.
[02:04:06.130 --> 02:04:07.050]  Steve, you're on the air.
[02:04:07.090 --> 02:04:07.471]  Go ahead.
[02:04:07.491 --> 02:04:09.832]  Hello?
[02:04:10.232 --> 02:04:10.573]  Yes, sir.
[02:04:10.593 --> 02:04:10.953]  Go ahead.
[02:04:12.294 --> 02:04:12.894]  Oh, okay.
[02:04:13.294 --> 02:04:14.375]  You said there was another, Steve.
[02:04:14.415 --> 02:04:15.836]  Yeah, good afternoon, Alex.
[02:04:17.656 --> 02:04:23.781]  I called in to talk about war, which you were talking about yesterday, and specifically psychological warfare.
[02:04:23.841 --> 02:04:33.689]  But before that, I just want to say I think I've come up with a perfect solution to your dilemma with being demonized by the media and always attacked and misrepresented.
[02:04:34.349 --> 02:04:35.570]  And you were talking about banning.
[02:04:35.590 --> 02:04:46.919]  Well, I suggest that we ban the name Alex Jones and change your name to what they want it to be, which is Alexa and Matrix Jonestown.
[02:04:47.902 --> 02:04:49.803]  That way you'll fall right in line with them.
[02:04:50.703 --> 02:04:55.245]  You know, they say you're promoting false information and... Tell you what, stay there.
[02:04:55.265 --> 02:04:57.126]  Yeah, no, I mean, I could have an alternate character.
[02:04:57.146 --> 02:05:01.148]  I could be Alexis, uh, Jones, like the other guys.
[02:05:01.428 --> 02:05:05.129]  Queenie, Jenner, or whatever her name is, it's name is.
[02:05:06.130 --> 02:05:07.210]  Uh, and then I could do that.
[02:05:07.250 --> 02:05:07.751]  No, I could...
[02:05:10.091 --> 02:05:12.854]  In the wake of the Chattanooga shooting, here's what we now know.
[02:05:13.114 --> 02:05:19.720]  The gunman, Muhammad Youssef Abdul Ziz, blatantly disregarded the no firearms sticker placed on the front of the recruitment office.
[02:05:19.960 --> 02:05:20.681]  That's right, people.
[02:05:21.021 --> 02:05:24.464]  He knew where to go and where to find unarmed victims.
[02:05:24.985 --> 02:05:33.913]  Second, it's now come out that he's made numerous trips to the Middle East, and his father was even being investigated by the FBI for possible ties to foreign terrorist organizations.
[02:05:34.213 --> 02:05:44.315]  This harkens back to the Boston bombing where the FBI had investigated and even interviewed one of the bombers and his mother but then claimed not to know who he was when they showed pictures at a press conference.
[02:05:44.735 --> 02:05:51.557]  Third, our own president took time to issue a tweet wishing people a happy Ramadan and this is after the shootings took place.
[02:05:51.817 --> 02:05:57.958]  It was only after he lectured us on respecting the Muslim faith that he actually took time to issue a statement on the four dead Marines.
[02:05:58.298 --> 02:06:01.979]  Twitter was in an uproar over this action and you can read the tweets in the article
[02:06:02.259 --> 02:06:05.420]  Obama honors Islam before dead marine killed by Islamic terrorist.
[02:06:05.780 --> 02:06:06.800]  Americans furious.
[02:06:07.180 --> 02:06:09.281]  Rob Dew reporting for InfoWars Nightly News.
[02:06:09.981 --> 02:06:16.902]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[02:06:17.183 --> 02:06:26.565]  At InfoWars Life, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[02:06:26.865 --> 02:06:31.786]  Now, InfoWarsLife.com has taken colloidal silver to the next level using a cutting-edge technique
[02:06:31.906 --> 02:06:33.748]  that is free of toxic artificial additives.
[02:06:34.228 --> 02:06:41.674]  Infowarslife.com developed Silver Bullet by closely working with one of the top silver manufacturing labs in the United States.
[02:06:42.055 --> 02:06:45.377]  We set out to bring you the very best at the lowest price.
[02:06:45.738 --> 02:06:50.482]  Find out more about the proprietary development of Silver Bullet at Infowarslife.com.
[02:06:50.702 --> 02:06:54.765]  In these times, it's essential to have high-quality, loyal silver on hand.
[02:06:55.125 --> 02:06:57.928]  No survival chest is complete without Silver Bullet.
[02:06:58.168 --> 02:06:59.209]  Exclusively available
[02:06:59.389 --> 02:07:01.171]  at Infowarslife.com.
[02:07:01.251 --> 02:07:05.596]  Secure your Silver Bullet today at Infowarslife.com or by calling toll free 888-253-3139.
[02:07:09.485 --> 02:07:10.385]  Hey, how you doing, Alex?
[02:07:10.425 --> 02:07:10.846]  Good, brother.
[02:07:11.006 --> 02:07:12.787]  Just recently started using your products.
[02:07:12.947 --> 02:07:14.488]  Everything you said about them is correct.
[02:07:14.668 --> 02:07:18.710]  Me and my wife both use a lot of them, and it's made a lot of changes in our lives here.
[02:07:18.730 --> 02:07:21.271]  Well, thank you, brother, because it also funds our operation.
[02:07:21.311 --> 02:07:23.552]  But doing that, I know I've got to have the highest quality.
[02:07:23.752 --> 02:07:31.596]  Super Mill Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[02:07:31.796 --> 02:07:35.018]  We do the super male and the super female vitality.
[02:07:35.158 --> 02:07:36.658]  Big changes, a lot of energy.
[02:07:36.678 --> 02:07:41.100]  We've gotten off of the cheap energy drinks, energy shots, saving a ton of money there.
[02:07:41.380 --> 02:07:47.423]  Sourced from powerful organic herbs harvested around the planet and then concentrated around
[02:07:47.643 --> 02:07:49.044]  Maximum potency.
