[00:00:00.710 --> 00:00:03.715]  ...already is deeply concerned.
[02:10:43.653 --> 02:10:57.860]  In the globalist corner, Hillary Clinton weighing 200 pounds, sniveling crime boss represents pedophiles, burn off the Watergate Committee for fabricating evidence, robbing thousands of old people of their homes in Whitewater, cattle futures, murders, Dixie Mafia,
[02:10:58.360 --> 02:11:01.182]  Put into office by the KKK!
[02:11:01.182 --> 02:11:03.183]  Yes, and that was just getting started.
[02:11:03.183 --> 02:11:07.225]  By the time she hit Washington, there was mass murder, death, wars, corruption.
[02:11:07.225 --> 02:11:12.047]  She even got rid of Glass-Steagall and created the debt bubble.
[02:11:12.047 --> 02:11:12.828]  The derivatives.
[02:11:12.828 --> 02:11:14.089]  It goes on and on.
[02:11:14.089 --> 02:11:15.689]  Bombing aspirin factories.
[02:11:15.689 --> 02:11:17.410]  Half a million dead Iraqi children.
[02:11:17.410 --> 02:11:20.572]  Intensifying the illegal sanctions.
[02:11:20.572 --> 02:11:22.073]  And we're only up to 1996.
[02:11:22.073 --> 02:11:23.234]  We better stop right there.
[02:11:23.234 --> 02:11:25.495]  Because we only have Gerald Flint until about
[02:11:26.411 --> 02:11:27.052]  We're good to go.
[02:11:41.855 --> 02:11:43.697]  Hotter than a flame in coal.
[02:11:43.697 --> 02:11:44.538]  It's a great time to be alive.
[02:11:44.538 --> 02:11:46.941]  Now, speaking of liberty, it's hard to fund this operation.
[02:11:46.941 --> 02:11:47.982]  I didn't even plug last hour.
[02:11:47.982 --> 02:11:54.770]  I should tell you, we have a absolutely biggest sale ever going right now for Defend the Republic special running through tomorrow.
[02:11:54.770 --> 02:11:57.833]  Free shipping store-wide, InfoWarsStore.com.
[02:11:57.833 --> 02:11:59.855]  InfoWarsLife.com takes you right to the supplement area.
[02:12:01.199 --> 02:12:04.380]  30 to 40% off everything that's in the supplement area.
[02:12:04.380 --> 02:12:06.501]  Everything else is 30% off, except for apparel.
[02:12:06.501 --> 02:12:09.722]  That's 50% off all the come and take it, Moulin Lambe stuff.
[02:12:09.722 --> 02:12:13.184]  And we need to fund our operation, because we're real good at giant audiences.
[02:12:13.184 --> 02:12:14.844]  We're not good at money.
[02:12:14.844 --> 02:12:21.127]  I've had top people in here, folks that have been the tops of major networks, and they say, listen, you should be making $2 billion a year with this audience.
[02:12:21.727 --> 02:12:26.352]  Well, we're not making a fraction of that, because it's all corporate.
[02:12:26.352 --> 02:12:27.854]  They prop up the media.
[02:12:27.854 --> 02:12:28.535]  They prop it up.
[02:12:28.535 --> 02:12:29.055]  They fund it.
[02:12:29.055 --> 02:12:31.238]  CNN spends, you know, $100 million a year.
[02:12:31.238 --> 02:12:33.680]  MSNBC, you know, $80-something million to run themselves.
[02:12:33.680 --> 02:12:34.501]  It's all a joke.
[02:12:34.501 --> 02:12:35.923]  Then they lose as much money.
[02:12:35.923 --> 02:12:36.584]  We don't do that.
[02:12:36.584 --> 02:12:37.945]  We're in the free market.
[02:12:37.945 --> 02:12:40.008]  So the money we get funds us.
[02:12:40.008 --> 02:12:42.550]  So we sell really great products, and then it funds the operation.
[02:12:43.407 --> 02:12:53.415]  But, 18 million people, as of show time, in the last 24 hours, just on video streams, separate from our regular audience, it took me 20-something years to get 4 or 5 million people a day to tune in.
[02:12:53.415 --> 02:12:55.817]  Folks, we just, and I know it's the election, but it's not going away after.
[02:12:55.817 --> 02:12:58.700]  The mainstream media has destroyed themselves.
[02:12:58.700 --> 02:13:04.224]  DrudgeReport.com, what Gerald Salente is doing, TrendsJournal.com, all of it are exploding.
[02:13:04.224 --> 02:13:06.206]  They're dropping, even in the midst of the election.
[02:13:06.206 --> 02:13:07.847]  They're going down, we're going up.
[02:13:07.847 --> 02:13:09.949]  They have discredited themselves.
[02:13:09.949 --> 02:13:10.850]  They've blown themselves up.
[02:13:10.850 --> 02:13:12.191]  We're going to Salente in a moment, but first,
[02:13:13.329 --> 02:13:24.573]  This was a little bit behind, because a lot of big companies had to get involved, a lot of tech people, because it was very, let's just say, exploratory, cutting edge.
[02:13:24.573 --> 02:13:25.733]  It works really good.
[02:13:25.733 --> 02:13:27.174]  The bugs are worked out of it.
[02:13:27.174 --> 02:13:31.455]  We have the free app, InfoWars.com forward slash app on Droid and iPhone.
[02:13:31.455 --> 02:13:33.396]  It's got video feeds, audio feeds, text feeds.
[02:13:33.396 --> 02:13:35.956]  People said, well, this app's cool, but he said it's revolutionary.
[02:13:35.956 --> 02:13:36.657]  No, it's revolutionary.
[02:13:36.657 --> 02:13:37.997]  It's the paid app, $4.95 a month.
[02:13:37.997 --> 02:13:40.618]  We've got to pay for it, because we're going to do upgrades as well.
[02:13:42.403 --> 02:13:47.667]  Myself and all the reporters are going to have raw feeds, live feeds, special reports, special events.
[02:13:47.667 --> 02:13:52.931]  All my reporters, and I'm going to start giving the code, I'm telling you now why I'm on here, to people like Gerald Salente.
[02:13:52.931 --> 02:13:54.813]  He can put whatever he wants on it.
[02:13:54.813 --> 02:13:57.355]  People I trust, auxiliary reporters, contributors.
[02:13:57.355 --> 02:14:00.417]  It's like its own YouTube, folks, on our servers.
[02:14:00.417 --> 02:14:01.098]  And we're building them.
[02:14:01.098 --> 02:14:02.459]  It's going to cost money.
[02:14:02.459 --> 02:14:05.221]  That's what the charge is for, is to pay for the bandwidth.
[02:14:05.221 --> 02:14:10.646]  Because we estimate it's going to cost hundreds of thousands of dollars a month, even though we get bandwidth from the same folks Google do.
[02:14:11.667 --> 02:14:14.689]  Still, I'm paying $200,000 to $300,000 a month in bandwidth.
[02:14:14.689 --> 02:14:16.931]  Now, this is probably going to cost more.
[02:14:16.931 --> 02:14:21.535]  So, you're paying for it to get the bandwidth, baby, not what's in it.
[02:14:21.535 --> 02:14:24.077]  I mean, we can shoot videos all day.
[02:14:24.077 --> 02:14:24.817]  That's not expensive.
[02:14:24.817 --> 02:14:26.298]  That's just overhead to the crew.
[02:14:26.298 --> 02:14:27.959]  But it's going to be groundbreaking.
[02:14:27.959 --> 02:14:30.421]  We're going to use this to feed other sites.
[02:14:30.421 --> 02:14:32.863]  PrisonPlanet.tv, YouTube, you name it.
[02:14:32.863 --> 02:14:36.066]  So, if you've been supporters, now is the time to really come in.
[02:14:36.066 --> 02:14:36.546]  $4.95 a month.
[02:14:38.391 --> 02:14:39.993]  Uh, it's the same price we get it for a year.
[02:14:39.993 --> 02:14:41.174]  It comes to like 40-something bucks.
[02:14:41.174 --> 02:14:47.119]  That's half off out of the gates, because I just want millions of people to get the app.
[02:14:47.119 --> 02:14:47.719]  Millions.
[02:14:47.719 --> 02:14:49.641]  Two million have gotten the other free app.
[02:14:49.641 --> 02:14:52.584]  Only $400,000 in the new free app, but this is part of the platform.
[02:14:52.584 --> 02:14:58.189]  But if you have the free app in 4Wars.com forward slash app, you can go there and you can click on this
[02:14:58.949 --> 02:15:04.211]  And you can then sign up right there on the free app as well.
[02:15:04.211 --> 02:15:05.152]  So check that out.
[02:15:05.152 --> 02:15:07.132]  It's called InfoWars Prime.
[02:15:07.132 --> 02:15:11.474]  InfoWars Prime on the Apple Store, on the Droid Store, you name it.
[02:15:11.474 --> 02:15:12.114]  Check it out.
[02:15:12.114 --> 02:15:14.015]  InfoWars.com forward slash apps.
[02:15:14.015 --> 02:15:16.456]  We found the free app that this is part of the platform.
[02:15:16.456 --> 02:15:22.539]  But it's InfoWars Prime, just like Amazon Prime, available on the App Store and Google Play.
[02:15:22.539 --> 02:15:24.840]  And we want to see this explode because again,
[02:15:25.788 --> 02:15:27.549]  I'm going to offer Salente.
[02:15:27.549 --> 02:15:28.469]  It's very easy to use.
[02:15:28.469 --> 02:15:29.530]  He's got tech people.
[02:15:29.530 --> 02:15:30.830]  Hey, you want to simulcast sometimes?
[02:15:30.830 --> 02:15:32.531]  You want to do something on here to our audience?
[02:15:32.531 --> 02:15:33.911]  You want to be part of the ground floor of this?
[02:15:33.911 --> 02:15:37.613]  We'll also later post excerpts on YouTube and Facebook.
[02:15:37.613 --> 02:15:38.053]  Here it is.
[02:15:38.053 --> 02:15:39.254]  It's about synergy.
[02:15:39.254 --> 02:15:41.895]  Because I just want to build synergy and that's what we're going to do with this.
[02:15:41.895 --> 02:15:45.616]  I intend to get hundreds, maybe thousands, but then there's liability issues.
[02:15:45.616 --> 02:15:46.777]  Can you trust thousands of people?
[02:15:46.777 --> 02:15:47.017]  Maybe.
[02:15:47.677 --> 02:15:51.778]  But people we trust we're going to put on the app to promote what they're doing and promote freedom.
[02:15:51.778 --> 02:15:53.218]  Now, Gerald's only with us for 20 minutes.
[02:15:53.218 --> 02:15:54.078]  I appreciate his time.
[02:15:54.078 --> 02:15:54.879]  He's a busy man.
[02:15:54.879 --> 02:15:59.780]  He's wearing red, white, and blue from Kingston, New York, the heart of the Revolutionary War.
[02:15:59.780 --> 02:16:02.000]  You've heard my rant the last five, six minutes.
[02:16:02.000 --> 02:16:04.040]  Where should we start, my friend?
[02:16:04.040 --> 02:16:11.642]  Well, what you said before, that Hillary Clinton and the mainstream media have destroyed themselves.
[02:16:12.887 --> 02:16:14.829]  And that's exactly what has happened.
[02:16:14.829 --> 02:16:23.736]  And again, I want to encourage everyone to put your money where your mind is and support InfoWars.
[02:16:23.736 --> 02:16:31.823]  Because what Alex Jones is doing, at the level that he's doing, the international coverage that he's getting for doing it, is unprecedented.
[02:16:31.823 --> 02:16:34.226]  Because that's what this election is about.
[02:16:34.226 --> 02:16:36.527]  It's about disgust of the two-party system.
[02:16:37.228 --> 02:16:38.850]  Hey, here's our forecast.
[02:16:38.850 --> 02:16:40.732]  We don't know who's going to win.
[02:16:40.732 --> 02:16:44.796]  It's up in the air because polling data isn't what it used to be.
[02:16:44.796 --> 02:16:54.126]  It's very hard now to get a real strong database and call an election because of the cell phones, the smart, the handhelds.
[02:16:54.126 --> 02:16:55.708]  It's a whole different universe.
[02:16:55.708 --> 02:16:56.569]  Having said that,
[02:16:58.092 --> 02:17:07.118]  If Hillary Clinton wins, it's going to usher in a whole new era of politics.
[02:17:07.118 --> 02:17:09.580]  A true populist movement.
[02:17:09.580 --> 02:17:17.245]  And people like Infowars and the Trends Journal and others are going to be the leaders of this movement.
[02:17:18.143 --> 02:17:37.733]  This, the mainstream media, when you see with the WikiLeaks that have come out, with the shill Donna Brazile, you know, that they have on CNN, they used to, getting the questions ahead of time, or whether it's that other guy, uh, uh, Hallwood from CNBC, that other little prostitute,
[02:17:38.433 --> 02:17:46.398]  Giving, saying he'll give the questions for review after they write them from politico.com.
[02:17:46.398 --> 02:17:51.121]  One after another, the fix is in, and they've destroyed themselves.
[02:17:51.121 --> 02:17:52.582]  And she did what criminals always do.
[02:17:52.582 --> 02:17:58.625]  First she lied, then she got caught three times now, and she finally literally went, I'm proud I did it, I'd do it again.
[02:17:58.625 --> 02:18:04.529]  Just like in a movie, just like in a court case when they finally get caught, you bet I killed those kids, you bet I robbed the bank, I'll do it again.
[02:18:04.529 --> 02:18:07.991]  I mean, they literally follow criminology and they don't even know it.
[02:18:09.269 --> 02:18:12.392]  So history today is being made.
[02:18:12.392 --> 02:18:18.918]  If Trump wins, the populist movement will gain unprecedented traction immediately.
[02:18:18.918 --> 02:18:29.348]  If he loses, it'll be a groundswell that we're forecasting is going to basically eliminate the Republican Party, because they have no one there.
[02:18:29.348 --> 02:18:30.889]  Who do they have?
[02:18:30.889 --> 02:18:31.770]  Mitch McConnell?
[02:18:32.651 --> 02:18:35.916]  What's that other guy, Ryan, Paul Ryan?
[02:18:35.916 --> 02:18:39.963]  Who got caught in the WikiLeaks trying to get Supreme Court jobs for his family.
[02:18:39.963 --> 02:18:43.188]  Yeah, I think he was playing Eddie Munster before he got, you know.
[02:18:44.494 --> 02:18:48.396]  And then you have, what, Lindsey Graham?
[02:18:48.396 --> 02:18:50.457]  You have nobody!
[02:18:50.457 --> 02:19:05.023]  What I'm saying is, Alex, is InfoWars is going to be the forerunner of the new populist movement that we are forecasting as the top trend for 2017.
[02:19:05.023 --> 02:19:12.307]  And by the way, let me ask you, I don't want to talk about myself, but it's interesting just to look at it as a movement for everybody, because it's our audience, it's you, everybody's the InfoWars, I'm nothing.
[02:19:13.167 --> 02:19:24.532]  I've only talked to Drudge in the last few years, we'll forward that on email and stuff a few times, and Paul Watson, but don't have a big relationship, just a relationship, he listens and then we kind of communicate through the internet, but he's been here before, we've had dinner.
