[00:00:04.375 --> 00:00:05.997]  Here we are.
[02:37:30.902 --> 02:37:31.822]  That judge was very fair.
[02:37:33.191 --> 02:37:34.171]  Yeah.
[02:37:34.171 --> 02:37:36.492]  Well, I mean, this is what we need.
[02:37:36.492 --> 02:37:42.013]  We need to have more judges like him who actually look at the evidence, okay?
[02:37:42.013 --> 02:37:46.075]  Who aren't swayed by public opinion and by the media, because they're not even supposed to be watching that stuff.
[02:37:46.075 --> 02:37:47.735]  Oh, that's what's going to happen to me and Sandy Hook.
[02:37:47.735 --> 02:37:51.836]  The judges go, give us your marketing on Sandy Hook, and we go, it doesn't exist.
[02:37:51.836 --> 02:37:52.236]  Boom!
[02:37:52.236 --> 02:37:52.877]  Defaulted.
[02:37:52.877 --> 02:37:54.277]  We know you have it.
[02:37:54.897 --> 02:37:58.920]  I don't have marketing about what I say on air.
[02:37:58.920 --> 02:38:02.862]  But again, they project onto you what they want.
[02:38:02.862 --> 02:38:05.804]  But I've also seen courts do great jobs in cases I've had.
[02:38:05.804 --> 02:38:07.765]  So you're right, it's a mix.
[02:38:07.765 --> 02:38:11.768]  But more and more, it does seem like Democrat judges are just doing whatever they want.
[02:38:13.075 --> 02:38:15.437]  Well, I mean, this is why it's a numbers game, Alex.
[02:38:15.437 --> 02:38:18.359]  This is why I'm saying we need as many of these lawsuits as possible.
[02:38:18.359 --> 02:38:23.963]  Each one of these lawsuits, by the way, folks, can be $50,000 to $100,000, sometimes more, as you well know.
[02:38:23.963 --> 02:38:28.006]  And that's a pretty good discount.
[02:38:28.006 --> 02:38:29.587]  You know, we have great lawyers we work with.
[02:38:29.587 --> 02:38:33.249]  One of them, in the interest of full transparency, is your counsel, Norm Pattis.
[02:38:33.249 --> 02:38:35.891]  Pattis and Smith Law Firm in New Haven, Connecticut.
[02:38:35.891 --> 02:38:36.912]  Absolutely phenomenal.
[02:38:36.912 --> 02:38:38.233]  They do a lot of work for us.
[02:38:38.593 --> 02:38:40.775]  But these lawsuits add up very, very quickly.
[02:38:40.775 --> 02:38:50.965]  And this is why, because we have, unfortunately, some very bad decisions also coming out from the federal judiciary, we need as many of these suits filed as possible.
[02:38:50.965 --> 02:38:57.351]  Bottom line, there's a total war going on to usurp a thousand years of common law that goes back to Magna Carta.
[02:38:57.351 --> 02:39:02.316]  A thousand years of people fighting and dying and bleeding for the freedoms that we have, that have been enshrined.
[02:39:02.816 --> 02:39:08.237]  They weren't given to us by those people, but they fought and died to point them out to us, and now we're just giving them up.
[02:39:08.237 --> 02:39:13.438]  We're just crapping down the toilet all of this hard-fought freedom.
[02:39:13.438 --> 02:39:21.279]  Exactly, and this is why we need to respect and honor our veterans as well, and that's why we're standing up for Bill Salyer, the U.S.
[02:39:21.279 --> 02:39:23.580]  Marine who was denied ivermectin.
[02:39:23.580 --> 02:39:30.101]  My business partner, Dawn Jolly, an amazing woman who is a Navy veteran, so we are a veteran-owned business.
[02:39:31.041 --> 02:39:35.824]  And who put herself on the line for her country as well.
[02:39:35.824 --> 02:39:47.671]  We need to stand up for all of our ancestors who fought so valiantly to preserve our constitutional rights, our God-given inalienable rights that are preserved for us in the Constitution.
[02:39:47.671 --> 02:39:51.574]  We need to honor their names, okay?
[02:39:51.574 --> 02:39:52.554]  Honor their legacies.
[02:39:52.554 --> 02:39:54.936]  Because right now, if we give in to this,
[02:39:55.797 --> 02:39:56.397]  This is it.
[02:39:56.397 --> 02:39:59.059]  I mean, you thought Nazi Germany was bad?
[02:39:59.059 --> 02:40:01.781]  This is going to make that look like a child's play.
[02:40:01.781 --> 02:40:04.462]  And I know I'm going to take heat for that, but I don't really care.
[02:40:04.462 --> 02:40:05.183]  All right?
[02:40:05.183 --> 02:40:05.943]  Because it's the truth.
[02:40:05.943 --> 02:40:07.004]  Oh, this is worldwide.
[02:40:07.004 --> 02:40:12.827]  This is basically Nazi ideology through the medical system worldwide run by behavioral psychologists.
[02:40:12.827 --> 02:40:15.389]  Look at these convoys that have taken over.
[02:40:15.389 --> 02:40:16.229]  That's last night.
[02:40:16.229 --> 02:40:17.510]  Reportedly, it's even more insane today.
[02:40:18.680 --> 02:40:19.301]  Beautiful.
[02:40:19.301 --> 02:40:19.741]  Yes.
[02:40:19.741 --> 02:40:23.204]  I mean, these are brave patriots that we connect with.
[02:40:23.204 --> 02:40:24.805]  These are the type of people we connect with.
[02:40:24.805 --> 02:40:28.828]  We have actually heard from some people in Canada, although we only operate in the United States.
[02:40:28.828 --> 02:40:30.309]  But this is Ottawa.
[02:40:30.309 --> 02:40:31.871]  This is awesome.
[02:40:31.871 --> 02:40:33.212]  Beautiful.
[02:40:33.212 --> 02:40:35.694]  This is what we need to happen in the United States as well.
[02:40:37.715 --> 02:40:40.838]  Joe Biden doesn't want them coming down through the border, but he's fine.
[02:40:40.838 --> 02:40:46.103]  Well, if we tried to do this in D.C., they would just hire 50 thugs at the front to throw them all off cocktails at the police.
[02:40:46.103 --> 02:40:48.805]  They would then blame all the truckers.
[02:40:48.805 --> 02:40:52.648]  But that's why we've got to keep exercising our free speech, even if they try to set us up.
[02:40:52.648 --> 02:40:53.509]  We've got to be peaceful, though.
[02:40:54.951 --> 02:40:55.792]  Absolutely.
[02:40:55.792 --> 02:40:57.853]  You know, we do not advocate for violence.
[02:40:57.853 --> 02:41:00.234]  I mean, a convoy of truckers is not violent.
[02:41:00.234 --> 02:41:05.516]  Standing out like you see those brave men and women right there, those patriots with their flags, that's not violent.
[02:41:05.516 --> 02:41:07.797]  Filing lawsuits is not violent.
[02:41:07.797 --> 02:41:11.519]  There's a lot of ways we can fight back without resorting to violence.
[02:41:11.519 --> 02:41:17.081]  And that's what we advocate for is peaceful resistance and effective resistance.
[02:41:17.081 --> 02:41:19.922]  I'm not going to file a lawsuit, Alex, just to get a flashy headline.
[02:41:19.922 --> 02:41:21.683]  I could do that and I'd probably get a lot of donors.
[02:41:21.963 --> 02:41:25.907]  But I only file lawsuits if I think I have a real chance of winning them.
[02:41:25.907 --> 02:41:26.188]  Alright?
[02:41:26.188 --> 02:41:27.229]  Because that's the name of the game.
[02:41:44.625 --> 02:41:46.467]  Yeah, that's where this is headed.
[02:41:46.467 --> 02:41:57.339]  And, you know, obviously we're trying to prevent that because we know in America where we do have something called the Second Amendment, if they start banging down doors and forcing shots into people's arms, it's not going to be pretty.
[02:41:57.339 --> 02:41:57.600]  All right.
[02:41:57.600 --> 02:41:58.481]  This isn't Australia.
[02:41:58.481 --> 02:41:59.362]  This isn't New Zealand.
[02:42:00.082 --> 02:42:03.524]  If they start doing that here, it's going to be really, really ugly.
[02:42:03.524 --> 02:42:05.706]  I want to explain to the Feds, I think they're smarter to get this.
[02:42:05.706 --> 02:42:09.068]  The globalists want to start a civil war here to destroy the country and devalue it.
[02:42:09.068 --> 02:42:12.070]  Then they're going to come in with the IMF and World Bank like we're a third world country.
[02:42:12.070 --> 02:42:13.130]  We've got to stop this.
[02:42:13.130 --> 02:42:17.653]  That means the Feds and the bureaucracy have to back off and stop doing illegal stuff.
[02:42:17.653 --> 02:42:22.036]  And as citizens, we've got to have a cool hand as well and realize Klaus Schwab's the enemy.
[02:42:22.036 --> 02:42:23.116]  Bill Gates is the enemy.
[02:42:23.116 --> 02:42:24.117]  We're not each other's enemies.
[02:42:25.660 --> 02:42:26.461]  Absolutely.
[02:42:26.461 --> 02:42:26.901]  Absolutely.
[02:42:26.901 --> 02:42:28.382]  And we're all children of God.
[02:42:28.382 --> 02:42:30.023]  We're all Americans.
[02:42:30.023 --> 02:42:35.147]  We all need to stand together and fight back peacefully, as you said.
[02:42:35.147 --> 02:42:36.448]  And I believe that we're going to win.
[02:42:36.448 --> 02:42:38.709]  I still believe that because we have God on our side.
[02:42:38.709 --> 02:42:40.951]  And when God is for you, who can be against you?
[02:42:40.951 --> 02:42:41.291]  That's right.
[02:42:41.291 --> 02:42:42.392]  Stay there, Brian.
[02:42:42.392 --> 02:42:45.074]  Folks, it's now time for everybody that's a new listener
[02:42:45.734 --> 02:42:51.117]  Whether you work in private government or private systems or you're retired or whatever, you gotta choose a side.
[02:42:51.117 --> 02:42:58.320]  This is open worldwide evil, open global government, world cashless society, vaccine passports.
[02:42:58.320 --> 02:43:09.566]  Whether they were present that day or were otherwise criminally responsible for the assault on our democracy, we will follow the facts wherever they lead.
[02:43:12.771 --> 02:43:14.952]  The days of independent media are numbered.
[02:43:14.952 --> 02:43:18.473]  The government has made it illegal to oppose them.
[02:43:18.473 --> 02:43:21.354]  They are now debanking us behind the scenes.
[02:43:21.354 --> 02:43:25.116]  They want to bankrupt us and make us go away quietly.
[02:43:25.116 --> 02:43:30.278]  With practically half the population wanting to lock the unvaccinated up in camps.
[02:43:30.278 --> 02:43:33.539]  The traitors know they can shut us down by force.
[02:43:33.539 --> 02:43:36.781]  But that would accelerate the awakening exponentially.
[02:43:36.781 --> 02:43:37.281]  So be it.
[02:43:38.261 --> 02:43:40.663]  Make them silence us by force.
[02:43:40.663 --> 02:43:43.665]  This is the final battle of the Information War.
[02:43:43.665 --> 02:43:44.925]  Give now.
[02:43:44.925 --> 02:43:46.446]  Buy products.
[02:43:46.446 --> 02:43:47.607]  Donate.
[02:43:47.607 --> 02:43:49.468]  Before everything changes.
[02:43:49.468 --> 02:43:52.290]  We need you to carry us through to the end.
[02:43:52.290 --> 02:43:53.671]  Victory or death.
[02:43:53.671 --> 02:43:59.454]  Go now to infowarstore.com.
[02:43:59.454 --> 02:44:02.896]  What are champions made of?
[02:44:02.896 --> 02:44:04.057]  Here's a man who can show you.
[02:44:10.623 --> 02:44:12.145]  AAA-253-3139, AAA-253-3139, AAA-253-3139 is the InfoWars store hotline!
[02:44:12.145 --> 02:44:14.106]  AAA-253-3139, AAA-253-3139, AAA-253-3139 is the InfoWars store hotline!
[02:44:14.106 --> 02:44:15.367]  AAA-253-3139 is the InfoWars store hotline!
[02:44:15.367 --> 02:44:16.549]  AAA-253-3139 is the InfoWars store... Wait!
[02:44:16.549 --> 02:44:17.830]  AAA-253-3139 is the InfoWars store hotline!
[02:44:17.830 --> 02:44:19.131]  AAA-253-3139 is the InfoWars store...
[02:44:36.807 --> 02:44:40.271]  InfoWarsTore.com is simply the best.
[02:44:40.271 --> 02:44:43.315]  InfoWarsTore.com beats out all the rest.
[02:44:43.315 --> 02:44:44.456]  888-253-3139, 888-253-3139, 888-253-3139 is the InfoWarsTore hotline.
[02:44:44.456 --> 02:44:44.556]  888-253-3139, 888-253-3139,
[02:44:58.008 --> 02:45:05.410]  Ultimate Bone Broth is back and better than ever, and 20% off plus free shipping and double Patreon points for our new sale.
[02:45:05.410 --> 02:45:12.552]  After years of being off the shelves, we're bringing back one of the biggest fan favorite formulas ever, and it's now been reformulated and is even stronger.
[02:45:12.552 --> 02:45:14.413]  It's Ultimate Bone Broth Plus.
[02:45:15.073 --> 02:45:24.100]  It's got concentrated high-quality chicken broth protein, turmeric root that's so amazing, chaga mushroom, bee pollen, goji berry, alfalfa herb powder.
[02:45:24.100 --> 02:45:27.743]  Then it's got added magnesium and potassium for electrolytes.
[02:45:27.743 --> 02:45:34.288]  It's got real organic cocoa bean powder with natural chocolate flavor and a touch of sea salt.
[02:45:34.288 --> 02:45:36.230]  It even tastes better than the last formula.
[02:45:36.230 --> 02:45:38.812]  And what it does for your body is simply amazing.
[02:45:38.812 --> 02:45:40.073]  Again, it has that cutting edge.
[02:45:40.553 --> 02:45:46.115]  Chicken broth, protein, isolate powder for better flavor and dissolvability.
[02:45:46.115 --> 02:45:50.257]  You're gonna love this and what it does for your joints, what it does for your body, what it does for your bones.
