[00:00:00.402 --> 00:00:01.444]  Brother.
[02:01:27.972 --> 02:01:30.294]  It was getting dark and this big owl just flies by.
[02:01:30.294 --> 02:01:30.715]  Pow!
[02:01:30.715 --> 02:01:34.498]  Hits that pigeon and feathers just explode.
[02:01:34.498 --> 02:01:35.559]  And didn't grab the pigeon.
[02:01:35.559 --> 02:01:37.361]  Just killed it for sport, I guess.
[02:01:37.361 --> 02:01:41.985]  Saw a hawk kill a pigeon off a power pole one time, but it hit the ground and the hawk came down.
[02:01:41.985 --> 02:01:45.809]  Red-tailed hawk grabbed it to the apartment complex I lived at and took off.
[02:01:45.809 --> 02:01:46.449]  Side issue.
[02:01:47.970 --> 02:01:49.931]  Genji Friedman, I'm ProGoat.com.
[02:01:49.931 --> 02:01:51.793]  You've got about three or four minutes left.
[02:01:51.793 --> 02:01:55.796]  I want to invite you on the nightly news with an update for a full 30 minutes in the near future.
[02:01:55.796 --> 02:02:01.099]  What else do you want to impart to folks about this fight where they've banned your goats?
[02:02:01.099 --> 02:02:04.182]  Well, basically, we've reached a point where
[02:02:05.126 --> 02:02:12.907]  The reason why the government is able to get away with what they're getting away with is because we're just complacent, and we're apathetic, and we're letting it happen.
[02:02:12.907 --> 02:02:18.348]  We're letting this overbearing government take away our basic God-given rights.
[02:02:18.348 --> 02:02:20.909]  And, I mean, this isn't just property rights.
[02:02:20.909 --> 02:02:22.549]  This isn't just food freedom rights.
[02:02:22.549 --> 02:02:31.191]  I mean, we've reached a point where, especially in California, not only do we have a government telling me what I can... My goats are... They're tiny.
[02:02:31.191 --> 02:02:32.931]  You can see in the picture, that's a full-grown goat.
[02:02:34.738 --> 02:02:36.179]  That produces milk for my child.
[02:02:36.179 --> 02:02:38.140]  So cute!
[02:02:38.140 --> 02:02:39.821]  They come up to my knee.
[02:02:39.821 --> 02:02:42.383]  They're quieter than dogs.
[02:02:42.383 --> 02:02:45.065]  One of my neighbors didn't know I had them for almost half a year.
[02:02:45.065 --> 02:02:49.668]  They don't break any pre-existing ordinances.
[02:02:49.668 --> 02:02:51.269]  They're actually the perfect neighbors.
[02:02:51.269 --> 02:02:57.212]  And yet, it is a crime for me to have these goats and to feed my children with them.
[02:02:57.212 --> 02:02:59.073]  And that's just an absolute shame.
[02:03:00.566 --> 02:03:02.707]  Terrible that we've gotten to this point.
[02:03:02.707 --> 02:03:14.134]  In California now, we also have the, you know, the SB 277 that's trying to tell us not only what we can feed our children, but what we can put in them, what we have to put in them as far as vaccines go.
[02:03:14.134 --> 02:03:17.236]  And it's getting to the point as a mother, like I said, I'm a new mom.
[02:03:17.236 --> 02:03:21.419]  I have a one and a half year old and I have, she's now almost three months old.
[02:03:23.238 --> 02:03:31.574]  I'm not happy with where our government is and it's only going to change if people like me and you and other people step up and say no.
[02:03:31.574 --> 02:03:32.276]  Sure.
[02:03:32.276 --> 02:03:33.318]  Who's not there with you?
[02:03:34.491 --> 02:03:35.832]  I was actually going to introduce her.
[02:03:35.832 --> 02:03:37.154]  This is Susan Walsh.
[02:03:37.154 --> 02:03:39.416]  She is, we're going to have a fangirl moment.
[02:03:39.416 --> 02:03:41.738]  We are both huge fans of you.
[02:03:41.738 --> 02:03:45.782]  So, uh, you wanted to turn me on for 30 minutes.
[02:03:45.782 --> 02:03:54.130]  I was like, you're going to be here and you're going to say hi because I mean, like what, eight years now, eight years now, she's listened to like every single show of yours.
[02:03:54.130 --> 02:03:55.591]  So we are actually huge fans.
[02:03:55.691 --> 02:03:59.732]  Well, I'm a fan of you guys, and I just want to say, seriously, you're the heroes.
[02:03:59.732 --> 02:04:01.253]  You're the ones taking action.
[02:04:01.253 --> 02:04:05.254]  So I'm definitely humbled by that, but just great job.
[02:04:05.254 --> 02:04:09.736]  And it just shows how by them attacking your freedom, it's exposing it.
[02:04:09.736 --> 02:04:13.137]  So people see that as a negative thing that you didn't win right away.
[02:04:13.137 --> 02:04:16.318]  You're winning by taking action.
[02:04:16.318 --> 02:04:18.178]  Yeah, that's what I actually told my husband, too.
[02:04:18.178 --> 02:04:19.859]  I mean, I firmly believe God puts
[02:04:20.632 --> 02:04:21.033]  That's good.
[02:04:34.432 --> 02:04:41.318]  Well listen, you guys probably have stuff you gotta go do, but if you want to hold for 25 minutes until Esalen's gone, I kind of talked over you and cut you short.
[02:04:41.318 --> 02:04:46.543]  I wanted to come back and get both your takes on where this fight's going globally and why you think they're doing this.
[02:04:46.543 --> 02:04:50.787]  We obviously know why, but if you can stay, hold for about 20 minutes.
[02:04:50.787 --> 02:04:52.549]  Daniel Esalen's coming on with breaking intel.
[02:04:52.549 --> 02:04:53.830]  We'll come back to you for some comments.
[02:04:54.250 --> 02:05:01.255]  The Pope has written an encyclical calling for a global political authority with power to save the environment.
[02:05:01.255 --> 02:05:06.959]  A Pope once came after Galileo for pointing out that the sun was the center of our solar system.
[02:05:06.959 --> 02:05:12.163]  Today, those who point out that the sun is the dominant factor in climate are vilified.
[02:05:12.743 --> 02:05:18.169]  The dogma of man-made global warming has been more of a religion than a science for a long time.
[02:05:18.169 --> 02:05:25.296]  James Lovelock, father of the Gaia hypothesis, pointedly said that environmentalism has, quote, become a religion, unquote.
[02:05:25.296 --> 02:05:33.324]  The outgoing head of the UN Intergovernmental Panel on Climate Change said climate change is, quote, my religion and dharma, unquote.
[02:05:33.704 --> 02:05:36.867]  The religion of environmentalism even has its own indulgences.
[02:05:36.867 --> 02:05:41.070]  You can pay for your sins against the environment with carbon credits.
[02:05:41.070 --> 02:05:46.294]  It was the abuse of indulgences by a former Pope that led to the Protestant Reformation.
[02:05:46.294 --> 02:05:51.337]  Today, we need a political and scientific reformation of the Church of Climatology.
[02:05:51.337 --> 02:05:53.219]  For Infowars.com, I'm David Knight.
[02:05:53.559 --> 02:06:13.305]  Ladies and gentlemen, you haven't really ever heard firearms manufacturers as sponsors on my syndicated radio show, or the nightly news, or the news website, InfoWars.com, because the companies I've been approached by were not the highest quality, and they weren't as affordable as they should be, so I refused probably 30, 40 firearms manufacturers over the years.
[02:06:13.305 --> 02:06:17.727]  Well then, about six months ago, we get contacted by Head Down Firearms.
[02:06:18.127 --> 02:06:19.669]  Hdfirearms.com.
[02:06:19.669 --> 02:06:28.097]  Own and run by a bunch of former Navy SEALs, Special Ops people, they're veterans, they're patriots, they're listeners of the radio show, and they want to support the broadcast.
[02:06:28.097 --> 02:06:32.040]  It's always about security, whether it's for yourself, your wife, your loved ones.
[02:06:32.040 --> 02:06:34.423]  Go to their website, hdfirearms.com.
[02:06:34.423 --> 02:06:38.847]  Buy right off their website, and they'll just send it to the FFL dealer of your choice.
[02:06:38.847 --> 02:06:42.951]  You can pick it up at the gun show, you can pick it up at a local sporting goods store, whatever you do,
[02:06:43.351 --> 02:06:46.533]  Get your Head Down firearm today.
[02:06:46.533 --> 02:06:51.195]  The spirit of 1776 lives at Head Down Firearms.
[02:06:51.195 --> 02:06:53.477]  HDfirearms.com.
[02:06:53.477 --> 02:06:59.220]  Your liver can be full of fatty deposits, built-up toxins, and even dangerous objects known as liver stones.
[02:06:59.220 --> 02:07:10.366]  We worked with the top developers in the field of detox to take tried and true herbs and other compounds known to safely cleanse the liver and fuse it with the latest research and technological development.
[02:07:10.526 --> 02:07:13.927]  I'm concentrating these ingredients to give you the maximum effect.
[02:07:13.927 --> 02:07:21.930]  Liver Shield is the only liver support product on the market that uses a patented Spigerex blend of powerful organic herbs that support detoxification.
[02:07:21.930 --> 02:07:27.352]  And when you visit InfoWarsLife.com, see the instructional video on how to do a six-day liver detox.
[02:07:27.352 --> 02:07:31.054]  This isn't a game, and let me tell you, the results are dramatic.
[02:07:31.054 --> 02:07:35.195]  Liver Shield is totally organic and made of the safest, high-quality herbs.
[02:07:35.195 --> 02:07:39.057]  But that said, you need to consult your physician before you do the full detox.
[02:07:39.497 --> 02:07:43.642]  Liver Shield can also be used daily by itself for overall upkeep of the liver.
[02:07:43.642 --> 02:07:48.709]  Secure your Liver Shield today exclusively at InfoWarsLife.com for the lowest price available.
[02:07:48.709 --> 02:07:50.551]  That's InfoWarsLife.com or call 888-253-3139.
[02:08:03.296 --> 02:08:05.098]  We are on the march.
[02:08:05.098 --> 02:08:08.241]  The empire is on the run.
[02:08:08.241 --> 02:08:13.485]  Alex Jones and the GCN Radio Network.
[02:08:13.485 --> 02:08:15.627]  These headlines are coming up at the bottom of the hour.
[02:08:15.627 --> 02:08:23.333]  Then we're going to have our guest back on with the criminalization of micro-farming, gardens, goats, chickens in your backyard.
[02:08:23.333 --> 02:08:27.016]  How that's part of the agenda 21 to make us dependent.
[02:08:27.016 --> 02:08:27.417]  U.S.
[02:08:27.417 --> 02:08:29.899]  made position for war against Russia is the headline.
[02:08:29.899 --> 02:08:30.900]  It's already happening.
[02:08:31.943 --> 02:08:35.884]  Walmart has $76 billion in undisclosed overseas tax havens.
[02:08:35.884 --> 02:08:38.964]  Illegal alien rapists, child molesters freed in the U.S.
[02:08:38.964 --> 02:08:39.804]  instead of deported.
[02:08:39.804 --> 02:08:42.585]  Judicial watch, $36,000.
[02:08:42.585 --> 02:08:50.386]  But they're having a manhunt all over northern New York searching thousands of homes looking for two escaped convicts.
[02:08:50.386 --> 02:08:54.307]  It's just a Fourth Amendment power grab.
[02:08:54.307 --> 02:09:00.908]  Military veteran taken to court over city for his off-the-grid solar panels that aren't hooked into the grid.
[02:09:01.977 --> 02:09:06.202]  Boehner targets the Republicans that didn't vote for the TPP for retribution.
[02:09:06.202 --> 02:09:07.243]  The Hill.
[02:09:07.243 --> 02:09:09.145]  And that ties into these headlines.
[02:09:09.145 --> 02:09:11.588]  Will your job be stolen by a robot?
[02:09:11.588 --> 02:09:15.433]  Calculator reveals the likelihood of a droid sitting at your desk in the future.
[02:09:15.433 --> 02:09:16.334]  Daily Mail.
[02:09:16.334 --> 02:09:21.420]  New York State Senator proposes using GPS implants to track inmates.
[02:09:23.407 --> 02:09:25.287]  This article's on drudge from InfoWars.
[02:09:25.287 --> 02:09:26.448]  Privacy expert.
[02:09:26.448 --> 02:09:30.148]  Time-traveling robots could punish future crimes.
[02:09:30.148 --> 02:09:32.829]  Self-driving cars may have to be programmed to kill you.
[02:09:32.829 --> 02:09:35.370]  The London Independent today.
[02:09:35.370 --> 02:09:40.211]  How sexually confusing moths could save your clothes from holes.
[02:09:40.211 --> 02:09:41.351]  How does all that tie together?
[02:09:41.351 --> 02:09:43.551]  We're under massive engineering.
[02:09:43.551 --> 02:09:50.373]  Best-selling author and researcher, Daniel Estelin, is an amazing individual.
[02:09:51.622 --> 02:10:05.355]  And he's written the Bilderberg Club book, The True Story of the Bilderberg Group, that became the international bestseller in more than 30 countries, danielesteland.com, and he's got a new film out as well, or coming out.
[02:10:06.206 --> 02:10:10.992]  And of course, he got even more famous when Fidel Castro invited him to Cuba to talk about his book.
[02:10:10.992 --> 02:10:11.893]  That doesn't mean he's bad.
[02:10:11.893 --> 02:10:15.838]  If Fidel Castro invited me to go speak to him, I'd go say I disagree with communism, but I'd talk to him.
[02:10:15.838 --> 02:10:17.240]  It's just interesting.
[02:10:17.240 --> 02:10:20.064]  Daniel Esselstyn obviously had a big effect, is the point.
[02:10:20.064 --> 02:10:24.069]  And I happen to know of two of his sources in the Bilderberg.
