[00:00.000 --> 00:29.000]  Don't bother, they're here.
[2:23:53.000 --> 2:24:06.000]  Also, Dr. Andrew Kaufman is uniquely suited to talk about this from MIT and also psychiatry degree report government scientific advisors admit they use quote totalitarian fear tactics to control people during pandemic.
[2:24:06.000 --> 2:24:15.000]  This came out in mainstream British news. Federal government and Yale are holding clinical trials and how best to persuade Americans to take the vaccine that was last year.
[2:24:15.000 --> 2:24:27.000]  The proclamation of national mental health awareness and they've got a lot of stories showing this and we see the mind control MSN.com. They have the Pentagon involved. They have the British military involved. I'm sorry, but it's too late.
[2:24:27.000 --> 2:24:35.000]  Alabama doctor talks about treating unvaccinated COVID patients says they beg for the vaccine.
[2:24:35.000 --> 2:24:46.000]  So again, we're talking to psychiatrists who saw this early on also MIT train Dr. Andrew Kaufman who I really appreciate joining us. We've only got two segments left. I could talk to you for 10 hours.
[2:24:46.000 --> 2:24:52.000]  But you mentioned this. You talked about Stockholm syndrome. Finish that thought and go wherever you want.
[2:24:52.000 --> 2:25:05.000]  Yeah, well, you know, you can see that there's just a major effort everywhere to control people's thinking on this and had make sure that they don't question what's going on.
[2:25:05.000 --> 2:25:21.000]  And, you know, I really compare this to a cult like situation because, you know, the television, for example, and I would say, you know, the number one way to get people out of this state would be to eradicate the television or their access to the television
[2:25:21.000 --> 2:25:37.000]  because if you look back at the patents, they actually use a special technology of the rhythm of how they refresh the images to put you in a suggestive brain state, an alpha wave state, which is, you know, good for learning, but it's also good for hypnosis and
[2:25:37.000 --> 2:25:56.000]  programming, right, which they call it television programming. So this is a very insidious, but very strong campaign to get you to believe these false notions about what's going on. And much of it is about sensationalizing the fear and danger aspect, because
[2:25:56.000 --> 2:26:14.000]  that's what will manipulate you to comply and to be afraid to question what's going on. But, you know, some people, many people are realizing that the allopathic health care system, which is turning into this, you know, bio surveillance and
[2:26:14.000 --> 2:26:31.000]  transhumanist establishment is not available for people anymore, right, and they've been afraid to go to the hospital because of the virus. The hospitals have canceled many, many services. There have been major layoffs of nurses and pharmacists and other personnel.
[2:26:31.000 --> 2:26:51.000]  So it's not available the same way and people are looking for alternatives. And this is an amazing opportunity to move toward, you know, the future of healing where we can actually address health in a true realistic way where people can actually heal and recover completely
[2:26:51.000 --> 2:27:06.000]  from disease and not be dependent for lifelong pharmaceuticals just to manage their symptoms. And I know that, you know, you promote this area because many of the things you sell on your shop are, you know, agents that promote this type of real healing.
[2:27:06.000 --> 2:27:21.000]  Let me ask you this question. I'm really impressed. I've seen your videos and I'm so honored to have you. Hopefully you can come on sometime for a commercial free special podcast. Those are very popular as well. But again, I just take this in layman's terms, street smarts. I don't have any psychological training like you do.
[2:27:21.000 --> 2:27:36.000]  This upsets me a lot. It doesn't make me feel afraid of a virus. It makes me afraid of the authoritarianism. And most people I know, still some are buying it, but a lot of others are getting very upset. A lot of very calm, nice people really recognize this as a threat.
[2:27:36.000 --> 2:27:51.000]  And I don't think the medical establishment realizes what they've done because there's a lot of good people, you know, in the mainline medical establishment as we all agree. But the fact that corporations have taken it over and are now exploiting the fear has really caused some major repercussions.
[2:27:51.000 --> 2:28:01.000]  And the fact that we had so much trust in the medical system and I agree with you, that's now evaporating. I don't think this plan went the way Bill Gates and others thought it would.
[2:28:01.000 --> 2:28:20.000]  Well, you know, if we reference back to those, you know, what I call planning documents like the 2010 lockstep Rockefeller document, right, but there are many, many others from a variety of organisms, including, you know, the spars simulation and event 201, that there's indication from
[2:28:20.000 --> 2:28:38.000]  many of these documents that the timeline of when this, you know, operation because I really think this is most accurately described as a psychological psychological operation and I'm talking about the pandemic that they, you know, they accelerated things and probably because
[2:28:38.000 --> 2:28:56.000]  of there have been a lot of people waking up to the truth in the past years. And I think that, you know, the elites running the show putting on this operation started to get worried that they might not have an opportunity if they waited for everything to line up according to their
[2:28:56.000 --> 2:29:14.000]  ultimate plans and so they've been making mistakes and doing things in a sloppy way and that this is really a major opportunity because, you know, especially if you're the person there who's, you know, afraid of a totalitarian state and the Gestapo knocking on your door to hold you down
[2:29:14.000 --> 2:29:30.000]  and give you a vaccine, you know, those things are, of course, possible. But the way to prevent that is for each individual to simply make a decision for themself that they won't participate in any aspect of what's going on.
[2:29:30.000 --> 2:29:35.000]  And the more people that do that, then the less likely there's going to be any progression.
[2:29:35.000 --> 2:29:46.000]  What you said is the most important thing ever. Don't cower and fear when the college students come as contact tracers. Invite them in and have coffee and tea and show them documents and educate them and love them.
[2:29:46.000 --> 2:29:59.000]  In fact, I see this as a major opportunity. I've told my wife and family, I said, don't get freaked out when they come, especially if I'm there. Or I said, if you want to invite them in, talk to them because they want us to be violent to them so they can then make it paramilitary.
[2:29:59.000 --> 2:30:03.000]  I could see that psychology being set up very obviously.
[2:30:03.000 --> 2:30:13.000]  No, I agree with you and I might suggest a slightly different approach. I wouldn't invite them in your house because maybe they would see something there that would, you know,
[2:30:13.000 --> 2:30:16.000]  You're right, maybe talk to them in the front yard.
[2:30:16.000 --> 2:30:23.000]  But yeah, in the front yard on the front porch and don't give them information, but instead, I mean, don't give them information about you.
[2:30:23.000 --> 2:30:35.000]  Instead, give them information about the science. Like if you, for example, print out the consent form for anyone of the looked at the Moderna, it says right on there in bold letters.
[2:30:35.000 --> 2:30:42.000]  This is not FDA approved. This is an experimental treatment. Right. So a simple thing like that. It's right.
[2:30:42.000 --> 2:30:53.000]  You can also hand them the Nuremberg code, have the Nuremberg code printed up and just ready and just say, you know, bullying someone into forced medical stuffs punishable by really bad stuff.
[2:30:53.000 --> 2:31:09.000]  Oh, absolutely. I've talked a lot about the Nuremberg code. I've even talked about it with Vera Shirov, who is a survivor of the Holocaust, because she recognized so many parallels between the early Nazi regime and how they started to co-opt vulnerable
