[00:00:01.000 --> 00:00:15.000]  Intro
[02:13:26.780 --> 02:13:28.620]  But I'm here to tell them to shut it down.
[02:13:28.620 --> 02:13:35.660]  Sure, I look like Frankenstein warmed over, alien demon possessed, but we're going to shut
[02:13:35.660 --> 02:13:40.060]  down Africa and we're going to make sure they can't industrialize.
[02:13:40.060 --> 02:13:45.500]  We're going to keep those African people poor and living in swaller.
[02:13:45.500 --> 02:13:49.420]  And then when we're done with you in Africa, we're coming to Europe and then we're coming
[02:13:49.420 --> 02:13:50.420]  to the West.
[02:13:50.420 --> 02:13:53.740]  And if Russia thinks that they can stand up to us and if China thinks that they can
[02:13:53.740 --> 02:13:56.260]  stand up, we'll just start a war.
[02:13:56.260 --> 02:13:57.260]  I'm John Kerry.
[02:13:57.260 --> 02:13:59.260]  I'm the good guy.
[02:13:59.260 --> 02:14:08.460]  I mean, it's like such so obviously the bad guy telling you he's the good guy.
[02:14:08.460 --> 02:14:10.380]  So let's go to the phone lines.
[02:14:10.380 --> 02:14:11.580]  We've got Mike in Louisiana.
[02:14:11.580 --> 02:14:14.740]  I'm going to try my best to just shut up and take calls now.
[02:14:14.740 --> 02:14:15.740]  Mike in Louisiana.
[02:14:15.740 --> 02:14:16.740]  You're on the air.
[02:14:17.060 --> 02:14:18.060]  All right.
[02:14:18.060 --> 02:14:21.820]  Well, just first off, I used to be active in the military.
[02:14:21.820 --> 02:14:24.580]  I was kicked out because I didn't take the COVID shot.
[02:14:24.580 --> 02:14:27.020]  They tried their best to force and coerce me to do it.
[02:14:27.020 --> 02:14:32.380]  I told them I was not going to do it for my religious Christian rights and my oath to
[02:14:32.380 --> 02:14:35.580]  support and defend the U.S. Constitution and all 27 amendments.
[02:14:35.580 --> 02:14:39.780]  So I'd like to first state that at this point.
[02:14:39.780 --> 02:14:40.780]  Thank you so much.
[02:14:40.780 --> 02:14:44.660]  It's been a journey, but it was very peaceful the whole time because I had God on my side.
[02:14:44.660 --> 02:14:45.660]  I'll tell you this.
[02:14:45.660 --> 02:14:50.740]  This is a time where, you know, with the cyber grid and the power grid, if it goes
[02:14:50.740 --> 02:14:54.860]  down, which it more likely will, in my estimation, people, they're not going to be able to
[02:14:54.860 --> 02:14:56.580]  trust the military.
[02:14:56.580 --> 02:14:59.380]  There's a lot of guys that I knew in the military that said they weren't going to get to get
[02:14:59.380 --> 02:15:00.380]  the shot.
[02:15:00.380 --> 02:15:05.020]  But when the hammer came down and they were coerced and they were threatened with court
[02:15:05.020 --> 02:15:07.020]  martials, all this stuff, they fold it.
[02:15:07.020 --> 02:15:09.580]  They fold it like an origami butterfly.
[02:15:09.580 --> 02:15:13.660]  So when it comes down to it, everyone has to rely on themselves and they have to be
[02:15:13.660 --> 02:15:14.660]  prepared.
[02:15:14.660 --> 02:15:19.820]  They have to be prepared by not buying electric cars, have to be prepared by having CB radios,
[02:15:19.820 --> 02:15:23.260]  knowing how to grow food and knowing how to hunt because it can and more likely will get
[02:15:23.260 --> 02:15:24.620]  that bad.
[02:15:24.620 --> 02:15:30.440]  And what I think the cause of all this or excuse me, what I think will end up happening
[02:15:30.440 --> 02:15:36.340]  is not only will conservatives be blamed for the power grid going down, but on the other
[02:15:36.340 --> 02:15:40.140]  end of it, they're going to say, well, now that it's gone down, we're not going to be
[02:15:40.140 --> 02:15:44.100]  able to rely on conservatives to work in these plants or to be around it.
[02:15:44.100 --> 02:15:49.820]  So we're going to go ahead and boost a I and then allow the break.
[02:15:49.820 --> 02:15:53.140]  Hold it right there because you make an important point.
[02:15:53.140 --> 02:15:58.020]  I want to address on the other side of this break.
[02:15:58.020 --> 02:16:01.900]  This is Adam King, host of The Adam King Show, joined by the one and only Greg Reese of The
[02:16:01.900 --> 02:16:02.900]  Reese Report.
[02:16:02.900 --> 02:16:06.380]  We wanted to hop on and send everybody to Infowarsstore.com.
[02:16:06.380 --> 02:16:08.980]  Click this QR code right above Greg Reese.
[02:16:08.980 --> 02:16:14.820]  Buy yourself a Faraday cage, super male vitality or what Greg has.
[02:16:14.820 --> 02:16:16.180]  Greg, what do you got there?
[02:16:16.180 --> 02:16:20.520]  If you really want to treat yourself to something nice, get yourself an Alexa pure water filter
[02:16:20.520 --> 02:16:25.220]  and get clean, healthy water whenever you want it, wherever you want it.
[02:16:25.220 --> 02:16:30.740]  Even if the water pressure goes out, the gravity fed water filter has got you covered.
[02:16:30.740 --> 02:16:32.260]  Absolutely.
[02:16:32.260 --> 02:16:37.320]  And we couldn't do any of this without listener support.
[02:16:37.320 --> 02:16:41.960]  I was telling Greg earlier, we're like the real NPR, the real NPR of the base, right?
[02:16:41.960 --> 02:16:45.040]  So click that QR code right there on your screen right now.
[02:16:45.040 --> 02:16:46.040]  Take out your phone.
[02:16:46.040 --> 02:16:47.040]  Click that QR code.
[02:16:47.040 --> 02:16:49.200]  It'll take you directly to Infowarsstore.com.
[02:16:49.200 --> 02:16:50.320]  Buy something.
[02:16:50.320 --> 02:16:51.320]  Support the Infowar.
[02:16:51.320 --> 02:16:54.480]  Keep Alex Jones, Lauren Schwoyer, Harrison Smith, Greg Reese, Adam King and the rest of
[02:16:54.480 --> 02:16:55.640]  us on air.
[02:16:55.640 --> 02:16:56.640]  Do it today.
[02:16:56.640 --> 02:16:57.640]  Do it now.
[02:16:57.640 --> 02:16:58.640]  Support the Infowar.
[02:16:58.640 --> 02:17:13.240]  You need to get coordinated with not only your food, but also your health supplements
[02:17:13.240 --> 02:17:15.880]  because it's going to be a matter of life and death.
[02:17:15.880 --> 02:17:17.880]  So support Infowar store.
[02:17:17.880 --> 02:17:22.320]  Listen, you need to put it as a priority because you don't know.
[02:17:22.320 --> 02:17:23.320]  I don't know.
[02:17:23.320 --> 02:17:26.600]  Alex and I are telling you how late it is before midnight strikes.
[02:17:26.600 --> 02:17:31.360]  And again, magnesium is critical for your muscles and everything.
[02:17:31.360 --> 02:17:32.360]  Krill oil.
[02:17:32.360 --> 02:17:38.320]  What I'm watching right before my eyes is a composite overview of nutritional supplements
[02:17:38.320 --> 02:17:39.920]  that will keep you alive.
[02:17:39.920 --> 02:17:43.840]  And I would urge everyone, maybe you don't take vitamins, maybe you don't take nutritional
[02:17:43.840 --> 02:17:46.200]  supplements, but the day will come.
[02:17:46.200 --> 02:17:48.720]  Vitamin C and zinc, absolutely imperative for the cold.
[02:17:48.720 --> 02:17:51.080]  DNA force, absolutely imperative.
[02:17:51.080 --> 02:17:52.680]  Mineral fusion, absolutely.
[02:17:52.680 --> 02:17:56.080]  As you're drinking filtered water, a lot of it will become demineralized.
[02:17:56.080 --> 02:17:58.640]  You have to have these products.
[02:17:58.640 --> 02:18:04.480]  Hydrofluorosilicic acid is the third most deadly acid on earth.
[02:18:04.480 --> 02:18:07.200]  And they've got our children drinking that.
[02:18:07.200 --> 02:18:12.960]  This is a psychotic death cult, period, case closed, out to get you and your family.
[02:18:12.960 --> 02:18:17.960]  We sell the Alexa Pure Breeze made by the My Patriot Supply Ready Hour group.
[02:18:17.960 --> 02:18:21.200]  It's been around about 15 years, became the biggest company in the last six.
[02:18:21.200 --> 02:18:25.560]  They went out, hired engineers, reverse engineered the fancy best water filter system out there
[02:18:25.560 --> 02:18:30.760]  that sells for twice the price, and they made it as good in all the studies.
[02:18:30.760 --> 02:18:34.000]  It reduces things to non-detectable levels, thousands of chemicals.
[02:18:34.000 --> 02:18:37.200]  But you can go pay two or three times, there's four or five other filters out there that are
[02:18:37.200 --> 02:18:38.320]  just as good.
[02:18:38.320 --> 02:18:43.080]  We sell the very best, highest grade water filtration system for half the price of a
[02:18:43.080 --> 02:18:44.080]  leading competitor.
[02:18:44.080 --> 02:18:49.000]  And the media says we're bad and a cult for telling you you should filter your water.
[02:18:49.000 --> 02:18:50.720]  You should also filter your shower water.
[02:18:50.720 --> 02:18:52.280]  That's another way you absorb this crap.
[02:18:52.280 --> 02:18:53.760]  But I'm done talking about that.
[02:18:53.760 --> 02:18:57.880]  The point is you get the filters at Infowarstore.com, they're discounted right now, finally back
[02:18:57.880 --> 02:18:58.880]  in stock.
[02:18:58.880 --> 02:19:04.720]  Iodine is naturally acquired through the soil, which is at the foundation of our entire food
[02:19:04.720 --> 02:19:05.720]  supply.
[02:19:05.720 --> 02:19:10.720]  Modern farming techniques have stripped the soil of this essential trace element, which
[02:19:10.720 --> 02:19:14.920]  has caused an iodine deficiency in about half the population.
[02:19:14.920 --> 02:19:17.760]  And there are two things we need to do about it.
[02:19:17.760 --> 02:19:21.080]  We need to practice more regenerative farming.
[02:19:21.080 --> 02:19:26.280]  There are plenty of proven technologies in permaculture and biodynamics that will naturally
[02:19:26.280 --> 02:19:29.000]  keep the soil rich with iodine.
[02:19:29.000 --> 02:19:35.680]  And we need to ensure that we get the sufficient amount of iodine every day, derived from ancient
[02:19:35.680 --> 02:19:40.000]  sea salts found thousands of feet below the earth's surface.
[02:19:40.000 --> 02:19:45.840]  Our Infowars Life Survival Shield X3 is hands down the best.
[02:19:45.840 --> 02:19:52.000]  Pure nascent iodine, stabilized in an activated triiodine form.
[02:19:52.000 --> 02:19:59.440]  For a healthy thyroid and a healthy metabolism, get yours now at Infowarstore.com.
[02:19:59.440 --> 02:20:05.560]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[02:20:07.060 --> 02:20:37.039]  You know, imagine, as we show these beautiful, scenic images of Earth.
[02:20:37.039 --> 02:20:39.640]  Most of Earth is uninhabited.
[02:20:39.640 --> 02:20:45.880]  We don't even know what exists in over 80% of the oceans.
[02:20:45.880 --> 02:20:52.900]  And tyrant, demon freak shows, like John Kerry when I act like, oh my gosh, it's all shot.
[02:20:52.900 --> 02:20:53.900]  It's all done.
[02:20:53.900 --> 02:20:55.119]  It's the climate crisis.
[02:20:55.119 --> 02:20:57.279]  You're the crisis.
[02:20:57.279 --> 02:21:04.720]  You and your authoritarian, demon freak friends are the crisis.
[02:21:04.720 --> 02:21:11.340]  And so, you know, I was thinking, we got to plug, we got to fund ourselves.
[02:21:11.340 --> 02:21:17.279]  I can tell you all about our powerful triiodine formula, Survival Shield X3, 25% off right
[02:21:17.279 --> 02:21:18.699]  now while supplies last.
[02:21:18.699 --> 02:21:21.359]  I can tell you all about Turbo Force Plus.
[02:21:21.359 --> 02:21:22.840]  It's my favorite energy supplement.
[02:21:22.840 --> 02:21:24.640]  I'm not even exaggerating, folks.
[02:21:24.640 --> 02:21:28.480]  I try to get 1,000 milligrams of caffeine a day.
[02:21:28.480 --> 02:21:31.320]  Probably a little bit more than a recommended dose.
[02:21:32.320 --> 02:21:37.720]  Yeah, Turbo Force Plus, my daily before I go on air every day, and it gives me 10 hours
[02:21:37.720 --> 02:21:38.720]  of sustained energy.
[02:21:38.720 --> 02:21:40.320]  But I can tell you about all that.
[02:21:40.320 --> 02:21:44.680]  But you're listening to this, folks, if you don't have emergency food supplies, it's just...
[02:21:44.680 --> 02:21:52.560]  Because here's the thing, there's a certain level of panic when this information starts
[02:21:52.560 --> 02:21:59.920]  to sink in, especially for new audience members, rightfully so.
[02:21:59.920 --> 02:22:07.320]  But you can ease that panic, and you can ease that mystery of not knowing, well, what's
[02:22:07.320 --> 02:22:10.000]  going to happen with these demons in control of the planet.
[02:22:10.000 --> 02:22:12.320]  Folks, prepare yourself.
[02:22:12.320 --> 02:22:14.000]  Prepare yourself.
[02:22:14.000 --> 02:22:16.119]  Have an emergency food supply.
[02:22:16.119 --> 02:22:18.100]  Have an emergency water supply.
[02:22:18.100 --> 02:22:23.160]  Have the ability to filter water if you need it in a situation like that.
[02:22:23.160 --> 02:22:26.240]  And yeah, we do provide the solutions at Infowarsstore.com, absolutely.
[02:22:26.240 --> 02:22:27.800]  Why wouldn't we?
[02:22:27.800 --> 02:22:31.039]  We don't just sit here and tell you, hey, these are the problems.
[02:22:31.039 --> 02:22:34.880]  We also have solutions that we found ourselves that we share with the audience.
[02:22:34.880 --> 02:22:39.960]  So we found the highest quality emergency food supplies, and we have them at the lowest
[02:22:39.960 --> 02:22:43.519]  price at Infowarsstore.com.
[02:22:43.519 --> 02:22:46.500]  So yeah, they want to shut down food production.
[02:22:46.500 --> 02:22:49.039]  They want to shut down the power grid.
[02:22:49.039 --> 02:22:50.119]  That's not good.
[02:22:50.119 --> 02:22:54.920]  You might have a little extra ease of mind.
[02:22:55.039 --> 02:22:59.800]  You might have a little bit of that pressure released when you get these emergency supplies
[02:22:59.800 --> 02:23:02.560]  at Infowarsstore.com.
[02:23:02.560 --> 02:23:08.119]  Three-month emergency food supplies, year-long emergency food supplies, all kinds of different
[02:23:08.119 --> 02:23:12.920]  selections at Infowarsstore.com, not to mention the water filters, not to mention the air
[02:23:12.920 --> 02:23:14.760]  filters.
[02:23:14.760 --> 02:23:22.000]  So yeah, we are on a planet with absolute demonic entities trying to conquer it.
