[00:00.000 --> 00:01.200]  We'll protect voting rights.
[02:05:07.120 --> 02:05:17.360]  legitimate election um i want to talk about how uh forgive me sorry i've been on hold for a while
[02:05:19.280 --> 02:05:27.040]  the the playbook that they're running it it's been done on you it's been done on trump uh
[02:05:27.040 --> 02:05:33.680]  we're heading towards war with the russians and you know the way that they handled your case
[02:05:33.680 --> 02:05:43.520]  uh especially if you look at 2020 one of the big topics of uh of of uh the way that the left tried
[02:05:43.520 --> 02:05:49.440]  to you know discredit donald trump was that he didn't pay a taxes and you had just uh reported
[02:05:49.440 --> 02:05:56.080]  a while back i think this summer that irs just put out some sort of uh you know manifesto
[02:05:56.080 --> 02:06:02.320]  that they're trying to bring like you know 30 000 people in as like enforcers or bodyguards
[02:06:02.320 --> 02:06:09.040]  or armed guards you had a trial recently in which they claimed you had a lot of money that she didn't
[02:06:09.040 --> 02:06:16.320]  have and you know they illegally released donald trump's tax reports or uh tax returns and so i
[02:06:16.320 --> 02:06:22.240]  think that you know these kangaroo courts that are coming up there's a lot of different angles
[02:06:22.240 --> 02:06:25.600]  that they're going to try to attack oh you're absolutely right and when you're reading it it
[02:06:25.600 --> 02:06:31.520]  is literally made up crap they do not care they know nobody's stopping them at the executive level
[02:06:31.520 --> 02:06:35.600]  at the top they just believe they can do anything they want and it is dangerous thanks for the call
[02:06:35.600 --> 02:06:40.400]  pink sweater all right we're gonna go to break come back do five more minutes ahead of the great
[02:06:40.400 --> 02:06:47.200]  jay dyer sky in washington you'll be our last caller and i got a few final comments uh i should
[02:06:47.200 --> 02:06:51.520]  have covered this more i'll be covering on the saturday show and the sunday show then tuesday
[02:06:51.520 --> 02:06:58.080]  david ike's with us but and that's election day uh i've got the document out of the e you are the
[02:06:58.080 --> 02:07:04.800]  netherlands you are a terrorist and you you got to read this it's on informers.com it says because
[02:07:04.800 --> 02:07:09.920]  you think government could be tyrannical declaration of independence says that you are not allowed to
[02:07:09.920 --> 02:07:14.560]  come to our country and that's terrorism to say the government might want to take your rights
[02:07:14.560 --> 02:07:22.000]  which is what they are doing so the system's not doing this out of strength they're doing this out
[02:07:22.000 --> 02:07:28.400]  of weakness so as bad as this is it's intimidation two point seven five trillion dollar fines it's
[02:07:28.400 --> 02:07:34.320]  just smoke uh oh you're a terrorist david ike the people that put this out of the terrorist
[02:07:34.320 --> 02:07:41.280]  and they know it back in two minutes sky in washington and then jay dyer always incredible
[02:07:41.280 --> 02:07:47.680]  it really is amazing information academic level stuff is coming up today info wars.com
[02:07:47.680 --> 02:07:53.680]  band.video those are the coordinates of liberty stay with us all right now in the hour number
[02:07:53.680 --> 02:07:58.320]  four jay dyer is about to take over i got one more call sky in washington about to cram in great
[02:07:58.320 --> 02:08:03.680]  job the crew today as usual but david icke has it david icke.com it's on informers.com a full
[02:08:03.680 --> 02:08:08.720]  transcript from the dutch translation of the e you saying you're a type three terrorist
[02:08:10.320 --> 02:08:14.080]  and you're reading it says you believe there's a tyrannical world government you believe that
[02:08:14.080 --> 02:08:18.000]  we're trying to table's rights you believe we're trying to take people's speech so you can't come
[02:08:18.000 --> 02:08:21.360]  here and you have a speech because you're bad even though they're taking everybody's rights
[02:08:22.320 --> 02:08:28.560]  so it's just absolutely insane you got to read it for yourself it's on info wars.com
[02:08:28.560 --> 02:08:33.120]  and it's multinational corporations through think tanks just like in the dhs documents that came
[02:08:33.120 --> 02:08:39.440]  out this week spying on the american people and others this is true tyranny and it's the last
[02:08:39.440 --> 02:08:46.000]  desperate place these tyrants hide they're doing this through weakness not strength here is claus
[02:08:46.000 --> 02:08:52.560]  schwaab don't forget we penetrate zikabinance here is bragging about taking over your governments
[02:08:52.560 --> 02:08:56.720]  you try to talk about it you get banned from entering the european union and next you get banned
[02:08:56.720 --> 02:09:00.880]  from leaving your house and next you can't pay your bills you're taken to a femicam which
[02:09:00.880 --> 02:09:06.240]  democrats claim we're trying to do to them but that's their actual plan here it is and i have to say
[02:09:06.240 --> 02:09:16.400]  when i mentioned our names like mrs murkel even Vladimir Putin and so on they all have been
[02:09:16.400 --> 02:09:24.560]  young global leaders of the world economic forum but what we are very proud of now is a young
[02:09:24.560 --> 02:09:33.680]  generation like prime minister truto president of president of argentina and so on so we penetrate
[02:09:33.680 --> 02:09:42.240]  the cabinets so yesterday i was in a reception at a reception for prime minister truto and i
[02:09:43.520 --> 02:09:53.040]  would know that half of this cabinet or even more half of half of this cabinet are for our actually
[02:09:53.040 --> 02:09:58.960]  young global leaders of the world economic forum and that's true in argentina too wow yeah sorry
[02:09:58.960 --> 02:10:04.960]  that's true in argentina as well it's true in argentina and it's true in france now i may be
[02:10:04.960 --> 02:10:11.760]  the president who is a young global leader but what is important from so he wants to
[02:10:11.760 --> 02:10:16.240]  talk about it normalize it but if you put it out you get banned they're weak they're not strong
[02:10:16.240 --> 02:10:25.360]  sky in washington state final caller had a jay dyer go ahead hey alex god's peace be with you all
[02:10:25.360 --> 02:10:32.320]  and grace god be with you all all the listeners and you alex now you were talking about jocelyn
[02:10:32.320 --> 02:10:40.080]  elders earlier and i just want to say that growing up learning jesus loves you this i know was a great
[02:10:40.080 --> 02:10:45.600]  thing to learn well jocelyn elders here as you pointed out is on a record wanting to teach
[02:10:46.320 --> 02:10:53.680]  masturbation in school and i have a few citations here like the new york times article quote she
[02:10:53.680 --> 02:11:02.480]  had condoned teaching school children to masturbate that was 1994 we were looking at the bmj uh she
[02:11:03.360 --> 02:11:10.240]  said masturbation could be appropriate subject to teach in school i'm looking at the stanford report
[02:11:11.040 --> 02:11:17.680]  where she says quote i absolutely did this job as i felt it should be done and uh i also
[02:11:17.680 --> 02:11:25.680]  send you some video clips she's on the today show in 1994 talking about this and uh well i mean i mean
[02:11:25.680 --> 02:11:30.000]  we know she said it's on the record but i remember hearing the audio i could never find it again
[02:11:30.000 --> 02:11:34.480]  thank you for calling in with those great citations i'm told we have the clip guys go ahead and roll it
[02:11:36.400 --> 02:11:45.360]  on avocados i'll make comprehensive um whole education program if you will starting at a very
[02:11:45.360 --> 02:11:52.800]  early age i feel that it should be age appropriate it should be complete and we need to teach our
[02:11:52.800 --> 02:11:58.480]  children all of the things that they need to know and we know that many of our parents
[02:11:58.480 --> 02:12:04.480]  have difficulties teaching certain things and for that reason to make sure that all of our
[02:12:04.480 --> 02:12:10.480]  children are more informed i've always felt that we should it you know that we should make it a part
[02:12:10.480 --> 02:12:18.240]  of our school i i feel it's the only institution that we have where all of the children go
[02:12:18.880 --> 02:12:27.920]  and presently our in our schools it's very incomplete it's very spotty and we do only five
[02:12:27.920 --> 02:12:34.800]  percent of schools have a comprehensive program to address your specific question and regard to
[02:12:34.800 --> 02:12:42.560]  masturbation i think that that is something that uh it that's a part of human sexuality and it is a
