[00:00.000 --> 00:26.000]  Infowars, the most banned network in the world.
[2:35:49.600 --> 2:35:52.520]  that is in the same family as smallpox,
[2:35:52.520 --> 2:35:56.440]  causes a postular type of illness,
[2:35:56.440 --> 2:35:57.920]  a skin-based illness,
[2:35:57.920 --> 2:35:59.880]  and a very little respiratory component,
[2:35:59.880 --> 2:36:02.080]  and it's from animals to humans.
[2:36:02.080 --> 2:36:04.640]  There's been, over the last half century,
[2:36:04.640 --> 2:36:06.680]  several hundred cases, listen to this out,
[2:36:06.680 --> 2:36:10.400]  700 cases, since there's a case in the United States,
[2:36:10.400 --> 2:36:15.400]  the announcement was 13 million doses
[2:36:15.920 --> 2:36:18.920]  of a pre-manufactured live-attenuated vaccine
[2:36:18.920 --> 2:36:19.880]  for monkeypox.
[2:36:21.160 --> 2:36:23.560]  Boy, they sure guessed right on that.
[2:36:23.560 --> 2:36:26.760]  That's a hyperbolic response.
[2:36:26.760 --> 2:36:30.640]  Can you imagine the company that hasn't had any sales
[2:36:30.640 --> 2:36:32.400]  on their monkeypox vaccine,
[2:36:32.400 --> 2:36:35.120]  getting in infusion of millions of dollars of cash?
[2:36:35.120 --> 2:36:36.160]  And it's interesting,
[2:36:36.160 --> 2:36:37.840]  in a paper in New England Journal of Medicine
[2:36:37.840 --> 2:36:39.400]  by Grossenbeck and colleagues,
[2:36:39.400 --> 2:36:42.440]  when they studied an oral drug
[2:36:42.440 --> 2:36:44.360]  that we also have for monkeypox,
[2:36:44.360 --> 2:36:48.640]  called a tizovizumac, virumac, or also known as t-pox,
[2:36:48.640 --> 2:36:52.080]  when t-pox was studied in the introduction to that paper,
[2:36:52.080 --> 2:36:55.360]  it was stated a single case of smallpox
[2:36:55.360 --> 2:36:58.160]  would be a worldwide crisis
[2:36:58.160 --> 2:37:01.320]  because of this charged fear
[2:37:01.320 --> 2:37:04.720]  that the poxviruses were gonna be specifically used
[2:37:04.720 --> 2:37:06.080]  for bioterrorism.
[2:37:06.080 --> 2:37:07.360]  And there's Gates hyping it.
[2:37:07.360 --> 2:37:10.000]  In fact, let's play the clip of Bill Gates
[2:37:10.000 --> 2:37:11.840]  last year saying, this is coming,
[2:37:11.840 --> 2:37:13.120]  there's gonna be a bigger attack,
[2:37:13.120 --> 2:37:15.800]  something like the poxvirus, and now it's happened.
[2:37:17.240 --> 2:37:18.960]  And so I'm hoping in five years,
[2:37:18.960 --> 2:37:20.600]  I can write a book called,
[2:37:20.600 --> 2:37:22.320]  We Are Ready for the Next Pandemic,
[2:37:22.320 --> 2:37:25.720]  but it'll take tens of billions in R&D
[2:37:26.600 --> 2:37:30.400]  that the US and the UK will be part of that.
[2:37:30.400 --> 2:37:33.280]  It'll take probably about a billion a year
[2:37:33.280 --> 2:37:37.400]  for a pandemic task force at the WHO level,
[2:37:37.400 --> 2:37:38.840]  which is doing the surveillance
[2:37:38.840 --> 2:37:40.760]  and actually doing what I call germ games,
[2:37:40.760 --> 2:37:42.600]  where you practice, you say, okay,
[2:37:42.600 --> 2:37:47.600]  what if a bioterrorist brought smallpox to 10 airports?
[2:37:48.000 --> 2:37:50.680]  How would the world respond to that?
[2:37:52.360 --> 2:37:54.200]  There's now to really caused epidemics
[2:37:54.200 --> 2:37:56.120]  and bioterrorism caused epidemics
[2:37:56.120 --> 2:38:01.080]  that could even be way worse than what we experienced today.
[2:38:01.080 --> 2:38:03.400]  And yet the advances in medical science
[2:38:03.400 --> 2:38:08.160]  should give us tools that we could do dramatically better.
[2:38:08.160 --> 2:38:10.680]  So you'd think this would be a priority.
[2:38:11.680 --> 2:38:15.440]  The next year will be where those allocations
[2:38:15.440 --> 2:38:20.240]  have to get made, including this global pandemic task force.
[2:38:20.240 --> 2:38:24.520]  So he tells us the next big thing in November of last year,
[2:38:24.520 --> 2:38:26.160]  and now, like clockwork, it's here
[2:38:26.160 --> 2:38:27.240]  and they've got the vaccine ready.
[2:38:27.240 --> 2:38:29.360]  Wow, that doesn't look suspicious.
[2:38:29.360 --> 2:38:31.880]  Fortunately, there's an oral medication.
[2:38:31.880 --> 2:38:35.800]  We have a stockpile of two million doses.
[2:38:35.800 --> 2:38:39.440]  Almost all these cases come out of the Congo Basin.
[2:38:39.440 --> 2:38:42.400]  And there was an outbreak in 2003 in the United States,
[2:38:42.400 --> 2:38:44.280]  70 cases where there was some mixing
[2:38:44.280 --> 2:38:46.720]  of some different animals in pet stores,
[2:38:46.720 --> 2:38:48.680]  actually from that part of Africa,
[2:38:48.680 --> 2:38:50.280]  and it did spread to humans.
[2:38:50.280 --> 2:38:52.080]  But it's self-limited, Alex.
[2:38:52.080 --> 2:38:54.240]  It's easily treated with these drugs.
[2:38:54.240 --> 2:38:56.320]  It's mainly a cutaneous skin lesion.
[2:38:56.320 --> 2:38:59.000]  The only mortality that occurs is in regions
[2:38:59.000 --> 2:39:02.760]  where there is no general medical care support
[2:39:02.760 --> 2:39:05.920]  when patients do get more ill, get dehydrated, et cetera.
[2:39:05.920 --> 2:39:09.360]  But people should really examine this very closely though.
[2:39:09.360 --> 2:39:14.360]  I mean, suddenly he's talking about this monkeypox.
[2:39:14.880 --> 2:39:17.400]  I mean, I remember looking in a tropical disease book
[2:39:17.400 --> 2:39:19.760]  years ago, I used to hang out in Africa,
[2:39:19.760 --> 2:39:21.960]  and those same pictures of those children
[2:39:21.960 --> 2:39:23.120]  that were infected with it,
[2:39:23.120 --> 2:39:25.040]  those are 30 years old.
[2:39:25.040 --> 2:39:29.960]  And then suddenly he's talking about the next bonanza
[2:39:29.960 --> 2:39:30.960]  that's headed our way.
[2:39:30.960 --> 2:39:32.960]  And then just what prescience?
[2:39:32.960 --> 2:39:35.520]  What, and then, so I don't know if you guys remember,
[2:39:35.520 --> 2:39:38.920]  it was 2003, there were guinea pigs
[2:39:38.920 --> 2:39:42.200]  that were housed with Ghana paltrats.
[2:39:42.200 --> 2:39:45.160]  I mean, what kind of bizarre pets that people have.
[2:39:45.160 --> 2:39:48.400]  The guinea pigs got it from the Ghana paltrats
[2:39:48.400 --> 2:39:49.800]  that were brought in from Africa.
[2:39:49.800 --> 2:39:51.920]  And then it spread to about 70 people
[2:39:51.920 --> 2:39:53.720]  in the United States.
[2:39:53.720 --> 2:39:56.560]  There was no hysteria and talk of we need
[2:39:56.560 --> 2:39:59.400]  to buy 32 million doses of vaccines.
[2:39:59.400 --> 2:40:03.480]  We have now been conditioned to be hypervigilant
[2:40:03.480 --> 2:40:06.240]  and hyperalert to this kind of thing.
[2:40:06.240 --> 2:40:08.240]  We're being turned into hysterical...
[2:40:08.240 --> 2:40:09.080]  Nenies.
[2:40:10.240 --> 2:40:12.720]  Exactly, what's the word, hypochondriacs?
[2:40:12.720 --> 2:40:14.920]  It's true, I have to tell ya.
[2:40:14.920 --> 2:40:18.240]  You have such a lead time on this illness.
[2:40:18.240 --> 2:40:20.880]  There should be absolutely no panic.
[2:40:20.880 --> 2:40:23.000]  It's almost analogous to chickenpox
[2:40:23.000 --> 2:40:26.360]  and someone having lots of a postular vesicular lesions.
[2:40:26.360 --> 2:40:27.840]  It's readily identified.
[2:40:27.840 --> 2:40:29.600]  We can manage this.
[2:40:29.600 --> 2:40:31.400]  The treatment is actually very well tolerated.
[2:40:31.400 --> 2:40:34.000]  Teapox drug taken twice a day is perfectly fine.
[2:40:34.000 --> 2:40:37.080]  We don't need 13 million doses of a vaccine
[2:40:37.080 --> 2:40:37.920]  and have people start to...
[2:40:37.920 --> 2:40:38.960]  Clearly, it's more hysteria.
[2:40:38.960 --> 2:40:43.960]  What about the studies and links that we've seen?
[2:40:43.960 --> 2:40:45.640]  And I was talking to Dr. Fleming last week
[2:40:45.640 --> 2:40:48.840]  and he was saying that the type of virus that they use
[2:40:48.840 --> 2:40:53.840]  in the virus vector J and J and others is linked to...
[2:40:54.000 --> 2:40:55.000]  And I've got some of the studies,
[2:40:55.000 --> 2:40:57.600]  but I'm not a scientist like you, doctor,
[2:40:57.600 --> 2:41:02.320]  that that's causing these weird, acute types of hepatitis
[2:41:02.320 --> 2:41:03.400]  and children's livers.
[2:41:03.400 --> 2:41:04.840]  It's related, but not causative.
[2:41:04.840 --> 2:41:06.360]  And I'd look at it this way.
[2:41:07.280 --> 2:41:11.840]  In a recent paper in Lancet, hepatology from the UK
[2:41:11.840 --> 2:41:13.880]  and actually from Cedars-Sinai and LA,
[2:41:13.880 --> 2:41:16.720]  the authors describe that virtually all of these cases
[2:41:16.720 --> 2:41:19.560]  are hepatitis, the children are exposed in some way
[2:41:19.560 --> 2:41:22.080]  to SARS-CoV-2, either they've had the infection,
[2:41:22.080 --> 2:41:23.680]  people in their family have had the infection
[2:41:23.680 --> 2:41:24.760]  or have taken a vaccine
[2:41:24.760 --> 2:41:26.440]  or the children have taken the vaccine.
[2:41:26.440 --> 2:41:29.600]  That's actually setting up the childhood liver
[2:41:29.600 --> 2:41:32.000]  with a Wuhan spike protein.
[2:41:32.000 --> 2:41:34.280]  And then there's a superimposed exposure
[2:41:34.280 --> 2:41:37.920]  from adenovirus 41, which is typically very mild.
[2:41:37.920 --> 2:41:41.200]  Now, adenoviral vectors are used in Johnson, Johnson
[2:41:41.200 --> 2:41:44.880]  and J and J, but it's probably not related to these cases.
[2:41:44.880 --> 2:41:46.560]  What we need to do in each and every case
[2:41:46.560 --> 2:41:49.880]  is we need to understand what is the SARS-CoV-2 exposure
[2:41:49.880 --> 2:41:52.280]  to the children in order to find a path forward.
[2:41:52.280 --> 2:41:53.720]  Some of these cases have resulted
[2:41:53.720 --> 2:41:55.520]  in transplants, some have been fatal.
[2:41:56.760 --> 2:41:59.360]  The other thing that before we get too far away from it
[2:41:59.360 --> 2:42:01.920]  that I wanted to talk about was
[2:42:01.920 --> 2:42:06.160]  there are clear precedents for what we're seeing.
[2:42:06.160 --> 2:42:09.680]  In 2001, about three weeks before Dr. McCullough
[2:42:09.680 --> 2:42:12.200]  was interviewed by Tucker Carlson,
[2:42:12.200 --> 2:42:15.080]  there was a huge book that was published
[2:42:15.080 --> 2:42:17.960]  here in the United States called Empire of Pain.
[2:42:17.960 --> 2:42:21.160]  It was a publishing sensation.
[2:42:21.160 --> 2:42:23.280]  It's about the Sackler family of New York
[2:42:23.280 --> 2:42:25.800]  that started Purdue Pharma.
[2:42:25.800 --> 2:42:26.640]  And it-
[2:42:26.640 --> 2:42:27.480]  Oxycontin.
[2:42:27.480 --> 2:42:29.840]  Oxycontin, and it's a marvelous book.
[2:42:29.840 --> 2:42:32.200]  I mean, hats off to the writer.
[2:42:32.200 --> 2:42:36.080]  He describes how this very clever family-
[2:42:36.080 --> 2:42:38.040]  Hold on, John Lee, let's talk about the parallels
[2:42:38.040 --> 2:42:39.360]  with this when we come back.
[2:42:39.360 --> 2:42:41.080]  We've got two more seconds for our amazing guests.
[2:42:41.080 --> 2:42:44.240]  Then the amazing Mike Adams is gonna be taking over
[2:42:44.240 --> 2:42:45.280]  in the fourth hour.
[2:42:45.280 --> 2:42:47.480]  Owen Schreuer, The War Room, 3 p.m. Central,
[2:42:47.480 --> 2:42:50.160]  only on the M4 Wars Radio TV Network.
[2:42:50.160 --> 2:42:53.240]  Over 350 radio affiliates, over 200 TV affiliates,
[2:42:53.240 --> 2:42:54.640]  they're not shutting us down.
[2:42:57.080 --> 2:43:00.440]  Ladies and gentlemen, Ultra 12, the highest quality
[2:43:00.440 --> 2:43:02.120]  B12 you're gonna find on the market
[2:43:02.120 --> 2:43:03.360]  has been sold off for many months,
[2:43:03.360 --> 2:43:06.320]  but now it's back in stock at m4warsore.com.
[2:43:06.320 --> 2:43:07.960]  Now, in the next 45 seconds,
[2:43:07.960 --> 2:43:09.560]  I don't have time to get into bottom of B12,
[2:43:09.560 --> 2:43:12.200]  but do your own research and realize
[2:43:12.200 --> 2:43:15.640]  when it is organic, high quality, vitamin B12,
[2:43:15.640 --> 2:43:19.240]  it energizes every other vitamin, mineral in your body
[2:43:19.240 --> 2:43:21.680]  and all of your hormones and so much more.
[2:43:21.680 --> 2:43:23.560]  Ultra 12 is incredible.
[2:43:23.560 --> 2:43:25.040]  You take it out of the tongue,
[2:43:25.040 --> 2:43:26.960]  so it's better absorption into your body,
[2:43:26.960 --> 2:43:28.560]  and it is a game changer.
[2:43:28.560 --> 2:43:33.480]  nfowarsore.com has Ultra 12 back in stock,
[2:43:33.480 --> 2:43:35.080]  and despite the fact it's back in stock,
[2:43:35.080 --> 2:43:36.840]  despite the fact it's sold very quickly,
[2:43:36.840 --> 2:43:40.000]  it is 40% off for a limited time.
[2:43:40.000 --> 2:43:42.960]  So act now, funding nFoWars, experience the purest,
[2:43:42.960 --> 2:43:47.160]  highest quality B12 now at nfowarsore.com
[2:43:47.160 --> 2:43:51.200]  or call toll free, 888-253-3139.
[2:43:51.200 --> 2:43:52.800]  Thank you all for your support.
[2:43:52.800 --> 2:43:57.440]  Now take action and get your bottle of Ultra 12.
[2:43:57.440 --> 2:44:00.520]  The globalist social engineers always intended
[2:44:00.520 --> 2:44:04.920]  to push their COVID biomedical tyranny lockdowns
[2:44:04.920 --> 2:44:08.080]  until the populations rebelled.
[2:44:08.080 --> 2:44:10.480]  They would then use that as the pretext
[2:44:10.480 --> 2:44:13.640]  for permanent martial law and banning and arresting
[2:44:13.640 --> 2:44:17.040]  anybody that speaks out against their lives.
[2:44:17.040 --> 2:44:19.280]  But because of so many scientists and engineers
[2:44:19.280 --> 2:44:21.800]  and researchers and others coming public
[2:44:21.800 --> 2:44:24.880]  and whistleblowers, now their whole project
[2:44:24.880 --> 2:44:27.760]  is falling apart because the people are aware
[2:44:27.760 --> 2:44:31.920]  that it is a world government corporate takeover.
[2:44:31.920 --> 2:44:35.280]  And so it's pulling back the curtain now more than ever.
[2:44:35.280 --> 2:44:37.400]  The problem is some globalist controlled areas
[2:44:37.400 --> 2:44:39.520]  are not going to give up on their takeover.
[2:44:39.520 --> 2:44:43.480]  Like Canada, where they've now declared a civil emergency
[2:44:43.480 --> 2:44:46.960]  in martial law in Ontario and other areas of the world
[2:44:46.960 --> 2:44:48.720]  are following suit like Australia.
