[00:00.000 --> 00:10.000]  When I grow up I want to be a rock star!
[02:48:51.000 --> 02:48:57.000]  Because supplies of both of those are running very, very low and we're not going to have more shipped until the middle of December.
[02:48:57.000 --> 02:49:01.000]  So I'm going to go back to regular price on both those products after tomorrow.
[02:49:01.000 --> 02:49:05.000]  I had said today was the last day to use PayPal at m4warstore.com.
[02:49:05.000 --> 02:49:08.000]  The one there's a protest, dump your wallet out and then delete it.
[02:49:08.000 --> 02:49:14.000]  I kind of forgotten, I kind of mentioned this last week, we did fall suit on them last night.
[02:49:14.000 --> 02:49:21.000]  All we're looking is for them to let us go to the lunch counter, get on the bus, get on the airplane, live in America,
[02:49:21.000 --> 02:49:27.000]  and not have them build strawmen about us and then block us from the marketplace.
[02:49:27.000 --> 02:49:30.000]  So again, we need a lot of money to do this.
[02:49:30.000 --> 02:49:34.000]  We're fighting for everybody's rights here, ladies and gentlemen, m4warstore.com, m4warslife.com.
[02:49:34.000 --> 02:49:39.000]  Sign up for auto-ship and it locks in 10% off on that order in the next.
[02:49:39.000 --> 02:49:41.000]  You can cancel anytime with one click.
[02:49:41.000 --> 02:49:43.000]  Free shipping, order $50 or more.
[02:49:43.000 --> 02:49:50.000]  Every order, even though it's massively discounted, gets 5% Patriot points on each dollar that go on your account.
[02:49:50.000 --> 02:49:53.000]  m4warstore.com has a lot of benefits.
[02:49:53.000 --> 02:49:58.000]  m4warslife.com is the sub area that takes you right to the supplements.
[02:49:58.000 --> 02:50:01.000]  We have the books, the t-shirts, we have the best t-shirts we've ever had.
[02:50:01.000 --> 02:50:04.000]  Trump as a Spartan severing Medusa's head.
[02:50:04.000 --> 02:50:06.000]  Yes, it's Hillary, it's metaphorical.
[02:50:06.000 --> 02:50:08.000]  We don't want to actually cut her head off and make her a martyr.
[02:50:08.000 --> 02:50:12.000]  We're saying we severed her spiritual evil and now have the head as a weapon.
[02:50:12.000 --> 02:50:14.000]  It's very powerful.
[02:50:14.000 --> 02:50:19.000]  So I guess it's Trump as Perseus.
[02:50:19.000 --> 02:50:22.000]  Though he is wearing a Roman guard traditionally, but it doesn't matter.
[02:50:22.000 --> 02:50:23.000]  It's awesome.
[02:50:23.000 --> 02:50:24.000]  I just love it.
[02:50:24.000 --> 02:50:25.000]  It's so obnoxious.
[02:50:25.000 --> 02:50:26.000]  I wear it out in public.
[02:50:26.000 --> 02:50:27.000]  It's so cartoonish.
[02:50:27.000 --> 02:50:31.000]  And then we've got the George Washington French Indian War shirt.
[02:50:31.000 --> 02:50:32.000]  These are some of my favorites.
[02:50:32.000 --> 02:50:33.000]  They're all at m4warstore.com.
[02:50:33.000 --> 02:50:35.000]  We have forbidden information.
[02:50:35.000 --> 02:50:37.000]  Alex Jones shirt, reelect 45.
[02:50:37.000 --> 02:50:40.000]  Meanwhile, like Wolverine, I am the resistance.
[02:50:40.000 --> 02:50:45.000]  And so much more at m4warstore.com or AAA-253-3139.
[02:50:45.000 --> 02:50:48.000]  By the way, most of these shirts are made in America.
[02:50:48.000 --> 02:50:49.000]  They're all printed here.
[02:50:49.000 --> 02:50:51.000]  They're really soft fabric.
[02:50:51.000 --> 02:50:54.000]  So some of these shirts cost us like $10.
[02:50:54.000 --> 02:50:56.000]  The average is like $8, $9.
[02:50:56.000 --> 02:50:57.000]  I was about to do a shirt.
[02:50:57.000 --> 02:50:58.000]  It was $50 a piece.
[02:50:58.000 --> 02:50:59.000]  We didn't do it.
[02:50:59.000 --> 02:51:00.000]  We went ahead and killed it.
[02:51:00.000 --> 02:51:01.000]  It was too expensive.
[02:51:01.000 --> 02:51:02.000]  If I sell it at 20, we'll go bankrupt.
[02:51:02.000 --> 02:51:05.000]  You have the obnoxious m4war shirt in your face m4war.
[02:51:05.000 --> 02:51:09.000]  It's like this big flaming, almost like, I don't know what color it's.
[02:51:09.000 --> 02:51:10.000]  It's beyond red.
[02:51:10.000 --> 02:51:11.000]  It really stands out.
[02:51:11.000 --> 02:51:12.000]  CNN's fake news.
[02:51:12.000 --> 02:51:13.000]  We've got ball caps.
[02:51:13.000 --> 02:51:16.000]  We have the original shirt I designed 20 years ago.
[02:51:16.000 --> 02:51:17.000]  Mass murderers agree.
[02:51:17.000 --> 02:51:19.000]  Gun control works.
[02:51:19.000 --> 02:51:20.000]  We've got it all right there.
[02:51:20.000 --> 02:51:23.000]  The mole on lobby for men and women m4warstore.com.
[02:51:23.000 --> 02:51:28.000]  And we have the new happy's mood and stress.
[02:51:28.000 --> 02:51:33.000]  All the known concentrated herbs that it's not the presence that just make you calm
[02:51:33.000 --> 02:51:36.000]  and relaxed and focused at the same time.
[02:51:36.000 --> 02:51:37.000]  Very powerful formula.
[02:51:37.000 --> 02:51:40.000]  Other leading formulas are 50 bucks.
[02:51:40.000 --> 02:51:42.000]  Ours is normally retail $44.
[02:51:42.000 --> 02:51:44.000]  Well, it's half off out of the gates.
[02:51:44.000 --> 02:51:47.000]  2247 believe me, you can't get a better deal.
[02:51:47.000 --> 02:51:50.000]  Two ounces of it in palm oil.
[02:51:50.000 --> 02:51:51.000]  It's amazing.
[02:51:51.000 --> 02:51:55.000]  These mood and stress are newest product at m4warstore.com.
[02:51:55.000 --> 02:51:57.000]  Okay, let's go to your calls.
[02:51:57.000 --> 02:52:00.000]  Matt Bracken's coming up, but I'm going to, and he's good with this.
[02:52:00.000 --> 02:52:03.000]  He understands I'm going to commandeer the first two segments.
[02:52:03.000 --> 02:52:04.000]  I get to all of you.
[02:52:04.000 --> 02:52:09.000]  I will go to every one of these callers or I'll slap myself.
[02:52:09.000 --> 02:52:11.000]  I guess I mean the point is I'm going to try to get all your calls here.
[02:52:11.000 --> 02:52:13.000]  Who's been home the longest?
[02:52:13.000 --> 02:52:16.000]  Let's go to Josh in Arkansas.
[02:52:16.000 --> 02:52:17.000]  Josh in Arkansas.
[02:52:17.000 --> 02:52:18.000]  You're on the air.
[02:52:18.000 --> 02:52:19.000]  Welcome.
[02:52:19.000 --> 02:52:22.000]  Hello Alex, how are you doing my friend?
[02:52:22.000 --> 02:52:24.000]  I'm in one hell of a fight brother, but you know what?
[02:52:24.000 --> 02:52:25.000]  I'm counting on you.
[02:52:25.000 --> 02:52:27.000]  You're counting on me and we've already changed the world.
[02:52:27.000 --> 02:52:29.000]  So let's get it done.
[02:52:29.000 --> 02:52:33.000]  I can tell you that, you know, we're all going through this thing together and it's important
[02:52:33.000 --> 02:52:37.000]  that everybody listen and pay attention to everything that he's saying that it's, you
[02:52:37.000 --> 02:52:41.000]  know, if we don't get informed with everybody that we're in this fight with that we can't
[02:52:41.000 --> 02:52:44.000]  just sit them down and have an argument with the people on the other side because it's
[02:52:44.000 --> 02:52:48.000]  obvious that they're being pushed propaganda that gives them alternative things that the
[02:52:48.000 --> 02:52:51.000]  post on the Facebook, you've got to get in their face.
[02:52:51.000 --> 02:52:56.000]  Just, you know, take for instance, they think that they've put the back and you asked number
[02:52:56.000 --> 02:52:59.000]  17646 is the overturned row.
[02:52:59.000 --> 02:53:04.000]  And it's all about they think that the stakes and the separate sovereignty is exceptional
[02:53:04.000 --> 02:53:05.000]  to the double jeopardy law.
[02:53:05.000 --> 02:53:09.000]  So I mean, what do you think about that with them trying to keep Kavanaugh out of office
[02:53:09.000 --> 02:53:14.000]  and to delay it for so long just so this docket can get past, get past the Senate?
[02:53:14.000 --> 02:53:15.000]  I totally agree.
[02:53:15.000 --> 02:53:21.000]  They've got stuff stuck in the Supreme Court that they think they have the votes for right
[02:53:21.000 --> 02:53:24.000]  now that'll help them bring us into global government and block Trump.
[02:53:24.000 --> 02:53:29.000]  And Kavanaugh is a strict constructionist and that's why they're scared of him.
[02:53:29.000 --> 02:53:34.000]  And absolutely, we need Kavanaugh in there right now because he has already told Trump
[02:53:34.000 --> 02:53:36.000]  he will execute Trump's operation.
[02:53:36.000 --> 02:53:41.000]  They feel that Trump can pardon all the lot of them that they have nothing to fear from
[02:53:41.000 --> 02:53:42.000]  the state attorney, right?
[02:53:42.000 --> 02:53:46.000]  So in reality, they don't want to see the people that Obama pardoned at the end of his
[02:53:46.000 --> 02:53:50.000]  term when he turned loose all those cocaine dealers.
