[00:00:04.133 --> 00:00:04.353]  Wow!
[02:24:42.880 --> 02:24:44.860]  And I'm not talking to the people that know what they're doing.
[02:24:44.860 --> 02:24:47.221]  I'm talking to those that don't know what they're doing.
[02:24:47.221 --> 02:24:50.682]  When we come back from break, I'm going to get to all these clips.
[02:24:50.682 --> 02:24:56.584]  When Trump says we're giving the power back to the people, that means you, women, men, everybody.
[02:24:56.584 --> 02:24:57.724]  So sick of talking about it.
[02:25:00.031 --> 02:25:05.036]  Trump is ridiculously real, ridiculously good.
[02:25:05.036 --> 02:25:08.118]  My spirit from the moment he started running was like, this guy's good, this guy's good.
[02:25:08.118 --> 02:25:12.823]  I'm like, no, no, listen to the neocon propaganda.
[02:25:12.823 --> 02:25:14.685]  And my gut's like, no, go with Trump, go with Trump.
[02:25:14.685 --> 02:25:18.228]  Then all of a sudden, oh, Trump wants to come on.
[02:25:18.228 --> 02:25:20.670]  And it's just crazy.
[02:25:20.670 --> 02:25:25.014]  If Trump isn't real, he's the greatest deception to ever hit the planet.
[02:25:25.014 --> 02:25:25.775]  No, he's real, folks.
[02:25:27.435 --> 02:25:32.064]  Now this video is going to be posted to YouTube and InfoWars in the next 30 minutes, but we're going to premiere part of it now.
[02:25:32.064 --> 02:25:36.213]  It's called Day One, put together by Rob Jacobson and Darren McBreen.
[02:25:36.213 --> 02:25:36.533]  Here it is.
[02:25:37.609 --> 02:25:45.111]  We're going to stop the ridiculous trade deals that are taking everybody out of our country and taking companies out of our country.
[02:25:45.111 --> 02:25:50.353]  It's inconceivable to me that this was allowed to happen in the first place.
[02:25:50.353 --> 02:25:54.454]  I'm blaming many, many years long beyond Obama.
[02:25:54.454 --> 02:25:58.775]  Believe me, this has been going on for decades.
[02:25:58.775 --> 02:25:59.235]  And it's a
[02:26:11.496 --> 02:26:17.643]  I almost can't believe it because things have been so bad under Bush and then Obama.
[02:26:17.643 --> 02:26:24.871]  The Republican Party establishment, the Democratic Party establishment have been selling this country off to the lowest bidder internationally.
[02:26:24.871 --> 02:26:26.333]  We have been completely betrayed.
[02:26:27.523 --> 02:26:30.766]  And then Trump comes along and says, I will not let you down, Alex.
[02:26:30.766 --> 02:26:33.268]  I'm going to break the back of globalism.
[02:26:33.268 --> 02:26:36.711]  I'm going to return the jobs to America just in an even playing field.
[02:26:36.711 --> 02:26:37.912]  We're going to take back our jobs.
[02:26:37.912 --> 02:26:39.513]  We're going to take back our manufacturing.
[02:26:39.513 --> 02:26:40.634]  We take back our base.
[02:26:40.634 --> 02:26:41.975]  I will not let you down.
[02:26:41.975 --> 02:26:45.238]  You will be very, very impressed.
[02:26:45.238 --> 02:26:47.960]  And I'm going to have peace with Russia.
[02:26:47.960 --> 02:26:50.382]  And I'm going to bring back all these factories.
[02:26:50.382 --> 02:26:51.684]  And I'm going to repeal Obamacare.
[02:26:52.625 --> 02:26:54.987]  And I'm gonna repeal gun control laws.
[02:26:54.987 --> 02:27:01.772]  All the bills are either introduced or have already passed, and he's been president four days.
[02:27:01.772 --> 02:27:03.953]  Four days.
[02:27:03.953 --> 02:27:09.277]  Now, on the radio today, I covered it, that he was saying he would repeal TPP.
[02:27:09.277 --> 02:27:11.699]  That took a decade to negotiate in secret.
[02:27:11.699 --> 02:27:14.181]  It hands over basically all remaining U.S.
[02:27:14.181 --> 02:27:18.344]  sovereignty, the IMF, the World Bank, and the World Trade Organization.
[02:27:18.344 --> 02:27:21.987]  And Trump just declared it's all evaporated.
[02:27:22.879 --> 02:27:28.203]  It's inconceivable to me that this was allowed to happen in the first place.
[02:27:28.203 --> 02:27:30.245]  And I'm not blaming President Obama for this.
[02:27:30.245 --> 02:27:34.468]  I'm blaming many, many years long beyond Obama.
[02:27:34.468 --> 02:27:38.751]  This has been going on for decades.
[02:27:38.751 --> 02:27:42.514]  And it's a trend that we're going to stop cold.
[02:27:42.514 --> 02:27:43.094]  Incredible.
[02:27:43.094 --> 02:27:45.436]  That was open world government, according to Davos.
[02:27:46.969 --> 02:27:51.091]  The PR meeting of the private corporations that have hijacked the world.
[02:27:51.091 --> 02:27:52.932]  They call what they've done free market.
[02:27:52.932 --> 02:28:01.395]  They've done it all in secret and it's all one-sided to transfer power to them, selling off the wealth of the West to authoritarian regimes in the third world.
[02:28:01.395 --> 02:28:05.677]  And then those regimes don't even empower their people!
[02:28:05.677 --> 02:28:09.158]  When my dad was in Plan 2 as a junior in high school back in 1966,
[02:28:12.031 --> 02:28:23.065]  He was brought in as one of the top six smartest people in Texas, and they admitted to him the whole world government program, and how they were going to transfer American wealth to the third world to empower it.
[02:28:23.065 --> 02:28:26.910]  And my dad ended up going to UT, but ended up turning against it and fighting against it.
[02:28:27.975 --> 02:28:29.575]  And educating me about it.
[02:28:29.575 --> 02:28:31.676]  But back then it was secret.
[02:28:31.676 --> 02:28:32.396]  It's public.
[02:28:32.396 --> 02:28:38.597]  And they admit Donald Trump is killing corporate, unelected world government, and I say it's beautiful.
[02:28:38.597 --> 02:28:41.478]  They say, oh, it's going to kill the new American century.
[02:28:41.478 --> 02:28:44.679]  They said that the American century was over.
[02:28:44.679 --> 02:28:45.699]  It was about China.
[02:28:45.699 --> 02:28:55.061]  Now Trump in his speech says it's the new American millennium, but not enforcing our will militarily, doing it through culture and ideas.
[02:28:57.452 --> 02:29:06.157]  Everything from Carrier to Chrysler to Ford to major Japanese companies are announcing hundreds of billions of dollars in investment.
[02:29:06.157 --> 02:29:18.483]  I have just today spoken to several high-level corporate chiefs that said we were just waiting for America to wake up, we were ordered to do this, or we'd be audited, we'd be shut down.
[02:29:18.483 --> 02:29:20.324]  We do what the president says.
[02:29:20.324 --> 02:29:22.646]  And now we've got a real president, we're going to do it with gusto.
[02:29:24.236 --> 02:29:31.220]  I will be able to announce to you very, very soon that major technology companies are returning to the U.S.
[02:29:31.220 --> 02:29:32.721]  big time.
[02:29:32.721 --> 02:29:37.364]  And also major firearms manufacturers.
[02:29:37.364 --> 02:29:39.806]  They're returning from places like Brazil to Miami, Florida.
[02:29:39.806 --> 02:29:41.607]  All right, we'll be right back.
[02:29:41.607 --> 02:29:42.788]  This is... Stay with us.
[02:29:42.788 --> 02:29:43.428]  This is one breakdown.
[02:29:43.428 --> 02:29:45.950]  There's another video that's all the craziness, but we've got that one too.
[02:29:45.950 --> 02:29:46.330]  Stay with us.
[02:29:50.184 --> 02:29:53.225]  We're on the march, the empire's on the run.
[02:29:53.225 --> 02:30:00.706]  Alex Jones and the GCN Radio Network.
[02:30:00.706 --> 02:30:14.168]  Well just in case you missed it, InfoWars was on the ground live covering every piece of action imaginable on the Washington DC grounds as the inauguration was taking place and we caught, not surprisingly, a number of protesters behaving badly.
[02:30:14.168 --> 02:30:18.469]  One video shows a man frustrated with anti-fascists blocking a street in Washington DC
[02:30:18.789 --> 02:30:22.073]  And one of these fascists punches the man in the face before being attacked.
[02:30:22.073 --> 02:30:25.397]  The incident taking place on Friday during Trump's inaugural speech.
[02:30:25.397 --> 02:30:33.045]  The video starts with an unnamed man, let's call him Thor, asking the Antifata stooges if they're going to prevent him from going to work because they're crying, you know what.
[02:30:33.746 --> 02:30:35.946]  Then they seem to have lost it with the word war.
[02:30:35.946 --> 02:30:39.627]  Yes, pretty much a masked female responds, come on babe, let the ladies through.
[02:30:39.627 --> 02:30:41.547]  At which point, some of the women pass.
[02:30:41.547 --> 02:30:47.128]  Now, this guy rushes behind the women and turns around and says, F you, your roadblocks are expletive.
[02:30:47.128 --> 02:30:49.329]  And then, she responds by attacking him.
[02:30:49.329 --> 02:30:51.309]  Yes, she punches him right in the face.
[02:30:51.309 --> 02:30:56.490]  Looks like these protesters that are part of the women's march after the inauguration were just as bad.
[02:30:56.490 --> 02:30:58.171]  Catch us here for all of the action.
[02:30:58.171 --> 02:31:00.071]  I'm Margaret Hale reporting for InfoWars.com.
[02:31:00.891 --> 02:31:11.413]  You're investing in your health and supporting the InfoWar when you visit InfoWarsLife.com and purchase your supply of Survival Shield X2 Nascent Iodine and all the great products at InfoWarsLife.com.
[02:31:11.413 --> 02:31:17.334]  As you know, we've talked to pharmacists, chemists, doctors, researchers, scientists, and the answer is clear.
[02:31:17.334 --> 02:31:24.556]  Iodine is key, is paramount, and there's still so much new information coming out that we simply can't even keep up with it.
[02:31:24.556 --> 02:31:26.496]  In our quest for the purest iodine,
[02:31:26.736 --> 02:31:33.502]  We drilled down more than 7,000 feet to gather these purple-blue crystals to extract the ultra-pure iodine.
[02:31:33.502 --> 02:31:37.425]  On top of that, we also screen our iodine for radiation before bottling.
[02:31:37.425 --> 02:31:40.247]  It is the purest, cleanest, strongest out there.
[02:31:40.247 --> 02:31:44.311]  Quite frankly, I'm flattered that with the launch of survival shield nascent iodine,
[02:31:44.451 --> 02:31:45.232]  We're good to go.
[02:32:00.652 --> 02:32:04.913]  Ladies and gentlemen, Alex Jones here on the road with a very important announcement.
[02:32:04.913 --> 02:32:08.174]  Roger Stone's new book is coming out in a couple weeks.
[02:32:08.174 --> 02:32:12.515]  It's exclusively available at pre-order at InfoWarsStore.com.
[02:32:12.515 --> 02:32:23.519]  It's the making of a president, and it breaks down how Trump really got elected, the inside baseball, the current battles, and a blueprint for the future and what Trump and others are really planning to do to restore the Republic of prosperity.
[02:32:23.519 --> 02:32:27.360]  But bottom line, this is the book that got Roger Stone poisoned with polonium.
[02:32:27.360 --> 02:32:28.780]  It breaks down what really happened with the Russians.
[02:32:28.800 --> 02:32:29.460]  We're good to go.
[02:32:55.058 --> 02:32:59.841]  And please continue to support the operation and get his book now so you're the first to have it shipped to you.
[02:32:59.841 --> 02:33:04.183]  The answer to 1984 is 1776.
[02:33:04.183 --> 02:33:06.925]  You're listening to the Alex Jones Show.
[02:33:47.921 --> 02:33:49.804]  They do have another piece that isn't quite done yet.
[02:33:49.804 --> 02:33:52.830]  I was told this last piece was a compilation of people going insane.
[02:33:52.830 --> 02:33:54.232]  Uh, we got that.
[02:33:54.232 --> 02:33:56.296]  This is something even more powerful.
[02:33:56.296 --> 02:33:58.079]  Uh, a piece I shot last night that was, uh...
[02:33:59.161 --> 02:34:01.942]  The nightly news, I guess, didn't get there.
[02:34:01.942 --> 02:34:04.343]  There's a lot of regulation that the country deals with.
[02:34:04.343 --> 02:34:08.005]  There's a lot of bureaucracy I deal with trying to organize things and get things done here.
[02:34:08.005 --> 02:34:12.507]  To run a major news operation would be done by a lot of people if it was easy.
[02:34:12.507 --> 02:34:20.750]  But finishing up this piece that is Donald Trump Day One that we'll upload to YouTube that deals with just how hard he's working and what he's doing.
[02:34:20.750 --> 02:34:23.752]  And I don't want to say it's too good to be true, but the proof is in the pudding.
[02:34:23.752 --> 02:34:26.133]  He's already delivered on the TPP, shooting it down.
[02:34:26.853 --> 02:34:31.318]  Announcing they're going to renegotiate Napton Gap, because that was passed by Congress, so he can't just shoot that down.
[02:34:31.318 --> 02:34:34.140]  TPP was done by executive power, so he can shoot that down.
[02:34:34.140 --> 02:34:38.064]  Bringing back massive automakers, jobs, factories.
[02:34:38.064 --> 02:34:41.508]  Announcing that they're not going to just let people walk across the border.
[02:34:41.508 --> 02:34:44.510]  Just hundreds of things have already happened in just four days.
[02:34:44.510 --> 02:34:45.852]  It is simply amazing.
[02:34:47.389 --> 02:34:58.421]  Now, Gary Gufrie is the amazing artist that has done the famous official Ronald Reagan portrait that's hand-drawn that you see all over the world.
[02:34:58.421 --> 02:35:03.627]  And at the Reagan Library, he's the top official artist of the GOP.
[02:35:03.627 --> 02:35:07.891]  He did an original 2,000-print lithograph
