[00:00:02.611 --> 00:00:04.412]  It makes zero sense.
[02:15:38.505 --> 02:15:42.727]  And to embarrass Russia over all that, there was an attack launched into Georgia.
[02:15:44.819 --> 02:15:49.884]  Into Russia, and the Russians repulsed it, pulled back, and the media's like, Russia attacked Georgia.
[02:15:49.884 --> 02:15:57.290]  And I was following foreign news, even British news admitted that the Ukrainians attacked Russian herald areas in Abkhazia and South Ossetia.
[02:15:57.290 --> 02:15:59.472]  I mean, you know, two plus two equals four.
[02:15:59.472 --> 02:16:01.074]  I'm not a Russophile.
[02:16:01.074 --> 02:16:03.916]  I'm a humanophile, a freedomophile, a Jesusophile.
[02:16:03.916 --> 02:16:05.358]  I mean, I love freedom.
[02:16:05.358 --> 02:16:08.100]  And I love surviving and not blowing the earth up.
[02:16:08.100 --> 02:16:11.103]  And so if the Russians make any provocative moves, I'm against it.
[02:16:12.085 --> 02:16:13.706]  They cut their defense budget.
[02:16:13.706 --> 02:16:15.967]  They're totally surrounded.
[02:16:15.967 --> 02:16:22.049]  And now, because the Ukrainians are rolling weapons up at the border, the Russians are rolling weapons up at the border.
[02:16:22.049 --> 02:16:24.130]  What do you think they're going to do?
[02:16:24.130 --> 02:16:28.872]  So there you go, ladies and gentlemen, witho Biden.
[02:16:28.872 --> 02:16:30.573]  Not a good time.
[02:16:30.573 --> 02:16:31.413]  Here's some of the headlines.
[02:16:31.413 --> 02:16:38.436]  Biden admin threatens consequences against Russia for military buildup in Ukraine.
[02:16:38.436 --> 02:16:41.237]  One of the few things Trump did trying to prove he wasn't a Russian agent,
[02:16:42.276 --> 02:16:46.698]  We'll start giving anti-tank missiles and tanks to the Ukrainians and attack helicopters.
[02:16:46.698 --> 02:16:49.199]  And now that's accelerated here.
[02:16:49.199 --> 02:16:59.863]  And so all these tough guy, you know, liberal women that wear the pants in their house, now they're about to show Putin right now how big and bad they are and probably blow the planet up.
[02:16:59.863 --> 02:17:00.983]  It's just there's no end to it.
[02:17:00.983 --> 02:17:07.626]  But oh, after O'Biden, you know, that's what this is, the O'Biden administration, O comes first.
[02:17:07.626 --> 02:17:08.346]  He's the charge.
[02:17:08.346 --> 02:17:11.407]  It's like, kind of like, Obama's the real president.
[02:17:12.102 --> 02:17:17.107]  Then Biden's the front man, and then Kamala's this little thing that swims around over here.
[02:17:17.107 --> 02:17:22.473]  But... They're the ones that moved the troops in.
[02:17:22.473 --> 02:17:23.694]  They're the ones that massed the troops.
[02:17:23.694 --> 02:17:25.616]  They're the ones that have been doing all this.
[02:17:25.616 --> 02:17:26.697]  And the left just loves it.
[02:17:26.697 --> 02:17:28.859]  It's like, oh, yeah, sexy war with the Russians.
[02:17:28.859 --> 02:17:30.181]  Because they're Christians now.
[02:17:30.181 --> 02:17:32.703]  People go, oh, Russia's faking that it's Christian.
[02:17:32.703 --> 02:17:33.124]  No, they're not.
[02:17:33.124 --> 02:17:34.305]  Hollywood wants to blow it up.
[02:17:36.232 --> 02:17:43.019]  And if you look at the Trotskyites, and if you look at the neocons that hate Russia, they're the ones that were kicked out of Russia!
[02:17:43.019 --> 02:17:48.646]  And so they've got a big hard-on for Russia, because they had Russia down where they wanted it.
[02:17:48.646 --> 02:17:52.550]  They had Russia where they wanted it, and now they don't.
[02:17:52.550 --> 02:17:54.992]  So let's all pray for peace.
[02:17:54.992 --> 02:17:57.115]  The globalists are certainly accelerating us into war.
[02:17:58.503 --> 02:18:08.025]  While O'Biden, this is the key, told China a month and a half ago on CNN, go ahead and invade Hong Kong, Taiwan, go ahead and kill the Uyghurs, it's your right to do it.
[02:18:08.025 --> 02:18:09.946]  Wow!
[02:18:09.946 --> 02:18:13.106]  Wow!
[02:18:13.106 --> 02:18:23.309]  That reminds me of Stalin appeasing Hitler before World War II kicked off between Russia and Germany, because that was the real war.
[02:18:23.309 --> 02:18:25.309]  All the other stuff was big and important and
[02:18:26.007 --> 02:18:33.391]  You know, half a million Brits died, 400,000 Americans died, we had big battles everywhere, but do you know 22 million Germans died, 20 million Russians?
[02:18:33.391 --> 02:18:41.696]  I mean, World War II was the Russians and the Germans literally murdering a third of each other.
[02:18:41.696 --> 02:18:48.540]  And now, once again, the European dictator, I mean, that's what Obama, Biden is, is just a European globalist thing,
[02:18:49.338 --> 02:18:53.781]  He's now trying to start a war with Russia, because they really haven't ever won there.
[02:18:53.781 --> 02:19:01.967]  They kind of socially put in communists, killed a bunch of Christians, kind of had their way for a while, but damn it, Stalin came in and kicked the Trotskyites out.
[02:19:01.967 --> 02:19:03.868]  And Stalin was a bad guy, I'm just saying.
[02:19:03.868 --> 02:19:05.529]  They really have been pissed.
[02:19:05.529 --> 02:19:09.852]  They always had hopes of getting them back down on the ground again.
[02:19:09.852 --> 02:19:12.374]  And so all of this is the globalists fighting the wars they lost.
[02:19:13.519 --> 02:19:15.300]  The Globalist are mad at Christians existing.
[02:19:15.300 --> 02:19:17.161]  They're mad at America existing.
[02:19:17.161 --> 02:19:18.842]  They're mad at our success.
[02:19:18.842 --> 02:19:22.385]  They want us beat.
[02:19:22.385 --> 02:19:31.431]  And that's all any of this is, and that's all any of it ever will be.
[02:19:31.431 --> 02:19:39.976]  So the world is in extreme, grave danger right now.
[02:19:39.976 --> 02:19:40.897]  And it's very serious.
[02:19:42.538 --> 02:19:49.541]  And I just cannot stress that enough to anybody that we are in extreme peril.
[02:19:49.541 --> 02:19:53.664]  Ezra Levant is scheduled, he adds up Rebel Media to join us.
[02:19:53.664 --> 02:19:56.605]  If you haven't seen the footage or TV, we're going to be playing it.
[02:19:56.605 --> 02:19:59.346]  It is Tiananmen Square-esque.
[02:19:59.346 --> 02:20:02.568]  I mean, you could overuse that term, or hit Larian.
[02:20:02.568 --> 02:20:06.810]  People overuse it, but I mean, when the shoe fits, it fits.
[02:20:06.810 --> 02:20:08.731]  Riot police marching in at this church.
[02:20:12.370 --> 02:20:16.893]  And shutting it down and then pushing people out.
[02:20:16.893 --> 02:20:19.194]  That is all coming up next segment.
[02:20:19.194 --> 02:20:22.016]  Okay, separately, let me throw this out at you.
[02:20:22.016 --> 02:20:25.638]  The New World Order is on everything they can to suppress knowledge about what our bodies need.
[02:20:25.638 --> 02:20:28.420]  We need oxygen, we need water.
[02:20:28.420 --> 02:20:30.021]  Plants need carbon dioxide.
[02:20:30.021 --> 02:20:31.262]  But they know that
[02:20:32.429 --> 02:20:35.251]  The public thinks carbon dioxide sounds scary, so the U.N.
[02:20:35.251 --> 02:20:36.713]  has announced it's a toxic gas.
[02:20:36.713 --> 02:20:38.274]  The Rothschilds are going to tax it.
[02:20:38.274 --> 02:20:41.717]  I expect they'll say vitamin C is poison or vitamin D3 is poison next.
[02:20:41.717 --> 02:20:43.478]  They don't want you having basic building blocks.
[02:20:43.478 --> 02:20:48.742]  You need to be healthy and be alive for your children, for adults, for everyone.
[02:20:48.742 --> 02:20:56.789]  We have the highest in vitamin mineral fusion with amino acids, every vitamin, every mineral and great amino acids for help your body absorb it and make it taste great.
[02:20:56.789 --> 02:20:59.671]  At InfoWarsStore.com, vitamin refusion, 40% off.
[02:21:01.388 --> 02:21:02.908]  We have it in the sale in a couple of days.
[02:21:02.908 --> 02:21:04.529]  It's about to sell out.
[02:21:04.529 --> 02:21:07.469]  We won't get more in for a while, so it's going to go back to regular price here in a few days.
[02:21:07.469 --> 02:21:09.270]  Then it'll trail out and sell out.
[02:21:09.270 --> 02:21:09.950]  Winter Sun.
[02:21:09.950 --> 02:21:10.970]  Highest quality organic.
[02:21:10.970 --> 02:21:11.971]  Vitamin D3 under the tongue.
[02:21:11.971 --> 02:21:14.271]  Vitamin K. Again, for your immune system.
[02:21:14.271 --> 02:21:15.952]  It's the Big King Daddy.
[02:21:15.952 --> 02:21:17.312]  Every adult should be taking this.
[02:21:17.312 --> 02:21:19.112]  Every old person should really be taking this.
[02:21:19.112 --> 02:21:22.913]  And if you've got brown or black skin and you're not out in the sun a lot, boy, you need it.
[02:21:22.913 --> 02:21:24.674]  Because it's absolutely essential.
[02:21:24.674 --> 02:21:26.074]  That means if you don't have it, you die.
[02:21:26.514 --> 02:21:32.178]  I'm not gonna sit here and waste your time or my time and rattle off the successes InfoWars has had.
[02:21:54.511 --> 02:21:57.812]  If you're paying attention, you know we've done together.
[02:21:57.812 --> 02:22:00.113]  But I'll tell you this.
[02:22:00.113 --> 02:22:03.894]  The technocrats are really upping their game.
[02:22:03.894 --> 02:22:07.795]  And they are trying to destroy all independent forms of media.
[02:22:07.795 --> 02:22:10.175]  They're trying to shudder and silence the human resistance.
[02:22:10.175 --> 02:22:15.797]  So, now is the time to understand that everything we've talked about has been proven accurate.
[02:22:15.797 --> 02:22:18.938]  Everything you warned your friends and family about is about to be true.
[02:22:18.938 --> 02:22:21.719]  So it's now that your credibility is way up.
[02:22:21.719 --> 02:22:23.059]  The power structure is going to silence
[02:22:23.886 --> 02:22:25.087]  Those of us that they can.
[02:22:25.087 --> 02:22:30.690]  But it's up to all of us to not let them silence any of us.
[02:22:30.690 --> 02:22:32.411]  We have the power.
[02:22:32.411 --> 02:22:36.733]  But the sun is setting on humanity and setting on free speech.
[02:22:36.733 --> 02:22:42.256]  We have to make sure that we fight hard right now to make sure that long, dark night doesn't come.
[02:22:42.256 --> 02:22:47.859]  So be the Paul Revere's you are.
[02:22:47.859 --> 02:22:50.560]  I'm up here working on a Thursday night in mid-April 2021.
[02:22:52.074 --> 02:22:53.135]  And I just want to say something.
[02:22:53.135 --> 02:22:59.380]  I am so blessed and honored to work with this incredible crew that has come together over the years and is truly an answer to prayer.
[02:22:59.380 --> 02:23:02.923]  And I am so blessed and thankful for all of you, the listeners of this show.
[02:23:02.923 --> 02:23:05.806]  I want you to know that I love you and I appreciate you.
[02:23:05.806 --> 02:23:09.168]  Whether you are old, whether you are Hispanic, white, black, it doesn't matter.
[02:23:09.168 --> 02:23:10.389]  You've got red blood.
[02:23:10.389 --> 02:23:16.535]  And if you love freedom and justice, and if you love our innocent children, we are brothers and sisters together.
[02:23:16.535 --> 02:23:20.158]  And it has just been an incredible experience to work with you over the years.
[02:23:20.840 --> 02:23:24.704]  And as crazy as things are, I want to keep working into the future.
[02:23:24.704 --> 02:23:27.586]  But again, that's really up to you and up to God.
[02:23:27.586 --> 02:23:33.211]  So please, I hope God works through you and puts a message in your heart to support us.
[02:23:33.211 --> 02:23:35.053]  Again, that's up to you and your relationship with God.
[02:23:35.053 --> 02:23:39.517]  I just want to thank you all for the years of support you've given us and what you've done.
[02:23:39.517 --> 02:23:43.621]  And just ask you again to pray to God and ask what God's vision is for you.
[02:23:43.621 --> 02:23:46.603]  And hopefully God will touch your heart to continue to support InfoWars.
[02:23:46.603 --> 02:23:46.964]  God bless.
[02:23:47.911 --> 02:23:51.294]  I am a very humble person, but I'm also a bold person.
[02:23:51.294 --> 02:24:01.221]  And so, as bad as things are with the globalist attack on humanity, with all the terrible things that are unfolding, I want you to know that a lot of positive things are happening as well.
[02:24:01.221 --> 02:24:04.584]  I'm a public figure, so I get to see things the general public doesn't get to see.
[02:24:04.584 --> 02:24:16.153]  And let me tell you, whether it's police chiefs, or members of Congress, or even folks in Hollywood, or mainstream media, or industry, people are really, really awake in the establishment.
[02:24:17.013 --> 02:24:21.657]  They don't want to go along with the globalists, but they're scared, they're looking for leadership.
[02:24:21.657 --> 02:24:23.739]  Well, that's where InfoWars comes in.
[02:24:23.739 --> 02:24:28.082]  You fund us, you support InfoWarsTour.com, you get great products to you at the same time.
[02:24:28.082 --> 02:24:37.149]  We will then go out and do what the globalists say is unpopular, what the globalists will target you for, to show people that it's safe to tell the truth and to take the heat.
[02:24:38.230 --> 02:24:50.240]  You know, it's crazy to get to this point.
[02:24:50.240 --> 02:24:51.961]  It's very bittersweet.
