[00:00:00.000 --> 00:00:18.080]  InfoWars! Tomorrow's news, today.
[01:54:40.330 --> 01:54:43.690]  You know what I want to air because this explains it.
[01:54:43.690 --> 01:54:44.210]  Let's air.
[01:54:44.290 --> 01:54:51.330]  Let's air the piece, the short three-minute, 29-second piece on why the Yellowstone Super
[01:54:51.330 --> 01:54:52.990]  Volcano could be huge.
[01:54:52.990 --> 01:54:57.130]  This is years old, but it ties in to what we're going to be talking about when we come
[01:54:57.130 --> 01:54:58.130]  back.
[01:54:58.130 --> 01:55:01.490]  So here it is, and I'll have my final comments, and then Roger Stone, thanks for joining us
[01:55:01.490 --> 01:55:04.530]  on the Saturday Transmission, and thank you for the key capital.
[01:55:04.530 --> 01:55:09.170]  You've got word of mouth, share the live feed, share the archive video, it banned out video
[01:55:09.170 --> 01:55:14.050]  on your email, your text message everywhere, we'll be right back.
[01:55:14.050 --> 01:55:20.490]  Recently, scientists have collected new data, giving them a better picture of Yellowstone's
[01:55:20.490 --> 01:55:23.570]  underground plumbing.
[01:55:23.570 --> 01:55:32.210]  Right beneath the caldera from the last eruption sits the magma chamber, and it's fed by a
[01:55:32.210 --> 01:55:40.410]  plume of magma stretching down 465 miles northwest into Montana.
[01:55:40.410 --> 01:55:47.970]  It's mostly solid rock with the potential to liquefy, and scientists are closely monitoring
[01:55:47.970 --> 01:55:48.970]  it.
[01:55:48.970 --> 01:55:55.730]  Magma, or molten rock, is rising through the plume into the magma chamber at two inches
[01:55:55.730 --> 01:55:57.870]  a year.
[01:55:57.870 --> 01:56:01.750]  There's no reason for it to stop, although it might come in spurts.
[01:56:01.750 --> 01:56:07.910]  Our images show wider parts and narrower parts, so it's like slugs of material that are flowing
[01:56:07.910 --> 01:56:09.550]  in a sewer line.
[01:56:09.550 --> 01:56:15.550]  And this restless Yellowstone caldera is truly living, breathing, and every once in a while
[01:56:15.550 --> 01:56:19.690]  it burps.
[01:56:19.690 --> 01:56:25.790]  The danger is if the plume starts liquefying and moving up at a faster rate.
[01:56:25.790 --> 01:56:30.830]  Natural systems can throw us a lot of curveballs, a lot of things can happen that we're not
[01:56:30.830 --> 01:56:33.269]  really ready for.
[01:56:33.269 --> 01:56:37.990]  Scientist Jake Lowenstern is looking for a pattern connecting the supervolcano today
[01:56:37.990 --> 01:56:49.630]  and its three prior major eruptions, 2.1 million years ago, 1.3 million years ago, and 640,000
[01:56:49.630 --> 01:56:50.630]  years ago.
[01:56:51.390 --> 01:56:56.790]  In two of the really large eruptions at Yellowstone, so much material comes out, entire mountain
[01:56:56.790 --> 01:57:01.310]  ranges end up falling into the ground and essentially disappearing.
[01:57:01.310 --> 01:57:10.830]  One 50-mile stretch of mountains simply disappeared by collapsing into the magma chamber.
[01:57:10.830 --> 01:57:16.230]  University of Toronto geologist John Westgate has tracked the ash from Yellowstone's prior
[01:57:16.230 --> 01:57:19.130]  eruptions.
[01:57:19.130 --> 01:57:25.610]  It covered much of the United States, it occurs right out of the Pacific Ocean, it even found
[01:57:25.610 --> 01:57:27.330]  in the Gulf of Mexico.
[01:57:27.330 --> 01:57:31.769]  Up in northeast Montana there's a site that we're working on, the temper is over seven
[01:57:31.769 --> 01:57:34.490]  meters thick.
[01:57:34.490 --> 01:57:41.210]  These eruptions are enormous, the amount of material erupted from them, huge.
[01:57:41.210 --> 01:57:47.370]  When Mount St. Helens erupted in May 1980, it blew off one side of the mountain and triggered
[01:57:47.370 --> 01:57:53.890]  an avalanche of snow, mud, ash, and rock.
[01:57:53.890 --> 01:58:01.650]  Driven by the wind, the ash landed in 11 states and up into Canada, but that's nothing compared
[01:58:01.650 --> 01:58:07.470]  to the amount of ash from Yellowstone's last three major eruptions.
[01:58:07.470 --> 01:58:16.390]  In magnitude and volume, each one was far greater than Mount St. Helens.
[01:58:16.410 --> 01:58:22.430]  Today there's little evidence of the supervolcano's violent past.
[01:58:22.430 --> 01:58:29.030]  The 50-by-30-mile caldera from the last eruption was covered by lava and ash and smoothed over
[01:58:29.030 --> 01:58:32.030]  by glaciers.
[01:58:32.030 --> 01:58:34.269]  Forests now conceal the scars.
[01:58:36.970 --> 01:58:44.810]  I wanted to air that piece from years ago about the Yellowstone super volcano because
[01:58:44.810 --> 01:58:51.490]  we forget how volatile this planet, the universe is, and just how incredibly energetic our
[01:58:51.490 --> 01:58:56.810]  solar system is because of our sun, but also the Kuiper belt, also the asteroid belt, and
[01:58:56.810 --> 01:59:02.650]  then all the objects that are even planetary size, not just comets that also come through
[01:59:02.650 --> 01:59:05.090]  that aren't part of our overall solar system.
[01:59:05.210 --> 01:59:09.730]  We're in a very, very busy part of the universe, even though we're two-thirds the way out
[01:59:09.730 --> 01:59:14.770]  on the spiral arm of the Milky Way galaxy in a sea of trillions, trillions of galaxies.
[01:59:14.770 --> 01:59:21.290]  It's just amazing that we're able to consciously look out and behold the fact that we're on
[01:59:21.290 --> 01:59:28.150]  a little piece of dust orbiting a central part of basically an atom.
[01:59:28.150 --> 01:59:34.750]  But here we are, and you have to understand that the creator of the universe can just
[01:59:34.750 --> 01:59:40.030]  basically hit one button and all this civilization and all the trappings of power and all the
[01:59:40.030 --> 01:59:46.710]  things that the system tries to build up to pretend like it's God burns up in seconds.
[01:59:46.710 --> 01:59:50.910]  And so the Skull and Bones group and the New World Order and all these people try to play
[01:59:50.910 --> 01:59:54.710]  God, but they're not God.
[01:59:54.710 --> 02:00:00.030]  They don't know why I was in Connecticut on another mission, and I don't know why for
[02:00:00.030 --> 02:00:03.630]  the first time in my life I went to Skull and Bones and it was on 322.
[02:00:03.630 --> 02:00:08.070]  That's serendipity, that's synchronicity, that's destiny.
[02:00:08.070 --> 02:00:10.070]  But also I'm not part of any secret society.
[02:00:10.070 --> 02:00:14.110]  I'm not part of the CIA, I'm not part of Skull and Bones, I'm not part of any of these groups
[02:00:14.110 --> 02:00:20.590]  where the system tries to get together and organize the smartest people to have control.
[02:00:20.590 --> 02:00:24.110]  But I am part of God's society.
[02:00:24.110 --> 02:00:27.990]  And that's why without ever being trained or even told to do these things I do, I do
[02:00:27.990 --> 02:00:28.990]  it.
[02:00:28.990 --> 02:00:33.350]  And then I discovered my ancestors basically all did it as well, and as they got older
[02:00:33.350 --> 02:00:38.150]  they learned the secrets that I'm now learning that it's ethereal, it's God, it's we're all
[02:00:38.150 --> 02:00:39.150]  connected.
[02:00:39.150 --> 02:00:43.990]  It's the same way a hummingbird can fly from Florida across the Gulf of Mexico, across
[02:00:43.990 --> 02:00:50.270]  the Caribbean, 3, 4,000 miles to South America and have its babies and then fly back with
[02:00:50.270 --> 02:00:55.630]  those babies to Florida or fly back with those babies to Texas or New Mexico or California
[02:00:55.630 --> 02:00:56.630]  or Mexico.
[02:00:56.630 --> 02:00:59.550]  How does a little hummingbird know?
[02:00:59.600 --> 02:01:10.300]  How do geese fly from Canada all the way down to Mexico in the fall?
[02:01:10.300 --> 02:01:15.680]  There are universes, dimensions, everything around us now proven mathematically that the
[02:01:15.680 --> 02:01:22.840]  ancients already understood that we're interfacing with and even in our third dimension we only
[02:01:22.840 --> 02:01:25.920]  are able to pick up a tiny spectrum.
[02:01:25.990 --> 02:01:34.050]  Of the reality in the third dimension people ask when they go down these caves and there's spiders that are blind and there's
[02:01:34.469 --> 02:01:38.389]  Salamanders that are blind and fish that are blind because you don't need eyes in the dark
[02:01:38.389 --> 02:01:40.889]  But the fish can tell where walls are
[02:01:41.950 --> 02:01:46.269]  The fish know where entrances are that they're they're more agile than fish out in the regular water
[02:01:46.630 --> 02:01:53.450]  Because they've got something else. They've got psychic sonar ladies and gentlemen because the third eye can see
[02:01:53.810 --> 02:02:05.610]  God. And all of these Satanists want to play God. As we float on sheets and mountains of
[02:02:05.610 --> 02:02:08.510]  stone only 10 miles thick.
[02:02:08.570 --> 02:02:19.849]  On top of liquid magma they've got two mile deep mines in South Africa where it gets up
[02:02:19.849 --> 02:02:24.130]  to 130 degrees 104 degrees they gotta bring giant air conditioners and freezing water
[02:02:24.130 --> 02:02:27.090]  down with them spraying them as they dig the diamonds out of the earth.
[02:02:27.150 --> 02:02:33.469]  Well, then how do you have bases three miles under?
[02:02:33.469 --> 02:02:36.030]  You have a three mile tall island, a mountain.
[02:02:36.030 --> 02:02:41.790]  You can then at sea level burrow in and it's 65 degrees inside, 69 degrees.
[02:02:41.790 --> 02:02:46.389]  But as you go deeper, it gets hotter because of that pressure.
[02:02:46.389 --> 02:02:53.349]  And when the tyrants oppress us and try to control us, they build that explosive pressure.
[02:02:53.349 --> 02:02:56.830]  So God is not a sadist, but God is.
[02:02:56.920 --> 02:03:04.680]  God is interested in consciousness and has created new beings that are conscious and
[02:03:04.680 --> 02:03:08.360]  who have the potential to do incredible things, but we had to be given free will, so we're
[02:03:08.360 --> 02:03:09.360]  allowed to be bad.
[02:03:09.360 --> 02:03:10.840]  I have four children.
[02:03:10.840 --> 02:03:13.900]  They're great children overall, but they do some bad things, and I get really frustrated
[02:03:13.900 --> 02:03:14.900]  with them.
[02:03:14.900 --> 02:03:15.900]  I know more than they do.
[02:03:15.900 --> 02:03:20.540]  I wish they'd listen to me, but someday they'll know what I know and they'll mature.
[02:03:20.540 --> 02:03:24.120]  It's part of the process, and that's what God's done with us.
[02:03:24.120 --> 02:03:26.880]  But there are some people that do not mature.
[02:03:26.880 --> 02:03:32.480]  People like Bill Gates, people like Oprah Winfrey, people like Ted Turner.
[02:03:32.480 --> 02:03:38.200]  They are angry, envious, jealous, evil people.
[02:03:38.200 --> 02:03:40.040]  And so what does 322 really stand for?
[02:03:40.040 --> 02:03:44.360]  Well, it's an Egyptian sun calculation that goes into the sun temple calculation of 666,
[02:03:44.360 --> 02:03:50.600]  and it's a mathematical equation, but if you go to Genesis 322, please, King Geng's version,
[02:03:50.600 --> 02:03:56.600]  if you guys can pull that up, Genesis 322, it is, they take the man taketh of the tree
[02:03:56.600 --> 02:04:02.200]  of life and is given the knowledge not just of good, but of evil, learning evil systems,
[02:04:02.200 --> 02:04:05.360]  evil manipulations, scams, frauds.
[02:04:05.360 --> 02:04:13.160]  And once that was introduced into the man, they say, do not let him have the other fruit
[02:04:13.160 --> 02:04:15.800]  lest he be like us and never die.
[02:04:15.850 --> 02:04:24.850]  So the devil says you eat of the fruit you become God, no you were pure and with God
[02:04:24.850 --> 02:04:29.050]  before and now once you eat of the fruit and have the knowledge of evil as well, now you
[02:04:29.050 --> 02:04:36.170]  must be shut off because if not you will never die.
[02:04:36.170 --> 02:04:39.710]  And evil needs to be walled off, it doesn't need to be given unlimited power in the universe.
[02:04:39.710 --> 02:04:43.970]  You choose to spiritually die, that's why they call it a tomb because they go there
[02:04:43.970 --> 02:04:47.010]  to die and not to be reborn.
[02:04:47.050 --> 02:04:52.770]  But to stay in death.
[02:04:52.790 --> 02:05:00.630]  And the fruits of what they deliver are death and damnation and hell.
[02:05:00.680 --> 02:05:05.600]  Go to the first, it's the best way to show the verse.
[02:05:05.600 --> 02:05:09.420]  Go to the first of my Skull and Bones report to band out video along with my other films
[02:05:09.420 --> 02:05:13.360]  on Skull and Bones, Bohemian Grove, The Order, Death, and Dark Secrets, Simon and Graham.
[02:05:13.360 --> 02:05:16.760]  Just pause the first of the video just because it has it good up there for the King James
