[00:00:02.859 --> 00:00:04.521]  Joe Biggs with Infowars.com.
[01:53:25.497 --> 01:53:30.258]  One World Whey is a highly digestible whey protein powder that may be the perfect answer for you.
[01:53:30.598 --> 01:53:31.759]  My name is Errol.
[01:53:31.759 --> 01:53:33.300]  I'm 74 years old.
[01:53:33.300 --> 01:53:35.881]  You know, the taste of One World Whey is amazing.
[01:53:35.881 --> 01:53:43.725]  I play pickleball, and since taking One World Whey and your Trace Mineral Supplement, I have more energy and recover faster from my working out.
[01:53:43.725 --> 01:53:50.029]  I used to take another grass-fed whey protein powder, but now I'm getting much better results using One World Whey.
[01:53:50.029 --> 01:53:50.329]  Call 888-988-3325.
[01:53:50.329 --> 01:53:50.709]  That's 888-988-3325.
[01:53:50.709 --> 01:53:51.930]  Or visit OneWorldWhey.com.
[01:54:29.274 --> 01:54:30.055]  Alright, here's the deal.
[01:54:30.055 --> 01:54:33.037]  We're going to have open phones and news until the bottom of the next hour.
[01:54:33.037 --> 01:54:41.122]  Then popping in is World Affairs Brief Editor Joel Skousen to give his take on the Netanyahu visit.
[01:54:41.122 --> 01:54:43.423]  And then we've got Dr. Steve Pchenik with his view.
[01:54:43.423 --> 01:54:49.147]  Pchenik is Jewish and is not a fan of Israel at the same time.
[01:54:49.147 --> 01:54:50.948]  I don't know what his view overall is going to be.
[01:54:50.948 --> 01:54:53.670]  Let's say he's not a fan of Netanyahu.
[01:54:53.670 --> 01:54:58.233]  So we'll get two perspectives from people I know will tell us what they really think.
[01:55:01.309 --> 01:55:02.630]  It is a mess, though.
[01:55:02.630 --> 01:55:07.293]  Man, I hope Netanyahu doesn't attack Iran just for political points.
[01:55:07.293 --> 01:55:13.497]  I mean, if Netanyahu hadn't come out with that fake WMD stuff, I'd believe him a lot more.
[01:55:13.497 --> 01:55:14.097]  I just know this.
[01:55:14.097 --> 01:55:16.579]  The Pentagon says don't hit Iran.
[01:55:16.579 --> 01:55:19.381]  And you heard Fine earlier, who's a really smart guy, saying they don't have nukes.
[01:55:19.381 --> 01:55:21.682]  That's the CIA's baloney.
[01:55:21.682 --> 01:55:24.064]  I have talked to high-level people who I trust.
[01:55:25.034 --> 01:55:27.435]  And they say, look, they got them.
[01:55:27.435 --> 01:55:29.617]  And they've had them for a long time.
[01:55:29.617 --> 01:55:31.198]  There are a lot of nukes out there, folks.
[01:55:31.198 --> 01:55:33.799]  Saudi Arabia, I told you six, seven years ago they had them.
[01:55:33.799 --> 01:55:36.341]  And then last year, they said, we're getting nukes.
[01:55:36.341 --> 01:55:38.122]  And we probably already have them.
[01:55:38.122 --> 01:55:40.423]  Saudi Arabia.
[01:55:40.423 --> 01:55:42.885]  I just don't want to have a nuclear war.
[01:55:42.885 --> 01:55:48.788]  This is not 1980, you know, with Israel hitting Iraq's reactor.
[01:55:48.788 --> 01:55:51.650]  But if the Iranians get mad and blow stuff up as a response,
[01:55:53.562 --> 01:55:56.864]  Israel knows they'll get more support and then the government can take more liberties here.
[01:55:56.864 --> 01:56:06.010]  So that's why four tyrants that are above our governments, the special interests that make money off war, this is a good move to start a big war with Iran.
[01:56:06.010 --> 01:56:09.652]  But if you go too far, we'll have a nuclear war and everybody's dead.
[01:56:09.652 --> 01:56:17.337]  Then that kind of screw stuff up, kind of messes up the apple cart, doesn't it?
[01:56:17.337 --> 01:56:19.138]  Dana in New Mexico.
[01:56:19.138 --> 01:56:19.939]  Go ahead, you're on the air.
[01:56:21.621 --> 01:56:22.701]  Hi, Alex.
[01:56:22.701 --> 01:56:38.286]  Listen, I wanted to make the point that I had to come into a mindset that just because Israel, um, they're corrupt just like our government is.
[01:56:38.286 --> 01:56:42.307]  That doesn't mean that the people of Israel are bad, and I know that's not what you're saying.
[01:56:42.307 --> 01:56:43.308]  Absolutely.
[01:56:43.308 --> 01:56:43.988]  No, exactly.
[01:56:43.988 --> 01:56:47.729]  I'm saying Israel has its own problems, but I'm not part of the religion of hating Israel.
[01:56:48.882 --> 01:56:54.984]  Exactly, and I think a lot of believers are not opening their heads up to the fact that we, you know...
[01:56:56.187 --> 01:57:00.609]  God said those that bless Israel will be blessed and those that curse Israel.
[01:57:00.609 --> 01:57:02.610]  We're not going against that.
[01:57:02.610 --> 01:57:07.452]  We're just opening our minds up to those facts and we're having an awakening.
[01:57:07.452 --> 01:57:12.774]  And so people need to ask themselves that instead of just disregarding... Well, look at the Bible!
[01:57:12.774 --> 01:57:17.476]  Look at how God would criticize and admonish Israel when Israel had bad kings or bad leaders.
[01:57:17.476 --> 01:57:20.117]  It's not God being bad criticizing Israel.
[01:57:20.117 --> 01:57:22.438]  I mean, is God God or is Israel God?
[01:57:22.438 --> 01:57:23.659]  I think that's what it comes down to.
[01:57:25.074 --> 01:57:25.895]  Exactly.
[01:57:25.895 --> 01:57:32.099]  And I just want to make that clear to other people that they need to open their minds up to that.
[01:57:32.099 --> 01:57:41.006]  And I want to let you know that you have many, many people praying for you and your safety of your whole crew.
[01:57:41.006 --> 01:57:43.247]  Well, you know what?
[01:57:43.247 --> 01:57:44.668]  It's beyond believing in prayer.
[01:57:44.668 --> 01:57:45.549]  I rely on it.
[01:57:45.549 --> 01:57:47.070]  I totally know it's real.
[01:57:47.070 --> 01:57:47.891]  Thank you so much.
[01:57:47.891 --> 01:57:50.172]  You're a sweetheart and God bless you, Dana.
[01:57:50.172 --> 01:57:51.874]  Blake in Texas, you're on the air.
[01:57:51.874 --> 01:57:52.174]  Go ahead.
[01:57:53.849 --> 01:58:02.455]  Alex, yeah, I just wanted to kind of, I guess, riff off of Dana's comment regarding Israel.
[01:58:02.455 --> 01:58:07.058]  You know, the situation I think we have is that Israel is not Israel.
[01:58:07.058 --> 01:58:10.380]  I mean, yeah, you know, the Bible says to support Israel.
[01:58:11.249 --> 01:58:13.311]  Uh, but not under any circumstances.
[01:58:13.311 --> 01:58:17.153]  And certainly not when Israel has been hijacked just like America has.
[01:58:17.153 --> 01:58:24.999]  I think one message we need to get out to Christians is, um, that, um, like look, look at the health basket committee.
[01:58:24.999 --> 01:58:31.424]  Um, that was, that's Israel's, um, version of, uh, the, the, the death panels that Obamacare has.
[01:58:32.339 --> 01:58:36.203]  I'll tell you what, stay there.
[01:58:36.203 --> 01:58:39.667]  I'm gonna come back to you.
[01:58:39.667 --> 01:58:40.587]  Don't hang up, Blake.
[01:58:40.587 --> 01:58:42.229]  I'm gonna go to Frank, Andrew, and Mike and others.
[01:58:42.229 --> 01:58:42.810]  Stay with us.
[01:58:42.810 --> 01:58:44.231]  Third hour, straight up.
[01:58:52.065 --> 01:58:55.587]  When cells become toxic, they die early and aging sets in.
[01:58:55.587 --> 01:59:03.832]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[01:59:03.832 --> 01:59:09.236]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[01:59:09.236 --> 01:59:11.777]  You want the best that's out there at the lowest price anywhere?
[01:59:11.777 --> 01:59:13.879]  We now have the synergistic solution.
[01:59:13.879 --> 01:59:18.061]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[01:59:22.048 --> 01:59:26.669]  The average person's life is filled with unexpected challenges.
[01:59:26.669 --> 01:59:33.071]  Unlock the energy it takes to defeat these daily beasts with super male or super female vitality.
[01:59:33.071 --> 01:59:42.434]  Specifically designed to assist the body in regulating proper hormone balance to create superior vitality in males and females.
[01:59:42.434 --> 01:59:47.276]  Supercharge and conquer your world at InfoWarsLife.com or call 1-888-253-3139.
[01:59:54.183 --> 01:59:56.768]  You're listening to the Alex Jones Show!
[02:00:08.191 --> 02:00:09.492]  Big Brother.
[02:00:09.492 --> 02:00:11.253]  Mainstream media.
[02:00:11.253 --> 02:00:13.034]  Government cover-ups.
[02:00:13.034 --> 02:00:14.615]  You want answers?
[02:00:14.615 --> 02:00:16.156]  Well, so does he.
[02:00:16.156 --> 02:00:20.359]  He's Alex Jones on the GCN Radio Network.
[02:00:20.359 --> 02:00:25.202]  And now, live from Austin, Texas, Alex Jones.
[02:00:25.202 --> 02:00:27.364]  We're talking Israel.
[02:00:27.364 --> 02:00:30.386]  Benjamin Netanyahu's big speech.
[02:00:30.386 --> 02:00:32.947]  We're talking to Blake in Texas.
[02:00:32.947 --> 02:00:33.628]  Go ahead, Blake.
[02:00:33.628 --> 02:00:35.069]  You were getting into some points.
[02:00:36.440 --> 02:00:50.126]  Yeah, the Health Action Committee in Israel recently voted this year to give free abortions funded by the Israeli government to women between the ages of 20 and 33.
[02:00:50.126 --> 02:00:54.068]  And I think, you know, more Christians really need to know about that.
[02:00:54.068 --> 02:00:58.369]  We would start to change some of our foreign policy ideas and our
[02:01:00.191 --> 02:01:03.453]  Just blind support of Israel, support of Israel.
[02:01:03.453 --> 02:01:06.094]  You have to support Israel.
[02:01:06.094 --> 02:01:09.036]  Mean that they've kind of put out there in the Christian community.
[02:01:09.036 --> 02:01:10.997]  If we if we got that out there.
[02:01:10.997 --> 02:01:12.217]  Hey, and one more thing.
[02:01:12.217 --> 02:01:15.539]  One more thing, Alex.
[02:01:15.539 --> 02:01:16.800]  I recently floored.
[02:01:16.800 --> 02:01:18.221]  There's a Texas senator.
[02:01:18.221 --> 02:01:23.183]  He could not believe this fact that I told him he could not believe it.
[02:01:23.183 --> 02:01:27.986]  And I think that this could be the key to turning around the vaccine battle that we had.
[02:01:29.364 --> 02:01:31.866]  It's WI-38.
[02:01:31.866 --> 02:01:34.248]  Anyone sitting at your computer, just Google WI-38.
[02:01:34.248 --> 02:01:34.788]  What it is, is it's...
[02:01:38.544 --> 02:01:44.248]  It's a component of the MMR is the, you know, the rubella component.
[02:01:44.248 --> 02:01:48.732]  What they do is they they take a boarded fetal cells.
[02:01:48.732 --> 02:01:49.152]  Yes.
[02:01:49.152 --> 02:01:50.693]  From a fetus.
[02:01:50.693 --> 02:01:51.394]  You know about that.
[02:01:51.394 --> 02:01:51.974]  Yeah.
[02:01:51.974 --> 02:01:55.457]  It's it's and it's it's it's frankly disgusting.
[02:01:55.457 --> 02:02:05.184]  But this senator here in Texas could not he did he thought that that we just had religious exemptions for, you know, weird religious groups or something like that.
[02:02:05.184 --> 02:02:07.166]  We need to push that out to the pro-life community.
[02:02:07.791 --> 02:02:10.674]  And it only comes from white Caucasian dead girls.
[02:02:26.192 --> 02:02:27.813]  Yeah, exactly, exactly.
[02:02:27.813 --> 02:02:36.137]  Who happened, the mother happened to have rubella or hepatitis A. By the way, let's be clear, this is from dead children, not just, because they say it's not a baby in the womb.
[02:02:36.137 --> 02:02:38.798]  Well, no, this is dead little girls.
[02:02:38.798 --> 02:02:39.799]  Yeah, exactly.
[02:02:39.799 --> 02:02:45.442]  And it's in the, it's in, what I sent the senator was documents from the FDA.
[02:02:45.442 --> 02:02:53.366]  It says human diploid lung fibroblasts, and then you actually... Why are you being racist against three-year-old girls?
[02:02:53.366 --> 02:02:54.066]  It's an honor.
[02:02:55.131 --> 02:02:57.352]  That they get to be ground up and put into this.
[02:02:57.352 --> 02:02:58.892]  What's wrong with that?
[02:02:58.892 --> 02:03:00.613]  Absolutely, absolutely.
[02:03:00.613 --> 02:03:03.974]  But you know, I gotta tell you Alex, he could not believe it.
[02:03:03.974 --> 02:03:11.336]  He was completely in support of getting rid of... Well, I mean, people don't believe that Pepsi grows off dead baby cells.
[02:03:11.336 --> 02:03:13.957]  They're flavor testers.
[02:03:13.957 --> 02:03:14.417]  Exactly.
[02:03:14.417 --> 02:03:16.658]  It's exactly the same type of technology.
[02:03:16.658 --> 02:03:18.659]  Exactly the same type of technology.
[02:03:18.659 --> 02:03:19.159]  And you know what?
[02:03:22.739 --> 02:03:25.021]  Seriously, Alex, I think we can win the vaccine battle.
[02:03:53.271 --> 02:03:54.833]  Hundreds of procedures I've read about.
[02:03:54.833 --> 02:03:57.375]  That probably means there's thousands because I don't know hardly anything.
[02:03:57.375 --> 02:03:58.436]  That's just so frustrating.
[02:03:58.436 --> 02:03:59.678]  It's always much worse than I know.
[02:03:59.678 --> 02:04:10.569]  That for like 50 years they've been grinding up dead baby parts and growing them and then growing them in cultures and then mixing them with other animal parts and I mean and then just all these viruses are in there.
[02:04:10.569 --> 02:04:12.351]  I mean it's so over the top.
[02:04:12.351 --> 02:04:15.113]  I knew they were taking lung tissue from dead little girls.
[02:04:16.008 --> 02:04:20.793]  And for some reason only works with Caucasians and putting it into the vaccines.
