[00:00:04.735 --> 00:00:06.256]  It is Wednesday.
[02:24:56.682 --> 02:24:58.403]  KinkyFriedman.com.
[02:24:58.403 --> 02:25:01.985]  How do people, they're out there listing all across Texas, and it's pretty clear you're going to run.
[02:25:01.985 --> 02:25:02.485]  You're going to run.
[02:25:02.485 --> 02:25:03.806]  We can tell you're running.
[02:25:03.806 --> 02:25:05.247]  How do they get some of these bumper stickers?
[02:25:05.407 --> 02:25:07.068]  Well, KinkyFreedman.com.
[02:25:07.068 --> 02:25:09.949]  Just go to that and order them.
[02:25:09.949 --> 02:25:17.131]  And by the way, last time, I don't know how many do we have, Juford, over 70,000 small donations to the campaign, contributions.
[02:25:17.131 --> 02:25:20.533]  We had way more than any other candidate.
[02:25:20.533 --> 02:25:25.435]  And we were doing something that Obama did successfully and Ron Paul did successfully.
[02:25:25.435 --> 02:25:29.836]  And I think it's the people that are going to make the differences.
[02:25:29.836 --> 02:25:30.837]  I don't think it's the money.
[02:25:30.837 --> 02:25:33.558]  I think it's really the people being the lifeblood of politics.
[02:25:34.531 --> 02:25:36.412]  Absolutely.
[02:25:36.412 --> 02:25:42.736]  Specifically, getting into this campaign, you were making some great points during that last break.
[02:25:42.736 --> 02:25:44.778]  We should have that on air, behind the scenes.
[02:25:44.778 --> 02:25:52.763]  You were breaking down, I was saying, Democratic Party, how are they taking your run in the party instead of an independent?
[02:25:52.763 --> 02:25:55.244]  Well, it's early days to tell.
[02:25:55.244 --> 02:26:00.488]  Many statewide Democrats are embracing me and saying, it's great, this is what you should have done last time, and they're right.
[02:26:00.488 --> 02:26:02.069]  I should have, because I would be the governor.
[02:26:02.779 --> 02:26:07.123]  But the Democratic establishment is tough, Alex.
[02:26:07.123 --> 02:26:14.008]  A lot of them have been presided over so many losses now for 18 years, ever since Ann Richards, that they're used to falling on their swords.
[02:26:14.008 --> 02:26:16.310]  You know, they're used to being purists.
[02:26:16.310 --> 02:26:19.052]  And purists just don't get it done.
[02:26:19.052 --> 02:26:30.501]  And I'll give you an example why I like a common-sense, old-school, pragmatic approach to things, is that I'm a Democrat, but I'm also a Texan.
[02:26:30.501 --> 02:26:32.243]  By that I mean I'm a libertarian.
[02:26:33.301 --> 02:26:35.782]  I'm a populist.
[02:26:35.782 --> 02:26:41.483]  You look at, if this had been five years ago, we would have thought libertarians are creeps, they're weirdos, you know, they're just a fringe.
[02:26:41.483 --> 02:26:43.644]  I'd say Texas is, most Texans are libertarians.
[02:26:43.644 --> 02:26:51.686]  Well, they've done national studies, and over 50% of Americans, when asked libertarian questions in a blind study, then identify as libertarians.
[02:26:51.686 --> 02:26:57.088]  Look at the Ron Paul revolution, and I agree with you, they're going to support you over Perry and Kay Billy Hutchinson.
[02:26:57.088 --> 02:27:01.329]  In a heartbeat, and I'll tell you something else, it's not about big government or small government, it's about
[02:27:01.889 --> 02:27:03.710]  It's about efficient government.
[02:27:03.710 --> 02:27:04.930]  That's what it's about.
[02:27:04.930 --> 02:27:12.534]  And Ron Paul is the only one I know who called this financial economic disaster two years ago, right?
[02:27:12.534 --> 02:27:13.794]  He said that.
[02:27:13.794 --> 02:27:15.555]  Everybody said he's crazy.
[02:27:15.555 --> 02:27:18.776]  George Bush, the MBA from Harvard, never saw it coming.
[02:27:18.776 --> 02:27:19.897]  Obama never saw it coming.
[02:27:20.746 --> 02:27:22.688]  Ron Paul did see it coming.
[02:27:22.688 --> 02:27:25.930]  And the Ron Paul people, I feel a real affinity for them.
[02:27:25.930 --> 02:27:29.874]  And Ron Paul also said the way this bailout was going to happen was going to make it worse.
[02:27:29.874 --> 02:27:34.537]  And now the head of the World Bank had to come out two days ago and say, we are basically screwed.
[02:27:34.537 --> 02:27:38.481]  So we certainly need you as governor here in Texas instead of Perry.
[02:27:38.481 --> 02:27:40.723]  I mean, look at Perry saying, we might secede
[02:27:41.443 --> 02:27:48.311]  He's spinning the national movement for states' rights, it's not secession, into something like secession so we can be demonized.
[02:27:48.311 --> 02:27:49.792]  And then later they said, are you serious?
[02:27:49.792 --> 02:27:51.374]  He said, no, I was just joking.
[02:27:51.374 --> 02:27:57.821]  I mean, like you said, he is jumping on the states' rights bandwagon when he won't even protect the border.
[02:27:58.061 --> 02:28:01.243]  Except secession might be a good idea because we get rid of Rick Perry.
[02:28:01.243 --> 02:28:03.525]  That might be the only way we can do that.
[02:28:03.525 --> 02:28:06.287]  Will he be here for life if we don't get rid of him?
[02:28:06.287 --> 02:28:07.868]  He will if he's as lucky as he's been.
[02:28:07.868 --> 02:28:11.511]  He will be the Hugo Chavez of Texas and he'll be the governor for life.
[02:28:11.511 --> 02:28:17.095]  It's really sad, Alex, because I can't think of one... I mean, I'll challenge Rick Perry to a tequila drinking contest.
[02:28:17.095 --> 02:28:22.019]  I'll do anything to get this man to interact with the people of Texas just a little bit.
[02:28:22.019 --> 02:28:24.080]  And I can't think of one thing he's done for the people.
[02:28:25.341 --> 02:28:25.762]  Ten years.
[02:28:25.762 --> 02:28:27.583]  Shouldn't we have five or six debates instead of one?
[02:28:27.583 --> 02:28:28.804]  Jesse told you what happened.
[02:28:28.804 --> 02:28:30.965]  He said Kinky had trouble with his debate there.
[02:28:30.965 --> 02:28:34.548]  He said he had trouble with his first debate, but there were 15 more of them.
[02:28:34.548 --> 02:28:37.209]  And he got better and better as it went, as he caught on to it.
[02:28:37.209 --> 02:28:39.471]  Because guys like Perry, they're slick, man.
[02:28:39.471 --> 02:28:41.072]  Kay Bailey.
[02:28:41.072 --> 02:28:42.853]  They've got political operative experts.
[02:28:42.853 --> 02:28:43.454]  Sure they do.
[02:28:43.454 --> 02:28:45.335]  That are, you know, trying to make you look stupid and things.
[02:28:45.435 --> 02:28:45.875]  That's right.
[02:28:45.875 --> 02:28:48.977]  So we welcome as many debates as we can.
[02:28:48.977 --> 02:28:52.459]  You wonder why Rick Perry won't even go to a basketball game, because he gets booed.
[02:28:52.459 --> 02:28:56.040]  He won't take questions from people calling in on the show.
[02:28:56.040 --> 02:28:58.322]  And you know an example of what he did.
[02:28:58.322 --> 02:29:01.843]  You know he lives in a house that we're paying $10,000 a month for.
[02:29:01.843 --> 02:29:03.944]  Right now, every month, the taxpayers are.
[02:29:03.944 --> 02:29:05.465]  That's a political statement.
[02:29:05.465 --> 02:29:11.408]  Mike Huckabee, the governor of Arkansas, when that mansion was being remodeled, he moved a double-wide onto the grounds.
[02:29:11.408 --> 02:29:13.749]  And he moved his family in there, and that was his office.
[02:29:13.749 --> 02:29:14.450]  He worked out of there.
[02:29:14.970 --> 02:29:16.511]  That's a political statement, too.
[02:29:16.511 --> 02:29:17.731]  A good one.
[02:29:17.731 --> 02:29:19.592]  It's just incredible.
[02:29:19.592 --> 02:29:20.792]  Why do we let him get away with it?
[02:29:20.792 --> 02:29:25.434]  I mean, even if that was just political hype by Huckabee, still, he needed to do that.
[02:29:25.434 --> 02:29:26.975]  Perry just doesn't care.
[02:29:28.206 --> 02:29:29.686]  Perry likes to shop in Europe.
[02:29:29.686 --> 02:29:30.647]  He likes to be governor.
[02:29:30.647 --> 02:29:34.388]  He likes to wear nice clothes, live in a silk underwear house.
[02:29:34.388 --> 02:29:35.948]  No, he likes this stuff.
[02:29:35.948 --> 02:29:36.888]  And you know what?
[02:29:36.888 --> 02:29:37.408]  You know what?
[02:29:37.408 --> 02:29:39.049]  He knows how to play the system.
[02:29:39.049 --> 02:29:40.989]  He knows how to game the system.
[02:29:40.989 --> 02:29:44.390]  And the point is, I don't know anybody, Alex.
[02:29:44.390 --> 02:29:45.030]  I know you.
[02:29:45.030 --> 02:29:46.191]  I know Juford.
[02:29:46.191 --> 02:29:46.951]  I know the people.
[02:29:46.951 --> 02:29:47.831]  Kinky Friedman, stay there.
[02:29:47.831 --> 02:29:48.411]  We got a break.
[02:29:48.411 --> 02:29:51.472]  We're going to come right back, talk about an event you've got coming up.
[02:29:51.472 --> 02:29:52.853]  We're on the march.
[02:29:52.853 --> 02:29:54.353]  The empire's on the run.
[02:29:55.373 --> 02:30:01.218]  Alex Jones and the GCN Radio Network.
[02:30:01.218 --> 02:30:06.503]  What can you do to keep you and your family safe from the resistant new strains of deadly bacteria and viruses?
[02:30:07.068 --> 02:30:15.633]  Check out SupernaturalSilver.com today, or visit the link on InfoWars.com to find out more about this incredible new silver compound.
[02:30:15.633 --> 02:30:22.758]  The new silver solution is a natural antibiotic that is clinically tested to kill viruses, germs, bacteria, and yeast safely.
[02:30:22.758 --> 02:30:28.521]  This new technology has proven itself to be a formidable weapon against bio-threats of today and tomorrow.
[02:30:28.521 --> 02:30:34.065]  The new silver solution gel has been shown to disinfect topically and keep the area sanitized for up to 4 hours.
[02:30:34.805 --> 02:30:41.468]  The new silver solution is a highly effective potent nanoparticle solution that is lethal to bacteria, yeast, and viruses.
[02:30:41.468 --> 02:30:46.130]  Go to SupernaturalSilver.com and see the amazing line of products they have available.
[02:30:46.130 --> 02:30:49.491]  Check out the patented new silver solution today.
[02:30:49.491 --> 02:30:53.173]  Click on the link and check out the uses for new silver solution.
[02:30:53.173 --> 02:30:57.995]  Order this extra line of defense today by going to SupernaturalSilver.com.
[02:30:57.995 --> 02:31:00.116]  That's SupernaturalSilver.com today.
[02:31:01.423 --> 02:31:10.530]  Many human illnesses can be attributed to the fact that soil in the United States no longer provides plants with the mineral elements which are essential to human nourishment.
[02:31:10.530 --> 02:31:15.695]  Studies have shown that a majority of Americans are seriously deficient in basic minerals.
[02:31:15.695 --> 02:31:20.739]  Deficiency in any one or more important minerals actually results in disease.
[02:31:20.739 --> 02:31:23.401]  Go to AmericanSuperfoods.com today!
[02:31:23.721 --> 02:31:24.161]  We're good to go.
[02:31:37.972 --> 02:31:38.933]  We're good to go.
[02:32:01.880 --> 02:32:07.753]  This is Alex Jones and I want to tell you again about a company that has supported us in the truth movement for years.
[02:32:07.753 --> 02:32:09.056]  Inner Health Botanicals.
[02:32:09.056 --> 02:32:12.944]  This company produces the highest quality superfood around called Inner Food.
[02:32:13.308 --> 02:32:15.168]  My wife just loves the stuff.
[02:32:15.168 --> 02:32:22.630]  And now, the health ranger Mike Adams has awarded InnerFood his Editor's Choice Award for Best Superfood of 2009.
[02:32:22.630 --> 02:32:25.491]  InnerFood is loaded with 20 great organic ingredients.
[02:32:25.491 --> 02:32:27.231]  No fillers, no sweeteners.
[02:32:27.231 --> 02:32:30.232]  It would be impossible to blend this up for a better price.
[02:32:30.232 --> 02:32:31.952]  And their formula really works.
[02:32:31.952 --> 02:32:34.773]  This is the real thing for the great health you need.
[02:32:34.773 --> 02:32:40.654]  Try the NutriCafe, their great organic coffee infused with polysaccharides that boost the immune system.
[02:32:41.014 --> 02:32:43.436]  A truly healthy coffee that tastes great.
[02:32:43.436 --> 02:32:45.898]  And take it from me, folks, it really does taste great.
[02:32:45.898 --> 02:32:48.000]  Don't forget to try their other great products.
[02:32:48.000 --> 02:32:53.685]  Go to www.enerfood.com.
[02:32:53.685 --> 02:32:58.348]  That's www.enerfood.com.
[02:32:58.348 --> 02:33:01.271]  Or just click on their banner on infowars.com for special pricing.
[02:33:12.113 --> 02:33:14.195]  Monday through Friday from 11 a.m.
[02:33:14.195 --> 02:33:14.776]  to 3 p.m.
[02:33:14.776 --> 02:33:16.958]  Central Standard Time, we are here live.
[02:33:16.958 --> 02:33:19.561]  I do another syndicated show Sundays, 4 to 6 p.m.
[02:33:19.561 --> 02:33:22.344]  If you're here in Austin, it's on 590 a.m.
[02:33:22.344 --> 02:33:24.146]  syndicated across the country through Emmes.
[02:33:24.146 --> 02:33:28.471]  This is syndicated through the GCN Radio Network.
[02:33:28.471 --> 02:33:32.576]  And coming up next hour, we're going to continue
[02:33:34.352 --> 02:33:39.377]  Our interviews with Steve Voss, great Patriot songwriter, play some of his music.
[02:33:39.377 --> 02:33:41.298]  And we've got Kinky Friedman music loaded up in there too.
[02:33:41.298 --> 02:33:46.223]  Maybe in the last segment we'll play a song of his selection or part of one.
