[00:00:04.906 --> 00:00:06.447]  Ladies and gentlemen,
[02:40:22.605 --> 02:40:27.148]  You know, I wish I could spend all my time writing and making films and doing this.
[02:40:27.148 --> 02:40:32.252]  I spend most of my time fiddling with taxes, fiddling with regulations, new bureaucrats.
[02:40:32.252 --> 02:40:46.843]  They've created like three new agencies that, with the state of Texas, that come and harass us and demand to audit things and bureaucrats stomping around like they own everything and I'm a slave and, you know, dealing with dirty tricks people are pulling and dealing with, you know,
[02:40:48.007 --> 02:40:51.408]  The power getting turned off at my house because I forget to pay a bill.
[02:40:51.408 --> 02:40:54.769]  I mean, I am a regular guy, folks.
[02:40:54.769 --> 02:40:58.510]  And just to get control of my life, I've had to stop doing as many radio interviews.
[02:40:58.510 --> 02:41:00.751]  I turn down two or three interviews a day now.
[02:41:00.751 --> 02:41:02.491]  And then those people never call back.
[02:41:02.491 --> 02:41:06.093]  Those are contacts that are dead because I turned them down.
[02:41:06.093 --> 02:41:11.994]  They always get scorned because I don't see my children even two, three hours a day unless I cancel these interviews.
[02:41:11.994 --> 02:41:12.975]  I don't get the bills paid.
[02:41:14.844 --> 02:41:16.746]  Deal with employees fighting with each other.
[02:41:16.746 --> 02:41:18.347]  You know, it's all the crap.
[02:41:18.347 --> 02:41:20.389]  And I'm not complaining.
[02:41:20.389 --> 02:41:22.871]  But I don't work at some big corporation.
[02:41:22.871 --> 02:41:24.512]  I am InfoWars.
[02:41:24.512 --> 02:41:25.292]  I deal with it all.
[02:41:26.374 --> 02:41:32.716]  I deal with egomaniacs in this movement, because all of society is mentally ill and very sick right now, and very worldly.
[02:41:32.716 --> 02:41:41.078]  Constant attacks, constant infighting, and I've learned to just turn the other cheek, take it, even though I'm not wrong, I'm wrong, just good, I'll be the bad guy.
[02:41:41.078 --> 02:41:47.860]  Because we gotta beat the New World Order before they start World War III, before they release a real superflu, before they nuke a city.
[02:41:47.860 --> 02:41:50.001]  This isn't a game, this is real.
[02:41:51.107 --> 02:41:59.856]  And a lot of you out there that are sucking your thumbs and ninnying and engaging all the baloney, as things get worse and worse, you're going to wish you had taken action.
[02:41:59.856 --> 02:42:03.860]  But we still have time to stop this if people grow up.
[02:42:03.860 --> 02:42:05.562]  You've got to get on the road, though, folks.
[02:42:05.562 --> 02:42:08.585]  And again, there is no neutral position here.
[02:42:08.585 --> 02:42:11.168]  Doing nothing is a decision.
[02:42:11.168 --> 02:42:12.610]  Doing nothing has consequences.
[02:42:13.823 --> 02:42:20.727]  Either join evil or join good, but don't make excuses of your police or military or news people or government bureaucrats.
[02:42:20.727 --> 02:42:21.968]  You know this is evil.
[02:42:21.968 --> 02:42:23.309]  You know things are getting worse.
[02:42:23.309 --> 02:42:25.130]  You know there's corruption in place.
[02:42:25.130 --> 02:42:28.732]  And a lot of people, as they get scared, they decide to join the evil.
[02:42:28.732 --> 02:42:31.814]  They decide to do whatever they're told just to hold on.
[02:42:31.814 --> 02:42:36.477]  A lot of times as things get worse, some people wake up and take action, but just as many
[02:42:38.098 --> 02:42:40.119]  Throw themselves down before the evil.
[02:42:40.119 --> 02:42:41.360]  They become buffaloed.
[02:42:41.360 --> 02:42:42.780]  They roll over.
[02:42:42.780 --> 02:42:45.462]  I'm not rolling over, and I know I'm good.
[02:42:45.462 --> 02:42:46.722]  I know I'm real.
[02:42:46.722 --> 02:42:50.444]  I know I'm not perfect, but I'm doing the best job I can.
[02:42:50.444 --> 02:42:53.366]  I frustratedly get mad that my body gets tired.
[02:42:53.366 --> 02:43:03.651]  I frustratedly get mad that some days I don't want to work 14, 15, 16 hours a day, because I know this is a short life, and I know we're facing pure evil, and I don't have any, you know,
[02:43:05.560 --> 02:43:09.905]  Diversions or delusions about that, and I realize what we're facing.
[02:43:09.905 --> 02:43:18.514]  And I realize more and more that fighting the New World Order, changing the system we live in, is about an inside job, like the Don Henley song says.
[02:43:18.514 --> 02:43:20.235]  It's an inside job just like it always is.
[02:43:21.292 --> 02:43:22.533]  I've got to change who I am.
[02:43:22.533 --> 02:43:24.475]  You've got to change who you are.
[02:43:24.475 --> 02:43:28.738]  You know, it doesn't even hurt my feelings with somebody I've lifted up and built and promoted.
[02:43:28.738 --> 02:43:33.622]  I mean, I don't know of anybody except a very few people that haven't stabbed me in the back.
[02:43:33.622 --> 02:43:36.945]  Very few, like a Jason Burmess, a Jack McClam, a few others.
[02:43:36.945 --> 02:43:42.910]  Almost everyone is so obsessed with my success and my celebrity, which is a curse, really.
[02:43:42.910 --> 02:43:50.216]  You know, it's got the blessings because I can reach out and reach a lot of people, but it has the curse in that man is so fallen and people are so petty
[02:43:50.956 --> 02:43:57.283]  That all these people I tried to build up and tried to give platforms, they don't appreciate it, they hate me for it.
[02:43:57.283 --> 02:44:11.677]  When I was only looking for soldiers, I was only looking for captains, I was only looking for generals, I was only looking for people to try to raise up as I was risen up by others to be part of the big win against tyranny.
[02:44:12.680 --> 02:44:14.682]  And, you know, it doesn't hurt me when I'm attacked.
[02:44:14.682 --> 02:44:16.765]  It hurts me for them.
[02:44:16.765 --> 02:44:18.566]  The megalomania, the power trips.
[02:44:18.566 --> 02:44:20.949]  And then I see in them myself.
[02:44:20.949 --> 02:44:23.151]  I see in them what I've been in the past.
[02:44:23.151 --> 02:44:24.913]  I see in them the mistakes I've made.
[02:44:24.913 --> 02:44:32.001]  I see in them how, you know, we all grow and so then you can't even really hate them.
[02:44:33.191 --> 02:44:36.994]  Now the New World Order I do really hate because they're conscious of what they're doing.
[02:44:36.994 --> 02:44:38.335]  They understand human nature.
[02:44:38.335 --> 02:44:39.656]  They understand wisdom.
[02:44:39.656 --> 02:44:53.346]  And they've decided to bend that wisdom towards dominating innocent people and doing horrible things that hurt innocence and hurt beauty and hurt creativity and hurt the human spirit that's meant to be uplifted and grow and build things.
[02:44:53.346 --> 02:45:01.832]  And I just really feel sad for those that are missing out on what life's really all about because I am discovering such fulfillment and
[02:45:06.271 --> 02:45:11.695]  I don't know, I'm just changing as a person where I almost enjoy taking the blame.
[02:45:11.695 --> 02:45:13.436]  I almost enjoy being hated.
[02:45:13.436 --> 02:45:23.524]  Because I understand that that spirit of being humble is really not even the strongest spirit, even though it is.
[02:45:23.524 --> 02:45:25.785]  It's just that that's what I was meant to be.
[02:45:25.785 --> 02:45:27.707]  I'm home now.
[02:45:27.707 --> 02:45:29.668]  I've always been a good-natured person.
[02:45:29.668 --> 02:45:31.550]  You say, oh, that dog's a good-natured old dog.
[02:45:32.580 --> 02:45:34.682]  I'm a sweet person.
[02:45:34.682 --> 02:45:37.364]  And I always grew up thinking everybody was like me.
[02:45:37.364 --> 02:45:39.546]  Everybody was sweet and loving and had a big heart.
[02:45:39.546 --> 02:45:41.327]  And they don't, ladies and gentlemen.
[02:45:41.327 --> 02:45:42.629]  We're a very sick society.
[02:45:42.629 --> 02:45:46.312]  We're so cold-blooded, we'll kill 51 million babies.
[02:45:46.312 --> 02:45:47.453]  And counting.
[02:45:47.453 --> 02:45:49.074]  And be proud of it.
[02:45:49.074 --> 02:45:50.255]  And make excuses about it.
[02:45:50.255 --> 02:45:52.537]  You know, you can make excuses all day that's murder.
[02:45:52.537 --> 02:45:56.941]  You can make excuses all day about the police turning into police state, but we all know it is.
[02:45:56.941 --> 02:46:00.824]  You can make excuses all day about the foreign bankers raping us and robbing us, but we know it is.
[02:46:03.171 --> 02:46:08.774]  Now, let's call Bermas in because the caller was talking about how he talked about it last night.
[02:46:08.774 --> 02:46:09.874]  I saw this last night.
[02:46:09.874 --> 02:46:11.535]  I actually printed it off Drudge.
[02:46:11.535 --> 02:46:14.656]  The caller was saying he... Bermas just ran off.
[02:46:14.656 --> 02:46:17.557]  He's waiting to come in here.
[02:46:17.557 --> 02:46:19.778]  Yeah, come on in.
[02:46:19.778 --> 02:46:24.460]  How many times... The caller is saying he can't find it.
[02:46:24.460 --> 02:46:26.221]  Let me read to you the headline.
[02:46:26.221 --> 02:46:30.383]  Supreme Court rules police can initiate suspects questioning.
[02:46:32.139 --> 02:46:46.902]  And it says, by a 5-4 vote, the conservative majority, they're not conservatives, overhaul a 23-year-old Supreme Court decision that barred the police from initiating questioning after a defendant asserted their right to an attorney and an arraignment or similar proceeding.
[02:46:46.902 --> 02:46:58.165]  See, because the police were so corrupt in the 70s and stuff and all this happened that they passed laws and had rulings that the police just can't say because they put a gun to your head or intimidated you that you said you committed the murder or whatever.
[02:46:59.785 --> 02:47:06.651]  In 1986 decision held that once a defendant invoked a right to counsel, only the suspect and not the police can initiate the contact.
[02:47:06.651 --> 02:47:11.235]  That's saying don't start interrogations on people without people's counsel.
[02:47:11.235 --> 02:47:13.617]  And that goes back to the Bill of Rights and Constitution.
[02:47:13.617 --> 02:47:16.679]  That would be conservative would be to keep that.
[02:47:16.679 --> 02:47:16.939]  See?
[02:47:16.939 --> 02:47:25.346]  And it goes on, expanding the power of police to question suspects, but it does not change the landmark 66 ruling barring the police from questioning
[02:47:26.207 --> 02:47:33.472]  A suspect who invoked the right to remain silent or have a lawyer present initially waived his right to a lawyer and was questioned by the police.
[02:47:33.472 --> 02:47:35.293]  He told several conflicting stories.
[02:47:35.293 --> 02:47:41.818]  Several days later, he appeared in court in a preliminary hearing and told a local judge appointed a lawyer to represent him who could not afford an attorney.
[02:47:41.818 --> 02:47:45.720]  And how this works is they say, look at these criminals, you know, we need to get tough on them.
[02:47:45.720 --> 02:47:48.282]  But you get Nazi Germany, you get Soviet Russia.
[02:47:48.282 --> 02:47:51.985]  You take people's due process and their protections away.
[02:47:51.985 --> 02:47:54.627]  You get a tyranny, which is always the greatest threat to liberty.
[02:47:55.287 --> 02:47:57.669]  Throughout history, so the founders knew to protect that.
[02:47:57.669 --> 02:48:07.035]  It sounds crazy the way the media advertises it and the way they act, but really we need these and better ten guilty men to go free than one innocent man go to prison.
[02:48:07.035 --> 02:48:15.260]  Now the attitude the feds have said, oh it doesn't matter if around the country, you know, over a third of the people on death row are totally innocent or maybe half.
[02:48:15.260 --> 02:48:17.242]  You know, a few innocent people are going to go to the
[02:48:18.393 --> 02:48:20.816]  Lethal injection so that we are all safe.
[02:48:20.816 --> 02:48:22.637]  See, that's Napoleonic.
[02:48:22.637 --> 02:48:23.498]  That's tyranny.
[02:48:23.498 --> 02:48:31.527]  That's the flip side, the opposite of the Renaissance, of the Magna Carta, of Mosaic Law, of freedom.
[02:48:31.527 --> 02:48:34.510]  But we did pull up a Cornell Law University.
[02:48:34.510 --> 02:48:40.556]  They're saying it doesn't quite get rid of you being able to say, I'm not talking to you until I see my attorney.
[02:48:41.737 --> 02:48:47.100]  It's saying if the police can trick you to talk, they can now use it as admissible.
[02:48:47.100 --> 02:48:48.441]  But it is a pretty big deal.
[02:48:48.441 --> 02:48:49.302]  Jason, your comments on that?
[02:48:49.302 --> 02:48:50.962]  Yeah, you know, it really fired me up, Alex.
[02:48:50.962 --> 02:48:51.723]  I couldn't believe it.
[02:48:51.723 --> 02:48:54.665]  Because now the cops are just going to say, oh, he said he didn't need a lawyer.
[02:48:54.665 --> 02:48:58.667]  You know, it's going to be the cops' word against yours when they interrogate you, and it's going to be extended.
