[00:00.000 --> 00:02.000]  now
[02:48:06.640 --> 02:48:12.640]  So history is happening all around us. And these calls for civil war.
[02:48:12.640 --> 02:48:16.640]  And the fact that even mainstream media now gets that it's civil war.
[02:48:16.640 --> 02:48:19.640]  Shows us that we're entering a very, very dangerous phase right now.
[02:48:19.640 --> 02:48:22.640]  They plan to launch something big in the summer months.
[02:48:22.640 --> 02:48:30.640]  Summer's here. And the left always makes us move in the summer.
[02:48:30.640 --> 02:48:36.640]  And so they are planning civil unrest, all these ugly old stupid mummies in Hollywood and the rest of it.
[02:48:36.640 --> 02:48:41.640]  We're smarter than them. We can defeat them together. We're coming together.
[02:48:41.640 --> 02:48:46.640]  But I think it's more important than ever. I mean, I'm going to go put on some Trump gear this week.
[02:48:46.640 --> 02:48:51.640]  I'm going to go march around all over the place downtown and just let them get my face and just show who they are.
[02:48:51.640 --> 02:48:56.640]  Because that's the number one thing is to not let them intimidate us.
[02:48:56.640 --> 02:49:00.640]  And to just point out the great successes we've had and what's going on.
[02:49:00.640 --> 02:49:04.640]  And the fact that Trump has delivered on what he said he would do and he's standing up to him.
[02:49:04.640 --> 02:49:08.640]  And it's just quite a period in history to be part of right now.
[02:49:08.640 --> 02:49:15.640]  All right, we got Eugene and Mark and Naveed and Jeff and Carter and Brad and everybody.
[02:49:15.640 --> 02:49:20.640]  Who's up next?
[02:49:20.640 --> 02:49:25.640]  Let's go ahead and go to Jerome in New York. Jerome, thanks for holding her on the air.
[02:49:25.640 --> 02:49:30.640]  I've got a question for you before I give my comment on the Civil War.
[02:49:30.640 --> 02:49:35.640]  Who give the order? And you know the answer to this.
[02:49:35.640 --> 02:49:40.640]  I know Roger Stone does too. Matt Bracken. Yeah, y'all all know the answer to this.
[02:49:40.640 --> 02:49:43.640]  Who give the order to sting him and let her go?
[02:49:43.640 --> 02:49:46.640]  Sting who?
[02:49:46.640 --> 02:49:51.640]  Sting Trump. Let Clinton go. Who give that order?
[02:49:51.640 --> 02:49:56.640]  I would say it was a committee meeting between the former head of the NSA,
[02:49:56.640 --> 02:49:59.640]  the former head of the CIA, Brennan, all those guys.
[02:49:59.640 --> 02:50:02.640]  Of course, he was still a candidate when that happened.
[02:50:02.640 --> 02:50:10.640]  It was Hillary and the Podestas and the big banks above it. Goldman Sachs, J.P. Morgan.
[02:50:10.640 --> 02:50:14.640]  Yeah, you know dang well it goes back to that old office.
[02:50:14.640 --> 02:50:18.640]  Oh, yeah, oh no. Obama definitely put it on paper. You're 100% right.
[02:50:18.640 --> 02:50:21.640]  Yeah, but he's a minion too. That's what they're protecting. That's what they won't give Congress.
[02:50:21.640 --> 02:50:25.640]  Absolutely. It was ordered by the president. None of them would have done it if the president didn't order it.
[02:50:25.640 --> 02:50:29.640]  In fact, they admit that they had a whole office in the White House watching Trump.
[02:50:29.640 --> 02:50:34.640]  Those guys, FBI and DOJ, they're just, they're minions. They're many menials.
[02:50:34.640 --> 02:50:38.640]  They don't, they didn't have nothing to do with it. They're just following orders.
[02:50:38.640 --> 02:50:40.640]  You're absolutely right and we've been hammering that. You're right.
[02:50:40.640 --> 02:50:45.640]  It's Barack Hussein Obama tried to hand the election to Hillary so that she could cover up for his crimes.
[02:50:45.640 --> 02:50:50.640]  And that's why he's been keeping his head down. Why haven't heard anything from him because he is behind it.
[02:50:50.640 --> 02:50:55.640]  Okay, now let's get to the civil war. It's not going to be a civil war. It's going to be a revolution.
[02:50:55.640 --> 02:51:00.640]  They want to name it a civil war. It's just like that, that activity they have going on at the border.
[02:51:00.640 --> 02:51:05.640]  That's all, that's all showboats. That's all showboats. They keep wanting to push, push, push, push.
[02:51:05.640 --> 02:51:09.640]  They're going to keep pushing it until they get to the point where it's going to be a big shootout.
[02:51:09.640 --> 02:51:15.640]  That's all it's going to end up being. It's going to be a spontaneous type deal.
[02:51:15.640 --> 02:51:19.640]  It's not going to be pretty. I don't want to, I don't want to be involved in it, but hey, you know what?
[02:51:19.640 --> 02:51:21.640]  That's what it's going to end up being.
[02:51:21.640 --> 02:51:25.640]  Well, they're going to try to put out false images in the news and get us to fight with the police and people
[02:51:25.640 --> 02:51:28.640]  who will be given this info and be coming after us.
[02:51:28.640 --> 02:51:38.640]  If it gets into a shooting war, you've got to go around the police and at the hedge of the globalist operation.
[02:51:38.640 --> 02:51:42.640]  Well, I don't want to be involved in it, but that's where it's going to end up.
[02:51:42.640 --> 02:51:48.640]  Oh, listen, I don't want a shooting war either, but they run around and start killing patriots and trying to grab us and stuff.
[02:51:48.640 --> 02:51:51.640]  There's only one thing we can do. Let's go towards the shooting.
[02:51:51.640 --> 02:51:58.640]  Those guys that framed the constitution, our government, the way that they did it, our government actually is in flux.
[02:51:58.640 --> 02:52:03.640]  It's constantly moving. The only way it stays stable is by the rule of law.
[02:52:03.640 --> 02:52:09.640]  And those guys have done set it up. They have a whole different government set up over there in Washington than what you think it is.
[02:52:09.640 --> 02:52:13.640]  All of that bunch, it was under Obama's deal in there.
[02:52:13.640 --> 02:52:15.640]  Trump's waiting through it as best as he can.
[02:52:15.640 --> 02:52:20.640]  No, I know. They're called stay-behind networks. A thousand percent, you're right. That's what we're dealing with.
[02:52:20.640 --> 02:52:23.640]  And they're trying to make their move against the American voter right now.
[02:52:23.640 --> 02:52:30.640]  And they think they're going to start a shooting war in America and kill a bunch of us and that they're going to get away with it.
[02:52:30.640 --> 02:52:33.640]  They are just like they thought Hillary was going to win.
[02:52:33.640 --> 02:52:41.640]  Well, that's why they were the hell bent to get the guns, man. They know. They know.
[02:52:41.640 --> 02:52:45.640]  They know they have to have the way to stop us. The only way is through the guns.
[02:52:45.640 --> 02:52:48.640]  That's right. And there's 400 million guns, Jerome. Great points.
[02:52:48.640 --> 02:52:53.640]  And that's a fallback position. We're winning this informationally.
[02:52:53.640 --> 02:52:55.640]  And we've got to be cool about this.
[02:52:55.640 --> 02:53:02.640]  But at a certain point, I think economic warfare is the thing they've been doing to us.
[02:53:02.640 --> 02:53:06.640]  I get lazy sometimes, too, and don't look where I'm spending my money.
[02:53:06.640 --> 02:53:10.640]  And I just, you know, I even learn with leftists trying to build websites for you or do work for you.
[02:53:10.640 --> 02:53:14.640]  They never do it. They sabotage you. They act like a military. We don't.
[02:53:14.640 --> 02:53:16.640]  We act real nice and we're all friendly.
[02:53:16.640 --> 02:53:21.640]  Do not give globalists one dime ever. They are your enemy.
[02:53:21.640 --> 02:53:26.640]  And if we don't have the discipline to not fund them and to not support them,
[02:53:26.640 --> 02:53:30.640]  then we don't deserve to be free.
[02:53:30.640 --> 02:53:34.640]  Thank you, Jerome. Great points.
[02:53:34.640 --> 02:53:40.640]  Now, Veed in Canada, you're on the air. Go ahead.
[02:53:40.640 --> 02:53:42.640]  Hello? Yes, sir. Go ahead.
[02:53:42.640 --> 02:53:47.640]  Hi. Yeah, you asked a question about how can we stifle these pathological wires
[02:53:47.640 --> 02:53:51.640]  who are leading the liberal movement? And the best way we can do that,
[02:53:51.640 --> 02:53:55.640]  I believe, is to be relentless with the truth that we tell.
[02:53:55.640 --> 02:53:59.640]  And it's to hit them where it hurts with the truth and to be relentless in that direction.
[02:53:59.640 --> 02:54:06.640]  And in my opinion, the family jewels, so to speak, of the liberal movement is the LGBT community.
[02:54:06.640 --> 02:54:11.640]  And they're the ones who tell the most lies and they're the easiest to refuse.
[02:54:11.640 --> 02:54:18.640]  Because their entire movement has started with this idea that they're born this way.
[02:54:18.640 --> 02:54:24.640]  And this is categorically proven wrong by the existence of ex-gays and ex-transsexuals.
[02:54:24.640 --> 02:54:30.640]  And not only them, but the entire transsexual movement is such a farce.
[02:54:30.640 --> 02:54:34.640]  Over 90% of transsexuals are male to fake female.
[02:54:34.640 --> 02:54:42.640]  Over 60% are child molestation victims. Over 45% kill themselves.
[02:54:42.640 --> 02:54:46.640]  And they want us to believe that this is a condition people are born into.
[02:54:46.640 --> 02:54:51.640]  This is a sex addict death cult, basically.
[02:54:51.640 --> 02:54:58.640]  And the most important thing here to understand about this is that these sex addicts,
[02:54:58.640 --> 02:55:01.640]  what are they doing? They're trying to go after our children,
[02:55:01.640 --> 02:55:04.640]  to brainwash our children in the schools.
[02:55:04.640 --> 02:55:07.640]  Well, there's no doubt the way that the pedophile movement, Nambola,
[02:55:07.640 --> 02:55:10.640]  is getting at his sex education and diversity training,
[02:55:10.640 --> 02:55:13.640]  where they try to confuse six or seven year olds about what sex they are.
[02:55:13.640 --> 02:55:18.640]  It is, total depopulation, Tabascock Institute, that is all admitted.
[02:55:18.640 --> 02:55:22.640]  And notice how much they attack me on what chemicals in the water do,
[02:55:22.640 --> 02:55:26.640]  in the proclivity of brain development, sterilization, things like that.
[02:55:26.640 --> 02:55:30.640]  That is a fact. And it is a fact it's going on.
[02:55:30.640 --> 02:55:33.640]  And notice when you see the talking points on Stephen Colbert,
[02:55:33.640 --> 02:55:37.640]  it's always about that because they don't want people going,
[02:55:37.640 --> 02:55:42.640]  oh, wait, they figured out this phenol A is feminizing boys.
[02:55:42.640 --> 02:55:44.640]  Well, what if they figure out all the rest of it?
[02:55:44.640 --> 02:55:46.640]  And again, it's part of a larger plan.
[02:55:46.640 --> 02:55:52.640]  Yeah, I mean, the chemicals and all that things aside, that's all true.
[02:55:52.640 --> 02:55:56.640]  That's all uncenture, but it can all be stopped by logic
[02:55:56.640 --> 02:56:01.640]  and by just telling the truth about the movement and how it's based online.
[02:56:01.640 --> 02:56:05.640]  Well, I mean, there's no doubt that governments and groups have taken groups like that
[02:56:05.640 --> 02:56:08.640]  and weaponized it and have taken control and then used those folks
[02:56:08.640 --> 02:56:14.640]  because they tend to be high earners and then used them basically as members of the cult.
[02:56:14.640 --> 02:56:16.640]  And they have the highest rates of suicide,
[02:56:16.640 --> 02:56:19.640]  all things you said, they're very, very abused groups of people.
