[00:00:02.040 --> 00:00:02.720]  Is the U.S.
[02:32:24.042 --> 02:32:27.005]  Like a small refrigerator, so you can keep food from spoiling.
[02:32:27.005 --> 02:32:32.570]  Plus, you can take it with you to jumpstart cars, trucks, buses, 18-wheelers, heavy equipment, even airplanes.
[02:32:32.570 --> 02:32:39.596]  The system provides an endless supply of off-the-grid electricity, allowing you to create your own private power grid, literally anywhere in the world.
[02:32:39.596 --> 02:32:44.160]  Perfect for cabins, remote locations, anytime you need to get off the grid for a while.
[02:32:44.420 --> 02:32:47.724]  Go to PrivatePowerGrid.com to watch this thing in action.
[02:32:47.724 --> 02:32:49.807]  That's PrivatePowerGrid.com.
[02:32:49.807 --> 02:32:55.534]  Even better, use coupon code PRIVATE at checkout and get a second PPX energy unit for free.
[02:32:55.534 --> 02:32:57.977]  Check it out at PrivatePowerGrid.com.
[02:32:57.977 --> 02:32:59.660]  That's PrivatePowerGrid.com.
[02:33:13.132 --> 02:33:17.503]  You are listening to an InfoWars.com Frontline Report.
[02:33:17.503 --> 02:33:21.413]  If you are receiving this transmission, you are the Resistance.
[02:33:37.768 --> 02:33:43.571]  Folks, I know Donald Trump's not perfect, but he has the elites and the big centralized corporations really pissed.
[02:33:43.571 --> 02:33:47.353]  He's already gotten three plus trillion dollars in the stock market from confidence.
[02:33:47.353 --> 02:33:51.075]  He's deploying the central banks to get small business loans accelerated.
[02:33:51.075 --> 02:34:02.081]  I don't wanna go over all the things that have happened, but 300 billion plus in announced new construction and foreign companies coming back, American companies coming back, because they've set it up to make jobs here
[02:34:03.208 --> 02:34:04.591]  Cost prohibitive.
[02:34:04.591 --> 02:34:05.593]  That's globalism.
[02:34:05.593 --> 02:34:07.617]  They sold us out to China, folks.
[02:34:07.617 --> 02:34:09.321]  That's the globalist plan.
[02:34:09.321 --> 02:34:10.142]  With select interest.
[02:34:11.343 --> 02:34:18.327]  They got developed under, you can argue, under folks like Nixon, but I'm going to go back to my guess in just a moment.
[02:34:18.327 --> 02:34:31.314]  The point is, is that I'm behind Trump because he's got the elites so upset, but certainly what he's doing is so complex and so big, and there's such a mutiny, they won't even hang up his signs, his picture at the VA.
[02:34:31.314 --> 02:34:33.235]  And when a congressman comes and puts it up, they take it down.
[02:34:34.233 --> 02:34:35.636]  There's mutiny in these agencies.
[02:34:35.636 --> 02:34:37.340]  These judges are violating the law.
[02:34:37.340 --> 02:34:38.903]  A five-year-old could read it.
[02:34:38.903 --> 02:34:43.372]  And just ignoring him and ordering him to bring in more refugees like they're the executive branch.
[02:34:44.286 --> 02:34:46.047]  Totally unvetted from failed states.
[02:34:46.047 --> 02:34:47.107]  This is true insanity.
[02:34:47.107 --> 02:34:53.169]  Do you realize they're setting a precedent where Google just announced today, it's on Infowars.com, their official press release.
[02:34:53.169 --> 02:34:57.231]  Criticize Islam in any way, you're going to start getting banned or flagged.
[02:34:57.231 --> 02:35:00.592]  Just like on Facebook, they flagged it as spam and fake news.
[02:35:00.592 --> 02:35:04.573]  Larry C. Johnson decorated former CIA State Department high level.
[02:35:04.573 --> 02:35:09.715]  Counterterrorism, no quarter, USA.net will be with us at the bottom or until 50 after.
[02:35:09.715 --> 02:35:11.556]  Before I go any further, the funder operation,
[02:35:12.816 --> 02:35:23.621]  We have in the Trump-Pence 2020 Keeping America Great shirts, just to exercise the First Amendment, throw it in the face of the trendies that want to restrict our free speech.
[02:35:23.621 --> 02:35:27.643]  We have some B-roll of Leigh Ann and Millie Weaver wearing the shirts yesterday.
[02:35:27.643 --> 02:35:30.384]  We've got a promo, I actually shot the shirts.
[02:35:30.384 --> 02:35:38.228]  But when you get these, it is so important to go out and to wear them and to exercise your First Amendment.
[02:35:38.228 --> 02:35:39.309]  Because if they can chill,
[02:35:40.242 --> 02:35:43.344]  Our First Amendment, they're going to win on every single front.
[02:35:43.344 --> 02:35:49.548]  They're great-looking, unisex, navy blue, with red, white, and blue, Trump-Pence 2020, keeping America great.
[02:35:49.548 --> 02:35:51.229]  On the back, it says, America first in 1776.
[02:35:51.229 --> 02:35:58.294]  You know, they had Angelina Jolie at the UN two days ago say, we can't have nationalism masquerading as patriotism.
[02:35:58.294 --> 02:36:05.579]  Patriotism is the support of your country that's for and by the people, and America's not perfect, but it's been the best example of that so far.
[02:36:05.579 --> 02:36:06.579]  But we're losing it.
[02:36:06.579 --> 02:36:08.681]  As our guest said, we're in a very dangerous moment.
[02:36:09.201 --> 02:36:18.648]  When the corruption's gone on for decades, gotten worse and worse, the media's gone along with it, an arrogance sets in, and they decide they can do anything they want, whenever they want.
[02:36:18.648 --> 02:36:21.971]  We're selling shirts for $9.95, we make like $5 on them.
[02:36:21.971 --> 02:36:23.532]  It funds our operations, thank you for the support.
[02:36:23.532 --> 02:36:24.313]  But more importantly,
[02:36:26.539 --> 02:36:36.167]  It's about you spreading the word and meeting like-minded people and openly letting folks know that are intimidated, because you're not intimidated, hopefully, that it's okay to stand up for who you believe in.
[02:36:36.167 --> 02:36:38.649]  TrumpPens2020, keeping America great.
[02:36:38.649 --> 02:36:41.671]  InfowarsStore.com or 888-253-3139.
[02:36:41.671 --> 02:36:48.316]  We've got some of the supplements 30% off and free shipping through this weekend on select products as well.
[02:36:48.316 --> 02:36:53.721]  But we're under, I'm not just saying this, because I don't normally do this, we're under a lot of censorship, a lot of attack.
[02:36:54.301 --> 02:37:02.312]  It's not just them every day on every major news channel attacking us and saying lies about us and having Saturday Night Live say, I'm Donald Trump!
[02:37:02.312 --> 02:37:06.998]  Alec Baldwin playing the part and saying, Alex doesn't believe, Alex Jones doesn't believe blacks are humans.
[02:37:06.998 --> 02:37:09.922]  And now it's all over the web, I hate black people.
[02:37:09.922 --> 02:37:11.203]  There's no clip of me saying that!
[02:37:12.335 --> 02:37:17.000]  I'm like praising Trump for $25 billion for the black colleges when Obama gave $4 billion.
[02:37:17.000 --> 02:37:18.221]  He's trying to bring people together.
[02:37:18.221 --> 02:37:24.147]  It's just they've weaponized everything where they've already lost the people's attention.
[02:37:24.147 --> 02:37:29.132]  So they've just quadrupled down to say, we never said intercepts or wiretaps or surveillance.
[02:37:29.352 --> 02:37:31.013]  When it was in hundreds of newspapers.
[02:37:31.013 --> 02:37:32.293]  And we've shown you those.
[02:37:32.293 --> 02:37:35.715]  We've shown you three articles today if you just tuned in or are a listener.
[02:37:35.715 --> 02:37:45.299]  We read the headlines by the writer on CNN saying we're liars, that Trump's wrong, that I'm wrong, that they've attacked Larry C. Johnson on the news, saying he's full of crap.
[02:37:46.219 --> 02:37:47.459]  So, no we're not!
[02:37:47.459 --> 02:37:48.920]  We're reading the New York Times!
[02:37:48.920 --> 02:37:50.340]  We have memories!
[02:37:50.340 --> 02:37:52.780]  So, we've got him for another 12 minutes and I appreciate him joining us.
[02:37:52.780 --> 02:37:56.121]  NoQuarterUSA.net, a lot of amazing information there.
[02:37:56.121 --> 02:38:03.482]  Again, highly decorated, former member of the CIA, then counter-terrorism, State Department, former Fox News analyst, you name it.
[02:38:03.482 --> 02:38:05.603]  Breaking all this down.
[02:38:05.603 --> 02:38:13.164]  So, please continue with just the waterfront of what's going on with ISIS, what you see happening, where you see globalism right now.
[02:38:14.465 --> 02:38:24.290]  Well, what's happened over the last five weeks is that President Trump has lifted what were called restricted airspaces.
[02:38:24.290 --> 02:38:28.393]  I think the military acronym for it is RAS.
[02:38:28.393 --> 02:38:30.694]  Previously, Obama had imposed
[02:38:31.178 --> 02:38:37.005]  Restrictions in certain areas that no action could be taken unless he gave approval for a strike.
[02:38:37.005 --> 02:38:52.562]  So if we had a drone operating there and it observed a convoy, a military convoy of ISIS fighters or oil convoy taking oil from an ISIS controlled oil field and it was in a restricted area,
[02:38:53.379 --> 02:39:02.687]  Permission to strike that target had to go up the chain of command, which means ultimately it made its way to the White House and literally Barack Obama had to say yes or no.
[02:39:02.687 --> 02:39:12.936]  Well, practically what happens is that means you'll never hit one of those targets, but because by the time you jump through all those hoops, the convoy has long gone.
[02:39:12.936 --> 02:39:15.238]  Donald Trump lifted that.
[02:39:15.238 --> 02:39:19.342]  The attacks on those convoys have been underway over the last five weeks.
[02:39:19.753 --> 02:39:24.275]  And there have been significant successes which are not being reported in the media.
[02:39:24.275 --> 02:39:33.439]  The other thing that's going on that's really fascinating is that there is regular communication between the Russian military and the U.S.
[02:39:33.439 --> 02:39:40.003]  Central Command in exchanging information over airspace and troop movements.
[02:39:40.003 --> 02:39:40.403]  Why?
[02:39:40.403 --> 02:39:44.505]  So that we don't have Russian forces firing at U.S.
[02:39:44.505 --> 02:39:44.885]  forces
[02:39:45.225 --> 02:39:50.946]  And I had Colonel Schaeffer on just two days ago, and he said that wasn't being reported, but that is going on.
[02:39:50.946 --> 02:39:54.627]  So we're courting with the Russians to take out Al-Qaeda and ISIS.
[02:39:54.627 --> 02:39:58.528]  I know Assad halfway doesn't like it, because he's worried we might not leave.
[02:39:58.528 --> 02:40:04.549]  But the truth is, isn't Trump fulfilling his promise to not actually help the, quote, moderate rebels who are really al-Nusra, al-Qaeda?
[02:40:04.549 --> 02:40:06.369]  I mean, he's hitting them all, isn't he?
[02:40:06.369 --> 02:40:06.629]  Right.
[02:40:06.629 --> 02:40:08.230]  Look, the U.S.
[02:40:08.230 --> 02:40:13.791]  intelligence community has known for, boy, at least four years that
[02:40:14.298 --> 02:40:25.425]  The fighters that were actually fighting in Syria were not these, you know, non-sectarian, secular, Jeffersonian Democrat types.
[02:40:25.425 --> 02:40:33.910]  The ones who were actually out there fighting and killing and causing mayhem were the radical Islamists, like al-Nusra, like al-Qaeda, like ISIS.
[02:40:33.910 --> 02:40:40.954]  So, that's been known in the intelligence community for at least four years, and maybe even a little longer than that.
[02:40:41.454 --> 02:40:53.361]  So, yeah, what was criminal in this is that the United States government continued, through the CIA, to supply weapons that were winding up in the hands of some of these radical Islamists.
[02:40:53.361 --> 02:40:54.642]  Now, why were we doing that?
[02:40:54.642 --> 02:41:04.388]  Well, the desire to get rid of Bashar al-Assad came because Saudi Arabia is terrified of Iran's rise to power in the Middle East.
[02:41:04.388 --> 02:41:09.631]  So it's a Sunni-Shiite civil war that we've sided with the Wahhabists on, expanding on that.
[02:41:10.452 --> 02:41:16.856]  High-level CIA analysts and State Department counterterrorism gentlemen joining us here.
[02:41:16.856 --> 02:41:17.776]  Let me ask you this then.
[02:41:17.776 --> 02:41:20.838]  What about Google banning, criticizing Islam?
