[00:00.000 --> 00:12.000]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[02:36:04.400 --> 02:36:08.400]  what they're doing but we're about to see your band dad I had the idea why
[02:36:08.400 --> 02:36:12.200]  you're on I'm like let's get this band dad so where can people not just watching
[02:36:12.200 --> 02:36:17.480]  live on TV or listening on radio where can people find the band did you hear
[02:36:17.480 --> 02:36:22.000]  about the lady running for mayor who was in the lead but they won't let her be
[02:36:22.000 --> 02:36:25.160]  part of it now how they're rigging the Toronto election that's really the
[02:36:25.160 --> 02:36:29.120]  narrative here so where do we find so we can all distribute this to the four
[02:36:29.120 --> 02:36:34.000]  winds of the universe where do we find the band faith Goldie Toronto mayoral
[02:36:34.000 --> 02:36:37.880]  Ed well we're gonna break it here on your program for the very first time
[02:36:37.880 --> 02:36:42.240]  Alex and following that you can find it on my YouTube channel youtube.com
[02:36:42.240 --> 02:36:48.680]  slash faith J like Julia Goldie and my Twitter at faith Goldie I'll have it on
[02:36:48.680 --> 02:36:53.240]  Facebook I'm gonna be blasting it absolutely everywhere baby all right
[02:36:53.240 --> 02:36:57.120]  we're excited so we'll clip this out right now then and get it on what we
[02:36:57.120 --> 02:37:01.760]  have left of Twitter and info wars.com but here it is my name is faith Goldie
[02:37:01.760 --> 02:37:07.360]  and I want your vote for Toronto mayor it's time to take back our streets under
[02:37:07.360 --> 02:37:12.680]  John Tory illegal guns and gangs have skyrocketed out of control he stripped
[02:37:12.680 --> 02:37:16.960]  our police of the tools they need to prevent crime and now our city's
[02:37:16.960 --> 02:37:22.160]  murder rate is higher than New York as mayor my top priority will be fighting
[02:37:22.160 --> 02:37:27.480]  crime and I will get our city moving again that means an advocate for
[02:37:27.480 --> 02:37:33.280]  drivers who will fix our dilapidated roads and clear up congestion I'm the
[02:37:33.280 --> 02:37:38.200]  only candidate who'll put the taxpayer first as mayor I will conduct a line by
[02:37:38.200 --> 02:37:43.440]  line audit of the budget and cut the fat where it means to be cut I want fewer
[02:37:43.440 --> 02:37:48.720]  bureaucrats but better results for a tough on crime easy on taxpayer Toronto
[02:37:48.720 --> 02:37:54.600]  vote for me faith Goldie on October 22nd and let's bring back Toronto the
[02:37:54.600 --> 02:38:03.520]  guide so that's faith with ronto.ca they can't stop you overpowering their
[02:38:03.520 --> 02:38:06.600]  censorship and believe me they're scared of her like they're scared of you
[02:38:06.600 --> 02:38:11.560]  listeners very powerful we'll take a call here from a listener who wants to
[02:38:11.560 --> 02:38:15.280]  talk about anti-file attacking people in New York because the final frontier
[02:38:15.280 --> 02:38:19.240]  faith is like Tommy Robinson being put in prison for reporting on Islamic
[02:38:19.240 --> 02:38:24.760]  pedophile rings that were confirmed to be real the final frontier is this daily
[02:38:24.760 --> 02:38:29.520]  beast article NYPD looks to charge nine Proud Boys with a salt for Manhattan
[02:38:29.520 --> 02:38:35.400]  fight but then the surveillance video shows them actually being attacked with
[02:38:35.400 --> 02:38:41.320]  bottles first by anti-file let's play that clip here it is
[02:38:41.320 --> 02:38:51.240]  so again obviously for radio listeners you can't see that but for TV viewers we
[02:38:51.240 --> 02:38:59.040]  are able to see what really happened okay faith so what do you make of this
[02:38:59.040 --> 02:39:02.960]  final frontier you can see that you're not a radio listener and just keep
[02:39:02.960 --> 02:39:06.640]  rolling that footage folks the surveillance camera of anti-file throwing
[02:39:06.640 --> 02:39:10.840]  bottles at people attacking people and then when folks defend themselves the
[02:39:10.840 --> 02:39:15.080]  police charge them I mean this is unbelievable this has become the
[02:39:15.080 --> 02:39:19.960]  standard though I have been attacked physically by anti-file and I was
[02:39:19.960 --> 02:39:24.440]  actually escorted by my father at the time over the age of 60 who had himself
[02:39:24.440 --> 02:39:29.480]  kicked knocked down to the ground etc and my only advice to him was dad don't
[02:39:29.480 --> 02:39:33.520]  you dare defend yourself otherwise it's you and me who are going to jail it's
[02:39:33.520 --> 02:39:37.160]  become expected among people on the right especially those who find
[02:39:37.160 --> 02:39:42.080]  themselves in protest situations or in any sort of a frontline situation with
[02:39:42.080 --> 02:39:46.160]  anti-file that they are going to become violent and that we are not allowed to
[02:39:46.160 --> 02:39:50.160]  defend ourselves because if we do we are inevitably the ones who have to face
[02:39:50.160 --> 02:39:53.480]  the full force of the law look we've identified people who have attacked the
[02:39:53.480 --> 02:39:58.120]  crap out of me frankly and they still haven't been arrested with respect to
[02:39:58.120 --> 02:40:03.600]  the proud boys though I I don't even know what to say there I mean I hung out
[02:40:03.600 --> 02:40:06.840]  with proud boys I know them they are not with the mainstream media says that
[02:40:06.840 --> 02:40:10.520]  they are these are patriots these are guys who love the West and anti-file on
[02:40:10.520 --> 02:40:15.240]  the other hand hates the West hates borders hates the hates legal migrants
[02:40:15.240 --> 02:40:19.920]  hates everything about the way that the West was formed hates free markets hates
[02:40:19.920 --> 02:40:24.600]  private property they hate God they hate you know the innocence of children they
[02:40:24.600 --> 02:40:28.880]  they're so entitled they think that they have a reason to hit you and then in
[02:40:28.880 --> 02:40:33.000]  blue cities the police come running to worship them because they are the
[02:40:33.000 --> 02:40:35.760]  enlightened ones they are the another one even though they all look like
[02:40:35.760 --> 02:40:40.280]  methhead devil worshipers they got run over so Steven West Virginia you have a
[02:40:40.280 --> 02:40:44.560]  point about this go ahead hello yes go ahead
[02:40:44.560 --> 02:40:48.760]  hi Alex Jones it's very great to be on thank you so much for what you're doing
[02:40:48.760 --> 02:40:53.400]  and then just double with faith Goldie Goldie I'm a subscriber on YouTube I
[02:40:53.400 --> 02:40:59.960]  hope they come out I hope that you win they cannot shut you up just for real
[02:40:59.960 --> 02:41:03.880]  quick Alex both of you thank you for both part of my red billing three years
[02:41:03.880 --> 02:41:08.920]  ago I was complete leftist the public on and everyone was fine with that everyone
[02:41:08.920 --> 02:41:12.400]  was fine with that I could be as loud as crazy as I wanted to be to jump off of
[02:41:12.400 --> 02:41:19.400]  the gold is point but now now I just get so enraged when I see these videos I've
[02:41:19.400 --> 02:41:23.440]  been following Gavin for a long time following the proud boys I'm not a
[02:41:23.440 --> 02:41:27.920]  member but I firmly support what all of you are about and when I see these
[02:41:27.920 --> 02:41:31.840]  videos the first thing I see is somebody gets their hat knocked off after a
[02:41:31.840 --> 02:41:36.480]  speech just a speech people getting together that's a good point
[02:41:36.480 --> 02:41:41.320]  Antifa came to the bar where they gave the speech to attack them attack them
[02:41:41.320 --> 02:41:45.720]  you fight so you come looking for a fight you attack somebody in the NYPD says
[02:41:45.720 --> 02:41:52.480]  we're charging you right exactly and so there's an absolute double standard here
[02:41:52.480 --> 02:41:55.960]  three weeks before our midterm elections and they all we hear about what
[02:41:55.960 --> 02:42:00.120]  have we heard about since our president came down that escalator so
[02:42:00.120 --> 02:42:04.160]  almost three years ago what are over two years ago when the campaign ramped up
[02:42:04.160 --> 02:42:07.880]  what what what what have all we heard about nothing but far right groups are
[02:42:07.880 --> 02:42:12.400]  what to watch nothing but extremist right wing violence really we see time
[02:42:12.400 --> 02:42:16.400]  98% of it's the left and look the problem is again arrested because they got
[02:42:16.400 --> 02:42:20.200]  testosterone and they beat their ass as you can see in the footage the method
[02:42:20.200 --> 02:42:24.360]  skinny gene guys with legs the size of toothpicks can't stand you know people
[02:42:24.360 --> 02:42:27.440]  actually standing up against them and that's what they can't deal with God
[02:42:27.440 --> 02:42:32.400]  bless you fake Goldie please come back again very soon we salute you are awesome
[02:42:32.400 --> 02:42:36.920]  love you guys as well God bless all the viewers of info wars by Alex thanks for
[02:42:36.920 --> 02:42:40.560]  having me thank you so much her websites are all linked on info wars.com get them
[02:42:40.560 --> 02:42:44.240]  out final segment of this hour your calls straight ahead and then Paul Watson
[02:42:44.240 --> 02:42:49.080]  from London England straight ahead whatever you do remember the skinny
[02:42:49.080 --> 02:42:53.800]  genes methods hate it when you spread news wars.com
[02:42:53.800 --> 02:42:58.480]  we've taken thousands of years of known research and put it together with our
[02:42:58.480 --> 02:43:03.560]  own four years of seeking and testing to find the very best systems that God gave
[02:43:03.560 --> 02:43:07.560]  us your mother nature to detoxify the body that's why I'm introducing z shield
[02:43:07.560 --> 02:43:12.720]  toxic metal and chemical defense support it's made in the USA it's filled
[02:43:12.720 --> 02:43:17.200]  with known compounds from nature that are absolutely associated with detoxifying
[02:43:17.200 --> 02:43:21.840]  the body and it supports the info war it is a classical 360 win this is the
[02:43:21.840 --> 02:43:25.560]  formula that I personally have been taking for over a year and now we believe
[02:43:25.560 --> 02:43:30.040]  we have come as close to perfection when it comes to a detoxifier as you can
