[00:00:01.000 --> 00:00:16.000]  Intro Music
[02:29:27.910 --> 02:29:32.070]  It says InfoWars.com on the back of the shirt.
[02:29:32.070 --> 02:29:33.390]  We also have Alex Jones for president.
[02:29:33.390 --> 02:29:34.710]  No, I'm not running for president.
[02:29:34.710 --> 02:29:37.270]  It's a really nice navy blue, high quality shirt.
[02:29:37.270 --> 02:29:38.270]  Red, white and blue.
[02:29:38.270 --> 02:29:39.270]  Alex Jones for president.
[02:29:39.270 --> 02:29:40.270]  2024.
[02:29:40.270 --> 02:29:42.510]  It's a fun conversational piece and a limited edition shirt.
[02:29:42.510 --> 02:29:44.310]  Great way to fund the operation.
[02:29:44.310 --> 02:29:52.350]  So get your Alex Jones for president and Trump mugshot shirts at InfoWarsStore.com
[02:29:52.350 --> 02:29:57.590]  or by calling toll free triple eight two five three three one three nine.
[02:29:57.590 --> 02:30:01.430]  The most banned man in America, Alex Jones.
[02:30:01.430 --> 02:30:07.430]  I want you all to know something.
[02:30:07.430 --> 02:30:09.390]  Alex Jones was right.
[02:30:09.390 --> 02:30:12.870]  Alex is right about far more than is wrong.
[02:30:12.870 --> 02:30:15.750]  Alex has been right on for over a decade.
[02:30:15.750 --> 02:30:19.990]  I don't care how you slice it, dice it, flip it up or rub it down.
[02:30:19.990 --> 02:30:22.390]  Alex Jones was right.
[02:30:22.390 --> 02:30:25.750]  Think about how frustrated we are if you've been awake for a year or two.
[02:30:25.750 --> 02:30:29.430]  Imagine being like an Alex Jones or those guys who've been awake for like decades.
[02:30:29.430 --> 02:30:32.750]  Alex Jones called this years ago.
[02:30:32.750 --> 02:30:33.750]  Years ago.
[02:30:33.750 --> 02:30:35.630]  Alex Jones never bought the Russia hoax.
[02:30:35.630 --> 02:30:37.590]  Not for a second.
[02:30:37.590 --> 02:30:40.070]  You are one of the great thinkers of this.
[02:30:40.070 --> 02:30:42.510]  You are a martyr to the First Amendment.
[02:30:42.510 --> 02:30:45.830]  The government fears Alex Jones.
[02:30:45.830 --> 02:30:57.710]  That's why the globalists hate me, is because I'm exposing their corporate worldwide tyranny.
[02:30:57.710 --> 02:31:03.990]  In the early 1900s, certain companies were off gassing highly toxic fluoride gases into
[02:31:03.990 --> 02:31:04.990]  the atmosphere.
[02:31:04.990 --> 02:31:07.910]  The surrounding communities began to get sick.
[02:31:07.950 --> 02:31:14.310]  Laws were enacted to compel these corporations to install scrubbers to convert these gases
[02:31:14.310 --> 02:31:18.750]  into fluorosilicic acid, still highly toxic, but containable.
[02:31:18.750 --> 02:31:23.550]  Now these companies had a stockpile of this poison and there was no affordable way to
[02:31:23.550 --> 02:31:24.550]  dispose of it.
[02:31:24.550 --> 02:31:29.590]  Lucky for them, one of their major stockholders was also the secretary of the Treasury, who
[02:31:29.590 --> 02:31:33.070]  was responsible for the public health service at the time.
[02:31:33.070 --> 02:31:39.590]  And by 1950, the U.S. government began buying this toxic, untreated industrial waste product
[02:31:39.590 --> 02:31:41.950]  and dumping it into our drinking water.
[02:31:41.950 --> 02:31:47.230]  Reputable studies show that it's causing various cancers and other disease.
[02:31:47.230 --> 02:31:53.670]  With the Alexa Pure Pro, you can have clean drinking water and a remedy to this madness.
[02:31:53.670 --> 02:31:56.310]  Available now at InfowarsStore.com.
[02:31:56.310 --> 02:32:04.270]  I want to say brain force is great.
[02:32:04.270 --> 02:32:06.230]  I want to say turbo force is amazing.
[02:32:06.230 --> 02:32:07.230]  It is.
[02:32:07.230 --> 02:32:11.710]  But if you took it with fish oil, it's like the fish oil is it.
[02:32:11.710 --> 02:32:13.070]  The fish oil is better than it.
[02:32:13.070 --> 02:32:14.950]  And that's an example of what I'm talking about.
[02:32:14.950 --> 02:32:20.630]  Fish oil is liquid energy, brain, body, heart, the cleanest, the best out there.
[02:32:20.630 --> 02:32:23.350]  Krill oils is the best and it'll give you the damn burps.
[02:32:23.350 --> 02:32:24.350]  And I'm sorry.
[02:32:24.350 --> 02:32:25.350]  You want something like this?
[02:32:25.390 --> 02:32:26.390]  You can get stuff for free.
[02:32:26.390 --> 02:32:27.390]  The krill is hallucinogenic.
[02:32:27.390 --> 02:32:28.390]  It's so good.
[02:32:28.390 --> 02:32:29.390]  In my view.
[02:32:29.390 --> 02:32:31.390]  I'm not making a medical statement here, but let me tell you something.
[02:32:31.390 --> 02:32:34.190]  I eat five capulets of krill oil before I go to bed.
[02:32:34.190 --> 02:32:37.710]  I'm seeing Santa Claus that night.
[02:32:37.710 --> 02:32:45.230]  So your brain is made basically out of what fish oil is.
[02:32:45.230 --> 02:32:47.150]  So we don't make a big profit off of it.
[02:32:47.150 --> 02:32:50.950]  But you know, as I just obsess, because whatever the best is we've got, I just can't lie to
[02:32:50.950 --> 02:32:51.950]  you.
[02:32:51.950 --> 02:32:52.950]  I just can't do it.
[02:32:52.950 --> 02:32:53.950]  InfowarsStore.com.
[02:32:53.950 --> 02:33:04.270]  Leading a frontal assault on the lies of the new world order.
[02:33:04.270 --> 02:33:05.710]  It's Alex Jones.
[02:33:07.140 --> 02:33:30.500]  All right, Dr. Rima Lambo has a lot to say, we're going to be talking this evening, she'll
[02:33:30.500 --> 02:33:31.980]  be back with us again very soon.
[02:33:31.980 --> 02:33:36.340]  It's some weird blind spot or eddy pool where five years goes by and you're like, where's
[02:33:36.340 --> 02:33:37.340]  this person?
[02:33:37.340 --> 02:33:38.340]  You call up, they come right on.
[02:33:38.340 --> 02:33:39.619]  Couldn't be a more amazing guest.
[02:33:39.619 --> 02:33:40.619]  We love her.
[02:33:40.619 --> 02:33:43.939]  And she's definitely always on fire, but she's on fire, on fire, on fire.
[02:33:43.939 --> 02:33:46.340]  So I'm going to shut up now, turn my mic off again.
[02:33:46.340 --> 02:33:47.340]  I won't be able to control myself.
[02:33:47.340 --> 02:33:48.340]  I'll write a few notes.
[02:33:48.340 --> 02:33:51.939]  We're back at the end of the segment, but just please continue with all the truth bombs
[02:33:51.939 --> 02:33:55.900]  you're dropping right now and get more into what you think you're planning next with Marburg,
[02:33:55.900 --> 02:33:56.900]  all this stuff.
[02:33:56.900 --> 02:34:00.660]  How do you think we stop them?
[02:34:00.660 --> 02:34:04.939]  Approximately four people in the history of the world have died since the Marburg virus
[02:34:04.939 --> 02:34:07.619]  was identified.
[02:34:07.619 --> 02:34:11.500]  And so Marburg is the next big thing?
[02:34:11.500 --> 02:34:18.140]  No, perhaps as I speculated when actually before the rollout of the vaccine, perhaps
[02:34:18.140 --> 02:34:25.939]  the 5G signals, the pulse microwave signals will be used to stimulate the nanotechnology
[02:34:25.939 --> 02:34:30.820]  to emulate the symptoms of Marburg.
[02:34:30.820 --> 02:34:32.380]  How very interesting.
[02:34:32.380 --> 02:34:35.380]  That was specifically what I suspected would happen.
[02:34:35.380 --> 02:34:43.220]  And now they're talking about Marburg virus being the next continuous, unstoppable contagion.
[02:34:43.220 --> 02:34:44.900]  No, not really.
[02:34:44.900 --> 02:34:46.980]  That's what immune systems are for.
[02:34:46.980 --> 02:34:56.539]  And by the way, things like nanosilver, vitamin C, vitamin D, zinc, you know, those terribly
[02:34:56.539 --> 02:35:03.300]  dangerous, difficult things that humanity has never known about before stimulate the
[02:35:03.300 --> 02:35:06.300]  immune system and then you don't get sick.
[02:35:06.300 --> 02:35:11.619]  That's what the immune system is for, whereas their measures are designed to make sure that
[02:35:11.619 --> 02:35:16.220]  you get sick so that you can be eliminated or controlled.
[02:35:16.220 --> 02:35:21.939]  And remember the pharmaceutical industry, the pharmaceutical agenda, which John D. Rockefeller
[02:35:21.939 --> 02:35:27.859]  took control of in order to figure out what to do with the leftover gunk from the bottom
[02:35:27.859 --> 02:35:33.460]  of the refining towers, which is called coal tar.
[02:35:33.460 --> 02:35:43.820]  And the German Industrial Revolution organic chemistry brilliance was producing coal tar
[02:35:43.820 --> 02:35:46.539]  derivatives pharmaceuticals.
[02:35:46.539 --> 02:35:51.939]  So John D. Rockefeller bought up controlling interests in the pharmaceutical industry and
[02:35:51.939 --> 02:35:58.480]  then he created the elevated allopathic medicine system that we have now worldwide in order
[02:35:58.480 --> 02:35:59.740]  to sell his drugs.
[02:35:59.740 --> 02:36:02.699]  That's the same model that Gates uses, by the way.
[02:36:02.699 --> 02:36:08.800]  You invest heavily in vaccines, even though they kill people and make them sick before
[02:36:08.800 --> 02:36:09.859]  they die.
[02:36:09.859 --> 02:36:16.960]  And then you give money philanthropically to organizations like GAVI and the Rotary
[02:36:16.960 --> 02:36:21.619]  Organization and the World Health Organization.
[02:36:21.619 --> 02:36:27.740]  You fund them and you direct their attention to your vaccines.
[02:36:27.740 --> 02:36:31.519]  It's a business model, same model.
[02:36:31.519 --> 02:36:36.060]  And if in the course of events, lots of people sick and well, that's great because you're
[02:36:36.060 --> 02:36:40.859]  selling them the stuff that they're supposed to take, the drugs for their sickness, and
[02:36:40.859 --> 02:36:42.180]  then they die.
[02:36:42.180 --> 02:36:47.900]  That's even greater because you're a depopulationist right off the bat.
[02:36:47.900 --> 02:36:49.900]  And Gates certainly is.
[02:36:49.900 --> 02:36:54.580]  And the Rockefellers certainly trained him well to be, as did his father.
[02:36:54.580 --> 02:37:00.300]  So we're looking at an interlocking business model that takes over agriculture and degrades
[02:37:00.300 --> 02:37:03.939]  food and weaponizes it so you're going to get sick.
[02:37:03.939 --> 02:37:13.300]  That takes over environmental issues that compress you into your urban prison because
[02:37:13.300 --> 02:37:20.939]  you're saving the world for animals to be able to rewild it, which is, of course, nonsense.
[02:37:20.939 --> 02:37:24.740]  It's all interlocked, all of these pieces.
[02:37:24.740 --> 02:37:30.500]  We shut down the farms in the Netherlands and degrade the food supply availability.
[02:37:30.500 --> 02:37:38.539]  We shut down the supply chain because we, the globalists, they, the monsters, control everything.
[02:37:38.539 --> 02:37:43.060]  We've put our fingers and our financial control into everything.
[02:37:43.060 --> 02:37:47.939]  We've created the octopus and the way we're going to control everything is by keeping
[02:37:47.939 --> 02:37:55.380]  you safe, by creating a medical dictatorship, and then telling you what happens to your
[02:37:55.380 --> 02:37:56.380]  DNA.
[02:37:56.380 --> 02:38:01.539]  And what happens to your DNA is that we, the globalists, take control of it.
[02:38:01.539 --> 02:38:05.740]  And then we kill lots of you, enslave the rest of you, and oh, by the way, you don't
[02:38:05.740 --> 02:38:07.539]  get to reproduce.
[02:38:07.539 --> 02:38:09.939]  This is the craziness.
[02:38:09.939 --> 02:38:14.820]  And we, the people, have to say, ah, no, not happening.
[02:38:14.820 --> 02:38:24.699]  Now, the only way that we have at this moment in my strategic analysis, the only strategic
[02:38:24.699 --> 02:38:31.779]  mission that we have at the moment to prevent all of this from coming to full fruition is
[02:38:31.779 --> 02:38:37.539]  to get the hell out of WHO and the United Nations because these are death machines.
[02:38:37.539 --> 02:38:45.019]  These machines were created through Rockefeller et al., and it involves Carnegie, and it involves
[02:38:45.019 --> 02:38:48.180]  Gates, and it involves Zuckerberg, and so on.
[02:38:48.180 --> 02:38:55.140]  It's a huge cabal, but let's call it the Rockefeller system because that's what it is.
[02:38:55.140 --> 02:38:59.300]  It was created to accomplish this.
[02:38:59.300 --> 02:39:05.199]  And the death star coming over the horizon to kill us all, or most of us, and enslave
[02:39:05.199 --> 02:39:12.560]  the rest of us, is WHO, backed by the United Nations, and behind that, the international
[02:39:12.560 --> 02:39:16.800]  financial system, and behind that, the ultimate control system.
[02:39:16.800 --> 02:39:21.199]  Well, the one that we have access to right now is WHO.
[02:39:21.199 --> 02:39:24.480]  Ah, but you can't get out of WHO.
[02:39:24.480 --> 02:39:25.480]  That can't be done.
[02:39:25.480 --> 02:39:26.480]  Yeah, it can.
[02:39:26.480 --> 02:39:31.400]  I've done quite a lot of research, and I have a white paper available on exactly how we
[02:39:31.400 --> 02:39:34.199]  do it, and that's simple.
[02:39:34.199 --> 02:39:39.119]  The head of state of any country in the world writes a letter, just writes a letter, and
[02:39:39.119 --> 02:39:41.400]  says, I'm not in your club anymore.
[02:39:41.400 --> 02:39:46.880]  Our country isn't playing anymore, and sends it to the Secretary General.
