[00:00:00.149 --> 00:00:01.549]  EANS.
[01:56:40.831 --> 01:56:44.932]  You could put the two kings side by side, the Czar and the British King.
[01:56:44.932 --> 01:56:46.513]  They were identical.
[01:56:46.513 --> 01:56:47.953]  There's famous photos of them.
[01:56:47.953 --> 01:56:49.033]  You couldn't tell the difference.
[01:56:49.033 --> 01:56:50.474]  That's how bred they were.
[01:56:50.474 --> 01:56:59.335]  Of course, they had tons of health problems, like any purebred does.
[01:56:59.335 --> 01:57:00.256]  But again, I'm digressing.
[01:57:00.256 --> 01:57:01.436]  This is such a big subject.
[01:57:03.203 --> 01:57:06.964]  But still, there was a revolution all over the world.
[01:57:06.964 --> 01:57:09.324]  The Renaissance was continuing against these people.
[01:57:09.324 --> 01:57:21.847]  They were doing everything they could to pose and claim, through the Illuminati, through the Masons, through their secret societies, now being called intelligence agencies, this is going back a hundred years, to claim that they were for the brotherhood of man.
[01:57:21.847 --> 01:57:22.928]  They were for an end to war.
[01:57:22.928 --> 01:57:28.249]  But what we needed was a global government to deal with that and to stop all of this.
[01:57:29.227 --> 01:57:37.670]  And to stop, quote, rogue nations and rogue dictators, and that they were there to help the free market, and that they wanted global trade.
[01:57:37.670 --> 01:57:47.954]  When in reality, they were fostering war, and stirring up war, and arming dictators to attack their neighbors, and funding civil wars, and doing everything they could through neo-mercantilism.
[01:57:49.081 --> 01:58:00.906]  To use slave countries they controlled to manufacture goods so cheaply to then knock out any free market corporations or companies or nations that had formed against them.
[01:58:00.906 --> 01:58:01.846]  There's some homework here.
[01:58:01.846 --> 01:58:03.287]  Go look up mercantilism.
[01:58:03.287 --> 01:58:04.647]  Know that's what we're under now.
[01:58:04.647 --> 01:58:06.148]  Know that's their system.
[01:58:06.148 --> 01:58:09.229]  Go look up neo-feudalism.
[01:58:09.229 --> 01:58:10.589]  And along comes H.G.
[01:58:10.589 --> 01:58:13.190]  Wells and there's a lot of other players in all of this.
[01:58:13.190 --> 01:58:14.731]  Meanwhile, Cecil Rhodes,
[01:58:15.399 --> 01:58:20.861]  Who runs a country for the British, controls the diamonds.
[01:58:20.861 --> 01:58:26.083]  He sets up the Rhodes Scholarship to get the best and brightest from England and the U.S.
[01:58:26.083 --> 01:58:28.864]  to be the Presidents and Prime Ministers.
[01:58:28.864 --> 01:58:34.686]  And those Presidents and Prime Ministers then turn out to be part of that or to go through skull and bones.
[01:58:34.686 --> 01:58:43.649]  One of their other schools where it's the exact same curriculum, you know, we've had triple PhDs on who, you know, where they only give out like one every few years from Harvard.
[01:58:45.040 --> 01:58:52.584]  Remember a few weeks ago, we went to the same school, the same specialized school that Kissinger went and they tried to recruit him.
[01:58:52.584 --> 01:59:01.187]  And so they develop the intelligentsia to man all the nations and they create duplicates of the shadow government systems in all the countries.
[01:59:01.187 --> 01:59:10.852]  So we'll start the next hour, I'll spend another 30 minutes going over some of the history of these people and break down what the world they want to build on the other side.
[01:59:12.481 --> 01:59:17.156]  Copies of the preceding broadcast are available at GCNlive.com or call toll-free 877-376-45.
[01:59:22.961 --> 01:59:27.743]  The Berkey Security Pack is your one-stop solution for unexpected emergencies.
[01:59:27.743 --> 01:59:32.366]  It provides you with purified water, light, power, and communications ability.
[01:59:32.366 --> 01:59:46.373]  The Security Pack includes a Berkey Light Water Purifier, an LED Face, two Berkey Sport Filtration Bottles, the Berkey Battery Adapter, the Berkey MP Solar Charger, as well as a backup set of two Black Berkey Purification Elements.
[01:59:46.613 --> 02:00:03.318]  The Berkey Security Pack is important every day and a must during emergencies because it provides purified water, long-term low-energy LEDs, free solar power for communications devices such as radios, walkie-talkies, and cell phones, as well as power for small applications.
[02:00:03.318 --> 02:00:07.079]  Get the one-stop solution for your emergency and everyday needs.
[02:00:07.079 --> 02:00:09.780]  The Berkey Security Pack, a retail value of $518 for only $399.
[02:00:12.601 --> 02:00:16.943]  By calling New Millennium at 888-803-4438.
[02:00:16.943 --> 02:00:22.747]  Not yet available in Iowa.
[02:00:22.747 --> 02:00:25.128]  Waging war on corruption.
[02:00:25.128 --> 02:00:34.453]  Alex Jones on the GCN Radio Network.
[02:00:34.453 --> 02:00:35.754]  Big Brother.
[02:00:35.754 --> 02:00:37.535]  Mainstream media.
[02:00:37.535 --> 02:00:38.715]  Government cover-ups.
[02:00:38.715 --> 02:00:40.876]  You want answers?
[02:00:40.876 --> 02:00:41.657]  Well, so does he.
[02:00:42.421 --> 02:00:46.604]  He's Alex Jones on the GCN Radio Network.
[02:00:46.604 --> 02:00:54.549]  And now, live from Austin, Texas, Alex Jones.
[02:00:54.549 --> 02:01:01.054]  I'll spend 30 more minutes on the history of the Global Crime Syndicate and who they are and how they operate.
[02:01:01.054 --> 02:01:07.879]  Okay, so we've established you have these ancient construction guilds, mathematic guilds, secret knowledge guilds.
[02:01:07.879 --> 02:01:09.860]  Knowledge is power, they've got to keep that secret.
[02:01:10.419 --> 02:01:13.440]  And the most elite colleges were literally secret.
[02:01:13.440 --> 02:01:26.887]  And they had great power, and so they basically supplanted much of the royalty, intermarried with the royalty, as of about 200 years ago, accelerating through into the 20th century and now the 21st century.
[02:01:26.887 --> 02:01:39.673]  And their plan had always been, up until 100 years ago, roughly, it's really about 110 years ago, to set up a world government empire run out of London, England.
[02:01:41.977 --> 02:02:07.741]  But they learned there was massive resistance if the empire was out in the open, so they created financial institutions, private banking syndicates that already existed, but they created international bodies where they would quote give loans to third world countries at loan-sharking prices, pay off the dictators or controlled governments not to pay it off, then to sign over the country's infrastructures to them, then it's just private business, because you know, you defaulted, now we own you,
[02:02:11.653 --> 02:02:14.914]  But added to all of this was H.G.
[02:02:14.914 --> 02:02:17.355]  Wells, one of the chief architects.
[02:02:17.355 --> 02:02:23.717]  I mean, someone who literally has charted so much of what we live under today.
[02:02:23.717 --> 02:02:24.297]  And H.G.
[02:02:24.297 --> 02:02:30.799]  Wells wrote more books of non-fiction than he wrote books of fiction.
[02:02:30.799 --> 02:02:38.121]  He's known for The Time Machine, and he's known for War of the Worlds, and The Island of Dr. Maru about genetic engineering.
[02:02:38.121 --> 02:02:40.002]  Undoubtedly a very brilliant individual.
[02:02:40.589 --> 02:02:42.631]  But he wrote other books.
[02:02:42.631 --> 02:02:48.817]  He wrote one of them, what, like 90 years ago, called The New World Order by H.G.
[02:02:48.817 --> 02:02:49.157]  Wells.
[02:02:49.157 --> 02:02:50.919]  You can see it in the library.
[02:02:50.919 --> 02:02:51.900]  It's online for free.
[02:02:51.900 --> 02:02:52.640]  Just type H.G.
[02:02:52.640 --> 02:02:57.845]  Wells, The New World Order in and we have the book on Infowars.com.
[02:02:57.845 --> 02:03:01.709]  I think five years ago we found it online and put a link to it.
[02:03:01.709 --> 02:03:02.830]  Who knows if that link is still there.
[02:03:02.830 --> 02:03:04.772]  But the point is you can find it online.
[02:03:04.772 --> 02:03:05.813]  And it's a non-fiction book.
[02:03:06.661 --> 02:03:08.361]  There's going to be a world government.
[02:03:08.361 --> 02:03:09.662]  There'll be no private property.
[02:03:09.662 --> 02:03:14.263]  It'll be run by a high priesthood of globalists.
[02:03:14.263 --> 02:03:15.563]  We will order your life.
[02:03:15.563 --> 02:03:18.844]  We will break up the family.
[02:03:18.844 --> 02:03:24.146]  Basically, and his other books cover forced vaccinations, forced drugging to make us behave.
[02:03:24.146 --> 02:03:31.788]  This is where Aldous Huxley, in what, 1934, wrote Brave New World.
[02:03:31.788 --> 02:03:35.389]  I mean, genetic engineering, drugging the population to control them.
[02:03:36.241 --> 02:03:43.328]  Now you see all that, and Huxley in 1962 gave a speech saying, right before he died by the way, let me tell you, this is all real.
[02:03:43.328 --> 02:03:45.810]  We're already putting wires into people's brains to control them.
[02:03:45.810 --> 02:03:47.212]  I've been in the facilities in England.
[02:03:47.212 --> 02:03:50.515]  My brother, you know, ran UNESCO at the U.N.
[02:03:50.515 --> 02:03:55.340]  He said, Julian Huxley, United Nations Cultural Educational
[02:03:56.076 --> 02:03:58.938]  United Nations Cultural and Educational Organization.
[02:03:58.938 --> 02:03:59.958]  This is the plan by 2000.
[02:03:59.958 --> 02:04:06.042]  This is a long-term strategy for a global empire to control you.
[02:04:06.042 --> 02:04:07.723]  He gave that at Berkeley.
[02:04:07.723 --> 02:04:09.284]  You can find that online.
[02:04:09.284 --> 02:04:13.066]  In fact, somebody's taken the audio and put it on YouTube with images.
[02:04:13.066 --> 02:04:15.828]  I played it, I think, eight years ago on the radio, an hour of it.
[02:04:16.701 --> 02:04:18.381]  I'm planning to do that in the future.
[02:04:18.381 --> 02:04:30.085]  I'm really going to start focusing on this more on the history and who they are, because we've had requests, and I know it's important, I tend to get caught up in the latest news, but we need to know who we're dealing with first to be able to understand and deal with all this.
[02:04:30.085 --> 02:04:33.005]  So, H.G.
[02:04:33.005 --> 02:04:41.748]  Wells, who is the progenitor of this, he goes and literally sells the intelligentsia, and sells the royal family, and he was again, futurist to the Queen.
[02:04:41.748 --> 02:04:43.148]  He's like a rock star.
[02:04:44.303 --> 02:04:47.445]  By turn of the century before last.
[02:04:47.445 --> 02:04:49.585]  By 1900.
[02:04:49.585 --> 02:04:51.626]  Already one of the best known men in the world.
[02:04:51.626 --> 02:04:53.667]  One of the most read men in the world.
[02:04:53.667 --> 02:04:57.029]  You know, writing literally dozens and dozens of bestsellers.
[02:04:57.029 --> 02:04:58.529]  It was all science fiction though.
[02:04:58.529 --> 02:05:00.910]  His other books weren't bestsellers.
[02:05:00.910 --> 02:05:06.192]  So when we get back, we'll break down what he says they're going to do.
[02:05:06.192 --> 02:05:10.894]  And you're going to be stunned to see that almost everything H.G.
[02:05:10.894 --> 02:05:12.275]  Wells said they would do, they have done.
[02:05:14.116 --> 02:05:22.185]  We'll tell you about a couple of things he said they would do that haven't been done yet but that are on the drawing board and being implemented.
[02:05:22.185 --> 02:05:23.726]  It's all coming up on the other side.
[02:05:23.726 --> 02:05:24.507]  I'm Alex Jones.
[02:05:24.507 --> 02:05:26.529]  InfoWars.com is the website.
[02:05:26.529 --> 02:05:26.930]  Stay with us.
[02:05:33.200 --> 02:05:33.861]  It's here.
[02:05:33.861 --> 02:05:39.005]  After a year in production and traveling to distant lands, my new film Terror Storm is complete.
[02:05:39.005 --> 02:05:46.652]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[02:05:47.324 --> 02:05:54.787]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[02:05:54.787 --> 02:06:06.511]  Terror Storm chronicles the lies that took us to war in Iran, the White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[02:06:06.511 --> 02:06:10.492]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[02:06:10.492 --> 02:06:12.733]  It's an anthology of government crimes.
[02:06:12.733 --> 02:06:16.574]  Terror Storm is a film that everyone who wants to be truly informed must see.
