[00:00.000 --> 00:15.000]  Another world, another time, in the age of wonder.
[2:28:05.080 --> 2:28:08.920]  we'll drain him and went and said the right things during the hearings and had it has been
[2:28:09.640 --> 2:28:15.560]  rhetoric wise it's been the right thing but notice the actual report does nothing it's toothless
[2:28:16.440 --> 2:28:22.840]  to toothless report and maybe we'll see an indictment of lisa page or strock or something but see
[2:28:22.840 --> 2:28:28.760]  they were given orders from on top all the way up to obama and to brennan and so that's why they
[2:28:28.760 --> 2:28:34.440]  can't do it you fact you're not going to see any any indictments go forward i i predict nothing
[2:28:34.440 --> 2:28:40.120]  is done i predict durham does nothing nothing you heard it nothing that's what my predict and
[2:28:40.120 --> 2:28:44.520]  that matter we're gonna go out and confront the globalist we're gonna work hard we're gonna promote
[2:28:44.520 --> 2:28:49.960]  jesus we're gonna train the second amendment and the young people we're gonna fight we're gonna win
[2:28:49.960 --> 2:28:58.680]  we're gonna do it like we already did if you're trying to quit drinking or doing too many drugs
[2:28:58.680 --> 2:29:04.120]  listen to me you don't know me and we'll never meet i had a problem like you once i drank and
[2:29:04.120 --> 2:29:10.840]  used to party a little too much till it got out of control and almost ruined my life i realized
[2:29:10.840 --> 2:29:16.840]  i needed help to fix my problem before it totally destroyed me if you've tried to fix your drinking
[2:29:16.840 --> 2:29:22.360]  and drug problem and you know you can't do it alone you need to call the national treatment
[2:29:22.360 --> 2:29:28.600]  advisors they'll immerse you into a 30-day program to replace your old habits with new habits and
[2:29:28.600 --> 2:29:34.520]  totally change your life and if you have ppo private health insurance the entire program
[2:29:34.520 --> 2:29:41.320]  may be covered fix your problem right now before it gets any worse get clean call now and learn
[2:29:41.320 --> 2:29:59.000]  more 800 506 6740 800 506 6740 that's 800 506 6740 sometimes the right thing to do is the easy
[2:29:59.000 --> 2:30:04.520]  thing to do it's the healthy thing to do it's the thing that makes all of our lives better
[2:30:05.160 --> 2:30:10.440]  and that's taking care of our individual health and it's never been easier to do the right thing
[2:30:10.440 --> 2:30:16.600]  this christmas season than to go to info war store dot com and get the highest quality supplements
[2:30:16.600 --> 2:30:22.840]  that are life changing in what they will do for you and your family's body your outlook on life
[2:30:22.840 --> 2:30:28.360]  your focus your health your stamina your libido but then of course it also funds the info war
[2:30:28.360 --> 2:30:33.800]  that is so incredibly critical where else can you spend your hard-earned money knowing that's a true
[2:30:33.800 --> 2:30:39.880]  360 win ladies and gentlemen don't spend your money with the big box stores and the big globalist
[2:30:39.880 --> 2:30:44.760]  online merchants who literally are working against you and your family's future spend your money on
[2:30:44.760 --> 2:30:49.160]  high quality products and have huge savings and don't fight the big crowds and the traffic
[2:30:49.160 --> 2:30:58.360]  at infowarstore.com that's infowarstore.com please make the right decision my fellow americans many
[2:30:58.360 --> 2:31:03.160]  of you will have been following the impeachment proceedings brought against me by the democrats
[2:31:03.160 --> 2:31:08.840]  this political witch hunt is tearing our country apart and not in a good way while i truly believe
[2:31:08.840 --> 2:31:14.200]  that i'm completely innocent of all charges i have nonetheless decided to make the following
[2:31:14.200 --> 2:31:21.640]  announcement jeffrey upstein did not kill himself what you just heard was not president trump it was
[2:31:21.640 --> 2:31:27.960]  a deep fake that just went live on the internet yesterday president trump did not say jeffrey
[2:31:27.960 --> 2:31:34.200]  upstein did not kill himself now the audio can fool you but the video really does tune in to us
[2:31:34.200 --> 2:31:38.760]  will tell you what's real and what's fake when it's mainstream media that famously has been caught
[2:31:38.760 --> 2:31:44.760]  doing thousands of deep fakes like abc and the supposed curd attack footage that was really knob
[2:31:44.760 --> 2:31:49.560]  creek machine gun shootout or stuff that meghan kelly has done to me with deep fakes these people
[2:31:49.560 --> 2:31:58.200]  are sick info wars has the history of exposing deep fakes not being involved in them twilight is here
[2:31:58.200 --> 2:32:08.200]  here the sun is setting on 2019 and we hurdle into the year 2020 only 330 days out from this
[2:32:08.200 --> 2:32:13.720]  incredibly historic election and it's more important than ever to pray for president trump and to pray
[2:32:13.720 --> 2:32:18.520]  for his provision and his protection he's completely surrounded and to pray for him to have discernment
[2:32:19.560 --> 2:32:25.880]  and to be bold and to take action and not listen to the advisors that tell him to hold back and
[2:32:25.880 --> 2:32:30.680]  that if he goes after the deep state that they'll remove him from office they're trying to remove
[2:32:30.680 --> 2:32:38.680]  him regardless because they know that god put him in office and that he's going to continue his work
[2:32:38.680 --> 2:32:43.080]  and he's going to continue exposing them and bringing them down but that if he doesn't execute in
[2:32:43.080 --> 2:32:47.800]  that office that god's given him that the globalist could win ladies and gentlemen now is the time
[2:32:47.800 --> 2:32:52.120]  more than ever to pray for president trump and please pray for info wars and please pray for
[2:32:52.120 --> 2:32:59.240]  all the children being targeted by the globalist thank you and god bless you all
[2:32:59.240 --> 2:33:13.240]  you're listening to the alex jones show
[2:33:13.240 --> 2:33:22.360]  live from austin texas broadcasting worldwide it's alex jones
[2:33:43.400 --> 2:33:46.360]  different
[2:33:51.080 --> 2:33:55.320]  we're punching through ladies and gentlemen thank you so much for joining us i was just
[2:33:55.320 --> 2:34:01.400]  talking to my uh shopping cart folks they're in the break and they were saying no we have um
[2:34:03.640 --> 2:34:08.200]  the preset amount you can set any amount you want when you donate i guess just the blocks
[2:34:08.200 --> 2:34:12.200]  there say a set number but you can put any number in you want we appreciate those donations
[2:34:12.200 --> 2:34:16.600]  because that way we don't get 20 30 percent on the silver product we get except for the credit
[2:34:16.600 --> 2:34:22.920]  card for your whatever like 97 percent to fund our operation so thank you also you can round up on
[2:34:22.920 --> 2:34:27.800]  orders at the end of checkout maybe we can make that a little more prominent so people know beforehand
[2:34:27.800 --> 2:34:34.520]  you can forego the free shipping if you'd like a checkout uh and uh you can also make direct
[2:34:34.520 --> 2:34:39.880]  donations there on the shopping cart uh as well so that is there but i'm going to make a tutorial
[2:34:39.880 --> 2:34:45.640]  video uh hell why wait i'll be here as later as any two tonight i'll get those done and i will get
[2:34:45.640 --> 2:34:50.040]  those out on air and emailed all the listeners that are signed up for the free newsletter at
[2:34:50.040 --> 2:34:54.600]  info wars dot com four slash newsletter so you make sure that you get that so thank you caller
[2:34:54.600 --> 2:34:58.920]  for that information uh that's really important to remind folks because um
[2:35:01.000 --> 2:35:06.280]  i don't want to have to lay people off and again i'm happy to do it i'm selling my house
[2:35:06.280 --> 2:35:09.880]  uh because that's where i invested the money to make sure out of backup i don't trust the banks
[2:35:09.880 --> 2:35:13.240]  so that i'd have extra money someday if we ever needed it to run things i'm going to hire people
[2:35:13.240 --> 2:35:17.960]  and expand and put on full sale as they'd say in the back of the sailing ship days you know when
[2:35:17.960 --> 2:35:22.600]  you got the wind it goes fast as you can we're putting everything in we love it we enjoy it it's
[2:35:22.600 --> 2:35:27.800]  fun i just don't want our missiles to impact on the surface to use a cheesy star wars analogy
[2:35:27.800 --> 2:35:32.680]  on to go down the reactor tubes and go right into the main engine of the globalist operation
[2:35:32.680 --> 2:35:37.560]  politically and defeat them and you saw another big victory by Owen schroyer today taking action
[2:35:37.560 --> 2:35:43.320]  hopefully an example to others and just quit hoping on mysterious eight tan you know people uh
[2:35:43.320 --> 2:35:48.200]  but it's not real folks it's it's this is real you're real when you go take action that's real
[2:35:49.080 --> 2:35:52.760]  the knights in shining armor aren't coming the closest thing you're going to get is you doing
[2:35:52.760 --> 2:35:59.320]  it info wars doing it together i'm not even let down by this inspector general report
[2:35:59.320 --> 2:36:05.080]  or i know there have been some indictments uh of andy mccabe and others uh but the justice
