[00:00.000 --> 00:28.000]  Info wars. Tomorrow's news. Today.
[02:27:00.800 --> 02:27:05.800]  But an important point to understand here is that globalism is failing.
[02:27:05.800 --> 02:27:19.800]  Globalism is collapsing, even the global trade of goods and the very cheap shipping costs from secure ocean lanes and ocean liners and so on, which was really only enabled by U.S. naval dominance since the end of World War II.
[02:27:19.800 --> 02:27:21.800]  That is coming to an end.
[02:27:21.800 --> 02:27:27.800]  We are entering a multipolar world of not just United States domination, not over the Navy.
[02:27:27.800 --> 02:27:29.800]  I mean, the oceans and the currency.
[02:27:29.800 --> 02:27:35.800]  But think about the Saudis, of course, are now saying they're going to sell oil in currencies other than the dollar.
[02:27:35.800 --> 02:27:36.800]  So we're going to have China.
[02:27:36.800 --> 02:27:41.800]  We're going to have Russia and BRICS nations and the United States vying for power.
[02:27:41.800 --> 02:27:51.800]  The U.S. for the first time in generations is going to have to figure out how to get along with other nations rather than just bombing them and being an imperial force in the world.
[02:27:51.800 --> 02:28:07.800]  And as we see with Ukraine and the interactions with Russia, the U.S. State Department right now is utterly incompetent and filled with actual idiots who are driving us into global nuclear war rather than engaging in the kind of diplomacy that pulled us out of the Cuban Missile Crisis.
[02:28:07.800 --> 02:28:24.800]  So we've got to get back to understanding that the era of U.S. dominance over the world's currency, world's oil and energy, world trade and world politics, that era is coming to an end with massive implications that maybe we could talk about in the next segment.
[02:28:24.800 --> 02:28:37.800]  Let's talk about that when we come back and I want to get into some of the latest poison vaccine news that's incredible. And I want to introduce a term. I haven't thought of the proper term yet, but you talk about we want a multi-polar world, not just a bipolar world or a unipolar world as we have now.
[02:28:37.800 --> 02:28:53.800]  But what about a micro-polar world where if you have communities and independent ranching and farming and machining like Amish 3.0, then that would create so many little poles of industry and of self-sufficiency that it checkmates all these big power conglomerates.
[02:28:53.800 --> 02:28:55.800]  Stay with us.
[02:29:23.800 --> 02:29:34.800]  I want to get one of the last signed copies of the Great Reset and the War for the World, my number one worldwide bestseller. You can buy the unsigned book at InfoWars, you can buy it at Amazon, buy it anywhere.
[02:29:34.800 --> 02:29:46.800]  But if you want to get the signed copy and be part of a fundraiser to keep us on air at this critical point, if you want to answer our bat signal, please go to infowarstore.com and get your signed copy of the Great Reset and the War for the World right now.
[02:29:46.800 --> 02:29:55.800]  I want to thank all of you that did get signed copies and I want to encourage those of you that didn't to take action now and please keep us on air. Thank you so much. Please take action.
[02:29:58.800 --> 02:30:07.800]  I talk a lot about the great successes InfoWars has had. I don't think anybody can deny it. And it is because of listeners and viewers supporting us.
[02:30:07.800 --> 02:30:16.800]  When we talk about the crew at InfoWars, people behind the scenes, the researchers, the writers, they really have been the MVPs in this fight.
[02:30:16.800 --> 02:30:25.800]  And we look at Harrison Smith and Owen Schreuer and the hard work they engage in every day, five, six, seven days a week. It's really just incredible.
[02:30:25.800 --> 02:30:34.800]  So for myself, the whole InfoWars crew, I thank you for your past support. I only encourage you now to realize that InfoWars cannot stay on air if you do not support us.
[02:30:34.800 --> 02:30:38.800]  I know you spread the word. I know you pray for us and that's wonderful. Keep doing it.
[02:30:38.800 --> 02:30:45.800]  But most viewers and listeners never go to InfoWarsTour.com and you never buy great products that enrich and empower your life.
[02:30:45.800 --> 02:30:51.800]  All at the same time, keep us on air. I know that less than 1% of our listeners actually go buy products at InfoWarsTour.com.
[02:30:51.800 --> 02:30:57.800]  If just 1% more of you took action and went to InfoWarsTour.com, our funding problems will be over. Please take action now.
[02:30:57.800 --> 02:31:06.800]  InfoWars MD is finally here. It's the very same high quality products you've been getting through InfoWars life, but an expanded catalog.
[02:31:06.800 --> 02:31:17.800]  And in some cases the prices are lower because we're going directly to the source that was supplying the supplement companies that we were buying our high quality products from.
[02:31:17.800 --> 02:31:23.800]  So we're able to lower prices and bring you more products via the InfoWars MD line.
[02:31:23.800 --> 02:31:30.800]  The highest quality, triple tested. Many of these products are sold on store shelves for more than twice the cost.
[02:31:30.800 --> 02:31:34.800]  You'll get them at InfoWarsTour.com under our exclusive label.
[02:31:34.800 --> 02:31:40.800]  We're bringing you the highest quality supplements directly from the factory right here in the USA to your door.
[02:31:40.800 --> 02:31:46.800]  It'll make your life healthy, better, boost your immune system and it keeps InfoWarsTour on the air.
[02:31:46.800 --> 02:31:57.800]  So again, introducing InfoWars MD now exclusively available at InfoWarsTour.com with massive, massive sales.
[02:31:57.800 --> 02:32:07.800]  Ladies and gentlemen, we are now launching the most powerful supplements in the history of InfoWars under a new brand name, InfoWars Platinum.
[02:32:07.800 --> 02:32:16.800]  Now all three of these revolutionary products you see in front of you are already number one best sellers in the market for the last few years because they work so well.
[02:32:16.800 --> 02:32:28.800]  We've gone right to the manufacturer who are listeners, the owners of fan, and they've given us this huge deal off of retail, 40% off what these products are found for under other names.
[02:32:28.800 --> 02:32:36.800]  And not just under one name, they sell these under three or four other brands that other major distributors and suppliers have put out.
[02:32:36.800 --> 02:32:40.800]  The difference is we have it for 40% off what it is in stores.
[02:32:40.800 --> 02:32:49.800]  We're talking about Pain MD. We're talking about HGH Max Boost. We're talking about 1776 testosterone boost. These things are incredible.
[02:32:49.800 --> 02:32:55.800]  I would suggest you take half a dose or less when you first do and consult your health care provider because they're so powerful.
[02:32:55.800 --> 02:33:07.800]  Get them at InfoWarsStore.com.
[02:33:25.800 --> 02:33:31.800]  For rent for a long time, though that's all coming up as they're getting ready to try to get rid of Biden so he doesn't run again.
[02:33:31.800 --> 02:33:37.800]  Those are distractionary issues. We still hit them some because they have some importance but not in the big picture.
[02:33:37.800 --> 02:33:49.800]  This whole forced takeover of society and of civilization that we're witnessing is post-human in their own words.
[02:33:49.800 --> 02:33:55.800]  You're listening. You all know Harari. Just constantly. Your life's over. You're a bug. We're taking you over.
[02:33:55.800 --> 02:33:59.800]  This is some kook who's schizophrenic at the bus station.
[02:33:59.800 --> 02:34:05.800]  These are the people that want full control of our lives with the vaccine passports, with the universal basic income, with the social credit score.
[02:34:05.800 --> 02:34:11.800]  And they're almost there. They're almost there. They're announcing they're going to ban coffee now.
[02:34:11.800 --> 02:34:15.800]  Mainstream news. Associated Press. It's bad for the earth. It's all a lie.
[02:34:15.800 --> 02:34:25.800]  And we're here exposing it. That's why ten years ago I could count on two hands the people that really knew what was going on that were prominent speaking out.
[02:34:25.800 --> 02:34:32.800]  Now I start trying to think about the numbers of people that really get the game. It's thousands of prominent people.
[02:34:32.800 --> 02:34:37.800]  It's millions of people that are active. Billions that are waking up.
[02:34:37.800 --> 02:34:46.800]  And so I cannot stress enough to all of you my thanks for your support over the years because despite all the tribulations and all the attacks and all the lies that have been told about us,
[02:34:46.800 --> 02:34:55.800]  it's well worth it to go through this process because we're standing up for humanity and we're not betraying our ancestors and ourselves and our children and their children.
[02:34:55.800 --> 02:35:02.800]  This is really the big deal. We're covering the real systems in the world, not the distractions, not the diversions, and we've proven that.
[02:35:02.800 --> 02:35:07.800]  That's what people say. It's like Alex Jones is writing a script or something. It all came through. How'd he know? I was reading their documents.
[02:35:07.800 --> 02:35:14.800]  I didn't get any of this out of a crystal ball. And I've known Mike Adams now for 15 years. He's really gotten it as well.
[02:35:14.800 --> 02:35:23.800]  And so it's so important to support National News, work he does, and spread his information and his independent media out of the so successful Brighton.
[02:35:23.800 --> 02:35:26.800]  And it's so important to support infowarstore.com.
[02:35:26.800 --> 02:35:32.800]  I'll go back to Mike in a moment, but what really hurt us, we tracked it back with callers and emails and people on the street.
[02:35:32.800 --> 02:35:36.800]  So they have that financial expert in the Texas Showtrolls say, I have $400 million.
[02:35:36.800 --> 02:35:44.800]  People think, well, nobody lies on the stand like that. I mean, no one would just say that. Folks, at that time, I had a million dollars in my personal bank account.
[02:35:44.800 --> 02:35:49.800]  And InfoWars had about a million and a half. InfoWars currently, as of accounting today, has about $500,000.
[02:35:49.800 --> 02:35:54.800]  And that's basically empty when you got to pay for things and pay for employees and operate business this time.
[02:35:54.800 --> 02:35:59.800]  So it's like, you got to get home and it's 30 miles away and you got gas to get 10 miles.
[02:35:59.800 --> 02:36:04.800]  I personally have less than $100,000 in my account. I don't see that as an ego thing.
[02:36:04.800 --> 02:36:12.800]  I'm actually proud that I've expended everything and put it all into this fight and did save millions of dollars in an emergency fund, knowing it would be needed someday and that got us through.
[02:36:12.800 --> 02:36:18.800]  But I told listeners, less than 1% of you buy products at infowarstore.com.
[02:36:18.800 --> 02:36:23.800]  Less than 1% of you do that. And I understand. You don't have to buy anything. I'm not mad at you.
[02:36:23.800 --> 02:36:26.800]  But if just 2% would buy products, we'd have plenty of money, actually.
[02:36:26.800 --> 02:36:30.800]  So we're repealing these judgments. That'll take years. We're not being shut down.
[02:36:30.800 --> 02:36:35.800]  We don't have $400 million. We don't have a million and a half dollars. None of that is true, ladies and gentlemen.
[02:36:35.800 --> 02:36:50.800]  And the good news is, the last week, we have had about $400,000 extra come in that brings us about 40% of the way we need to go out of the hole we're in right now of another $600,000 or so.
[02:36:50.800 --> 02:36:54.800]  And so in the past, I could just kick money in that I'd saved knowing it would be needed at certain times.
[02:36:54.800 --> 02:37:02.800]  That is not the case now. We are out of gas. We have great products. You need everything you order is in stock, ready to ship, and we're betting on the future.
