[00:00:17.441 --> 00:00:18.583]  Things are bad.
[02:29:44.197 --> 02:29:55.445]  There's this new social media app called Parler getting a lot of attention because conservatives are saying they're leaving Twitter and Facebook, going off to Parler because they believe Parler is a safer space for them.
[02:29:55.445 --> 02:30:02.311]  What we're seeing is even more of a bunker mentality in right-wing media, and ultimately that's not good for the country.
[02:30:02.890 --> 02:30:04.150]  No, it's not good.
[02:30:04.150 --> 02:30:06.111]  It's a threat to democracy.
[02:30:06.111 --> 02:30:10.953]  That these people are in echo chambers and they're getting fed a diet of lies, essentially.
[02:30:10.953 --> 02:30:11.893]  Brian Stelter.
[02:30:11.893 --> 02:30:12.053]  Lies.
[02:30:12.053 --> 02:30:12.653]  That's what it is.
[02:30:12.653 --> 02:30:13.874]  Thanks.
[02:30:13.874 --> 02:30:14.554]  That's what it is.
[02:30:14.554 --> 02:30:15.134]  Thanks.
[02:30:15.134 --> 02:30:17.635]  Owen Troyer, we'll talk about this more when Gavin leaves in a few minutes.
[02:30:17.635 --> 02:30:22.337]  But, wow, if you watch the whole thing, he's like, we can't let them have their own channels!
[02:30:22.337 --> 02:30:23.357]  That's against freedom!
[02:30:23.899 --> 02:30:33.423]  Well, it's like they throw us off the big, you know, cruise liner or something, and we're like clinging to the riffraff out in the ocean, just clinging to it, like wading up and down.
[02:30:33.423 --> 02:30:34.783]  Stop clinging to that!
[02:30:34.783 --> 02:30:39.205]  The conservatives we knew overboard are clinging to the riffraff, trying not to drown in the ocean!
[02:30:39.205 --> 02:30:47.208]  I felt like I was in the New York Times where they go, they claim they're being censored, they're delusional, they're kicking everyone off.
[02:30:47.208 --> 02:30:48.148]  Let's go back to Gavin.
[02:30:48.148 --> 02:30:49.689]  Gavin, where do you see all this going, brother?
[02:30:51.363 --> 02:30:53.504]  I'm telling you, we are at a crossroads.
[02:30:53.504 --> 02:30:56.665]  You see how she said they're being fed a diet of lies?
[02:30:56.665 --> 02:30:57.906]  They want to feed us.
[02:30:57.906 --> 02:30:59.146]  That was what Obamacare was.
[02:30:59.146 --> 02:31:01.447]  The government wants to take over your health.
[02:31:01.447 --> 02:31:05.369]  de Blasio here in New York is saying kids should be in school from 9 a.m.
[02:31:05.369 --> 02:31:06.309]  to 6 p.m.
[02:31:06.309 --> 02:31:07.250]  after school programs.
[02:31:07.250 --> 02:31:08.470]  This is before COVID.
[02:31:08.470 --> 02:31:10.631]  They want to control our lives.
[02:31:10.631 --> 02:31:13.493]  And that is the most un-American thing imaginable.
[02:31:13.493 --> 02:31:15.734]  This is America in a nutshell, okay?
[02:31:15.734 --> 02:31:17.834]  I don't care if you don't help me.
[02:31:17.834 --> 02:31:18.875]  Just don't hinder me.
[02:31:19.415 --> 02:31:21.016]  Americans are on their own.
[02:31:21.016 --> 02:31:22.276]  They moved out of their parents' house.
[02:31:22.276 --> 02:31:24.977]  They've got grit, mobility, wherewithal.
[02:31:24.977 --> 02:31:26.677]  They want to design their own systems.
[02:31:26.677 --> 02:31:28.397]  They want to invent their own products.
[02:31:28.397 --> 02:31:29.838]  They want to make their own money.
[02:31:29.838 --> 02:31:31.658]  That's what made America.
[02:31:31.658 --> 02:31:37.700]  That's what separates us from Europe, from Russia, from China, from all of these other terrible countries.
[02:31:37.700 --> 02:31:39.420]  We are the ones that do it ourselves.
[02:31:39.420 --> 02:31:44.922]  And they want to take that away from us and make us into the EU, where people don't have grit and mobility.
[02:31:45.282 --> 02:31:50.685]  And come up with their own concepts, their own systems, their own way to run their families and their lives.
[02:31:50.685 --> 02:31:53.626]  And I don't know if we can get it back after this.
[02:31:53.626 --> 02:31:57.368]  I don't know if after four years of Biden, we will recognize this country.
[02:31:57.368 --> 02:32:01.110]  I think Canada and Britain will look exactly like America.
[02:32:01.110 --> 02:32:03.531]  And I've lived in both of those countries and they suck.
[02:32:04.531 --> 02:32:06.073]  Well, that's another thing.
[02:32:06.073 --> 02:32:19.493]  Macron, the little dictator, he just announced, he said, it's good that Europe's dying and we're going to move basically African countries here and we've got to finance Africa or we'll have to Malthusian them, which means kill them.
[02:32:19.493 --> 02:32:20.695]  So they collapse Africa.
[02:32:21.135 --> 02:32:27.719]  Create an economic collapse, destroy Africa, then flood us with poor Africans who won't get jobs and then tell us to roll over and die.
[02:32:27.719 --> 02:32:32.301]  It's just, it's just, why is the left so destructive, so self-destructive, so psychotic?
[02:32:32.301 --> 02:32:35.403]  Is it just they have like a button of like dominance they've got to keep punching?
[02:32:36.900 --> 02:32:38.441]  I think it's a lack of experience.
[02:32:38.441 --> 02:32:40.001]  Like, look at Karl Marx.
[02:32:40.001 --> 02:32:41.322]  He never worked a day in his life.
[02:32:41.322 --> 02:32:42.802]  He felt insecure about that.
[02:32:42.802 --> 02:32:47.044]  So he wanted to control other people and pretend that his lifestyle was normal.
[02:32:47.044 --> 02:32:49.705]  They've never experienced, they've never washed dishes.
[02:32:49.705 --> 02:32:51.786]  They don't know any blue-collar people.
[02:32:51.786 --> 02:32:53.686]  They talk about black people all the time.
[02:32:53.686 --> 02:32:54.767]  They don't live near them.
[02:32:54.767 --> 02:32:57.048]  There aren't any black people in their schools.
[02:32:57.048 --> 02:32:58.928]  And I think they feel guilty about that.
[02:32:58.928 --> 02:33:03.170]  You know, if you're a spoiled little rich kid and your dad built your fortune like Karl Marx did,
[02:33:03.490 --> 02:33:06.751]  You must have this constant insecurity that I'm not real.
[02:33:06.751 --> 02:33:07.731]  I didn't do it up.
[02:33:07.731 --> 02:33:08.932]  So what do you get when you get like that?
[02:33:08.932 --> 02:33:10.832]  You get like little Lord Fauntleroy.
[02:33:10.832 --> 02:33:15.093]  This spoiled little brat like the gay prince in Braveheart.
[02:33:15.093 --> 02:33:23.916]  You just have this vindictive malfeasance where you just want to wreak havoc on the world because you're so insecure and unhappy.
[02:33:23.916 --> 02:33:26.657]  Dinesh D'Souza calls Hollywood the revenge of the hurt.
[02:33:27.237 --> 02:33:30.180]  And I think politics is just Hollywood for ugly people.
[02:33:30.180 --> 02:33:35.624]  These people want revenge, and it's for the suffering that they've imposed upon themselves.
[02:33:35.624 --> 02:33:36.405]  I never said that.
[02:33:36.405 --> 02:33:36.825]  Exactly.
[02:33:36.825 --> 02:33:38.747]  They're projecting their own self-hatred on us.
[02:33:38.747 --> 02:33:39.888]  Gavin McInnes, you're on fire.
[02:33:39.888 --> 02:33:41.129]  Thank you so much, brother.
[02:33:41.129 --> 02:33:43.011]  You know, something very sad is happening.
[02:33:43.011 --> 02:33:49.816]  It's very sad because it was all avoidable two and a half years ago when InfoWars got banned off of more than 60 major platforms.
[02:33:49.816 --> 02:33:51.118]  I warn everybody, it was a precedent.
[02:33:51.798 --> 02:34:05.262]  For the upcoming presidential election and that they would continue to ratchet down and tighten down the censorship until effectively there was a total internet kill switch in place against conservatives, nationalists and populists.
[02:34:05.262 --> 02:34:06.582]  And now that's happened.
[02:34:06.582 --> 02:34:20.066]  And then I told everybody that they would then start moving to arrest individuals that demonstrate and protest using a second COVID-19 lockdown and that Trump needed to get out front and fully repudiate COVID-19 is basically an overblown hoax.
[02:34:20.666 --> 02:34:27.692]  He started to do that the last few months of the campaign, but we have to understand that that's the pincer attack they're going to use.
[02:34:27.692 --> 02:34:36.460]  They're going to use Black Lives Matter and race war to stir up the American people and divide us, and they're going to use economic warfare, shutting down the economy, to try to control us.
[02:34:36.460 --> 02:34:40.623]  I hope people will listen now to my warnings because I'm on air telling people what's coming next.
[02:34:41.764 --> 02:34:43.265]  It's all on record.
[02:34:43.265 --> 02:34:58.415]  Yale, Harvard, Princeton, Stanford, they were all hired a year ago and then again six months ago to war game how to get the public to stay locked down during a pandemic and how to get the public to take inoculations.
[02:34:58.415 --> 02:35:01.137]  And they talk about calling people heroes that do it.
[02:35:01.137 --> 02:35:03.138]  They talk about shaming those that don't.
[02:35:03.138 --> 02:35:05.239]  This has all been psychologically tested.
[02:35:06.520 --> 02:35:08.221]  It's all been psychologically prepared.
[02:35:08.221 --> 02:35:12.564]  And once they get you to lockdown for 15 days, you notice now they say it's permanent.
[02:35:12.564 --> 02:35:13.245]  That's how it works.
[02:35:13.245 --> 02:35:15.466]  Oh, just put these handcuffs on.
[02:35:15.466 --> 02:35:18.869]  The serial killer says the woman in the parking lot and everything will be alright.
[02:35:19.696 --> 02:35:20.736]  No.
[02:35:20.736 --> 02:35:24.618]  Now we've already put the handcuffs on and we're in the serial killer's van.
[02:35:24.618 --> 02:35:29.120]  He's taking us to his shack in the woods to slowly torture us to death.
[02:35:29.120 --> 02:35:30.761]  That's the allegory.
[02:35:30.761 --> 02:35:32.221]  We gotta bust out of this thing now.
[02:35:32.221 --> 02:35:33.662]  We gotta say no now.
[02:35:33.662 --> 02:35:35.923]  We gotta make a run for it now while we still can.
[02:35:35.923 --> 02:35:39.264]  Once he gets us in that basement, it's gonna get a lot, lot worse, folks.
[02:35:39.264 --> 02:35:40.465]  So stop submitting.
[02:35:42.110 --> 02:35:49.495]  The miraculous properties of turmeric have been admired and even worshipped for thousands of years by ancient civilizations.
[02:35:49.495 --> 02:35:52.878]  With modern science, we know why turmeric is so popular.
[02:35:52.878 --> 02:35:59.883]  Its antioxidant effect, its anti-inflammatory effect, everything it does is simply amazing.
[02:35:59.883 --> 02:36:03.425]  And most turmerics out there are simply food products.
[02:36:03.425 --> 02:36:09.469]  They're 3-5% curcuminoid, but we have body's ultimate turmeric formula.
[02:36:10.390 --> 02:36:10.490]  Yeah.
[02:36:27.839 --> 02:36:28.460]  We're good to go.
[02:36:53.086 --> 02:36:57.389]  Now it's easier than ever to have Band.Video on your iPhone.
[02:36:57.389 --> 02:37:00.872]  Simply go to Band.Video with your Safari browser.
[02:37:00.872 --> 02:37:04.154]  Then you click the Share button at the bottom of the screen.
[02:37:04.154 --> 02:37:07.697]  When the menu comes up, you simply click Add to Home Screen.
[02:37:07.697 --> 02:37:09.939]  It will then ask you to name the app.
[02:37:09.939 --> 02:37:11.340]  I suggest Band.Video.
[02:37:12.020 --> 02:37:17.483]  You will now have BAN.VIDEO app on your home screen, despite the fact that Tim Cook tried to stop it.
[02:37:17.483 --> 02:37:25.967]  The globalists think you're lazy, but by taking a little bit of action, you can override them, have the app, and then tell others about it so they can get the app.
[02:37:25.967 --> 02:37:32.670]  So it's up to you whether you want to defy big tech and click the share buttons below on your email, on Facebook, on Twitter, on YouTube.
[02:37:32.670 --> 02:37:35.491]  However you want, be sure and share BAN.VIDEO.
[02:37:45.152 --> 02:37:55.816]  You're listening to The Alex Jones Show.
[02:37:55.816 --> 02:37:59.097]  If you are receiving this transmission, you are the resistance.
[02:38:15.103 --> 02:38:20.049]  Live from the InfoWars.com studios, it's Alex Jones.
[02:38:20.049 --> 02:38:22.592]  And we have the host of the War Room, 3 to 6 p.m.
[02:38:22.592 --> 02:38:29.140]  daily, Owen Schroyer here with us, the head of Gerald Cilente coming up, and a lot of other breaking news we've got.
[02:38:29.140 --> 02:38:32.684]  But Owen, you did the caravan through the South up to D.C.
[02:38:34.426 --> 02:38:39.228]  The police that we talked to estimated, because I was saying 200,000 that day, because the police were saying 200,000 at one spot.
[02:38:39.228 --> 02:38:43.411]  Turns out it was three and a half miles, people going back to the beginning of it, and a bunch showed up after.
[02:38:43.411 --> 02:38:50.094]  They're estimating 800,000 to a million people, and then Antifa attacking at night, getting their asses kicked, all of it.
[02:38:50.094 --> 02:38:53.275]  What would you describe this moment in history as?
[02:38:53.275 --> 02:39:01.980]  Well, from the images I've seen, I think that this had more people in attendance than the Million Man March.
[02:39:03.263 --> 02:39:09.430]  And I think some of those images are highlighted in the Bowne Report and the Gregg Reese Report that we've seen.
[02:39:09.430 --> 02:39:19.081]  And so I think the significance of that, Alex, is the Trump Movement, the Make America Great Again Movement, the America First Movement, whatever you want to call it.
[02:39:19.081 --> 02:39:20.363]  Biden couldn't have gotten a hundred people out there.
[02:39:21.030 --> 02:39:28.239]  Oh no, there would be little hula hoops on the ground and they'd be social distancing and wearing their masks.
[02:39:28.239 --> 02:39:31.483]  Look, no one's wearing masks here, just calling their hoax out.
[02:39:31.483 --> 02:39:34.007]  Happened to dozens and dozens and dozens of these.
[02:39:34.007 --> 02:39:34.788]  Where's my COVID?
[02:39:34.788 --> 02:39:35.929]  I'm uptempting fate.
[02:39:35.929 --> 02:39:36.370]  Where is it?
[02:39:37.790 --> 02:39:47.533]  Well it's just, it's just, and this is the new thing, I've realized that we all knew this, but to put it into words, the Democrat Party politic is emotion over evidence.
