[00:00:13.112 --> 00:00:19.157]  Ladies and gentlemen,
[02:28:58.209 --> 02:29:00.289]  You don't know me and we'll never meet.
[02:29:00.289 --> 02:29:02.030]  I had a problem like you once.
[02:29:02.030 --> 02:29:08.572]  I drank and used to party a little too much till it got out of control and almost ruined my life.
[02:29:08.572 --> 02:29:13.653]  I realized I needed help to fix my problem before it totally destroyed me.
[02:29:13.653 --> 02:29:18.355]  If you've tried to fix your drinking and drug problem and you know you can't do it alone,
[02:29:18.795 --> 02:29:21.916]  You need to call the National Treatment Advisors.
[02:29:21.916 --> 02:29:28.919]  They'll immerse you into a 30-day program to replace your old habits with new habits and totally change your life.
[02:29:28.919 --> 02:29:34.102]  And if you have PPO, private health insurance, the entire program may be covered.
[02:29:34.102 --> 02:29:37.403]  Fix your problem right now before it gets any worse.
[02:29:37.403 --> 02:29:38.363]  Get clean.
[02:29:38.363 --> 02:29:40.184]  Call now and learn more.
[02:29:40.184 --> 02:29:40.224]  800-506-6740.
[02:29:44.206 --> 02:29:44.687]  800-506-6740 That's 800-506-6740
[02:29:54.972 --> 02:30:01.136]  Super Mill Vitality is already in the top three of our best sellers for the six years we've had it.
[02:30:01.136 --> 02:30:09.282]  It is a award-winning formula produced in Utah by one of the top herbal companies in the nation that we've been private labeling.
[02:30:09.282 --> 02:30:10.563]  It is cold-pressed.
[02:30:10.563 --> 02:30:17.007]  It takes at least three times the herbs that are wild-crafted and organic to be able to produce this.
[02:30:17.007 --> 02:30:18.168]  It's not boiled.
[02:30:18.168 --> 02:30:18.968]  It's not heated.
[02:30:18.968 --> 02:30:20.129]  It's never been dried.
[02:30:20.129 --> 02:30:21.290]  It's taken from fresh
[02:30:21.830 --> 02:30:22.631]  Herbs.
[02:30:22.631 --> 02:30:25.332]  That's why it's so strong.
[02:30:25.332 --> 02:30:29.094]  That's why it's so effective for libido, stamina, and energy.
[02:30:29.094 --> 02:30:43.082]  And I'm so excited about Supramel Vitality and Carnivore 30 that I'm offering you with every order of Supramel Vitality a 25% off a free bottle of Carnivore Digestive Enzyme.
[02:30:43.082 --> 02:30:44.523]  We're going to sell out of this very quickly.
[02:30:44.983 --> 02:30:49.326]  But it's an offer so that you experience how amazing both these products are.
[02:30:49.326 --> 02:30:54.609]  Secure yours at InfoWarsStore.com today, or InfoWarsLife.com.
[02:30:54.609 --> 02:30:57.311]  I apologize for some weird Summit.News and Action 7 News.
[02:30:57.311 --> 02:30:58.372]  We're here in Hong Kong.
[02:30:58.372 --> 02:31:00.893]  This is Savannah Hernandez for InfoWars.com.
[02:31:00.893 --> 02:31:04.916]  I'm reporting to you from Hong Kong, where I'm joined by reporter Greg Reese for the next week.
[02:31:04.916 --> 02:31:07.718]  This is Greg Reese for InfoWars.com in Hong Kong.
[02:31:07.718 --> 02:31:11.641]  Our recent trip to Hong Kong was a new achievement for InfoWars.com.
[02:31:12.581 --> 02:31:20.623]  Despite being the most banned broadcast in the free world, we continue to win because of our great, strong, loyal audience.
[02:31:20.623 --> 02:31:37.167]  We have Dan Lyman covering InfoWars Europe, Paul Joseph Watson in the UK, Millie Weaver and Caitlin Bennett in the American heartland, and from Austin, Texas, a team of reporters and crew ready to be dispatched wherever the story is going down.
[02:31:37.167 --> 02:31:40.728]  We are not done winning, and with your support, we will keep winning.
[02:31:41.288 --> 02:31:42.289]  We have to keep winning!
[02:31:42.289 --> 02:31:43.751]  We have to win more!
[02:31:43.751 --> 02:31:46.113]  Go to InfoWarStore.com.
[02:31:46.113 --> 02:31:54.242]  You have gone to InfoWarStore.com and gotten books and films, supplements and t-shirts, and water filtration, air filtration, and things you need!
[02:31:55.771 --> 02:31:56.971]  We've had this in for two weeks.
[02:31:56.971 --> 02:32:01.573]  I've been so busy, I haven't talked about it because I've been covering news, but it's very exciting.
[02:32:01.573 --> 02:32:03.914]  It's super silver skin cream.
[02:32:03.914 --> 02:32:07.775]  It's got all of these benefits, too many to mention, but it's revolutionary.
[02:32:07.775 --> 02:32:08.716]  It's brand new.
[02:32:08.716 --> 02:32:09.596]  People are going to love it.
[02:32:09.596 --> 02:32:12.637]  Introducing the new super silver skin cream exclusively at 4store.com.
[02:32:12.637 --> 02:32:13.457]  25% off introductory price.
[02:32:13.457 --> 02:32:13.658]  The new
[02:32:14.838 --> 02:32:17.279]  Supersilver Skin Cream is the best of both worlds.
[02:32:17.279 --> 02:32:19.500]  It helps reduce wrinkles and keep your skin healthy.
[02:32:19.500 --> 02:32:23.362]  Supersilver Skin Cream is infused with patented Silver Sol Technology.
[02:32:23.362 --> 02:32:28.424]  It's used by top hospitals and health clinics to kill off everything from MRSA to Candida fungus.
[02:32:28.424 --> 02:32:39.529]  It's also loaded with the best natural ingredients for your skin, like coconut oil, vitamin E. Unlike most skin creams, Supersilver Skin Cream is free of BPA, parabens, harsh preservatives, and sulfates.
[02:32:39.529 --> 02:32:41.530]  It's got the highly sought after hyaluronic
[02:32:41.630 --> 02:32:43.251]  I used to shoot up my vans in neon
[02:33:15.842 --> 02:33:18.271]  So many things are the same.
[02:33:25.968 --> 02:33:30.271]  Paul Joseph Watson's coming up at 6 after next hour.
[02:33:30.271 --> 02:33:40.760]  And I'm so jam-packed, I'm taking a bunch of calls now, doing a special live report, and then I'm gonna get into an angle on the opioid crisis that has not been talked about.
[02:33:40.760 --> 02:33:44.082]  Believe me, it's important.
[02:33:44.082 --> 02:33:49.867]  Right now, let's move quickly from Pam to Brandon to all these amazing callers, we can get them all in.
[02:33:49.867 --> 02:33:53.290]  Pam in California, on internet censorship and what you think Trump should do.
[02:33:53.290 --> 02:33:54.931]  Thank you for spending time with us on Tuesday.
[02:33:55.919 --> 02:33:57.260]  Alex, thank you for taking my call.
[02:33:57.260 --> 02:33:58.341]  How are you doing today?
[02:33:58.341 --> 02:33:59.162]  I'm pretty fired up.
[02:33:59.162 --> 02:34:00.763]  I'm feeling pretty good.
[02:34:00.763 --> 02:34:03.245]  I just had a question.
[02:34:03.245 --> 02:34:17.878]  I think Trump is a good guy, but I did some research on Jared Kushner, and I saw that he's had some interest with George Soros with getting some loans from him, and that also he has interest in stocks for big tech, including Google.
[02:34:18.342 --> 02:34:23.985]  Do you think that maybe he's advising Trump not to do anything about big tech, and that's why he's not doing anything?
[02:34:23.985 --> 02:34:24.826]  Absolutely.
[02:34:24.826 --> 02:34:37.092]  I have had Steve Pachetti, you know, two years ago, three years ago, saying, hey, he's worried about Kushner because of loans from the Chinese and loans from Soros.
[02:34:37.092 --> 02:34:39.073]  And of course, that's true.
[02:34:39.073 --> 02:34:45.077]  And it's just kind of weird to buy an apartment building or an office building for two times what it's worth, you know, at 666 whatever.
[02:34:48.138 --> 02:34:50.439]  But there's a lot of people hate Kushner.
[02:34:50.439 --> 02:34:53.059]  They obsess over it all day long.
[02:34:53.059 --> 02:34:56.260]  Trump has not taken action like he should on big tech yet.
[02:34:56.260 --> 02:35:01.262]  I've seen articles where Kushner's been out with his wife, you know, with Google executives at dinner.
[02:35:01.262 --> 02:35:03.782]  And yeah, I think it's a big problem.
[02:35:03.782 --> 02:35:09.244]  And so I don't want to say Kushner's the culprit because I can't prove that.
[02:35:09.244 --> 02:35:10.444]  You know, what I've tried to learn is
[02:35:11.578 --> 02:35:15.120]  You know, we don't, at those levels, I'm not sure exactly who's doing what.
[02:35:15.120 --> 02:35:19.622]  And listen, Soros has got his fingers in everything.
[02:35:19.622 --> 02:35:28.906]  And so the fact that some of the companies he's been invested in, New York, have Soros connections or Chinese connections, the Chai-coms have their arm literally in everything, not just their fingers.
[02:35:28.906 --> 02:35:31.748]  But I think that's something that should be looked at.
[02:35:31.748 --> 02:35:32.848]  Well, thank you very much.
[02:35:32.848 --> 02:35:34.269]  I appreciate everything that you do.
[02:35:34.269 --> 02:35:34.789]  God bless you.
[02:35:34.789 --> 02:35:35.110]  Thank you.
[02:35:35.110 --> 02:35:36.410]  What do you think Trump should do?
[02:35:36.410 --> 02:35:37.251]  You had a comment on that.
[02:35:37.251 --> 02:35:37.911]  What Trump should do?
[02:35:38.686 --> 02:35:44.478]  Well, I think that he should stop listening to Kushner and do what you're telling him to do and other people have told him to do.
[02:35:45.091 --> 02:35:48.252]  Instead of listening to what he's telling them, if that's what he's doing.
[02:35:48.252 --> 02:35:49.252]  Well, I know this.
[02:35:49.252 --> 02:35:49.772]  I know this.
[02:35:49.772 --> 02:35:50.513]  I've been threatened.
[02:35:50.513 --> 02:35:51.333]  I've been harassed.
[02:35:51.333 --> 02:35:56.534]  Most people I know that get threatened and get harassed kind of roll over to the globalists, at least partially.
[02:35:56.534 --> 02:36:01.075]  And so if somebody isn't really tough, they shouldn't be in Trump's immediate circle.
[02:36:01.075 --> 02:36:07.597]  I don't know if Kushner has been blackmailed or something, but his dad went to prison for stuff.
[02:36:07.597 --> 02:36:09.778]  And, you know, the whole thing, the whole thing.
[02:36:10.638 --> 02:36:15.920]  The whole thing smells, but there's a lot of stuff stinking up in D.C., so I'm not exactly sure what it is, but thank you.
[02:36:15.920 --> 02:36:16.681]  I think it should be looked at.
[02:36:16.681 --> 02:36:17.841]  Thank you, Pam.
[02:36:17.841 --> 02:36:19.762]  Okay, up next, let's go ahead.
[02:36:19.762 --> 02:36:22.183]  We're going to go to Judy and then Brandon.
[02:36:22.183 --> 02:36:23.683]  Judy in Florida, thanks for calling today.
[02:36:23.683 --> 02:36:25.504]  Go ahead.
[02:36:25.504 --> 02:36:26.525]  Hey, Alex.
[02:36:26.525 --> 02:36:27.305]  Hi.
[02:36:27.305 --> 02:36:37.269]  I was sort of coming at it from a different angle about this censorship, and this is just my thought process on something that may be happening.
[02:36:37.269 --> 02:36:39.510]  It could be a form of blackmail.
[02:36:40.020 --> 02:36:43.883]  And I'm going to tie this into Hurricane Dorian.
[02:36:43.883 --> 02:36:58.455]  And this is just, it could be something real, it could be something that, even though I saw it on satellite imagery, being microwave imagery, it could or could not be reason for censorship.
[02:36:58.455 --> 02:37:07.343]  But long story short, there is imagery of a directed energy that is coming from the West going
[02:37:08.153 --> 02:37:13.814]  Southeast, underneath Dorian, as it's approaching the Bahamas.
[02:37:13.814 --> 02:37:22.736]  And CNN, probably one of the only true things they said, is that it was going to sit over the Bahamas for about 36 hours.
[02:37:22.736 --> 02:37:34.278]  And what my point is, is that they could have blackmailed the President saying, well, if you don't like play ball with us, we can take out, you know, several thousand people off the eastern seaboard.
[02:37:34.278 --> 02:37:35.418]  We can take Fort Pierce.
[02:37:36.062 --> 02:37:39.704]  And Palm Beach, where the second White House is, while we're at it.
[02:37:39.704 --> 02:37:40.324]  What do you think?
[02:37:53.223 --> 02:37:56.244]  And I said, well, weather weapons are admitted and they're declassified.
[02:37:56.244 --> 02:38:02.285]  And I quoted former Secretary of Defense William Cohen about it in 1997 in Army Times and showed some articles.
[02:38:02.285 --> 02:38:03.805]  But I said, but we don't know if this was.
[02:38:03.805 --> 02:38:04.585]  Probably wasn't.
[02:38:04.585 --> 02:38:06.385]  You know, it was the springtime.
[02:38:06.385 --> 02:38:08.126]  It is Hurricane Alley.
[02:38:08.126 --> 02:38:15.267]  Hurricane Alley runs all the way, you know, up from, you know, basically from Michigan right down to San Antonio, Texas.
[02:38:15.267 --> 02:38:19.168]  That said, Trump was rumored as saying, why don't we just blow up this hurricane?
[02:38:19.168 --> 02:38:20.008]  Then he did not.
[02:38:20.008 --> 02:38:20.388]  He said it.
[02:38:21.240 --> 02:38:24.301]  You can type in, Bill Gates looks to control hurricanes.
[02:38:24.301 --> 02:38:29.443]  They have the technology to kill hurricanes, to strengthen hurricanes, to steer hurricanes.
[02:38:29.443 --> 02:38:31.843]  Weather manipulation is real.
[02:38:31.843 --> 02:38:33.184]  It's been real for 50 years.
[02:38:33.184 --> 02:38:35.184]  It's really 60, 70 years.
[02:38:35.184 --> 02:38:37.125]  It's a science now.
[02:38:37.125 --> 02:38:43.567]  And so, this is a very unusual Category 5, now down to whatever, 4 or 3.
[02:38:43.567 --> 02:38:48.069]  And it is weird how it sat over the Bahamas, and how strong the eye wall was.
[02:38:50.233 --> 02:38:58.680]  The Stanford Research Institute and the Navy certified in 1967 that they could create hurricanes, kill hurricanes, steer hurricanes, weaken hurricanes.
