[00:00:17.922 --> 00:00:20.244]  It's Tuesday, July 6th.
[02:17:34.819 --> 02:17:37.860]  Well, yes, but Jack Ma's one of the swingers.
[02:17:37.860 --> 02:17:40.120]  So they just cut his, they said, to hell with you.
[02:17:40.120 --> 02:17:52.883]  He basically gave a speech when he said to a one-party state, well, you guys are a bunch of jerks, don't know what you're doing, and I know what I'm doing, and I'm going to do it better.
[02:17:53.726 --> 02:17:58.409]  And he was going to wade into banking and no rules and just do whatever he pleased.
[02:17:58.409 --> 02:18:01.912]  The Chinese communists did the right thing.
[02:18:01.912 --> 02:18:06.375]  They just called in Jack Ma and said, you aren't going to do it, Sonny.
[02:18:06.375 --> 02:18:15.961]  And I wish we had a... I don't want all of the Chinese system, but I certainly would like to have the financial part of it in my own country.
[02:18:15.961 --> 02:18:19.464]  Although Ant Financial was bringing banking to a huge unbanked population.
[02:18:20.583 --> 02:18:28.585]  Yeah, he was going to actually let poor people have access to banking and not a social credit score where old men like that can just turn you off and don't like what you say.
[02:18:28.585 --> 02:18:30.666]  Oh, Jack Ma, we sent him to a forced labor camp.
[02:18:30.666 --> 02:18:33.327]  Hey, sonny!
[02:18:33.327 --> 02:18:35.127]  I'm worth tens of billions of dollars.
[02:18:35.127 --> 02:18:36.108]  I work with canning.
[02:18:36.108 --> 02:18:38.728]  I'm going to do what I want.
[02:18:38.728 --> 02:18:40.189]  I'm Bill Gates' lawyer.
[02:18:42.003 --> 02:18:43.404]  Meanwhile, what do the big corporations do?
[02:18:43.404 --> 02:18:45.125]  Teach us to hate ourselves.
[02:18:45.125 --> 02:18:52.450]  Infowars.com, Independence Day, Marvel Comics makes Captain America say America's dream is a lie!
[02:18:52.450 --> 02:19:00.395]  Captain America said America's actually bad, it's a lie, and it's racist, and he's the new black Captain America.
[02:19:00.395 --> 02:19:04.638]  I'm loyal to nothing, says Captain America.
[02:19:05.658 --> 02:19:06.758]  White picket fences.
[02:19:06.758 --> 02:19:07.858]  Ooh, families.
[02:19:07.858 --> 02:19:09.659]  Doesn't get along nicely with reality.
[02:19:09.659 --> 02:19:10.479]  Other cultures.
[02:19:10.479 --> 02:19:11.139]  Immigrants.
[02:19:11.139 --> 02:19:11.919]  The poor.
[02:19:11.919 --> 02:19:12.739]  Oh!
[02:19:12.739 --> 02:19:13.079]  Wealth.
[02:19:13.079 --> 02:19:13.759]  The middle class.
[02:19:13.759 --> 02:19:14.780]  It's all bad.
[02:19:14.780 --> 02:19:18.840]  Captain America says so.
[02:19:18.840 --> 02:19:20.781]  See how it works?
[02:19:20.781 --> 02:19:26.342]  Let's go to Michael in California, then Shelby on the same subject.
[02:19:26.342 --> 02:19:27.702]  Charlie Munger.
[02:19:27.702 --> 02:19:30.262]  What do you think of that?
[02:19:30.262 --> 02:19:31.083]  Hey, Alex.
[02:19:31.083 --> 02:19:32.723]  Thank you for taking my call.
[02:19:32.723 --> 02:19:33.003]  Yes, sir.
[02:19:35.235 --> 02:19:48.259]  So, Charlie Munger, I was told, allegedly, I can't confirm this, but apparently he used his money to buy the current GOP chair in the state of California.
[02:19:48.259 --> 02:19:52.680]  Her name is Jessica Milan-Patterson.
[02:19:52.680 --> 02:20:00.022]  This is the first year the convention was held virtually in the state of California, as far as I understand, because of COVID.
[02:20:00.973 --> 02:20:08.235]  So, Jessica was re-elected as GOP chair in this state, conveniently, because it was a virtual convention.
[02:20:08.235 --> 02:20:09.035]  Oh, of course!
[02:20:09.035 --> 02:20:13.276]  I mean, Charlie Munger admits he wants to be, he wants a dictatorship.
[02:20:13.276 --> 02:20:15.996]  He admits he's a bad guy!
[02:20:15.996 --> 02:20:16.596]  Right.
[02:20:16.596 --> 02:20:27.259]  So, I just need all Californians and all conservatives throughout the country to understand that, I mean, we probably have the biggest GOP in the country, in the state of California.
[02:20:28.718 --> 02:20:32.741]  And our chair is bought and paid for by Charlie Munger, allegedly.
[02:20:32.741 --> 02:20:38.226]  And she just immediately shut down any kind of dissent.
[02:20:38.226 --> 02:20:39.487]  It's funny you say that.
[02:20:39.487 --> 02:20:41.848]  Munger said in the rest of the interview, America is bad.
[02:20:41.848 --> 02:20:43.290]  We should never reopen.
[02:20:43.290 --> 02:20:44.591]  China did such a great job.
[02:20:44.591 --> 02:20:46.252]  I mean, because he's invested in China.
[02:20:46.252 --> 02:20:50.115]  Yeah, his job is bring America down.
[02:20:50.115 --> 02:20:54.498]  Yeah, so I just want to thank InfoWars.
[02:20:54.498 --> 02:20:57.200]  Your show is the reason why I got involved in politics.
[02:20:58.519 --> 02:21:08.418]  And I just want to encourage anyone else out there, if you want to make a difference, contact your local GOP chair, get involved locally, and that's how we can actually make a difference.
[02:21:10.431 --> 02:21:21.036]  The current GOP, they're sending out, in the state of California, they're sending out letters in support of Kevin Faulconer for governor, and we need to not put our support behind this guy.
[02:21:21.036 --> 02:21:27.479]  Well, that's why we're losing the country, is grassroots folks are not taking over the machinery of the Republican Party and the Communist Party instead.
[02:21:27.479 --> 02:21:28.359]  Great points.
[02:21:28.359 --> 02:21:31.480]  All right, let's talk to Shelby in Iowa on the same subject.
[02:21:31.480 --> 02:21:35.242]  Warren Buffett, Berkshire Hathaway, go ahead.
[02:21:35.242 --> 02:21:35.682]  Hey, Alex.
[02:21:36.843 --> 02:21:43.967]  So I was a supervisor for Berkshire Hathaway Home Estate Company up until about a couple weeks ago.
[02:21:43.967 --> 02:21:51.291]  And back in March, I went to our HR saying, you know, I don't agree with a lot of things that are going on behind closed doors.
[02:21:51.291 --> 02:21:58.695]  And I'm fairly certain that my management is reading my text messages on my personal phone.
[02:21:58.695 --> 02:22:00.496]  And nothing really came of it.
[02:22:00.496 --> 02:22:02.297]  And then about a week later,
[02:22:02.932 --> 02:22:07.734]  They gave me a first and final warning over an email that was sent in 2018.
[02:22:07.734 --> 02:22:16.656]  And so then I just laid low for a while, you know, and minded my P's and Q's.
[02:22:16.656 --> 02:22:23.579]  About three months later, the beginning of June, they came out with a mandatory compliance training video.
[02:22:23.579 --> 02:22:29.761]  And in this video, they had Berkshire Hathaway lawyers on there saying it was perfectly legal for them to
[02:22:31.742 --> 02:22:32.903]  Your voice counts.
[02:22:54.292 --> 02:22:59.355]  When you share information, be it over the internet or in person, it changes the world.
[02:22:59.355 --> 02:23:01.937]  The globalists know their agenda is unpopular.
[02:23:01.937 --> 02:23:03.438]  They know you're angry.
[02:23:03.438 --> 02:23:08.842]  And now to get around big tech, it's more important than ever to use every tool we've got.
[02:23:08.842 --> 02:23:18.068]  Well, ladies and gentlemen, if you sign up for our free news and show alerts, you can then take those alerts, those articles and those live feeds, both the regular shows and special reports,
[02:23:18.268 --> 02:23:19.569]  And share them with everyone you know.
[02:23:19.569 --> 02:23:23.933]  Take action now by texting the word NEWS, N-E-W-S, to 833-470-0438.
[02:23:23.933 --> 02:23:26.315]  That's 833-470-0438 for Infowars Emergency News Alerts.
[02:23:26.315 --> 02:23:28.517]  Or, text the word SHOW to 833-470-0438 and receive live show notifications.
[02:23:28.517 --> 02:23:30.999]  Take action now, create the chain reaction, and tell others to share those texts.
[02:23:30.999 --> 02:23:32.000]  Get news alerts at 833-470-0438.
[02:23:52.381 --> 02:23:55.767]  What are champions made of?
[02:23:55.767 --> 02:23:56.909]  Here's a man who can show you.
[02:24:03.257 --> 02:24:05.018]  AAA-253-3139, AAA-253-3139, AAA-253-3139 is the Infowars store hotline.
[02:24:05.018 --> 02:24:06.938]  AAA-253-3139, AAA-253-3139, AAA-253-3139 is the Infowars store hotline.
[02:24:06.938 --> 02:24:08.379]  AAA-253-3139 is the Infowars store hotline.
[02:24:08.379 --> 02:24:09.579]  AAA-253-3139 is the Infowars store hotline.
[02:24:09.579 --> 02:24:10.639]  AAA-253-3139 is the Infowars store hotline.
[02:24:29.665 --> 02:24:31.946]  You know, it's crazy to get to this point.
[02:24:31.946 --> 02:24:33.747]  It's very bittersweet.
[02:24:33.747 --> 02:24:37.308]  Everything we've talked about has happened just like we said it would.
[02:24:57.552 --> 02:24:58.813]  And now we have a lot of credibility.
[02:24:58.813 --> 02:24:59.733]  But I don't care about that.
[02:24:59.733 --> 02:25:01.775]  I care about beating the New World Order.
[02:25:01.775 --> 02:25:06.478]  And it's because we have so much credibility, they can't allow us to stay on air much longer.
[02:25:06.478 --> 02:25:09.840]  And I don't have time to tell you all the stuff they're doing to us for a lot of reasons.
[02:25:09.840 --> 02:25:11.361]  I can't tell you what's going on.
[02:25:11.361 --> 02:25:12.541]  But let's just say this.
[02:25:12.541 --> 02:25:13.862]  We're going to see this through to the end.
[02:25:13.862 --> 02:25:16.324]  We're going to stay on air as long as we can.
[02:25:16.964 --> 02:25:20.588]  So please pray for us and please buy the products at mfulworthstore.com.
[02:25:20.588 --> 02:25:23.171]  They're great products, plus they fund the operation.
[02:25:23.171 --> 02:25:26.374]  So you know, unlike other products you can buy, they're still great.
[02:25:26.374 --> 02:25:27.215]  Do they fund freedom?
[02:25:27.215 --> 02:25:28.336]  No, a lot of them don't.
[02:25:28.336 --> 02:25:34.782]  These are great products that fund freedom and fund justice when the whole world's waking up and looking for truth.
[02:25:34.782 --> 02:25:36.504]  That's why the globalists are censoring.
[02:25:36.504 --> 02:25:39.347]  They can't bring in all this tyranny and leave people like us on the air.
[02:25:39.907 --> 02:25:43.030]  So while you're at it, don't just financially support us and spread the word.
[02:25:43.030 --> 02:25:51.296]  Download everything we've done you can find and save it, because who knows how long we're going to be on the air, and the enemy is trying to destroy everything we ever said.
[02:25:51.296 --> 02:26:02.105]  Well, all the big box stores are making record profits, and so is Amazon, because they designed the global shutdown to destroy small and medium-sized businesses.
[02:26:02.105 --> 02:26:05.648]  And it is wreaking havoc in the supply chain.
[02:26:06.388 --> 02:26:21.229]  Thousands and thousands of small companies have completely shut down and others are struggling to stay open because they can't get raw materials, whether it's for food, whether it's for medicine, whether it's for supplements, whether it's for textiles, whatever the product is.
[02:26:21.990 --> 02:26:23.051]  You see it in the news.
[02:26:23.051 --> 02:26:29.013]  It is record-level supply chain breakdowns because the global has shut down the world economy for more than a year.
[02:26:29.013 --> 02:26:30.954]  Now they're trying to bring the shutdown back again.
[02:26:30.954 --> 02:26:35.776]  In fact, in areas like India and areas of Africa, the shutdown is ongoing.
[02:26:35.776 --> 02:26:38.717]  It's killing those people in massive numbers.
[02:26:38.717 --> 02:26:44.339]  So, Impulse Wars doesn't have a lot of our best-selling products anymore for six, seven, eight months because of this.
[02:26:44.339 --> 02:26:50.402]  So to make up a shortfall, please buy t-shirts, books, films, things like that at impulsewarsstore.com and please try to keep us on the air.
[02:26:53.960 --> 02:27:07.467]  You're listening to The Alex Jones Show.
[02:27:07.467 --> 02:27:15.312]  On a warm summer's evening, on a train bound for Norway, I met up with a gambler.
[02:27:15.312 --> 02:27:19.734]  We were both too tired to sleep, so we took turns of staring.
[02:27:20.701 --> 02:27:28.663]  There's some pretty amazing footage at Infowars.com that all of you should go check out and share.
[02:27:28.663 --> 02:27:32.085]  There's so many of these videos around the country.
[02:27:51.549 --> 02:27:59.873]  ...of black people looting targets, looting shoe stores, looting Neiman Marcus, because they need to.
[02:27:59.873 --> 02:28:04.296]  These are evil white corporations, even though they're not white.
[02:28:04.296 --> 02:28:10.659]  Out of all the ethnic groups in the U.S., per capita average income, the first nine slots are filled by Asians.
