[00:00:02.927 --> 00:00:03.608]  Is the U.S.
[02:29:31.033 --> 02:29:31.973]  We know it's a fraud.
[02:29:31.973 --> 02:29:33.555]  Till you do it, we don't do it.
[02:29:33.555 --> 02:29:36.077]  That's why the whole power structure we hate is against Trump.
[02:29:36.077 --> 02:29:37.479]  Trump or bust.
[02:29:37.479 --> 02:29:39.521]  Do you think there's going to be a landslide or will they try to steal it, Mark?
[02:29:40.675 --> 02:29:41.777]  That's a very good question.
[02:29:41.777 --> 02:29:44.059]  It's a question of how, it's the Brexit model.
[02:29:44.059 --> 02:29:46.902]  How many people the pollsters are missing are going to come out?
[02:29:46.902 --> 02:29:48.544]  It could be a squeaker, it's hard to say.
[02:30:01.687 --> 02:30:05.769]  Hey there, this is Joe Biggs with InfoWars.com with a fun and exciting report by The Sun.
[02:30:05.769 --> 02:30:07.450]  He virtually rubbed my crotch.
[02:30:07.450 --> 02:30:10.172]  Woman sexually assaulted in virtual reality.
[02:30:10.172 --> 02:30:15.154]  The VR version was trying out the new technology for the first time with a game called Weaver.
[02:30:15.154 --> 02:30:19.917]  With a man using the pseudonym BigBro442 virtually groped her.
[02:30:20.077 --> 02:30:22.039]  We have decided not to name the woman.
[02:30:22.039 --> 02:30:27.164]  She wrote, In between a wave of zombies and demons to shoot down, I was hanging out next to Big Bro 442.
[02:30:27.164 --> 02:30:33.770]  Suddenly, Big Bro 442's disembodied helmet faced me dead on, and he started virtually rubbing my chest.
[02:30:33.770 --> 02:30:39.915]  The woman's first foray into virtual reality started off well as the experience won me over, lock, stock, and barrel.
[02:30:39.915 --> 02:30:44.680]  But just after three minutes in the virtual world, Big Bro 442 showed up and ruined everything.
[02:30:44.680 --> 02:30:45.801]  The woman cried, Stop!
[02:30:46.161 --> 02:30:46.622]  I don't know.
[02:31:01.365 --> 02:31:02.186]  Hey, everyone!
[02:31:02.186 --> 02:31:08.311]  Pharmacist Ben Fuchs here, host of The Bright Side, and as many of you know, I'm on a mission to help Americans get and stay healthy.
[02:31:08.311 --> 02:31:10.393]  You've all heard the shocking statistics.
[02:31:10.393 --> 02:31:20.682]  Despite spending trillions of dollars in health care, nearly $10,000 per man, woman, and child in this country, obesity, diabetes, cancer, heart disease, and autoimmune illnesses are rampant.
[02:31:20.682 --> 02:31:26.668]  One out of three or four people is dealing with some kind of health challenge, and everyone knows at least one person with a degenerative disease.
[02:31:27.128 --> 02:31:47.882]  If you're dealing with a health challenge, or if you're healthy and want to maintain your vigor and longevity, and you're looking for a convenient, easy way to incorporate nutritional raw materials into your day-to-day lives to guarantee that your body is getting the fundamental nutrients, the 90 essential vitamins, minerals, fats, and amino acids it needs to do its healing work, you need to check out InfoWarsTeam.com.
[02:31:47.882 --> 02:31:49.864]  Give your body the gift of good nutrition.
[02:31:49.864 --> 02:31:50.244]  Head over to
[02:31:50.464 --> 02:31:52.286]  Infowarsteam.com.
[02:31:52.286 --> 02:31:54.129]  Your body will be very grateful.
[02:31:54.129 --> 02:31:57.173]  On the web at Infowarsteam.com.
[02:31:57.173 --> 02:31:59.295]  That's Infowarsteam.com.
[02:32:01.175 --> 02:32:05.317]  Introducing Vitamin Mineral Fusion from Infowarslife.com.
[02:32:05.317 --> 02:32:12.802]  We have worked for years with our chemists and scientists to create the most powerful and affordable, great-tasting multivitamin formula available.
[02:32:12.802 --> 02:32:23.768]  The all-new Vitamin Mineral Fusion drink mix at Infowarslife.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[02:32:24.248 --> 02:32:32.072]  In the history of InfoWars life, we've brought out a lot of amazing products like Survival Shield X2, Super Metal Vitality, and so many others.
[02:32:32.072 --> 02:32:41.396]  But I am most proud of the product we're now launching today, with its unique delivery system and proprietary manufacturing process designed for maximized effects.
[02:32:41.716 --> 02:32:46.161]  This formula is the platinum standard of multivitamin mineral products.
[02:32:46.161 --> 02:32:53.230]  The ingredients in Vitamin Mineral Fusion are either plant derived or of the highest quality lab standard.
[02:32:53.230 --> 02:32:54.692]  That means it's clean.
[02:32:54.692 --> 02:32:55.853]  That means it's pure.
[02:32:55.853 --> 02:32:58.777]  That's infowarslife.com and Vitamin Mineral Fusion.
[02:32:58.777 --> 02:33:00.439]  Take action now before we sell out.
[02:33:06.124 --> 02:33:12.991]  The globalist's great error is to believe that as they collapse humanity, they end up on top.
[02:33:12.991 --> 02:33:21.840]  The truth is, humanity is coming down fast, but we're miles above them, on our journey to hell.
[02:33:21.840 --> 02:33:24.482]  You're listening to the Alex Jones Show.
[02:33:28.021 --> 02:33:34.104]  We are now only 13 days out from this incredibly important historic general election.
[02:33:34.104 --> 02:33:35.585]  Joe Biggs is riding shotgun-whipping.
[02:33:35.585 --> 02:33:39.628]  Do we have Roger Stone on the line yet?
[02:33:39.628 --> 02:33:41.188]  Good, we're going to him in just a moment.
[02:33:41.188 --> 02:33:44.050]  We have a ton of other news we haven't gotten to yet.
[02:33:44.050 --> 02:33:49.353]  But, clearly, as the new WikiLeaks show, they're over-sampling for Hillary.
[02:33:49.353 --> 02:33:51.354]  That's been the plan all along.
[02:33:51.354 --> 02:33:52.355]  What does that signify?
[02:33:53.444 --> 02:33:59.148]  When they add 9 at the low end to 40 plus percent more Democrats in a sample.
[02:33:59.148 --> 02:34:01.630]  That shows massive landslide for Trump.
[02:34:01.630 --> 02:34:05.253]  But we don't want to make people overconfident where they don't go out and vote.
[02:34:05.253 --> 02:34:08.596]  Because evidence of vote flipping and machines going out in Texas.
[02:34:08.596 --> 02:34:10.677]  We're up on DrudgeReport.com with all this.
[02:34:10.677 --> 02:34:12.138]  Joe Biggs is here with me.
[02:34:12.138 --> 02:34:15.180]  First off, I just talked about this film.
[02:34:15.180 --> 02:34:18.103]  It's now available on DVD here in the United States.
[02:34:18.103 --> 02:34:19.244]  It is Climate Hustle.
[02:34:19.244 --> 02:34:21.745]  Put up by Mark Moreno, Lord Monk, and others.
[02:34:22.797 --> 02:34:25.439]  And this is the heart of their takeover plan.
[02:34:25.439 --> 02:34:26.780]  People need to get this film.
[02:34:26.780 --> 02:34:28.922]  It also makes the transmission possible.
[02:34:28.922 --> 02:34:35.848]  We've got 25% off on Brain Force, our top nootropic that everybody absolutely loves.
[02:34:35.848 --> 02:34:36.508]  $22, folks.
[02:34:36.508 --> 02:34:40.772]  Leading competitors have similar formulas at $50 to $60.
[02:34:40.772 --> 02:34:41.752]  So it's a great deal.
[02:34:41.752 --> 02:34:45.275]  Normally at, you know, $30 something, it's $22.
[02:34:45.275 --> 02:34:47.877]  Right now at InfoWarsStore.com.
[02:34:47.877 --> 02:34:50.720]  InfoWarsLife.com, again, is the supplement subsection.
[02:34:51.758 --> 02:34:58.088]  And a lot of other products that have been out of stock are now back, like Living Defense Parasite Cleanse.
[02:34:58.088 --> 02:34:58.770]  Now, continuing!
[02:35:00.060 --> 02:35:05.762]  We have other great sponsors outside of the products we sell, like United States Gold Vault, based right here in Texas.
[02:35:05.762 --> 02:35:08.703]  Will you and your family be protected when we have another economic meltdown?
[02:35:08.703 --> 02:35:12.325]  I believe an economic crash is coming, and you should protect yourself with real money.
[02:35:12.325 --> 02:35:14.305]  Do you want to be a victim, or do you want to be prepared?
[02:35:14.305 --> 02:35:17.206]  Take action with the company I trust, United States Gold Vault.
[02:35:17.206 --> 02:35:20.228]  Call today, 844-321-ALEX.
[02:35:20.228 --> 02:35:22.148]  That's 844-321-ALEX.
[02:35:22.148 --> 02:35:29.231]  They've created a game-changing gold and silver survival packs, and I've got one myself, filled with physical gold and silver coins that could help safeguard
[02:35:29.691 --> 02:35:34.217]  What you need most in a financial crisis, real money, not paper.
[02:35:34.217 --> 02:35:35.358]  Don't wait till it's too late.
[02:35:35.358 --> 02:35:37.381]  Call United States Gold Vault now at 844-321-ALEX.
[02:35:37.381 --> 02:35:39.924]  They have a lot of other specials as well.
[02:35:39.924 --> 02:35:44.570]  And you'll get a rugged double locking bank bag to securely store your gold and silver absolutely free.
[02:35:44.570 --> 02:35:45.792]  United States Gold Vault.
[02:35:46.974 --> 02:35:49.357]  And then finally, Solutions from Science.
[02:35:49.357 --> 02:35:50.979]  I bought a generator from them 10 years ago.
[02:35:50.979 --> 02:35:52.781]  Obviously, they've upgraded it since then.
[02:35:52.781 --> 02:35:56.566]  I bought another one, I guess, last year of the latest design.
[02:35:56.566 --> 02:36:03.975]  And I got them as a sponsor because I was researching the best affordable, high-quality, low-cost systems that were expandable.
[02:36:05.046 --> 02:36:06.767]  And they've got one, ladies and gentlemen.
[02:36:06.767 --> 02:36:08.247]  Their perfect power solar generator.
[02:36:08.247 --> 02:36:10.048]  You can get it below cost.
[02:36:10.048 --> 02:36:12.688]  If you've never done a special like this, this is their top-of-the-line model.
[02:36:12.688 --> 02:36:13.589]  One that I use at my house.
[02:36:13.589 --> 02:36:14.829]  It's expandable.
[02:36:14.829 --> 02:36:15.729]  Normally around $6,000.
[02:36:15.729 --> 02:36:18.630]  They're letting them go for around $1,500.
[02:36:18.630 --> 02:36:20.511]  Visit powergridchaos.com.
[02:36:20.511 --> 02:36:23.672]  That's powergridchaos.com and get yours before they're gone.
[02:36:23.672 --> 02:36:25.812]  They have a lot of other great products as well.
[02:36:25.812 --> 02:36:28.093]  They're on the site.
[02:36:28.093 --> 02:36:31.054]  And again, Infowars by Necessi.
[02:36:31.054 --> 02:36:33.975]  They say Necessi is the mother of invention.
[02:36:35.148 --> 02:36:36.989]  We are mainly fun about products we sell.
[02:36:36.989 --> 02:36:37.889]  We also have sponsors.
[02:36:37.889 --> 02:36:41.770]  We did that so we wouldn't be beholden to big corporations or the globalists.
[02:36:41.770 --> 02:36:43.190]  This is the future model.
[02:36:43.190 --> 02:36:48.312]  And it is you supporting the broadcast, spreading the word, but also buying the products that makes it all possible.
[02:36:48.312 --> 02:36:50.472]  So thank you all for your support.
[02:36:50.472 --> 02:36:52.353]  Joe Biggs is here with me.
[02:36:52.353 --> 02:36:54.094]  Obviously, he's a busy man.
[02:36:54.094 --> 02:36:55.154]  Former head of the Trump campaign.
[02:36:56.215 --> 02:36:59.216]  Well Alex, I've got to be honest with you.
[02:37:16.107 --> 02:37:19.430]  Signs point to Hillary attempting to steal this election.
[02:37:19.430 --> 02:37:40.767]  When you look at the massive and enthusiastic turnout at Trump's public appearances, when you look at the paltry and uninspiring turnouts at her public appearances, when you add to that the new WikiLeaks information demonstrating a systematic inflating and manipulating of the polls to create
[02:37:41.973 --> 02:37:47.175]  An anticipation level for her support.
[02:37:47.175 --> 02:37:53.658]  You know, I think that they will do anything necessary to hijack this election.
[02:37:53.658 --> 02:38:06.504]  I have long thought, and I've said here on InfoWars several times, that while I do think voter fraud is an issue, it is the machine manipulation that is more concerning to me, because you see, that's the perfect crime.
[02:38:07.942 --> 02:38:17.904]  And that allows them to move hundreds and thousands of votes other than one or two here or there through the old-fashioned method of voter fraud.
[02:38:17.904 --> 02:38:33.828]  And it is, you know, it is why I'm hunkered down right now with an undisclosed location with a bunch of IT people and computer jockeys and other political scientists and at least two pollsters who are helping with us to put the finishing touches on
[02:38:34.856 --> 02:38:41.700]  On the exit poll that we intend to conduct nationally for StopTheSteal.org.
[02:38:41.700 --> 02:38:44.242]  Alex, I know you've been very supportive of this effort.
[02:38:44.242 --> 02:38:47.283]  It is a non-profit effort.
[02:38:47.283 --> 02:38:49.785]  Everybody involved is a volunteer.
[02:38:49.785 --> 02:39:00.271]  And by the way, it's got the London Guardian, the New York Times implying you're involved in manipulating the election, but all you're doing is trying to push exit polls into the hallmark of our republic.
