[00:00:03.863 --> 00:00:06.544]  First, congratulations.
[02:29:41.889 --> 02:29:45.152]  Well, you know, most of the nurses say that it's all a fraud and a scam.
[02:29:45.152 --> 02:29:47.855]  So these must be really young nurses.
[02:29:47.855 --> 02:29:51.219]  One is her grandma, and one of them is like a 30-year-old woman.
[02:29:51.219 --> 02:29:52.080]  I don't know.
[02:29:52.080 --> 02:29:53.401]  They're both pretty liberal.
[02:29:53.401 --> 02:29:54.522]  They both voted for Biden.
[02:29:54.522 --> 02:29:55.143]  I mean, that's it.
[02:29:55.143 --> 02:29:55.443]  No, no.
[02:29:55.443 --> 02:29:59.207]  They know it's about their power, and they're making everybody wear a burqa.
[02:29:59.207 --> 02:30:03.392]  So these women are no different than an Islamic chieftain who makes his women wear burqas.
[02:30:05.146 --> 02:30:06.947]  No, I completely agree, Alex.
[02:30:06.947 --> 02:30:09.548]  No, no, no, this is COVID Sharia!
[02:30:09.548 --> 02:30:10.729]  COVID Sharia!
[02:30:10.729 --> 02:30:12.469]  Bum, bum, bum, bum, bum!
[02:30:12.469 --> 02:30:14.150]  Bye, COVID!
[02:30:14.150 --> 02:30:17.132]  Sorry.
[02:30:17.132 --> 02:30:18.612]  But I completely agree, man.
[02:30:18.612 --> 02:30:23.034]  I think that what you've done, though, for this country is absolutely a good thing, man.
[02:30:23.034 --> 02:30:31.598]  I think that you are one of the only few people left who's ready to speak what they think, and I think that you just need to keep on doing it, man.
[02:30:31.598 --> 02:30:33.099]  I'm going to be happy to see you on the 6th.
[02:30:33.937 --> 02:30:35.637]  I can't wait for that Trump rally.
[02:30:35.637 --> 02:30:38.238]  I just want to let you know I'm calling to say thank you for everything you've done.
[02:30:38.238 --> 02:30:39.778]  John, we love you and we appreciate you.
[02:30:39.778 --> 02:30:40.679]  God bless you.
[02:30:40.679 --> 02:30:42.059]  And I'm not putting women down.
[02:30:42.059 --> 02:30:46.660]  Some women statistically are as mathematically smart as men.
[02:30:46.660 --> 02:30:49.121]  They are more aggressive than men.
[02:30:49.121 --> 02:30:50.441]  They're more dynamic.
[02:30:50.441 --> 02:30:53.562]  On average, men are more mathematical.
[02:30:53.562 --> 02:30:54.942]  Men are more aggressive.
[02:30:54.942 --> 02:30:56.202]  Men don't bow as much.
[02:30:56.202 --> 02:31:00.823]  Men have been taught to be domesticated slugs, but their wives and girlfriends work for them.
[02:31:00.823 --> 02:31:03.144]  And women have been taught to comply with the system.
[02:31:05.137 --> 02:31:11.081]  And so that's why we're being led into bondage by women, just as the Bible says will happen in the end times.
[02:31:11.081 --> 02:31:12.242]  But that's not women's fault.
[02:31:12.242 --> 02:31:15.664]  That's men's fault for not being leaders.
[02:31:15.664 --> 02:31:20.328]  Some of the most angry people I know about masks are women.
[02:31:20.328 --> 02:31:28.133]  But they're women that are smart and informed and grew up around strong men.
[02:31:28.133 --> 02:31:29.654]  Strong women make strong men.
[02:31:29.654 --> 02:31:30.775]  Strong men make strong women.
[02:31:32.049 --> 02:31:34.290]  And they know how to manipulate women.
[02:31:34.290 --> 02:31:35.310]  Oh, you're a hero.
[02:31:35.310 --> 02:31:35.910]  Save a life.
[02:31:35.910 --> 02:31:37.011]  Be respectful.
[02:31:37.011 --> 02:31:38.431]  And so women are team players.
[02:31:38.431 --> 02:31:41.052]  Well, that works great when you've got a good society.
[02:31:41.052 --> 02:31:43.353]  Women of the bedrock of society.
[02:31:43.353 --> 02:31:45.253]  But it's a social contract that's broken.
[02:31:45.253 --> 02:31:48.935]  And the system wants 90% of college graduates to be women.
[02:31:48.935 --> 02:31:50.335]  That's not to empower women.
[02:31:50.335 --> 02:31:53.076]  They want a compliant, ruling establishment.
[02:31:54.568 --> 02:31:56.830]  And the average feminist controller will tell you this.
[02:31:56.830 --> 02:31:59.391]  They know they're hooked into authoritarianism.
[02:31:59.391 --> 02:32:09.999]  It's been women CEOs, you know, leading the way into censorship and control and giving their sons Ritalin and taking their sons to be sterilized chemically because, oh, he's a girl.
[02:32:09.999 --> 02:32:12.621]  Very, very sick.
[02:32:12.621 --> 02:32:14.222]  And so I'm not a woman hater.
[02:32:14.222 --> 02:32:16.724]  I love women.
[02:32:16.724 --> 02:32:19.906]  But.
[02:32:19.906 --> 02:32:22.107]  Men are apt to tell you, let's just go on to get along.
[02:32:22.107 --> 02:32:24.109]  Women are really apt to do it.
[02:32:25.967 --> 02:32:28.008]  And I'm talking about statistics.
[02:32:28.008 --> 02:32:30.828]  Again, are there long-distance runners that can beat Kenyans?
[02:32:30.828 --> 02:32:32.669]  Yeah.
[02:32:32.669 --> 02:32:35.829]  Are 95% of the international long-distance runners Kenyans?
[02:32:35.829 --> 02:32:37.590]  They beat all the Africans, too.
[02:32:37.590 --> 02:32:49.813]  Because genetically, they are superior at long-distance running because of living generation for generation in very arid, very dry areas where they run dozens of miles a day
[02:32:50.996 --> 02:32:53.078]  And genetically, they do that.
[02:32:53.078 --> 02:32:54.779]  Well, women know how to have babies.
[02:32:54.779 --> 02:32:57.261]  Men can't do that.
[02:32:57.261 --> 02:32:59.743]  And that's why men are all the chess champions.
[02:32:59.743 --> 02:33:05.007]  They have that new Netflix show about the little girl, that's really a story about a little boy, who she's the chess champion.
[02:33:05.007 --> 02:33:06.528]  It's just not true.
[02:33:06.528 --> 02:33:09.731]  But see, it's fantasy land.
[02:33:09.731 --> 02:33:10.892]  It's fantasy land.
[02:33:10.892 --> 02:33:14.855]  And then now, men say they're women and go win all the sports.
[02:33:14.855 --> 02:33:17.077]  And we go, oh, it's a little girl.
[02:33:17.077 --> 02:33:17.677]  No, it's a dude.
[02:33:19.710 --> 02:33:21.891]  With his testicles!
[02:33:21.891 --> 02:33:23.671]  But again, it's a cult!
[02:33:23.671 --> 02:33:30.093]  Accept the mask, accept the checkpoints, accept the COVID-19, accept the world government, accept the New World Order.
[02:33:30.093 --> 02:33:33.534]  And they're just seeing what we will accept.
[02:33:33.534 --> 02:33:39.395]  They're destroying our roles, they're destroying our children, they're sterilizing our boys, and making it fashionable and cool.
[02:33:39.395 --> 02:33:41.676]  It's sick, and it's satanic, and it must end!
[02:33:43.374 --> 02:33:46.515]  Fox has betrayed President Trump as I predicted they would.
[02:33:46.515 --> 02:33:50.337]  They've always been part of the establishment and it's only going to get worse.
[02:33:50.337 --> 02:34:00.202]  If they're able to keep Trump from rightfully taking office for a second term on January 20th, the system is going to drop the hammer harder than ever on this republic.
[02:34:00.202 --> 02:34:02.243]  They are going to explode gas prices.
[02:34:02.243 --> 02:34:04.363]  They're going to shut down our coal power plants.
[02:34:04.363 --> 02:34:06.324]  They're going to cut off the energy source to the U.S.
[02:34:06.324 --> 02:34:09.446]  So it's impossible for factories to move back here.
[02:34:09.446 --> 02:34:11.026]  This is economic domination.
[02:34:11.026 --> 02:34:11.867]  This is economic war.
[02:34:12.367 --> 02:34:13.388]  We're being consolidated.
[02:34:13.388 --> 02:34:14.588]  We're being taken over.
[02:34:14.588 --> 02:34:18.010]  The Democrats aren't mismanaging their blue cities and states.
[02:34:18.010 --> 02:34:27.336]  They're consolidating power and control to bankrupt the population and bring them absolutely to heel and then consolidate ownership of all the infrastructure and property.
[02:34:27.336 --> 02:34:29.217]  This is a monopolistic takeover.
[02:34:29.217 --> 02:34:30.578]  That's what the Great Reset is.
[02:34:30.578 --> 02:34:33.459]  Klaus Schwab and these other criminals admit it.
[02:34:33.459 --> 02:34:34.840]  That's what social distancing is.
[02:34:34.840 --> 02:34:38.542]  So your business is only at 25% for several more years.
[02:34:38.542 --> 02:34:40.724]  No small businesses will be there.
[02:34:40.724 --> 02:34:41.544]  This is a master plan.
[02:34:42.305 --> 02:34:58.940]  Imagine a dystopic novel or a dystopic science fiction movie where if you've had a cold, you can be locked up in your home, you can be taken away, you can be forcibly inoculated with drugs that masquerade as vaccines that actually change your very DNA.
[02:34:58.940 --> 02:35:00.021]  Well, that's where we are in the year 2020.
[02:35:01.022 --> 02:35:04.984]  Global government, the United Nations, all these authoritarian groups admit they're doing it.
[02:35:04.984 --> 02:35:12.509]  They even admit that they're doing it for power and control and that they're not even worried about COVID-19.
[02:35:12.509 --> 02:35:14.910]  That's what Klaus Schwab and others have said.
[02:35:14.910 --> 02:35:17.032]  Think about how to say that as Owen.
[02:35:17.032 --> 02:35:18.233]  Big tech's got to track you.
[02:35:18.233 --> 02:35:18.913]  They've got to trace you.
[02:35:18.913 --> 02:35:19.813]  They've got to control you.
[02:35:19.813 --> 02:35:21.935]  You've got to have apps leave your house.
[02:35:21.935 --> 02:35:25.157]  You've got to have secret police come disappear you because
[02:35:25.857 --> 02:35:32.642]  My God, this thing has one-tenth of one percent chance of killing you if you're debilitated and have cancer or a heart attack.
[02:35:32.642 --> 02:35:34.284]  This is their takeover.
[02:35:34.284 --> 02:35:36.605]  Imagine on America's death certificate.
[02:35:36.605 --> 02:35:39.087]  Killed by the fear of the common cold.
[02:35:39.087 --> 02:35:40.228]  Yeah, that's fear-mongering.
[02:35:40.228 --> 02:35:40.949]  That's mind control.
[02:35:44.016 --> 02:35:48.258]  Inflation is here, and many experts believe hyperinflation could be coming.
[02:35:48.258 --> 02:35:51.860]  Especially if the globalists are successful in killing the dollar.
[02:35:51.860 --> 02:35:57.123]  Tens of millions of Americans that were not awake are now beginning to store food.
[02:35:57.123 --> 02:36:03.927]  That's a good thing, but it's going to drive up prices, and we're already beginning to see record sales once again.
[02:36:03.927 --> 02:36:07.389]  We the people understand it's up to us to protect ourselves.
[02:36:07.389 --> 02:36:09.670]  It's up to us to become self-sufficient.
[02:36:09.670 --> 02:36:11.131]  The globalists are waging siege against us.
[02:36:12.552 --> 02:36:17.658]  Trying to destroy our businesses, trying to bankrupt our families, our towns, our churches.
[02:36:17.658 --> 02:36:22.143]  That's why, while we still can, we've got to get prepared and get ready.
[02:36:22.143 --> 02:36:33.435]  Take advantage of a huge final mega sale before prices go up at preparewithalex.com and save up to $850 off the highest quality storable foods out there.
[02:36:33.855 --> 02:36:43.149]  You've got until Friday, January 8th to get your orders in at preparewithalex.com and lock in the lowest prices out there on high quality, storable food.
[02:36:45.014 --> 02:36:51.876]  Due to the COVID lockdown destroying the supply chain, many of the best-selling products, in full words, are no longer available.
[02:36:51.876 --> 02:36:59.718]  And I thought that Pollen Block might be gone forever, but after eight months, we got about 25% of the order we put in delivered to us.
[02:36:59.718 --> 02:37:01.798]  The rest, they hope, in a few months comes in.
[02:37:01.798 --> 02:37:07.560]  It's a proprietary system using specially fed quail and their eggs.
[02:37:07.560 --> 02:37:12.041]  It's very powerful when it comes to blocking seasonal irritants and a lot more.
[02:37:12.381 --> 02:37:17.525]  So get your Pollen Block back in stock at InfoWareStore.com today.
[02:37:17.525 --> 02:37:20.426]  And, by the way, Activated Charcoal Toothpaste sold out for months.
[02:37:20.426 --> 02:37:21.887]  It's now back in stock as well.
[02:37:21.887 --> 02:37:23.889]  They're great products and it funds the InfoWare.
[02:37:23.889 --> 02:37:28.592]  So get your Pollen Block and get your Activated Charcoal Toothpaste at InfoWareStore.com today.
[02:37:28.592 --> 02:37:32.274]  Again, our Activated Charcoal Toothpaste doesn't have additives.
[02:37:32.274 --> 02:37:33.175]  It's concentrated.
[02:37:33.175 --> 02:37:34.276]  People love it.
[02:37:34.276 --> 02:37:34.956]  It's amazing.
[02:37:34.956 --> 02:37:36.537]  There's no toothpaste out there like it.
[02:37:36.537 --> 02:37:38.318]  And Pollen Block is proprietary as well.
[02:37:38.318 --> 02:37:40.540]  They're back in stock at InfoWareStore.com.
[02:37:40.540 --> 02:37:41.521]  InfoWareStore.com.
[02:37:46.903 --> 02:37:49.565]  You're listening to the Alex Jones Show!
[02:38:18.540 --> 02:38:21.243]  Where's your... Where's your crown?
[02:38:21.243 --> 02:38:35.615]  Where's your crown?
[02:38:35.615 --> 02:38:36.636]  More phone calls!
[02:38:37.739 --> 02:38:47.789]  I'm going half an hour into the next hour with Owen Stroyer with some big breaking news and then tonight 11 p.m.
[02:38:47.789 --> 02:39:00.843]  Central I'll be down at the W on First Street where the degenerate evil UN mayor lives who announced martial law and said don't come out of your houses at night unless you're homeless please defecate everywhere this little New World Order rat creature
[02:39:02.964 --> 02:39:20.601]  is down there and so we're gonna be down there protesting and of course the police have been told by the governor who's about to take over the police because the mayor is trying to disband the police department that they're not gonna be arresting anybody that violates his false curfew and the big restaurants
[02:39:22.441 --> 02:39:23.301]  Hey Alex, can you hear me?
[02:39:51.960 --> 02:39:56.363]  Hey, God bless you and all have been for worse.
[02:39:56.363 --> 02:40:08.790]  So, what I was really paying attention to most of is that you said, you know, how the Holy Spirit is alive more than ever and it's getting stronger.
[02:40:08.790 --> 02:40:18.336]  Well, you know, I've been thinking about it and, you know, as I see the Holy Spirit blanket, you know, the whole nation and people start to grow that discernment.
