[00:30.000 --> 00:32.000]  3, 2, 1, go!
[2:40:35.480 --> 2:40:39.320]  have incredible power, by recognizing that we become more powerful together, and then
[2:40:39.320 --> 2:40:41.960]  they're pissed at powerful women and powerful men.
[2:40:41.960 --> 2:40:46.440]  Why do I feel good around powerful men and make me feel more powerful, but the left then
[2:40:46.440 --> 2:40:48.680]  always hates, hates it.
[2:40:48.680 --> 2:40:54.560]  Why can't they embrace the power and become more powerful themselves?
[2:40:54.560 --> 2:40:57.760]  It's just an, it's an anti competitive ethos, right?
[2:40:57.760 --> 2:41:03.640]  That there's a, there's a genuine, deep, profound, anti competitive spirit and it's part and
[2:41:03.640 --> 2:41:05.840]  parcel of, of a heresy.
[2:41:05.840 --> 2:41:10.720]  And the best example I can, this, this whole dynamic is the traditional Loki versus Thor
[2:41:10.720 --> 2:41:17.200]  motif, where, you know, and the feminists have aligned themselves with Loki.
[2:41:17.200 --> 2:41:21.720]  And in one of my open letters, I, I, I stress to women, you have to understand the reason
[2:41:21.720 --> 2:41:26.480]  why Loki is so interested in, in, in attacking Thor.
[2:41:26.480 --> 2:41:28.160]  It's not just out of jealousy.
[2:41:28.160 --> 2:41:29.920]  There's a practicality to it.
[2:41:29.920 --> 2:41:37.360]  If I can get Thor occupied, if I can get him incapacitated, if I can kill Thor, then, then
[2:41:37.360 --> 2:41:42.000]  my sort of wickedness will be able to run rough shot over all of the women that are left.
[2:41:42.000 --> 2:41:47.800]  And that's the, and that's the true spirit and, and, and sort of motivation of that Loki
[2:41:47.800 --> 2:41:49.520]  beta male type character.
[2:41:49.520 --> 2:41:55.400]  They want the alpha males to be imprisoned, to be handcuffed by under the table or back,
[2:41:55.400 --> 2:42:01.360]  room, sell out agreements, or they want us dead and they're not, and that, that seems
[2:42:01.360 --> 2:42:02.360]  obvious to me.
[2:42:02.360 --> 2:42:03.360]  No, you're right.
[2:42:03.360 --> 2:42:05.480]  And you've got a great way of putting things.
[2:42:05.480 --> 2:42:08.520]  Join us again soon for a full hour, my friend.
[2:42:08.520 --> 2:42:09.840]  We're so glad you're running for Congress.
[2:42:09.840 --> 2:42:12.800]  We're so glad you're in the arena like this and you're right.
[2:42:12.800 --> 2:42:17.560]  The Thor versus Loki ethos is really the greatest way to describe it.
[2:42:17.560 --> 2:42:22.080]  Scams and fraud versus strength and honor, Royce White, Royce White.us.
[2:42:22.080 --> 2:42:23.080]  People should go there.
[2:42:23.080 --> 2:42:24.080]  They should support you.
[2:42:24.080 --> 2:42:25.320]  They should, in fact, stay there.
[2:42:25.320 --> 2:42:26.320]  They've got callers.
[2:42:26.320 --> 2:42:27.320]  They've got to get to them.
[2:42:27.320 --> 2:42:28.320]  I'll go on the next hour.
[2:42:28.320 --> 2:42:29.320]  Callers will be right back with us.
[2:42:29.320 --> 2:42:30.320]  I'm going to talk about how do people volunteer?
[2:42:30.320 --> 2:42:31.320]  How do they get involved?
[2:42:31.320 --> 2:42:33.560]  How do we get excited and get you elected?
[2:42:33.560 --> 2:42:38.600]  Royce White, Royce White.us, find us great writing at RoyceWhite.substack.com.
[2:42:38.600 --> 2:42:40.720]  We need this guy in Congress.
[2:42:40.720 --> 2:42:44.880]  And you imagine, whoa, I love it.
[2:42:44.880 --> 2:42:46.360]  Humanity has awakened.
[2:42:46.360 --> 2:42:48.400]  We are rising from the sleep.
[2:42:48.400 --> 2:42:52.920]  This is an incredible time to be alive and we're going to discover just who's on our
[2:42:52.920 --> 2:42:58.080]  side and who isn't.
[2:42:58.080 --> 2:43:01.000]  I've been on air more than 25 years.
[2:43:01.000 --> 2:43:06.720]  And long before I started selling high quality vitamin D3 eight years ago, I've been promoting
[2:43:06.720 --> 2:43:11.160]  people taking vitamin D3 because it is essential.
[2:43:11.160 --> 2:43:16.040]  And if you're not getting sunshine every single day, whether you're black or white or Hispanic,
[2:43:16.040 --> 2:43:17.280]  it doesn't matter.
[2:43:17.280 --> 2:43:21.740]  Your body will be susceptible and wide open to so many of the threats that are out there.
[2:43:21.740 --> 2:43:23.320]  It's just like you need oxygen.
[2:43:23.320 --> 2:43:25.040]  You die in four minutes without oxygen.
[2:43:25.040 --> 2:43:27.520]  You die in five or six days without water.
[2:43:27.520 --> 2:43:29.080]  You die in a month without food.
[2:43:29.080 --> 2:43:34.160]  Well, that's because these key minerals and elements and vitamins are in the food that
[2:43:34.160 --> 2:43:35.240]  you need.
[2:43:35.240 --> 2:43:39.160]  And one of the most important for your immune system and your overall health is vitamin D3.
[2:43:39.160 --> 2:43:44.360]  We have the highest quality in winter sun with vitamin K that boosts all your body's
[2:43:44.360 --> 2:43:50.800]  defenses available right now for 50% off at infowarstore.com.
[2:43:50.800 --> 2:43:53.760]  The old young black white, you need vitamin D3.
[2:43:53.760 --> 2:43:58.560]  This is the best quality out there and it funds the infowar 50% off.
[2:43:58.560 --> 2:44:07.640]  What are champions made of here's a man who can show you
[2:44:07.640 --> 2:44:13.000]  Triple eight, two, five, three, thirteen, one, three, nine, triple eight, two, five, three,
[2:44:13.000 --> 2:44:15.240]  three, one, three, nine, triple eight, two, five, three, three, one, three, nine is the
[2:44:15.240 --> 2:44:16.240]  infowarstore hotline.
[2:44:16.240 --> 2:44:17.720]  Triple eight, two, five, three, three, one, three, nine, triple eight, two, five, three,
[2:44:47.720 --> 2:45:01.080]  With the world awakening, I think it's important that we rise to prevent them right now, take
[2:45:01.080 --> 2:45:04.960]  advantage of this moment, and I have always an idea that something everybody can do, that
[2:45:04.960 --> 2:45:10.160]  every listener can do, I think it'd be powerful and effective for us to hang banners over highways
[2:45:10.160 --> 2:45:15.280]  and managing a champagne or a cup of alea, it says Alex Jones is right, info wars.com,
[2:45:15.280 --> 2:45:18.360]  we stand with the truckers, arrest out or whatever it's effective for.
[2:45:18.360 --> 2:45:22.480]  Brother, I'm so glad you called, elaborate on this, yes, now is the time in your small
[2:45:22.480 --> 2:45:26.640]  town or your big city to write something on the bathroom wall or to put a sticker on
[2:45:26.640 --> 2:45:32.600]  your car or banner hangs over highways and it will be a chain reaction, what do you recommend
[2:45:32.600 --> 2:45:34.000]  people say on these banner hangs?
[2:45:34.000 --> 2:45:39.600]  I have a few ideas, first of all, Alex Jones is going to form, arrest out, arrest out, swap,
[2:45:39.600 --> 2:45:43.280]  the vaccine is poison, there's tons of things, I said keep it short, keep it concise.
[2:45:43.280 --> 2:45:48.040]  No, I agree, arrest Fauci, arrest Bill Gates, the COVID-vaxx is poison, beautiful.
[2:45:48.040 --> 2:45:51.680]  Yeah, there's ways that we can all be involved, that we can all be effective, so that's what
[2:45:51.680 --> 2:45:52.680]  I'm calling about.
[2:45:52.680 --> 2:45:56.800]  God bless you Chris, in Atlanta, I really, really appreciate you calling us today, thank
[2:45:56.800 --> 2:45:57.800]  you so much.
[2:45:57.800 --> 2:46:03.680]  Sold out for months, X3 is now back in stock, ladies and gentlemen, just like our information
[2:46:03.680 --> 2:46:09.200]  is game changing, our products are game changing and so many people are deficient in iodide,
[2:46:09.200 --> 2:46:15.160]  it's not the soil anymore, most of the ocean is contaminated, but when you get high quality
[2:46:15.160 --> 2:46:20.520]  tri-iodine, all three of the healthy types together, it does amazing things for your
[2:46:20.520 --> 2:46:27.000]  stamina, your libido, but most importantly your immune system, so X3, the only tri-iodine
[2:46:27.000 --> 2:46:34.120]  on the market, highest grade, it's now exclusively available again, get 50% off at mfoldwarestore.com.
[2:46:34.120 --> 2:46:38.080]  If you've not experienced clean, pure iodine, what it does for your body, takes about two
[2:46:38.080 --> 2:46:42.960]  weeks to kick in on average, you really need to experience X3, those of you that have tried
[2:46:42.960 --> 2:46:46.160]  it and used it, I know you're going to be reordering it, but particularly those that
[2:46:46.160 --> 2:46:49.640]  haven't ever tried the product, you need it because it's amazing, what does for your
[2:46:49.640 --> 2:46:54.880]  body, it's the good halogen, not the bad halogen, and it funds the Mfoldware, a true 360 win.
[2:46:54.880 --> 2:46:59.080]  So again, X3, back in stock, 50% off for a limited time.
[2:46:59.080 --> 2:47:12.040]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[2:47:12.040 --> 2:47:17.840]  Welcome back folks, final segment of the show, we're about to go right to your phone calls,
[2:47:17.840 --> 2:47:21.920]  but you know, if folks wouldn't have believed in me, we wouldn't be here today, and all
[2:47:21.920 --> 2:47:27.000]  we've been through together, you did it listeners and viewers, and I got to tell you, I support
[2:47:27.000 --> 2:47:30.160]  a lot of congressional candidates and quite a few of them, like Senator Paul, we got
[2:47:30.160 --> 2:47:33.120]  elected and others, and Trump.
[2:47:33.120 --> 2:47:37.240]  But if we ever give up, they win, and so I come to you constantly and say you should
[2:47:37.240 --> 2:47:42.400]  support people, but I got a really good feeling about Royce White, my spider sense just loves
[2:47:42.400 --> 2:47:48.080]  this guy, and just senses victory all around him, we need to get him in Congress, and even
[2:47:48.080 --> 2:47:51.800]  if it doesn't win this round or the next round, doesn't matter, this is who we need to get
[2:47:51.800 --> 2:47:57.800]  in, people like this man, and it could help bring people together and short circuit all
[2:47:57.800 --> 2:48:02.040]  their lives, this is the type of guy we need, I think he could beat Ilhan Omar, despite
[2:48:02.040 --> 2:48:06.640]  all the gangster money she's got, and establishment funding, if you get excited.
[2:48:06.640 --> 2:48:11.240]  So Royce White, I'm glad you threw your hat in the ring here, RoyceWhite.us, how do people
[2:48:11.240 --> 2:48:15.360]  in two minutes get behind you and go against Ilhan Omar?
[2:48:15.360 --> 2:48:19.680]  Yeah, and thank you for having me, Alex, I really appreciate it in your audience and
[2:48:19.680 --> 2:48:20.880]  all the work you've done.
[2:48:20.880 --> 2:48:26.240]  I would say we have to stay active, we have to understand that the way the liberal agenda,
[2:48:26.240 --> 2:48:32.920]  the globalist agenda has taken a hold of the masses is by controlling them through fear,
[2:48:32.920 --> 2:48:37.320]  the fear of this ever expansive in different middle, all of the people of this country
[2:48:37.320 --> 2:48:41.560]  or the great majority of the people in this country do not believe in these authoritarian
[2:48:41.560 --> 2:48:47.440]  elitist pipe dreams, they are afraid of isolation, and when they see a person like me step up
[2:48:47.440 --> 2:48:51.800]  and speak out about freedom and ideas that have been deemed radical by the establishment
[2:48:51.800 --> 2:48:57.040]  and Alex Jones as well, they feel afraid to be able to support us and to be able to open
[2:48:57.040 --> 2:49:01.880]  up and say that they believe in these ideas, so we have to hit social media and everything
[2:49:01.880 --> 2:49:07.800]  that has tried to bring tyranny down on us, and we have to fight and be loud and be loud
[2:49:07.800 --> 2:49:14.880]  as the left that has tried to hijack people through fear, that we have to become the new
[2:49:14.880 --> 2:49:19.160]  energy of this country and we have to be committed to that fight.
[2:49:19.160 --> 2:49:20.160]  That's beautiful.
[2:49:20.160 --> 2:49:22.280]  So how do people get behind your campaign right now?
[2:49:22.280 --> 2:49:26.920]  Because you've been a great activist for the Uighurs and great activist for mentally handicapped
[2:49:26.920 --> 2:49:29.960]  folks in the US, you've been fighting over a decade.
[2:49:29.960 --> 2:49:35.480]  How do people right now not play games, help get your campaign going and get behind you
[2:49:35.480 --> 2:49:37.360]  right now?
[2:49:37.360 --> 2:49:43.480]  If you're able, if you believe in freedom, if you believe in the resistance against tyranny,
[2:49:43.480 --> 2:49:48.240]  voicewhite.us, you can go to our page, you can sign up to volunteer, join our newsletter
[2:49:48.240 --> 2:49:50.960]  and email list, and obviously donate if you're able.
[2:49:50.960 --> 2:49:54.880]  That's right, it takes money to win a war, and our listeners are the best, that's why
[2:49:54.880 --> 2:49:57.960]  I come to you and people who've felt led by the spirit to do it.
[2:49:57.960 --> 2:50:01.080]  We need to get this guy in Congress, spend a minute on this.
[2:50:01.080 --> 2:50:05.240]  What are you going to do, even when you get into Congress and take, I mean, just unseating
[2:50:05.240 --> 2:50:11.040]  Ilhan Omar is like the most, I mean, when we had a crappy candidate, we should back
