[00:00.000 --> 00:11.520]  You are listening to an Infowars.com frontline report.
[02:37:33.120 --> 02:37:41.120]  And from every family who never imagined that their loved one would be taken from our lives by a bullet from a gun.
[02:37:41.120 --> 02:37:47.120]  I'm sorry there. I'm spring didn't kill all of you.
[02:37:47.120 --> 02:37:49.120]  I'm going to get you Christians though.
[02:37:49.120 --> 02:37:52.120]  The final Muslim Brotherhood. God, I just want to kill all the Christians.
[02:37:52.120 --> 02:37:56.120]  You get gun sizes. There he is, the father.
[02:37:56.120 --> 02:37:59.120]  Every time I think about those kids, father gets me mad.
[02:38:02.120 --> 02:38:05.120]  And by the way, it happens on the streets of Chicago every day.
[02:38:05.120 --> 02:38:12.120]  Who else? He got ship and I got him sent and protected me.
[02:38:12.120 --> 02:38:23.120]  So, all of us need to demand that Congress brave enough to stand up to the gun lobby's lies.
[02:38:23.120 --> 02:38:27.120]  You can see the word as he took like peppermint. First he touches his eyes.
[02:38:27.120 --> 02:38:33.120]  He's a good CIA guy. He touches his eyes with peppermint or something and then he cries.
[02:38:33.120 --> 02:38:36.120]  I mean, that is an old vaudeville trick.
[02:38:36.120 --> 02:38:42.120]  We need the wide majority of responsible gun owners who grieve with us every time this happens.
[02:38:42.120 --> 02:38:44.120]  That's enough to turn their guns in. I get it.
[02:38:44.120 --> 02:38:48.120]  What do you make of that whole fiasco you just saw?
[02:38:48.120 --> 02:38:54.120]  Well, first of all, I would urge CNN to get Phil Mudd on as much as possible.
[02:38:54.120 --> 02:38:58.120]  At this point, he's kind of like Adam Schiff. We need him out there as a punchline.
[02:38:58.120 --> 02:39:03.120]  People see him and our movement grows. The opposition grows. But Mudd looks like a lunatic.
[02:39:03.120 --> 02:39:09.120]  No, it's so ridiculously phony. How could anybody buy into that performance?
[02:39:09.120 --> 02:39:16.120]  And the real takeaway here again, Mr. Mudd, is your beloved FBI. Why were they asleep at the switch?
[02:39:16.120 --> 02:39:22.120]  They had it in stories about the shooter and they did nothing. That's the new story today.
[02:39:22.120 --> 02:39:31.120]  It's just so fake. But expanding on that, he's the one calling for violence against the president and the government's going to kill him.
[02:39:31.120 --> 02:39:37.120]  He needs the visit, just like this shooter in Florida and the FBI stood down. They need to go visit Mudd.
[02:39:37.120 --> 02:39:40.120]  Is he going to mass shoot? He's definitely cracking up.
[02:39:40.120 --> 02:39:43.120]  Well, I mean, would you trust him with your children?
[02:39:43.120 --> 02:39:46.120]  I wouldn't trust him anywhere near my children.
[02:39:46.120 --> 02:39:54.120]  I have a son who's a Broward County deputy sheriff. I have a daughter who's a nurse in the Broward County hospital system.
[02:39:54.120 --> 02:39:58.120]  My son was on the scene yesterday. He can't talk about it.
[02:39:58.120 --> 02:40:00.120]  Well, I had dinner with both of them. They're awesome people.
[02:40:00.120 --> 02:40:03.120]  He can't talk about it other than to say, Dad, it was just horrific.
[02:40:03.120 --> 02:40:04.120]  It happened.
[02:40:04.120 --> 02:40:11.120]  And he has two small daughters of his own. My daughter at the hospital who attended some of those injured.
[02:40:11.120 --> 02:40:16.120]  She can't talk about it either other than to say that she's distraught and it's just beyond her belief.
[02:40:16.120 --> 02:40:20.120]  But let's not get anything confused here.
[02:40:20.120 --> 02:40:22.120]  This guy was planning this in advance.
[02:40:22.120 --> 02:40:25.120]  This cannot be based on the Second Amendment.
[02:40:25.120 --> 02:40:28.120]  It cannot be based on mental illness yet that we know.
[02:40:28.120 --> 02:40:30.120]  He was rational enough to make a plan.
[02:40:30.120 --> 02:40:33.120]  He was rational enough to have a plan to escape.
[02:40:33.120 --> 02:40:36.120]  The Israelis have the best take on this.
[02:40:36.120 --> 02:40:43.120]  These killers, generally speaking, have no tendency towards suicide, depression, alcoholism, drug abuse.
[02:40:43.120 --> 02:40:48.120]  This is a rational domestic terrorist.
[02:40:48.120 --> 02:40:56.120]  It's confirmed, though, that if he is the only guy there that they knew this was coming.
[02:40:56.120 --> 02:41:00.120]  So why is nothing done when you fit the profile and you say,
[02:41:00.120 --> 02:41:06.120]  I'm Nicholas Cruz and I want to be like the Whitman shooter at the tower.
[02:41:06.120 --> 02:41:08.120]  I'm going to be a mass shooter. Why don't you then get in trouble?
[02:41:08.120 --> 02:41:16.120]  Exactly. Why does no one show up at your apartment or your home at a minimum in interrogation?
[02:41:16.120 --> 02:41:19.120]  Why are you not put under surveillance?
[02:41:19.120 --> 02:41:23.120]  We seem to have the time and the resources to surveil the President of the United States in his campaign,
[02:41:23.120 --> 02:41:29.120]  but we don't have the resources to surveil somebody who has threatened a mass killing at a school.
[02:41:29.120 --> 02:41:31.120]  What's going on at the FBI?
[02:41:31.120 --> 02:41:38.120]  What is wrong with what was once the greatest law enforcement agency probably in the world?
[02:41:38.120 --> 02:41:41.120]  It's really sad.
[02:41:41.120 --> 02:41:46.120]  And notice it's the media making stuff up, mainstream media that introduces lies.
[02:41:46.120 --> 02:41:50.120]  Trump's like, oh my gosh, everybody in the school's morning, the FBI was called.
[02:41:50.120 --> 02:41:53.120]  Why did this happen again? You know, all these problems.
[02:41:53.120 --> 02:41:59.120]  And then the media goes, fake media salon, you name it, oh, Trump's blaming the victims.
[02:41:59.120 --> 02:42:05.120]  That introduces that narrative. They're the ones that introduce the narrative by claiming that Trump actually said that.
[02:42:05.120 --> 02:42:14.120]  Well, you can go on Twitter today. There are bots putting out the idea that there's a photo of the shooter wearing a Make America Great hat.
[02:42:14.120 --> 02:42:21.120]  No, there isn't. That's a lie, but paid bots probably paid for by David Brock and the people at Media Matters for America.
[02:42:21.120 --> 02:42:23.120]  We don't do stuff like that. We don't do those dirty tricks.
[02:42:23.120 --> 02:42:25.120]  We get accused of it, but we don't really do it.
[02:42:25.120 --> 02:42:28.120]  I mean, it's really, it's an absurdity.
[02:42:28.120 --> 02:42:34.120]  If the guy was at a white supremacist camp, trust me, nine out of the 10 other people there were federal informants on the payroll.
[02:42:34.120 --> 02:42:36.120]  Well, we know that. We know that.
[02:42:36.120 --> 02:42:41.120]  So it's perfect timing. That's all I'm saying is, I see false flag written all over this.
[02:42:41.120 --> 02:42:43.120]  And the witnesses, I don't believe you've seen the videos.
[02:42:43.120 --> 02:42:46.120]  We've had the student on, other students, very credible.
[02:42:46.120 --> 02:42:51.120]  They said multiple suitors. They said they were with him while the shots were going off.
[02:42:51.120 --> 02:42:53.120]  We'll be right back. Stay with us.
[02:42:55.120 --> 02:42:58.120]  I want to plow into all of this.
[02:42:58.120 --> 02:43:13.120]  I'm going to spend a few minutes here first, just encouraging listeners to understand that when you buy t-shirts or water filtration systems or books or videos or other material from infostore.com,
[02:43:13.120 --> 02:43:17.120]  you are funding the revolution. I mean, I cannot say it any clear.
[02:43:17.120 --> 02:43:21.120]  And so it is essential that you purchase the products at infostore.com.
[02:43:21.120 --> 02:43:28.120]  I don't want to thank everybody that has, but we've got the best fluoride-free toothpaste with colloidal silver and with high quality atomic iodine.
[02:43:28.120 --> 02:43:31.120]  You cannot beat that for children and adults.
[02:43:31.120 --> 02:43:33.120]  We've got the best mouthwash designed by Dr. Jones.
[02:43:33.120 --> 02:43:36.120]  That's my dad with colloidal silver and iodine as well.
[02:43:36.120 --> 02:43:45.120]  infowarslife.com or triple-A-253-3139. And your purchase of the products stands with us, stands with America, stands with Trump,
[02:43:45.120 --> 02:43:48.120]  stands against the globalists and their satanic pedophile armies.
[02:43:48.120 --> 02:43:53.120]  And that's who they are, and they know we know who they are, and they're coming back against us, so we need your support.
[02:43:56.120 --> 02:44:05.120]  I'm so excited. The new product at infowarslife.com, in a glass bottle, two months servings filled to the brim, filled to the absolute top,
[02:44:05.120 --> 02:44:12.120]  the real red pill. This is a heart and brain pill, a new tropic that doesn't have any stimulants in it.
[02:44:12.120 --> 02:44:15.120]  But boy, does it stimulate, because it's beyond that.
[02:44:15.120 --> 02:44:23.120]  Quite frankly, I just went off what I saw medical doctors prescribing to their patients, but it wasn't prescription,
[02:44:23.120 --> 02:44:31.120]  but they were charging people $100, $200 for the formulae, and I came up with our own formula, working with some scientists and developers.
[02:44:31.120 --> 02:44:36.120]  Non-GMO, made right here in America, 120 capsules.
[02:44:36.120 --> 02:44:45.120]  And ladies and gentlemen, you add the preglinone to it, which is the precursor to all the hormones that your body has to have to even make the hormones in your glands.
[02:44:45.120 --> 02:44:54.120]  It is amazing. Red pill, now available at infowarsstore.com, and your purchase fuzz the operation.
[02:44:54.120 --> 02:45:02.120]  Maximize your potential and take your body back with super male vitality.
[02:45:02.120 --> 02:45:08.120]  We're breaking the conditioning and fighting back against the globalist's war on male vitality.
[02:45:08.120 --> 02:45:14.120]  Our ultimate non-GMO formula is sourced from powerful organic herbs that have been gathered from around the world,
[02:45:14.120 --> 02:45:17.120]  and then concentrated from maximum potency.
[02:45:17.120 --> 02:45:24.120]  Super male vitality was developed to activate your body's natural processes instead of using synthetic chemicals.
[02:45:24.120 --> 02:45:28.120]  InfoWarsLife wants to bring you the highest quality products.
[02:45:28.120 --> 02:45:37.120]  Our unique combination of ingredients is designed to assist the body in regulating proper balance and creating superior vitality in males.
[02:45:37.120 --> 02:45:41.120]  Support your body and mind and take yourself to the next level.
[02:45:41.120 --> 02:45:45.120]  Boost your vitality and energize your life.
[02:45:45.120 --> 02:45:52.120]  Take control of your body. Grab a bottle of super male vitality today at infowarslife.com.
[02:45:52.120 --> 02:45:55.120]  That's infowarslife.com.
[02:45:57.120 --> 02:46:00.120]  Matt and Ohio, you're on the air. Another Matt, go ahead.
[02:46:00.120 --> 02:46:05.120]  Hey, listen, I just wanted to say real quick, I'm a longtime listener of InfoWars,
[02:46:05.120 --> 02:46:10.120]  and I just wanted to say that the t-shirts that you guys are offering are absolutely fantastic,
[02:46:10.120 --> 02:46:14.120]  and that really is a great way to deal with this battle in the InfoWars.
[02:46:14.120 --> 02:46:22.120]  It might seem like a simple thing, but then particularly these slogan t-shirts that you guys got up right now are absolutely amazing.
[02:46:22.120 --> 02:46:27.120]  Well, thank you. My favorite new one is the Don't Tread on Me, but it says Won't Tread on Me,
[02:46:27.120 --> 02:46:33.120]  and it's a big Deglo snake, Gadsden snake, and then it's got the American flag, InfoWars.com on the right arm.
[02:46:33.120 --> 02:46:40.120]  I mean, that's a great way just to meet like-minded people and spread the word and also exercise free speech.
[02:46:40.120 --> 02:46:47.120]  And the newest one is Trigger Warning T-Shirt. Trigger Warning T-Shirt, which is the symbol of a trigger,
[02:46:47.120 --> 02:46:52.120]  with a yield sign in the InfoWars.com on the back, that is the new shirt of the mind,
[02:46:52.120 --> 02:46:55.120]  available exclusively at InfoWarsstore.com.
[02:46:55.120 --> 02:47:07.120]  You're listening to The Alex Jones Show.
[02:47:07.120 --> 02:47:30.120]  Waging war on corruption. It's Alex Jones coming to you live from the front lines of the InfoWars.
[02:47:30.120 --> 02:47:34.120]  By the way, Roger's going to be co-hosting the War Room coming up after the fourth hour.
[02:47:34.120 --> 02:47:37.120]  They have to be co-me always riveting on a New York City.
