[00:00:01.350 --> 00:00:03.072]  News moves fast here.
[01:36:07.882 --> 01:36:08.802]  Well, so does he.
[01:36:08.802 --> 01:36:13.643]  He's Alex Jones on the GCN Radio Network.
[01:36:13.643 --> 01:36:18.564]  And now, live from Austin, Texas, Alex Jones.
[01:36:18.564 --> 01:36:30.486]  After four years and nine months of refusing to release any video from the hundreds of cameras and tapes and digital recordings that were supposedly captured the plane hitting the Pentagon, Judicial Watch filed suit in 2004.
[01:36:30.486 --> 01:36:33.087]  It's now been released to them one hour ago.
[01:36:33.767 --> 01:36:37.088]  And it's scheduled to be appearing on national TV in the next few hours.
[01:36:37.088 --> 01:36:38.068]  We'll be covering that.
[01:36:38.068 --> 01:36:40.529]  We have detailed reports up on the websites.
[01:36:40.529 --> 01:36:46.010]  In the last hour, I interviewed Sheriff Sigfrido Gonzalez, Jr.
[01:36:46.010 --> 01:36:51.771]  of Zapata County, confirming foreign Eastern Bloc Anglo troops, foreign Chinese troops.
[01:36:51.771 --> 01:36:53.432]  They've even gotten video of this.
[01:36:53.432 --> 01:36:55.272]  RPGs they've captured.
[01:36:55.272 --> 01:36:56.873]  They've been fired on with RPGs.
[01:36:56.873 --> 01:37:00.633]  We have Sheriff Rick Flores from Webb County, Texas.
[01:37:00.633 --> 01:37:02.794]  Laredo, there on the border, where you can't even go
[01:37:03.575 --> 01:37:07.801]  Shopping now, as I did many years ago, on little tourist visits.
[01:37:07.801 --> 01:37:16.293]  He's riding shotgun with us, and we're joined for the first time, we're honored to have him, by Congressman Henry Bonilla, Texas 23rd District.
[01:37:16.293 --> 01:37:19.598]  Great stance on the border, demanding real controls.
[01:37:20.367 --> 01:37:26.952]  I've got to say, no one that I know is buying Bush and the 6,000 troops unarmed down there to be sitting ducks.
[01:37:26.952 --> 01:37:36.660]  We need state funding to put State Guard and to beef up the Sheriff's Department, but we'll get the Congressman's take on that and then get the response from the Sheriff who's with us.
[01:37:36.660 --> 01:37:42.584]  We're going to break here in about three minutes and come back and continue with the Congressman, but right now, Congressman, thank you for joining us.
[01:37:42.584 --> 01:37:43.485]  Well, thank you for having me.
[01:37:44.325 --> 01:37:51.231]  You represent the district where we have these sheriffs, and we're honored to have you, sir.
[01:37:51.231 --> 01:37:57.257]  What do you think, and I know he's in your party, but can you give us your take on Bush's little speech last night?
[01:37:57.257 --> 01:38:03.882]  Well, before the speech, there were a lot of us that have been very frustrated with the administration's lack of action on border security.
[01:38:03.882 --> 01:38:11.609]  And the sheriff you're about to have on has part of my district, and I've met with many of the sheriffs along the border who have been crying out for
[01:38:12.060 --> 01:38:28.806]  Help, because there's been an invasion going on down there, and the primary threat, of course, as I'm sure you all have discussed, is with the OTMs, the other than Mexicans, that come in from the Mideast and from Central America, where the gang problems are rooted, and drug cartels engaging law enforcement.
[01:38:28.806 --> 01:38:32.107]  So, before last night's speech, a lot of us were very discouraged.
[01:38:32.107 --> 01:38:38.569]  I'm more encouraged now than ever, because if this plan is actually implemented, and we'll see in the next few weeks,
[01:38:39.285 --> 01:38:46.777]  Uh, whether we actually get boots on the ground or not to help the Border Patrol during this time when they're low on manpower and resources.
[01:38:47.219 --> 01:38:49.820]  Then I'm much more optimistic than I was yesterday.
[01:38:49.820 --> 01:38:50.840]  Congressman, I'll say this.
[01:38:50.840 --> 01:38:54.222]  The only thing I'm encouraged is that Bush is being forced.
[01:38:54.222 --> 01:38:58.043]  The Democratic and Republican leadership, as you know, wants the open borders.
[01:38:58.043 --> 01:38:59.264]  It's part of the CFR.
[01:38:59.264 --> 01:39:02.305]  Even Lou Dobbs has said it's about an American Union.
[01:39:02.305 --> 01:39:05.246]  I'm encouraged, though, that they're being forced to at least pay lip service.
[01:39:05.246 --> 01:39:10.388]  But I've looked at Bush's 6,000-man plan just to report to the overwhelmed Border Patrol.
[01:39:11.188 --> 01:39:18.832]  And then Bush, meanwhile, wants the guest worker program, Congressman, which is just going to legalize these tens of millions of people that are here illegally.
[01:39:18.832 --> 01:39:21.333]  So, I mean, why are you encouraged?
[01:39:21.333 --> 01:39:33.059]  Well, because it's the first decisive announcement plan of action that I've heard him talk about since we've been discussing this issue with the highest level at the White House for going on a year now.
[01:39:33.059 --> 01:39:37.421]  So I want to give him a chance to show us that he means business.
[01:39:37.421 --> 01:39:39.962]  If there is no action in a few weeks down the road,
[01:39:40.544 --> 01:39:49.327]  And conservatives like myself, who are very concerned about border security, are going to be, once again, disheartened and not going to be buying any of the message.
[01:39:49.327 --> 01:39:54.449]  But, you know, I've known him for a long time, and even before he thought about running for governor of Texas.
[01:39:54.449 --> 01:39:58.851]  And he's always been a person who, if he says it, he means it.
[01:39:58.851 --> 01:40:03.293]  And so if he means this, then, again, I am encouraged that we're going to see some progress along the border.
[01:40:03.943 --> 01:40:06.264]  Congressman Henry Bonilla, we've got a break.
[01:40:06.264 --> 01:40:07.425]  We're going to do a quick three-minute break.
[01:40:07.425 --> 01:40:16.230]  I want to come back with you and get some more comments and a final segment, and also a final segment with one of our fine border sheriffs.
[01:40:16.230 --> 01:40:23.795]  It's just that, I mean, I demand armed military on the border, and I demand they engage Mexico when Mexican troops shooted our people.
[01:40:23.795 --> 01:40:25.116]  And as you said, it's an invasion.
[01:40:25.116 --> 01:40:26.356]  There's no debate.
[01:40:26.356 --> 01:40:29.458]  And I think laying down to Mexico is only encourage this.
[01:40:29.458 --> 01:40:32.160]  I also want to get your take on what you think is going to happen after
[01:40:32.920 --> 01:40:44.084]  Uh, the election when Fox leaves, if the pre comes in, what policies, because you're on the inside, you've been down there for some of the joint congresses we've held, so you're, you know, on the inside loop, you can, uh, give us your analysis.
[01:40:44.084 --> 01:40:44.965]  We're honored to have you.
[01:40:44.965 --> 01:40:51.107]  Uh, Sheriff, stay right there, we'll be right back with the Sheriff and the Congressman, right here on the GCN Radio Network.
[01:40:51.107 --> 01:40:54.388]  I'm Alex Jones, your host, defending liberty, resisting tyranny.
[01:40:58.280 --> 01:41:01.382]  There is a secret that holds the world's destiny in its grasp.
[01:41:01.382 --> 01:41:03.303]  Hello my friends, Alex Jones here.
[01:41:03.303 --> 01:41:08.306]  Learn that secret with my new film, Martial Law 9-11 Rise of the Police State.
[01:41:08.306 --> 01:41:13.168]  Martial Law plumbs the depths of the New World Order's ideology, their philosophy.
[01:41:13.168 --> 01:41:17.571]  Out of the ashes of the September 11th tragedy, a dark empire of war and tyranny has risen.
[01:41:17.571 --> 01:41:18.211]  The Constitution
[01:41:18.251 --> 01:41:20.493]  The world has been shredded, and America is now a police state.
[01:41:20.493 --> 01:41:25.377]  This film exposes not just who was behind the 9-11 attacks, but the roots and history of its orchestrators.
[01:41:25.377 --> 01:41:30.001]  Martial Law is a blazing spotlight piercing the electronic Berlin Wall of controlled corporate media.
[01:41:30.001 --> 01:41:37.487]  Plumb the depths of the elite's minds, their ideology, their driving philosophy, and uncover the power-mad cult of death that has sworn to turn the Earth into a prison planet.
[01:41:37.487 --> 01:41:40.069]  Discover the documented truth for yourself before it's too late.
[01:41:40.069 --> 01:41:41.890]  Call toll-free to get a copy of Martial Law.
[01:41:41.890 --> 01:41:41.950]  1-888-253-3139.
[01:41:45.213 --> 01:41:48.038]  Or visit InfoWars.com and the secure shopping cart.
[01:41:48.038 --> 01:41:51.464]  That's InfoWars.com or 888-253-3139.
[01:41:51.464 --> 01:41:54.930]  Or watch the film right now online at PrisonPlanet.tv
[01:41:57.808 --> 01:42:06.335]  Hello folks, Alex Jones here introducing Prudent Places USA, an interactive CD book that is your premier resource for hard-to-find information.
[01:42:06.335 --> 01:42:16.404]  Find out about everything from job migration to evacuation information, such as major bridges in disrepair and FEMA evacuation time studies for coastal cities.
[01:42:16.884 --> 01:42:22.928]  Zero in on man-made disaster zones, environmental areas of concern, and natural disaster zones.
[01:42:22.928 --> 01:42:33.814]  Find out everything from where to get water in an emergency, the geographic income levels, housing prices, complete with over 3 gigabytes of detailed information on the 3,000 plus counties in the U.S.
[01:42:33.814 --> 01:42:40.578]  Full-color photographs, 550 high-resolution full-color maps, and detailed information and analysis that you need.
[01:42:40.578 --> 01:42:45.921]  Order Prudent Places USA now for only $29 plus shipping by calling New Millennium at
[01:42:50.844 --> 01:43:01.351]  Are you looking for a one-stop shop to find all your favorite books and videos?
[01:43:01.351 --> 01:43:02.512]  Look no further!
[01:43:02.512 --> 01:43:05.514]  Northern Voice Bookstore has everything you need.
[01:43:05.514 --> 01:43:13.919]  Hundreds of titles, from self-defense, survival, and financial freedom, to history, politics, conspiracy, and everything you need to know about the New World Order.
[01:43:14.019 --> 01:43:14.479]  We're good to go.
[01:43:31.790 --> 01:43:32.611]  We're good to go.
[01:43:57.811 --> 01:44:10.417]  We're going to go back to Sheriff in just a few minutes here, Sheriff Rick Flores.
[01:44:10.417 --> 01:44:15.659]  But we've just got a few minutes left with Congressman Henry Bonilla, who we're going to have back in the near future for a longer period of time.
[01:44:16.953 --> 01:44:35.043]  Congressman, isn't President Bush doing this, being forced to do this by you and others, because the conservative base, 18% in the last two weeks, a floor he thought couldn't drop, is leaving him and the Republicans are in danger of the Democrats sweeping to power in Congress?
[01:44:35.043 --> 01:44:43.427]  Well, certainly a lot of us have been pushing the White House on this issue for some time now, and a lot of us have also been watching key Democrats
[01:44:43.840 --> 01:44:50.845]  That have been taking the lead on border security, and we were thinking, hey, you know, why can't we be decisive and take action on this?
[01:44:50.845 --> 01:45:01.251]  So I'm not sure exactly what the motivation was at the end, but regardless of the reason, if there's going to be greater border security, I'm happy.
[01:45:01.251 --> 01:45:03.813]  Congressman, do you support the guest worker program?
[01:45:03.813 --> 01:45:08.256]  I have in the past, but it's got to be one that doesn't have amnesty in it, and it's got to be one that
[01:45:09.095 --> 01:45:09.696]  I don't know.
[01:45:23.286 --> 01:45:24.086]  Anything like that.
[01:45:24.086 --> 01:45:28.968]  And certainly, we're not going to allow these folks to move ahead in the line for citizenship.
[01:45:28.968 --> 01:45:30.448]  Congressman, just two final questions.
[01:45:30.448 --> 01:45:32.349]  I want you to be able to talk briefly to the Sheriff.
[01:45:32.349 --> 01:45:33.890]  You called it an invasion.
[01:45:33.890 --> 01:45:35.190]  Why do you call it an invasion?
[01:45:35.190 --> 01:45:39.691]  All the sheriffs we talked to, all the police, all the border patrol, they call it an invasion.
[01:45:39.691 --> 01:45:41.552]  Some of the Mexicans are calling it an invasion.
[01:45:41.552 --> 01:45:42.852]  Why do you call it an invasion?
[01:45:42.852 --> 01:45:50.275]  Well, because last year alone, over 150,000 of the OTMs that I referred to earlier, the other than Mexicans that come in from
[01:45:50.854 --> 01:45:59.462]  Uh, Asia and from, again, the gang areas in Central America and from the Mideast and the drug cartels that are confronting law enforcement along the border.
