[00:00.000 --> 00:05.000]  Government cover-ups. You want answers? Well, so does he.
[2:05:01.000 --> 2:05:12.000]  Loose Change Final Cut hopes to be a catalyst for a new independent investigation in which family members receive answers to their questions and the true perpetrators of the surrender's crime are brought to justice.
[2:05:12.000 --> 2:05:23.000]  Loose Change Final Cut is the ultimate 9-11 expose. From hijackers being trained at U.S. military bases to bombs in the buildings, Loose Change Final Cut is the one 9-11 film everyone must see.
[2:05:23.000 --> 2:05:29.000]  Secure your copy of Loose Change Final Cut today at infowars.com or prisonplanet.com.
[2:05:29.000 --> 2:05:39.000]  While you're visiting the online video store, be sure to check out the huge discounts on films like Endgame, Blueprint for Global Enslavement, America, Freedom to Fascism, and hundreds of other titles.
[2:05:39.000 --> 2:05:47.000]  We're in a no-holds-bar information war. Truth is our weapon, and prisonplanet.com has the tools you need to take the fight back to Big Brother.
[2:06:17.000 --> 2:06:34.000]  U.S. Civil Flags.org also carries a large inventory of Ron Paul-related gear including DVDs, buttons, and so on patches, and a large variety of educational books and numerous historical documents, including the U.S. Constitution, the Declaration of Independence, and the Articles of Confederation.
[2:06:34.000 --> 2:06:48.000]  Also visit us online today to pick up your piece of history at U.S.CivilFlags.org. That's U.S.CivilFlags.org or call us at 646-498-5309. That's 646-498-5309.
[2:06:48.000 --> 2:07:06.000]  Rapid industrialization has resulted in environmental pollution and its curse on world health is staggering. We live in a toxic world that is bombarded by seven new chemicals each day. The human body is amazing and efficient in design, but because of the polluted world in which we live is unable to remove all toxins.
[2:07:06.000 --> 2:07:20.000]  The solution. Detoxification integrated with the electro-cheap premier energy foot spa. The electro-cheap premier energy foot spa helps to aid in cleansing the body of harmful toxins while energizing and oxygenating your entire body at the cellular level.
[2:07:20.000 --> 2:07:40.000]  Detoxification works with the electro-cheap premier energy foot spa because it addresses the needs of individual cells, the building blocks of human life, for mental clarity, restored vitality, a stronger immune system, clear skin, and health in every aspect of your being. Order your electro-cheap premier energy foot spa by visiting Neutromedical.com
[2:07:40.000 --> 2:07:55.000]  or call Dr. William Deagle at 888-212-8871. 888-212-8871.
[2:07:55.000 --> 2:08:10.000]  Bob Chapman popping in in about 25 minutes. We're going to have to have Robert Galenross back in soon for a full two hours. Take your phone calls. I'm holding in my hand here the elite serial killers of Lincoln, JFK, RFK, and MLK.
[2:08:10.000 --> 2:08:27.000]  It ties it all together. Just a beautifully written book, very well researched, and we have it at infowars.com and prisonplanet.com. Also, the elite don't dare let us tell the people by Robert Galenross. This just gets into a basic history, how they operate and what their agenda is.
[2:08:27.000 --> 2:08:43.000]  I want to talk to them about these books before you leave us in the next 20-something minutes, Robert Galenross, but getting into Bobby. I mean, the coroner at the time stood up and said he was shot in the back, different caliber, 14 shots, told to shut up, and we talked about why is the media talking about it now?
[2:08:43.000 --> 2:09:05.000]  Well, if you look at the polls, 90% believe they killed MLK, JFK, same thing with Bobby, and so I think they just sort of losing more of their credibility by continuing to call us all conspiracy theorists. I think that's part of it, and also it's 40 years ago, but I think there's a certain degree of also who cares so what, let them know we're a bunch of killers.
[2:09:05.000 --> 2:09:12.000]  But why did they want Bobby dead? And then talk about some of the points you think are most important about the murder of Bobby Kennedy.
[2:09:12.000 --> 2:09:26.000]  Actually, it was 17 shots instead of 14. Sirhan Sirhan had a 8 caliber, 22 revolver, and the killer had a 9 shot, 22 revolver.
[2:09:26.000 --> 2:09:33.000]  According to the Acoustics guy we had him, there was 14, but he said some were so, were over each other, so 14 sounds, he said it could have been more.
[2:09:33.000 --> 2:09:59.000]  Well, in my book I count for every bullet where it went and where it hit, and the source. But that day Bobby was there at a rally in the Ambassador Hotel, and his next event was a fundraiser, and the safest way to get there is to go through the pantry, and so there were probably 50 or so people there in the pantry.
[2:09:59.000 --> 2:10:18.000]  And Carl Euker was the major D of the hotel, and he was, had Bobby by the hand trying to pull him through the crowd, and as he reached the steam tables, he felt someone try to come around the side of him, and he thought somebody was just trying to shake Bobby's hand.
[2:10:18.000 --> 2:10:40.000]  But all of a sudden Sirhan appeared with an 8 shot, 22 caliber pistol, and started shooting. Well, Rafer Johnson and Roosevelt Greer were Bobby's unofficial guards, they were friends, and Bobby didn't ever have guards around him, but they felt that they should be there to try to protect him.
[2:10:40.000 --> 2:10:53.000]  But Greer grabbed Sirhan's hand and started beating it against the steam table, but Sirhan fired all 8 shots, and in the book I count for every shot, 4 of them hit people, but none of his shots hit Bobby.
[2:10:53.000 --> 2:11:00.000]  And then you've got Bobby's clothes, huge blast points from a high caliber handgun right in the back of the head.
[2:11:00.000 --> 2:11:23.000]  No, it was also a.22. Well, I guess there's differences between the forensics. No, Thomas Noguchi was the coroner, and in my book I have a certified copy of his coroner report, but both Sirhan and Sirhan and the killer were under CIA mind control.
[2:11:23.000 --> 2:11:31.000]  And also Sirhan. Wasn't Caesar, he was working at a YouTube base.
[2:11:31.000 --> 2:11:45.000]  Now he worked for one of the aircraft companies there in LA, and he moonlighted at the ACE security service. In this particular case he was there for crowd control in the hotel.
[2:11:45.000 --> 2:11:56.000]  But the reason I say he was also under CIA mind control, he fired 9 shots, holstered his pistol, and casually mailed it into the crowd.
[2:11:56.000 --> 2:12:06.000]  A killer that knows what he's doing won't do that. He would run, break and run, and try to get through the crowd, but with all this noise and...
[2:12:06.000 --> 2:12:20.000]  Unless he knew that he was going to be protected in the mind control, Patsy Sirhan. Now there's no doubt about Sirhan, you've got this mental case with the woman giving him the drink of the amnesic, and then most of his shots are pinned down, shot into the wall, and shot into other places.
[2:12:20.000 --> 2:12:26.000]  And then magically, they're saying there was way more shots than his gun could have fired.
[2:12:26.000 --> 2:12:37.000]  And then now you had the BBC analyzing the film footage and photos with all these CIA bosses, all Southeast Asian operatives, wandering around in there.
[2:12:37.000 --> 2:12:52.000]  Well, the corners report says that four bullets hit Bobby. One of them just went through the shoulder pad of his right jacket of the shoulder.
[2:12:52.000 --> 2:13:03.000]  It didn't break the skin. The next shot was under his right arm, under the armpit, came out his throat.
[2:13:03.000 --> 2:13:16.000]  The next shot was about four inches below his shoulder level and about the center of his back, and the last shot was an inch behind his right ear, and the muzzle of the gun was an inch from his head.
[2:13:16.000 --> 2:13:29.000]  Now, all the people in that room that testified, no one said that Sirhan got closer than three feet from Bobby and was always in front of him.
[2:13:29.000 --> 2:13:37.000]  And the corners report shows the trajectory of each shot. They were all from down below, down low, in an upward direction.
[2:13:37.000 --> 2:13:45.000]  And the shots that I counted for, ones that didn't hit Bobby, most of them went into the ceiling.
[2:13:45.000 --> 2:14:00.000]  Now, the amazing cover-up is then you have the corner, highly respected, and we had the head of the U.S. Pathologist Association on earlier this week who was saying all those basically the same things you're saying.
[2:14:00.000 --> 2:14:09.000]  And he went and looked at it at the time when he was a leading pathologist even then, in 1968, and said it was one of the best, you know, write-ups he'd ever seen, autopsies.
[2:14:09.000 --> 2:14:17.000]  But then the police just said, no, the corner's bad, and we're not going to listen to him. I mean, talk about a cover-up.
[2:14:17.000 --> 2:14:25.000]  Well, the LAPD had tried, right after the killing, tried to get Nogushi, get his job, get him fired.
[2:14:25.000 --> 2:14:33.000]  But all of his performance reviews showed him excellent, and there was not a blemish on his records, so they couldn't fire him.
[2:14:33.000 --> 2:14:41.000]  And they couldn't discredit him. So, as I say, look at the corners report, it's certified in the book.
[2:14:41.000 --> 2:14:47.000]  Well, it's like the 79 congressional report saying that it was a conspiracy to kill JFK.
[2:14:47.000 --> 2:14:48.000]  Right.
[2:14:48.000 --> 2:14:56.000]  But the average person doesn't know that the coroner says that it was somebody else. The Congress says JFK was killed by somebody else. It was a conspiracy.
[2:14:56.000 --> 2:15:02.000]  And they have all the acoustic evidence. I mean, but the public doesn't know that, I guess. Well, I guess they do now, but they didn't back then.
[2:15:02.000 --> 2:15:12.000]  Well, there will never be a retrial, or there will never be an official hearing in any of these three killings, because they don't want evidence to come out.
[2:15:12.000 --> 2:15:23.000]  Because everybody will be embarrassment everywhere, and the people might just get up in arms, head to Washington, and say, this is enough. We're fed up.
[2:15:23.000 --> 2:15:33.000]  But why did they want, why did the shadow government want Bobby dead? We know that his brother signed the executive order abolishing the Federal Reserve, and we know that's what really got him killed.
[2:15:33.000 --> 2:15:42.000]  Or you can differ if you don't agree with that. But Bobby had talked about how he was going to open investigation into his brother's death once he was president. Is that why they killed him?
[2:15:42.000 --> 2:15:51.000]  That's exactly right. In fact, JFK was killed for the same reason Lincoln was. Lincoln created money, the greenbacks.
[2:15:51.000 --> 2:16:06.000]  And JFK signed the executive order 1-1-1-0 on June 4, 1963, and issued $4.9 billion worth of silver certificates, redeemable in silver at any Federal bank.
[2:16:06.000 --> 2:16:08.000]  Weren't those reissued Lincoln greenbacks?
[2:16:08.000 --> 2:16:11.000]  No, they were just silver certificates.
[2:16:11.000 --> 2:16:17.000]  I just know they're called the Lincoln greenback five. Have you seen those fives that say US nut with the red stamp on?
[2:16:17.000 --> 2:16:23.000]  I've got a couple of $1 bills, but I hadn't really noticed the details on it.
[2:16:23.000 --> 2:16:35.000]  Because I always look into that. I mean, because I saw the silver certificate issuance, but he also issued, you can look at it, it's 1963, those $5 bills. They're about $20 now, they're collector's items.
