[00:00:08.095 --> 00:00:10.216]  It's Friday, August 28th.
[02:24:35.580 --> 02:24:41.703]  And anything it comes in touch with, we better get rid of this cancer now before it kills all of us.
[02:24:41.703 --> 02:24:48.827]  Before I get into some of this news, and then in the last segment, I'm going to show you how bad it is right now for the Democrats, folks.
[02:24:48.827 --> 02:24:52.489]  Which, hey, it's great news that the RNC was a smashing success.
[02:24:52.489 --> 02:24:54.890]  It's great news that Trump is polling higher than ever.
[02:24:54.890 --> 02:25:01.253]  It's great news people are leaving the Democrat Party like never before to vote Trump.
[02:25:01.253 --> 02:25:05.255]  The bad news is that just means the Democrats and the media got something else up their sleeve.
[02:25:06.932 --> 02:25:20.798]  And if you think the George Floyd situation was bad, or the Jacob Blake situation was bad, or a black guy committing suicide and then blaming police and white people in Minnesota was bad, you ain't seen nothing yet.
[02:25:20.798 --> 02:25:33.183]  They got a bunch of pedophiles blackmailed, they got a bunch of sexual offenders blackmailed, and they are going to send them out into the streets to commit violence like you've never imagined.
[02:25:33.183 --> 02:25:35.184]  So, it's like chemotherapy.
[02:25:38.097 --> 02:25:42.718]  You hope it's gonna kill the cancer, but it may kill you in the process.
[02:25:42.718 --> 02:25:44.978]  And so that's where we're at.
[02:25:44.978 --> 02:25:52.780]  But before I get into all of that, ladies and gentlemen, the Everyday Essentials Sale at InfoWarsStore.com.
[02:25:52.780 --> 02:25:54.600]  Final night!
[02:25:54.600 --> 02:25:57.701]  Final night on the Everyday Essentials Sale at InfoWarsStore.com.
[02:25:57.701 --> 02:26:04.222]  That includes 60% off the 8-Pack Power Stack and Survival Shield X2 Combo.
[02:26:06.994 --> 02:26:15.337]  The Heart and Body Combo, ExtendoWise and VezoBeat, 50% off.
[02:26:15.337 --> 02:26:19.418]  Ultimate Fish Oil, 33% off.
[02:26:19.418 --> 02:26:22.499]  Prostagard, 33% off.
[02:26:22.499 --> 02:26:27.221]  Krill Oil is selling out fast, and that has a discount as well.
[02:26:27.221 --> 02:26:31.222]  Alexa Pure Breeze, $50 off right now at InfoWareStore.com.
[02:26:31.222 --> 02:26:32.903]  These specials are coming to an end tonight.
[02:26:32.903 --> 02:26:36.324]  If you order these, one of these specials, you get free shipping.
[02:26:39.346 --> 02:26:43.988]  But this special comes to an end tonight at InfowarsStore.com.
[02:26:43.988 --> 02:26:49.151]  That's InfowarsStore.com.
[02:26:49.151 --> 02:26:58.595]  Now, CNN has to be the most untrustworthy, bold-faced, lying name in news.
[02:26:58.595 --> 02:27:02.197]  A perfect example would be Jim Acosta and Jake Tapper.
[02:27:03.769 --> 02:27:08.570]  And the rest of the commie clown crew at CNN complaining last night about Trump's audience.
[02:27:08.570 --> 02:27:11.871]  No masks, no social distancing, live audience.
[02:27:11.871 --> 02:27:14.332]  Oh my gosh, the COVID!
[02:27:14.332 --> 02:27:16.052]  Well don't you want Trump supporters dead anyway?
[02:27:16.052 --> 02:27:17.132]  So you should be celebrating.
[02:27:17.132 --> 02:27:18.913]  No, they know the whole thing's a farce.
[02:27:18.913 --> 02:27:24.094]  And it's all about controlling you and telling you what to do and bossing you around and shutting down your business and shutting down the economy.
[02:27:25.618 --> 02:27:28.059]  And so that was their big story last night.
[02:27:28.059 --> 02:27:31.201]  But hey, remember, they said all the Florida Spring Breakers would die.
[02:27:31.201 --> 02:27:32.141]  Nobody died.
[02:27:32.141 --> 02:27:35.463]  They said all the people on the Lake of the Ozarks would die.
[02:27:35.463 --> 02:27:36.363]  Nobody died.
[02:27:36.363 --> 02:27:40.666]  They said all the people at the Sturgis Biker Bar concert series would die.
[02:27:40.666 --> 02:27:41.646]  Nobody died.
[02:27:41.646 --> 02:27:47.249]  They said all the people that showed up to the InfoWars rallies to fight back against this medical tyranny would die.
[02:27:47.249 --> 02:27:48.670]  Nobody died.
[02:27:48.670 --> 02:27:49.530]  Nobody got sick.
[02:27:49.530 --> 02:27:51.471]  It's all fake, ladies and gentlemen.
[02:27:51.471 --> 02:27:52.492]  It's all fake.
[02:27:52.492 --> 02:27:54.893]  But that doesn't stop them from making a big scene about it.
[02:27:56.152 --> 02:28:03.995]  But then today, you had the March on Washington.
[02:28:03.995 --> 02:28:08.636]  Tens of thousands of people showed up.
[02:28:08.636 --> 02:28:09.777]  The story from CNN.
[02:28:09.777 --> 02:28:12.638]  Activists gather for another March on Washington.
[02:28:12.638 --> 02:28:13.738]  And again, it's the same thing.
[02:28:13.738 --> 02:28:15.259]  Oh, black people are all victims.
[02:28:15.259 --> 02:28:17.339]  It's worse now for black people than it's ever been.
[02:28:17.339 --> 02:28:18.320]  Trump's a racist.
[02:28:18.320 --> 02:28:20.500]  You know, the same bull crap.
[02:28:20.500 --> 02:28:21.461]  I would really like to know.
[02:28:23.467 --> 02:28:29.112]  Name one country where it's better for a black person to live than America.
[02:28:29.112 --> 02:28:30.313]  And again, it's not about black.
[02:28:30.313 --> 02:28:35.677]  I mean, name one place where it's better for a white person to live.
[02:28:35.677 --> 02:28:41.742]  So, the tens of thousands, though, gathered for the March on Washington.
[02:28:41.742 --> 02:28:52.891]  No social distancing, no masks, no complaints from CNN, no reports from Jake Tapper, no tweets from Brian Stelter,
[02:28:54.065 --> 02:28:55.465]  Nothing at all.
[02:28:55.465 --> 02:28:58.946]  See, because it's okay for them, it's not okay for you.
[02:28:58.946 --> 02:29:00.366]  They want to make you a slave.
[02:29:00.366 --> 02:29:02.207]  See, here's the thing.
[02:29:02.207 --> 02:29:07.088]  Conservatives, American patriots, Trump supporters, whatever you want to say, they're not slaves yet.
[02:29:07.088 --> 02:29:08.728]  They're not political slaves yet.
[02:29:08.728 --> 02:29:13.829]  The Democrat voter, the liberal progressive, the liberal activist, they're already slaves.
[02:29:13.829 --> 02:29:16.450]  So CNN doesn't need to tell them to wear masks.
[02:29:16.450 --> 02:29:18.550]  CNN doesn't need to tell them to socially distance.
[02:29:18.550 --> 02:29:20.330]  They know they already have them under thumb.
[02:29:20.330 --> 02:29:21.591]  They're already their slaves.
[02:29:21.591 --> 02:29:23.031]  They're already their brainwashed pawns.
[02:29:26.124 --> 02:29:31.629]  As there's Al Sharpton, one of the biggest crooks in US history up there, speaking.
[02:29:31.629 --> 02:29:32.831]  Get off our necks!
[02:29:32.831 --> 02:29:36.254]  George Floyd died from a drug overdose.
[02:29:36.254 --> 02:29:39.597]  George Floyd was a drug addict and a criminal.
[02:29:39.597 --> 02:29:44.262]  George Floyd, we saw the transcripts, was resisting arrest and asked to be put on the ground.
[02:29:45.492 --> 02:29:46.552]  And guess what?
[02:29:46.552 --> 02:29:51.914]  When they released the police tapes from the Jacob Baker shooting, you know what you're gonna find out?
[02:29:51.914 --> 02:29:57.536]  He was directly threatening police officers, he had a knife on him, and he was going for a gun, and he resisted arrest.
[02:29:57.536 --> 02:30:04.258]  And by the way, his girlfriend called the cops on him because he had a B&E and was threatening them too.
[02:30:04.258 --> 02:30:08.999]  A criminal!
[02:30:08.999 --> 02:30:11.180]  Had charges of sexual abuse to a minor.
[02:30:11.180 --> 02:30:12.160]  They don't care!
[02:30:14.602 --> 02:30:19.785]  They don't care?
[02:30:19.785 --> 02:30:21.926]  So it's just all a fraud.
[02:30:21.926 --> 02:30:29.010]  But again, the thousands of people on the streets last night, rioting and harassing people and terrorizing D.C.
[02:30:29.010 --> 02:30:30.470]  Oh, social distancing for them?
[02:30:30.470 --> 02:30:31.471]  No comment.
[02:30:31.471 --> 02:30:32.652]  Oh, masks for them?
[02:30:32.652 --> 02:30:33.532]  No comment.
[02:30:33.532 --> 02:30:38.234]  But oh, that peaceful, beautiful display at the RNC with Trump.
[02:30:38.234 --> 02:30:39.815]  They should be wearing masks!
[02:30:39.815 --> 02:30:41.116]  They should be social distancing!
[02:30:41.116 --> 02:30:42.777]  They shouldn't be allowed to have this event!
[02:30:46.118 --> 02:30:52.600]  You want to know what happens when the media lies to you?
[02:30:52.600 --> 02:30:54.500]  Story from PJ Media.
[02:30:54.500 --> 02:31:01.482]  Black man stabbed random white AutoZone employee in the neck after watching police shooting videos.
[02:31:01.482 --> 02:31:06.483]  Now again, I went through the list and we have the numbers.
[02:31:06.483 --> 02:31:09.124]  More white people are killed by police than black people every year.
[02:31:09.124 --> 02:31:12.505]  More unarmed white people are killed by police than black people every year.
[02:31:12.505 --> 02:31:13.465]  The media never covers it.
[02:31:14.622 --> 02:31:41.293]  And so when you're a brainwashed leftist moron, and you take the television as gospel, and they intentionally show George Floyd for 500 hours, they intentionally show Jacob Blake for 500 hours, to get you hopped up, to get you riled up, they don't tell you the story, they hit you with that imagery, they hit you with that video, they propagandize you, and then you get hopped up and enraged, and you say, oh, I'm gonna go kill Whitey!
[02:31:41.293 --> 02:31:41.893]  And then they do it.
[02:31:43.643 --> 02:31:58.875]  You know, if we lived in a just land, anyone from CNN or MSNBC or the Democrat Party or anywhere at all, Hollywood, whatever you want to say, who has been involved in agitating and inciting this violence would be in jail.
[02:31:58.875 --> 02:32:00.496]  Now see, we don't live in a
[02:32:03.396 --> 02:32:04.677]  Authoritarian regime.
[02:32:04.677 --> 02:32:06.378]  If we did, that would be the case.
[02:32:06.378 --> 02:32:09.260]  You would never hear or see Brian Stelter again.
[02:32:09.260 --> 02:32:11.922]  You'd never see or hear Nancy Pelosi again.
[02:32:11.922 --> 02:32:15.685]  You'd never see or hear Jake Tapper or Don Lemon again.
[02:32:15.685 --> 02:32:17.307]  You'd never see or hear Al Sharpton.
[02:32:17.307 --> 02:32:18.968]  You'd never see or hear from any of these people.
[02:32:18.968 --> 02:32:22.330]  And quite frankly, we'd be 100,000 times better off.
[02:32:22.330 --> 02:32:29.976]  If you got rid of all the leftists in this country, all the brainwashed liberals... I don't like saying all liberals, because I have friends that are liberals.
[02:32:29.976 --> 02:32:31.337]  They're good people.
[02:32:31.337 --> 02:32:32.158]  They don't have hate in their heart.
[02:32:33.476 --> 02:32:44.272]  But when you talk about the brainwashing leftists on TV and in the Democrat Party, if you got rid of all of them, do you realize how great this country would be?
[02:32:44.272 --> 02:32:48.318]  And, I'm not even kidding, I got emotional last night because this happens to me all the time.
[02:32:49.753 --> 02:33:08.141]  When you realize how much these people have stopped humanity from actually progressing, when you realize how much these people have actually stopped us from coming together and building a better future, when you realize how sick and evil and twisted it really is, it breaks your heart.
[02:33:08.141 --> 02:33:10.042]  I mean, folks, we would already be on Mars.
[02:33:10.042 --> 02:33:13.904]  We'd already be whatever, conquering Mount Everest.
[02:33:13.904 --> 02:33:16.045]  I mean, literally, we could do anything.
[02:33:16.045 --> 02:33:18.286]  We could do anything if we could come together.
[02:33:19.502 --> 02:33:23.023]  But some people are just evil.
[02:33:23.023 --> 02:33:25.584]  Some people just want to watch the world burn.
[02:33:25.584 --> 02:33:27.065]  Some people are just filled with hate.
[02:33:27.065 --> 02:33:29.706]  Some people have given their lives to Satan.
[02:33:29.706 --> 02:33:34.388]  But let me tell you, the day is coming and people are going to make the choice.
[02:33:34.388 --> 02:33:43.772]  You side with the evil Satanists on CNN and MSNBC and the Democrat Party, or you side with yourself and your own future and your own freedom.
[02:33:45.185 --> 02:33:49.891]  I've talked to the EMS and I've talked to the medical doctors, and what makes you nauseated, it's not just the smell of piss.
[02:33:49.891 --> 02:33:53.456]  What we call the smell of bum piss, that has that sweet nauseating smell.
[02:33:53.456 --> 02:33:58.782]  I wouldn't say sweet, you know, it does have a sweet, sweet stench, makes me want to throw up like rotten meat.
[02:33:58.782 --> 02:34:00.625]  It is, it is the crap of dust mites.
[02:34:00.945 --> 02:34:05.448]  Have you noticed the stench of bum piss in your leftist-run neighborhoods?
[02:34:05.448 --> 02:34:12.213]  The crap of dust mites in bum piss is a real thing, and InfoWars Store has the solution.
[02:34:12.213 --> 02:34:24.663]  InfoWars has created the most powerful herbal lung cleanse and respiratory support product on the market, with over a thousand types of mold and mildew, toxic chemicals, and yes, dust mites.
[02:34:25.083 --> 02:34:38.771]  Our Lung Cleanse Plus, made with organic and wild cultivated herbs, is just what you need to survive the unprecedented surge of bum piss and other toxic substances in liberal leftist cities everywhere.
[02:34:38.771 --> 02:34:46.856]  Order the Infowars Life Lung Cleanse Plus supplement today at InfowarsStore.com.
