[00:00.000 --> 00:14.000]  🎵
[2:26:36.160 --> 2:26:41.840]  testing on apes this flicker rate so get ready to get put into an addictive trance and give your
[2:26:41.840 --> 2:26:49.120]  children those slave factory iPhones and let us into your minds because we're gonna tear you apart
[2:26:49.120 --> 2:26:56.640]  we're liberal oh we're so liberal liberal
[2:27:01.360 --> 2:27:08.880]  so we're going to come back and take your phone calls straight ahead but let me tell you something
[2:27:08.880 --> 2:27:20.720]  zuckerberg is no god he's a genetic psychopath there's nothing but a front man of old psychopaths
[2:27:20.720 --> 2:27:26.320]  and he's the he's what they think's the young and trendy oh look i'm trendy i'm zuckerberg
[2:27:28.240 --> 2:27:34.000]  that's all like bill gates was microsoft's young tech genius boy genius comes up with
[2:27:34.000 --> 2:27:43.840]  ibm's front company i'm the hybrid boy genius look at that that is total complete lower brain
[2:27:43.840 --> 2:27:52.800]  reptile psychopath weakling chicken neck coward nothing who believes you aren't his slave and
[2:27:52.800 --> 2:27:57.920]  who believes that he's gonna be able to politically run for office and use his huge censorship army
[2:27:57.920 --> 2:28:11.360]  to crush all opposition a little baby zuck zuck well we'll see how successful you are chicken
[2:28:11.360 --> 2:28:19.200]  net because all you're doing is initiating the countdown to the psychopaths end and to total
[2:28:19.200 --> 2:28:25.760]  oblivion of you and your kind thank you for opening the gate zuckerberg thank you for lowering the
[2:28:25.760 --> 2:28:33.840]  drawbridge now that which you wish to control will politically destroy you phone calls straight
[2:28:33.840 --> 2:28:39.840]  ahead on the other side i'm alex jones this is the fight against the parasite scum that would
[2:28:39.840 --> 2:28:46.800]  overturn god's plan this is the great march of victory the great contest against the tyrants
[2:28:46.800 --> 2:28:58.000]  in faux wars dot com it's not just our water we need to filter it's not just our food that needs
[2:28:58.000 --> 2:29:02.400]  to be cleaned it's the air we're breathing especially for our children the artificial
[2:29:02.400 --> 2:29:08.480]  particulates of the chemicals is absolutely weighing down our immune systems the same team
[2:29:08.480 --> 2:29:14.080]  based right here in america that brought you the alexa pure groundbreaking water filtration systems
[2:29:14.080 --> 2:29:19.440]  have now developed alexa pure breeze whether it's your home or office you owe it to yourself your
[2:29:19.440 --> 2:29:25.600]  co-workers your family your children do the best job you can to purify your air the elite are masters
[2:29:25.600 --> 2:29:31.040]  in poisoning our environment while themselves doing things that mitigate or avoid most toxic
[2:29:31.040 --> 2:29:37.120]  effects for themselves the general public doesn't the alexa pure breeze will be a steel at three hundred
[2:29:37.120 --> 2:29:42.320]  four and five hundred dollars one of these systems can keep 800 square feet incredibly clean this is
[2:29:42.320 --> 2:29:46.960]  a system i'm personally putting in throughout my house replacing older more expensive filters that
[2:29:46.960 --> 2:29:53.040]  didn't do as good a job find out why this system is so revolutionary today and in full war store dot com
[2:29:55.840 --> 2:30:01.520]  as most of you already know i am a voracious consumer of news and information and in the last
[2:30:01.520 --> 2:30:07.040]  four or five years doing more and more research i came across the fact that the elite establishment
[2:30:07.040 --> 2:30:12.640]  is fully aware of the fact that our ancient ancestors in many cases had much better nutrition
[2:30:12.640 --> 2:30:18.960]  than we do today and our ancient ancestors sought out the bones of the animals that they were hunting
[2:30:18.960 --> 2:30:25.120]  killing and then processing and so i set out to develop caveman but to not just have concentrated
[2:30:25.120 --> 2:30:32.640]  bone broth from chicken but seven other superfood ingredients known for cleansing and supercharging
[2:30:32.640 --> 2:30:38.160]  the body at the same time info wars isn't just fighting the globalist we're getting results
[2:30:38.160 --> 2:30:44.480]  and we're expanding in the face of the complete media assault and winning because of your support
[2:30:44.480 --> 2:30:50.000]  caveman is back in stock people absolutely love it so please secure your caveman today
[2:30:50.000 --> 2:30:55.280]  at info wars life dot com or by calling toll free triple a two five three three one three nine
[2:30:55.280 --> 2:31:03.040]  protect your skin with spf 30 sunscreen lotion by emricks essentials perfect for face and body
[2:31:03.040 --> 2:31:08.000]  this natural unscented sunscreen can be worn at all times of the day whenever you need sun
[2:31:08.000 --> 2:31:13.440]  protection we source ingredients from nature producing a product free of harmful chemicals
[2:31:13.440 --> 2:31:19.680]  and toxins this natural lotion contains 21 percent zinc oxide which is the largest particle
[2:31:19.680 --> 2:31:26.320]  size used and we do not use nanoparticles the larger the particle the safer it is for your body
[2:31:26.320 --> 2:31:32.240]  the organic oils help hydrate the skin leaving it nice and smooth the truly natural fragrance
[2:31:32.240 --> 2:31:37.440]  free sunscreen for the most sensitive skin emricks essentials wants you to enjoy the sun
[2:31:37.440 --> 2:31:43.520]  and strives to bring you organic products to enhance your life naturally protect your skin with spf
[2:31:43.520 --> 2:31:49.520]  30 sunscreen lotion by emricks essentials stop exposing yourself and your family to toxic ingredients
[2:31:49.520 --> 2:31:56.320]  visit info wars store dot com and learn more about the new spf 30 sunscreen lotion choose to take
[2:31:56.320 --> 2:32:03.360]  control of your chemistry with survival shield x2 and bio true selenium this powerful combo is
[2:32:03.360 --> 2:32:09.360]  perfect for supporting your thyroid and health bio true selenium's formula is far from synthetic
[2:32:09.360 --> 2:32:15.840]  and is made from a source of 100 percent organic mustard seed our super high quality nascent iodine
[2:32:15.840 --> 2:32:22.960]  is an essential mineral sourced of 99.99 percent ultra pure deep earth iodine crystals this essential
[2:32:22.960 --> 2:32:28.640]  mineral is necessary in order to produce thyroid hormones which influence every cell tissue and
[2:32:28.640 --> 2:32:33.680]  organ in the body with inadequate thyroid hormones you may experience slow metabolism
[2:32:33.680 --> 2:32:40.800]  lethargy weight gain and overall brain fog survival shield x2 and bio true selenium work
[2:32:40.800 --> 2:32:46.240]  together to support the systems in your body take control of your chemistry today with this
[2:32:46.240 --> 2:32:54.000]  super combo discover the power of survival shield x2 and bio true selenium at info wars life dot
[2:32:54.000 --> 2:33:12.160]  com you're listening to the alex jones show
[2:33:24.560 --> 2:33:30.480]  coming up we're going to air the video edited down because it's a long video of a lady and
[2:33:30.480 --> 2:33:35.520]  others going through the hotel at belogio saying they saw shell casings bullets and
[2:33:36.320 --> 2:33:40.080]  uh you know the police told that that they were under attack as well i mean this went on you can
[2:33:40.080 --> 2:33:44.720]  hear the shots coming from near the belogio we've already played those a bunch they're now admitting
[2:33:44.720 --> 2:33:49.680]  that he shot a security guard um six seven minutes before any of this happened they're changing their
[2:33:49.680 --> 2:33:55.680]  timeline now newsweek says it might have been ices i mean this is a lot of big developments uh on
[2:33:55.680 --> 2:34:01.840]  that front so we're going to go to melissa eric matt we're going to go to a b steven luke yoshi
[2:34:02.560 --> 2:34:08.960]  and many many others let's go to utah and let's talk to matt in utah matt you're on the air welcome
[2:34:08.960 --> 2:34:15.360]  having a good day matt
[2:34:16.720 --> 2:34:21.840]  yes absolutely go ahead you're on the air so uh you know i got the thinking about it you
[2:34:21.840 --> 2:34:26.800]  looked at all these other tests the dots over in europe and you always have days it's not weeks later
[2:34:26.800 --> 2:34:31.360]  they are making a rest why are we the fools here in the united states that aren't investigating
[2:34:31.360 --> 2:34:36.880]  anybody else you look at this girlfriend and that's it they're wanting us to settle on this one guy i
[2:34:36.880 --> 2:34:42.720]  don't think so man there's no way well that's because 90 of the justice department is still
[2:34:42.720 --> 2:34:49.200]  obama uh clinton holdovers and they're just blocking trump i appreciate your call we got
[2:34:49.200 --> 2:34:53.760]  some background noise there thanks man good point i mean we have the whole story's unraveled
[2:34:53.760 --> 2:34:57.600]  it's admitted he went to the mentally should submit it that he shot people beforehand it's
[2:34:57.600 --> 2:35:01.600]  admitted that other stuff was going on it's admitted uh that that he had people there three
[2:35:01.600 --> 2:35:06.320]  days before it's admitted there's a cover-up and they keep changing their story and we have the
[2:35:06.320 --> 2:35:10.240]  hostage rescue team source and we have all the military sources saying clearly it's multiple
