[00:00:01.000 --> 00:00:03.000]  InfoWars, tomorrow's news, today.
[01:58:54.920 --> 01:58:58.920]  Four books with Dr. Judy Majkowicz, four books with Project Veritas Whistleblowers,
[01:58:58.920 --> 01:59:00.920]  and now two books with Alex Jones?
[01:59:00.920 --> 01:59:04.920]  That's because I use BrainForce every day.
[01:59:04.920 --> 01:59:08.920]  What I always need is I always need some sort of boost in the morning.
[01:59:08.920 --> 01:59:12.920]  And so I try to exercise, eat well, take good vitamins.
[01:59:12.920 --> 01:59:17.920]  But the one thing that I have really found that makes a difference is BrainForce.
[01:59:17.920 --> 01:59:21.920]  I'll take BrainForce in the morning right before I go to my computer,
[01:59:21.920 --> 01:59:25.920]  and I'm good for the next four or five hours writing a whole lot of stuff.
[01:59:25.920 --> 01:59:31.920]  So it really is true that BrainForce is something I use every day, and it helps me with my writing.
[01:59:31.920 --> 01:59:32.920]  All right.
[01:59:32.920 --> 01:59:33.920]  We love you.
[01:59:33.920 --> 01:59:34.920]  We'll be right back.
[01:59:34.920 --> 01:59:38.920]  Get your BrainForce Plus, BrainForce Ultra, and TurboForce at Infowars.Store.com.
[01:59:38.920 --> 01:59:39.920]  We'll be right back with hour number two.
[01:59:42.920 --> 01:59:47.920]  ♪♪♪
[01:59:49.920 --> 01:59:56.920]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:59:58.920 --> 02:00:02.920]  ♪♪♪
[02:00:02.920 --> 02:00:14.920]  No adverse effects to the nose, throat, and sinuses.
[02:00:14.920 --> 02:00:19.920]  And it comes from a doctor who's been examining a group of Chesterfield smokers
[02:00:19.920 --> 02:00:26.920]  as part of a program supervised by a responsible, independent research laboratory.
[02:00:26.920 --> 02:00:31.920]  Now, after a full year and four months, the doctor reports again.
[02:00:34.920 --> 02:00:40.920]  No adverse effects to the nose, throat, or sinuses from smoking Chesterfields.
[02:00:40.920 --> 02:00:45.920]  A COVID-jabbed shill Peter Hotez attacks Alex Jones, claims he never took money from Big Pharma.
[02:00:45.920 --> 02:00:47.920]  Now, he's really jumped the shark on this one.
[02:00:47.920 --> 02:00:49.920]  He's playing a shell game.
[02:00:49.920 --> 02:00:51.920]  He says, I take money from Bill Gates and the NIH.
[02:00:51.920 --> 02:00:53.920]  Well, that's the top.
[02:00:53.920 --> 02:00:54.920]  They pay for policy.
[02:00:54.920 --> 02:01:00.920]  And then the research is done, the dummy research, that they've requested, the outcome they want.
[02:01:00.920 --> 02:01:07.920]  And then that is given back to Big Pharma that then produces the poison
[02:01:07.920 --> 02:01:11.920]  and is given liability protection by the NIH and by the federal government.
[02:01:11.920 --> 02:01:16.920]  And then the money travels back to Bill Gates and a few other big companies
[02:01:16.920 --> 02:01:17.920]  and his tax-free foundation.
[02:01:17.920 --> 02:01:19.920]  Then he pays no taxes.
[02:01:19.920 --> 02:01:24.920]  About 10 years ago, we got approached by a group at the New York Blood Center,
[02:01:24.920 --> 02:01:29.920]  led by Shibu Jiang and Lan Ying Du, that had a pretty good idea for coronavirus vaccines.
[02:01:29.920 --> 02:01:32.920]  And at the time, nobody cared about coronavirus vaccines.
[02:01:32.920 --> 02:01:34.920]  They were sort of orphaned.
[02:01:34.920 --> 02:01:36.920]  And so we adopted it.
[02:01:36.920 --> 02:01:39.920]  What about Big Pharma being tax-exempt?
[02:01:39.920 --> 02:01:42.920]  And that's really what's happening here, is that Bill Gates brags,
[02:01:42.920 --> 02:01:45.920]  oh, I get 20 to 1 return on my vaccine investment.
[02:01:45.920 --> 02:01:49.920]  You've invested $10 billion in vaccinations over the last two decades.
[02:01:49.920 --> 02:01:51.920]  And you figured out the return on investment for that.
[02:01:51.920 --> 02:01:52.920]  And it kind of stunned me.
[02:01:52.920 --> 02:01:53.920]  Can you walk us through the math?
[02:01:53.920 --> 02:01:57.920]  It's been $100 billion overall that the world's put in.
[02:01:57.920 --> 02:02:01.920]  Our foundation is a bit more than $10 billion.
[02:02:01.920 --> 02:02:04.920]  But we feel there's been over a 20 to 1 return.
[02:02:04.920 --> 02:02:10.920]  So if you just look at the economic benefits, that's a pretty strong number compared to anything else.
[02:02:10.920 --> 02:02:14.920]  Potez has a lot, when I say a lot of nerve,
[02:02:14.920 --> 02:02:23.920]  I mean, he has a lot of nerve to sit up there and tell the world that I am making this up.
[02:02:23.920 --> 02:02:26.920]  And what do you have to say to people who think they're vaccine injured?
[02:02:26.920 --> 02:02:28.920]  Anything for them?
[02:02:28.920 --> 02:02:32.920]  I mean, do you have anything to say to people that think?
[02:02:32.920 --> 02:02:35.920]  Do you have anything to say to people?
[02:02:35.920 --> 02:02:36.920]  Yeah.
[02:02:36.920 --> 02:02:39.920]  I mean, do you think vaccine injuries are real, Peter?
[02:02:39.920 --> 02:02:40.920]  Yeah, sure.
[02:02:40.920 --> 02:02:43.920]  He's worth $35 million on record.
[02:02:43.920 --> 02:02:45.920]  That's just what he shows on his taxes.
[02:02:45.920 --> 02:02:46.920]  $35 million.
[02:02:46.920 --> 02:02:50.920]  And the man is a pediatrician who runs a children's hospital.
[02:02:50.920 --> 02:02:52.920]  Think guinea pigs.
[02:02:52.920 --> 02:02:54.920]  And he thinks your children should be made to take the shots.
[02:02:54.920 --> 02:02:57.920]  It's all about mask compliance.
[02:02:57.920 --> 02:02:59.920]  That's going to be absolutely critical.
[02:02:59.920 --> 02:03:02.920]  Because if you don't have masks, remember, this virus aerosolizes.
[02:03:02.920 --> 02:03:04.920]  So even six feet is not enough.
[02:03:04.920 --> 02:03:07.920]  It can go 17, 18 feet, several meters.
[02:03:07.920 --> 02:03:10.920]  What we really have to do is have vaccine mandates in the schools.
[02:03:10.920 --> 02:03:16.920]  We should have a rule that anyone who walks into a school over the age of 12 has to be vaccinated.
[02:03:16.920 --> 02:03:19.920]  This is the nature of the anti-vaccine movement in this country.
[02:03:19.920 --> 02:03:26.920]  It's somehow married now to far right wing extremism and white nationalist group.
[02:03:26.920 --> 02:03:34.920]  Anyone who's unvaccinated and has been lucky enough to escape COVID, your luck is about to run out.
[02:03:34.920 --> 02:03:36.920]  And I call it anti-science aggression.
[02:03:36.920 --> 02:03:41.920]  Coming from Senator Rand Paul, Senator Johnson, members of the House of Representatives,
[02:03:41.920 --> 02:03:44.920]  in addition to those two senators, are killers.
[02:03:44.920 --> 02:03:50.920]  Starting to see now those same anti-vaccine messages that's coming out of the U.S.
[02:03:50.920 --> 02:03:53.920]  And now we're finding it in Africa and Latin America.
[02:03:53.920 --> 02:03:58.920]  And remember what the other reason we're seeing this is the Putin government has,
[02:03:58.920 --> 02:04:00.920]  this has been reported by U.S. and British intelligence,
[02:04:00.920 --> 02:04:05.920]  has been piling on with this whole systematic program of what's been called weaponized health communications
[02:04:05.920 --> 02:04:11.920]  trying to destabilize democracies with anti-vaccine, anti-science messages.
[02:04:11.920 --> 02:04:15.920]  The Biden administration has to realize that anti-science is a killer.
[02:04:15.920 --> 02:04:18.920]  Disinformation, it's not even just disinformation.
[02:04:18.920 --> 02:04:22.920]  This is an anti-science empire right now and we need homeland security.
[02:04:22.920 --> 02:04:23.920]  We need the Justice Department.
[02:04:23.920 --> 02:04:25.920]  We've really got to figure this out.
[02:04:25.920 --> 02:04:30.920]  And Health and Human Services will not be able to figure this out on their own.
[02:04:30.920 --> 02:04:31.920]  This is so criminal.
[02:04:31.920 --> 02:04:32.920]  This is so un-American.
[02:04:32.920 --> 02:04:33.920]  This is so evil.
[02:04:33.920 --> 02:04:36.920]  Plus everything they said the last three and a half years was a lie.
[02:04:36.920 --> 02:04:38.920]  These are epidemiologists.
[02:04:38.920 --> 02:04:39.920]  These are scientists.
[02:04:39.920 --> 02:04:40.920]  These are virologists.
[02:04:40.920 --> 02:04:42.920]  These are pathologists.
[02:04:42.920 --> 02:04:47.920]  They knew what they were doing, hurting the public and setting the precedent to weaponize Big Pharma
[02:04:47.920 --> 02:04:51.920]  and the media against the people and get away with murder.
[02:04:51.920 --> 02:04:55.920]  If you can get away with murder, you can then do whatever you want and you can play God.
[02:04:58.920 --> 02:05:02.920]  Infowarsstore.com is like a grocery store or like a vitamin shop.
[02:05:02.920 --> 02:05:04.920]  We want to have all the best brands for you.
[02:05:04.920 --> 02:05:06.920]  We want to have a bunch of different choices for you.
[02:05:06.920 --> 02:05:09.920]  So I get constant questions online and in person.
[02:05:09.920 --> 02:05:10.920]  Hey, what's better?
[02:05:10.920 --> 02:05:11.920]  Knockout.
[02:05:11.920 --> 02:05:12.920]  What's better?
[02:05:12.920 --> 02:05:13.920]  Down and out.
[02:05:13.920 --> 02:05:14.920]  What's better?
[02:05:14.920 --> 02:05:15.920]  Why do you sell two or three different sleep aids?
[02:05:15.920 --> 02:05:21.920]  And the answer is different herbal formulas, different compounds are better for different people.
[02:05:21.920 --> 02:05:23.920]  So one person might like this coffee.
[02:05:23.920 --> 02:05:25.920]  Another person likes that coffee.
[02:05:25.920 --> 02:05:26.920]  That's how our bodies work.
[02:05:26.920 --> 02:05:27.920]  They're all very diverse.
[02:05:28.920 --> 02:05:33.920]  But we've been able to private label a national bestseller that's been sold for many years that people love
[02:05:33.920 --> 02:05:38.920]  and sold for a lower price under the name Infowars MD Good Night Sleep.
[02:05:38.920 --> 02:05:44.920]  This is a great formula full of amazing safe compounds to give you deeper, cleaner, restful sleep.
[02:05:44.920 --> 02:05:48.920]  And it's in stock available right now of 25% off out of the gates.
[02:05:48.920 --> 02:05:53.920]  So get your Infowars MD Good Night Sleep today at Infowarsstore.com.
[02:05:58.920 --> 02:06:17.920]  From the front lines of the information war, it's Alex Jones.
[02:06:23.920 --> 02:06:25.920]  Welcome back, ladies and gentlemen.
[02:06:25.920 --> 02:06:31.920]  Let's play a short clip before we go to our very special guest, Kyle Serafin, a high-level FBI whistleblower
[02:06:31.920 --> 02:06:38.920]  who's devastated much of the deep state's criminal operations so far and really helped trigger others to go public.
[02:06:38.920 --> 02:06:43.920]  The short clip of President Trump saying he will liberate America from these villains once and for all.
[02:06:43.920 --> 02:06:44.920]  Here it is.
[02:06:44.920 --> 02:06:45.920]  This is the final battle.
[02:06:45.920 --> 02:06:48.920]  With you at my side, we will demolish the deep state.
[02:06:48.920 --> 02:06:51.920]  We will expel the warmongers from our government.
[02:06:51.920 --> 02:06:53.920]  We will drive out the globalists.
[02:06:53.920 --> 02:06:57.920]  We will cast out the communists, Marxists and fascists.
[02:06:57.920 --> 02:07:02.920]  And we will throw off the sick political class that hates our country.
[02:07:02.920 --> 02:07:05.920]  We will rout the fake news media.
[02:07:05.920 --> 02:07:08.920]  And we will defeat crooked Joe Biden.
[02:07:08.920 --> 02:07:14.920]  We will liberate America from these villains once and for all.
[02:07:20.920 --> 02:07:22.920]  You know what's amazing about that?
[02:07:22.920 --> 02:07:24.920]  That is not rhetoric.
[02:07:24.920 --> 02:07:26.920]  And that's what I've been saying for years here.
[02:07:26.920 --> 02:07:30.920]  You have to admit how much trouble we're in if we have any hope of turning this around.
[02:07:30.920 --> 02:07:32.920]  And God's going to be at the heart of that.
[02:07:32.920 --> 02:07:33.920]  And the enemy knows that.
[02:07:33.920 --> 02:07:37.920]  That's why they're attacking God and churches and people getting together and saying,
[02:07:37.920 --> 02:07:41.920]  we're going to send Homeland Security to school board meetings if parents raise their voices.
[02:07:41.920 --> 02:07:46.920]  And it turned out Homeland Security prompted the teachers' union to do that.
[02:07:46.920 --> 02:07:48.920]  And this is so dangerous.
[02:07:48.920 --> 02:07:51.920]  And I've been familiar with his work for a while.
[02:07:51.920 --> 02:07:54.920]  He's one of the most prominent FBI whistleblowers.
[02:07:54.920 --> 02:07:58.920]  And I'm not going to read Kyle's whole bio, but it's a lot in the Air Force.
[02:07:58.920 --> 02:08:00.920]  And before that, he didn't enlist until he was 27.
[02:08:00.920 --> 02:08:03.920]  A lot of private sector success and work.
[02:08:03.920 --> 02:08:06.920]  He was in the real world first before he got into the crazy world.
[02:08:06.920 --> 02:08:10.920]  And then he just discovered what was going on, refused the COVID shot.
[02:08:10.920 --> 02:08:14.920]  It's all right here, exposed the illegal activities.
[02:08:14.920 --> 02:08:17.920]  I mean, look, it's too hard to go over it all myself.
[02:08:17.920 --> 02:08:19.920]  He's the expert. I'll get it wrong.
[02:08:19.920 --> 02:08:22.920]  But exposing the targeting of Christians and conservatives, particularly Catholics.
[02:08:22.920 --> 02:08:27.920]  Exposing them branding any political oppositionist terrorist.
[02:08:27.920 --> 02:08:29.920]  He's at the tip of the spear exposing that.
[02:08:29.920 --> 02:08:31.920]  Exposing the pipe bomb.
[02:08:31.920 --> 02:08:35.920]  Obviously being part of a drill and being an innate object.
