[00:00.000 --> 00:26.000]  You want to stop tyranny well so does he live from the infowars.com studios it's Alex Jones
[2:25:57.000 --> 2:26:06.000]  And then the Soros documents are how they're going to overthrow Israel and America inside with the Muslims.
[2:26:06.000 --> 2:26:11.000]  The most radical forms of Islam. That's the real battlescape.
[2:26:11.000 --> 2:26:17.000]  That's the real players. The corrupt Vatican hijacked by the globalist.
[2:26:17.000 --> 2:26:24.000]  The corrupt EU, Saudi Arabia, Wahhabism, allied with Hollywood, mainstream media.
[2:26:24.000 --> 2:26:29.000]  I said I'd go to your calls and I did in this segment. I'm a bad person.
[2:26:29.000 --> 2:26:31.000]  Who's been on the longest here? I'll get to one.
[2:26:31.000 --> 2:26:35.000]  David St. Louis, you're on the air. What do you think?
[2:26:35.000 --> 2:26:38.000]  Hey, Alex. First time caller. Appreciate it.
[2:26:38.000 --> 2:26:39.000]  Welcome.
[2:26:39.000 --> 2:26:44.000]  My take on everything is with the hotel shooting.
[2:26:44.000 --> 2:26:49.000]  I don't know. I've stayed in hotels before. I've heard people above me and I've heard people below me.
[2:26:49.000 --> 2:26:55.000]  Where are the other guests in the hotel? Why aren't they being spoken to by the media?
[2:26:55.000 --> 2:26:59.000]  The whole thing rakes. What do you think?
[2:26:59.000 --> 2:27:09.000]  I think it's all covered up. It's probably either Antifa, ISIS, CIA, maybe all of it together.
[2:27:09.000 --> 2:27:13.000]  And I don't think we'll ever know the truth, man. I doubt it.
[2:27:13.000 --> 2:27:18.000]  Well, I agree with you and what do you make of them having to back off now and have the hotel owner,
[2:27:18.000 --> 2:27:23.000]  everybody say, okay, we've changed the timeline and the hotel owner says no one's being told the truth.
[2:27:23.000 --> 2:27:28.000]  I mean, this is huge. This is like in the Associated Press, but notice it's not getting any coverage now.
[2:27:28.000 --> 2:27:35.000]  Exactly. I mean, everyday news that you watch when you wake up to have your coffee, neighborhood gets shut up or something.
[2:27:35.000 --> 2:27:41.000]  What do you see? You see eyewitnesses, you see people that hear everything going on and they're the ones being interviewed.
[2:27:41.000 --> 2:27:46.000]  You don't see that. They're shutting it up completely, man. They are.
[2:27:46.000 --> 2:27:52.000]  Well, that's, you know, before the 90s, when there was a terror attack, they cover it up, so it wouldn't give the terrorists what they wanted.
[2:27:52.000 --> 2:27:53.000]  And I just think...
[2:27:53.000 --> 2:27:55.000]  Well, this brother can't do that now.
[2:27:55.000 --> 2:27:56.000]  Exactly.
[2:27:56.000 --> 2:28:01.000]  You and I have the capable means to show the world what the truth is.
[2:28:01.000 --> 2:28:06.000]  So what are they going to do now, Dave, as this all comes out?
[2:28:06.000 --> 2:28:10.000]  They're going to divert attention to something else. They always will.
[2:28:10.000 --> 2:28:14.000]  Like Weinstein. Like, like, like Weinstein.
[2:28:14.000 --> 2:28:15.000]  Exactly.
[2:28:15.000 --> 2:28:18.000]  And Trump's calm before the storm.
[2:28:18.000 --> 2:28:29.000]  You know, it's all covered up. And on the idea of him being radical, I can tell you firsthand, you need to look at the prisons in the United States.
[2:28:29.000 --> 2:28:34.000]  I was in it for two and a half years. I watched people get converted over to Islam.
[2:28:34.000 --> 2:28:40.000]  They push it on them because they know they're going to get out and do the same damn thing over again.
[2:28:40.000 --> 2:28:45.000]  Absolutely. Yeah, that's what the prisons are, is giant Islamic recruitment centers.
[2:28:45.000 --> 2:28:47.000]  Thank you so much, Dave. Great points.
[2:28:47.000 --> 2:29:05.000]  And Kelly Jesse, I'm going to write to you on the other side. We'll be right back on Alex Jones.
[2:29:17.000 --> 2:29:22.000]  Whether it's your home or office, you owe it to yourself, your coworkers, your family, your children.
[2:29:22.000 --> 2:29:24.000]  Do the best job you can to purify your air.
[2:29:24.000 --> 2:29:32.000]  The elite are masters at poisoning our environment while themselves doing things that mitigate or avoid most toxic effects for themselves.
[2:29:32.000 --> 2:29:34.000]  The general public doesn't.
[2:29:34.000 --> 2:29:38.000]  The Alexa Pure Breeze would be a steal at $300, $400, $500.
[2:29:38.000 --> 2:29:42.000]  One of these systems can keep 800 square feet incredibly clean.
[2:29:42.000 --> 2:29:49.000]  This is a system I'm personally putting in throughout my house replacing older, more expensive filters that didn't do as good a job.
[2:29:49.000 --> 2:29:56.000]  Find out why this system is so revolutionary today and then FullWarStore.com.
[2:29:56.000 --> 2:30:01.000]  As most of you already know, I am a voracious consumer of news and information.
[2:30:01.000 --> 2:30:09.000]  And in the last four or five years doing more and more research, I came across the fact that the elite establishment is fully aware of the fact
[2:30:09.000 --> 2:30:14.000]  that our ancient ancestors, in many cases, had much better nutrition than we do today.
[2:30:14.000 --> 2:30:21.000]  And our ancient ancestors sought out the bones of the animals that they were hunting, killing, and then processing.
[2:30:21.000 --> 2:30:27.000]  And so I set out to develop Caveman, but to not just have concentrated bone broth from chicken,
[2:30:27.000 --> 2:30:34.000]  but seven other superfood ingredients known for cleansing and supercharging the body at the same time.
[2:30:34.000 --> 2:30:42.000]  Info Wars isn't just fighting the globalist. We're getting results and we're expanding in the face of the complete media assault
[2:30:42.000 --> 2:30:48.000]  and winning because of your support. Caveman is back in stock. People absolutely love it.
[2:30:48.000 --> 2:30:56.000]  So please secure your Caveman today at infowarslife.com or by calling toll-free, AAA-253-3139.
[2:30:56.000 --> 2:31:01.000]  You deserve a deep restful sleep with knockout by Info Wars Life.
[2:31:01.000 --> 2:31:12.000]  Our organic formula is made from high-quality natural ingredients such as Valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[2:31:12.000 --> 2:31:17.000]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[2:31:17.000 --> 2:31:25.000]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[2:31:25.000 --> 2:31:33.000]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[2:31:33.000 --> 2:31:43.000]  Wake up refreshed and take on the day. Info Wars Life wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[2:31:43.000 --> 2:31:47.000]  Get the sleep you deserve and experience the power of knockout.
[2:31:47.000 --> 2:31:55.000]  Head on over to infowarslife.com and say goodbye to fatigue. That's infowarslife.com.
[2:32:17.000 --> 2:32:30.000]  This essential mineral, sourced of 99.99% ultra-pure, deep-earth iodine crystals, this essential mineral is necessary in order to produce thyroid hormones which influence every cell, tissue, and organ in the body.
[2:32:30.000 --> 2:32:37.000]  With inadequate thyroid hormones, you may experience slow metabolism, lethargy, weight gain, and overall brain fog.
[2:32:37.000 --> 2:32:43.000]  Survival Shield X2 and BioTrue Selenium work together to support the systems in your body.
[2:32:43.000 --> 2:32:55.000]  Take control of your chemistry today with this super combo. Discover the power of Survival Shield X2 and BioTrue Selenium at infowarslife.com.
[2:33:13.000 --> 2:33:18.000]  It's Alex Jones.
[2:33:44.000 --> 2:33:51.000]  Look, his only crime so far in Hollywood is that he wasn't raping small children.
[2:33:51.000 --> 2:33:56.000]  But don't think for a moment that that isn't going to come out.
[2:33:56.000 --> 2:34:09.000]  Because in the sociopath, psychopath, elite maggot class, you don't even get entrance or entree into what they're doing unless you want to prey on the innocence.
[2:34:09.000 --> 2:34:16.000]  And there is a global revolution against that, the tide of people waking up is coming in.
[2:34:16.000 --> 2:34:25.000]  Because there's a lot of lazy people in the world, but there's also a lot of sociopaths and psychopaths that like to feed on people or just don't care.
[2:34:25.000 --> 2:34:34.000]  And then there's folks that do care, they get manipulated by the psychopaths and sociopaths using news to make us guilty and do what they say.
[2:34:34.000 --> 2:34:47.000]  But as people that do have conscience wake up, as that unfolds, the enemy begins to go into full panic.
[2:34:47.000 --> 2:34:50.000]  What was that? You guys put amazing stuff on screen all the time.
[2:34:50.000 --> 2:34:55.000]  They put a news article up about the pedophile that Hollywood embraces a director.
[2:34:55.000 --> 2:34:59.000]  I didn't know that, but put that back up for me, please.
[2:34:59.000 --> 2:35:10.000]  Looks like John Wayne Gacy, but it's not. The pedophile director embraced by Hollywood.
[2:35:10.000 --> 2:35:22.000]  That's The Daily Beast, and then let's read about it. Filmmaker Victor Salva was convicted of raping a 12-year-old boy, but his new film, Jeepers Creepers 3, is now playing in theaters.
[2:35:22.000 --> 2:35:24.000]  Why is Hollywood given the monster of pass?
[2:35:24.000 --> 2:35:27.000]  Well, what does The Daily Beast give Hillary Clinton a pass?
[2:35:27.000 --> 2:35:30.000]  But see, now they're starting to report on it.
[2:35:30.000 --> 2:35:36.000]  Yeah, that's just this month, just a few days ago, because they understand the tides turned.
[2:35:36.000 --> 2:35:40.000]  Salons even pulled down all their pro-pedophile articles.
[2:35:40.000 --> 2:35:42.000]  Yeah, that was this month.
[2:35:42.000 --> 2:35:50.000]  They had articles up there with men, with videos of five-year-old girls dancing in front of them, talking about it's okay if they want to have sex with them.
[2:35:50.000 --> 2:35:58.000]  I mean, imagine the warped evil, but again, they went too far. See, let's go to your phone calls.
[2:35:58.000 --> 2:36:02.000]  Let me see, Andy's been holding the longest, and Kelly, Sean, Jesse, and others.
[2:36:02.000 --> 2:36:06.000]  Andy and Indiana, you're on the air. Thank you for holding. Go ahead.
[2:36:06.000 --> 2:36:08.000]  Thanks for taking my phone call, Alex.
[2:36:08.000 --> 2:36:10.000]  Thank you.
[2:36:10.000 --> 2:36:18.000]  I wanted to let you know you were such a breath of fresh air when it comes to any type of media people could listen to today.
[2:36:18.000 --> 2:36:21.000]  Well, I'm just like you. I'm a regular guy that has a show, bro.
[2:36:21.000 --> 2:36:25.000]  We're just here looking at a pile of pedophile scum in Hollywood and saying we're done.
[2:36:25.000 --> 2:36:27.000]  A bunch of steroid head spoiled brats.
[2:36:27.000 --> 2:36:32.000]  SKW is fun about Hollywood and the NFL saying they hate everybody, so we hate them too.
[2:36:32.000 --> 2:36:39.000]  I mean, it's all just basically that we started pulling away from them, so they're freaking out trying to bully us back into submission.
[2:36:39.000 --> 2:36:40.000]  Go ahead.
[2:36:40.000 --> 2:36:47.000]  Can't agree with you more. I just want to tell you, I started listening back in February when you were on the Joe Rogan podcast.
[2:36:47.000 --> 2:36:56.000]  And I've been a listener ever since. And I think that's important because the first time I heard you, you were uncensored, unfiltered.
[2:36:56.000 --> 2:37:01.000]  And I really got to know that you have sources. You say it as it is.
[2:37:01.000 --> 2:37:10.000]  And to be honest, being able to get out of more platforms like that, I think is only going to help grow the info war because I'm an average American, right?
[2:37:10.000 --> 2:37:12.000]  I'm a mid-20s smart guy.
[2:37:12.000 --> 2:37:18.000]  When I hear you, I'm really connected with you. And I want to talk about something else.
[2:37:18.000 --> 2:37:26.000]  I don't know if you guys just saw in the Drudge Report that there is a pharmacist that delivers drugs directly to congressmen and women.
