[00:00:01.596 --> 00:00:02.618]  It's official.
[02:14:53.208 --> 02:14:54.209]  I mean, that's what it was all about.
[02:14:54.229 --> 02:14:55.290]  Well, they don't want to make noise.
[02:14:55.310 --> 02:14:55.970]  They got to stab you.
[02:14:55.990 --> 02:14:56.770]  That's why they got swords.
[02:14:59.072 --> 02:14:59.853]  That's incredible.
[02:15:01.194 --> 02:15:04.897]  Well, what I want to say is this, though, and again, I'm just giving people... This is war.
[02:15:04.917 --> 02:15:11.222]  I mean, this is why, you know, we see movies about war and we go, look, it looks like war because that's movies copying war.
[02:15:11.282 --> 02:15:11.863]  This is war.
[02:15:12.263 --> 02:15:12.884]  Straight up war.
[02:15:12.924 --> 02:15:14.285]  This is weaponized migration.
[02:15:14.345 --> 02:15:15.266]  We are being replaced.
[02:15:15.386 --> 02:15:19.249]  What I want to say is this, though, for anybody out there,
[02:15:19.349 --> 02:15:25.332]  You know, maybe, maybe you go and you're going to take this, the information from this broadcast and you're going to say, wow, I learned some incredible stuff.
[02:15:25.372 --> 02:15:26.452]  We actually are being invaded.
[02:15:26.712 --> 02:15:27.593]  We got to do something about this.
[02:15:27.613 --> 02:15:30.154]  And then somebody is going to come back and they're going to say, well, what do you mean, man?
[02:15:30.194 --> 02:15:31.834]  It's a humanitarian operation.
[02:15:31.874 --> 02:15:36.737]  That's why they're giving them these maps and instructions and sending them up here because they're coming from horrible countries.
[02:15:36.857 --> 02:15:37.157]  Okay.
[02:15:38.017 --> 02:15:38.757]  That's what you want to believe.
[02:15:39.057 --> 02:15:41.078]  So, I would ask this question.
[02:15:41.158 --> 02:15:55.262]  Why on earth, if this was a humanitarian operation, would the United Nations send these people to parts of, I mean, honestly, all of Central America, but certainly Mexico definitively, that are all controlled by these different cartel organizations, which are literally terrorist groups.
[02:15:55.282 --> 02:15:59.504]  I mean, these are narco-terrorists that put out videos of them chopping off enemy cartel members' heads.
[02:15:59.784 --> 02:16:01.324]  I mean, they're as brutal as ISIS, right?
[02:16:01.364 --> 02:16:02.905]  But we're not going to do anything about them, of course.
[02:16:04.005 --> 02:16:10.571]  Well, if this was humanitarian, why would we send them into the arms of these cartel groups that I, you know, have definitively encountered?
[02:16:10.951 --> 02:16:11.531]  Brutal people.
[02:16:11.551 --> 02:16:18.998]  Hey guys, type in Amnesty International, 80, I think it's 88%, 80% of women and girls raped on way to the U.S.
[02:16:19.038 --> 02:16:19.318]  border.
[02:16:19.939 --> 02:16:24.562]  If it's like 10 years old, just click web and type Amnesty International, 80% of
[02:16:27.825 --> 02:16:28.905]  Migrant women raped.
[02:16:29.206 --> 02:16:29.886]  Just pull that up.
[02:16:30.046 --> 02:16:30.266]  Go ahead.
[02:16:30.366 --> 02:16:30.686]  Keep going.
[02:16:31.166 --> 02:16:34.247]  And so the point is, when I say all this, the point is it's not humanitarian.
[02:16:34.307 --> 02:16:35.548]  These people are being used as pawns.
[02:16:35.568 --> 02:16:36.308]  I'm going to give you a look.
[02:16:36.328 --> 02:16:36.408]  Move.
[02:16:36.428 --> 02:16:36.668]  See it?
[02:16:36.748 --> 02:16:36.908]  Look.
[02:16:37.728 --> 02:16:38.448]  There it is right there.
[02:16:39.189 --> 02:16:40.489]  Yeah, I mean, I believe it.
[02:16:40.989 --> 02:16:47.051]  I've had women, I've talked to women and interviewed them and even just talked to them personally when I didn't feel it was appropriate to put a camera in their face.
[02:16:47.071 --> 02:16:48.592]  You don't always want to do that.
[02:16:49.012 --> 02:16:53.833]  And who just openly told me like, you know, yeah, I was raped by, you know, a group of men in the jungle.
[02:16:54.274 --> 02:16:54.414]  Right?
[02:16:56.014 --> 02:17:03.783]  Horrible stuff it's it's like hell on earth, but let me show you this dead bodies dead bodies the route that we took there are dead bodies We didn't see any a lot of times.
[02:17:03.803 --> 02:17:07.146]  They just get washed downriver But that you know the Colombian route.
[02:17:07.166 --> 02:17:16.256]  You'll see them all over the place because it's a much longer route I want to show somebody there is show people what's going on here, so this is the same This is the back of that Red Cross map
[02:17:16.897 --> 02:17:18.238]  We were just talking about the Beast Train.
[02:17:18.778 --> 02:17:25.321]  Again, just to prove this is not humanitarian, they literally talk about here, they encourage people to ride on top of freight trains.
[02:17:25.361 --> 02:17:34.104]  It says, avoid getting onto a freight train or vehicle if you have not eaten or rested or if you are under the influence of alcohol, drugs, or medication that can make you drowsy.
[02:17:34.124 --> 02:17:36.245]  It's not saying don't do this under any circumstances.
[02:17:36.545 --> 02:17:39.407]  Just make sure that you're not on drugs or you haven't had too many beers.
[02:17:40.487 --> 02:17:42.068]  If you go to sleep, you could fall.
[02:17:42.728 --> 02:17:45.889]  Take it in turns with your travel companions to rest and watch each other.
[02:17:45.909 --> 02:17:48.809]  I mean, this is just so ridiculous that they're telling people to do this, right?
[02:17:49.249 --> 02:17:50.189]  They're being used as pawns.
[02:17:51.550 --> 02:17:57.011]  I mean, you know, I almost want to take a step back, but I know we're limited.
[02:17:57.031 --> 02:18:01.832]  The only reason globalists care, we got plenty of time, is they want to sign them up for welfare and milk them.
[02:18:02.412 --> 02:18:03.272]  They don't care about them.
[02:18:03.292 --> 02:18:04.892]  They just want to stay alive, get up here.
[02:18:04.912 --> 02:18:05.672]  You don't have to take the shot.
[02:18:05.692 --> 02:18:06.713]  That's for the Americans.
[02:18:06.733 --> 02:18:07.233]  We're killing them.
[02:18:07.273 --> 02:18:08.213]  Don't worry, we're replacing them.
[02:18:08.313 --> 02:18:08.493]  Yeah.
[02:18:09.173 --> 02:18:28.194]  Yeah, it's truly horrifying, you know, once you actually take down the smoke screen in your mind, and you really grapple with the question, which is, any government that would do this to us, that would allow 10 million of these people that are desperate, that aren't, you know, necessarily contributing anything to our country, some of them may be okay, but most of them... But it's all organized by the State Department and the government.
[02:18:28.214 --> 02:18:28.574]  The U.S.
[02:18:28.614 --> 02:18:29.235]  government runs this.
[02:18:29.595 --> 02:18:31.656]  But everybody at home, grapple with that question.
[02:18:31.716 --> 02:18:36.157]  Ask yourself, what is the endgame of any government that would allow this to take place and do this to us?
[02:18:36.837 --> 02:18:37.757]  Total lawlessness.
[02:18:37.837 --> 02:18:38.677]  Total lawlessness.
[02:18:38.917 --> 02:18:39.397]  Anarchy.
[02:18:39.477 --> 02:18:43.258]  And then from that anarchy, we can get a totalitarian state built on top of it.
[02:18:43.638 --> 02:18:44.378]  That's what's going on.
[02:18:45.299 --> 02:18:46.479]  I almost feel... You want to take a step back?
[02:18:46.519 --> 02:18:46.739]  Go ahead.
[02:18:46.899 --> 02:18:47.259]  Yeah, yeah.
[02:18:47.499 --> 02:18:52.820]  I mean, it's sad because I almost feel like I'm standing and just reporting on a house burning down.
[02:18:52.840 --> 02:18:53.300]  No, I agree.
[02:18:53.340 --> 02:18:53.740]  You feel guilty.
[02:18:53.761 --> 02:18:55.481]  Even though you're trying to stop it, it's like...
[02:18:56.061 --> 02:18:57.022]  You're reporting on it.
[02:18:57.062 --> 02:18:57.562]  It's like hard.
[02:18:57.582 --> 02:18:58.563]  I have that same feeling.
[02:18:58.603 --> 02:19:00.605]  Yeah, and it's like, it's like here I am with the microphone.
[02:19:00.625 --> 02:19:01.105]  There's the house.
[02:19:01.326 --> 02:19:02.286]  Oh, there goes the balcony.
[02:19:02.407 --> 02:19:03.728]  It's like, oh, the roof just imploded.
[02:19:03.768 --> 02:19:05.249]  And it's like, but nothing's happening.
[02:19:05.269 --> 02:19:06.330]  It's like the fire department isn't here.
[02:19:06.350 --> 02:19:09.773]  And I'm just saying how bad the destruction of this house is, but I can't do anything about it.
[02:19:09.813 --> 02:19:15.338]  It's actually very sad and kind of overwhelming at times, but we can't get, uh, you know, we have to also feel blessed that we're in the driver's seat.
[02:19:15.358 --> 02:19:17.480]  We could hopefully affect some change and turn the ship around.
[02:19:17.860 --> 02:19:19.802]  So in that aspect, we should feel blessed.
[02:19:20.962 --> 02:19:29.324]  Let me say this, so let me take it back to the route, because I want people to understand and walk away from this, understanding kind of the Daring Gap a little bit more and what's going on there.
[02:19:29.344 --> 02:19:35.125]  So, the Daring Gap, I'm sure your audience is well aware of what it is, but I know you've got a lot of new listeners now, so let me just explain this.
[02:19:35.165 --> 02:19:37.745]  This is the strip of land that connects North and South America.
[02:19:38.045 --> 02:19:39.006]  It's lawless jungle.
[02:19:39.106 --> 02:19:41.046]  It was designed like that for a reason.
[02:19:41.066 --> 02:19:45.267]  There's a reason why they didn't take Highway 1, which runs from Alaska all the way down to the southern tip of Panama.
[02:19:46.047 --> 02:19:49.791]  There's a reason why they didn't take that all the way through into South America.
[02:19:49.871 --> 02:19:51.973]  It was designed basically to be a buffer zone if there's an outbreak.
[02:19:51.993 --> 02:19:54.736]  Because Central and South America have had so many wars, disease.
[02:19:54.916 --> 02:19:55.357]  Exactly.
[02:19:55.497 --> 02:19:57.079]  Wars, disease, movement of people.
[02:19:57.119 --> 02:20:02.865]  You could easily chop off any such, you know, issues basically and keep it sequestered either to North America.
[02:20:02.905 --> 02:20:05.207]  America's a lot safer because we have the Pacific and Atlantic Ocean.
[02:20:05.347 --> 02:20:05.707]  That's true.
[02:20:06.008 --> 02:20:06.948]  That's absolutely true.
[02:20:07.208 --> 02:20:10.470]  But so the point is, this was designed as Lawless Jungle for a reason.
[02:20:10.531 --> 02:20:12.772]  So we don't want a mega highway going through here.
[02:20:12.792 --> 02:20:17.995]  But what's happened since the border's been opened up is this has turned into a mass illegal alien highway.
[02:20:18.576 --> 02:20:22.599]  And so everybody's just basically marching through here, thousands per day, all the way up to the United States.
[02:20:22.659 --> 02:20:26.141]  Now, I want people to understand, there are these, there's different routes.
[02:20:26.201 --> 02:20:27.722]  There's two that enter from Colombia.
[02:20:27.762 --> 02:20:35.107]  These are extremely long, three to five days, dead bodies everywhere, people getting raped, people getting robbed, coming out of the other end, you know, barely alive.
[02:20:35.607 --> 02:20:36.687]  Then there are other routes.
[02:20:36.807 --> 02:20:40.048]  Now, the route that I took, which is not even listed on this map here.
[02:20:40.688 --> 02:20:41.908]  It's not even listed on this map here.
[02:20:42.228 --> 02:20:44.589]  The route that I took was a more safe route.
[02:20:44.669 --> 02:20:46.589]  It's a route that's used by SIAs.
[02:20:47.010 --> 02:20:51.631]  Anybody that reads the literature behind this whole Southern Border Invasion will see that acronym used.
[02:20:51.911 --> 02:20:53.891]  That stands for Special Interest Alien.
[02:20:53.911 --> 02:20:55.991]  That includes people from China, for example.
[02:20:56.051 --> 02:20:58.392]  Wealthier people, but also the aid workers use it.
[02:20:59.512 --> 02:21:03.573]  Yes, I mean, this is also people that are coming from, you know, countries that have a history of sponsoring terrorist groups.
[02:21:03.753 --> 02:21:06.474]  I mean, dangerous people, possibly.
[02:21:07.034 --> 02:21:09.855]  Now, the route that I took, basically, is not one of these.
[02:21:10.075 --> 02:21:11.395]  It's used by wealthier aliens.
[02:21:11.415 --> 02:21:21.097]  The reason why it's used by wealthier aliens is because they need to get on a boat and get smuggled in the middle of the night into Panamanian territory and land somewhere up here, okay?
[02:21:21.617 --> 02:21:22.757]  And that's the route that we took.
