[00:00:05.214 --> 00:00:06.834]  Wednesday, October 12, 2016.
[02:11:47.175 --> 02:11:48.475]  I'm gonna search for the truth.
[02:11:48.475 --> 02:11:59.722]  And, you know, if it takes my life, oh well, you know, I'd rather die trying to find the truth of who I am than back home, you know, just doing other things.
[02:11:59.722 --> 02:12:05.545]  I'd rather be, you know, dying, you know, knowing the right thing, doing the right thing.
[02:12:07.448 --> 02:12:09.709]  Are you saying you're concerned about your safety?
[02:12:09.709 --> 02:12:11.330]  I mean, yes, it's been plenty of times.
[02:12:11.330 --> 02:12:14.072]  My safety, my kids' safety.
[02:12:14.072 --> 02:12:22.596]  I'm from Little Rock, Arkansas, and I'm raising my kids in High Springs, the boyhood home of Bill Clinton, where he was raised.
[02:12:22.596 --> 02:12:28.299]  So, yeah, I feel sometimes about my safety, but I won't stop.
[02:12:29.997 --> 02:12:32.258]  Danny Williams reported the son of Bill Clinton.
[02:12:32.258 --> 02:12:34.059]  I've been hearing this for 20 years.
[02:12:34.059 --> 02:12:36.120]  The witnesses, we've talked to the state police, you name it.
[02:12:36.120 --> 02:12:36.940]  I mean, this was 20 years ago.
[02:12:36.940 --> 02:12:37.901]  I was talking to his aunt.
[02:12:37.901 --> 02:12:38.901]  This isn't something new.
[02:12:38.901 --> 02:12:44.344]  It's coming up now because the Clintons are back again.
[02:12:44.344 --> 02:12:50.587]  Looking at this, again, why would Bill Clinton give you presents and give you money if you weren't his son?
[02:12:50.587 --> 02:12:52.287]  Right, why would he?
[02:12:52.287 --> 02:12:54.629]  You know, I mean, was he playing a little game?
[02:12:54.629 --> 02:12:57.610]  You know, to me, I feel that he was trying to be in my life.
[02:12:58.697 --> 02:13:01.257]  Well, it does seem he's the more human of the two.
[02:13:01.257 --> 02:13:03.658]  Right.
[02:13:03.658 --> 02:13:04.178]  Other points.
[02:13:04.178 --> 02:13:07.059]  I've got a lot of questions, but other points you think are important?
[02:13:07.059 --> 02:13:08.679]  Other points I think are important?
[02:13:08.679 --> 02:13:14.020]  I mean, you can look at me and see, you know, see the futures of him and me.
[02:13:14.020 --> 02:13:17.180]  So, that's a major important point, you know.
[02:13:17.180 --> 02:13:21.941]  I started my Facebook page two and a half years ago, and that's what I did.
[02:13:21.941 --> 02:13:23.602]  I put me beside him.
[02:13:23.602 --> 02:13:25.462]  I wanted people to know, look at us, you know.
[02:13:26.488 --> 02:13:30.009]  And I wanted, I wanted thoughts and feedback on what people thought, you know?
[02:13:30.009 --> 02:13:37.152]  And I take, I take the good and the bad, and I keep pushing with doing what's right myself.
[02:13:37.152 --> 02:13:39.112]  Danny, let's bring this up.
[02:13:39.112 --> 02:13:40.093]  I don't judge your mother.
[02:13:40.093 --> 02:13:42.133]  Hell, half the women in the country have probably done some of her things.
[02:13:42.133 --> 02:13:42.513]  Right.
[02:13:42.513 --> 02:13:43.994]  This is how the world works.
[02:13:43.994 --> 02:13:47.955]  Holds profession, and do what she has to do to feed her kids.
[02:13:47.955 --> 02:13:52.857]  There was a governing class in Little Rock, Arkansas, but looking at this,
[02:13:55.487 --> 02:14:04.135]  Why do you think, why do you think Hillary, um, well before I get to that, look at the similar backgrounds.
[02:14:04.135 --> 02:14:08.058]  You've got Bill Clinton's mother reportedly being a prostitute to the Mafia.
[02:14:08.058 --> 02:14:08.819]  Exactly.
[02:14:08.819 --> 02:14:09.820]  In Hot Springs.
[02:14:09.820 --> 02:14:10.080]  Right.
[02:14:10.080 --> 02:14:11.962]  Well documented, that is well documented.
[02:14:11.962 --> 02:14:12.522]  Exactly.
[02:14:12.522 --> 02:14:14.484]  Reportedly to a Governor Rockefeller.
[02:14:14.484 --> 02:14:15.065]  Right.
[02:14:15.065 --> 02:14:16.946]  And Al Capone used to run the whole country out of Little Rock.
[02:14:16.946 --> 02:14:17.767]  Right.
[02:14:17.767 --> 02:14:19.228]  And Hot Springs, he lived there half the year.
[02:14:19.929 --> 02:14:22.250]  Folks that don't know how the mafia works, that's where the moonshine was made.
[02:14:22.250 --> 02:14:22.670]  Right.
[02:14:22.670 --> 02:14:24.110]  Up until like the 40s.
[02:14:24.110 --> 02:14:30.531]  So you've got all this going on and you've got Bill Clinton's mother, a lady the night of prostitutes, same history as your mother's.
[02:14:30.531 --> 02:14:30.751]  Exactly.
[02:14:30.751 --> 02:14:34.132]  Maybe that's why he felt guilty because he never got to see his father.
[02:14:34.132 --> 02:14:34.652]  Exactly.
[02:14:34.652 --> 02:14:35.413]  And you know what?
[02:14:35.413 --> 02:14:36.613]  I do my research.
[02:14:36.613 --> 02:14:38.293]  I read, I done read about all that.
[02:14:38.293 --> 02:14:39.814]  I've been reading about this since I was 13, 14.
[02:14:42.336 --> 02:14:45.665]  On his mother, on who his father could be.
[02:14:45.665 --> 02:14:48.091]  And you know, it's just like he had this hard time.
[02:14:48.091 --> 02:14:50.678]  Why would he do his own child like that?
[02:14:50.678 --> 02:14:50.979]  I mean.
[02:14:52.975 --> 02:14:57.880]  Yes, my mother was a working lady, but as far as from my understanding is that they dated.
[02:14:57.880 --> 02:15:00.603]  He came on several occasions.
[02:15:00.603 --> 02:15:02.125]  That's right, he liked her so much.
[02:15:02.125 --> 02:15:02.666]  Right.
[02:15:02.666 --> 02:15:03.246]  He kept coming.
[02:15:03.246 --> 02:15:04.588]  Wouldn't be the first time that happened.
[02:15:04.588 --> 02:15:05.389]  Right, exactly.
[02:15:05.389 --> 02:15:13.838]  So I feel that, I mean, I know she had to do what she do to take care of us, to bring in food, to bring in clothes for us, so we can, you know,
[02:15:16.041 --> 02:15:18.122]  Be alright for us.
[02:15:18.122 --> 02:15:23.486]  But at the same time, I feel that it was more than just money between him and her.
[02:15:23.486 --> 02:15:30.731]  So... Danny Williams reported a son who was basically ignored, thrown out there.
[02:15:30.731 --> 02:15:32.993]  What's the word you use?
[02:15:32.993 --> 02:15:34.094]  I use banished.
[02:15:34.094 --> 02:15:34.754]  Banished.
[02:15:34.754 --> 02:15:35.294]  Banished.
[02:15:35.294 --> 02:15:36.615]  They banished me.
[02:15:36.615 --> 02:15:38.477]  They said I was raised in Australia.
[02:15:38.477 --> 02:15:40.118]  They said I went to the goodest school.
[02:15:40.118 --> 02:15:41.759]  No, I was raised in Little Rock.
[02:15:41.759 --> 02:15:44.461]  I went to McClellan High School off God Springs and Little Rock.
[02:15:45.512 --> 02:15:46.993]  I didn't graduate.
[02:15:46.993 --> 02:15:52.936]  I got tons of Facebook friends who went to school with me that can confront my story.
[02:15:52.936 --> 02:15:55.738]  That's right, but you did get your GED later.
[02:15:55.738 --> 02:15:57.779]  Do you have rascally shoulders?
[02:15:57.779 --> 02:15:59.880]  I went back to school at 21 to get my GED.
[02:15:59.880 --> 02:16:03.983]  I was trying to become a welder and take care of my kids at the time.
[02:16:03.983 --> 02:16:06.004]  You know, I had my first child at 16.
[02:16:06.004 --> 02:16:10.747]  I was on the way with my second child at 21, so I wanted to do better for my kids, but
[02:16:11.972 --> 02:16:14.473]  I always had a setback on, what about my father?
[02:16:14.473 --> 02:16:16.493]  Well, you know, I need to know my father.
[02:16:16.493 --> 02:16:16.793]  You know?
[02:16:16.793 --> 02:16:21.775]  How early on did you hear from, like you said, the preachers in the public schools that Bill Clinton was your daddy?
[02:16:21.775 --> 02:16:22.295]  Right.
[02:16:22.295 --> 02:16:26.456]  Preachers used to come over to our house all the time when I was seven, eight years old.
[02:16:26.456 --> 02:16:27.817]  I remember one preacher.
[02:16:27.817 --> 02:16:30.818]  That's Preacher McIntosh.
[02:16:30.818 --> 02:16:37.579]  He's the one that started the story on Bill Clinton when he was running for president about him having a black son.
[02:16:37.579 --> 02:16:39.180]  He called it the black sheep of the family.
[02:16:39.756 --> 02:16:43.819]  So, you know, this been going on throughout my whole life.
[02:16:43.819 --> 02:16:50.765]  Everybody I run into, oh, he look, you know, they point and they're whispering, you know, he look just like him, you know, that's Bill's son.
[02:16:50.765 --> 02:17:01.253]  And, you know, sometimes it was sad and sometimes it was, you know, it strengthened me because I knew that one day I was able to stand up for what I believe in.
[02:17:05.089 --> 02:17:10.711]  I brought this up three times, and you've done a great job, but I just want to give you the floor here.
[02:17:10.711 --> 02:17:16.312]  Danny Williams, whatever you want to say to the world, the people demonizing you at CNN, the people saying, don't cover your story.
[02:17:16.312 --> 02:17:20.353]  If your story was so weak, they'd want to cover it, because they could discredit us.
[02:17:20.353 --> 02:17:22.034]  I'd like to ask CNN to back off.
[02:17:22.034 --> 02:17:30.596]  I'd like to ask Hillary, with the most up respect, and just to please don't stand in the way.
[02:17:32.205 --> 02:17:35.026]  I would like to let my father know I does want to meet you one day.
[02:17:35.026 --> 02:17:36.507]  I does want to shake your hand.
[02:17:36.507 --> 02:17:37.488]  Well, I do want to meet you.
[02:17:37.488 --> 02:17:38.988]  I do want to shake your hand.
[02:17:38.988 --> 02:17:40.929]  Excuse me.
[02:17:40.929 --> 02:17:45.311]  I want my children to know that they have a grandfather, you know?
[02:17:45.311 --> 02:17:47.312]  And what type of grandfather he was.
[02:17:47.312 --> 02:17:48.773]  He was a good man.
[02:17:48.773 --> 02:17:52.135]  He, you know, he done good when he was president.
[02:17:52.135 --> 02:17:56.837]  I mean, but far as with my life, you know, it's just failure.
[02:17:56.837 --> 02:18:00.539]  So I just want to, you know, I just want him to know that
[02:18:01.784 --> 02:18:03.246]  I am looking forward to meet you.
[02:18:03.246 --> 02:18:05.489]  I am looking forward for my kids to know you.
[02:18:05.489 --> 02:18:09.094]  I am looking forward for a DNA sample.
[02:18:09.094 --> 02:18:10.757]  I mean, I ask you to do the right thing.
[02:18:10.757 --> 02:18:15.463]  If I was worth hundreds of millions of dollars, I'd be taking care of my grandkids.
[02:18:16.957 --> 02:18:18.118]  I don't care what color they are.
[02:18:18.118 --> 02:18:20.179]  And Danny, you come off as very credible.
[02:18:20.179 --> 02:18:21.980]  My gut tells me you're Bill Clinton's son.
[02:18:21.980 --> 02:18:23.861]  I remember the history 20 years ago.
[02:18:23.861 --> 02:18:26.123]  I remember all the cover-ups, all of it.
[02:18:26.123 --> 02:18:29.605]  And we sit here looking at this, it's just indicative of the larger lies.
[02:18:29.605 --> 02:18:33.607]  I remember talking to the sources that knew your mother, who's still with us today.
[02:18:33.607 --> 02:18:40.932]  I mean, is it accurate that state police came and said, you shut up about this and we're going to figure out how to throw your butt in jail?
[02:18:40.932 --> 02:18:42.733]  100% accurate.
[02:18:42.733 --> 02:18:44.834]  My mom's story's never changed.
[02:18:44.834 --> 02:18:46.475]  So get into what Hillary reportedly did.
[02:18:47.994 --> 02:19:10.750]  Um, well, what it was, from what I was told at 93, you know, doing all the allegations of me being his son, you know, she was trying to hush it up, you know, they was threatening her, you know, they was passing by the house, they kicked in my grandma's door, the first picture they ever got of me was the baby picture with the Arkansas Razorbacks shirt on.
[02:19:10.750 --> 02:19:13.051]  They kicked in my grandma's door, they took that.
[02:19:17.054 --> 02:19:18.235]  They took that picture.
[02:19:18.235 --> 02:19:22.158]  They kicked in my grandma's door and took that picture off the wall.
[02:19:22.158 --> 02:19:23.539]  That was the first picture they ever had.
[02:19:23.539 --> 02:19:25.641]  That picture was not sold to the tabloids.
[02:19:25.641 --> 02:19:29.504]  It was not, you know, it was tooken.
[02:19:29.504 --> 02:19:31.065]  So... What'd they do?
[02:19:31.065 --> 02:19:32.506]  They took that picture off the wall?
[02:19:32.506 --> 02:19:33.366]  Right.
[02:19:33.366 --> 02:19:34.087]  From my granny's house.
[02:19:34.087 --> 02:19:34.487]  Describe that.
[02:19:34.487 --> 02:19:35.968]  Take your time.
[02:19:35.968 --> 02:19:36.469]  Talk about that.
[02:19:37.622 --> 02:19:39.965]  Well, if you're not his son, why are they kicking doors down?
[02:19:39.965 --> 02:19:48.656]  Right, I mean, at the time I was a kid, I can't describe it in what my mom can, but at the time I know and she always told me how they got the first picture.
[02:19:48.656 --> 02:19:51.340]  They kicked in my granny door and they took the picture off the wall.
[02:19:51.340 --> 02:19:55.025]  And what was the point of that?
[02:19:56.562 --> 02:19:56.882]  I don't know.
[02:20:16.360 --> 02:20:21.964]  My mother, she took a story, she took a DNA, I mean, she took a polygraph test in 93.
[02:20:21.964 --> 02:20:23.264]  Consists of her story.
[02:20:23.264 --> 02:20:25.086]  And she passed it.
[02:20:25.086 --> 02:20:26.006]  100% passed it.
[02:20:26.006 --> 02:20:27.347]  And the story never changed today.
[02:20:27.347 --> 02:20:29.769]  It's still the same today.
[02:20:29.769 --> 02:20:32.911]  Do you remember who gave the polygraph?
[02:20:32.911 --> 02:20:35.752]  I was, in 93, I was probably 5 or 6 years old.
[02:20:35.752 --> 02:20:36.413]  No, I understand.
[02:20:36.413 --> 02:20:38.314]  He's probably talked to your mom and your aunt.
[02:20:38.314 --> 02:20:39.295]  We need to get them on.
[02:20:39.295 --> 02:20:39.695]  Right.
[02:20:39.695 --> 02:20:41.356]  This is powerful information, Danny.
[02:20:42.912 --> 02:20:45.473]  But look, she says she hadn't fallen down having convulsions.
[02:20:45.473 --> 02:20:46.334]  We catch it on tape.
[02:20:46.334 --> 02:20:47.854]  She says she didn't sell us out to the Chinese.
[02:20:47.854 --> 02:20:48.755]  It comes out in the weekly.
[02:20:48.755 --> 02:20:49.956]  She says she isn't running the media.
