[00:00.000 --> 00:11.000]  Defending the Republic from enemies, foreign, and domestic, it's Alex Jones.
[2:19:36.000 --> 2:19:46.000]  including big studies on the coronavirus family. So do yourself a favor. Search engine, zinc and antiviral.
[2:19:46.000 --> 2:19:56.000]  Three words. Zinc, antiviral. Zinc, antiviral. Do yourself a favor. Zinc, antiviral.
[2:20:16.000 --> 2:20:26.000]  You know, I'm getting all these letters and calls from people that like the Q-Move,
[2:20:26.000 --> 2:20:30.000]  but there are people that are in the mood and they're nice people that do good work and expose the globalist.
[2:20:30.000 --> 2:20:37.000]  But I know who created it. I know it got hijacked. I know the creators of it don't like where it went.
[2:20:37.000 --> 2:20:42.000]  And I guess in the future I'll just reveal next week who those people are. I mean, that's a fact.
[2:20:42.000 --> 2:20:50.000]  So I'm not saying people are bad that are into that type of thing.
[2:20:50.000 --> 2:20:54.000]  But that's what the media always claims I am, like some foggy conspiracy theory.
[2:20:54.000 --> 2:21:04.000]  When 95% of what we do here is have a president on people who, members of Congress,
[2:21:04.000 --> 2:21:12.000]  famous professors and lawyers that wrote the U.S. Biological Weapons Law, became the treaty, became the U.N. law.
[2:21:12.000 --> 2:21:17.000]  We have famous nutritionists on. We have medical doctors on. We have activists.
[2:21:17.000 --> 2:21:25.000]  I mean, we have callers. We're real. You know, I've been with the plan to relaunch America and retake our republic for the 26 years I've been on air.
[2:21:25.000 --> 2:21:30.000]  They ran a promo there that said 24 years. I haven't changed 27 on air 26 years since 1995.
[2:21:30.000 --> 2:21:34.000]  No big deal. I just want to get that accurate. But, you know, here's Dr. Francis Boyle.
[2:21:34.000 --> 2:21:41.000]  He's a big professor up in Illinois. He's, you know, has his Ph.D. from Harvard in the same elite area that Henry Kissinger went through.
[2:21:41.000 --> 2:21:46.000]  But he was there to expose it. He has represented world leaders at the Hague, presidents of countries.
[2:21:46.000 --> 2:21:53.000]  But it's like, oh, who cares what he says? There was something on 4chan. And again, I'm not competition with that.
[2:21:53.000 --> 2:22:03.000]  It's the fascination of the Easter egg hunt of winning the lottery ticket or whatever. When we have all the documents, we know what's going on.
[2:22:03.000 --> 2:22:09.000]  We know now that the Pentagon's coming out and British intelligence and U.S. intelligence is saying, looks like China did this on purpose.
[2:22:09.000 --> 2:22:14.000]  They covered it up. They got it over here. The Democrats had stand down. Now they're blaming Trump saying he did nothing.
[2:22:14.000 --> 2:22:19.000]  And we know the virus has four different delivery systems and now attacks the testicles.
[2:22:19.000 --> 2:22:25.000]  And that's all just brushed over. Event 201, that's real. The Rockefeller plan for worldwide tyranny.
[2:22:25.000 --> 2:22:31.000]  Lockstep, that's real. Memorandum 200, State Department, Kissinger, that's real.
[2:22:31.000 --> 2:22:36.000]  The level four bio weapons labs all over, churning out this dangerous stuff that keeps leaking.
[2:22:36.000 --> 2:22:41.000]  China admits a bunch of other times they released things they were working on that caused all the problems.
[2:22:41.000 --> 2:22:50.000]  The SARS, the bird flu, the swine flu, now COVID-19. That's all real stuff here. That's what the globalists want us off air.
[2:22:50.000 --> 2:22:57.000]  So going to Dr. Francis Boyle, an author, a researcher as well. So much. You've got some big breaking news.
[2:22:57.000 --> 2:23:02.000]  So please tell us just your view of the current landscape politically. Do you think Trump's doing a good job?
[2:23:02.000 --> 2:23:07.000]  What do you think of the Democrats that said, let the flights come in five, six weeks ago?
[2:23:07.000 --> 2:23:13.000]  And when Trump said no, now they say it's his fault. Where do you see this going? How bad is it going to get? You projected it would be bad.
[2:23:13.000 --> 2:23:20.000]  I think it is worse than the flu as you first projected. We know it's a bio weapon then, or one that was being made that got out.
[2:23:20.000 --> 2:23:23.000]  What's the point of all this? Dr. Boyle, thank you.
[2:23:23.000 --> 2:23:30.000]  Well, Alex, thank you very much. And my best to your viewing audience.
[2:23:30.000 --> 2:23:41.000]  I want to thank your viewers who send me very kind emails all the time, not just because they agree with me, but they appreciate my viewpoints.
[2:23:41.000 --> 2:23:50.000]  Well, just to sum up, I'm sorry, I didn't get to see the whole press conference yesterday because I was teaching from three to six.
[2:23:50.000 --> 2:24:05.000]  I picked it up from there and then on the news media and then I did see the press conference last week from the task force under Vice President Trump, sorry, Vice President Pence.
[2:24:05.000 --> 2:24:19.000]  And the existential problem, and I kid you not here, Alex, the existential problem here, Burks made it clear that they,
[2:24:19.000 --> 2:24:31.000]  people like Fauci, Azar, Redfield, they are operating on the assumption that COVID is analogous to the flu.
[2:24:31.000 --> 2:24:36.000]  And of course, it is not analogous to the flu.
[2:24:36.000 --> 2:24:59.000]  This is an existentially dangerous biological warfare weapon that, what I can see still, leaked out of that BSL4 facility in Wuhan, China, that was their equivalent to our Fort Dietrich.
[2:24:59.000 --> 2:25:08.000]  That's why they were setting it up. It was the first BSL4. They figured, well, the Americans have a Fort Dietrich, we're going to have our Wuhan.
[2:25:08.000 --> 2:25:21.000]  That's where this came from. And so the flu has nothing to do with this. It's far more dangerous than the flu and far more infectious than the flu.
[2:25:21.000 --> 2:25:32.000]  You'll note that even as of yesterday, Burks and the others at CDC were saying, well, you have to stay six feet away. That is a flu guideline.
[2:25:32.000 --> 2:25:37.000]  That's right. Now they're saying it's 21 feet. It's like they're spreading it 21 feet.
[2:25:37.000 --> 2:25:54.000]  Right. Well, I just read that on the news media yesterday that an MIT professor said it was about 27 feet. I was not able, because I do all my teaching Monday, Tuesday, I was not able to evaluate that.
[2:25:54.000 --> 2:26:17.000]  But I've been saying all along, at least 12 feet, because it has gained a function. That is properties that is very clear in that University of North Carolina Wuhan BSL4 article that you and I went through almost line by line.
[2:26:17.000 --> 2:26:25.000]  Indeed, I could have spent another half hour explaining all the evils in that article.
[2:26:25.000 --> 2:26:39.000]  Alex, and I know we only had so much time, but it's clear it has gained a function. Now, based on previous studies, gained a function by a warfare agent, seven, eight feet, nine, this could go more.
[2:26:39.000 --> 2:26:41.000]  It seems like it goes a lot more.
[2:26:41.000 --> 2:26:53.000]  Finally, as of yesterday, someone admitted it floats in the air. That's right. It travels in the air. It has nothing to do with droplets.
[2:26:53.000 --> 2:27:12.000]  And if you saw yesterday's press conference, Fauci, whose up those eyeballs in biological warfare work, just dismissed this MIT professor with a little theatrical performance snorting. It was really revolting.
[2:27:12.000 --> 2:27:17.000]  Yeah, that's not a scientific argument.
[2:27:17.000 --> 2:27:25.000]  No, of course not. It's just trying to discredit some professor at MIT, which I haven't read the article.
[2:27:25.000 --> 2:27:34.000]  Something's going on with the virus. What about how it now attacks the testicles? I mean, they're learning more and more, and it's like there's hundreds of mutations now?
[2:27:34.000 --> 2:27:50.000]  You know, I've read at least five or so, right? But if you go back and read that original UNC Wuhan BSL4 article, they have all sorts of things in there, including HIV.
[2:27:50.000 --> 2:27:54.000]  It's right in there. It just says, yeah, we used HIV, too.
[2:27:54.000 --> 2:28:01.000]  So, and it's gained a function. It's SARS-2 that has been weaponized.
[2:28:01.000 --> 2:28:09.000]  We've already done this on other shows, but there's new audiences tuning in all the time, professor, because people understand top research facilities. We've gone over it already.
[2:28:09.000 --> 2:28:19.000]  Multiple ones around the world, India, Europe, have looked at it, and it's ridiculous. It's so man-made, just like when somebody's had a chest surgery, open heart surgery, you see that it's cut in.
[2:28:19.000 --> 2:28:28.000]  They've sliced in the viruses. At the microscopic level, the cuts are even more obvious. It's got the pea shuttle showing where the proteins are there where they put it in.
[2:28:28.000 --> 2:28:33.000]  It's ridiculous, folks. It's like going to the pool and a woman's got gigantic breasts and huge scars. You know, they're fake.
[2:28:33.000 --> 2:28:40.000]  I mean, it is a flaming man-made virus. It is. It is like a giant red spotlight, like to have a New York scare people.
[2:28:40.000 --> 2:28:46.000]  And they're not telling people that, that we've just moved past that, and China's now blaming the U.S. Army.
[2:28:46.000 --> 2:28:53.000]  So it's kosher for them to do that, but not us to question it. We'll do that with Dr. Boyle straight ahead.
[2:28:53.000 --> 2:29:06.000]  Attention, all radio listeners, who still need food supplies? If you've thought about the implication of food-related supply chain disruptions and are concerned about the coming quarantines, this will be the most important message you will ever hear.
[2:29:06.000 --> 2:29:19.000]  Here's why. In the next few days, all Americans will face extremely hard choices. If we've learned anything from China and Italy, it's that quarantines and enforced lockdowns are just a few days away here in the U.S.
[2:29:19.000 --> 2:29:27.000]  Listen, while dehydrated food is becoming scarce, you can still get enough open pollinated heirloom seeds to grow a one-acre crisis garden.
[2:29:27.000 --> 2:29:34.000]  The truth is, growing nutrient-dense vegetables in the days ahead may actually be the single most important thing you do.
[2:29:34.000 --> 2:29:54.000]  Go to survivalseedbank.com and watch the new video to understand the nature of the threat. This could be life-saving. Lockdowns can last from six to eight weeks. Get free bonus seeds. Special quarantine reports too. Go to survivalseedbank.com. That's survivalseedbank.com.
[2:29:54.000 --> 2:30:05.000]  It's time to take a new healthier approach to one of your most basic needs. The Alexa Pure Pro water filtration system is the same water filter that Alex and the InfiWars crew use every day for the purest water possible.
[2:30:05.000 --> 2:30:16.000]  You can start cleaning the toxins from your water for clean, healthy, and delicious drinking water. Perfect for preppers or anyone concerned with the healthier source of water, the Alexa Pure Pro can remove up to 99.9% of impurities.
[2:30:16.000 --> 2:30:24.000]  This groundbreaking, gravity-fed water filtration system is like no other. Make sure your water is up to your standards today with the Alexa Pure Pro.
[2:30:47.000 --> 2:31:13.000]  My mind for more than eight weeks has been fixed, constantly scanning, constantly computing to understand the strategic attack we're witnessing. We know by the scripting and the choreography and the fact that the virus has been scanned that it's man-made and an attack on our economy.
[2:31:13.000 --> 2:31:31.000]  The globalist media is firmly behind this devastating United States and driving from power. But now we know from scores of studies from China, the UK, the United States, Europe, Brazil, Japan that the virus reinfects and attacks different parts of the body.
[2:31:31.000 --> 2:31:45.000]  That, ladies and gentlemen, is an engineered bio-weapon just as the Indian scientists eight weeks ago conclusively proved at their major university. They have a name for it at the Pentagon. It's called a soft-kill weapon.
[2:31:45.000 --> 2:31:53.000]  It doesn't kill you usually the first time, but the next time or the third time or the fourth it does, and it weighs down your economy in the process.
[2:31:53.000 --> 2:32:06.000]  There is a paradox. Yes, this virus is deadly and does kill people. And so do many other countless viruses that have already existed, that do exist, and will exist.
[2:32:06.000 --> 2:32:17.000]  But when Trump says the cure is worse than disease, he's talking about the media hype creating hysteria and trying to create uncertainty.
[2:32:17.000 --> 2:32:39.000]  And it is that that I oppose. It is not the American way to cower and live in fear and to follow the edicts and precedents set by Communist China and hyper-authoritarian Singapore, where you're now being given six months in jail if you don't stand at least six feet away from someone.
[2:32:39.000 --> 2:32:53.000]  This is being used by social engineers and they admit that they are trying to transform our world forever into something unrecognizable from what it's been. We are not slaves and we must not act like it.
[2:33:10.000 --> 2:33:24.000]  Waging war on corruption. It's Alex Jones coming to you live from the front lines of the Info War.
