[00:00.000 --> 00:19.000]  Info Wars. Tomorrow's news. Today.
[02:39:22.000 --> 02:39:24.000]  None of it.
[02:39:24.000 --> 02:39:26.000]  He... Alex Jones did all this.
[02:39:26.000 --> 02:39:27.000]  No, I didn't.
[02:39:27.000 --> 02:39:28.000]  Continue.
[02:39:28.000 --> 02:39:29.000]  Incredibly dangerous.
[02:39:29.000 --> 02:39:38.000]  And when he says, when he... when he stokes this anger in his base, this fear, and then incites them to action by saying, you know, we need to investigate this.
[02:39:38.000 --> 02:39:40.000]  You need to look into this more.
[02:39:40.000 --> 02:39:41.000]  They come at us.
[02:39:41.000 --> 02:39:42.000]  Well, hit pause again.
[02:39:42.000 --> 02:39:45.000]  Here she is at her big Sandy Hook promises office.
[02:39:45.000 --> 02:39:47.000]  How much money have they raised off this?
[02:39:47.000 --> 02:39:53.000]  And how much money have they raised by keeping it in the news, attaching it to me, saying I'm attacking him?
[02:39:53.000 --> 02:39:55.000]  Continue.
[02:39:55.000 --> 02:40:00.000]  Social media comments, which can be damaging. It's defaming. It's hurting your reputation.
[02:40:00.000 --> 02:40:05.000]  People, I don't know if I'm walking around who thinks I'm real and who thinks I'm an actress.
[02:40:05.000 --> 02:40:06.000]  It's... it's...
[02:40:06.000 --> 02:40:07.000]  It pause again.
[02:40:07.000 --> 02:40:11.000]  You went with Obama and the rest of the families early on and became super political.
[02:40:11.000 --> 02:40:15.000]  And a lot of these folks blame the Second Amendment and gun owners for what happened.
[02:40:15.000 --> 02:40:17.000]  So people are sick of that, lady.
[02:40:17.000 --> 02:40:19.000]  But again, I didn't know who you were until you sued me.
[02:40:19.000 --> 02:40:20.000]  Never even talked about you.
[02:40:20.000 --> 02:40:21.000]  Go back to her.
[02:40:21.000 --> 02:40:25.000]  Who thinks I'm real and who thinks I'm an actress?
[02:40:25.000 --> 02:40:31.000]  It's damaging to my son's memory in terms of his life, his short six-year-old life.
[02:40:31.000 --> 02:40:36.000]  It's damaging to my surviving son because I don't know what he's going to deal with going forward.
[02:40:36.000 --> 02:40:39.000]  But it's also scaring the living daylights out of me.
[02:40:39.000 --> 02:40:41.000]  I sleep with weapons by my bedside.
[02:40:41.000 --> 02:40:42.000]  I've received death threats.
[02:40:42.000 --> 02:40:45.000]  I've received harassing calls and mail.
[02:40:45.000 --> 02:40:49.000]  I've had people send me pictures of dead children because they say,
[02:40:49.000 --> 02:40:51.000]  you have no idea what a dead child looks like.
[02:40:51.000 --> 02:40:53.000]  So let me send you this picture so you can see it.
[02:40:53.000 --> 02:40:58.000]  This is stuff that has really not only just been distressing, it's disturbing.
[02:40:58.000 --> 02:40:59.000]  I'll stop again.
[02:40:59.000 --> 02:41:03.000]  Never in the trial this even happened or that I made people do it.
[02:41:03.000 --> 02:41:07.000]  But they can just say whatever they want and I'm the bad guy and that's the end of it.
[02:41:07.000 --> 02:41:08.000]  Continue.
[02:41:08.000 --> 02:41:09.000]  Security.
[02:41:09.000 --> 02:41:10.000]  You know, I'm just a mom.
[02:41:10.000 --> 02:41:17.000]  I'm just trying to look after my surviving son, run my organization and make some good in the world.
[02:41:17.000 --> 02:41:19.000]  I didn't choose to be part of this.
[02:41:19.000 --> 02:41:28.000]  Alex Jones chose to tell lies, knowing that they were lies and continuing to harbour them lies.
[02:41:28.000 --> 02:41:29.000]  Knowing they were lies.
[02:41:29.000 --> 02:41:30.000]  No, I never said that.
[02:41:30.000 --> 02:41:31.000]  Never lied about you.
[02:41:31.000 --> 02:41:32.000]  Those are lies.
[02:41:32.000 --> 02:41:33.000]  Continue.
[02:41:33.000 --> 02:41:37.000]  And for his own profit.
[02:41:37.000 --> 02:41:42.000]  What's your reaction to that woman who lost her son Dylan at Sandy Hook?
[02:41:42.000 --> 02:41:43.000]  Total garbage.
[02:41:43.000 --> 02:41:44.000]  Never said her name.
[02:41:44.000 --> 02:41:47.000]  Only person's name I said was Robbie Parker.
[02:41:47.000 --> 02:41:49.000]  Thirty something million views on YouTube.
[02:41:49.000 --> 02:41:50.000]  He was laughing.
[02:41:50.000 --> 02:41:51.000]  Everything suddenly started crying.
[02:41:51.000 --> 02:41:55.000]  So your response to that woman's incredibly powerful eloquence.
[02:41:55.000 --> 02:41:56.000]  So you're going to give me five seconds?
[02:41:56.000 --> 02:41:57.000]  I can't.
[02:41:57.000 --> 02:42:02.000]  How can your first discussion be total garbage?
[02:42:02.000 --> 02:42:05.000]  Never let me talk the whole time.
[02:42:05.000 --> 02:42:07.000]  I'm saying the whole story is garbage.
[02:42:07.000 --> 02:42:10.000]  The whole things be yes.
[02:42:10.000 --> 02:42:14.000]  All I know is Scarlett Lewis was in the Texas trial for two days.
[02:42:14.000 --> 02:42:17.000]  I came and taped my show the day I was going to testify early morning.
[02:42:17.000 --> 02:42:19.000]  And I said, I think she's real.
[02:42:19.000 --> 02:42:20.000]  I think her son died.
[02:42:20.000 --> 02:42:21.000]  I'm sorry it happened.
[02:42:21.000 --> 02:42:22.000]  And I go there that day.
[02:42:22.000 --> 02:42:23.000]  You all saw it.
[02:42:23.000 --> 02:42:24.000]  I couldn't talk.
[02:42:24.000 --> 02:42:30.000]  She yelled at me and got in my face for 10 minutes and said, I heard today you went on
[02:42:30.000 --> 02:42:31.000]  air and say, I'm an actor.
[02:42:31.000 --> 02:42:32.000]  No, this happened.
[02:42:32.000 --> 02:42:33.000]  How dare you?
[02:42:33.000 --> 02:42:37.000]  And I got on the stand later that day and I said, I'm on record saying it happened today.
[02:42:37.000 --> 02:42:39.000]  Because well, my lawyers told me that.
[02:42:39.000 --> 02:42:43.000]  It's all fantasy land folks to do whatever they want and attach what happened to their
[02:42:43.000 --> 02:42:44.000]  kids to me.
[02:42:44.000 --> 02:42:46.000]  I'm sick of it and I'm tired of it.
[02:42:46.000 --> 02:42:49.000]  And it's disgusting.
[02:42:49.000 --> 02:42:51.000]  It's absolutely disgusting.
[02:42:51.000 --> 02:42:53.000]  They'll never silence me until I'm dead.
[02:42:53.000 --> 02:42:54.000]  We'll be right back.
[02:42:54.000 --> 02:42:58.000]  We have more straight ahead.
[02:42:58.000 --> 02:43:00.000]  Info Wars is winning.
[02:43:00.000 --> 02:43:02.000]  Info Wars is reaching more people than ever.
[02:43:02.000 --> 02:43:05.000]  We were supposed to be off the air months and months and months ago.
[02:43:05.000 --> 02:43:07.000]  Mainstream media told you, but it's not true.
[02:43:07.000 --> 02:43:09.000]  They told you we were going to be shut down.
[02:43:09.000 --> 02:43:11.000]  They told you we owed a billion and a half dollars.
[02:43:11.000 --> 02:43:12.000]  None of that's true.
[02:43:12.000 --> 02:43:13.000]  It's all being appealed.
[02:43:13.000 --> 02:43:15.000]  They want you to think Info Wars is dead.
[02:43:15.000 --> 02:43:20.000]  But if you simply stand up and support Info Wars, we've got years and years of appeals
[02:43:20.000 --> 02:43:22.000]  and we will not be taken off the air.
[02:43:22.000 --> 02:43:26.000]  But if they can convince you that we've been shut down, they're going to win.
[02:43:26.000 --> 02:43:28.000]  Don't let the globalists sigh up you and your family.
[02:43:28.000 --> 02:43:33.000]  Go to infowarstore.com and get incredible products, supplements, books, films, t-shirts.
[02:43:33.000 --> 02:43:39.000]  You name it, then fund the Info War and empower your life and let the globalists know their sigh up has not worked.
[02:43:39.000 --> 02:43:40.000]  Thanks for keeping us on air.
[02:43:40.000 --> 02:43:49.000]  Take action at infowarstore.com today because the only people that can take us off the air is you, the viewers and listeners.
[02:43:49.000 --> 02:43:51.000]  The majority of you have not been sigh up.
[02:43:51.000 --> 02:43:52.000]  But some of you have.
[02:43:52.000 --> 02:43:54.000]  Do not let the globalist brainwash you.
[02:43:54.000 --> 02:43:57.000]  Go to infowarstore.com to keep us on the air.
[02:43:57.000 --> 02:44:03.000]  I have been in a 28-year marathon battle with the globalist.
[02:44:03.000 --> 02:44:10.000]  I have come from nowhere to the very heights of politics, not just in America, but the world.
[02:44:10.000 --> 02:44:15.000]  We are engaging the globalists at point-blank range in the information war.
[02:44:15.000 --> 02:44:17.000]  But I don't deserve the credit.
[02:44:17.000 --> 02:44:24.000]  Yes, I've persevered, but the listeners and viewers who support Info Wars are the real reason you've had the success.
[02:44:24.000 --> 02:44:29.000]  We're having now the greatest victories in the fight against the new order we've ever had.
[02:44:29.000 --> 02:44:34.000]  We are now entering the final mile of the marathon.
[02:44:34.000 --> 02:44:39.000]  And that's why today it's more important than ever to realize how important you've been in this fight
[02:44:39.000 --> 02:44:43.000]  and to continue in the efforts you've been tearing out and to intensify them.
[02:44:43.000 --> 02:44:44.000]  God bless you all.
[02:44:44.000 --> 02:44:45.000]  I salute you.
[02:44:45.000 --> 02:44:46.000]  I thank you.
[02:44:46.000 --> 02:44:52.000]  And I beg you to intensify what you're doing now because we are over the target and history is happening.
[02:44:52.000 --> 02:44:57.000]  The fight is my fight. It's your fight. It's our fight. God bless you all.
[02:45:22.000 --> 02:45:24.000]  In some cases, even better.
[02:45:52.000 --> 02:46:03.000]  There is a war on for your mind. Your mind is a battlefield. This is an information war.
[02:46:03.000 --> 02:46:08.000]  Info Wars popularized those terms more than two decades ago.
[02:46:08.000 --> 02:46:13.000]  And today, whether it's Donald Trump or Governor DeSantis or Dr. Robert Malone,
[02:46:13.000 --> 02:46:21.000]  they're all using the terms that Info Wars has popularized because we understand the enemy's operations and we know how to beat them.
[02:46:21.000 --> 02:46:28.000]  But we can't do it without funding and we make it easy to fund with great products that empower you and your immune system and your family as well.
