[00:00:00.817 --> 00:00:02.922]  We are drugged out!
[02:07:56.907 --> 02:08:05.153]  And he headed it up until Trump got into office and hearing he was a voted for the communists and he converted to Wahhabism.
[02:08:05.153 --> 02:08:06.074]  And I didn't believe it.
[02:08:06.074 --> 02:08:12.818]  I mean, I thought that, look, it's one thing to hire a bunch of SJWs low level, but I don't think they put a guy in who voted for communists.
[02:08:12.818 --> 02:08:15.921]  And it was a New Yorker magazine and it was in other publications.
[02:08:16.841 --> 02:08:23.523]  And then that he had been the section chief in Riyadh, and it had been said that he was in ceremonies with the Muslims and all this.
[02:08:23.523 --> 02:08:31.606]  And then I talked to other folks that actually were involved in the army and the CIA, and they said, no, listen, we thought he might be a double agent.
[02:08:31.606 --> 02:08:32.026]  We checked.
[02:08:32.026 --> 02:08:37.588]  No, no, he wasn't doing this under authorization by Obama to convert to Islam decades before.
[02:08:38.208 --> 02:08:39.008]  Thanks for having me again, Alex.
[02:08:39.008 --> 02:08:39.548]  Appreciate it.
[02:09:00.188 --> 02:09:00.748]  You're the expert.
[02:09:00.748 --> 02:09:02.209]  You've got the floor of the next two segments.
[02:09:02.209 --> 02:09:06.292]  I mean, what are we facing this window into the weirdness of John Brennan?
[02:09:06.292 --> 02:09:10.215]  Because if I don't even believe this five years ago, then it's true.
[02:09:10.215 --> 02:09:11.036]  It's so crazy.
[02:09:11.036 --> 02:09:13.537]  Who could even believe this?
[02:09:13.537 --> 02:09:13.777]  Right.
[02:09:13.777 --> 02:09:22.423]  Well, I was the first one to break the story on a television program run by a group called the United West Online Program.
[02:09:22.423 --> 02:09:26.226]  And the question was posed to me about John Brennan.
[02:09:26.226 --> 02:09:28.868]  And what I said then is what I'll say now is that
[02:09:29.540 --> 02:09:41.703]  I have sources, multiple sources, that witnessed John Brennan or have direct knowledge of John Brennan saying the Islamic Shahada, the statement of faith of Islam.
[02:09:42.512 --> 02:09:44.954]  Which converts you into Islam.
[02:09:44.954 --> 02:09:53.219]  But he did it while he was the acting station chief, meaning the number one guy for the CIA in Saudi Arabia in the 90s.
[02:09:53.219 --> 02:10:00.684]  And present in the room were Saudi government officials, including Mubahid, which is Saudi intelligence.
[02:10:00.684 --> 02:10:07.729]  So my concern was not only that he converted, the bigger concern was the way it came about.
[02:10:07.729 --> 02:10:12.112]  And then it looked and smelled a lot like a recruiting operation by the Saudis.
[02:10:12.752 --> 02:10:17.738]  Of our number one CIA guy in the country.
[02:10:17.738 --> 02:10:34.476]  And then for a few years I took a significant amount of heat for making these comments until just approximately six or eight months ago when a retired station chief from the CIA went on TV and said,
[02:10:35.044 --> 02:10:41.269]  It was very well known in the agency that John Brennan had converted to Islam.
[02:10:41.269 --> 02:10:45.732]  And so he confirmed what my sources who had been in Saudi Arabia had said.
[02:10:45.732 --> 02:10:48.935]  And this is the problem.
[02:10:48.935 --> 02:10:51.556]  It's not only that he converted to Islam.
[02:10:51.556 --> 02:11:01.604]  It's that if you look at his behavior patterns, he has spoken at major Muslim Brotherhood conferences inside the United States and North America, including
[02:11:02.128 --> 02:11:04.549]  The Islamic Society of North America.
[02:11:04.549 --> 02:11:07.351]  He has defended what they're doing.
[02:11:07.351 --> 02:11:19.678]  He has defended jihad, saying it is an obligation in Islam and we shouldn't be afraid of it, even though 100% of Islamic law defines jihad as warfare against non-Muslims.
[02:11:19.678 --> 02:11:25.901]  That's obligatory until jihad is, until Sharia, Islamic law, is the law of the land.
[02:11:26.777 --> 02:11:34.721]  And of course, what you just mentioned about the fact that he admitted publicly that he voted for a communist.
[02:11:34.721 --> 02:11:51.768]  I mean, you have got numerous members of the previous and still in the current administration and the bureaucracy, openly open communists, Marxists, socialists of different, you know, flavors, Maoists,
[02:11:52.952 --> 02:12:00.394]  And there seems to me, I think the biggest problem is there is no sense of urgency in this war.
[02:12:00.394 --> 02:12:03.575]  There's no sense of urgency in the war with Islam.
[02:12:03.575 --> 02:12:07.937]  There's no sense of urgency in the war against the Marxists.
[02:12:07.937 --> 02:12:10.257]  And that to me is the greatest problem.
[02:12:10.257 --> 02:12:21.941]  And I believe the reason for that is that the American people are not getting a real detailed understanding of this problem, except for a few outlets, including yours.
[02:12:23.467 --> 02:12:27.689]  I remember reading it in like the Washington Times and even the New York Times, what was it, 10, 15 years ago.
[02:12:27.689 --> 02:12:40.954]  You were in the FBI then, you can correct me, but when did Mueller start saying that there's no such thing as Islamic terror and they started removing that and then Obama got in and no investigation could be about Islamic and then they started saying the Fort Hood shooter, you know, wasn't a terror attack.
[02:12:41.614 --> 02:12:52.477]  And then we see all of this as the result, and then the former head of Homeland Security, Napolitano, Janet Napolitano, said, no, no, the main threat is veterans and gun owners and Christians.
[02:12:52.477 --> 02:12:59.119]  That's our main terror threat, even though on the terror-ricker scale, it's the most non-violent group.
[02:12:59.119 --> 02:13:05.281]  Right, so let me hopefully break this down very briefly for your audience, and that is this.
[02:13:05.281 --> 02:13:10.602]  The primary way that the Islamic movement intends to win the whole war is not
[02:13:11.252 --> 02:13:26.044]  In the violent sector, it's not through violence, violence like the wars in Afghanistan, Iraq, their operations in Africa and the Philippines and elsewhere in Europe and in the United States in the Middle East.
[02:13:26.044 --> 02:13:29.947]  Those are tactics that fit into a broader strategy.
[02:13:29.947 --> 02:13:38.935]  The main line of effort, if you will, and that's a military phrase for their overall strategy is primarily in the nonviolent realm.
[02:13:38.935 --> 02:13:40.576]  And in Europe and the United States,
[02:13:41.440 --> 02:14:03.435]  Almost all of the prominent Islamic groups in Europe and the United States, we can demonstrate, are either Muslim Brotherhood organizations or are absolutely aligned with the Brotherhood's strategy, which is to impose an Islamic State under Sharia, which is what the Muslim Brotherhood bylaws say.
[02:14:03.435 --> 02:14:06.577]  And you can get those at our website, understandthethreat.com.
[02:14:06.577 --> 02:14:08.478]  As it relates to what you're asking,
[02:14:09.361 --> 02:14:22.894]  I would just quote a couple years ago, the guy who ran the Counterterrorism and Technical Support Office for the Pentagon and ran a lot of special operations and covert operations for the DOD during the wars.
[02:14:22.894 --> 02:14:32.223]  He left the government service and said on a national radio program that the Muslim Brotherhood controls the national security decision making process.
[02:14:33.160 --> 02:14:42.872]  Inside the United States government and that is a statement that understanding the threat and me as a leader of understanding threat for UTT, I absolutely concur with that.
[02:14:43.672 --> 02:15:03.747]  When you look, when you talk about the training, when you look at the 9-11 report, hundreds of times the word Jihad, Muslim, Islam, Al Qaeda, ISIS, Sharia, Jihad, those words are used in the 9-11 report to describe the enemy, the threat that we face.
[02:15:04.753 --> 02:15:12.397]  This is really important because our warfighting doctrine says, when you analyze a threat, you begin with who they say they are and why they're fighting.
[02:15:12.397 --> 02:15:22.223]  And 100% of the jihadis, from the 9-11 hijackers to the Boston Marathon bombers, to the attackers in Iraq... Somebody were doing it for Islam, obviously, and... That's right.
[02:15:22.683 --> 02:15:26.549]  And the thing I get censored for more than anything is simply pointing out what they say.
[02:15:26.549 --> 02:15:27.991]  When I talk about it, I get censored for it.
[02:15:27.991 --> 02:15:29.954]  When we come back, I want to look at big picture then.
[02:15:29.954 --> 02:15:39.106]  Why it matters that Brennan converted to this, and how it hooked into Obama, and these stay-behind networks we know they have, and obviously the big one.
[02:15:39.927 --> 02:15:42.008]  Iran's an Islamic state, so is Saudi Arabia.
[02:15:42.008 --> 02:15:48.032]  So if he converts to Islam in the presence of their government, that is a conversion to a foreign government.
[02:15:48.032 --> 02:15:48.632]  That's treason.
[02:15:48.632 --> 02:15:49.853]  That's espionage.
[02:15:49.853 --> 02:15:52.634]  That's being a foreign agent.
[02:15:52.634 --> 02:15:53.275]  We'll be right back.
[02:15:53.275 --> 02:15:53.635]  Stay with us.
[02:15:55.180 --> 02:15:59.063]  Most of you know that heart disease is the number one silent killer in the U.S.
[02:15:59.063 --> 02:16:04.046]  What if I told you for just $54.95 a month you could fight against heart disease naturally?
[02:16:04.046 --> 02:16:08.870]  At Heart and Body Extract, we've been helping thousands of people get back to a healthier heart.
[02:16:08.870 --> 02:16:10.231]  Don't just take my word for it.
[02:16:10.231 --> 02:16:13.993]  Check out all of the success stories at HBExtract.com.
[02:16:13.993 --> 02:16:14.994]  Or to order, call 866-295-5305.
[02:16:14.994 --> 02:16:15.354]  That's 866-295-5305.
[02:16:15.354 --> 02:16:15.915]  HBExtract.com.
[02:16:15.915 --> 02:16:18.216]  Don't risk it when you can take charge of it.
[02:16:25.001 --> 02:16:31.764]  Water is the single most important thing your body needs, so you want to be sure it's the best for you and your family.
[02:16:31.764 --> 02:16:36.027]  Since 2005, thousands have depended on Berkey Purified Water.
[02:16:36.027 --> 02:16:40.669]  The Berkey guy provides the lowest price filtration systems in every size.
[02:16:40.669 --> 02:16:46.232]  For incredibly delicious water now and in an emergency, get to GoBerkey.com or call 877-886-3653.
[02:16:46.232 --> 02:16:46.352]  877-886-3653.
[02:16:46.352 --> 02:16:46.692]  GoBerkey.com.
[02:16:54.784 --> 02:16:57.386]  Get the ultimate knife at an ultimate price.
[02:16:57.386 --> 02:16:59.108]  The Fox Karambit Knife.
[02:16:59.108 --> 02:17:00.769]  Finally available in the US.
[02:17:00.769 --> 02:17:03.511]  The Fox Karambit Knife opens with one hand.
[02:17:03.511 --> 02:17:05.553]  Faster than you can pull a handgun.
[02:17:05.553 --> 02:17:09.816]  For utility, for defense, and for way less than other knives of this caliber.
[02:17:09.816 --> 02:17:11.978]  Go to TheUltimateKnife.com.
[02:17:11.978 --> 02:17:14.139]  Truly the best knife you will ever own.
[02:17:14.139 --> 02:17:17.122]  And only available at TheUltimateKnife.com.
[02:17:17.122 --> 02:17:19.864]  Use promo code RADIO at checkout for free shipping.
[02:17:19.864 --> 02:17:22.086]  Get the ultimate knife at the ultimate price.
[02:17:22.346 --> 02:17:24.607]  At TheUltimateKnife.com.
[02:17:24.607 --> 02:17:29.370]  If you like alkaline water, or know someone that does, you're going to love the Dillon Living Water Bottle.
[02:17:29.370 --> 02:17:33.712]  It creates alkaline water on the go, while reducing plastic waste and saving you money.
[02:17:33.712 --> 02:17:41.677]  Made with surgical-grade stainless steel, the Dillon Bottle increases the pH up to 9 to deliver both alkaline and antioxidant water anywhere you want it.
[02:17:41.917 --> 02:17:45.258]  Alkaline water is healthier, tastes better, and can even boost energy.
[02:17:45.258 --> 02:17:49.959]  The Dillon Bottle makes it easy and affordable to be healthy and achieve optimal hydration.
[02:17:49.959 --> 02:17:52.800]  Get your Dillon Bottle today at D-Y-L-N dot C-O.
[02:17:52.800 --> 02:17:54.220]  That's D-Y-L-N dot C-O.
[02:18:05.419 --> 02:18:07.602]  That has defeated Hillary and the globalists.
[02:18:07.602 --> 02:18:16.031]  It is you, the info warriors, across the planet, that stood against the bullying, that stood against the peer pressure, that stood against the threats, that have now changed the world.
[02:18:16.031 --> 02:18:20.936]  And that's why you've been on the team, supporting us, praying for us, and spreading the word.
[02:18:20.936 --> 02:18:22.378]  You are the info war.
[02:18:22.378 --> 02:18:25.901]  And now, because of their intensifying censorship, it's more important than ever
[02:18:26.582 --> 02:18:37.950]  That everyone go to infowars.com forward slash newsletter and sign up via email so there's no way the censors can get between us with critical videos, articles, breaking news, intel, you name it.
[02:18:37.950 --> 02:18:45.935]  And so now I ask you more than ever to share the infowars.com articles, to share the videos, to tell people about the local stations you're listening to.
[02:18:45.935 --> 02:18:52.980]  The bare minimum you can do is sign up for the free newsletter at infowars.com forward slash newsletter.
