[00:00:03.086 --> 00:00:04.287]  You found it!
[02:16:55.057 --> 02:16:57.018]  Heart disease is on the rise.
[02:16:57.018 --> 02:17:02.341]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you.
[02:17:02.341 --> 02:17:03.922]  But the symptoms are there.
[02:17:03.922 --> 02:17:12.287]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[02:17:12.287 --> 02:17:17.971]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[02:17:18.131 --> 02:17:19.952]  My blood pressure has normalized.
[02:17:19.952 --> 02:17:22.133]  My diabetes has totally improved.
[02:17:22.133 --> 02:17:26.636]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[02:17:26.636 --> 02:17:28.817]  I recommend Heart and Body Extract to everyone.
[02:17:28.817 --> 02:17:36.661]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[02:17:36.721 --> 02:17:40.885]  Order your two month supply today by calling 8 6 6 2 9 5 5 3 0 5.
[02:17:40.885 --> 02:17:44.769]  That's 8 6 6 2 9 5 5 3 0 5.
[02:17:44.769 --> 02:17:53.659]  Or order online HB extract dot com heart and body extract 8 6 6 2 9 5 5 3 0 5 or HB extract dot com.
[02:17:56.927 --> 02:18:06.253]  An InfoWarrior fan-favorite formula, Survival Shield X2, continues to lead the way into the next generation of super high-quality nasoniodine formulas.
[02:18:06.253 --> 02:18:14.138]  Derived from ancient sea salts found more than 7,000 feet below the Earth's surface, every drop of Survival Shield X2 contains 650 micrograms to
[02:18:16.459 --> 02:18:18.179]  To keep you in your prime form.
[02:18:18.179 --> 02:18:30.822]  Even today, iodine deficiency remains a serious problem, with the World Health Organization estimating that nearly 50 million people still suffer from some kind of mental impairment related to iodine deficiency.
[02:18:30.822 --> 02:18:45.246]  That's why it's so important that you try Survival Shield X2, the only source of 99.999% ultra-pure deep-earth iodine crystals exclusively available through InfoWars Life at an extremely affordable price.
[02:18:45.767 --> 02:18:53.405]  Discover the shocking facts behind nasaniodine and secure your bottle today while supplies last at InfoWarsTore.com
[02:18:55.615 --> 02:19:08.806]  Thomas Jefferson predicted over 240 years ago that when our republic was in trouble in the future, it'd be the farmers that were close to the ground, close to reality, who actually worked for a living, that would end up saving the nation.
[02:19:08.806 --> 02:19:11.709]  And today, the communist Chinese have banned all U.S.
[02:19:11.709 --> 02:19:13.470]  farming goods a week ago.
[02:19:13.470 --> 02:19:17.114]  And we've seen massive increases in polls to support for the president.
[02:19:17.754 --> 02:19:22.316]  And what he's doing in this trade war wants China to put pressure on our farmers.
[02:19:22.316 --> 02:19:23.356]  That's beautiful.
[02:19:23.356 --> 02:19:25.257]  Americans aren't going to be bullied.
[02:19:25.257 --> 02:19:26.857]  And we aren't going to back down.
[02:19:26.857 --> 02:19:34.440]  So to the Joaquin Cruises and the Hillary Clintons of the world that want to intimidate people and tell us to back down, we're never going to give up.
[02:19:34.440 --> 02:19:36.781]  And all you've done is awaken the human spirit.
[02:19:36.781 --> 02:19:40.942]  And the human spirit lives at InfoWars.com and NewsWorks.com.
[02:19:40.942 --> 02:19:41.883]  And I'm asking listeners,
[02:19:42.663 --> 02:19:46.784]  Whatever you do, spread those links because we are the light in the dark of the night.
[02:19:46.784 --> 02:19:47.884]  We are the resistance.
[02:19:47.884 --> 02:19:59.067]  We are 1776 Worldwide!
[02:19:59.067 --> 02:20:01.688]  You're listening to the Alex Jones Show!
[02:20:31.347 --> 02:20:43.210]  As we saw with Steven Crowder and Carlos Maza of Vox, who's now left Vox, but it was Carlos's insistence that he didn't like Steven Crowder making jokes about him calling him a lispy queer.
[02:20:43.210 --> 02:20:45.991]  Even though that guy calls himself a queer.
[02:20:45.991 --> 02:20:46.271]  He does.
[02:20:46.391 --> 02:20:48.853]  Yes, he does.
[02:20:48.853 --> 02:21:03.543]  But Stephen Crowder was mocking him, and Carlos Maza didn't like that, and so he complained on Twitter to YouTube, and YouTube said, well, he hasn't actually broken the terms of service, and the Twitter mob got louder and angrier, and so they demonetized his entire platform.
[02:21:03.543 --> 02:21:05.004]  Millions of subscribers.
[02:21:05.004 --> 02:21:10.688]  He's got an entire team behind it that supports his entire business model, and they were like, no, we're going to demonetize it.
[02:21:10.708 --> 02:21:14.830]  And that business model had been investing in Twitter and making it its hub for years.
[02:21:14.830 --> 02:21:18.591]  And so it's a form of robbery that Twitter said, oh, you're not breaking the rules for all these years.
[02:21:18.591 --> 02:21:23.593]  And then when a Twitter mob, a bunch of people with torches and pitchforks, when they come, you lose it all.
[02:21:23.593 --> 02:21:24.414]  And that's another great example.
[02:21:24.414 --> 02:21:25.554]  The New York Times leaked.
[02:21:25.554 --> 02:21:26.895]  It's worse than that.
[02:21:26.895 --> 02:21:29.036]  It's like now Crowder has to work for free.
[02:21:29.756 --> 02:21:33.539]  Now he can't stop doing his job, and so now he has to work for free.
[02:21:33.539 --> 02:21:35.640]  He doesn't have another platform to go to.
[02:21:35.640 --> 02:21:39.143]  And it's all on the say of one of his political enemies.
[02:21:39.143 --> 02:21:40.984]  It's not that he broke the rules.
[02:21:40.984 --> 02:21:41.684]  He didn't.
[02:21:41.684 --> 02:21:43.886]  And that's only phase one.
[02:21:43.886 --> 02:21:47.669]  Because next they'll just destroy him completely unless his listeners support him and create their own base.
[02:21:47.669 --> 02:21:48.389]  But let me bring this up.
[02:21:48.389 --> 02:21:50.791]  That was the request, actually, that he was completely deplatformed.
[02:21:50.791 --> 02:21:51.371]  But sorry, go on.
[02:21:51.371 --> 02:21:52.512]  No, you're right.
[02:21:52.512 --> 02:21:53.553]  And we'll close with this and let you finish.
[02:21:54.445 --> 02:22:02.251]  Remember two weeks ago, the New York Times leaked information that came out that the head of the New York Times was telling people, hey, Twitter, you can't do what they say anymore.
[02:22:04.112 --> 02:22:13.120]  There was a headline saying Trump says America must come together and he condemned white supremacism after the tragedy in El Paso.
[02:22:13.120 --> 02:22:16.684]  And Twitter got mad about that, attacked the New York Times.
[02:22:16.684 --> 02:22:20.247]  They got scared, pulled the headline down and began apologizing.
[02:22:20.247 --> 02:22:23.049]  And he said, listen, we changed the headline within an hour.
[02:22:23.049 --> 02:22:24.831]  You shouldn't give these mobs the power.
[02:22:24.831 --> 02:22:26.532]  I agree it made him look too good.
[02:22:26.532 --> 02:22:27.713]  We won't do that anymore.
[02:22:27.713 --> 02:22:29.134]  We're going to shift from Russia to race.
[02:22:29.835 --> 02:22:37.201]  But be slicker about it, and stop giving the outrage mobs all the power, because they're making you sound wild.
[02:22:37.201 --> 02:22:44.267]  This is a 74-page transcript, or 74-minute, excuse me, but it's a long transcript, and I read the whole damn thing.
[02:22:44.267 --> 02:22:49.030]  And he's trying to read between the lines so it's not obvious, but a few times it comes right out and says it.
[02:22:49.030 --> 02:22:50.932]  Just calling him a Nazi isn't working.
[02:22:51.272 --> 02:22:58.721]  We need to subtly destroy him with the race thing, but stop letting Twitter radicalize you to the point of where you sound like an idiot.
[02:22:58.721 --> 02:23:07.811]  And it's so telling, just what you said about Twitter and this hysteria, which then produces the Four Horsemen, which are super unpopular and are destroying the Democratic Party.
[02:23:07.811 --> 02:23:10.895]  They can't help themselves, so it's a black hole of hysteria.
[02:23:11.355 --> 02:23:12.115]  That's true.
[02:23:12.115 --> 02:23:14.256]  I like calling this squad the Four Horsemen.
[02:23:14.256 --> 02:23:16.317]  That's the Four Horsewomen, I suppose.
[02:23:16.317 --> 02:23:17.018]  That's really good.
[02:23:17.018 --> 02:23:18.038]  But no, you're absolutely right.
[02:23:18.038 --> 02:23:18.919]  That was exactly it.
[02:23:18.919 --> 02:23:23.621]  The New York Times headline was Trump versus Trump.
[02:23:23.621 --> 02:23:27.142]  Trump suggests unity against racism or something like this.
[02:23:27.142 --> 02:23:32.925]  But the problem with that is obviously it dichotomizes Trump against racism and they're trying to include him in the definition of racism.
[02:23:32.925 --> 02:23:35.286]  He is the racist in chief as far as they're concerned.
[02:23:35.766 --> 02:23:39.587]  If they dichotomize him against racism, then that makes him look good.
[02:23:39.587 --> 02:23:42.968]  But that was an accurate description of what he had done.
[02:23:42.968 --> 02:23:46.929]  He had said, no, that white supremacy, neo-Nazis, it's all bad, we reject it completely.
[02:23:46.929 --> 02:23:52.330]  And that wasn't good enough, because that completely undermines the Twitter mob's power to coerce.
[02:23:52.330 --> 02:23:54.571]  My oldest daughter went to a football game.
[02:23:54.571 --> 02:23:56.051]  She's 15.
[02:23:56.051 --> 02:23:58.252]  And she has a lot of friends, and she's popular.
[02:23:58.252 --> 02:24:02.133]  But she went from one school to another, and kids walked over and said, you're Alex Jones' daughter?
[02:24:02.933 --> 02:24:05.755]  Why does he deny the Holocaust and hate Jewish?
[02:24:05.755 --> 02:24:08.957]  And my daughter just said, you know, you're just believing fake news and walked off.
[02:24:08.957 --> 02:24:11.878]  But that's the level of the brainwashing.
[02:24:11.878 --> 02:24:13.159]  Yeah, yeah.
[02:24:13.159 --> 02:24:15.300]  So, how do people find you?
[02:24:15.300 --> 02:24:17.842]  How do they find your work if they weren't already a listener or viewer?
[02:24:17.842 --> 02:24:20.744]  And have you moved to build your own website to back everything up?
[02:24:20.744 --> 02:24:24.706]  Because as Matt Drudge said in the studio four years ago, this was all coming.
[02:24:24.706 --> 02:24:26.907]  He said, we've got to decentralize.
[02:24:26.907 --> 02:24:28.728]  I am working on decentralizing.
[02:24:28.728 --> 02:24:31.030]  There is Alt Tech.
[02:24:31.850 --> 02:24:32.671]  Which exists now.
[02:24:32.671 --> 02:24:39.536]  So there are platforms like Bitshoot, Telegram, Gab.ai, which I have a presence on all of those.
[02:24:39.536 --> 02:24:40.497]  And they're very easy to find.
[02:24:40.497 --> 02:24:43.199]  You can just search Sargon of Akkad and I'll be the first results.
[02:24:43.199 --> 02:24:47.042]  Just like I used to be on Google before my MEP campaign.
[02:24:47.042 --> 02:24:49.784]  I was the first result on Google if you typed in Sargon of Akkad.
[02:24:49.784 --> 02:24:52.566]  I'd usurped the position of the historical one.
[02:24:52.566 --> 02:24:55.869]  But now you can't actually find my YouTube channel or videos that way.
[02:24:55.869 --> 02:24:58.671]  You have to type in Sargon of Akkad YouTube specifically.
[02:24:59.131 --> 02:25:00.672]  To be able to find my channel.
[02:25:00.672 --> 02:25:04.534]  And then when you go on YouTube, you have to actually go to my channel to find my videos.
[02:25:04.534 --> 02:25:07.456]  You can't actually get the videos up if you just do a search.
[02:25:07.456 --> 02:25:07.756]  That's right.
[02:25:07.756 --> 02:25:13.000]  A lot of the videos people post of me doing interviews, they're not even listed now when somebody else puts them up.
