[00:00:05.111 --> 00:00:06.632]  Ladies and gentlemen,
[02:00:47.829 --> 02:00:53.676]  Police licenses okay for hunting rifle and pistol for anyone without criminal or psych record.
[02:00:53.676 --> 02:00:54.117]  No more.
[02:00:55.814 --> 02:00:56.954]  There you go.
[02:00:56.954 --> 02:00:58.695]  They already have all that.
[02:00:58.695 --> 02:01:01.216]  So there's Rupert Murdoch wants our guns.
[02:01:01.216 --> 02:01:03.037]  Thank you, Rupert Murdoch.
[02:01:03.037 --> 02:01:06.579]  And the Huffington Post is very proud of you.
[02:01:06.579 --> 02:01:13.101]  George Soros is very, very proud of you right now.
[02:01:13.101 --> 02:01:14.102]  During the last break,
[02:01:16.158 --> 02:01:17.979]  Yes, he ran in here breathing heavy.
[02:01:17.979 --> 02:01:28.661]  Aaron Dykes has just discovered, the guy that put out the Democratic memo about how great a new Oklahoma would be, talking about how great mass shootings are to get our guns.
[02:01:28.661 --> 02:01:30.582]  He was breathing heavily.
[02:01:30.582 --> 02:01:32.222]  He's going to have that on the nightly news tonight.
[02:01:32.222 --> 02:01:35.483]  He's going to be hosting it, but I'm going to do a special report.
[02:01:35.483 --> 02:01:38.284]  I get so excited the first few hours, I can hardly even talk sometimes.
[02:01:38.284 --> 02:01:44.126]  I'm going to try to condense like a laser beam, shoot a special report tonight that will be on the news with Aaron.
[02:01:45.171 --> 02:01:49.593]  Just going over all these points.
[02:01:49.593 --> 02:01:53.936]  Wow, this makes my head spin right now, but Aaron just found some bombshell info.
[02:01:53.936 --> 02:01:54.836]  He'll give it to Watson.
[02:01:54.836 --> 02:01:57.478]  He's got an article coming out very, very soon.
[02:01:57.478 --> 02:02:00.840]  Right now, let's go to El Rey in Texas.
[02:02:00.840 --> 02:02:04.382]  El Rey, thank you for joining us.
[02:02:04.382 --> 02:02:06.183]  Hey Alex, thanks for having me.
[02:02:06.183 --> 02:02:12.266]  I just called to ask if you'd ever heard of the Project on National Security Reform.
[02:02:14.417 --> 02:02:15.038]  Yes, I have.
[02:02:15.038 --> 02:02:18.245]  Isn't that a Council on Foreign Relations thing?
[02:02:18.245 --> 02:02:19.427]  Yes, sir.
[02:02:19.427 --> 02:02:26.400]  I've never heard it mentioned before, and I wanted you to know it's CIA, CFR, RAND Corporation, Bank of America, IBM.
[02:02:27.338 --> 02:02:46.084]  No, no, basically it's everything they've already done, the next phase, total police state, checkpoints everywhere, everything you do being surveilled, no jobs except being in prison, running a prison, or working for a defense contractor, forced inoculations, hell on earth, weather modification, just a nightmare system.
[02:02:46.084 --> 02:02:46.464]  Pretty much.
[02:02:46.464 --> 02:02:55.467]  I just wanted to know if you had heard of it and they're working with state and local governments and law firms and American Bar Association and that was
[02:02:56.398 --> 02:02:59.919]  No, it's the total takeover of every facet of life.
[02:02:59.919 --> 02:03:01.479]  The Threat Fusion Center is everything.
[02:03:01.479 --> 02:03:06.980]  Yes, we've actually covered that before, but I'm glad you raised it.
[02:03:06.980 --> 02:03:15.961]  I'd only seen it in the Washington Post, and then I just had one other thing I wanted to ask about, and that's the Economic Club of New York.
[02:03:15.961 --> 02:03:16.922]  Yes, I've heard of that.
[02:03:16.922 --> 02:03:24.543]  That's another elitist kind of a private CFR meets Federal Reserve organizing house.
[02:03:26.297 --> 02:03:33.601]  Yeah, on the site, they proudly thank Rockefeller Centennial Society for running the program.
[02:03:33.601 --> 02:03:45.528]  And the last thing that kind of ties it all together, actually, we're at an elementary school and I see a lot there, but is the, quote, whole of government approach that they're pushing.
[02:03:45.528 --> 02:03:47.349]  And I just wanted to mention that.
[02:03:47.349 --> 02:03:52.772]  And the Project on National Security Reform's website is pnsr.org.
[02:03:52.772 --> 02:03:54.353]  And thanks for having me on.
[02:03:55.475 --> 02:03:56.335]  Thank you.
[02:03:56.335 --> 02:04:07.017]  All I know is we need guns because of crazy people like the Bozo killer, who is more like the Bozo Patsy.
[02:04:07.017 --> 02:04:10.378]  And as days go by, just it's all coming together.
[02:04:10.378 --> 02:04:12.699]  Aaron just ran in here.
[02:04:12.699 --> 02:04:19.380]  You know that guy who wrote the memo to the Democrat fundraisers talking about, you know, staged events or Oklahoma City helping us?
[02:04:19.380 --> 02:04:24.661]  I found his quotes on things, how they're going to get our guns with mass shootings and how that'll help Obama reconnect with the public.
[02:04:25.001 --> 02:04:38.531]  I mean, I'm glad he was... Because that's how you're supposed to act when you find stuff like that is... Because that's what I do around here is... I'm glad that people are concerned about stuff like this.
[02:04:38.531 --> 02:04:41.253]  You're supposed to get upset about it.
[02:04:41.253 --> 02:04:42.434]  Because it's all there.
[02:04:42.434 --> 02:04:43.995]  They all think you're idiots.
[02:04:43.995 --> 02:04:49.559]  The only reason they get away with all this is because the average person is unconscious and just wants to go home and watch television.
[02:04:49.559 --> 02:04:50.960]  Folks, that ain't living.
[02:04:51.994 --> 02:04:54.041]  That is not living, okay?
[02:04:54.041 --> 02:04:58.475]  We are analyzing these psych warfare social engineers, and we're on their tail.
[02:05:01.104 --> 02:05:05.647]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[02:05:05.647 --> 02:05:06.567]  Number one.
[02:05:06.567 --> 02:05:09.990]  New climate legislation could easily double or triple your electric bill.
[02:05:09.990 --> 02:05:10.850]  Number two.
[02:05:10.850 --> 02:05:15.733]  Our new energy czar wants to control how much power your electric company allows you to have.
[02:05:15.733 --> 02:05:16.494]  It's true.
[02:05:16.494 --> 02:05:21.357]  Total government control of electricity in the name of smart grid technology is coming.
[02:05:21.357 --> 02:05:22.177]  Number three.
[02:05:22.177 --> 02:05:25.760]  In some areas of the country, the power grid is dangerously overloaded.
[02:05:25.760 --> 02:05:29.462]  And now, new socialist legislation is only compounding the problem.
[02:05:29.662 --> 02:05:30.463]  Number 4.
[02:05:30.463 --> 02:05:33.226]  Dangerous weather is always a threat to local grids.
[02:05:33.226 --> 02:05:36.910]  Every year, thousands of families lose their power from weather-related outages.
[02:05:36.910 --> 02:05:37.690]  Number 5.
[02:05:37.690 --> 02:05:41.855]  A solar power generator provides powerful backup, insurance, and peace of mind.
[02:05:41.855 --> 02:05:46.620]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[02:05:46.900 --> 02:05:51.063]  You can get more information at www.mysolarbackup.com.
[02:05:51.063 --> 02:05:52.845]  That's mysolarbackup.com.
[02:05:52.845 --> 02:05:55.107]  Remember, the government doesn't own the sun.
[02:05:55.107 --> 02:05:57.448]  So go to mysolarbackup.com or call 1-877-327-0365.
[02:06:02.844 --> 02:06:06.825]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[02:06:06.825 --> 02:06:15.667]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[02:06:15.667 --> 02:06:20.308]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[02:06:20.308 --> 02:06:31.110]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[02:06:31.750 --> 02:06:41.253]  With continued legislation threatening the sale of nanosilver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[02:06:41.253 --> 02:06:46.695]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[02:06:46.695 --> 02:06:54.178]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[02:06:54.178 --> 02:06:56.939]  That's www.silverlungs.com.
[02:07:00.743 --> 02:07:06.244]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[02:07:06.244 --> 02:07:08.665]  Start purifying your water with ProPure.
[02:07:08.665 --> 02:07:14.366]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure.
[02:07:14.366 --> 02:07:17.767]  And it's available discounted at InfoWars.com.
[02:07:17.767 --> 02:07:21.207]  Its filters are silver impregnated to prevent bacterial growth.
[02:07:21.207 --> 02:07:22.888]  There's no priming required.
[02:07:22.888 --> 02:07:25.148]  It's NSF 42 certified.
[02:07:25.148 --> 02:07:27.649]  Optional fluoride filters can reduce fluoride up to 95%.
[02:07:28.729 --> 02:07:30.250]  Easy to set up and use.
[02:07:30.250 --> 02:07:31.671]  Doesn't require electricity.
[02:07:31.671 --> 02:07:34.853]  Purify water from lakes, streams, ponds, and wells.
[02:07:34.853 --> 02:07:38.236]  This filter system leaves in beneficial minerals, which is key.
[02:07:38.236 --> 02:07:42.359]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[02:07:42.359 --> 02:07:45.101]  ProPure is the best gravity-fed filter out there.
[02:07:45.101 --> 02:07:46.682]  It's what my family uses.
[02:07:46.682 --> 02:07:50.004]  Infowars.com already has the lowest price on ProPure.
[02:07:50.004 --> 02:07:55.568]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[02:07:55.828 --> 02:07:59.430]  You can also call to order 888-253-3139.
[02:07:59.430 --> 02:08:04.352]  He's the T-Rex of political talk.
[02:08:04.352 --> 02:08:07.713]  Alex Jones on the GCN Radio Network.
[02:08:27.429 --> 02:08:38.771]  Alright, coming up in the shower we're going to play some clips of people talking about multiple shooters, smoke bombs or tear gas coming from different sides, someone else letting the shooter in.
[02:08:40.203 --> 02:08:46.584]  Now we've seen who the media is saying is the shooter with Bozo the clown hair.
[02:08:46.584 --> 02:08:50.425]  Everybody said that was men with black masks on who look like police officers.
[02:08:50.425 --> 02:08:53.586]  That's what the eyewitnesses all over local news said.
[02:08:53.586 --> 02:09:04.168]  But now he comes into court today not knowing who he is with all these facial tics, eyes wide open, clearly bombed out of his brain.
[02:09:06.021 --> 02:09:13.168]  And I hope someday they don't commit a mass shooting and then just roll me out and I suddenly can't talk and nobody asked, is he drugged?
[02:09:13.168 --> 02:09:16.271]  Nobody asked, hey, maybe somebody else did it.
[02:09:16.271 --> 02:09:17.393]  Maybe he's mentally ill.
[02:09:18.803 --> 02:09:34.070]  I mean, I could go commit a crime, get a homeless person who's mentally ill in the car with me, they're all over Austin, where I live, thrown out of mental institutions, and then put a bunch of weapons in the car, commit a crime, and then let the homeless person take the blame.
[02:09:34.070 --> 02:09:47.857]  And that's what Operation Northwoods, right here in my hot little hand from the National Security Archive, this is at the Library of Congress, you can just look up PDF of National Security Archive, and it talks about how to commit mass shootings,
[02:09:49.369 --> 02:09:54.773]  And then how to even frame patsies, and who do they recommend in the Gladio documents?
[02:09:54.773 --> 02:09:56.714]  This just talks about framing patsies.
[02:09:56.714 --> 02:10:02.078]  Mentally ill people, people with criminal records, you just frame.
[02:10:02.078 --> 02:10:06.081]  And now we got a guy who can't talk.
[02:10:06.081 --> 02:10:16.128]  The police said he was flopping around the last two days, screaming and spitting at everyone, screaming, I'm the joker, I'm the joker.
[02:10:16.128 --> 02:10:17.709]  Now he can't talk.
[02:10:19.111 --> 02:10:26.334]  And is smiling and laughing and then obviously snapping in and out of things.
[02:10:26.334 --> 02:10:31.016]  And of course he's on a bunch of psychotropic drugs, which can make you do this on your own.
[02:10:31.016 --> 02:10:35.097]  Just like Sergeant Bales who went over there and killed 19 people in Afghanistan.
[02:10:35.097 --> 02:10:39.319]  And they're gonna try to put him on trial.
[02:10:39.319 --> 02:10:40.459]  He's not mentally ill.
[02:10:40.459 --> 02:10:43.721]  He's gonna go to the electric chair, I guess.
[02:10:43.721 --> 02:10:44.441]  Now here's the deal.
[02:10:45.595 --> 02:11:10.051]  We are collating all these clips right now, the admissions, even Glenn Beck covering it a year and a half ago, that top White House advisors in memos and in restricted memos only to top donors, like when Obama's privately with a bunch of donors that give him a million bucks or whatever, you know, billionaires and people, he says, yeah, don't worry, we're going to get these better clingers that cling to their Bibles and guns.
[02:11:10.051 --> 02:11:10.712]  We're going to get them!
[02:11:13.502 --> 02:11:18.869]  To their people, and Paul Watson's doing an article on this right now because it hit me this morning.
[02:11:18.869 --> 02:11:22.575]  They said a new Oklahoma City, a new 9-11, or some big event.
[02:11:23.868 --> 02:11:27.751]  We'll let Obama reconnect with the public and be seen as a hero.
