[00:00.000 --> 00:03.440]  mainstream media, government cover-ups.
[1:47:55.740 --> 1:48:02.740]  But if he is one of the guys that stood up against this program and then was set up, that should come to light to the public.
[1:48:02.740 --> 1:48:06.740]  All right, let's go to Joel in Texas. Joel, are you with me?
[1:48:06.740 --> 1:48:07.740]  Yeah, I'm with you, Jason.
[1:48:07.740 --> 1:48:08.740]  How are you doing, man?
[1:48:08.740 --> 1:48:09.740]  Good. How are you?
[1:48:09.740 --> 1:48:10.740]  I'm good, man. What's up?
[1:48:10.740 --> 1:48:17.740]  Ah, good job on the videos. Everybody's been telling you so I don't want to get in there and grieve you too much.
[1:48:17.740 --> 1:48:22.740]  One of the things that I want to talk to you about real quickly was, I thought it was pretty weird.
[1:48:22.740 --> 1:48:29.740]  I took my, had a wedding to go to out San Diego this last week and ended up taking my family to SeaWorld.
[1:48:29.740 --> 1:48:37.740]  And one of the things that kind of caught me off guard was they have electronic thumbprint scanning.
[1:48:37.740 --> 1:48:40.740]  Okay. At SeaWorld now.
[1:48:40.740 --> 1:48:43.740]  Oh yeah, it's been there for quite, I think it's been there now like three years.
[1:48:43.740 --> 1:48:49.740]  In fact, I remember when Alex Jones went there, it's somewhere on his prismplanet.tv site.
[1:48:49.740 --> 1:48:55.740]  He goes there and he actually hangs back in the back with all the workers telling them how bad the thumb scanning is at SeaWorld.
[1:48:55.740 --> 1:48:56.740]  Go ahead.
[1:48:56.740 --> 1:48:59.740]  I got to check that out. I wasn't sure if you guys knew about that.
[1:48:59.740 --> 1:49:00.740]  Oh yeah.
[1:49:00.740 --> 1:49:10.740]  The other thing that I was going to talk to you about just getting it out there is obviously you, I know you have extensive knowledge of what's going on out there and everything,
[1:49:10.740 --> 1:49:17.740]  but I just recently found out that Rockefeller owns 80% of the stock in ExxonMobil.
[1:49:17.740 --> 1:49:20.740]  Well, that all comes from standard oil money back in the day.
[1:49:20.740 --> 1:49:21.740]  Right.
[1:49:21.740 --> 1:49:28.740]  So, I've been going to ExxonMobil filling up my tank all this time and it's like, now that I found this out,
[1:49:28.740 --> 1:49:37.740]  it's like, why? I mean, this last year they had the record-breaking world profits for any corporation ever.
[1:49:37.740 --> 1:49:47.740]  Isn't that lovely that the oil companies can just start charging whatever they want for gas, creating this scarcity that doesn't really even exist
[1:49:47.740 --> 1:49:55.740]  after they take over the second largest oil-rich nation in the world, Iraq, and then they can post record profits for two years in a row.
[1:49:55.740 --> 1:49:59.740]  Two years in a row, the oil companies are having record profits and nothing is done.
[1:49:59.740 --> 1:50:00.740]  Right.
[1:50:00.740 --> 1:50:12.740]  And I mean, and then the fact that, you know, Rockefeller owns 80% of the family owns 80% of the stock and then that, you know, them and Rothschild have acquired a majority share of the world agriculture
[1:50:12.740 --> 1:50:17.740]  and they're starting to look into, you know, suppressing that market.
[1:50:17.740 --> 1:50:26.740]  It's just like, you know, it's world domination but it just seems like, you know, anybody out there that didn't know they should just stop using ExxonMobil.
[1:50:26.740 --> 1:50:30.740]  Well, absolutely. I think that people should educate themselves on the Rockefellers and the Rothschilds.
[1:50:30.740 --> 1:50:34.740]  I think the Documentary Money Masters covers it very, very well.
[1:50:34.740 --> 1:50:38.740]  Joel, I thank you for the call. We're going to take some more callers on the other side.
[1:50:38.740 --> 1:50:41.740]  And then Paul Joseph Watson joining us at the top of the hour.
[1:50:41.740 --> 1:50:48.740]  www.prisonplanet.com, infowars.com.
[1:51:13.740 --> 1:51:20.740]  Whether you're looking for survival and wellness products like Berkey water filters or you would like a book on the history of the Federal Reserve,
[1:51:20.740 --> 1:51:25.740]  we've got the most well researched and documented titles all available at www.prisonplanet.com.
[1:51:25.740 --> 1:51:31.740]  Or if you'd like, you can give the info or store a call at 888-253-3139.
[1:51:31.740 --> 1:51:37.740]  Or you can view more than a thousand titles in super high quality right now at www.prisonplanet.tv.
[1:51:37.740 --> 1:51:44.740]  Knowledge is power and the information you need to effectively wake up your fellow man and fight the New World Order is available right now
[1:51:44.740 --> 1:51:48.740]  at www.truthnews.us and www.prisonplanet.tv.
[1:51:48.740 --> 1:52:11.740]  Join the info war today.
[1:52:22.740 --> 1:52:25.740]  In just 10 minutes you will discover exactly how this is possible.
[1:52:25.740 --> 1:52:28.740]  This is the secret the oil and auto industry doesn't want you to know.
[1:52:28.740 --> 1:52:33.740]  Go to gasfreedom.info to learn how very easy it is to extract energy from water to run your car.
[1:52:33.740 --> 1:52:36.740]  Go to gasfreedom.info for this special offer.
[1:52:36.740 --> 1:52:38.740]  Turn any car into a hybrid for $300.
[1:52:38.740 --> 1:52:42.740]  That's gasfreedom.info or call 239-628-3708.
[1:52:42.740 --> 1:52:51.740]  That's 239-628-3708.
[1:52:51.740 --> 1:52:54.740]  Imagine a firefly simple and innocent.
[1:52:54.740 --> 1:52:57.740]  The ability to light the night sky.
[1:52:57.740 --> 1:53:02.740]  The ozone layer unseen by the naked eye, life sustaining.
[1:53:02.740 --> 1:53:06.740]  Our ocean, primordial soup breathes life.
[1:53:06.740 --> 1:53:09.740]  Bring the wonders of nature home.
[1:53:09.740 --> 1:53:13.740]  Soleil salt lamps handcrafted from million year old crystal salt
[1:53:13.740 --> 1:53:16.740]  will gently ionize and purify your indoor air
[1:53:16.740 --> 1:53:18.740]  helping you breathe easier.
[1:53:18.740 --> 1:53:22.740]  Nourish your mind and body with soothing colors for deep relaxation
[1:53:22.740 --> 1:53:26.740]  and neutralize EMF radiation protecting your family's health.
[1:53:26.740 --> 1:53:30.740]  Visit S-O-L-A-Y wellness.com
[1:53:30.740 --> 1:53:35.740]  for powerful, simple, life sustaining soleil wellness products
[1:53:35.740 --> 1:53:38.740]  created from nature in harmony with nature.
[1:53:38.740 --> 1:53:41.740]  Hi, I'm Isabella, founder of Soleil Wellness.
[1:53:41.740 --> 1:53:45.740]  Visit us or call 866-497-0274.
[1:53:45.740 --> 1:53:50.740]  866-497-0274.
[1:53:50.740 --> 1:53:54.740]  Crashing through the lies and disinformation.
[1:53:54.740 --> 1:53:58.740]  It's Alex Jones, only on the GCN Radio Network.
[1:54:02.740 --> 1:54:04.740]  All right, ladies and gentlemen,
[1:54:04.740 --> 1:54:08.740]  the final segment before we go to the top of the hour with Paul Joseph Watson,
[1:54:08.740 --> 1:54:11.740]  the PrisonPlanet.com webmaster,
[1:54:11.740 --> 1:54:14.740]  accomplished author of Order Out of Chaos,
[1:54:14.740 --> 1:54:16.740]  working on another project right now.
[1:54:16.740 --> 1:54:20.740]  We're going to get his take on the current state of the police state
[1:54:20.740 --> 1:54:24.740]  and of course of the U.S. economy that's just going into the pits.
[1:54:24.740 --> 1:54:26.740]  But before that, we're going to take another call.
[1:54:26.740 --> 1:54:29.740]  Let's go to Bill in Illinois.
[1:54:29.740 --> 1:54:31.740]  Bill, are you with us?
[1:54:31.740 --> 1:54:32.740]  Hi, Jason.
[1:54:32.740 --> 1:54:33.740]  Hey, man, how you doing?
[1:54:33.740 --> 1:54:34.740]  Good.
[1:54:34.740 --> 1:54:36.740]  I'm going to ask kind of an odd question,
[1:54:36.740 --> 1:54:37.740]  but please play along with me.
[1:54:37.740 --> 1:54:39.740]  You'll see where I'm going.
[1:54:39.740 --> 1:54:42.740]  In all your years, Jason, have you ever seen a talking snake?
[1:54:42.740 --> 1:54:43.740]  No.
[1:54:43.740 --> 1:54:45.740]  You've never seen a talking snake?
[1:54:45.740 --> 1:54:47.740]  Well, I have seen two.
[1:54:47.740 --> 1:54:51.740]  One was in Robin Hood and one was in The Jungle Book,
[1:54:51.740 --> 1:54:55.740]  both put out by Walt Disney, who does Maple Leaf.
[1:54:55.740 --> 1:55:01.740]  What is funny is more people in America believe in a talking snake
[1:55:01.740 --> 1:55:05.740]  than they do in their government attacking them.
[1:55:05.740 --> 1:55:08.740]  And they call us conspiracy nuts.
[1:55:08.740 --> 1:55:09.740]  Well, yeah.
[1:55:09.740 --> 1:55:11.740]  People love fantasy, man.
[1:55:11.740 --> 1:55:13.740]  They're so wrapped up in the nonsense.
[1:55:13.740 --> 1:55:17.740]  I mean, that should be apparent to the fact that the single moms out there
[1:55:17.740 --> 1:55:19.740]  that don't work or not even the single moms,
[1:55:19.740 --> 1:55:22.740]  but just the moms out there that are hooked on these soap operas, man.
[1:55:22.740 --> 1:55:25.740]  I mean, how bad are those productions of guiding light
[1:55:25.740 --> 1:55:26.740]  and all that other stuff?
[1:55:26.740 --> 1:55:29.740]  And they'd rather believe that reality than the real one, dude.
[1:55:29.740 --> 1:55:31.740]  It's just really sad, isn't it, Jason?
[1:55:31.740 --> 1:55:36.740]  I think it's extremely sad that we're in a consumerist mall type culture
[1:55:36.740 --> 1:55:38.740]  that it's all about what kind of car you drive,
[1:55:38.740 --> 1:55:41.740]  what kind of shoes you wear, what kind of hair products you use,
[1:55:41.740 --> 1:55:46.740]  and not about what kind of person you are or, you know, how much you know.
[1:55:46.740 --> 1:55:47.740]  Exactly.
[1:55:47.740 --> 1:55:48.740]  Or you're involved in the community.
[1:55:48.740 --> 1:55:53.740]  I mean, it seems to me that almost no one out there who's involved
[1:55:53.740 --> 1:55:57.740]  in local community gets the kind of credit they deserve.
[1:55:57.740 --> 1:56:00.740]  I'm one of them.
[1:56:00.740 --> 1:56:03.740]  I got one other bit of info on the police state for you.
[1:56:03.740 --> 1:56:09.740]  I live in the town of Naperville, and it was reported to me by Girl Scout leaders
[1:56:09.740 --> 1:56:14.740]  that our town is sitting on 20 military vehicles, AAVs,
[1:56:14.740 --> 1:56:17.740]  that say Department of Homeland Security on them.
[1:56:17.740 --> 1:56:20.740]  When I called up the police department and asked about it,
[1:56:20.740 --> 1:56:23.740]  first they wanted to know if I knew where they were.
[1:56:23.740 --> 1:56:26.740]  I told them, of course, I don't know exactly where they are,
[1:56:26.740 --> 1:56:27.740]  I know they're back there.
[1:56:27.740 --> 1:56:30.740]  And he said, yeah, so what if we have them?
[1:56:30.740 --> 1:56:31.740]  Oh, yeah, so what?
[1:56:31.740 --> 1:56:33.740]  What do you need them for?
[1:56:33.740 --> 1:56:34.740]  He said, for terrorists.
[1:56:34.740 --> 1:56:35.740]  And I started laughing.
[1:56:35.740 --> 1:56:39.740]  I said, you mean like the FBI attacking the World Trade Towers in 93,
[1:56:39.740 --> 1:56:41.740]  96 and 2001?
[1:56:41.740 --> 1:56:44.740]  And he started laughing at me, like, you know.
[1:56:44.740 --> 1:56:48.740]  It's real funny that our federal government is provocaturing
[1:56:48.740 --> 1:56:50.740]  and helping attacks on the United States.
[1:56:50.740 --> 1:56:53.740]  I mean, it's real funny that they hire a guy named Ahmed Salam,
[1:56:53.740 --> 1:56:57.740]  an Egyptian army officer to infiltrate a few retards,
[1:56:57.740 --> 1:56:59.740]  legally retarded people, folks,
[1:56:59.740 --> 1:57:03.740]  and build the bomb, rent the truck, carry out the attack,
[1:57:03.740 --> 1:57:05.740]  and then blame it on these guys.
[1:57:05.740 --> 1:57:07.740]  Yeah, that's real hilarious.
[1:57:07.740 --> 1:57:09.740]  But you've got to understand, Bill, I mean,
