[00:00:13.078 --> 00:00:13.218]  Food.
[02:10:25.315 --> 02:10:27.317]  You put politics ahead of truth.
[02:10:28.644 --> 02:10:40.289]  And now you're just another one of the activist doctors that will lie to the American people for a political agenda.
[02:10:40.289 --> 02:10:43.391]  This is dangerous.
[02:10:43.391 --> 02:10:44.851]  We know our media is corrupt.
[02:10:44.851 --> 02:10:46.292]  We know our media lies to us.
[02:10:46.292 --> 02:10:48.533]  We know that most of the media is Democrat activists.
[02:10:48.533 --> 02:10:56.697]  But now we're dealing with doctors and healthcare professionals that are now lying for political agendas.
[02:10:57.418 --> 02:10:59.879]  And they want our trust in their institutions?
[02:10:59.879 --> 02:11:03.501]  They want our trust in their health advice?
[02:11:03.501 --> 02:11:13.085]  When I can sit here and look at these statements from one top doctor supposedly in the US and it's nothing but lies?
[02:11:13.085 --> 02:11:14.765]  That's scary stuff.
[02:11:14.765 --> 02:11:18.327]  That's frightening stuff.
[02:11:18.327 --> 02:11:21.188]  And it's really a damn shame now that in the United States of America
[02:11:22.296 --> 02:11:30.462]  Because of people like Jerome Adams and Anthony Fauci, the average American is never going to trust doctors again.
[02:11:30.462 --> 02:11:33.004]  Think about that.
[02:11:33.004 --> 02:11:34.866]  Think about that.
[02:11:34.866 --> 02:11:49.837]  And they censor the actual good doctors out there, like Simone Gold and Stella Emanuel and Jane Ruby, so that the liars like Fauci and Jerome Adams can try to force you to take an experimental vaccine and lie all the way in the process.
[02:11:51.784 --> 02:11:53.847]  The biosecurity state is here.
[02:11:53.847 --> 02:12:00.595]  It's an anti-human eugenics operation, training us that humans are dirty, bad and evil.
[02:12:00.595 --> 02:12:02.738]  The corrupt puppet Prime Minister of Canada.
[02:12:03.627 --> 02:12:22.272]  Who says he admires the communist dictatorship of Xi Jinping and wishes to make Canada's fame has announced that they're buying vaccines for every person in the country all the way out to 2024 and that in 2024 you will again take two shots and he says it'll be whatever Pfizer cooks up and wants to put in your body.
[02:12:23.012 --> 02:12:24.533]  This is the Rockefeller Foundation.
[02:12:24.533 --> 02:12:27.475]  They developed this whole plan with Bill Gates.
[02:12:27.475 --> 02:12:29.716]  They're now implementing it, and now they've announced that U.S.
[02:12:29.716 --> 02:12:32.257]  policy is set by the private Rockefeller Foundation.
[02:12:32.257 --> 02:12:42.563]  Of course, the Rockefeller Foundation, by the 30s, was the main funder of Adolf A. Louis Hitler and the eugenics at Cold Springs Harbor that trained the Kaiser Wilhelm Institute in Germany.
[02:12:42.563 --> 02:12:43.984]  And bull wars will continue to set fast.
[02:12:43.984 --> 02:12:44.524]  They fight this.
[02:12:44.524 --> 02:12:46.005]  I don't know how long we can.
[02:12:46.005 --> 02:12:47.366]  The enemy's coming for us all now.
[02:12:47.366 --> 02:12:48.987]  God bless and good luck.
[02:12:48.987 --> 02:12:50.508]  I would, again, get right with God right now.
[02:12:51.543 --> 02:12:55.245]  As we predicted, the globalists are now launching a new lockdown.
[02:12:55.245 --> 02:13:03.811]  The first one has already destroyed the third world, already caused over 20 million extra people to starve to death, and it's caused massive supply chain problems across the western world.
[02:13:04.739 --> 02:13:11.465]  Ladies and gentlemen, now is the time for you to get high-quality, storable food that's ready to ship while you still can at 2020 prices.
[02:13:11.465 --> 02:13:14.928]  We have the biggest, best company in the United States as our supplier.
[02:13:14.928 --> 02:13:17.370]  Their entire catalog is at InfoWareStore.com.
[02:13:17.370 --> 02:13:22.675]  You get an additional 10% off at InfoWareStore.com, but only for one more week.
[02:13:22.675 --> 02:13:24.617]  They've told us you can extend it one more week, Alex.
[02:13:25.137 --> 02:13:26.158]  But that's it.
[02:13:26.158 --> 02:13:28.560]  They won't do this sale again until November.
[02:13:28.560 --> 02:13:30.762]  And then the food prices go up in 2022.
[02:13:30.762 --> 02:13:32.763]  This is insurance you can eat.
[02:13:32.763 --> 02:13:34.045]  It's the highest quality.
[02:13:34.045 --> 02:13:35.206]  Hundreds of high-quality foods.
[02:13:35.206 --> 02:13:36.887]  Three-month, six-month year supplies.
[02:13:36.887 --> 02:13:43.332]  All ready for you at InfoWarsTore.com or call toll-free, 888-253-3139.
[02:13:43.332 --> 02:13:45.534]  Again, InfoWarsTore.com.
[02:13:45.534 --> 02:13:46.975]  10% off on high-quality, storable food.
[02:13:46.975 --> 02:13:47.776]  Ready to ship.
[02:13:47.776 --> 02:13:49.557]  But it ends in just one week.
[02:13:49.557 --> 02:13:51.239]  So take action now while you still can.
[02:13:54.270 --> 02:14:02.600]  You're listening to The Alex Jones Show.
[02:14:02.600 --> 02:14:06.545]  You look like an angel.
[02:14:13.098 --> 02:14:15.159]  People should not be walking around with masks.
[02:14:15.159 --> 02:14:19.161]  Let me just state for the record that masks are not theater.
[02:14:19.161 --> 02:14:22.443]  Wearing a mask might make people feel a little bit better.
[02:14:22.443 --> 02:14:24.144]  Masks are protective.
[02:14:24.144 --> 02:14:28.045]  But it's not providing the perfect protection that people think that it is.
[02:14:28.045 --> 02:14:33.148]  There has not been any indication that putting a mask on and wearing a mask for
[02:14:33.148 --> 02:14:33.308]  For sure.
[02:14:49.555 --> 02:14:50.536]  You've been vaccinated.
[02:14:50.536 --> 02:14:57.160]  Good that you're vaccinated, but in a situation where you have people indoors, particularly crowded, you should wear a mask.
[02:14:57.160 --> 02:15:00.502]  So even if you are vaccinated, you should wear a mask.
[02:15:00.502 --> 02:15:07.246]  If in fact you are vaccinated, fully vaccinated, you are protected, and you do not need to wear a mask outdoors or indoors.
[02:15:07.246 --> 02:15:11.829]  When the children go out into the community, you want them to continue to wear masks.
[02:15:11.829 --> 02:15:15.372]  You know, if you look at children outside, particularly when they're with the family,
[02:15:16.672 --> 02:15:22.197]  Walking down the street, playing a game or what have you, don't have to wear a mask.
[02:15:22.197 --> 02:15:29.783]  The pediatric, the Academy of Pediatric actually makes that recommendation that children should be wearing masks from two years old onward.
[02:15:29.783 --> 02:15:37.210]  And you're asking now, if your child is a member of your household, can you walk outdoors with your child without a mask?
[02:15:37.210 --> 02:15:40.012]  According to that chart, the answer is yes.
[02:15:40.012 --> 02:15:42.014]  But the child can't, not to beat it to death.
[02:15:42.961 --> 02:15:43.721]  Yes, yes.
[02:15:43.721 --> 02:15:47.383]  Because now the CDC says, I mean, I think I've got this right.
[02:15:47.383 --> 02:15:49.545]  One mask is better than zero masks.
[02:15:49.545 --> 02:15:51.546]  Two masks is better than one mask.
[02:15:51.546 --> 02:15:53.687]  But you don't have to have double masks.
[02:15:53.687 --> 02:15:54.487]  Is that right?
[02:15:54.487 --> 02:16:02.511]  I mean, you know, it became clear that cloth coverings that you didn't have to buy in a store that you could make yourself were adequate.
[02:16:02.511 --> 02:16:03.632]  And then you wanted to fit
[02:16:03.792 --> 02:16:06.074]  Are you a double-masker, Dr. Fauci?
[02:16:06.074 --> 02:16:07.275]  You look like you are!
[02:16:07.275 --> 02:16:07.615]  Exactly.
[02:16:07.615 --> 02:16:07.875]  Nobody.
[02:16:07.875 --> 02:16:08.075]  Nobody.
[02:16:08.075 --> 02:16:09.636]  What is going on in this country?
[02:16:27.193 --> 02:16:28.074]  They discharged everybody?
[02:16:28.074 --> 02:16:28.554]  Yeah.
[02:16:28.554 --> 02:16:29.695]  So there's nobody even in there?
[02:16:29.695 --> 02:16:30.555]  Nobody's in there.
[02:16:30.555 --> 02:16:32.236]  Nobody's in the hospital?
[02:16:32.236 --> 02:16:35.478]  How is that possible in a medical pandemic?
[02:16:35.478 --> 02:16:36.819]  That's fake news, that's why.
[02:16:36.819 --> 02:16:38.200]  Fake news?
[02:16:38.200 --> 02:16:39.721]  It's all fake news, isn't it?
[02:16:39.721 --> 02:16:40.521]  There's nobody in there.
[02:16:40.521 --> 02:16:42.843]  Is there anybody in there?
[02:16:42.843 --> 02:16:43.904]  No.
[02:16:43.904 --> 02:16:45.264]  But there's free food.
[02:16:45.264 --> 02:16:49.207]  Yeah, you're the devil in disguise, alright.
[02:16:49.207 --> 02:16:50.648]  Anthony Fauci.
[02:16:59.841 --> 02:17:09.544]  You know, this is a true reckoning for America right now that we're going through, ladies and gentlemen.
[02:17:09.544 --> 02:17:13.806]  Because we shouldn't be taking this.
[02:17:13.806 --> 02:17:20.708]  We shouldn't take this for another day, let alone another minute.
[02:17:20.708 --> 02:17:29.251]  And the liars in our government and in our media are so emboldened right now because
[02:17:30.723 --> 02:17:32.705]  They've gotten away with so much crime.
[02:17:32.705 --> 02:17:36.228]  They've gotten away with so much lies and misinformation and propaganda.
[02:17:36.228 --> 02:17:41.854]  They just don't even know how to take their foot off the gas at this point.
[02:17:41.854 --> 02:17:45.517]  And so, you just saw the video.
[02:17:45.517 --> 02:17:49.541]  Anthony Fauci debating himself on masks.
[02:17:49.541 --> 02:17:54.325]  You have a corrupt doctor, Jerome Adams, who's now been politicized.
[02:17:54.325 --> 02:17:56.768]  He puts his politics over actual health advice.
[02:17:58.712 --> 02:18:08.922]  Who says the pandemic is spiraling out of control, but then you go to your local hospital and there's nobody in it and the nurses say it's fake news.
[02:18:08.922 --> 02:18:17.911]  But you're reaching a dangerous point in our civilization where doctors are putting politics over actual health advice.
[02:18:17.911 --> 02:18:19.692]  That is scary, man.
[02:18:19.692 --> 02:18:21.154]  And see, that's the problem is, again,
[02:18:22.290 --> 02:18:35.536]  Hey, hey, you get sick, you're feeling ill, you're feeling down, you'd like to say, hey, I'm gonna go to a doctor and, you know, I'll trust the doctor's gonna help me, no matter what my politics are, or skin color, or anything like that, but not anymore!
[02:18:35.536 --> 02:18:41.159]  You go to a doctor, you're like clutching your pearls, like, boy, I hope this doctor's not a Democrat!
[02:18:41.159 --> 02:18:43.400]  Might try to kill me!
[02:18:43.400 --> 02:18:48.402]  Might try to kill me with a big pharmaceutical pill or drug!
[02:18:48.402 --> 02:18:49.803]  Or, or, it doesn't even matter.
[02:18:50.825 --> 02:18:52.186]  What their politics are at that point.
[02:18:52.186 --> 02:18:54.486]  They're all run by Big Pharma.
[02:18:54.486 --> 02:18:59.468]  But... I played it, or I covered it in the last segment.
[02:18:59.468 --> 02:19:01.729]  Dr. Jerome Adams just lying about everything.
[02:19:01.729 --> 02:19:02.669]  And it's all provable.
[02:19:02.669 --> 02:19:04.930]  It's all provable lies.
[02:19:04.930 --> 02:19:08.011]  Doesn't stop him.
[02:19:08.011 --> 02:19:10.572]  Doesn't stop him.
[02:19:10.572 --> 02:19:12.673]  Fauci arguing himself over masks.
[02:19:12.673 --> 02:19:15.454]  He'll continue to debate himself over masks as long as he's still around.
[02:19:15.454 --> 02:19:16.154]  Nothing will stop him.
[02:19:22.449 --> 02:19:41.439]  Here's a clip though, let's go to clip 10, where you have in Arkansas, the health bureaucrats, well let's just say when the health bureaucrats have public meetings, they are not met with much support.
[02:19:41.439 --> 02:19:44.861]  Well the answer is no, and that's been the data.
[02:19:44.861 --> 02:19:50.884]  Dr. Delahaye, do you want to answer that?
[02:19:51.638 --> 02:20:02.728]  So at this point in time, there is no evidence that the COVID- All right, so go ahead, Dr. Dale.
[02:20:12.946 --> 02:20:13.926]  Go ahead, Dr. Billings.
[02:20:13.926 --> 02:20:21.789]  So there is no medical evidence at this time that the COVID vaccine impacts fertility.
[02:20:21.789 --> 02:20:31.912]  There is a great deal of evidence that the COVID illness itself causes problems with pregnancy.
[02:20:31.912 --> 02:20:32.512]  That's not true.
[02:20:32.512 --> 02:20:33.733]  And fetal demise.
[02:20:33.733 --> 02:20:39.334]  So I think it's important for people to have factual, accurate information.
[02:20:39.334 --> 02:20:40.655]  We're not getting it from you.
[02:20:43.012 --> 02:20:44.612]  So this is what's happened now.
[02:20:44.612 --> 02:20:52.174]  The Democrat Party has destroyed the Americans' faith in every institution.
[02:20:52.174 --> 02:20:53.494]  Everything.
[02:20:53.494 --> 02:21:04.137]  The media, healthcare, school.
[02:21:04.137 --> 02:21:09.658]  And again, you'd think, you know, at least we can have education in this country not be politicized.
[02:21:09.658 --> 02:21:10.958]  Nope, Democrats have destroyed that.
[02:21:11.790 --> 02:21:14.571]  At least we can have healthcare in this country not be politicized.
[02:21:14.571 --> 02:21:16.771]  Nope, Democrats have destroyed that.
[02:21:16.771 --> 02:21:19.852]  At least we can have a media in this country that wants to get things right and accurate.
[02:21:19.852 --> 02:21:23.173]  Nope, Democrats have destroyed that too.
