[00:00:10.659 --> 00:00:12.208]  Hi, Steve Adler.
[01:59:04.803 --> 01:59:14.586]  And in Germany, the police are using giant armored tanks with water cannons to blast men, women, and children that protest the fact that Merkel, the dictator, has put them under her control.
[01:59:15.146 --> 01:59:18.410]  That's right, she's been rigging elections for years and years.
[01:59:18.410 --> 01:59:21.333]  And the same thing is coming here to the United States.
[01:59:21.333 --> 01:59:22.875]  This is world government.
[01:59:22.875 --> 01:59:27.379]  In Philadelphia they've announced four people or more seen together will be arrested.
[01:59:27.379 --> 01:59:29.622]  They're announcing that Christmas is cancelled.
[01:59:29.622 --> 01:59:32.045]  This is what the communist takeover looks like.
[01:59:32.045 --> 01:59:35.929]  To bankrupt you, to take rid of all your due process, and absolutely
[01:59:36.309 --> 01:59:39.651]  Transform the world into a prison planet.
[01:59:39.651 --> 01:59:41.632]  How long have we warned you about this?
[01:59:41.632 --> 01:59:42.772]  But you can fight back.
[01:59:42.772 --> 01:59:44.873]  America is the last bastion.
[01:59:44.873 --> 01:59:50.116]  Stop submitting!
[01:59:50.116 --> 02:00:04.723]  I'm dreaming of a white Christmas Just like the ones I used to know
[02:00:13.208 --> 02:00:16.370]  My three-and-a-half-year-old daughter is begging me to see snow.
[02:00:16.370 --> 02:00:17.411]  We live in Central Texas.
[02:00:17.411 --> 02:00:18.292]  She hasn't seen snow.
[02:00:18.292 --> 02:00:21.674]  And she says, Daddy, I want to see snow this Christmas.
[02:00:21.674 --> 02:00:24.236]  Well, according to the Southern Poverty Law Center, that's because she's racist.
[02:00:24.236 --> 02:00:26.698]  They actually say white Christmas is racist!
[02:00:27.758 --> 02:00:31.701]  But that's the left trying to divide this country and divide the world.
[02:00:31.701 --> 02:00:37.224]  The good news is, everybody, no matter what melanin you got in your skin, is seeing through this.
[02:00:37.224 --> 02:00:38.204]  And that's the good news.
[02:00:38.204 --> 02:00:39.265]  All right.
[02:00:39.265 --> 02:00:49.871]  Dr. Steve Pachetnik, former head of psychological operations, psychiatrist, a lot of other stuff, of the State Department, worked in regime changes, helped found Delta Force, co-wrote a bunch of books, and made movies with Tom Clancy.
[02:00:52.466 --> 02:01:05.329]  He came out here three weeks ago and he said, Biden's gonna basically be exposed as a Chinese agent, and he'll be given a chance to step down and not contest this, or they're gonna go to prison, but if he wants a pardon, he'll get one.
[02:01:05.329 --> 02:01:07.289]  I'm like, okay, sounds like wishful thinking.
[02:01:07.289 --> 02:01:08.650]  That's a dead story.
[02:01:08.650 --> 02:01:10.410]  The media totally locked it down during the election.
[02:01:10.410 --> 02:01:12.430]  He said, watch, it's gonna come out.
[02:01:12.430 --> 02:01:14.751]  He was on Sunday and said, just watch, it's imminent.
[02:01:14.751 --> 02:01:17.272]  We'll play a clip in a moment, but he was on for an hour.
[02:01:17.272 --> 02:01:18.952]  The full interview is at Band.Video.
[02:01:20.419 --> 02:01:20.619]  I think?
[02:01:41.338 --> 02:01:41.879]  I don't know.
[02:01:58.715 --> 02:02:00.918]  Spindletop in South Texas or something.
[02:02:00.918 --> 02:02:03.441]  I mean, this damn thing is the motherlode.
[02:02:03.441 --> 02:02:05.383]  These people are complete commie agents.
[02:02:05.383 --> 02:02:07.605]  Talk about a big giant target on their back.
[02:02:07.605 --> 02:02:13.272]  The Machiavellian side of me hopes they put Biden in and will destroy the whole Democratic Party, but I'm sorry.
[02:02:13.732 --> 02:02:18.693]  Going back to Pecheneg, who's been saying, hey, we got hope, it's alright, like waving the flag of the battle.
[02:02:18.693 --> 02:02:19.293]  Don't give up!
[02:02:19.293 --> 02:02:21.414]  They were like, how dare you be optimistic?
[02:02:21.414 --> 02:02:32.336]  Well, that's all we got, but it seems to be with Texas joining, and now 19 other states joining as parties of the suit, not just signing on, that the worm is turning, like you said.
[02:02:32.336 --> 02:02:34.536]  I hope you're right with 41 days, buddy.
[02:02:34.536 --> 02:02:37.377]  So, here's a clip of you Sunday with Owen Schroeder.
[02:02:38.246 --> 02:02:40.068]  I think Biden understands this.
[02:02:40.068 --> 02:02:50.897]  He may not always be the sharpest bulb and the sharpest mind around, but I think he has a pretty good idea that he's under indictment, his son is.
[02:02:50.897 --> 02:02:58.344]  And if anything is to come about, my suspicion is that Biden will resign as will his son because
[02:02:59.398 --> 02:03:01.939]  Either or, or both might go to prison.
[02:03:01.939 --> 02:03:04.281]  My suspicion is Trump will remain.
[02:03:04.281 --> 02:03:06.862]  He will be a president for the next eight years.
[02:03:06.862 --> 02:03:11.104]  Biden will concede, and somewhere there will be remuneration.
[02:03:11.104 --> 02:03:13.145]  That's only my suspicion.
[02:03:13.145 --> 02:03:14.666]  So is that a Roosevelt prediction?
[02:03:14.666 --> 02:03:16.207]  All right, Steve.
[02:03:16.207 --> 02:03:18.828]  Again, you've been on the air 19 years.
[02:03:18.828 --> 02:03:19.749]  You've exposed a lot of stuff.
[02:03:19.749 --> 02:03:21.289]  You've been accurate most of the time.
[02:03:21.289 --> 02:03:22.050]  I don't think you're a bad guy.
[02:03:22.050 --> 02:03:23.150]  I think you're a good guy.
[02:03:23.150 --> 02:03:26.392]  But I tell you, things sounded dire three weeks ago when you said this.
[02:03:26.392 --> 02:03:27.492]  Now they seem to be going your way.
[02:03:27.492 --> 02:03:28.333]  What's going on?
[02:03:29.667 --> 02:03:32.589]  Well, it's not going my way or any way.
[02:03:32.589 --> 02:03:39.132]  Number one, I just want to thank you for always being open to alternative point of view.
[02:03:39.132 --> 02:03:43.995]  And you have to understand this is not flattering you, but I am.
[02:03:43.995 --> 02:03:45.776]  I do enjoy your presence.
[02:03:45.776 --> 02:03:48.537]  It's amazing.
[02:03:48.537 --> 02:03:57.482]  The reason we come on this air and over 20 years, you have become literally the mainstream media with all due respect to that word.
[02:03:58.687 --> 02:04:10.590]  As a result of that, we were able to say what I was able to say, which is number one, Biden and his crew are really going to be rolled up.
[02:04:10.590 --> 02:04:23.734]  It's something that Trump and a group of us and Cyber Command and really, we owe a lot of gratitude to Nakasone, Keith Alexander, Colin Agee, and Special Forces Boykin
[02:04:24.375 --> 02:04:31.521]  I can't explain to you how important our military has become, not because they're kinetic.
[02:04:31.521 --> 02:04:38.107]  Those days of kinetic warfare are over, and what these gentlemen and others, including the civilians
[02:04:38.735 --> 02:04:48.420]  General Brown of the Air Force, what they began to understand, along with Trump, who really catalyzed all this, we're in the 21st century.
[02:04:48.420 --> 02:04:59.146]  And in order to compete with China and Russia, we had to immediately co-opt the Chinese, the Russians, and our own internal corruption.
[02:04:59.636 --> 02:05:06.498]  The amount of corruption that was present or extant has been here for 40 to 50 years.
[02:05:06.498 --> 02:05:18.921]  In a way, with all due respect to you Alex, the reason I came on 20 years ago is because you were the only show that understood the veracity of the 9-11 false flag.
[02:05:18.921 --> 02:05:28.323]  So this is the payback for those of us who went to Vietnam, Cambodia, Iraq, Afghanistan, Somalia, Sudan, Syria.
[02:05:28.963 --> 02:05:33.347]  Underneath the auspices of every chicken hawk president we had.
[02:05:33.347 --> 02:05:38.152]  Bush Senior, who claimed that he was shot down, but he ejected from his plane.
[02:05:38.152 --> 02:05:41.955]  Bush Junior, who never served, he was too cowardly.
[02:05:41.955 --> 02:05:49.302]  Obama, who never served, but was a CIA operative who brought along with him that Catholic idiot, John Brennan.
[02:05:49.742 --> 02:05:52.963]  And at the same time, we had all of these people.
[02:05:52.963 --> 02:06:03.586]  Susan Rice, one of the greatest cowards of all time from National Cathedral, Stanford, could have prevented the death of a million Tootsies, but didn't say anything.
[02:06:03.586 --> 02:06:06.747]  And now she's being appointed as domestic counsel.
[02:06:06.747 --> 02:06:14.589]  John Kerry, Secretary of State, another loser who goes into the Vietnam War with a camera to show how grandiose, of course.
[02:06:15.129 --> 02:06:15.309]  Yes.
[02:06:31.094 --> 02:06:32.435]  Christianity.
[02:06:32.435 --> 02:06:39.957]  And Barr himself was a DI, as I said, a Director of Intel, an analyst, a DDO, an operative.
[02:06:39.957 --> 02:06:45.639]  And we have suspicions about Barr and why there weren't any indictments beforehand.
[02:06:45.639 --> 02:06:48.140]  The reason was simple.
[02:06:48.140 --> 02:06:52.401]  The catalyst for all of this, quite frankly, were two elements.
[02:06:52.401 --> 02:06:55.782]  One is your friend and my acquaintance, Roger Stone.
[02:06:56.670 --> 02:07:04.533]  The minute they had even thought of bringing Roger Stone in or anywhere near prison was already a catalyst.
[02:07:04.533 --> 02:07:06.154]  That was a warning to me.
[02:07:06.154 --> 02:07:17.678]  But the real catalyst in all of this was the fact that they were pinpointing Michael Flynn in an amazing directive of the Defense Intelligence Agency.
[02:07:18.286 --> 02:07:28.814]  That was when I came on your show and a year or two years ago, I said under no condition will Mike Flynn be arrested or convicted or indicted.
[02:07:28.814 --> 02:07:33.898]  And that was the real rolling stone behind all of these efforts.
[02:07:33.898 --> 02:07:43.085]  Once you attacked one of our major operatives in the Defense Intelligence Agency, all the other colleagues, including myself,
[02:07:44.111 --> 02:07:44.632]  We're good to go.
[02:07:56.195 --> 02:07:57.115]  C.I.A.
[02:07:57.115 --> 02:08:02.597]  has led a legacy of ashes and this is part of the C.I.A.
[02:08:02.597 --> 02:08:07.678]  disaster that occurred with Gina Aspel, George Tenet.
[02:08:07.678 --> 02:08:09.059]  No, I agree.
[02:08:09.059 --> 02:08:13.440]  Let's talk about what you expect to see the next 40 days and hopefully this goes well.
[02:08:13.440 --> 02:08:15.080]  Trump seems very confident.
[02:08:15.080 --> 02:08:17.021]  The states are lining up.
[02:08:17.021 --> 02:08:20.602]  Pennsylvania being thrown out is not a big deal because they wanted a stronger state level.
[02:08:21.002 --> 02:08:21.542]  They should be scared.
[02:08:21.542 --> 02:08:26.345]  Clapper, Brennan, Hayden, and a bunch of them have already been targeted by our own people in Cyber Command.
[02:08:40.546 --> 02:08:43.911]  Will people actually go to a prison?
[02:08:43.911 --> 02:08:44.612]  Some will.
[02:08:44.612 --> 02:08:46.154]  Many of them you will not know.
[02:08:46.154 --> 02:08:54.567]  Number two, we have ordered and we built a huge Guantanamo base in the mountains of Cuba.
[02:08:54.567 --> 02:08:55.488]  Make that clear.
[02:08:55.488 --> 02:08:56.230]  Number three,
[02:08:56.920 --> 02:09:13.339]  There will be indictments in the Biden community and Biden will have to relinquish any sense of being a president or anything else because Hunter Biden is so exposed at this particular point in time that there will be a quid pro quo.
[02:09:13.339 --> 02:09:14.320]  A quid pro quo.
[02:09:14.760 --> 02:09:15.801]  We'll be sampling.
[02:09:15.801 --> 02:09:17.542]  Sorry, the dogs are going at it.
[02:09:17.542 --> 02:09:19.523]  Stay there.
[02:09:19.523 --> 02:09:24.806]  You can see the worm turning now from what you were saying sounded absurd three weeks ago to now.
[02:09:24.806 --> 02:09:25.626]  It's like, whoa.
[02:09:25.626 --> 02:09:26.867]  So I want to hear this.
[02:09:26.867 --> 02:09:28.568]  As you said, it's going to come out.
[02:09:28.568 --> 02:09:31.449]  I'm like, they've already buried the China stuff, Steve.
[02:09:31.449 --> 02:09:32.690]  And you're like, watch.
[02:09:32.690 --> 02:09:35.612]  And boom, just like night following day, day following night.
[02:09:35.612 --> 02:09:37.413]  You've been right so far.
[02:09:37.413 --> 02:09:38.834]  I've crossed my fingers.
[02:09:38.834 --> 02:09:41.455]  I hope you're in telling what your side's going to win.
