[00:00:08.949 --> 00:00:09.390]  Death and taxes.
[01:49:00.641 --> 01:49:13.946]  Governments are digging in saying they see total collapse by 2020 and martial law worldwide and war on the streets and the army's training for, you know, zombie apocalypse, using zombie cover for mowing down crowds of people.
[01:49:13.946 --> 01:49:15.967]  I mean, governments digging in.
[01:49:15.967 --> 01:49:18.348]  They admit they know this is coming.
[01:49:18.348 --> 01:49:20.669]  And I mean, I'm literally saying, what do I need to do?
[01:49:21.755 --> 01:49:26.457]  Well, I mean, what you need to do, I think, is the same thing that Gary North recommended 14 years ago.
[01:49:26.457 --> 01:49:37.102]  He said, look, when these complicated, sophisticated systems break down, you need to be in a place and you need to have the stuff that you need to survive without them.
[01:49:37.102 --> 01:49:40.323]  And his idea then, which is still a good idea, he said, look,
[01:49:40.959 --> 01:49:44.303]  You know, to save your money, buy a farm in the Ozark.
[01:49:44.303 --> 01:49:53.834]  You've got to be somewhere where you're not dependent upon the shelves of the local 7-Eleven, because there are going to be a lot of people going after those shelves.
[01:49:53.834 --> 01:49:58.520]  You've got to make sure you have some shelves of your own, and they've got to be somewhere where everybody else isn't going to get to them.
[01:49:59.327 --> 01:50:05.149]  I know that sounds apocalyptic, and some of my neighbors think that's kind of nutty and crazy, but I don't think it is at all.
[01:50:05.149 --> 01:50:06.850]  Hey, hey, hey!
[01:50:06.850 --> 01:50:07.810]  You're not nutty at all, Bill!
[01:50:07.810 --> 01:50:10.931]  When a new crisis comes, you need to have some security.
[01:50:10.931 --> 01:50:16.153]  And security means you have to have the things that the complicated systems can't provide.
[01:50:16.153 --> 01:50:20.635]  And they won't be able to provide, necessarily, food, water, or money.
[01:50:20.635 --> 01:50:21.435]  And so you need to have
[01:50:22.094 --> 01:50:24.136]  Real money, gold and silver coined.
[01:50:24.136 --> 01:50:31.262]  You need to have real food, either in form of a garden, something you produce, cows on the hoof, whatever you need, or in storage.
[01:50:31.262 --> 01:50:33.724]  And you need to have a source of water that you can depend on.
[01:50:33.724 --> 01:50:35.325]  Those are really the basics.
[01:50:35.325 --> 01:50:36.726]  Bill, stay there.
[01:50:36.726 --> 01:50:37.387]  We gotta go to break.
[01:50:37.387 --> 01:50:38.307]  Bill Bonner's our guest.
[01:50:39.248 --> 01:50:42.772]  The new book coming out, it's a mushroom cloud with a clown forming a clown.
[01:50:42.772 --> 01:50:45.576]  Formageddon, how too much of a good thing leads to disaster.
[01:50:45.576 --> 01:50:46.577]  Bill Bonner.
[01:50:46.577 --> 01:50:52.384]  But what he's saying is absolutely on target about being prepared, ladies and gentlemen.
[01:50:52.384 --> 01:50:54.066]  And again, government is doing it.
[01:50:54.066 --> 01:50:57.349]  If there was a 10% chance that this was going to happen, we should all be prepared.
[01:50:57.950 --> 01:50:58.330]  It's like 95.
[01:50:58.330 --> 01:51:02.032]  I mean, the only question is, how bad's it gonna be?
[01:51:02.032 --> 01:51:02.652]  When's it gonna happen?
[01:51:02.652 --> 01:51:05.633]  This hour brought to you by InfidelBodyArmor.com.
[01:51:05.633 --> 01:51:09.395]  When it hits the fan, don't be left without the body armor that will save your life.
[01:51:09.395 --> 01:51:12.036]  With prices starting at just $374.99.
[01:51:12.036 --> 01:51:13.096]  And ships free.
[01:51:13.096 --> 01:51:15.597]  Get yours at InfidelBodyArmor.com.
[01:51:15.597 --> 01:51:16.758]  Just won't quit.
[01:51:17.358 --> 01:51:21.279]  Clean water at home, clean water at the office, clean water on the go.
[01:51:21.279 --> 01:51:27.540]  The Berkey Guy has a Berkey water filtration model for anywhere you are and one that fits any budget.
[01:51:27.540 --> 01:51:30.680]  Thousands of satisfied customers can't be wrong.
[01:51:30.680 --> 01:51:34.841]  For free shipping within the U.S., go to GoBerkey.com or call 877-886-3653.
[01:51:34.841 --> 01:51:35.101]  That's 877-886-3653.
[01:51:35.101 --> 01:51:36.801]  Helping thousands prepare since 2005.
[01:51:36.801 --> 01:51:37.141]  GoBerkey.com.
[01:51:47.136 --> 01:51:49.479]  Hi, Ted Anderson with Midas Resources.
[01:51:49.479 --> 01:51:54.184]  Is it time to convert paper 401ks and IRAs to solid gold and silver yet?
[01:51:54.184 --> 01:51:55.946]  Get our 10 Reasons book free.
[01:51:55.946 --> 01:51:56.246]  Call 800-686-2237.
[01:51:56.246 --> 01:51:56.426]  That's 800-686-2237.
[01:52:01.880 --> 01:52:05.862]  Hey folks, this is Larry Crisp for BabyBoomerBackupPlan.com.
[01:52:05.862 --> 01:52:09.103]  I'm sure you know, this economy sucks!
[01:52:09.103 --> 01:52:15.006]  We all realize that the American economy is tremendously unstable right now and will likely get much worse.
[01:52:15.006 --> 01:52:23.870]  There's monumental debt, government bailouts, stock and real estate bubbles that are primed to pop at any moment which can flush away most or all of your retirement savings.
[01:52:24.150 --> 01:52:27.031]  This type of movement has enormous consequences.
[01:52:27.031 --> 01:52:32.473]  Virtually zero sectors of the economy are hiring and workforce participation is at record lows.
[01:52:32.473 --> 01:52:35.333]  Financial trouble is right here at our doorstep.
[01:52:35.333 --> 01:52:41.435]  But if you move right now and develop a backup plan immediately, this could be the most profitable time of your life.
[01:52:41.435 --> 01:52:46.677]  Proportionally, more millionaires were created during the Great Depression than at any time in our history.
[01:52:47.017 --> 01:52:51.060]  Get my free report at babyboomerbackupplan.com or call 888-507-8789 for my free report.
[01:52:51.060 --> 01:52:53.002]  888-507-8789 and prepare to profit as history repeats itself.
[01:53:02.549 --> 01:53:08.294]  GMO-free emergency food supply for only $99 at 30dayfoodsupply.com.
[01:53:08.294 --> 01:53:14.659]  You can purchase Oregon Trail Foods' one-month supply of high-quality, nutritious, and healthy emergency meals.
[01:53:14.659 --> 01:53:23.206]  For less than $100, these vegetarian meals are naturally high in fiber, carbs, and protein, and they're packed with oxygen absorbers in Mylar pouches.
[01:53:23.206 --> 01:53:24.047]  They're completely free.
[01:53:24.187 --> 01:53:25.988]  of any artificial flavors and colorings.
[01:53:25.988 --> 01:53:30.532]  Have a 20-year shelf life and take up to 70% less space than number 10 cans.
[01:53:30.532 --> 01:53:32.734]  They even offer a gluten-free option.
[01:53:32.734 --> 01:53:35.696]  Oregon Trail Foods and 30dayfoodsupply.com.
[01:53:35.696 --> 01:53:40.539]  Keep prices low by buying directly from the producers in Oregon and then passing the savings to you.
[01:53:40.539 --> 01:53:48.405]  Purchase a 30-day, 90-serving emergency food supply for only $99 this month and $10 ships your entire order.
[01:53:48.405 --> 01:53:49.266]  Visit the website
[01:53:49.426 --> 01:53:54.716]  At 30dayfoodsupply.com or call 541-229-0010.
[01:53:54.716 --> 01:53:59.484]  That's 30dayfoodsupply.com where they make preparedness affordable.
[01:53:59.484 --> 01:54:00.326]  30dayfoodsupply.com
[01:54:22.222 --> 01:54:26.664]  Sometimes we end up having themed shows, almost by accident.
[01:54:26.664 --> 01:54:28.746]  Just because I'll say, I want to get Bill Bonner on.
[01:54:28.746 --> 01:54:31.827]  I want the author of this book on.
[01:54:31.827 --> 01:54:34.249]  I read his newsletter.
[01:54:34.249 --> 01:54:40.292]  Or I'll say, the Ebola outbreak is a great example of what could happen during a crisis.
[01:54:40.292 --> 01:54:47.016]  Let's get the expert on it, who's the best-selling author of The Secure Home, Strategic Relocation, Joel Skousen.
[01:54:47.016 --> 01:54:48.536]  He's on with us in the next hour.
[01:54:48.536 --> 01:54:50.918]  We'll open the phones up for him in the second half for your questions.
[01:54:51.747 --> 01:54:53.448]  On this live Thursday edition.
[01:54:53.448 --> 01:54:56.130]  But I didn't even mean to have the two guys together today.
[01:54:56.130 --> 01:54:57.711]  That's just how the producers did it.
[01:54:57.711 --> 01:54:59.413]  And it works out perfectly.
[01:54:59.413 --> 01:55:02.635]  Because I'm not gloom and doom.
[01:55:02.635 --> 01:55:06.378]  I'm somebody that wants to be successful even in a global crisis.
[01:55:06.378 --> 01:55:08.459]  I want to stop the global crisis.
[01:55:08.459 --> 01:55:14.183]  But if I can't stop the global crisis, I'm going to be positioned to be more successful.
[01:55:14.183 --> 01:55:15.644]  And that's what Bill writes about.
[01:55:15.644 --> 01:55:19.607]  And he's got a great track record in his newsletter and his books.
[01:55:19.607 --> 01:55:20.368]  He is, hey,
[01:55:21.803 --> 01:55:24.347]  Decry the bad stuff that's happening, try to change it.
[01:55:24.347 --> 01:55:25.889]  If you can't change all of it or part of it...
[01:55:27.298 --> 01:55:29.880]  Ways to profit from it morally.
[01:55:29.880 --> 01:55:31.121]  Still being moral.
[01:55:31.121 --> 01:55:33.183]  Ways to protect yourself.
[01:55:33.183 --> 01:55:36.225]  And you can get his book at getbillsbook1.com.
[01:55:36.225 --> 01:55:40.509]  And you can get a discount on it out of the gates, basically.
[01:55:40.509 --> 01:55:43.971]  You can find out more at getbillsbook1.com.
[01:55:43.971 --> 01:55:46.473]  Again, I'm your host, Alex Jones.
[01:55:46.473 --> 01:55:48.955]  We're gonna go back to him for some final comments here in a moment.
[01:55:48.955 --> 01:55:53.919]  Maybe even do five more minutes into the next hour before our next guest gets on so he can finish up.
[01:55:53.919 --> 01:55:56.862]  But this hour is brought to you by Infidel Body Armor.
[01:55:57.322 --> 01:56:00.206]  Infidelbodyarmor.com.
[01:56:00.206 --> 01:56:02.248]  Again, Infidel Body Armor is owned by a U.S.
[01:56:02.248 --> 01:56:04.170]  Air Force veteran outside Dallas.
[01:56:04.170 --> 01:56:05.512]  It's where they manufacture it.
[01:56:05.512 --> 01:56:07.094]  They've been promoting it for three years.
[01:56:07.094 --> 01:56:08.496]  It is a bestseller.
[01:56:08.496 --> 01:56:10.318]  Police and military are buying it.
[01:56:10.318 --> 01:56:14.863]  It's better than the chromatic ceramic type stuff, and it takes more bullets.
[01:56:15.464 --> 01:56:19.926]  Check it out, InfidelBodyArmor.com or 888-608-6605.
[01:56:19.926 --> 01:56:22.888]  They got some great videos and more there.
[01:56:22.888 --> 01:56:29.951]  All sizes, a lot of MOLLE pouches, a lot of other really great tack gear produced by combat veterans.
[01:56:29.951 --> 01:56:33.893]  So InfidelBodyArmor.com.
[01:56:33.893 --> 01:56:36.154]  Let's go back to our guest here, Bill Bonner.
[01:56:36.154 --> 01:56:39.996]  Bill, finishing up in the minutes we've got on points you haven't gotten to.
[01:56:39.996 --> 01:56:41.397]  Yeah.
[01:56:42.372 --> 01:56:49.558]  Well, you know, one thing I wanted to point out is that there are times to make money and there are times not to lose it.
[01:56:49.558 --> 01:56:56.643]  And when you get into a real crisis, and a real crisis is a time when the winner is the one who loses least.
[01:56:57.731 --> 01:57:08.015]  And if the crisis is the kind of crisis that I think is coming, then losing least is going to mean you're just kind of holding on to what you've got as best as you can.
[01:57:08.015 --> 01:57:12.396]  And that probably means making sure your family is safe and sound during the crisis.
[01:57:12.396 --> 01:57:17.538]  So I think the number one thing is start there and for everybody, you know, should have a
