[00:00:00.611 --> 00:00:00.871]  SIREN
[02:34:28.499 --> 02:34:36.166]  And then finally you see they're actually quarantining the money that's coming from China, the physical money that's coming back into the United States.
[02:34:36.166 --> 02:34:39.008]  And so I see this trend of an attack on money.
[02:34:39.008 --> 02:34:41.270]  And here's one thing I got a question though, Alex.
[02:34:41.270 --> 02:34:47.796]  A lot of my callers, they've been calling in and they're asking about the Smith-Muntz Modernization Act.
[02:34:47.796 --> 02:34:50.639]  And when President Obama was allowing the propaganda
[02:34:51.055 --> 02:34:51.656]  We're good to go.
[02:35:03.698 --> 02:35:08.000]  In the confusion to take away our rights for that tyrannical one world government.
[02:35:08.000 --> 02:35:09.160]  I don't know, what do you think about that?
[02:35:09.160 --> 02:35:11.221]  Do you know anything about the Smith-Muntz Act?
[02:35:11.221 --> 02:35:17.943]  Sure, and ten years ago Obama got it legalized for the CIA to engage in propaganda domestically.
[02:35:17.943 --> 02:35:18.824]  It's just a shame.
[02:35:18.824 --> 02:35:22.265]  And again, I'm not defending the CIA when I say this.
[02:35:22.265 --> 02:35:24.546]  The CIA is just a government agency.
[02:35:24.546 --> 02:35:25.406]  It's like a glove.
[02:35:27.990 --> 02:35:33.391]  It's the globalist interests that are involved in the corporations and in the media and the CIA.
[02:35:33.391 --> 02:35:34.572]  It's the globalist.
[02:35:34.572 --> 02:35:36.692]  It's the New World Order people.
[02:35:36.692 --> 02:35:38.873]  They're the ones that are involved in all this.
[02:35:38.873 --> 02:35:39.373]  God bless you.
[02:35:39.373 --> 02:35:40.333]  I appreciate your call, Chase.
[02:35:40.333 --> 02:35:42.213]  You always bring up amazing points.
[02:35:42.213 --> 02:35:46.574]  Okay, let's go ahead now and take another call.
[02:35:46.574 --> 02:35:48.715]  Let's go to Robert in North Carolina.
[02:35:48.715 --> 02:35:51.236]  Welcome.
[02:35:51.236 --> 02:35:51.856]  Hey, Alex.
[02:35:51.856 --> 02:35:53.616]  Thanks for having me on.
[02:35:53.616 --> 02:35:57.437]  Hey, there's two things that I think us as Americans really need to do.
[02:35:58.138 --> 02:36:06.444]  One, I think we need to repent of our sins and pray the blood of Yeshua over us because I think this is the big move.
[02:36:06.444 --> 02:36:07.345]  Oh, I mean, I agree.
[02:36:07.345 --> 02:36:08.546]  This is a spiritual battle.
[02:36:08.546 --> 02:36:10.708]  We better get close to God.
[02:36:10.708 --> 02:36:13.230]  Yeah, Satan is making his move right now.
[02:36:13.230 --> 02:36:15.311]  The other thing is, I think we need a fast.
[02:36:15.311 --> 02:36:21.696]  And for me personally, what I mean by fast is Mike Adams hit it on the head.
[02:36:21.696 --> 02:36:26.040]  He has got the spirit and he knows what needs to be done.
[02:36:26.040 --> 02:36:27.801]  We need to stop going out to dinner.
[02:36:28.359 --> 02:36:30.040]  Stop going out to the ballpark.
[02:36:30.040 --> 02:36:35.162]  Stop doing those things so that we can stop this virus that's coming.
[02:36:35.162 --> 02:36:37.002]  I mean, look at China.
[02:36:37.002 --> 02:36:37.983]  Look at Italy.
[02:36:37.983 --> 02:36:40.544]  Look at South Korea.
[02:36:40.544 --> 02:36:41.784]  Look at Japan.
[02:36:41.784 --> 02:36:44.025]  Their houses are on fire.
[02:36:44.025 --> 02:36:51.468]  And what's not spreading fear, just like your analogies, you know, if your neighbor's house is on fire, you know, you love your neighbor.
[02:36:51.468 --> 02:36:52.308]  You're a Christian.
[02:36:52.308 --> 02:36:55.510]  You go over there and say, hey, I see your back of your house is on fire.
[02:36:55.510 --> 02:36:56.370]  Can you help putting it out?
[02:36:57.478 --> 02:36:59.242]  You know, you love his children.
[02:36:59.242 --> 02:37:00.825]  You love your neighbor.
[02:37:00.825 --> 02:37:03.591]  Not only do you love them, but you love yourself.
[02:37:03.591 --> 02:37:07.479]  So that fire is going to catch on to your house, too, if he doesn't put it out.
[02:37:09.838 --> 02:37:19.604]  I agree with what you're saying, but then it's the shy comms and South by Southwest and the Democrats and big tech saying this is the end of the world.
[02:37:19.604 --> 02:37:21.044]  They're the ones saying quarantine.
[02:37:21.044 --> 02:37:23.306]  They're the ones saying it's big, that it's real.
[02:37:23.306 --> 02:37:24.366]  And they're such liars.
[02:37:24.366 --> 02:37:29.809]  And I go, well, maybe it isn't very big then, if you're such liars and you're saying Trump hasn't done something.
[02:37:29.809 --> 02:37:30.150]  I agree.
[02:37:30.150 --> 02:37:34.772]  Trump shouldn't be caught flat footed, in case it really is super deadly.
[02:37:34.772 --> 02:37:37.013]  But it's a complex balancing act.
[02:37:37.013 --> 02:37:37.854]  What do you think Trump should do?
[02:37:39.180 --> 02:37:41.702]  Let's think what Satan is doing.
[02:37:41.702 --> 02:37:43.604]  Don't worry about Trump right now.
[02:37:43.604 --> 02:37:50.949]  Satan, it will tell you a lie, a lie, a lie, a lie, a lie, and then he'll slip in a truth.
[02:37:50.949 --> 02:37:52.350]  And that's the trick.
[02:37:52.350 --> 02:37:55.092]  My people will perish for lack of knowledge.
[02:37:55.092 --> 02:37:57.214]  And right now we need knowledge.
[02:37:57.214 --> 02:37:58.635]  We need scientists.
[02:37:58.635 --> 02:37:59.996]  We need Mike Adams.
[02:37:59.996 --> 02:38:02.458]  We need to know everything about this virus.
[02:38:02.458 --> 02:38:07.542]  Secondly, I think Trump, what I think Trump needs to do is he needs to stop saying this is a regular flu.
[02:38:08.297 --> 02:38:12.580]  He needs to stop saying, don't wear masks, because you don't get the virus through your hand.
[02:38:12.580 --> 02:38:14.882]  You get the virus through your nose, through your eyes, and through your mouth.
[02:38:14.882 --> 02:38:15.402]  Let's be real about that.
[02:38:15.402 --> 02:38:18.825]  Well sure, he knows that it's an attempt to create panic.
[02:38:18.825 --> 02:38:21.346]  So he's kind of one-dimensionally then saying, hey don't do that.
[02:38:21.346 --> 02:38:23.608]  And I agree, he should be attacking the source of it.
[02:38:23.608 --> 02:38:24.589]  Who made it?
[02:38:24.589 --> 02:38:26.090]  Where did it come from?
[02:38:26.090 --> 02:38:29.192]  Why are the Chi-Coms blaming us when they're the ones that first released it?
[02:38:29.192 --> 02:38:29.993]  Great points, Robert.
[02:38:29.993 --> 02:38:31.294]  Thank you so much.
[02:38:31.294 --> 02:38:33.936]  Okay, let's go ahead and go to the next caller in line here.
[02:38:35.160 --> 02:38:38.284]  Hey Alex, I have a suggestion.
[02:38:38.284 --> 02:38:40.306]  I think we need to catch them not looking.
[02:38:48.812 --> 02:38:52.795]  Every time they do this, they crash the economy, and then they buy everything up.
[02:38:52.795 --> 02:38:55.337]  And then they spread fear, and then they buy everything up.
[02:38:55.337 --> 02:38:56.739]  And I think they'd never see it coming.
[02:38:56.739 --> 02:38:57.359]  Well, exactly.
[02:38:57.359 --> 02:38:58.640]  You just said the key.
[02:38:58.640 --> 02:39:06.386]  The globalists engineer the crisis like 2008, this is the new one, to crash all your money you put in, and then they suck it back in.
[02:39:06.386 --> 02:39:08.428]  That's all this is.
[02:39:08.428 --> 02:39:10.350]  Well, and people haven't gone back in.
[02:39:10.350 --> 02:39:15.554]  You know, they've been trying to coax everyone back into the market, and all their wealth is in the market, and so they're willing to
[02:39:16.220 --> 02:39:18.482]  Never have truer words been stated.
[02:39:18.482 --> 02:39:22.205]  You just see them riding the cycle and they release the virus and they hype it up.
[02:39:22.205 --> 02:39:24.167]  The question is how deadly is it?
[02:39:24.167 --> 02:39:24.847]  But it doesn't matter.
[02:39:24.847 --> 02:39:26.929]  The promotion of it is synthetic.
[02:39:26.929 --> 02:39:28.130]  It is a hoax.
[02:39:43.189 --> 02:39:48.331]  Right, and all they want is more power and more money, and they never expect that.
[02:39:48.331 --> 02:39:50.732]  Yeah, what good is money if your kids are dead?
[02:39:50.732 --> 02:40:02.017]  I mean, at a certain point, like... Yeah, I mean, it's no good if that kind of thing happens, but people need to know to buy the dip.
[02:40:02.017 --> 02:40:03.838]  And they've been ready for it forever.
[02:40:03.838 --> 02:40:07.960]  Ray Dalio shorted the market like six months ago for this exact time period.
[02:40:08.789 --> 02:40:09.969]  No, I totally agree with you.
[02:40:09.969 --> 02:40:15.071]  I mean, I'm not a guy that gets to the market because I would obsess over it, but obviously you buy during a crash.
[02:40:15.071 --> 02:40:17.412]  That's what you do.
[02:40:17.412 --> 02:40:19.293]  But the general public, they buy at the high.
[02:40:19.293 --> 02:40:21.454]  They buy at the high.
[02:40:21.454 --> 02:40:26.496]  Right, because they feel like they're going to miss out and everything goes up and they're making so much money.
[02:40:26.496 --> 02:40:30.237]  Yeah, they wait until it's the sure thing instead of being the trailblazer.
[02:40:30.237 --> 02:40:31.017]  Right.
[02:40:31.017 --> 02:40:34.339]  And then all these people, their wealth is in the stock market.
[02:40:34.339 --> 02:40:37.940]  We could take their wealth from them by buying their shares when they depress themselves.
[02:40:40.222 --> 02:40:40.982]  Very well said.
[02:40:40.982 --> 02:40:43.724]  What else do you think Trump should do?
[02:40:43.724 --> 02:40:45.705]  I think he should come out and just be honest.
[02:40:45.705 --> 02:40:46.965]  Tell people to buy the dip.
[02:40:46.965 --> 02:40:50.587]  Tell people this is an opportunity like 2008 was.
[02:40:50.587 --> 02:40:52.428]  Tell people the truth about coronavirus.
[02:40:52.428 --> 02:40:52.848]  Exactly.
[02:40:52.848 --> 02:40:58.911]  Instead of countering that, oh, the virus isn't a big deal, say, yeah, it may be really horrible, but use this as an opportunity.
[02:40:58.911 --> 02:41:03.093]  And then he's not afraid, because him saying nothing's happening makes people afraid.
[02:41:03.093 --> 02:41:04.834]  Then you've got to say, OK, maybe it's super deadly.
[02:41:04.834 --> 02:41:05.375]  We're Americans.
[02:41:05.375 --> 02:41:05.875]  We can handle it.
[02:41:06.647 --> 02:41:07.287]  Good God.
[02:41:07.287 --> 02:41:08.748]  There's nothing wrong with getting ready.
[02:41:08.748 --> 02:41:11.330]  Go to Costco, get your stuff, you know, order from them.
[02:41:11.330 --> 02:41:13.491]  That's hedging a bet!
[02:41:13.491 --> 02:41:14.052]  Right.
[02:41:14.052 --> 02:41:14.872]  And then be honest.
[02:41:14.872 --> 02:41:17.714]  And then just tell the truth and let the chips fall where they may.
[02:41:17.714 --> 02:41:18.154]  Exactly.
[02:41:18.154 --> 02:41:18.775]  That's what I do.
[02:41:18.775 --> 02:41:21.236]  My wife's like, we're buying all this food and extra stuff.
[02:41:21.236 --> 02:41:22.737]  You already have like an attic full of it.
[02:41:22.737 --> 02:41:23.157]  What are you doing?
[02:41:23.157 --> 02:41:26.259]  I said, if there's a Great Depression, I'm not worried about the virus.
[02:41:26.259 --> 02:41:28.041]  The virus may be super bad or maybe not.
[02:41:28.041 --> 02:41:31.463]  But if they get a depression going, we better have five years food, sweetheart.
[02:41:33.739 --> 02:41:38.102]  And then if it's not bad, then you can donate to the food bank, or you can help your neighbors if it is bad.
[02:41:38.102 --> 02:41:41.585]  You know, having extra supplies is always good.
[02:41:41.585 --> 02:41:46.809]  Well, that's the thing about buying high-quality, affordable food in bulk, is that it's like five times cheaper than at a store.
[02:41:46.809 --> 02:41:48.410]  Because there's all the middlemen.
[02:41:48.410 --> 02:41:53.053]  And like my Patriot that we have that still has food, takes them six to eight weeks to ship it, but they got the food.
[02:41:53.053 --> 02:41:56.236]  Everybody else has sold out.
[02:41:56.236 --> 02:41:57.236]  There's no middlemen.
[02:41:57.236 --> 02:42:00.479]  So you're literally getting high-quality food at the lowest price you're going to find.
[02:42:00.990 --> 02:42:02.551]  All right, brother, I appreciate your call, Jay.
[02:42:02.551 --> 02:42:04.352]  Amazing points.
[02:42:04.352 --> 02:42:09.514]  We've got... We've done a pretty good job taking calls today.
[02:42:09.514 --> 02:42:11.955]  I had to give myself a B-plus today.
[02:42:11.955 --> 02:42:17.457]  We've got... Mr. Putt.
[02:42:17.457 --> 02:42:19.138]  We're gonna go to him next.
[02:42:19.138 --> 02:42:25.521]  And then we've got Kyle, Chris, J.K., Benny, Elaine, and Joe.
[02:42:26.485 --> 02:42:36.633]  And I will get to every one of those calls before Paul Joseph Watson takes over in the fourth hour.
[02:42:36.633 --> 02:42:43.019]  And I have had no sleep in, it's gotta be 36 hours now.
[02:42:43.019 --> 02:42:45.161]  Look at that hairstyle, man.
[02:42:45.161 --> 02:42:46.602]  Can't beat that.
[02:42:46.602 --> 02:42:47.983]  We'll be right back, stay with us.
[02:42:47.983 --> 02:42:50.645]  Come on, come on, come on.
[02:42:54.571 --> 02:42:59.794]  Allergies, dander, asthma, germs, toxins.
[02:42:59.794 --> 02:43:04.077]  There are many reasons why we need to think about what is really in the air around us.
[02:43:04.077 --> 02:43:08.519]  We may not be able to stop breathing, but we can control what's in the air we breathe.
[02:43:08.519 --> 02:43:16.925]  The revolutionary Alexa Pure Breathe air filtration system is a powerful ally in the fight against the dangerous toxins and viruses in the air.
[02:43:16.925 --> 02:43:24.149]  Powerful, quiet, and effective, the Breathe uses a four-step purification process to help you breathe easier and cleaner.
[02:43:24.569 --> 02:43:28.172]  Similar systems could cost hundreds to even thousands of dollars.
