[00:00:07.907 --> 00:00:09.648]  Now listen up!
[02:29:33.321 --> 02:29:38.884]  I wrote the book on tax debt settlement, and I've helped thousands of people deal with tax problems they thought might never be solved.
[02:29:38.884 --> 02:29:40.084]  I can help you, too.
[02:29:40.084 --> 02:29:43.026]  If you owe taxes you can't pay, don't wait another day.
[02:29:43.026 --> 02:29:45.247]  There's no such thing as a hopeless tax case.
[02:29:45.247 --> 02:29:49.689]  Call 800-34-NO-TAX or go to my website, danpilla.com.
[02:29:49.689 --> 02:29:51.970]  That's danpilla.com, danpilla.com.
[02:29:55.430 --> 02:29:59.093]  It's time to take a new, healthier approach to one of your most basic needs.
[02:29:59.093 --> 02:30:06.158]  The Alexa Pure Pro water filtration system is the same water filter that Alex and the Infowars crew use every day for the purest water possible.
[02:30:06.158 --> 02:30:10.121]  You can start cleaning the toxins from your water for clean, healthy, and delicious drinking water.
[02:30:10.121 --> 02:30:17.126]  Perfect for preppers or anyone concerned with a healthier source of water, the Alexa Pure Pro can remove up to 99.9% of impurities.
[02:30:17.126 --> 02:30:21.409]  This groundbreaking, gravity-fed water filtration system is like no other.
[02:30:21.409 --> 02:30:24.311]  Make sure your water is up to your standards today with the Alexa Pure Pro.
[02:30:24.671 --> 02:30:27.695]  It's no secret that our daily lives are becoming more stressful.
[02:30:27.695 --> 02:30:32.282]  No matter what side of the political spectrum you're on, we're all feeling the strain from rising pressure.
[02:30:32.282 --> 02:30:37.409]  That's why we worked hard to create a new formula to support your fight against stress in your hectic day.
[02:30:37.409 --> 02:30:41.575]  Chill Force is our solution for a true, healthy, relaxation support formula.
[02:30:41.835 --> 02:30:49.780]  As the long-awaited sister formula to Brain Force Plus, this formula includes powerful ingredients and time-tested practices to help fight your stress levels.
[02:30:49.780 --> 02:30:51.201]  It's time to take a breather.
[02:30:51.201 --> 02:30:55.084]  Get chill for us today at InfoWarsStore.com.
[02:30:55.084 --> 02:30:57.525]  Alex Jones here with some good news.
[02:30:57.525 --> 02:31:05.110]  Two weeks ago, we had to stop taking new storable food orders because the company that supplies us was backed up and was busy getting out the orders they had.
[02:31:05.270 --> 02:31:07.131]  Now they've opened up two more factories.
[02:31:07.131 --> 02:31:09.151]  They've bought a whole bunch more high-quality food.
[02:31:09.151 --> 02:31:12.352]  They're packaging it right now and they're gonna be able to ship it out to you very soon.
[02:31:12.352 --> 02:31:14.613]  So get your orders in now.
[02:31:14.613 --> 02:31:20.094]  Every other major food manufacturer in the storable food area has been sold out for a long time.
[02:31:20.094 --> 02:31:22.395]  Many of them are still telling you they got food.
[02:31:22.395 --> 02:31:22.835]  They don't.
[02:31:23.255 --> 02:31:26.097]  We do, but it takes time to package it and get it out to you.
[02:31:26.097 --> 02:31:29.159]  The bad news is, hey, I hope the virus blows over.
[02:31:29.159 --> 02:31:34.142]  But the globalists trying to cancel the election and the economy may go south.
[02:31:34.142 --> 02:31:36.684]  Now more than ever is the time to have high quality, affordable food.
[02:31:36.684 --> 02:31:39.946]  And the place to get it is Infowarsstore.com.
[02:31:39.946 --> 02:31:41.607]  So a lot of you have gotten food from us.
[02:31:41.607 --> 02:31:42.488]  You've loved it.
[02:31:42.488 --> 02:31:44.329]  It's been very helpful for you and your family.
[02:31:44.329 --> 02:31:48.552]  Now is the time to double down with as crazy as this world is.
[02:31:48.552 --> 02:31:50.433]  If they're able to take Trump down, we are screwed.
[02:31:50.433 --> 02:31:51.694]  We've got to fend for ourselves.
[02:31:54.836 --> 02:31:57.138]  There is a paradox.
[02:31:57.138 --> 02:32:00.761]  Yes, this virus is deadly and does kill people.
[02:32:00.761 --> 02:32:07.766]  And so do many other countless viruses that have already existed, that do exist, and will exist.
[02:32:07.766 --> 02:32:18.794]  But when Trump says the cure is worse than disease, he's talking about the media hype creating hysteria and trying to create uncertainty.
[02:32:18.794 --> 02:32:20.836]  And it is that that I oppose.
[02:32:21.636 --> 02:32:40.182]  It is not the American way to cower and live in fear and to follow the edicts and precedents set by Communist China and hyper-authoritarian Singapore, where you're now being given six months in jail if you don't stand at least six feet away from someone.
[02:32:40.962 --> 02:32:51.634]  This is being used by social engineers and they admit that they are trying to transform our world forever into something unrecognizable from what it's been.
[02:32:51.634 --> 02:32:57.802]  We are not slaves and we must not act like it.
[02:32:57.802 --> 02:33:00.425]  You're listening to the Alex Jones Show.
[02:33:16.118 --> 02:33:21.242]  Live from the InfoWars.com studios, it's Alex Jones.
[02:33:21.242 --> 02:33:25.004]  Don't know much about history.
[02:33:25.004 --> 02:33:28.747]  Don't know much biology.
[02:33:28.747 --> 02:33:32.489]  Don't know much about a science book.
[02:33:32.489 --> 02:33:34.671]  Don't know much about the French I took.
[02:33:41.194 --> 02:33:43.917]  When the people don't know history, they're doomed to repeat it.
[02:33:43.917 --> 02:33:49.602]  Well, I do know about history, and I do know about biology, and I do know about authoritarianism.
[02:33:49.602 --> 02:33:53.726]  And I see our media, our supposed big tech companies, worshipping Xi Jinping.
[02:33:53.726 --> 02:33:57.149]  I mean, Apple runs slave factories.
[02:33:57.149 --> 02:34:00.492]  They have Uyghur slaves building components.
[02:34:00.492 --> 02:34:01.313]  That's confirmed.
[02:34:01.313 --> 02:34:03.114]  And people go, it's okay, Jim Cook's gay.
[02:34:03.114 --> 02:34:06.898]  I mean, as long as you're trendy and gay, I mean, you can have death camps.
[02:34:08.208 --> 02:34:13.432]  Unless you just wear a little non-threatening black t-shirt and go, oh, hi, I'm Tim Cook, oh, hey.
[02:34:13.432 --> 02:34:17.155]  Basement of dead kids, I guess it's okay.
[02:34:17.155 --> 02:34:19.557]  It's just crazy.
[02:34:19.557 --> 02:34:30.326]  So, looking at some of your other points with Mr. Nyquist, who's here with us right now, who writes for Epic Times and other great publications like WorldNet Daily, when you get into
[02:34:32.486 --> 02:34:38.787]  One of the other notes you sent me about the worldview of this particular general you talk about, how does that tie into all of this?
[02:34:38.787 --> 02:34:48.230]  And again, how do you think Trump's doing getting America in a realist footing against what's unfolding?
[02:34:48.230 --> 02:34:52.231]  And now that I think about it, before we went to break, we were talking about the economy and what Trump's done.
[02:34:52.231 --> 02:34:53.591]  I don't like all this giant spending.
[02:34:54.818 --> 02:34:58.320]  I don't like where it goes, but he's starting to federalize the Federal Reserve.
[02:34:58.320 --> 02:35:00.061]  That's a way to take it over, I guess.
[02:35:00.061 --> 02:35:02.022]  I see that as positive.
[02:35:02.022 --> 02:35:05.043]  I'm not an economist, but I do study these things.
[02:35:05.043 --> 02:35:16.229]  With unemployment exploding, with tens of millions out of work each month that were shut down, and big corporations in the states on the left are saying they're going to keep it shut down for another 100 days.
[02:35:16.229 --> 02:35:17.650]  I've talked to a lot of corporate people.
[02:35:17.650 --> 02:35:19.591]  What they've been told from the higher-ups is,
[02:35:20.936 --> 02:35:24.678]  Two months, bare minimum, probably at least another 100 days.
[02:35:24.678 --> 02:35:28.420]  Bill Gates is in the news saying he wants 100 days starting yesterday.
[02:35:28.420 --> 02:35:33.222]  And he seems to be calling the shots as the globalist science officer running so much of this.
[02:35:33.222 --> 02:35:40.266]  So from the perspective of that, with the economy stalling, and they do put out, you know, this $4 trillion from the U.S.
[02:35:40.266 --> 02:35:49.811]  and a couple, you know, trillion more out of the Federal Reserve than promised, $14 trillion more in liquidity, will that cause inflation or will that cause deflation?
[02:35:52.578 --> 02:35:54.181]  I think that they've balanced it.
[02:35:54.181 --> 02:35:59.469]  So I think it's hard to say exactly because we've got these bubbles bursting.
[02:35:59.469 --> 02:36:04.056]  So there's the danger of a deflation, a deflationary depression.
[02:36:04.056 --> 02:36:05.499]  But by this spending bill,
[02:36:06.275 --> 02:36:11.157]  And we are not, we have not been as inflationary with the dollar as the Europeans have been with their currencies.
[02:36:11.157 --> 02:36:19.459]  And the dollar, we'll see how it goes, but it should have a counteracting effect on the deflationary cycle.
[02:36:19.459 --> 02:36:24.061]  We're going to have more unemployment, of course, as the economy adjusts.
[02:36:24.061 --> 02:36:33.244]  Remember, economies are based on human behavior, which is habitual, human economic decisions, and those kind of decisions are going to be changing.
[02:36:33.903 --> 02:36:39.905]  So we're going to be in a period of adaptation and it is not going to go back to the way it was.
[02:36:39.905 --> 02:36:48.989]  I think that we can make that statement because Xi Jinping probably released the virus intentionally.
[02:36:48.989 --> 02:36:54.611]  If he did not, if it was an accidental release, he intentionally let it go out from China.
[02:36:54.611 --> 02:36:59.593]  He used the Chinese New Year, the greatest period of air travel from out of China.
[02:36:59.593 --> 02:37:00.994]  To incubate and spread it.
[02:37:01.775 --> 02:37:02.616]  That's right.
[02:37:02.616 --> 02:37:03.416]  Absolutely.
[02:37:03.416 --> 02:37:05.118]  You look back at the record of what they did.
[02:37:05.118 --> 02:37:08.620]  They used their agents and the World Health Organization to lie to the world.
[02:37:08.620 --> 02:37:14.765]  And the Democrats followed that and said, keep the airlines coming in, go to Chinatown.
[02:37:14.765 --> 02:37:17.927]  All of them came out and said that, including the Speaker of the House, Pelosi.
[02:37:17.927 --> 02:37:20.109]  And then they turned around and blamed Trump.
[02:37:20.109 --> 02:37:20.669]  That's right.
[02:37:20.669 --> 02:37:21.570]  Which is ridiculous.
[02:37:21.570 --> 02:37:22.670]  It's going to backfire on them.
[02:37:22.670 --> 02:37:25.753]  And I'll tell you what to watch for next.
[02:37:25.753 --> 02:37:28.195]  It's this General Chi-Hao Chen speech.
[02:37:28.195 --> 02:37:29.015]  Very important.
[02:37:29.015 --> 02:37:30.056]  Everybody should study it.
[02:37:30.891 --> 02:37:32.131]  They should look at this speech.
[02:37:32.131 --> 02:37:36.373]  General Chiao Chen, the defense minister, using biological weapons.
[02:37:36.373 --> 02:37:43.935]  When you put that together with the two Chinese colonels who wrote the Unrestricted Warfare book in 1999, this is right out of their book.
[02:37:43.935 --> 02:37:46.156]  This is an asymmetrical weapon.
[02:37:46.156 --> 02:37:48.597]  China can adapt to it because they're a police society.
[02:37:48.597 --> 02:37:50.277]  They can use it to kill off their elderly.
[02:37:50.277 --> 02:37:51.278]  They want to do that.
[02:37:51.278 --> 02:37:52.758]  The government is ruthless.
[02:37:52.758 --> 02:37:57.880]  Here, we're trying to protect our elderly and vulnerable citizens, so it's costing us economically, but
[02:37:58.553 --> 02:38:00.214]  The West is inventive.
[02:38:00.214 --> 02:38:01.655]  It's able to adapt.
[02:38:01.655 --> 02:38:03.095]  But here's the interesting thing.
[02:38:03.095 --> 02:38:06.437]  Both China and Russia have closed their borders.
[02:38:06.437 --> 02:38:21.025]  If we look at this release as the beginning of a biological war, the closing of Russia and China's borders, not letting anyone from the outside, means that they could have prepared a more virulent strain of this virus.
[02:38:21.025 --> 02:38:23.966]  You notice the virus has four inserts.
[02:38:23.966 --> 02:38:27.308]  One that attacks the lungs, the heart, the kidneys, and the testicles.
[02:38:28.047 --> 02:38:35.649]  If they have a slightly different genetic version of it, they could unleash this on us.
[02:38:35.649 --> 02:38:41.110]  It could have a much higher death rate, causing a much deeper panic in the country.
[02:38:41.110 --> 02:38:45.071]  And since they've closed their borders, it will blow back on them.
[02:38:45.071 --> 02:38:48.052]  It's very alarming to me that they've totally closed off their borders.
[02:38:48.052 --> 02:38:49.133]  They're still having cases.
[02:38:49.133 --> 02:38:50.713]  They're lying about having cases.
