[00:00.000 --> 00:21.000]  If you are receiving this transmission, you are the resistance.
[2:38:59.300 --> 2:39:03.740]  Well, I don't have a clinical theory. I'm just, I'm giving you the clinical output
[2:39:03.740 --> 2:39:08.060]  of what I've done for 30 years. And I know very well, I just got the coronavirus.
[2:39:08.060 --> 2:39:12.700]  Hey, I know they treat viruses with the antibiotics and it works. So that's what I'm saying. What
[2:39:12.700 --> 2:39:16.700]  is viral theory then?
[2:39:16.700 --> 2:39:22.420]  Viral theory is exactly that. Viral theory. I'm not a theoretician. I'm a clinician. And
[2:39:22.420 --> 2:39:26.860]  I believe in what I know clinically has worked on me and my children and others.
[2:39:26.860 --> 2:39:32.060]  No, I get it. Antibiotics work on viruses. So what the hell's going on?
[2:39:32.060 --> 2:39:38.340]  Well, because the purity, look, the medical profession has their own heuristic models,
[2:39:38.340 --> 2:39:43.980]  meaning they have their own kind of theories. Do I buy into them? No, what I buy into, I'm
[2:39:43.980 --> 2:39:44.980]  a clinician.
[2:39:44.980 --> 2:39:45.980]  I buy into theories that work.
[2:39:45.980 --> 2:39:50.620]  Well, that's what I am. I'm a clinician. Basically, what works is what has happened
[2:39:50.620 --> 2:39:57.140]  and what effectively has created a cure rate or a positive outcome. I'm not interested
[2:39:57.140 --> 2:40:01.300]  in the theories because those are all secondary.
[2:40:01.300 --> 2:40:05.860]  I'm result based, have always been. As I said to you yesterday, did I know we would
[2:40:05.860 --> 2:40:09.860]  have military deployment? Nobody told me, but I knew we would have it. And I knew we
[2:40:09.860 --> 2:40:14.820]  would take out the people from China, from Africa, any country, which has that.
[2:40:14.820 --> 2:40:19.540]  No, I get it. We can't figure out the minutiae, but throw it against the wall. What works
[2:40:19.540 --> 2:40:21.540]  go with that?
[2:40:21.540 --> 2:40:26.740]  That's exactly right. That's why I said to you, we are a formidable country. We're
[2:40:26.740 --> 2:40:32.580]  not in a panic mode. We are far stronger than that. We're not China. We're not even Europe
[2:40:32.580 --> 2:40:37.820]  in this way. And that way, we can contain what we're concerned about. You got to remember,
[2:40:37.820 --> 2:40:43.540]  these are people we sent to Hunan to represent us in the business administration or counselor
[2:40:43.540 --> 2:40:45.980]  or intelligence.
[2:40:45.980 --> 2:40:51.140]  For the most part, I don't have a public health service. You haven't seen it. I haven't
[2:40:51.140 --> 2:40:58.180]  seen a surgeon general. So what I have is Tony Fauci, head of NIH. I have ASR, head of HHS.
[2:40:58.180 --> 2:41:03.420]  And more importantly, I have Esper, who's deployed military soldiers over the world,
[2:41:03.420 --> 2:41:08.940]  with Trump's approval. And I know from my previous experience with military soldiers
[2:41:08.940 --> 2:41:18.740]  that I can effectively cordon off any kind of a virus or whatever Ebola epidemic, because
[2:41:18.740 --> 2:41:20.660]  we've done it in the past.
[2:41:20.660 --> 2:41:25.700]  Now, is the military trained for that? There are units that are trained for this type of
[2:41:25.700 --> 2:41:30.540]  situation. Would I have preferred a surgeon general to come out? Yeah, but we don't seem
[2:41:30.540 --> 2:41:31.540]  to have one.
[2:41:31.540 --> 2:41:35.500]  All right, Steve Puchenik, I really appreciate you spending so much time with us today. It's
[2:41:35.500 --> 2:41:39.340]  been thought provoking. And I would love a vaccine that counters all this. And I get
[2:41:39.340 --> 2:41:44.020]  that science is real. I just know why it's always tainted and messed up and the cover
[2:41:44.020 --> 2:41:48.660]  ups. But thank you for coming on The War Room yesterday and my show. And please join us
[2:41:48.660 --> 2:41:52.660]  StevePuchenik.com, your new book, which you've never tried to promote. It's excellent. I actually
[2:41:52.660 --> 2:41:56.540]  read it a few months ago. People are like, God, this sounds like craziness. No, you can
[2:41:56.540 --> 2:42:00.980]  look this up. He did all this stuff. It is the book American Warrior in Crisis Tales
[2:42:00.980 --> 2:42:05.900]  of Political Psychiatrists. Amazing. Thank you, Dr. Puchenik. We really appreciate you.
[2:42:05.900 --> 2:42:08.580]  And please join us anytime you can.
[2:42:08.580 --> 2:42:10.100]  I will. Thank you.
[2:42:10.100 --> 2:42:14.380]  All right. I know I've got 20 callers that have been patiently holding on average 51
[2:42:14.380 --> 2:42:18.380]  minutes. I can see that right there on the screen. And I'm going to take all your calls
[2:42:18.380 --> 2:42:24.500]  before the next guest host takes over. So I'm going to try to shut up and just go to
[2:42:24.500 --> 2:42:29.460]  you when we come back. But a lot of callers are calling in. I'm getting text messages.
[2:42:29.460 --> 2:42:33.300]  We're promoting vaccines. I've always told you, I'm not just in line with Puchenik.
[2:42:33.300 --> 2:42:38.860]  I agree. Vaccines are real technology like a combustion engine. But you need clean gas
[2:42:38.860 --> 2:42:43.660]  in that tank to make that stuff. I don't want saltwater in there. And there's saltwater
[2:42:43.660 --> 2:42:47.700]  in these damn vaccines. It's come out. The globalists have like, quote, clean vaccines
[2:42:47.700 --> 2:42:53.900]  for themselves. I want the elite to take the same vaccines I take.
[2:42:53.900 --> 2:43:01.220]  This time of year, I'm always promoting winter sun or high quality organic vitamin D three
[2:43:01.220 --> 2:43:06.780]  vitamin K combo because it's in the fall. It's in the winter. It's in the spring that
[2:43:06.780 --> 2:43:12.580]  people aren't getting sunlight so your body can't produce the vitamin D it needs. And
[2:43:12.580 --> 2:43:17.620]  then that's the main reason people succumb to things like influenza and other deadly
[2:43:17.620 --> 2:43:22.260]  viruses that are wreaking havoc out there. It's on record that you've got to have this
[2:43:22.260 --> 2:43:28.580]  to live not just to defend against these viruses. So right now we have winter sun still available
[2:43:28.580 --> 2:43:32.500]  even though we always order only so much for sale during the fall winter and spring. I'm
[2:43:32.500 --> 2:43:40.060]  going to let it sell out at the sales price of 40% off $23. Despite the fact that I could
[2:43:40.060 --> 2:43:44.820]  sell it at full price because I want you to get it and I want to incentivize you protecting
[2:43:44.820 --> 2:43:50.340]  yourself and your family. So winter sun taken out of the tongue super high quality 40%
[2:43:50.340 --> 2:43:55.660]  off available now at infowarstore.com. It's no secret that our daily lives are becoming
[2:43:55.660 --> 2:43:59.620]  more stressful. No matter what side of the political spectrum you're on, we're all feeling
[2:43:59.620 --> 2:44:03.620]  the strain from rising pressure. That's why we worked hard to create a new formula to
[2:44:03.620 --> 2:44:06.380]  support your fight against stress in your hectic day.
[2:44:06.380 --> 2:44:11.540]  Chill Force is our solution for a true, healthy relaxation support formula. As the long awaited
[2:44:11.540 --> 2:44:16.340]  sister formula to Brain Force Plus, this formula includes powerful ingredients and time tested
[2:44:16.340 --> 2:44:20.860]  practices to help fight your stress levels. It's time to take a breather. Get Chill Force
[2:44:20.860 --> 2:44:23.860]  today at infowarstore.com.
[2:44:23.860 --> 2:44:28.060]  Since the beginning, Secret 12 has been one of our most popular formulas. Now we're bringing
[2:44:28.060 --> 2:44:32.580]  you an all new version of your favorite formula to help you reach your energy peak. Ultra
[2:44:32.580 --> 2:44:38.220]  12 from InfoWars Life takes advantage of the most effective and expensive form of B12 available,
[2:44:38.220 --> 2:44:43.380]  Methicobolamin, to provide you with twice the B12. Ultra 12 can help make DNA, support
[2:44:43.380 --> 2:44:47.220]  the body's energy production, and help produce healthy blood cells while assisting proper
[2:44:47.220 --> 2:44:51.220]  nervous system function. Help support your energy levels and take advantage of the superior
[2:44:51.220 --> 2:44:55.140]  form of B12 today with Ultra 12.
[2:44:55.140 --> 2:44:59.660]  With the daily wear and tear of the environment on our skin, it's only natural that it starts
[2:44:59.660 --> 2:45:05.860]  to crack and take damage. Wind, heat, water, and age are tell-tale signs that it's time
[2:45:05.860 --> 2:45:11.380]  to start taking care of your skin. With the InfoWars Super Silver Cream, you can keep your
[2:45:11.380 --> 2:45:16.780]  skin feeling silky smooth and begin to heal the damages of the world around you. Created
[2:45:16.780 --> 2:45:22.420]  with ingredients like coconut oil, vitamin E, and the incredible silver salt formula,
[2:45:22.420 --> 2:45:27.900]  InfoWars Silver Cream works triple duty, supporting the beautifying and protecting of the skin
[2:45:27.900 --> 2:45:34.020]  in a fast, non-greasy formula, small and easily stored. It can support dry and damaged skin
[2:45:34.020 --> 2:45:39.380]  to reduce fine lines and wrinkles, while smoothing and softening calluses. With none of the harmful
[2:45:39.380 --> 2:45:44.180]  ingredients found in other formulas, you can be sure this silver cream is hard at work,
[2:45:44.180 --> 2:45:48.860]  promoting the healing of your skin. Don't miss out on the new silver salt-powered, can't
