[00:00:05.495 --> 00:00:06.215]  We're live.
[02:16:56.705 --> 02:16:59.606]  So do you know who's on your wireless network?
[02:16:59.606 --> 02:17:06.830]  Whether it's a big company selling your data, or a foreign hacker, if you're not protected, everybody sees your information.
[02:17:06.830 --> 02:17:12.053]  That's why you need FlashRouters, a custom Wi-Fi router created for privacy.
[02:17:12.053 --> 02:17:19.657]  FlashRouters uses a virtual private network, or VPN, to protect your online activity from hackers, trackers, and large corporations.
[02:17:19.657 --> 02:17:23.139]  And not just one, but all your devices with one out-of-the-box setup.
[02:17:23.419 --> 02:17:32.582]  Plus, Flash Routers also enhances your wireless network performance and unlocks powerful router management tools to let you take total control of your network.
[02:17:32.582 --> 02:17:35.804]  Call or click Flash Routers today at 1-866-509-5817 or F-L-A-S-H-R-O-U-T-E-R-S dot com.
[02:17:35.804 --> 02:17:36.924]  That's 1-866-509-5817 or FlashRouters.com.
[02:17:36.924 --> 02:17:41.886]  Protect your wireless home network today with Flash Routers.
[02:17:56.295 --> 02:17:57.597]  Now that this U.N.
[02:17:57.597 --> 02:18:08.789]  global government shy-com-billable-indicates medical tyranny has seen how far they can push it now, we just lapped it up like poison.
[02:18:08.789 --> 02:18:13.373]  You know now they're going to launch more bio-attacks that are even more hardcore.
[02:18:13.373 --> 02:18:14.435]  This early one
[02:18:15.669 --> 02:18:18.851]  Does kill people, but see, it's a virus Bill and Melinda Gates own.
[02:18:18.851 --> 02:18:23.554]  It's a virus that's novel from others, so they can give you a vaccine.
[02:18:23.554 --> 02:18:28.258]  See, a regular cold or flu virus, you really can't do a vaccine for because it's always mutating.
[02:18:28.258 --> 02:18:33.942]  But see, because this is a chimera and lab made, they can have a speciality.
[02:18:34.861 --> 02:18:36.462]  So it's a whole giant franchise.
[02:18:36.462 --> 02:18:38.203]  They get filthy rich off of it.
[02:18:38.203 --> 02:18:39.884]  They get to surveil everybody.
[02:18:39.884 --> 02:18:41.645]  Everybody gets to become a suspect.
[02:18:41.645 --> 02:18:47.228]  And now when you have low numbers of death, it doesn't matter because they make a huge spectacle out of it.
[02:18:47.228 --> 02:18:50.670]  You watch next year with the flu, it'll even be bigger as well.
[02:18:50.670 --> 02:18:53.272]  This is what they've done to us because we're a bunch of domesticated idiots.
[02:18:54.724 --> 02:18:59.746]  When it comes to regaining energy during the day, convenience is key.
[02:18:59.746 --> 02:19:07.648]  Sure, coffee, candy, and other highly sugar-filled drinks can give you a short boost, but the crash always follows.
[02:19:07.648 --> 02:19:13.951]  That's why we created a mixable energy formula to take on the go when you need a little help.
[02:19:13.951 --> 02:19:14.791]  TurboForce.
[02:19:15.231 --> 02:19:31.503]  Similar to other mix-in energy packets, TurboForce from InfoWars Life utilizes vitamins, amino acids, and extracts used for hundreds of years across the world to provide focus, clarity, and a boost of energy when you need it.
[02:19:31.903 --> 02:19:39.008]  TurboForce is certainly a force to be reckoned with for portable, affordable, and tasty energy.
[02:19:39.008 --> 02:19:46.473]  And speaking of affordable, you can even try TurboForce for a limited time at an incredible 40% off.
[02:19:46.473 --> 02:19:57.661]  Don't wait till it's out of stock again and get TurboForce right now only at Infowarestore.com.
[02:19:57.661 --> 02:20:00.322]  You're listening to the Alex Jones Show.
[02:20:11.767 --> 02:20:12.968]  I want to be clear to everybody.
[02:20:12.968 --> 02:20:18.052]  Alex Jones here, back live with David Icke, live on this April 20th transmission.
[02:20:18.052 --> 02:20:19.312]  This is no longer academic.
[02:20:19.312 --> 02:20:21.174]  This is no longer speculation.
[02:20:21.174 --> 02:20:26.578]  We have open world government, medical tyranny, forced inoculations, actual
[02:20:27.378 --> 02:20:43.231]  Patents 2020-06-06-06 for digital chips in your body that are tracked by satellites and 5G, where every movement you have to make just right to get your digital cryptocurrency, this is being proposed!
[02:20:43.231 --> 02:20:46.994]  And they're stampeding everyone, and they're saying, you're not just locked in your house.
[02:20:46.994 --> 02:20:49.736]  If you leave your house, we'll ban you off Facebook.
[02:20:49.736 --> 02:20:53.139]  And once you have the chip, you won't have a job if you don't submit to us.
[02:20:53.139 --> 02:20:56.742]  So, as David Icke said 25 years ago on this show,
[02:20:57.665 --> 02:21:02.846]  And five years before that, it'll have to emerge at some point.
[02:21:02.846 --> 02:21:06.107]  And I'm getting all these calls saying, Alex, your credibility is so high.
[02:21:06.107 --> 02:21:07.027]  David Ickes is so high.
[02:21:07.027 --> 02:21:08.967]  How are you feeling?
[02:21:08.967 --> 02:21:10.107]  I'm not feeling too good.
[02:21:10.107 --> 02:21:11.448]  I'm not happy being proven right.
[02:21:11.448 --> 02:21:13.308]  This is crazy.
[02:21:13.308 --> 02:21:20.749]  Because they're openly on the news saying, yeah, it'll kill 700,000 people, Bill Gates said, when we give you this new vaccine globally.
[02:21:20.749 --> 02:21:23.530]  And he's going to run it as your digital currency?
[02:21:24.827 --> 02:21:25.547]  While they're at it?
[02:21:25.547 --> 02:21:37.151]  I mean, this is so nightmarish, but David, get back to where you were going with the virus and them counting every death as the virus and counting regular cold virus tests as that.
[02:21:37.151 --> 02:21:42.973]  Why wouldn't they release a real virus so they can then own it and put out the patents for it as Bill and Melinda Gates?
[02:21:42.973 --> 02:21:45.494]  Why would the whole thing be fake?
[02:21:45.494 --> 02:21:52.557]  Yeah, well, I want to come to those Coke postulates and other things that show that this
[02:21:53.675 --> 02:21:57.160]  This COVID-19 is fake.
[02:21:57.160 --> 02:22:00.925]  But I'll answer that question first.
[02:22:00.925 --> 02:22:08.956]  If you release a bioweapon, you can lose control of it very quickly.
[02:22:10.270 --> 02:22:25.018]  And you can start, if it's really a bioweapon and really dangerous, then you are going to take out potentially a lot of people you don't want to take out that are working in your pyramids of manipulation.
[02:22:25.018 --> 02:22:31.282]  Most of them are totally clueless what they're part of, but they are important people to what you are trying to do.
[02:22:31.282 --> 02:22:33.503]  And you can lose control of it.
[02:22:34.392 --> 02:22:54.732]  But if you do it with a fake virus, the perception of one, and you do it by manipulating the figures and the tests, and I want to come to that test because it's a joke, then you can control, through pure mathematics and fake testing,
[02:22:56.248 --> 02:23:03.752]  As the numbers go up and when the numbers go down and when the second wave comes, that's what they're planning of course, you can control that.
[02:23:03.752 --> 02:23:07.213]  Exactly, it's got to be fake so you can totally control it.
[02:23:07.213 --> 02:23:08.914]  You just bingoed it right there.
[02:23:08.914 --> 02:23:11.715]  So you can be scripted as the savior.
[02:23:11.715 --> 02:23:21.200]  So, what I was saying is the Chinese, the first few people that took ill, they took
[02:23:23.583 --> 02:23:24.824]  Fluid from the lung.
[02:23:24.824 --> 02:23:27.044]  And they isolated a genetic code.
[02:23:27.044 --> 02:23:28.184]  Not a virus!
[02:23:28.184 --> 02:23:29.665]  Genetic code.
[02:23:29.665 --> 02:23:30.925]  And they said it's a virus.
[02:23:30.925 --> 02:23:31.225]  It's not.
[02:23:31.225 --> 02:23:32.685]  It's a genetic code.
[02:23:32.685 --> 02:23:49.109]  So this guy, Robert Koch, in 1890, developed these Koch postulates, which, like I say, have been the gold standard for mainstream medicine ever since in proving that agent A causes problem B. Number one,
[02:23:50.632 --> 02:23:52.673]  Everyone has to have the same symptoms.
[02:23:52.673 --> 02:23:54.734]  Now that's not happening for a start.
[02:23:54.734 --> 02:24:05.079]  Number two, crucial, you have to isolate what you say is the causal agent from all other genetic material so there's no contamination.
[02:24:05.079 --> 02:24:06.100]  You've just got that.
[02:24:07.125 --> 02:24:14.232]  You then have to put the alleged causal agent into a living host, and they have to get what you say it causes.
[02:24:14.232 --> 02:24:23.621]  And then you have to take material from that living host, put it in another living host, and they have to get what you say this is causing.
[02:24:23.621 --> 02:24:24.162]  And then
[02:24:25.203 --> 02:24:29.904]  You can say we pretty much proved here that this is causing that.
[02:24:29.904 --> 02:24:42.188]  And what you're saying is 120 years ago the robber barons were poisoning Europe and America and they knew they were poisoning people so they said, oh, you're not dying from a toxic waste dump, you're dying from a virus.
[02:24:42.188 --> 02:24:43.168]  Yeah, hold on.
[02:24:43.168 --> 02:24:51.871]  What I was going to say is that not one, one of those Coke postulates has been done with COVID-19.
[02:24:53.041 --> 02:24:57.867]  They've never shown that it's a virus because they've only isolated genetic material.
[02:24:57.867 --> 02:25:00.150]  And by the way, medical doctors are saying you're right.
[02:25:00.150 --> 02:25:03.374]  They're saying they've never done the test to even prove this is the case.
[02:25:03.374 --> 02:25:06.118]  So what you're saying is not speculation.
[02:25:06.118 --> 02:25:07.800]  What's really going on?
[02:25:07.800 --> 02:25:10.844]  Yeah, the genetic material that they isolated
[02:25:11.488 --> 02:25:12.348]  Yes, absolutely.
[02:25:28.841 --> 02:25:34.963]  First of all, diagnosing what they said was this virus by symptoms.
[02:25:34.963 --> 02:25:36.224]  And what were the symptoms?
[02:25:36.224 --> 02:25:37.304]  Flu-like.
[02:25:37.304 --> 02:25:42.686]  The list of possible causes for flu-like symptoms is enormous.
[02:25:42.686 --> 02:25:54.991]  You're also in Wuhan, which is notoriously grotesque in terms of air quality, as is Lombardy, the centre of the so-called outbreak in Italy.
[02:25:55.703 --> 02:25:55.883]  I think?
[02:26:15.166 --> 02:26:18.067]  And it does not test for the virus COVID-19.
[02:26:18.067 --> 02:26:21.669]  I say there is no virus COVID-19, so how could it?
[02:26:21.669 --> 02:26:24.110]  It tests for this genetic material.
[02:26:24.110 --> 02:26:34.294]  And by the way, and if you have that genetic material, which large numbers of people have, or parts of the contents, you're going to test positive.
[02:26:35.111 --> 02:26:55.867]  Now, the guy who invented the RT-PCR test, a guy called Carey Mullis in 1984, said, wait for it, this test cannot be used, should not be used for diagnosis, not least diagnosis of infectious disease.
[02:26:55.867 --> 02:26:57.388]  And what are they using it for?
[02:26:57.388 --> 02:26:58.829]  Diagnosing COVID-19.
[02:27:00.319 --> 02:27:10.710]  So then we are prepared by the hype, oh this deadly virus is coming to the West, and when it comes, what happens?
[02:27:10.710 --> 02:27:17.317]  And I'll explain the network that allowed, through this way this is orchestrated, in a second.
[02:27:17.317 --> 02:27:18.898]  But what happened?
[02:27:18.898 --> 02:27:22.402]  The medical profession, from the top of their pyramid,
[02:27:23.300 --> 02:27:27.924]  were told to diagnose COVID-19 on symptoms.
[02:27:27.924 --> 02:27:29.345]  Flu-like symptoms!
[02:27:29.345 --> 02:27:30.565]  Pneumonia!
[02:27:30.565 --> 02:27:41.614]  So suddenly there is this big transfer of diagnosis of COVID-19 to all these diseases that people were dying off anyway.
[02:27:41.614 --> 02:27:49.400]  And so you have in the Lombardy region and Italy in general, 99% of those who are said to have died from COVID-19
[02:27:50.879 --> 02:27:58.044]  Had one, two, three, or four or more other what they call morbidities, reasons to die.
[02:27:58.044 --> 02:28:05.029]  So we had a guy, he was one time a well-known British comedian.
[02:28:05.029 --> 02:28:16.177]  He went in a hospital, this is how it works, you go in a hospital, because then in the West they also introduced this test, which is not testing for COVID-19, it's testing for this genetic material.
[02:28:17.103 --> 02:28:17.684]  No, I'm not.
[02:28:36.550 --> 02:28:38.312]  What are you talking about?
