[00:00.000 --> 00:16.640]  Defending the Republic from enemies, foreign, and domestic, it's Alex Jones.
[2:15:23.640 --> 2:15:29.640]  What you see is the eventual death of bureaucracy, Pelosi, Fauci.
[2:15:29.640 --> 2:15:35.640]  So you're saying their attempt to hijack us and hold us hostage, you believe is going to blow up in their face and bring them down.
[2:15:35.640 --> 2:15:49.640]  Self-destructive, Alex. I said it six months ago. Now Trump understands we have to move fast. And by the way, I have to give credit to Mike Pence, who turned out to be incredibly effective as an executive.
[2:15:49.640 --> 2:16:00.640]  In the beginning, I had my doubts. I expressed it. But now I know for sure, not only will we come back with Trump, we will come back with Mike Pence right after Trump and after Pence.
[2:16:00.640 --> 2:16:10.640]  We will have another eight years. Let me explain something to you. America is fundamentally a republic based on American values that you and I know.
[2:16:10.640 --> 2:16:13.640]  It's the Second Amendment. It's the First Amendment.
[2:16:13.640 --> 2:16:21.640]  And aren't you saying we have to, in the Democratic Party, create a new second party? The Democratic Party is a criminal, anti-American, just cesspit.
[2:16:21.640 --> 2:16:24.640]  I don't see how we ever, that party has to be gotten rid of.
[2:16:24.640 --> 2:16:34.640]  You don't want to know. You don't have to do it. It's like having a cesspool and you just let the cesspool fester there. Nancy Pelosi has been self-destructing.
[2:16:34.640 --> 2:16:44.640]  She was standing in front of a, what do you call it, a freezer, talking about ice cream when people have no food and nowhere to go.
[2:16:44.640 --> 2:16:48.640]  You talk about Fauci saying, no, we're going to have another epidemic. Let me explain what we really...
[2:16:48.640 --> 2:16:56.640]  She's totally disconnected saying it's okay. Stay at home forever when people don't even have money to feed their kids and she's standing in front of a $20,000 refrigerator.
[2:16:56.640 --> 2:17:07.640]  Correct. But what's even worse is Fauci and no one else talked about the fact we have an increase in TB. 6.3 million people are going to develop tuberculosis.
[2:17:07.640 --> 2:17:18.640]  1.3 will die. We have an increase in opioid crisis. 50% of the town, frankly, in Ohio, is now without any drugs whatsoever.
[2:17:18.640 --> 2:17:20.640]  Suicide. Suicides exploding.
[2:17:20.640 --> 2:17:36.640]  Exactly. So this is what Fauci, the Democratic Party, has done. All you have to do, Alex, is put those numbers up there for TB, narcotics, alcoholism, 600,000, coronary artery disease, 600,000.
[2:17:36.640 --> 2:17:43.640]  And that's all you have to say. And the American people understand it. We go back to work. That's the background of what we're about.
[2:17:43.640 --> 2:17:53.640]  Europe will take a lot longer. I mean, the model was Sweden. It is not a model. England was supposed to have herd immunity that did not work.
[2:17:53.640 --> 2:18:03.640]  In effect, we will not have a vaccine because we don't have a vaccine that works. Fauci has never created an entity or product that was effective.
[2:18:03.640 --> 2:18:13.640]  The AIDS issue has nothing to do with Fauci. It was 16 million I gave from Henry Waxman to Tony. And the rest of it was he was a disaster.
[2:18:13.640 --> 2:18:21.640]  Tony has repressed all kinds of legitimate research underneath him and put away a woman in jail. I don't know why.
[2:18:21.640 --> 2:18:27.640]  But the more important issue now is let the enemy self-destruct and they're doing it beautifully.
[2:18:27.640 --> 2:18:36.640]  Let us just move around as we did and get to the major points we want. The economy is coming back. The stock market will come back.
[2:18:36.640 --> 2:18:44.640]  The jobs are coming back in the thousands. All kinds of companies are saying we're hiring right and left and they're going to be hiring.
[2:18:44.640 --> 2:18:45.640]  So that's what we need.
[2:18:45.640 --> 2:18:57.640]  Well, I guess I get a distorted view because I'm run by a Democrat party cesspit. Austin is now the escape valve for all the locusts out of California and other areas.
[2:18:57.640 --> 2:19:06.640]  I'm not saying everybody's bad in California, but they're very worst or fleeing. And the businesses are told by the governor reopen, they're all too scared to do it and everything's falling apart here.
[2:19:06.640 --> 2:19:13.640]  But I guess it's true. Most of the deaths, the collapse, the blue cities will only make themselves exit its zones, I guess.
[2:19:13.640 --> 2:19:21.640]  And then the red cities that are open will then bloom. It's like you said, I'm not a psychiatrist like you, but what is up with this self-destruction?
[2:19:21.640 --> 2:19:33.640]  Well, because that was in bread in them. By the time Nancy, she's in her late 70s, she's been in the business of manipulating and forcing others to do what she wants.
[2:19:33.640 --> 2:19:46.640]  Now she had total power. When you have a woman who's not totally there mentally has total power, she will self-destruct her. Narcissism, her self-sense is already on a road to destruction.
[2:19:46.640 --> 2:19:50.640]  Not one congressman has come back. She doesn't need them.
[2:19:50.640 --> 2:20:01.640]  In contrast, what we have is here in the South, even in the Florida, in the Florida North, we're a Baptist community, Christian community, gun-toting.
[2:20:01.640 --> 2:20:09.640]  Everybody's working. We're working here. The places that don't work are the places like University of Florida where the doctors need to wear masks.
[2:20:09.640 --> 2:20:17.640]  I also love how when the grocery stores don't have meat, suddenly all over the South and everywhere else, everybody just goes their local farmer, they butcher the cow and do it right there.
[2:20:17.640 --> 2:20:22.640]  Yeah, that's exactly it. We don't have a deficit of meat. We don't have a deficit of anything.
[2:20:22.640 --> 2:20:32.640]  Actually, people have been working here. The house has been going up all through this episode. We have the workers. They love their own businesses. They have small businesses. We have big businesses.
[2:20:32.640 --> 2:20:35.640]  So the answer is just ignore the hysteria, ignore the fear like Roosevelt said.
[2:20:35.640 --> 2:20:42.640]  Correct. And go into the highest potential, which means our government, our ability to do business.
[2:20:42.640 --> 2:20:52.640]  As men age, they often experience a slowdown in vitality, energy, and overall wellness.
[2:20:52.640 --> 2:21:08.640]  And that's why we made one of our most popular formulas to date, Super Male Vitality, specifically designed to assist the body in regulating proper balance to create superior vitality in males.
[2:21:08.640 --> 2:21:19.640]  Now look, this unique formula promotes your body's own natural responses and it contains no synthetic chemicals and no unwanted additives.
[2:21:19.640 --> 2:21:31.640]  Yes, we're talking about ancient wisdom combined with modern technology, working together in perfect synchronicity to help you get the most out of this herb packed formula.
[2:21:31.640 --> 2:21:41.640]  So what are you waiting for? Go to the N4 Store. Never been a better time than right now. Super Male Vitality at N4Store.com.
[2:22:02.640 --> 2:22:20.640]  Well, that's what's going to happen to the entire world now. And that's what the economic numbers show, is that we've been shot right in the heart.
[2:22:20.640 --> 2:22:25.640]  And for the first world, it's going to mean a long, horrible depression and a lot of death.
[2:22:25.640 --> 2:22:34.640]  In the third world, it's going to mean probably over 100 million dead, according to the UN and I believe their numbers, because it's the very UN that's orchestrated this to depopulate the third world.
[2:22:34.640 --> 2:22:41.640]  So to all the leftists that thought it was their revolution to get rid of Trump, you're a bunch of suckers and you bought into something bigger than what Hitler did.
[2:22:41.640 --> 2:22:48.640]  It took hundreds and hundreds of years of human civilization to build up the world economy to where it is.
[2:22:48.640 --> 2:23:00.640]  Every economist is on record saying that as this economy has been shut down for two months, it is going to be a death sentence to the third world and a horrible nightmarish collapse for the first world.
[2:23:00.640 --> 2:23:07.640]  And that the general public is going to go into deep, deep debt to the mega banks. They're not going to have medical ID cards, forced inoculations.
[2:23:07.640 --> 2:23:18.640]  We are now in a giant dystopia. But a lot of people are waking up and there is a major backlash taking place against this tyranny.
[2:23:18.640 --> 2:23:29.640]  And we must all rediscover our bill of rights, rediscover our constitution and our backbone and start saying no to people who take this moral high ground and say, shut your business down, shut your life down.
[2:23:29.640 --> 2:23:35.640]  It'll save lives. No, it's caused millions to already starve to death, tens of millions more.
[2:23:35.640 --> 2:23:41.640]  So the cowards who went along with us with your virtue signaling, you have destroyed your lives and our lives. Congratulations.
[2:24:06.640 --> 2:24:14.640]  From the bottomless bits, but my hand was made strong.
[2:24:14.640 --> 2:24:26.640]  By the end of the almighty, we forward in this generation, triumphantly.
[2:24:26.640 --> 2:24:36.640]  Dr. Steve McCinnick is our guest. We have Dr. Nick Baggage, always informative, who's going to be hosting the fourth hour. Then the War Room with Owen Schreuer takes over after that.
[2:24:36.640 --> 2:24:44.640]  And I've got a lot to say. I'll probably do a special report this Saturday. I'll be here Sundays, like I always am, 4 to 6 p.m. with the Sunday Transmission.
[2:24:44.640 --> 2:24:52.640]  Here are the headlines. Trump tightens grip on coronavirus information as he pushes to restart the economy.
[2:24:52.640 --> 2:25:02.640]  Administration buries detailed CDC advice on reopening stops listening to these WHO Bill and Linda Gates minions.
[2:25:02.640 --> 2:25:07.640]  So yes, if we restart now, we can get things going again.
[2:25:07.640 --> 2:25:11.640]  And yes, they obviously hype this up to try to hurt the economy and hurt Trump's reelection.
[2:25:11.640 --> 2:25:21.640]  The Democrats have come out and bragged about it. 200 Hollywood stars signed a letter, Robert DeNiro, Hanoi Jane, other usual suspects, Madonna,
[2:25:21.640 --> 2:25:27.640]  all these has-beens, that, oh, it's for the Earth. Don't turn the economy back on.
[2:25:27.640 --> 2:25:34.640]  And I know, Dr. McCinnick, you focus on America. But the third world, when the first world collapses, the third world dies.
[2:25:34.640 --> 2:25:41.640]  The UN's numbers are 135 million are now going on the starvation. 30 million currently starving to death.
