[00:00:24.144 --> 00:00:28.127]  Blast off!
[02:38:26.465 --> 02:38:27.926]  They work really well.
[02:38:27.926 --> 02:38:30.209]  So, we've got this big spring special
[02:38:31.189 --> 02:38:40.180]  That's going on right now that is going to have to end because everything is selling out, ladies and gentlemen.
[02:38:40.180 --> 02:38:42.243]  A lot of our best-selling items have sold out.
[02:38:42.243 --> 02:38:44.386]  A lot of the other great items are still there.
[02:38:44.386 --> 02:38:46.108]  We have the spring super sale.
[02:38:47.262 --> 02:38:50.063]  We still have X2, the amazing Deep Rose Crystal Iodine.
[02:38:50.063 --> 02:38:52.805]  We still have Super Blue at 50-60% off.
[02:38:52.805 --> 02:38:54.305]  We still have Super Wound Gel.
[02:38:54.305 --> 02:38:57.527]  We still have amazing DNA Force at 60% off.
[02:38:57.527 --> 02:38:58.767]  That's unprecedented.
[02:38:58.767 --> 02:39:01.388]  Colloidal Silver, Silver Bullets, 60% off.
[02:39:01.388 --> 02:39:03.009]  Real Red Pill Plus, 60% off.
[02:39:03.009 --> 02:39:05.630]  Brain Force Plus, 55% off.
[02:39:05.630 --> 02:39:08.972]  But these specials, I promise you, when I get back,
[02:39:09.572 --> 02:39:15.096]  This is just the original sale, but now more limited items, because again, seven items have sold out.
[02:39:15.096 --> 02:39:20.379]  So this is an unprecedented sale, but whatever you do, go to InfoWarsTore.com and get a t-shirt.
[02:39:20.379 --> 02:39:24.742]  We've got hundreds of great t-shirts that spread the word, that help you meet like-minded people.
[02:39:24.742 --> 02:39:27.124]  I want to thank everybody again for their support.
[02:39:27.124 --> 02:39:29.005]  We're under globalist attack.
[02:39:29.005 --> 02:39:37.050]  George Norrie said last night with me that he's never seen someone under this much attack on any scale.
[02:39:37.050 --> 02:39:38.051]  He said now even
[02:39:38.909 --> 02:39:40.450]  Rivaling Trump.
[02:39:40.450 --> 02:39:47.576]  And he was a naval officer, three-time Emmy Award winner for his TV news production.
[02:39:47.576 --> 02:39:49.297]  So he's a journalist.
[02:39:49.297 --> 02:39:52.840]  And he was asking me privately, and on air, what do you think is going on?
[02:39:52.840 --> 02:39:56.843]  And I said, well, it's like the amount of propaganda they put out before they invade a country, but more.
[02:39:56.843 --> 02:39:57.663]  He said, you're right.
[02:39:57.663 --> 02:39:58.884]  Then what is it?
[02:39:58.884 --> 02:40:04.429]  And I said, they've chosen us to steal our identity of populists and people that support America.
[02:40:05.564 --> 02:40:12.653]  That image of victory, with Trump getting elected, and turn into something evil, turn into a strong man, and then use that as a weapon against everybody.
[02:40:12.653 --> 02:40:20.862]  So that's why keeping InfoWars on air, standing strong, fighting hard, and boldly, is so critical, because the enemy wants to capture us.
[02:40:21.747 --> 02:40:24.129]  Politically, and then use us as an enemy against the people.
[02:40:24.129 --> 02:40:30.413]  Doesn't mean I'll literally do that, but it's a captured, fraudulent persona.
[02:40:30.413 --> 02:40:35.956]  First they kill your identity, first they kill your name, then they put you in prison or kill you physically.
[02:40:35.956 --> 02:40:38.918]  So, I'm fighting for my life here, but I'm fighting for all our lives.
[02:40:38.918 --> 02:40:41.160]  I think people understand that, and they know that.
[02:40:41.160 --> 02:40:43.241]  So, here's the piece they wanted to make fun of.
[02:40:43.241 --> 02:40:44.342]  They put my voice to music.
[02:40:45.623 --> 02:40:46.804]  We love our Somalis.
[02:40:46.804 --> 02:40:48.366]  We love our Muslims, too.
[02:40:48.366 --> 02:40:49.687]  Oh, they're so good.
[02:40:49.687 --> 02:40:51.188]  Oh, they're so sweet.
[02:40:51.188 --> 02:40:58.536]  I talked two years ago about how they're keeping babies alive and selling their organs, and boy, it was all a big funny joke, but it's not a joke now.
[02:40:58.536 --> 02:41:03.340]  So here is this piece, and back to Owen Schroer, Caitlin Bennett, and so much more.
[02:41:03.340 --> 02:41:08.966]  God bless you all, and whatever you do, spread the word today, because only you can override the censors.
[02:41:09.406 --> 02:41:11.328]  Only you can get around what they're doing.
[02:41:11.328 --> 02:41:14.612]  Only you can spread the signal because you are the resistance.
[02:41:14.612 --> 02:41:15.253]  I salute you.
[02:41:15.253 --> 02:41:15.814]  I thank you.
[02:41:15.814 --> 02:41:16.434]  God bless you all.
[02:41:25.257 --> 02:41:30.759]  They're a bunch of Christian murderous scum, Melangine death factories keeping babies alive.
[02:41:30.759 --> 02:41:33.639]  They're selling their body parts.
[02:41:33.639 --> 02:41:36.460]  What more do you need to know about these people?
[02:41:36.460 --> 02:41:39.481]  I go out and face these scum.
[02:41:39.481 --> 02:41:43.162]  They literally crawl out from under us.
[02:41:43.162 --> 02:41:45.043]  They have green looking skin.
[02:41:45.043 --> 02:41:49.744]  And they run around screaming, we love Satan, we wanna eat babies.
[02:41:52.034 --> 02:41:54.075]  I have them on video.
[02:41:54.075 --> 02:41:56.477]  I f***ing love Satan, so f*** you!
[02:41:56.477 --> 02:41:57.898]  I kill my kids!
[02:41:57.898 --> 02:42:01.740]  Hillary's in the creepy weird six-step man.
[02:42:01.740 --> 02:42:05.322]  We came, we saw, we died.
[02:42:05.322 --> 02:42:13.107]  She sleeps in the same room with that creepy weirdo woman whose mother wears a hood over her head.
[02:42:13.107 --> 02:42:16.970]  That woman number one is ugly.
[02:42:16.970 --> 02:42:19.751]  Imagine how bad she smells, man.
[02:42:20.832 --> 02:42:24.655]  I'm told her and Obama just stink.
[02:42:24.655 --> 02:42:29.518]  Obama and Hillary both smell like sulfur.
[02:42:29.518 --> 02:42:34.181]  There's a guy on the radio who apparently trumps on his show frequently.
[02:42:34.181 --> 02:42:36.302]  He says me and Hillary are demons.
[02:42:36.302 --> 02:42:38.304]  Said we smell like sulfur.
[02:42:38.304 --> 02:42:40.205]  Ain't that something?
[02:42:40.205 --> 02:42:43.247]  I have never seen or smelled any woman like that, ever.
[02:42:43.527 --> 02:42:44.668]  People are telling me she smells.
[02:42:44.668 --> 02:42:55.216]  Who could not notice someone who smelled that bad?
[02:42:55.216 --> 02:43:00.840]  It's time to show them what a real alpha male looks like with one of our most powerful products ever made.
[02:43:00.840 --> 02:43:01.741]  Alpha Power.
[02:43:01.741 --> 02:43:02.001]  At 50% off.
[02:43:03.462 --> 02:43:06.926]  As you age, your body can lose testosterone over time.
[02:43:06.926 --> 02:43:16.035]  With the incredible ingredients in this formula, we can help you beat the test of time and assist in restoring that lost energy and mood that comes with time and age.
[02:43:16.035 --> 02:43:24.244]  Alpha Power's incredible ingredients can help you boost your sports performance or enhance your day-to-day life with ease while encouraging hormonal balance.
[02:43:24.784 --> 02:43:30.225]  Perfect by itself or with super male vitality in the True Alpha Male Pack.
[02:43:30.225 --> 02:43:37.447]  Alpha Power can help boost performance, help maintain normal testosterone levels, support healthy cholesterol and more.
[02:43:37.447 --> 02:43:41.128]  Let Alpha Power help bring you to the peak of your optimal health.
[02:43:41.128 --> 02:43:44.169]  Don't fall short on energy in the fight against tyranny.
[02:43:44.169 --> 02:43:51.571]  Show the world what a True Alpha Male looks like today with Alpha Power at 50% off only at the Info Wars Store.
[02:43:55.046 --> 02:43:58.308]  Well, I've got some really good news for all the viewers and all the listeners.
[02:43:58.308 --> 02:44:01.310]  This was going to be a big loss because we couldn't get the Deep Earth Crystals anymore.
[02:44:01.310 --> 02:44:08.173]  It's been a year and a half fight, but we have the original producer, the original crystal source, the best atomic iodide in the world.
[02:44:08.173 --> 02:44:09.314]  X2 is back.
[02:44:09.314 --> 02:44:10.114]  We got it.
[02:44:10.114 --> 02:44:11.775]  This deal just happened about a month ago.
[02:44:11.775 --> 02:44:13.376]  We rushed it into production.
[02:44:13.376 --> 02:44:14.157]  It's been bottled.
[02:44:14.157 --> 02:44:19.900]  The labels are being put on today, and then it's going to be on an 18-wheeler right here to Austin from the
[02:44:20.060 --> 02:44:20.160]  Yeah.
[02:44:37.305 --> 02:44:41.529]  Uh, the good halogens and what you have the bad halogens at InfoWarsStore.com.
[02:44:41.529 --> 02:44:42.750]  That's the umbrella site.
[02:44:42.750 --> 02:44:43.511]  InfoWarsLife.com.
[02:44:43.511 --> 02:44:45.553]  Takes you right to the supplements.
[02:44:45.553 --> 02:44:48.716]  And this is the King Daddy, uh, ladies and gentlemen.
[02:44:48.716 --> 02:44:50.638]  It is X2 Original.
[02:44:50.638 --> 02:44:52.960]  Now back at InfoWarsStore.com.
[02:44:56.684 --> 02:45:00.985]  Getting your protein has never been easier with InfoWars Life Protein Bars.
[02:45:00.985 --> 02:45:08.207]  Available in delicious chocolate peanut butter and vanilla coconut flavors, these protein bars are the perfect answer for a snack on the go.
[02:45:08.207 --> 02:45:14.788]  InfoWars Life Protein Bars are nutrient-packed, portable protein bars for an easy-to-eat and great-tasting meal.
[02:45:14.788 --> 02:45:17.169]  Pre- or post-workout fuel alternative.
[02:45:17.589 --> 02:45:27.956]  At just 240 calories per bar and 15 grams of protein each, these bars will be your favorite at-hand snack for at home, in the car, at work, or on the go.
[02:45:27.956 --> 02:45:37.283]  For getting nutrients easily, high in fiber and nutrients with wholesome ingredients for high-level performance with great taste, such as whey protein and chocolate compounds.
[02:45:37.543 --> 02:45:41.904]  These protein bars can help you with the boost you need to reach your goals.
[02:45:41.904 --> 02:45:50.607]  Protein-packed and full of fiber and healthy ingredients, InfoWars Life Protein Bars are a can't-miss snack for any InfoWarrior serious about their energy.
[02:45:50.607 --> 02:45:56.209]  Try both flavors today at InfoWarsStore.com.
[02:45:56.209 --> 02:45:59.290]  Our grandparents, our great-grandparents knew they canned food.
[02:45:59.290 --> 02:46:00.831]  During the fall, so they'd have it during the winter.
[02:46:02.205 --> 02:46:05.170]  And that's what I'm talking about at InfoWarsTour.com.
[02:46:05.170 --> 02:46:09.217]  With InfoWars Select, it's the full spectrum of my patron supply.
[02:46:10.785 --> 02:46:19.931]  Most respected companies out there, but because I private label it, I'm able to go below cost on contracts that all their other distributors aren't able to do.
[02:46:19.931 --> 02:46:25.274]  But I want to be a market leader, and I want you to have storable food, so it's a total win-win.
[02:46:25.274 --> 02:46:27.555]  We have those incredible sell prices back.
[02:46:27.555 --> 02:46:31.077]  InfoWareStore.com on InfoWare Select storable foods.
[02:46:31.077 --> 02:46:32.558]  They've got special diet foods.
[02:46:32.558 --> 02:46:36.541]  They've got three-month supplies, year supplies, week emergency supplies.
[02:46:36.541 --> 02:46:38.762]  They've got so many great products there.
[02:46:38.762 --> 02:46:39.843]  Maybe you've got a three-year supply.
[02:46:40.303 --> 02:46:42.284]  If stuff happens, you can feed your whole block.
[02:46:42.284 --> 02:46:44.805]  It's up to us to be self-sufficient.
[02:46:44.805 --> 02:46:49.808]  You're buying War Bonds, bringing you great products, and together, with God's help, we are unstoppable.
[02:46:49.808 --> 02:46:58.713]  InfoWareStore.com and InfoWare Select, high-quality, storable foods, powered by my Patriot Supply.
[02:46:58.713 --> 02:47:07.017]  You're listening to the Alex Jones Show.
[02:47:07.017 --> 02:47:08.458]  I'm paying
[02:47:10.758 --> 02:47:12.920]  I've had enough of these people.
[02:47:12.920 --> 02:47:16.443]  They're a bunch of Christian murderous scum.
[02:47:16.443 --> 02:47:20.486]  They're on giant death factories keeping babies alive.
[02:47:20.486 --> 02:47:22.408]  They're selling their body parts.
[02:47:22.408 --> 02:47:25.830]  What more do you need to know about these people?
[02:47:25.830 --> 02:47:27.472]  I go out and face these scum.
[02:47:27.472 --> 02:47:29.173]  That's right.
[02:47:29.173 --> 02:47:31.955]  They literally crawl out from under us.
[02:47:31.955 --> 02:47:33.837]  We're out from a Democrat office.
[02:47:33.837 --> 02:47:38.540]  And they run around screaming, we love Satan, we want to get babies.
[02:47:40.737 --> 02:47:45.258]  I f***ing love Satan, so f*** you!
[02:47:45.258 --> 02:47:46.679]  I kill my kids!
[02:47:46.679 --> 02:47:51.480]  We've gotten more videos since that original cut anyway.
[02:47:51.480 --> 02:47:54.381]  They brag about aborting babies.
