[00:00:16.081 --> 00:00:18.103]  Awesome!
[02:22:16.685 --> 02:22:22.090]  They've had an effect on slowing us down to a standstill and even having us start to contract.
[02:22:22.090 --> 02:22:26.473]  But see, there's something worse than the enemy knowing they're having an effect.
[02:22:26.473 --> 02:22:29.576]  Us being shut down, right?
[02:22:29.576 --> 02:22:39.084]  So, you notice all these years, I was running around during the break, my hair's all sticking up, what's left of it.
[02:22:39.084 --> 02:22:42.847]  Over all these years, we've done such incredible things together.
[02:22:42.847 --> 02:22:43.788]  And we've changed the world.
[02:22:45.743 --> 02:22:54.788]  And I'll be damned, no taking the Lord's name in vain there, I mean that, before I'm going to ever give up.
[02:22:54.788 --> 02:23:06.495]  And the truth is, I know that if you ever see me really get arrested, really get set up, or if I ever got my head blown off, God forbid, I don't want that to happen, that we'd see support way greater than we even need.
[02:23:08.942 --> 02:23:10.723]  But I don't want to get to that point.
[02:23:10.723 --> 02:23:17.425]  You know, I've told you that I've got intelligence agencies, criminals that have hijacked our government, working against me.
[02:23:17.425 --> 02:23:23.868]  Now listen, you don't just think it's the child porn stuff, do you?
[02:23:23.868 --> 02:23:25.729]  No.
[02:23:25.729 --> 02:23:27.830]  By the way, I'm not a victim, I'm a target.
[02:23:27.830 --> 02:23:31.311]  Tommy Robinson said that a year ago when they tortured him in prison for three months.
[02:23:31.311 --> 02:23:36.313]  He lost, like, 12 stones or whatever, I don't know, was it 30-something pounds?
[02:23:38.595 --> 02:23:45.900]  They put him in the Islamic area by the mosque, inside the area, and they would crap and defecate and throw feces at him through the bars and the guards laughed at him.
[02:23:45.900 --> 02:23:55.847]  I remember when I saw Tommy on Fox News on Tucker Carlson first.
[02:23:55.847 --> 02:23:59.450]  Tommy looked like those guys you'd seen had been captured by the North Vietnamese for five years.
[02:23:59.450 --> 02:24:01.712]  They had that crazy look in their eye, all freaked out.
[02:24:01.712 --> 02:24:04.814]  It took Tommy, who's tough, months to get over.
[02:24:06.067 --> 02:24:06.647]  What happened to him?
[02:24:06.647 --> 02:24:08.549]  They left the lights on 24 hours a day.
[02:24:08.549 --> 02:24:10.570]  They'd bang on the door continually.
[02:24:10.570 --> 02:24:18.716]  They'd shove feces and piss through the bars at him and laugh at him.
[02:24:18.716 --> 02:24:19.937]  And he was in solitary confinement.
[02:24:19.937 --> 02:24:24.600]  They let him out for three months and they were putting stuff in his food.
[02:24:24.600 --> 02:24:26.401]  He said it on air, but I talked to him privately.
[02:24:26.401 --> 02:24:28.583]  He ate some of the food that wasn't in a tin.
[02:24:28.583 --> 02:24:33.426]  Because once a day he'd get a small tin of tuna fish.
[02:24:35.609 --> 02:24:41.214]  And a little small package of crackers, that's all he'd eat because everything else had poison in it.
[02:24:41.214 --> 02:24:46.279]  Because he ate some once, he got so hungry, he had food poisoning and almost died.
[02:24:46.279 --> 02:24:56.969]  And let me tell you, when you're in a cage and people are poisoning you, and Muslims are defecating on the floor and throwing turds at you, look how skinny he was when he came out of there.
[02:24:56.969 --> 02:24:59.171]  That's when you realize your government is evil.
[02:25:00.558 --> 02:25:10.804]  All you do is stand up for what's right and kidnap little girls and he identified the guy that killed a little girl and cut her up and put shoulder flesh on beef kebabs.
[02:25:10.804 --> 02:25:15.727]  Turned out that guy got indicted for that and it was true.
[02:25:15.727 --> 02:25:22.851]  When Tommy first said, yeah, I talked to the locals, they cut that little girl up and fed her kebabs, the news was like, oh, our little Muslims wouldn't do that.
[02:25:22.851 --> 02:25:25.192]  They wouldn't cut up a little girl into kebabs.
[02:25:25.192 --> 02:25:26.193]  You bet they did!
[02:25:29.741 --> 02:25:32.103]  So I don't think of myself as a victim.
[02:25:32.103 --> 02:25:38.467]  And I haven't been in a jail cell for three months with people using it as a toilet.
[02:25:38.467 --> 02:25:46.313]  Tommy told me privately, he talked about it on air a little bit, he said privately, there would be four inches of human feces and urine by the end of the day.
[02:25:47.435 --> 02:25:51.739]  And every couple days they'd come in and give him a sweeper and say, clean that up.
[02:25:51.739 --> 02:25:54.020]  And he'd shove it out in the hall and put it in a bucket.
[02:25:54.020 --> 02:25:56.042]  That was his time outside the jail cell.
[02:25:56.042 --> 02:26:01.907]  With Muslims just putting their butts up against the bars and just crapping through the food hole on him.
[02:26:01.907 --> 02:26:03.468]  And laughing and giggling.
[02:26:03.468 --> 02:26:05.329]  That's the new world order, folks.
[02:26:05.329 --> 02:26:08.752]  That's what they do to patriots.
[02:26:08.752 --> 02:26:13.496]  Is they go and they piss all over you and they crap all over you and the media loves it!
[02:26:17.500 --> 02:26:20.823]  Well guess what I get to put up with now?
[02:26:20.823 --> 02:26:27.129]  The Wall Street Journal, the New York Times, and the AP saying I sent child porn to children.
[02:26:27.129 --> 02:26:30.212]  It's all a damn lie.
[02:26:30.212 --> 02:26:33.075]  9.6 million emails since Sandy Hook happened.
[02:26:33.075 --> 02:26:34.596]  Judge ordered them all turned over.
[02:26:34.596 --> 02:26:39.381]  I went back seven, eight times to the cost of hundreds of thousands of dollars.
[02:26:40.498 --> 02:26:43.760]  And said, I cannot give you all my people's emails.
[02:26:43.760 --> 02:26:44.500]  She said, fine.
[02:26:44.500 --> 02:26:46.621]  20-something search terms.
[02:26:46.621 --> 02:26:48.642]  All the names of people involved.
[02:26:48.642 --> 02:26:52.244]  And they got 57,000 emails.
[02:26:52.244 --> 02:26:55.565]  And they had hidden, encoded child porn on there that I never opened.
[02:26:55.565 --> 02:27:01.508]  I know you've already heard this, but imagine the news then runs with that.
[02:27:01.508 --> 02:27:03.509]  They'll do anything.
[02:27:06.049 --> 02:27:07.511]  But enough about that.
[02:27:07.511 --> 02:27:11.275]  I'll be here next hour when Trump gives his press conference, are we going to a war with Iran?
[02:27:11.275 --> 02:27:15.960]  And I'm not here telling you how bad these guys are to scare you.
[02:27:15.960 --> 02:27:20.305]  You know, the globalists always used to say, I was told, oh, Joe just scares people for us.
[02:27:20.305 --> 02:27:24.990]  No, I believe that you'd get motivated and angry about this because you're like me.
[02:27:24.990 --> 02:27:25.431]  I'm like you.
[02:27:26.701 --> 02:27:28.062]  We're like our ancestors.
[02:27:28.062 --> 02:27:31.105]  So I tell you, sometimes they'll come in and they'll say, do you want the bad news?
[02:27:31.105 --> 02:27:32.466]  I've told every one of my crew members.
[02:27:32.466 --> 02:27:38.012]  I said, listen, there's one thing that'll get you fired quicker than anything around here.
[02:27:38.012 --> 02:27:39.413]  One thing.
[02:27:39.413 --> 02:27:42.236]  And that's if you don't tell me bad news, I want to know it.
[02:27:42.236 --> 02:27:45.038]  I want to meet it head on.
[02:27:45.038 --> 02:27:46.620]  And I think you're just like me.
[02:27:46.620 --> 02:27:50.704]  So when I sit here and come to you every day and report to you all this stuff that's going on,
[02:27:51.641 --> 02:27:57.987]  I don't need to report on the great baby that was born, the great life somebody had, or some new invention, or how great humanity is.
[02:27:57.987 --> 02:27:58.928]  We know that.
[02:27:58.928 --> 02:28:01.911]  I'm going to tell you what the enemy's doing.
[02:28:01.911 --> 02:28:09.319]  I'm going to tell you the bad things they're doing because I believe in you, and I believe you're going to change it.
[02:28:11.044 --> 02:28:14.667]  I believe in you, and I believe you're going to fight back against it.
[02:28:14.667 --> 02:28:16.549]  I believe we're going to stop this Iran war.
[02:28:16.549 --> 02:28:18.611]  I believe we're going to turn our economy back.
[02:28:18.611 --> 02:28:20.692]  I believe we're going to find Jesus again.
[02:28:20.692 --> 02:28:24.516]  I believe we're going to release all the secret technologies and life extension they've already got.
[02:28:24.516 --> 02:28:32.062]  I believe we're going to ban glyphosates and bring out all the clean, healthy farming equipment systems we have.
[02:28:32.062 --> 02:28:37.427]  I believe in you, and you believe in me, and we've done something the enemy fears, because we are not just the spirit of 1776.
[02:28:39.292 --> 02:28:42.754]  For the spirit of human destiny and will.
[02:28:42.754 --> 02:28:45.376]  My ancestors did a lot to get us here.
[02:28:45.376 --> 02:28:47.537]  Your ancestors did a hell of a lot.
[02:28:47.537 --> 02:28:48.958]  We're not gonna be failures.
[02:28:48.958 --> 02:28:50.599]  We're not gonna let them down.
[02:28:50.599 --> 02:28:51.720]  We're gonna win.
[02:28:51.720 --> 02:28:53.822]  We'll be back with the new Homeland Attack.
[02:28:53.822 --> 02:28:54.202]  Stay with us.
[02:28:55.854 --> 02:29:06.899]  When you have a pain in the neck, a real pain in the neck, back, shoulder, or legs, you now have two convenient choices to get fast relief without taking another pill.
[02:29:06.899 --> 02:29:12.682]  Because now, Sunny Bay heating wraps and pillows are available at both Amazon and Walmart.
[02:29:12.682 --> 02:29:13.342]  Yes!
[02:29:13.342 --> 02:29:19.205]  See Sunny Bay's four and a half to five star customer reviews on Amazon.com or Walmart.com.
[02:29:19.585 --> 02:29:28.010]  Our microwavable heat wraps, heatable neck pillows and extra large body wraps are designed better for perfect support where and when you need it.
[02:29:28.010 --> 02:29:37.055]  Even while driving, Sunny Bay wraps will not burn and stay balanced to provide soothing, hot or cold therapy to help treat temporary or chronic pain.
[02:29:37.055 --> 02:29:40.276]  And the best part, Sunny Bay quality products start at under $20.
[02:29:41.297 --> 02:29:49.311]  Join thousands of happy customers and see why Sunny Bay products have a lifetime 100% positive rating on both Amazon and Etsy.
[02:29:49.311 --> 02:29:50.093]  It's easy.
[02:29:50.093 --> 02:29:53.979]  Click Amazon or Walmart and search today for Sunny Bay.
[02:29:56.269 --> 02:30:04.652]  It's really hard to have the energy at the end of the day to still get to the gym, or to go for a run, or go to the park, or heck, even take your dog for a walk.
[02:30:04.652 --> 02:30:06.112]  Believe me, I know.
[02:30:06.112 --> 02:30:10.814]  I spend hours in front of a screen and then hours in front of bright lights every day.
[02:30:10.814 --> 02:30:13.875]  But thanks to super male vitality at Infowarstore.com.
[02:30:14.375 --> 02:30:16.057]  I still have that energy.
[02:30:16.057 --> 02:30:36.233]  There's no way I could have the energy at the end of a long day to fight back against the chemicals and the food and water, to fight back against the modern day lifestyle with the screen time and the extended hours, to still have the stamina and endurance, energy and drive to get to the gym, get to the park, and get exercise that you need for your health.
[02:30:36.713 --> 02:30:40.695]  So go to Infowarsstore.com and get Supermail Vitality before it's gone.
[02:30:40.695 --> 02:30:44.377]  This is actually our last run of Supermail Vitality.
[02:30:44.377 --> 02:30:49.380]  So I want you to experience Supermail Vitality before it's too late.
[02:30:49.380 --> 02:30:52.101]  Unleash the Supermail in you.
[02:30:52.101 --> 02:30:54.703]  Supermail Vitality from Infowarsstore.com.
[02:30:56.294 --> 02:30:58.656]  We all know the importance of fish oils.
[02:30:58.656 --> 02:31:05.260]  While we are sure to provide them for ourselves, it's just as important to make sure your kids get their EPA and DHA too.
[02:31:05.260 --> 02:31:09.743]  Honor Roll is a powerful DHA fish oil formula for your child.
[02:31:09.743 --> 02:31:15.727]  Built from the ground up to support your child's development, this formula uses wild anchovy fish oil,
[02:31:16.227 --> 02:31:22.692]  Ultra-purified krill oil and wild salmon fish oil with vitamins to boost your child's mind and body.
[02:31:22.692 --> 02:31:34.702]  With this fish oil formula, you can support your child's optimal heart, joint, cognitive, and brain health while providing DHA, which has been shown to be essential for your child's brain growth spurts.
[02:31:34.702 --> 02:31:43.929]  Built on powerful ingredients with 580 milligrams of high DHA omega-3s, this formula is highly refined to eliminate nearly all heavy metals.
[02:31:44.529 --> 02:31:48.852]  If you're looking for a formula to help your child grow, look no further.
[02:31:48.852 --> 02:31:53.375]  Try Honor Roll from InfoWars Life at InfoWarsStore.com.
