[00:00.000 --> 00:11.000]  Waging war on corruption, it's Alex Jones coming to you live from the front lines of the info war.
[02:21:06.200 --> 02:21:11.200]  We're going to be back in the studio several hours with us, Mark Rondazza next Tuesday because
[02:21:11.200 --> 02:21:14.560]  I knew he was a top lawyer, but my lawyer is one of the technical guys, some of their
[02:21:14.560 --> 02:21:17.440]  guys are some of the top people and they say he's just one of the best, so we're honored
[02:21:17.440 --> 02:21:20.920]  to have him here on the show and he's a more classical liberal, he's just tuned in.
[02:21:20.920 --> 02:21:26.160]  Let's get into the latest Sandy Hook, more rounds of suits against me without giving
[02:21:26.160 --> 02:21:29.120]  away too much, what do you think of it?
[02:21:29.120 --> 02:21:37.120]  You know, when I look at a complaint like this and I see that it's got what, 394 paragraphs,
[02:21:37.120 --> 02:21:41.960]  that's not always an indication of something, but it usually is in a case like this because
[02:21:41.960 --> 02:21:44.160]  it's relatively simple facts.
[02:21:44.160 --> 02:21:48.520]  If we look at the facts, they're saying you said something hurtful about them, you said
[02:21:48.520 --> 02:21:55.120]  something untrue about them, that shouldn't require 400 odd paragraphs to explain and
[02:21:55.120 --> 02:22:00.240]  when I look at this complaint and I look at how the logical contortions that some of it
[02:22:00.240 --> 02:22:05.880]  went through, and I'm going to take at this point a judge, if you file a motion to dismiss,
[02:22:05.880 --> 02:22:10.800]  is going to take everything in this complaint as true, just for the purpose of a motion
[02:22:10.800 --> 02:22:16.800]  to dismiss, summary judgment or trial, that's later on when you evaluate the evidence.
[02:22:16.800 --> 02:22:22.800]  Let's look at this and just say every single thing in it is true from a factual perspective.
[02:22:22.800 --> 02:22:29.240]  It still seems like a pretty strange suit to me, it's trying to, you know, it's funny
[02:22:29.240 --> 02:22:36.720]  how when it accuses you of being a conspiracy theorist, but then it creates this, it seems
[02:22:36.720 --> 02:22:43.680]  like an implausible conspiracy among you and these other people who happen to just be some
[02:22:43.680 --> 02:22:45.280]  of your viewers.
[02:22:45.280 --> 02:22:50.400]  So you know, if you want to bring just as a theme, when you write a complaint, you write
[02:22:50.400 --> 02:22:54.360]  legal documents, you've got to remember, you're talking to a human being.
[02:22:54.360 --> 02:23:00.320]  At the end of the day, a judge or the judge's clerks is going to read this and if you create
[02:23:00.320 --> 02:23:05.680]  the theme of here's a conspiracy theory against this person we're accusing of being a conspiracy
[02:23:05.680 --> 02:23:09.960]  theorist, I think you lose a little rhetorical ground.
[02:23:09.960 --> 02:23:15.640]  Another thing I'm looking at in it that I find curious is they've added one defendant,
[02:23:15.640 --> 02:23:23.800]  so this case is filed in Connecticut, they've added one defendant who's in Connecticut.
[02:23:23.800 --> 02:23:28.280]  So we've got plaintiffs in Connecticut and defendants in Connecticut and why that's important
[02:23:28.280 --> 02:23:33.240]  is when you have diversity of citizenship, so you have plaintiffs and defendants from
[02:23:33.240 --> 02:23:39.360]  different states and they're seeking in excess of $75,000, you have the right to remove your
[02:23:39.360 --> 02:23:44.760]  case to federal court, that's something that's been enshrined in the law forever.
[02:23:44.760 --> 02:23:50.520]  Now, when you put somebody who's a nominal defendant on another side of the case so that
[02:23:50.520 --> 02:23:56.320]  you have defendant and plaintiffs in the same state, you lose that right.
[02:23:56.320 --> 02:24:02.400]  So the concern here, I think, is that they really don't want this to get into federal
[02:24:02.400 --> 02:24:06.400]  court and there's a number of reasons for that.
[02:24:06.400 --> 02:24:11.520]  Federal court is perceived to be more defendant friendly, that's not to say that I have-
[02:24:11.520 --> 02:24:15.080]  Sure, I mean, let's just say it, they want it in local court.
[02:24:15.080 --> 02:24:21.880]  Sure, yeah, I mean, Connecticut judges are appointed for eight years and then they can
[02:24:21.880 --> 02:24:23.880]  be reappointed.
[02:24:23.880 --> 02:24:31.040]  So if you have something that might be a politically challenging case, you probably would prefer
[02:24:31.040 --> 02:24:33.320]  it to be in state court.
[02:24:33.320 --> 02:24:39.040]  I'm not saying that the judge here isn't going to make a completely above board decision,
[02:24:39.040 --> 02:24:45.840]  but the reason that we put into the law this ability to remove to federal court is because
[02:24:45.840 --> 02:24:50.880]  there was a perception that people might get hometowned by state court judges.
[02:24:50.880 --> 02:24:56.320]  Meanwhile, a federal judge, say what you want about lifetime tenure, there are problems
[02:24:56.320 --> 02:25:01.000]  with that, but one of the good things about lifetime tenure for a federal judge is they
[02:25:01.000 --> 02:25:03.560]  are completely insulated from politics.
[02:25:03.560 --> 02:25:06.640]  A federal judge can make whatever decision they want.
[02:25:06.640 --> 02:25:10.440]  Federal three of the Constitution means the judge never has to say he's sorry.
[02:25:10.440 --> 02:25:15.560]  Sure, so on the time we have left without giving away too much here about the defense
[02:25:15.560 --> 02:25:22.200]  here, I mean, I think the goal here is public relations to drive me to the mud, to bring
[02:25:22.200 --> 02:25:25.840]  the shooting back up for political purposes, not by the family, but by the Democrats and
[02:25:25.840 --> 02:25:28.320]  by the establishment doing this.
[02:25:28.320 --> 02:25:30.760]  And a lot of them admit that in the news, that that's their goal.
[02:25:30.760 --> 02:25:35.560]  And then to keep saying that I'm still saying, when I never said the way they said I did
[02:25:35.560 --> 02:25:40.880]  those things, they misrepresent it, they reboot it and then create the trauma.
[02:25:40.880 --> 02:25:50.400]  They say I created themselves by always bringing it back up and then never saying all the apologies
[02:25:50.400 --> 02:25:57.440]  or all the clarifications over the years, they just reboot the crime against humanity.
[02:25:57.440 --> 02:26:03.640]  They say I committed well, you know, there is there is something called the Streisand
[02:26:03.640 --> 02:26:09.120]  Effect, which means that there's no better way to bring a spotlight to statements that
[02:26:09.120 --> 02:26:11.440]  you don't want to hear than to sue over it.
[02:26:11.440 --> 02:26:16.760]  So yes, they've kicked the beach ball back up in the air here by suing.
[02:26:16.760 --> 02:26:22.240]  As far as what this is part and parcel of, I think, you know, I think we've, when you
[02:26:22.240 --> 02:26:27.960]  look at this, you know, you do have allegations in the complaint of people who really have
[02:26:27.960 --> 02:26:31.440]  had their feelings hurt by one thing or another.
[02:26:31.440 --> 02:26:35.960]  You can't discount that, that doesn't mean that I think it's definitely actionable.
[02:26:35.960 --> 02:26:39.120]  You know, the, you have some problems in this complaint.
[02:26:39.120 --> 02:26:44.080]  Look, a lot of these statements are outside the statute of limitations.
[02:26:44.080 --> 02:26:48.960]  The statute of limitations in Connecticut for defamation is two years, three years for
[02:26:48.960 --> 02:26:49.960]  other tours.
[02:26:49.960 --> 02:26:50.960]  But it's further than that.
[02:26:50.960 --> 02:26:52.960]  We've gone and pulled some of the statements up.
[02:26:52.960 --> 02:26:55.800]  Some of them are not even accurate in their little snippet.
[02:26:55.800 --> 02:27:01.240]  But then right after it, I'm playing devil's advocate and saying, but I don't believe that.
[02:27:01.240 --> 02:27:05.600]  So this is the next level saying you can't even question or talk about what other people
[02:27:05.600 --> 02:27:06.600]  are questioning.
[02:27:06.600 --> 02:27:10.400]  It's like this other lawsuit against me here in Texas on this.
[02:27:10.400 --> 02:27:15.640]  I'm reading a zero hedge article or Owen shroyer ish where they're questioning something
[02:27:15.640 --> 02:27:19.560]  that someone said on Megan Kelly's Dateline NBC.
[02:27:19.560 --> 02:27:20.800]  It's a public program.
[02:27:20.800 --> 02:27:25.000]  She's saying these things, they say there's an anomaly there.
[02:27:25.000 --> 02:27:27.080]  We cover zero hedge in the anomaly.
[02:27:27.080 --> 02:27:28.640]  I say, no, I think kids died.
[02:27:28.640 --> 02:27:33.160]  I think he held his kids and then they say that is me doing it.
[02:27:33.160 --> 02:27:36.560]  It's next level in a complaint like this.
[02:27:36.560 --> 02:27:39.600]  You know, in I've seen, I don't know if it's next level.
[02:27:39.600 --> 02:27:41.760]  It's a very common thing to be honest.
[02:27:41.760 --> 02:27:47.880]  It's, you know, throughout my career, I've seen defamation cases like this where somebody
[02:27:47.880 --> 02:27:54.560]  has either motivation, either motivation to shut somebody up or simply looking for money
[02:27:54.560 --> 02:28:01.760]  or actually feels genuinely wrong and is looking for the strongest legal theory possible.
[02:28:01.760 --> 02:28:07.080]  So in any event, it's always a plaintiff's attorney in a defamation cases.
[02:28:07.080 --> 02:28:12.400]  It's always their desire to cherry pick out the worst of the worst.
[02:28:12.400 --> 02:28:16.280]  And then it's the defense attorney's job to say, Hey, wait a minute, you got to look
[02:28:16.280 --> 02:28:19.640]  at what came before and after these quotes and put it all in context.
[02:28:19.640 --> 02:28:22.360]  Here's the decision we have to make context always matters.
[02:28:22.360 --> 02:28:23.360]  Absolutely.
[02:28:23.360 --> 02:28:27.520]  So again, in person on Tuesday here in studio, Mark Rondaza, thanks for spending time with
[02:28:27.520 --> 02:28:29.040]  us in 20 seconds left.
[02:28:29.040 --> 02:28:33.920]  The big question is, do we launch anti slapback provisions in Texas and Connecticut?
[02:28:33.920 --> 02:28:35.560]  And I think you and I talking the answers.
[02:28:35.560 --> 02:28:41.000]  Yes, I would never forego the opportunity to bring a well placed anti slap motion and
[02:28:41.000 --> 02:28:43.240]  Connecticut has a good anti slap law.
[02:28:43.240 --> 02:28:48.040]  So, you know, that that is something that I think should be considered.
[02:28:48.040 --> 02:28:49.880]  Yeah, I'm going to direct that on both.
[02:28:49.880 --> 02:28:50.880]  We'll talk soon.
[02:28:50.880 --> 02:28:51.880]  Thank you.
[02:28:51.880 --> 02:28:52.880]  Okay.
[02:28:52.880 --> 02:28:53.880]  All right.
[02:28:53.880 --> 02:28:54.880]  Let's go.
[02:28:54.880 --> 02:28:55.880]  We'll talk to you in a minute in studio.
[02:28:55.880 --> 02:28:56.880]  That fellow that was 30 got a victim.
[02:28:56.880 --> 02:28:57.880]  Watch revenge on the common housefly.
[02:28:57.880 --> 02:29:03.520]  Well, after 10,000 years, someone has finally come up with a better way, the bug assault,
[02:29:03.520 --> 02:29:09.400]  a miniaturized shotgun, which utilizes ordinary table salt as ammunition, non-toxic and no
[02:29:09.400 --> 02:29:10.640]  batteries required.
[02:29:10.640 --> 02:29:11.640]  So much fun.
[02:29:11.640 --> 02:29:16.240]  You'll forget you have a wife and kids, 39, 95 and free economy shipping.
[02:29:16.240 --> 02:29:21.600]  Use discount code GCN and get an extra 10% off your purchase at bugasalt.com.
[02:29:21.600 --> 02:29:25.120]  Here's your fly swatter, get your bug assault today.
[02:29:25.120 --> 02:29:26.120]  It's a no brainer.
[02:29:26.120 --> 02:29:28.400]  A big Berkey water filter is the one you need, period.
[02:29:28.400 --> 02:29:32.480]  You need a water filter that removes chlorine, fluoride, pharmaceuticals, BPA and other
[02:29:32.480 --> 02:29:36.520]  endocrine disruptors, pesticides, bacteria, viruses and much more, right?
[02:29:36.520 --> 02:29:38.480]  And does it all at only two cents per gallon.
[02:29:38.480 --> 02:29:42.160]  Get the original, most trusted name in gravity water filtration, Big Berkey.
[02:29:42.160 --> 02:29:47.320]  And now GCN listeners receive 5% off ceramic filter systems using code GCN, call or click
[02:29:47.320 --> 02:29:54.680]  1-877-99-Berkey or bigberkeywaterfilters.com, that's 1-877-99-B-E-R-K-E-Y.
[02:30:17.320 --> 02:30:25.000]  I've been using your products since the first iteration of survival shield and since then
[02:30:25.000 --> 02:30:31.440]  I'm on the X2, the super male vitality, the caveman, the real red pill, micro ZX body,
[02:30:31.440 --> 02:30:32.440]  it's all amazing.
[02:30:32.440 --> 02:30:33.440]  Thank you brother.
